"","date","CTRE"
"125","2014-11-21",15.57
"126","2014-11-24",15.65
"127","2014-11-25",15.52
"128","2014-11-26",16.09
"129","2014-11-28",16.17
"130","2014-12-01",16.32
"131","2014-12-02",16.6
"132","2014-12-03",17.700001
"133","2014-12-04",17.959999
"134","2014-12-05",18.17
"135","2014-12-08",18.33
"136","2014-12-09",17.799999
"137","2014-12-10",18.379999
"138","2014-12-11",12.19
"139","2014-12-12",12.26
"140","2014-12-15",12.49
"141","2014-12-16",12.02
"142","2014-12-17",12.23
"143","2014-12-18",12.31
"144","2014-12-19",11.45
"145","2014-12-22",11.94
"146","2014-12-23",12.26
"147","2014-12-24",12.23
"148","2014-12-26",12.77
"149","2014-12-29",12.76
"150","2014-12-30",12.55
"151","2014-12-31",12.33
"152","2015-01-02",11.99
"153","2015-01-05",11.72
"154","2015-01-06",11.6
"155","2015-01-07",11.87
"156","2015-01-08",11.91
"157","2015-01-09",11.71
"158","2015-01-12",11.83
"159","2015-01-13",11.68
"160","2015-01-14",11.59
"161","2015-01-15",11.5
"162","2015-01-16",11.2
"163","2015-01-20",11.19
"164","2015-01-21",11.24
"165","2015-01-22",11.64
"166","2015-01-23",12.03
"167","2015-01-26",12.54
"168","2015-01-27",12.27
"169","2015-01-28",13.05
"170","2015-01-29",13.8
"171","2015-01-30",13.48
"172","2015-02-02",13.98
"173","2015-02-03",14.78
"174","2015-02-04",14.68
"175","2015-02-05",14.59
"176","2015-02-06",13.79
"177","2015-02-09",13.32
"178","2015-02-10",12.99
"179","2015-02-11",13.07
"180","2015-02-12",13.2
"181","2015-02-13",13.46
"182","2015-02-17",13.15
"183","2015-02-18",13.62
"184","2015-02-19",13.28
"185","2015-02-20",13.15
"186","2015-02-23",13.17
"187","2015-02-24",13.13
"188","2015-02-25",13.01
"189","2015-02-26",12.79
"190","2015-02-27",12.71
"191","2015-03-02",13.51
"192","2015-03-03",13.57
"193","2015-03-04",13.41
"194","2015-03-05",12.93
"195","2015-03-06",12.3
"196","2015-03-09",12.21
"197","2015-03-10",12.24
"198","2015-03-11",12.4
"199","2015-03-12",13.07
"200","2015-03-13",12.9
"201","2015-03-16",13.07
"202","2015-03-17",12.78
"203","2015-03-18",12.9
"204","2015-03-19",13.21
"205","2015-03-20",13.61
"206","2015-03-23",14.36
"207","2015-03-24",14.29
"208","2015-03-25",14.09
"209","2015-03-26",13.94
"210","2015-03-27",13.68
"211","2015-03-30",13.8
"212","2015-03-31",13.56
"213","2015-04-01",14
"214","2015-04-02",14.25
"215","2015-04-06",14.11
"216","2015-04-07",13.67
"217","2015-04-08",13.96
"218","2015-04-09",13.46
"219","2015-04-10",13.47
"220","2015-04-13",13.31
"221","2015-04-14",13.43
"222","2015-04-15",13.28
"223","2015-04-16",13.35
"224","2015-04-17",13.4
"225","2015-04-20",13.57
"226","2015-04-21",13.63
"227","2015-04-22",13.39
"228","2015-04-23",13.47
"229","2015-04-24",13.5
"230","2015-04-27",13.41
"231","2015-04-28",13.45
"232","2015-04-29",13.05
"233","2015-04-30",12.49
"234","2015-05-01",12.53
"235","2015-05-04",12.73
"236","2015-05-05",12.55
"237","2015-05-06",12.43
"238","2015-05-07",12.4
"239","2015-05-08",12.1
"240","2015-05-11",12.05
"241","2015-05-12",12.41
"242","2015-05-13",12.96
"243","2015-05-14",13.76
"244","2015-05-15",13.66
"245","2015-05-18",13.02
"246","2015-05-19",12.89
"247","2015-05-20",12.99
"248","2015-05-21",12.9
"249","2015-05-22",12.89
"250","2015-05-26",12.75
"251","2015-05-27",13.06
"252","2015-05-28",13.22
"253","2015-05-29",13.04
"254","2015-06-01",12.95
"255","2015-06-02",12.95
"256","2015-06-03",13.19
"257","2015-06-04",12.97
"258","2015-06-05",12.32
"259","2015-06-08",12.34
"260","2015-06-09",12.34
"261","2015-06-10",12.36
"262","2015-06-11",12.26
"263","2015-06-12",12.85
"264","2015-06-15",12.91
"265","2015-06-16",13.13
"266","2015-06-17",13.06
"267","2015-06-18",13.44
"268","2015-06-19",13.64
"269","2015-06-22",13.71
"270","2015-06-23",13.27
"271","2015-06-24",12.9
"272","2015-06-25",13.11
"273","2015-06-26",13.04
"274","2015-06-29",12.76
"275","2015-06-30",12.67
"276","2015-07-01",13.16
"277","2015-07-02",12.48
"278","2015-07-06",12.53
"279","2015-07-07",12.72
"280","2015-07-08",12.76
"281","2015-07-09",13.37
"282","2015-07-10",13.6
"283","2015-07-13",13.39
"284","2015-07-14",13.7
"285","2015-07-15",13.45
"286","2015-07-16",13.72
"287","2015-07-17",13.79
"288","2015-07-20",13.67
"289","2015-07-21",13.49
"290","2015-07-22",13.37
"291","2015-07-23",12.95
"292","2015-07-24",12.78
"293","2015-07-27",13.17
"294","2015-07-28",12.82
"295","2015-07-29",12.64
"296","2015-07-30",12.46
"297","2015-07-31",12.98
"298","2015-08-03",12.7
"299","2015-08-04",12.62
"300","2015-08-05",12.45
"301","2015-08-06",12.11
"302","2015-08-07",12.31
"303","2015-08-10",11.64
"304","2015-08-11",11.28
"305","2015-08-12",11.05
"306","2015-08-13",10.78
"307","2015-08-14",11.21
"308","2015-08-17",11.48
"309","2015-08-18",11.75
"310","2015-08-19",12.01
"311","2015-08-20",12.08
"312","2015-08-21",12.03
"313","2015-08-24",11.61
"314","2015-08-25",11.64
"315","2015-08-26",11.52
"316","2015-08-27",11.47
"317","2015-08-28",11.32
"318","2015-08-31",11.21
"319","2015-09-01",10.87
"320","2015-09-02",11.08
"321","2015-09-03",11.18
"322","2015-09-04",10.94
"323","2015-09-08",11.01
"324","2015-09-09",10.89
"325","2015-09-10",11.25
"326","2015-09-11",11.04
"327","2015-09-14",11.44
"328","2015-09-15",11.42
"329","2015-09-16",11.6
"330","2015-09-17",11.86
"331","2015-09-18",12.03
"332","2015-09-21",11.92
"333","2015-09-22",11.63
"334","2015-09-23",11.69
"335","2015-09-24",11.89
"336","2015-09-25",11.99
"337","2015-09-28",11.3
"338","2015-09-29",11.24
"339","2015-09-30",11.35
"340","2015-10-01",11.005
"341","2015-10-02",11.03
"342","2015-10-05",11.14
"343","2015-10-06",11.21
"344","2015-10-07",11.4
"345","2015-10-08",11.45
"346","2015-10-09",11.43
"347","2015-10-12",11.6
"348","2015-10-13",11.09
"349","2015-10-14",11.03
"350","2015-10-15",11.39
"351","2015-10-16",11.5
"352","2015-10-19",11.81
"353","2015-10-20",11.84
"354","2015-10-21",11.84
"355","2015-10-22",11.95
"356","2015-10-23",11.67
"357","2015-10-26",11.42
"358","2015-10-27",11.5
"359","2015-10-28",11.65
"360","2015-10-29",11.47
"361","2015-10-30",11.32
"362","2015-11-02",11.52
"363","2015-11-03",11.37
"364","2015-11-04",11.45
"365","2015-11-05",11.44
"366","2015-11-06",10.83
"367","2015-11-09",10.62
"368","2015-11-10",10.72
"369","2015-11-11",10.6
"370","2015-11-12",10.76
"371","2015-11-13",10.38
"372","2015-11-16",10.28
"373","2015-11-17",10.39
"374","2015-11-18",10.39
"375","2015-11-19",10.43
"376","2015-11-20",10.63
"377","2015-11-23",10.78
"378","2015-11-24",10.78
"379","2015-11-25",10.84
"380","2015-11-27",11.04
"381","2015-11-30",11.16
"382","2015-12-01",11.19
"383","2015-12-02",10.74
"384","2015-12-03",10.49
"385","2015-12-04",10.54
"386","2015-12-07",10.49
"387","2015-12-08",10.5
"388","2015-12-09",10.6
"389","2015-12-10",10.54
"390","2015-12-11",10.76
"391","2015-12-14",10.55
"392","2015-12-15",11.1
"393","2015-12-16",11.37
"394","2015-12-17",11.36
"395","2015-12-18",10.87
"396","2015-12-21",10.89
"397","2015-12-22",10.82
"398","2015-12-23",10.91
"399","2015-12-24",10.9
"400","2015-12-28",11.12
"401","2015-12-29",11.21
"402","2015-12-30",11.2
"403","2015-12-31",10.95
"404","2016-01-04",10.7
"405","2016-01-05",10.89
"406","2016-01-06",10.92
"407","2016-01-07",10.79
"408","2016-01-08",10.66
"409","2016-01-11",10.44
"410","2016-01-12",10.22
"411","2016-01-13",10.22
"412","2016-01-14",10.54
"413","2016-01-15",10.63
"414","2016-01-19",10.52
"415","2016-01-20",10.22
"416","2016-01-21",10.23
"417","2016-01-22",10.37
"418","2016-01-25",10.29
"419","2016-01-26",10.5
"420","2016-01-27",10.17
"421","2016-01-28",10.01
"422","2016-01-29",10.26
"423","2016-02-01",10.52
"424","2016-02-02",10.48
"425","2016-02-03",10.74
"426","2016-02-04",10.88
"427","2016-02-05",10.64
"428","2016-02-08",10.29
"429","2016-02-09",10.09
"430","2016-02-10",9.7
"431","2016-02-11",9.85
"432","2016-02-12",9.93
"433","2016-02-16",10.36
"434","2016-02-17",10.49
"435","2016-02-18",10.68
"436","2016-02-19",11.02
"437","2016-02-22",11.06
"438","2016-02-23",11.11
"439","2016-02-24",11.2
"440","2016-02-25",11.47
"441","2016-02-26",11.4
"442","2016-02-29",11.39
"443","2016-03-01",11.82
"444","2016-03-02",11.86
"445","2016-03-03",11.88
"446","2016-03-04",11.73
"447","2016-03-07",12
"448","2016-03-08",11.8
"449","2016-03-09",11.87
"450","2016-03-10",11.77
"451","2016-03-11",11.94
"452","2016-03-14",11.94
"453","2016-03-15",11.79
"454","2016-03-16",11.94
"455","2016-03-17",12.01
"456","2016-03-18",11.96
"457","2016-03-21",11.79
"458","2016-03-22",11.7
"459","2016-03-23",11.91
"460","2016-03-24",11.95
"461","2016-03-28",12.42
"462","2016-03-29",12.6
"463","2016-03-30",12.62
"464","2016-03-31",12.7
"465","2016-04-01",12.66
"466","2016-04-04",12.71
"467","2016-04-05",12.55
"468","2016-04-06",12.57
"469","2016-04-07",12.67
"470","2016-04-08",12.73
"471","2016-04-11",12.65
"472","2016-04-12",12.72
"473","2016-04-13",12.97
"474","2016-04-14",12.89
"475","2016-04-15",12.98
"476","2016-04-18",13
"477","2016-04-19",12.92
"478","2016-04-20",12.87
"479","2016-04-21",12.72
"480","2016-04-22",12.86
"481","2016-04-25",12.96
"482","2016-04-26",13.08
"483","2016-04-27",13.14
"484","2016-04-28",13.05
"485","2016-04-29",12.72
"486","2016-05-02",13.19
"487","2016-05-03",13.2
"488","2016-05-04",13.49
"489","2016-05-05",13.27
"490","2016-05-06",13.39
"491","2016-05-09",13.6
"492","2016-05-10",13.49
"493","2016-05-11",13.15
"494","2016-05-12",13.39
"495","2016-05-13",13.31
"496","2016-05-16",13.28
"497","2016-05-17",13.09
"498","2016-05-18",12.92
"499","2016-05-19",12.57
"500","2016-05-20",13.02
"501","2016-05-23",12.92
"502","2016-05-24",13.29
"503","2016-05-25",13.13
"504","2016-05-26",13.18
"505","2016-05-27",13.24
"506","2016-05-31",13.39
"507","2016-06-01",13.47
"508","2016-06-02",13.36
"509","2016-06-03",13.66
"510","2016-06-06",13.53
"511","2016-06-07",13.6
"512","2016-06-08",13.89
"513","2016-06-09",13.83
"514","2016-06-10",13.9
"515","2016-06-13",13.68
"516","2016-06-14",13.61
"517","2016-06-15",13.64
"518","2016-06-16",13.67
"519","2016-06-17",13.59
"520","2016-06-20",13.58
"521","2016-06-21",13.51
"522","2016-06-22",13.38
"523","2016-06-23",13.35
"524","2016-06-24",13.4
"525","2016-06-27",13.18
"526","2016-06-28",13.4
"527","2016-06-29",13.54
"528","2016-06-30",13.78
"529","2016-07-01",13.99
"530","2016-07-05",14.3
"531","2016-07-06",14.46
"532","2016-07-07",14.2
"533","2016-07-08",14.38
"534","2016-07-11",14.64
"535","2016-07-12",14.54
"536","2016-07-13",14.59
"537","2016-07-14",14.39
"538","2016-07-15",14.4
"539","2016-07-18",14.42
"540","2016-07-19",14.4
"541","2016-07-20",14.55
"542","2016-07-21",14.42
"543","2016-07-22",14.65
"544","2016-07-25",14.58
"545","2016-07-26",14.42
"546","2016-07-27",14.3
"547","2016-07-28",14.41
"548","2016-07-29",14.45
"549","2016-08-01",14.43
"550","2016-08-02",14.07
"551","2016-08-03",14.11
"552","2016-08-04",14.09
"553","2016-08-05",14.25
"554","2016-08-08",14.48
"555","2016-08-09",14.87
"556","2016-08-10",14.83
"557","2016-08-11",14.84
"558","2016-08-12",15.09
"559","2016-08-15",15.12
"560","2016-08-16",14.64
"561","2016-08-17",14.7
"562","2016-08-18",14.68
"563","2016-08-19",14.5
"564","2016-08-22",14.59
"565","2016-08-23",14.82
"566","2016-08-24",14.93
"567","2016-08-25",15.14
"568","2016-08-26",14.98
"569","2016-08-29",15.07
"570","2016-08-30",15.06
"571","2016-08-31",14.86
"572","2016-09-01",14.79
"573","2016-09-02",15.25
"574","2016-09-06",15.53
"575","2016-09-07",15.85
"576","2016-09-08",15.49
"577","2016-09-09",14.82
"578","2016-09-12",14.96
"579","2016-09-13",14.31
"580","2016-09-14",14.31
"581","2016-09-15",14.22
"582","2016-09-16",14.54
"583","2016-09-19",14.52
"584","2016-09-20",14.5
"585","2016-09-21",14.71
"586","2016-09-22",15
"587","2016-09-23",15.12
"588","2016-09-26",15.12
"589","2016-09-27",14.96
"590","2016-09-28",15.06
"591","2016-09-29",14.73
"592","2016-09-30",14.78
"593","2016-10-03",14.69
"594","2016-10-04",14.45
"595","2016-10-05",13.92
"596","2016-10-06",13.81
"597","2016-10-07",13.66
"598","2016-10-10",13.88
"599","2016-10-11",13.53
"600","2016-10-12",14
"601","2016-10-13",14.05
"602","2016-10-14",14.04
"603","2016-10-17",14.13
"604","2016-10-18",14.32
"605","2016-10-19",14.45
"606","2016-10-20",14.38
"607","2016-10-21",14.27
"608","2016-10-24",14.24
"609","2016-10-25",14.19
"610","2016-10-26",14.12
"611","2016-10-27",13.87
"612","2016-10-28",13.8
"613","2016-10-31",14.08
"614","2016-11-01",13.67
"615","2016-11-02",13.45
"616","2016-11-03",13.18
"617","2016-11-04",13.39
"618","2016-11-07",13.75
"619","2016-11-08",13.34
"620","2016-11-09",13.42
"621","2016-11-10",13.38
"622","2016-11-11",13.55
"623","2016-11-14",13.99
"624","2016-11-15",13.56
"625","2016-11-16",13.62
"626","2016-11-17",13.62
"627","2016-11-18",13.76
"628","2016-11-21",13.87
"629","2016-11-22",14.31
"630","2016-11-23",14.21
"631","2016-11-25",14.32
"632","2016-11-28",14.23
"633","2016-11-29",14.45
"634","2016-11-30",14.15
"635","2016-12-01",14.1
"636","2016-12-02",14.58
"637","2016-12-05",14.66
"638","2016-12-06",14.8
"639","2016-12-07",15.07
"640","2016-12-08",15.28
"641","2016-12-09",15.17
"642","2016-12-12",15.14
"643","2016-12-13",15.15
"644","2016-12-14",14.68
"645","2016-12-15",14.89
"646","2016-12-16",15.23
"647","2016-12-19",15.51
"648","2016-12-20",15.41
"649","2016-12-21",15.12
"650","2016-12-22",15.07
"651","2016-12-23",15.15
"652","2016-12-27",15.18
"653","2016-12-28",15.02
"654","2016-12-29",15.24
"655","2016-12-30",15.32
"656","2017-01-03",15.28
"657","2017-01-04",15.64
"658","2017-01-05",15.57
"659","2017-01-06",15.56
"660","2017-01-09",15.39
"661","2017-01-10",15.46
"662","2017-01-11",15.51
"663","2017-01-12",15.45
"664","2017-01-13",15.445
"665","2017-01-17",15.58
"666","2017-01-18",15.48
"667","2017-01-19",15.43
"668","2017-01-20",15.44
"669","2017-01-23",15.47
"670","2017-01-24",15.61
"671","2017-01-25",15.45
"672","2017-01-26",15.38
"673","2017-01-27",15.4
"674","2017-01-30",15.17
"675","2017-01-31",15.16
"676","2017-02-01",14.99
"677","2017-02-02",14.96
"678","2017-02-03",15.21
"679","2017-02-06",15.1
"680","2017-02-07",15.38
"681","2017-02-08",15.44
"682","2017-02-09",15.32
"683","2017-02-10",15.4
"684","2017-02-13",15.42
"685","2017-02-14",15.34
"686","2017-02-15",15.34
"687","2017-02-16",15.43
"688","2017-02-17",15.34
"689","2017-02-21",15.63
"690","2017-02-22",15.77
"691","2017-02-23",15.78
"692","2017-02-24",15.74
"693","2017-02-27",15.79
"694","2017-02-28",15.78
"695","2017-03-01",15.74
"696","2017-03-02",15.72
"697","2017-03-03",15.64
"698","2017-03-06",15.53
"699","2017-03-07",15.4
"700","2017-03-08",14.96
"701","2017-03-09",14.88
"702","2017-03-10",14.86
"703","2017-03-13",14.92
"704","2017-03-14",14.94
"705","2017-03-15",15.5
"706","2017-03-16",15.72
"707","2017-03-17",15.88
"708","2017-03-20",15.73
"709","2017-03-21",15.66
"710","2017-03-22",15.87
"711","2017-03-23",15.85
"712","2017-03-24",15.98
"713","2017-03-27",15.93
"714","2017-03-28",16.08
"715","2017-03-29",16.33
"716","2017-03-30",16.639999
"717","2017-03-31",16.82
"718","2017-04-03",16.790001
"719","2017-04-04",16.879999
"720","2017-04-05",17.030001
"721","2017-04-06",17.24
"722","2017-04-07",17.51
"723","2017-04-10",17.51
"724","2017-04-11",17.610001
"725","2017-04-12",17.48
"726","2017-04-13",17.33
"727","2017-04-17",17.459999
"728","2017-04-18",17.57
"729","2017-04-19",17.59
"730","2017-04-20",17.77
"731","2017-04-21",17.83
"732","2017-04-24",17.67
"733","2017-04-25",17.77
"734","2017-04-26",17.809999
"735","2017-04-27",17.879999
"736","2017-04-28",17.02
"737","2017-05-01",17.110001
"738","2017-05-02",16.84
"739","2017-05-03",16.59
"740","2017-05-04",16.58
"741","2017-05-05",16.98
"742","2017-05-08",17.139999
"743","2017-05-09",17.1
"744","2017-05-10",17.389999
"745","2017-05-11",17.700001
"746","2017-05-12",17.82
"747","2017-05-15",17.870001
"748","2017-05-16",18.049999
"749","2017-05-17",18.25
"750","2017-05-18",18.459999
"751","2017-05-19",18.440001
"752","2017-05-22",18.42
"753","2017-05-23",18.469999
"754","2017-05-24",18.459999
"755","2017-05-25",18.360001
"756","2017-05-26",18.35
"757","2017-05-30",18.1
"758","2017-05-31",18.25
"759","2017-06-01",18.48
"760","2017-06-02",18.76
"761","2017-06-05",18.540001
"762","2017-06-06",18.190001
"763","2017-06-07",18.23
"764","2017-06-08",18.23
"765","2017-06-09",18.540001
"766","2017-06-12",18.92
"767","2017-06-13",18.940001
"768","2017-06-14",19.02
"769","2017-06-15",19.01
"770","2017-06-16",19.33
"771","2017-06-19",19.43
"772","2017-06-20",19.280001
"773","2017-06-21",19.290001
"774","2017-06-22",19.459999
"775","2017-06-23",19.6
"776","2017-06-26",19.51
"777","2017-06-27",18.99
"778","2017-06-28",19.08
"779","2017-06-29",18.469999
"780","2017-06-30",18.540001
"781","2017-07-03",18.85
"782","2017-07-05",18.549999
"783","2017-07-06",18.139999
"784","2017-07-07",18.24
"785","2017-07-10",17.93
"786","2017-07-11",18.030001
"787","2017-07-12",18.23
"788","2017-07-13",18.129999
"789","2017-07-14",18.26
"790","2017-07-17",18.23
"791","2017-07-18",18.190001
"792","2017-07-19",18.190001
"793","2017-07-20",18.299999
"794","2017-07-21",18.33
"795","2017-07-24",18.280001
"796","2017-07-25",18.290001
"797","2017-07-26",18.34
"798","2017-07-27",18.120001
"799","2017-07-28",18.059999
"800","2017-07-31",18.24
"801","2017-08-01",18.25
"802","2017-08-02",18.07
"803","2017-08-03",18.35
"804","2017-08-04",18.190001
"805","2017-08-07",18.120001
"806","2017-08-08",18.190001
"807","2017-08-09",18.16
"808","2017-08-10",17.940001
"809","2017-08-11",18
"810","2017-08-14",18.48
"811","2017-08-15",18.49
"812","2017-08-16",18.93
"813","2017-08-17",18.870001
"814","2017-08-18",18.860001
"815","2017-08-21",19.360001
"816","2017-08-22",19.18
"817","2017-08-23",19.290001
"818","2017-08-24",19.33
"819","2017-08-25",19.200001
"820","2017-08-28",18.93
"821","2017-08-29",19.049999
"822","2017-08-30",19.15
"823","2017-08-31",19.290001
"824","2017-09-01",19.4
"825","2017-09-05",19.309999
"826","2017-09-06",19.290001
"827","2017-09-07",19.280001
"828","2017-09-08",19.459999
"829","2017-09-11",19.68
"830","2017-09-12",19.32
"831","2017-09-13",19.27
"832","2017-09-14",19.51
"833","2017-09-15",19.59
"834","2017-09-18",19.51
"835","2017-09-19",19.25
"836","2017-09-20",19.049999
"837","2017-09-21",19.030001
"838","2017-09-22",18.84
"839","2017-09-25",18.93
"840","2017-09-26",18.815001
"841","2017-09-27",18.889999
"842","2017-09-28",18.950001
"843","2017-09-29",19.040001
"844","2017-10-02",19.299999
"845","2017-10-03",19.5
"846","2017-10-04",19.18
"847","2017-10-05",18.969999
"848","2017-10-06",18.73
"849","2017-10-09",18.889999
"850","2017-10-10",18.870001
"851","2017-10-11",18.77
"852","2017-10-12",18.940001
"853","2017-10-13",19.040001
"854","2017-10-16",19.045
"855","2017-10-17",19.16
"856","2017-10-18",19.459999
"857","2017-10-19",19.23
"858","2017-10-20",19.290001
"859","2017-10-23",19.110001
"860","2017-10-24",18.790001
"861","2017-10-25",18.889999
"862","2017-10-26",18.950001
"863","2017-10-27",19.309999
"864","2017-10-30",19.1
"865","2017-10-31",18.9
"866","2017-11-01",19.110001
"867","2017-11-02",19.209999
"868","2017-11-03",19.360001
"869","2017-11-06",19.549999
"870","2017-11-07",19.629999
"871","2017-11-08",19.51
"872","2017-11-09",18.77
"873","2017-11-10",18.65
"874","2017-11-13",18.700001
"875","2017-11-14",18.68
"876","2017-11-15",18.48
"877","2017-11-16",18.68
"878","2017-11-17",18.639999
"879","2017-11-20",18.549999
"880","2017-11-21",18.870001
"881","2017-11-22",18.76
"882","2017-11-24",18.700001
"883","2017-11-27",18.639999
"884","2017-11-28",18.66
"885","2017-11-29",18.43
"886","2017-11-30",18.219999
"887","2017-12-01",18.049999
"888","2017-12-04",17.83
"889","2017-12-05",17.75
"890","2017-12-06",17.690001
"891","2017-12-07",17.73
"892","2017-12-08",17.700001
"893","2017-12-11",17.629999
"894","2017-12-12",17.610001
"895","2017-12-13",17.76
"896","2017-12-14",17.65
"897","2017-12-15",17.73
"898","2017-12-18",17.889999
"899","2017-12-19",17.690001
"900","2017-12-20",17.33
"901","2017-12-21",16.969999
"902","2017-12-22",16.99
"903","2017-12-26",16.99
"904","2017-12-27",16.790001
"905","2017-12-28",16.809999
"906","2017-12-29",16.76
"907","2018-01-02",16.93
"908","2018-01-03",16.57
"909","2018-01-04",16.200001
"910","2018-01-05",16.25
"911","2018-01-08",16.27
"912","2018-01-09",16.09
"913","2018-01-10",15.87
"914","2018-01-11",15.69
"915","2018-01-12",15.43
"916","2018-01-16",15.42
"917","2018-01-17",15.6
"918","2018-01-18",15.35
"919","2018-01-19",15.53
"920","2018-01-22",15.52
"921","2018-01-23",15.71
"922","2018-01-24",15.67
"923","2018-01-25",15.78
"924","2018-01-26",15.75
"925","2018-01-29",15.62
"926","2018-01-30",15.4
"927","2018-01-31",15.89
"928","2018-02-01",15.35
"929","2018-02-02",15.37
"930","2018-02-05",15.14
"931","2018-02-06",15.13
"932","2018-02-07",15.07
"933","2018-02-08",14.7
"934","2018-02-09",15.04
"935","2018-02-12",14.76
"936","2018-02-13",14.96
"937","2018-02-14",14.76
"938","2018-02-15",14.97
"939","2018-02-16",15.19
"940","2018-02-20",14.77
"941","2018-02-21",14.85
"942","2018-02-22",14.8
"943","2018-02-23",14.9
"944","2018-02-26",14.62
"945","2018-02-27",14.29
"946","2018-02-28",13.25
"947","2018-03-01",13.4
"948","2018-03-02",13.21
"949","2018-03-05",13.45
"950","2018-03-06",13.43
"951","2018-03-07",13.87
"952","2018-03-08",13.75
"953","2018-03-09",13.69
"954","2018-03-12",14.03
"955","2018-03-13",13.99
"956","2018-03-14",13.89
"957","2018-03-15",14.01
"958","2018-03-16",14.24
"959","2018-03-19",14.2
"960","2018-03-20",14.14
"961","2018-03-21",13.81
"962","2018-03-22",13.8
"963","2018-03-23",13.46
"964","2018-03-26",13.44
"965","2018-03-27",13.34
"966","2018-03-28",13.47
"967","2018-03-29",13.4
"968","2018-04-02",13.16
"969","2018-04-03",13.15
"970","2018-04-04",13.57
"971","2018-04-05",13.52
"972","2018-04-06",13.63
"973","2018-04-09",13.43
"974","2018-04-10",13.37
"975","2018-04-11",13.39
"976","2018-04-12",13.12
"977","2018-04-13",13.24
"978","2018-04-16",13.41
"979","2018-04-17",13.61
"980","2018-04-18",13.47
"981","2018-04-19",13.21
"982","2018-04-20",12.93
"983","2018-04-23",12.87
"984","2018-04-24",12.88
"985","2018-04-25",12.91
"986","2018-04-26",12.97
"987","2018-04-27",13.26
"988","2018-04-30",13.21
"989","2018-05-01",13.6
"990","2018-05-02",13.48
