"","date","ABM"
"1","2007-01-03",23.120001
"2","2007-01-04",23.700001
"3","2007-01-05",23.07
"4","2007-01-08",23.16
"5","2007-01-09",23.200001
"6","2007-01-10",23.469999
"7","2007-01-11",23.98
"8","2007-01-12",24.35
"9","2007-01-16",24.24
"10","2007-01-17",24.73
"11","2007-01-18",24.5
"12","2007-01-19",24.309999
"13","2007-01-22",24.35
"14","2007-01-23",24.299999
"15","2007-01-24",24.35
"16","2007-01-25",24.43
"17","2007-01-26",24.700001
"18","2007-01-29",25.42
"19","2007-01-30",25.530001
"20","2007-01-31",25.84
"21","2007-02-01",26.190001
"22","2007-02-02",25.74
"23","2007-02-05",26.190001
"24","2007-02-06",26.57
"25","2007-02-07",26.4
"26","2007-02-08",26.59
"27","2007-02-09",26.6
"28","2007-02-12",26.67
"29","2007-02-13",26.75
"30","2007-02-14",26.780001
"31","2007-02-15",26.860001
"32","2007-02-16",27.379999
"33","2007-02-20",27.25
"34","2007-02-21",27.07
"35","2007-02-22",27.6
"36","2007-02-23",27.42
"37","2007-02-26",27.360001
"38","2007-02-27",26.27
"39","2007-02-28",26.299999
"40","2007-03-01",26.860001
"41","2007-03-02",26.33
"42","2007-03-05",25.92
"43","2007-03-06",27
"44","2007-03-07",27.190001
"45","2007-03-08",26.74
"46","2007-03-09",26.5
"47","2007-03-12",26.4
"48","2007-03-13",25.74
"49","2007-03-14",25.790001
"50","2007-03-15",25.9
"51","2007-03-16",25.969999
"52","2007-03-19",26
"53","2007-03-20",26
"54","2007-03-21",26.219999
"55","2007-03-22",26
"56","2007-03-23",26
"57","2007-03-26",26.5
"58","2007-03-27",26.33
"59","2007-03-28",26.290001
"60","2007-03-29",26.15
"61","2007-03-30",26.389999
"62","2007-04-02",26.360001
"63","2007-04-03",26.379999
"64","2007-04-04",26.190001
"65","2007-04-05",26.84
"66","2007-04-09",26.35
"67","2007-04-10",26.76
"68","2007-04-11",26.75
"69","2007-04-12",26.98
"70","2007-04-13",27.08
"71","2007-04-16",27.4
"72","2007-04-17",27.709999
"73","2007-04-18",27.620001
"74","2007-04-19",27.450001
"75","2007-04-20",27.85
"76","2007-04-23",28.02
"77","2007-04-24",28.049999
"78","2007-04-25",28.549999
"79","2007-04-26",28.65
"80","2007-04-27",28.690001
"81","2007-04-30",28.139999
"82","2007-05-01",28.42
"83","2007-05-02",28.860001
"84","2007-05-03",28.799999
"85","2007-05-04",28.879999
"86","2007-05-07",28.889999
"87","2007-05-08",28.99
"88","2007-05-09",29.41
"89","2007-05-10",28.26
"90","2007-05-11",28.67
"91","2007-05-14",28.360001
"92","2007-05-15",27.76
"93","2007-05-16",28.620001
"94","2007-05-17",28.290001
"95","2007-05-18",28.32
"96","2007-05-21",28.73
"97","2007-05-22",29.219999
"98","2007-05-23",28.969999
"99","2007-05-24",28.549999
"100","2007-05-25",28.92
"101","2007-05-29",29.18
"102","2007-05-30",29.459999
"103","2007-05-31",29.51
"104","2007-06-01",29.98
"105","2007-06-04",30.129999
"106","2007-06-05",30.43
"107","2007-06-06",27.91
"108","2007-06-07",27.32
"109","2007-06-08",27.26
"110","2007-06-11",27.33
"111","2007-06-12",26.09
"112","2007-06-13",26.139999
"113","2007-06-14",26.16
"114","2007-06-15",26.540001
"115","2007-06-18",26.26
"116","2007-06-19",25.82
"117","2007-06-20",25.969999
"118","2007-06-21",26.059999
"119","2007-06-22",25.74
"120","2007-06-25",25.110001
"121","2007-06-26",24.889999
"122","2007-06-27",25.280001
"123","2007-06-28",25.85
"124","2007-06-29",25.809999
"125","2007-07-02",26
"126","2007-07-03",25.780001
"127","2007-07-05",26.030001
"128","2007-07-06",26.01
"129","2007-07-09",26.24
"130","2007-07-10",25.49
"131","2007-07-11",25.469999
"132","2007-07-12",25.75
"133","2007-07-13",25.57
"134","2007-07-16",25.299999
"135","2007-07-17",25.389999
"136","2007-07-18",24.889999
"137","2007-07-19",24.959999
"138","2007-07-20",24.190001
"139","2007-07-23",24.280001
"140","2007-07-24",23.02
"141","2007-07-25",25.18
"142","2007-07-26",24.190001
"143","2007-07-27",23.09
"144","2007-07-30",23.35
"145","2007-07-31",25.16
"146","2007-08-01",25.120001
"147","2007-08-02",24.99
"148","2007-08-03",22.559999
"149","2007-08-06",22.66
"150","2007-08-07",21.299999
"151","2007-08-08",19.629999
"152","2007-08-09",20.85
"153","2007-08-10",22.959999
"154","2007-08-13",23.08
"155","2007-08-14",22.4
"156","2007-08-15",21.700001
"157","2007-08-16",21.959999
"158","2007-08-17",22.82
"159","2007-08-20",22.93
"160","2007-08-21",22.49
"161","2007-08-22",23.450001
"162","2007-08-23",23.450001
"163","2007-08-24",23.52
"164","2007-08-27",23.219999
"165","2007-08-28",22.23
"166","2007-08-29",22.99
"167","2007-08-30",23.030001
"168","2007-08-31",23.379999
"169","2007-09-04",23.34
"170","2007-09-05",22.48
"171","2007-09-06",21.799999
"172","2007-09-07",20.83
"173","2007-09-10",20.190001
"174","2007-09-11",20.43
"175","2007-09-12",20.15
"176","2007-09-13",20.07
"177","2007-09-14",20.030001
"178","2007-09-17",19.85
"179","2007-09-18",20.76
"180","2007-09-19",20.809999
"181","2007-09-20",20.540001
"182","2007-09-21",20.559999
"183","2007-09-24",20.32
"184","2007-09-25",20.1
"185","2007-09-26",20.440001
"186","2007-09-27",20.08
"187","2007-09-28",19.98
"188","2007-10-01",20.43
"189","2007-10-02",21.02
"190","2007-10-03",20.24
"191","2007-10-04",20.129999
"192","2007-10-05",20.77
"193","2007-10-08",23.209999
"194","2007-10-09",23.17
"195","2007-10-10",23.32
"196","2007-10-11",24.08
"197","2007-10-12",24.049999
"198","2007-10-15",23.27
"199","2007-10-16",23.17
"200","2007-10-17",23.25
"201","2007-10-18",23.35
"202","2007-10-19",22.48
"203","2007-10-22",23.09
"204","2007-10-23",22.85
"205","2007-10-24",22.66
"206","2007-10-25",22.67
"207","2007-10-26",23.34
"208","2007-10-29",23.719999
"209","2007-10-30",23.200001
"210","2007-10-31",23.52
"211","2007-11-01",22.92
"212","2007-11-02",22.74
"213","2007-11-05",22.290001
"214","2007-11-06",22.4
"215","2007-11-07",21.93
"216","2007-11-08",22.15
"217","2007-11-09",21.299999
"218","2007-11-12",21.77
"219","2007-11-13",21.93
"220","2007-11-14",21.77
"221","2007-11-15",21.43
"222","2007-11-16",21.1
"223","2007-11-19",20.940001
"224","2007-11-20",20.4
"225","2007-11-21",19.66
"226","2007-11-23",19.92
"227","2007-11-26",19.4
"228","2007-11-27",20.07
"229","2007-11-28",20.43
"230","2007-11-29",20.629999
"231","2007-11-30",20.4
"232","2007-12-03",20.26
"233","2007-12-04",20.15
"234","2007-12-05",20.309999
"235","2007-12-06",21.25
"236","2007-12-07",21.33
"237","2007-12-10",20.84
"238","2007-12-11",20.35
"239","2007-12-12",19.950001
"240","2007-12-13",19.51
"241","2007-12-14",19.809999
"242","2007-12-17",19.73
"243","2007-12-18",20.09
"244","2007-12-19",19.74
"245","2007-12-20",20.040001
"246","2007-12-21",20.620001
"247","2007-12-24",20.99
"248","2007-12-26",20.870001
"249","2007-12-27",20.110001
"250","2007-12-28",20.75
"251","2007-12-31",20.389999
"252","2008-01-02",20.200001
"253","2008-01-03",19.459999
"254","2008-01-04",19.299999
"255","2008-01-07",19.48
"256","2008-01-08",19.049999
"257","2008-01-09",19.469999
"258","2008-01-10",19.34
"259","2008-01-11",19.049999
"260","2008-01-14",19.23
"261","2008-01-15",19.09
"262","2008-01-16",19.51
"263","2008-01-17",19.48
"264","2008-01-18",18.870001
"265","2008-01-22",18.82
"266","2008-01-23",19.610001
"267","2008-01-24",19.84
"268","2008-01-25",19.709999
"269","2008-01-28",20.129999
"270","2008-01-29",20.27
"271","2008-01-30",19.65
"272","2008-01-31",20.719999
"273","2008-02-01",20.299999
"274","2008-02-04",20
"275","2008-02-05",19.57
"276","2008-02-06",19.709999
"277","2008-02-07",20.1
"278","2008-02-08",19.790001
"279","2008-02-11",19.77
"280","2008-02-12",19.889999
"281","2008-02-13",20.26
"282","2008-02-14",19.85
"283","2008-02-15",19.84
"284","2008-02-19",19.68
"285","2008-02-20",19.93
"286","2008-02-21",19.790001
"287","2008-02-22",20.129999
"288","2008-02-25",20.65
"289","2008-02-26",21.16
"290","2008-02-27",21
"291","2008-02-28",20.5
"292","2008-02-29",19.860001
