"","date","OTIS"
"1","2020-03-19",45.25
"2","2020-03-20",45
"3","2020-03-23",40
"4","2020-03-24",40
"5","2020-03-25",41.009998
"6","2020-03-26",45
"7","2020-03-27",45.235001
"8","2020-03-30",50
"9","2020-03-31",50
"10","2020-04-01",46.700001
"11","2020-04-02",44
"12","2020-04-03",47.32
"13","2020-04-06",45.939999
"14","2020-04-07",44.279999
"15","2020-04-08",44.09
"16","2020-04-09",49.139999
"17","2020-04-13",46
"18","2020-04-14",45.889999
"19","2020-04-15",44.549999
"20","2020-04-16",45.619999
"21","2020-04-17",46.150002
"22","2020-04-20",45.389999
"23","2020-04-21",45.900002
"24","2020-04-22",47.049999
"25","2020-04-23",47.470001
"26","2020-04-24",47.849998
"27","2020-04-27",48.220001
"28","2020-04-28",49.860001
"29","2020-04-29",51.150002
"30","2020-04-30",50.91
"31","2020-05-01",49.709999
"32","2020-05-04",49.529999
"33","2020-05-05",48.09
"34","2020-05-06",48.310001
"35","2020-05-07",51.810001
"36","2020-05-08",52.950001
"37","2020-05-11",51.810001
"38","2020-05-12",49.720001
"39","2020-05-13",48.209999
"40","2020-05-14",48
"41","2020-05-15",48.889999
"42","2020-05-18",52.130001
"43","2020-05-19",52.310001
"44","2020-05-20",53.18
"45","2020-05-21",52.029999
"46","2020-05-22",51.709999
"47","2020-05-26",50.889999
"48","2020-05-27",52.380001
"49","2020-05-28",50.959999
"50","2020-05-29",52.650002
"51","2020-06-01",54.080002
"52","2020-06-02",54.150002
"53","2020-06-03",55.470001
"54","2020-06-04",55.400002
"55","2020-06-05",58.57
"56","2020-06-08",61.259998
"57","2020-06-09",60.650002
"58","2020-06-10",59.029999
"59","2020-06-11",56.25
"60","2020-06-12",56.040001
"61","2020-06-15",57.669998
"62","2020-06-16",57.849998
"63","2020-06-17",56.740002
"64","2020-06-18",57.490002
"65","2020-06-19",57
"66","2020-06-22",57.060001
"67","2020-06-23",56.799999
"68","2020-06-24",55.540001
"69","2020-06-25",56.200001
"70","2020-06-26",55.790001
"71","2020-06-29",56.57
"72","2020-06-30",56.860001
"73","2020-07-01",55.779999
"74","2020-07-02",56.5
"75","2020-07-06",56.860001
"76","2020-07-07",56.82
"77","2020-07-08",56.919998
"78","2020-07-09",56.110001
"79","2020-07-10",56.98
"80","2020-07-13",56.889999
"81","2020-07-14",57.369999
"82","2020-07-15",58.200001
"83","2020-07-16",58.32
"84","2020-07-17",58.549999
"85","2020-07-20",58.560001
"86","2020-07-21",58.439999
"87","2020-07-22",58.48
"88","2020-07-23",59.060001
"89","2020-07-24",58.130001
"90","2020-07-27",58.32
"91","2020-07-28",60.279999
"92","2020-07-29",64.300003
"93","2020-07-30",63.389999
"94","2020-07-31",62.740002
"95","2020-08-03",63.209999
"96","2020-08-04",62.610001
"97","2020-08-05",63.09
"98","2020-08-06",63.48
"99","2020-08-07",64.410004
"100","2020-08-10",65.209999
"101","2020-08-11",64.370003
"102","2020-08-12",64.900002
"103","2020-08-13",64
"104","2020-08-14",64.07
"105","2020-08-17",63.959999
"106","2020-08-18",63.450001
"107","2020-08-19",62.919998
"108","2020-08-20",62.970001
"109","2020-08-21",63.630001
"110","2020-08-24",63.799999
"111","2020-08-25",64.290001
"112","2020-08-26",64.18
"113","2020-08-27",63.23
"114","2020-08-28",63.59
"115","2020-08-31",62.900002
"116","2020-09-01",64.050003
"117","2020-09-02",65.339996
"118","2020-09-03",61.849998
"119","2020-09-04",61.490002
"120","2020-09-08",60.630001
"121","2020-09-09",62.080002
"122","2020-09-10",59.900002
"123","2020-09-11",60.139999
"124","2020-09-14",59.990002
"125","2020-09-15",60.299999
"126","2020-09-16",59.790001
"127","2020-09-17",61.040001
"128","2020-09-18",60.880001
"129","2020-09-21",59.41
"130","2020-09-22",60.990002
"131","2020-09-23",60.41
"132","2020-09-24",62.080002
"133","2020-09-25",61.549999
"134","2020-09-28",62.509998
"135","2020-09-29",62.41
"136","2020-09-30",62.419998
"137","2020-10-01",62.369999
"138","2020-10-02",63.16
"139","2020-10-05",64.540001
"140","2020-10-06",63.830002
"141","2020-10-07",65.050003
"142","2020-10-08",64.709999
"143","2020-10-09",65.349998
"144","2020-10-12",65.690002
"145","2020-10-13",65.129997
"146","2020-10-14",65.610001
"147","2020-10-15",65.199997
"148","2020-10-16",65.029999
"149","2020-10-19",64.360001
"150","2020-10-20",64.389999
"151","2020-10-21",63.720001
"152","2020-10-22",63.240002
"153","2020-10-23",63.450001
"154","2020-10-26",63.209999
"155","2020-10-27",61.970001
"156","2020-10-28",58.990002
"157","2020-10-29",60.790001
"158","2020-10-30",61.279999
"159","2020-11-02",62.139999
"160","2020-11-03",62.709999
"161","2020-11-04",62.299999
"162","2020-11-05",62.630001
"163","2020-11-06",63.580002
"164","2020-11-09",63.5
"165","2020-11-10",65.739998
"166","2020-11-11",66.120003
"167","2020-11-12",65.989998
"168","2020-11-13",65.57
"169","2020-11-16",67.389999
"170","2020-11-17",67.199997
"171","2020-11-18",66.629997
"172","2020-11-19",66.160004
"173","2020-11-20",66.32
"174","2020-11-23",67.25
"175","2020-11-24",67.400002
"176","2020-11-25",67.379997
"177","2020-11-27",67.339996
