"","date","PEN"
"1","2015-09-18",41.299999
"2","2015-09-21",40
"3","2015-09-22",40.360001
"4","2015-09-23",41.669998
"5","2015-09-24",41.68
"6","2015-09-25",40.279999
"7","2015-09-28",39.040001
"8","2015-09-29",39.599998
"9","2015-09-30",40.099998
"10","2015-10-01",40.009998
"11","2015-10-02",39.889999
"12","2015-10-05",39.880001
"13","2015-10-06",39.34
"14","2015-10-07",41.110001
"15","2015-10-08",41.689999
"16","2015-10-09",39.5
"17","2015-10-12",39.139999
"18","2015-10-13",39.990002
"19","2015-10-14",40.779999
"20","2015-10-15",40.400002
"21","2015-10-16",40.799999
"22","2015-10-19",41
"23","2015-10-20",39.580002
"24","2015-10-21",38.5
"25","2015-10-22",36.720001
"26","2015-10-23",38.150002
"27","2015-10-26",38
"28","2015-10-27",37.299999
"29","2015-10-28",36.5
"30","2015-10-29",37.792
"31","2015-10-30",37.029999
"32","2015-11-02",37.240002
"33","2015-11-03",37.27
"34","2015-11-04",37.029999
"35","2015-11-05",36.84
"36","2015-11-06",37.080002
"37","2015-11-09",37.919998
"38","2015-11-10",40.130001
"39","2015-11-11",40.360001
"40","2015-11-12",40.27
"41","2015-11-13",49.799999
"42","2015-11-16",49.790001
"43","2015-11-17",48.240002
"44","2015-11-18",47
"45","2015-11-19",46.189999
"46","2015-11-20",45.98
"47","2015-11-23",47.869999
"48","2015-11-24",48.59
"49","2015-11-25",50.91
"50","2015-11-27",50.25
"51","2015-11-30",50.32
"52","2015-12-01",52.549999
"53","2015-12-02",52.139999
"54","2015-12-03",48.91
"55","2015-12-04",49.740002
"56","2015-12-07",47.599998
"57","2015-12-08",45.5
"58","2015-12-09",47.849998
"59","2015-12-10",51.5
"60","2015-12-11",53.869999
"61","2015-12-14",51.68
"62","2015-12-15",53.07
"63","2015-12-16",55.599998
"64","2015-12-17",54.970001
"65","2015-12-18",54.98
"66","2015-12-21",54.57
"67","2015-12-22",55.23
"68","2015-12-23",54.360001
"69","2015-12-24",54.220001
"70","2015-12-28",55.080002
"71","2015-12-29",54.720001
"72","2015-12-30",54.900002
"73","2015-12-31",53.810001
"74","2016-01-04",55.709999
"75","2016-01-05",55.029999
"76","2016-01-06",55
"77","2016-01-07",53.560001
"78","2016-01-08",55.220001
"79","2016-01-11",55.330002
"80","2016-01-12",54.990002
"81","2016-01-13",53.549999
"82","2016-01-14",52.990002
"83","2016-01-15",49.07
"84","2016-01-19",48.41
"85","2016-01-20",46.529999
"86","2016-01-21",45.669998
"87","2016-01-22",44.810001
"88","2016-01-25",46
"89","2016-01-26",44.950001
"90","2016-01-27",43.5
"91","2016-01-28",42.360001
"92","2016-01-29",42.799999
"93","2016-02-01",45.299999
"94","2016-02-02",45.75
"95","2016-02-03",44.990002
"96","2016-02-04",45.389999
"97","2016-02-05",43.880001
"98","2016-02-08",44.529999
"99","2016-02-09",43.810001
"100","2016-02-10",44.189999
"101","2016-02-11",42.419998
"102","2016-02-12",42.290001
"103","2016-02-16",44.220001
"104","2016-02-17",44.52
"105","2016-02-18",45.77
"106","2016-02-19",49.299999
"107","2016-02-22",50.200001
"108","2016-02-23",49.23
"109","2016-02-24",46.639999
"110","2016-02-25",47.049999
"111","2016-02-26",47.450001
"112","2016-02-29",46.619999
"113","2016-03-01",45.509998
"114","2016-03-02",46.25
"115","2016-03-03",45.200001
"116","2016-03-04",45.560001
"117","2016-03-07",46.040001
"118","2016-03-08",44.77
"119","2016-03-09",43.150002
"120","2016-03-10",42
"121","2016-03-11",42.73
"122","2016-03-14",46.330002
"123","2016-03-15",47.389999
"124","2016-03-16",44.810001
"125","2016-03-17",45.009998
"126","2016-03-18",47.060001
"127","2016-03-21",45.009998
"128","2016-03-22",44.970001
"129","2016-03-23",44.150002
"130","2016-03-24",44.939999
"131","2016-03-28",44.060001
"132","2016-03-29",45.240002
"133","2016-03-30",45.25
"134","2016-03-31",46
"135","2016-04-01",46.73
"136","2016-04-04",46.880001
"137","2016-04-05",45.860001
"138","2016-04-06",47.029999
"139","2016-04-07",46.990002
"140","2016-04-08",45.720001
"141","2016-04-11",45.529999
"142","2016-04-12",48.529999
"143","2016-04-13",51.099998
"144","2016-04-14",52.540001
"145","2016-04-15",51.41
"146","2016-04-18",52.639999
"147","2016-04-19",52.75
"148","2016-04-20",52.18
"149","2016-04-21",54.400002
"150","2016-04-22",54.919998
"151","2016-04-25",55.110001
"152","2016-04-26",55.200001
"153","2016-04-27",54.41
"154","2016-04-28",54.389999
"155","2016-04-29",54.5
"156","2016-05-02",55.16
"157","2016-05-03",54.43
"158","2016-05-04",54.380001
"159","2016-05-05",54.5
"160","2016-05-06",54.709999
"161","2016-05-09",53.580002
"162","2016-05-10",53.77
"163","2016-05-11",52.290001
"164","2016-05-12",48.880001
"165","2016-05-13",48.869999
"166","2016-05-16",48.939999
"167","2016-05-17",48.040001
"168","2016-05-18",48
"169","2016-05-19",49.43
"170","2016-05-20",50.07
"171","2016-05-23",51.5
"172","2016-05-24",51.799999
"173","2016-05-25",52.389999
"174","2016-05-26",51.080002
"175","2016-05-27",53.369999
"176","2016-05-31",52.790001
"177","2016-06-01",55
"178","2016-06-02",55.040001
"179","2016-06-03",55.52
"180","2016-06-06",58.580002
"181","2016-06-07",59.509998
"182","2016-06-08",60.75
"183","2016-06-09",60.970001
"184","2016-06-10",60.119999
"185","2016-06-13",58.279999
"186","2016-06-14",58.68
"187","2016-06-15",58.990002
"188","2016-06-16",60.450001
"189","2016-06-17",58.73
"190","2016-06-20",60.509998
"191","2016-06-21",60.810001
