"","date","RYB"
"77","2018-01-17",19.299999
"78","2018-01-18",19.360001
"79","2018-01-19",18.5
"80","2018-01-22",18.25
"81","2018-01-23",18.809999
"82","2018-01-24",18.969999
"83","2018-01-25",19.49
"84","2018-01-26",19.99
"85","2018-01-29",19.92
"86","2018-01-30",19.27
"87","2018-01-31",19.09
"88","2018-02-01",19
"89","2018-02-02",18.27
"90","2018-02-05",17.75
"91","2018-02-06",17.66
"92","2018-02-07",17.290001
"93","2018-02-08",16.6
"94","2018-02-09",17.23
"95","2018-02-12",17.809999
"96","2018-02-13",18.57
"97","2018-02-14",19.4
"98","2018-02-15",19.469999
"99","2018-02-16",19.18
"100","2018-02-20",19.299999
"101","2018-02-21",19.450001
"102","2018-02-22",19.129999
"103","2018-02-23",19.25
"104","2018-02-26",19.110001
"105","2018-02-27",19.200001
"106","2018-02-28",18.129999
"107","2018-03-01",17.950001
"108","2018-03-02",18.700001
"109","2018-03-05",19.440001
"110","2018-03-06",19.49
"111","2018-03-07",19.309999
"112","2018-03-08",19.08
"113","2018-03-09",19.25
"114","2018-03-12",19.34
"115","2018-03-13",19.940001
"116","2018-03-14",20.43
"117","2018-03-15",17.5
"118","2018-03-16",17.780001
"119","2018-03-19",17.209999
"120","2018-03-20",17.5
"121","2018-03-21",17.51
"122","2018-03-22",16.860001
"123","2018-03-23",17.049999
"124","2018-03-26",17.1
"125","2018-03-27",17.299999
"126","2018-03-28",16.360001
"127","2018-03-29",16.66
"128","2018-04-02",17.4
"129","2018-04-03",17.389999
"130","2018-04-04",17.549999
"131","2018-04-05",17.549999
"132","2018-04-06",17.58
"133","2018-04-09",17.309999
"134","2018-04-10",17.25
"135","2018-04-11",17
"136","2018-04-12",17
"137","2018-04-13",16.959999
"138","2018-04-16",17.01
"139","2018-04-17",17.049999
"140","2018-04-18",17.16
"141","2018-04-19",17.4
"142","2018-04-20",17.5
"143","2018-04-23",17.1
"144","2018-04-24",17.129999
"145","2018-04-25",17.15
"146","2018-04-26",17.049999
"147","2018-04-27",17.049999
"148","2018-04-30",16.51
"149","2018-05-01",16.950001
"150","2018-05-02",16.66
"151","2018-05-03",16.23
"152","2018-05-04",16.33
"153","2018-05-07",16.41
"154","2018-05-08",16.959999
"155","2018-05-09",16.91
"156","2018-05-10",17.15
"157","2018-05-11",17.07
"158","2018-05-14",17.200001
"159","2018-05-15",17.25
"160","2018-05-16",17.030001
"161","2018-05-17",16.530001
"162","2018-05-18",17.040001
"163","2018-05-21",17.07
"164","2018-05-22",17.02
"165","2018-05-23",17.049999
"166","2018-05-24",17.030001
"167","2018-05-25",17.049999
"168","2018-05-29",16.950001
"169","2018-05-30",17.059999
"170","2018-05-31",17.049999
"171","2018-06-01",17.049999
"172","2018-06-04",17.030001
"173","2018-06-05",17.9
"174","2018-06-06",19.059999
"175","2018-06-07",18.85
"176","2018-06-08",19.4
"177","2018-06-11",19.74
"178","2018-06-12",20.41
"179","2018-06-13",20.15
"180","2018-06-14",20.32
"181","2018-06-15",20.32
"182","2018-06-18",22.24
"183","2018-06-19",21.9
"184","2018-06-20",23.01
"185","2018-06-21",22.700001
"186","2018-06-22",21.940001
"187","2018-06-25",20.780001
"188","2018-06-26",21.219999
"189","2018-06-27",19.4
"190","2018-06-28",19.9
"191","2018-06-29",19.65
"192","2018-07-02",19.879999
"193","2018-07-03",20.309999
"194","2018-07-05",19.58
"195","2018-07-06",19.09
"196","2018-07-09",19.190001
"197","2018-07-10",19.82
"198","2018-07-11",19.76
"199","2018-07-12",21.25
"200","2018-07-13",21.18
"201","2018-07-16",21.799999
"202","2018-07-17",22.48
"203","2018-07-18",21.33
"204","2018-07-19",21.530001
"205","2018-07-20",21.389999
"206","2018-07-23",22.17
"207","2018-07-24",21.66
"208","2018-07-25",21.9
"209","2018-07-26",21.51
"210","2018-07-27",20.940001
"211","2018-07-30",20.6
"212","2018-07-31",20.67
"213","2018-08-01",20.969999
"214","2018-08-02",20.950001
"215","2018-08-03",20.790001
"216","2018-08-06",21.1
"217","2018-08-07",21.549999
"218","2018-08-08",21.5
"219","2018-08-09",21.799999
"220","2018-08-10",21.549999
"221","2018-08-13",20.940001
"222","2018-08-14",21.360001
"223","2018-08-15",19.559999
"224","2018-08-16",20.57
"225","2018-08-17",19.98
"226","2018-08-20",19.77
"227","2018-08-21",19.379999
"228","2018-08-22",19.4
"229","2018-08-23",19.219999
"230","2018-08-24",19.469999
"231","2018-08-27",20.52
"232","2018-08-28",20.57
"233","2018-08-29",20.379999
"234","2018-08-30",19.370001
"235","2018-08-31",19.66
"236","2018-09-04",19.9
"237","2018-09-05",19.799999
"238","2018-09-06",19.5
"239","2018-09-07",19.9
"240","2018-09-10",19.9
"241","2018-09-11",20.049999
"242","2018-09-12",20
"243","2018-09-13",20.52
"244","2018-09-14",21.07
"245","2018-09-17",20.98
"246","2018-09-18",20.950001
"247","2018-09-19",20.440001
"248","2018-09-20",20.799999
"249","2018-09-21",21.200001
"250","2018-09-24",20.17
"251","2018-09-25",19.889999
"252","2018-09-26",20.549999
"253","2018-09-27",20.299999
"254","2018-09-28",21.059999
"255","2018-10-01",20.299999
"256","2018-10-02",20.139999
"257","2018-10-03",20.4
"258","2018-10-04",20.59
"259","2018-10-05",20.559999
"260","2018-10-08",20.35
"261","2018-10-09",20.4
"262","2018-10-10",19.18
"263","2018-10-11",18.219999
"264","2018-10-12",18.799999
"265","2018-10-15",19.030001
"266","2018-10-16",19.690001
"267","2018-10-17",19.57
"268","2018-10-18",18.6
"269","2018-10-19",18
"270","2018-10-22",18.18
"271","2018-10-23",17
"272","2018-10-24",17.110001
"273","2018-10-25",17.440001
"274","2018-10-26",17.75
"275","2018-10-29",17.299999
"276","2018-10-30",17.540001
"277","2018-10-31",18.23
"278","2018-11-01",18.879999
"279","2018-11-02",17.92
"280","2018-11-05",17.75
"281","2018-11-06",17.91
"282","2018-11-07",17.75
"283","2018-11-08",17.190001
"284","2018-11-09",16.84
"285","2018-11-12",17.190001
"286","2018-11-13",16.75
"287","2018-11-14",16.65
"288","2018-11-15",7.83
"289","2018-11-16",7.95
"290","2018-11-19",7.86
"291","2018-11-20",7.77
"292","2018-11-21",7.95
"293","2018-11-23",7.95
"294","2018-11-26",8.31
"295","2018-11-27",8.27
"296","2018-11-28",8.44
"297","2018-11-29",7.64
"298","2018-11-30",7.6
"299","2018-12-03",7.73
"300","2018-12-04",7.36
"301","2018-12-06",7.14
"302","2018-12-07",6.74
"303","2018-12-10",6.15
"304","2018-12-11",6.25
"305","2018-12-12",6.13
"306","2018-12-13",6.23
"307","2018-12-14",6.09
"308","2018-12-17",6.02
"309","2018-12-18",6.12
"310","2018-12-19",6.3
"311","2018-12-20",5.75
"312","2018-12-21",5.91
"313","2018-12-24",5.86
"314","2018-12-26",5.95
"315","2018-12-27",5.95
"316","2018-12-28",6.04
"317","2018-12-31",5.84
"318","2019-01-02",6.12
"319","2019-01-03",6.09
"320","2019-01-04",6.39
"321","2019-01-07",6.9
"322","2019-01-08",6.59
"323","2019-01-09",6.83
"324","2019-01-10",6.69
"325","2019-01-11",6.59
"326","2019-01-14",6.55
"327","2019-01-15",6.64
"328","2019-01-16",6.64
"329","2019-01-17",6.65
"330","2019-01-18",6.73
"331","2019-01-22",6.51
"332","2019-01-23",6.51
"333","2019-01-24",6.59
"334","2019-01-25",6.65
"335","2019-01-28",6.57
"336","2019-01-29",6.85
"337","2019-01-30",7.1
"338","2019-01-31",7.27
"339","2019-02-01",7.26
"340","2019-02-04",7.92
"341","2019-02-05",7.93
"342","2019-02-06",7.73
"343","2019-02-07",8
"344","2019-02-08",8.11
"345","2019-02-11",8.11
"346","2019-02-12",8.1
"347","2019-02-13",7.99
"348","2019-02-14",8.03
"349","2019-02-15",8.1
"350","2019-02-19",8.05
"351","2019-02-20",8.42
"352","2019-02-21",8.16
"353","2019-02-22",8.97
"354","2019-02-25",8.75
"355","2019-02-26",8.46
"356","2019-02-27",8.2
"357","2019-02-28",8.07
"358","2019-03-01",8.15
"359","2019-03-04",7.99
"360","2019-03-05",8.2
"361","2019-03-06",8.36
"362","2019-03-07",8.19
"363","2019-03-08",8.1
"364","2019-03-11",8.28
"365","2019-03-12",8.47
"366","2019-03-13",8.15
"367","2019-03-14",8.11
"368","2019-03-15",8.11
"369","2019-03-18",8.12
"370","2019-03-19",8.16
"371","2019-03-20",7.92
"372","2019-03-21",7.94
"373","2019-03-22",7.11
"374","2019-03-25",6.82
"375","2019-03-26",6.68
"376","2019-03-27",6.84
"377","2019-03-28",6.67
"378","2019-03-29",6.6
"379","2019-04-01",6.54
"380","2019-04-02",6.65
"381","2019-04-03",6.62
"382","2019-04-04",6.6
"383","2019-04-05",7.08
"384","2019-04-08",7.27
"385","2019-04-09",7.33
"386","2019-04-10",7.39
"387","2019-04-11",7.42
"388","2019-04-12",7.66
"389","2019-04-15",7.45
"390","2019-04-16",7.71
"391","2019-04-17",7.77
"392","2019-04-18",7.9
"393","2019-04-22",8.03
"394","2019-04-23",8
"395","2019-04-24",8.01
"396","2019-04-25",8.05
"397","2019-04-26",8.16
"398","2019-04-29",8.04
"399","2019-04-30",7.82
"400","2019-05-01",7.91
"401","2019-05-02",8.04
"402","2019-05-03",8
"403","2019-05-06",7.96
"404","2019-05-07",7.71
"405","2019-05-08",7.57
"406","2019-05-09",7.39
"407","2019-05-10",7.45
"408","2019-05-13",7.15
"409","2019-05-14",7.55
"410","2019-05-15",7.58
"411","2019-05-16",7.57
"412","2019-05-17",7.48
"413","2019-05-20",7.52
"414","2019-05-21",7.43
"415","2019-05-22",7.4
"416","2019-05-23",7.2
"417","2019-05-24",7.1
"418","2019-05-28",6.77
"419","2019-05-29",6.66
"420","2019-05-30",6.54
"421","2019-05-31",6.62
"422","2019-06-03",6.75
"423","2019-06-04",6.64
"424","2019-06-05",6.49
"425","2019-06-06",6.51
"426","2019-06-07",6.63
"427","2019-06-10",6.64
"428","2019-06-11",6.52
"429","2019-06-12",6.52
"430","2019-06-13",6.5
"431","2019-06-14",6.41
"432","2019-06-17",6.36
"433","2019-06-18",6.47
"434","2019-06-19",6.5
"435","2019-06-20",6.61
"436","2019-06-21",6.72
"437","2019-06-24",6.8
"438","2019-06-25",6.75
"439","2019-06-26",6.75
"440","2019-06-27",6.73
"441","2019-06-28",6.7
"442","2019-07-01",6.86
"443","2019-07-02",6.88
"444","2019-07-03",6.74
"445","2019-07-05",6.7
"446","2019-07-08",6.69
"447","2019-07-09",6.63
"448","2019-07-10",6.58
"449","2019-07-11",6.42
"450","2019-07-12",6.32
"451","2019-07-15",6.55
"452","2019-07-16",6.56
"453","2019-07-17",6.45
"454","2019-07-18",6.45
"455","2019-07-19",6.4
"456","2019-07-22",6.28
"457","2019-07-23",6.35
"458","2019-07-24",6.35
"459","2019-07-25",6.28
"460","2019-07-26",6
"461","2019-07-29",6.06
"462","2019-07-30",6
"463","2019-07-31",6.04
"464","2019-08-01",5.99
"465","2019-08-02",6.02
"466","2019-08-05",5.93
"467","2019-08-06",5.86
"468","2019-08-07",5.99
"469","2019-08-08",6.34
"470","2019-08-09",6.3
"471","2019-08-12",6.25
"472","2019-08-13",6.2
"473","2019-08-14",6.12
"474","2019-08-15",6.2
"475","2019-08-16",6.3
"476","2019-08-19",6.28
"477","2019-08-20",6.69
"478","2019-08-21",6.875
"479","2019-08-22",6.65
"480","2019-08-23",6.51
"481","2019-08-26",6.48
"482","2019-08-27",6.36
"483","2019-08-28",6.21
"484","2019-08-29",6.21
"485","2019-08-30",6.28
"486","2019-09-03",6.46
"487","2019-09-04",6.37
"488","2019-09-05",6.54
"489","2019-09-06",6.51
"490","2019-09-09",6.53
"491","2019-09-10",6.6
"492","2019-09-11",6.71
"493","2019-09-12",6.71
"494","2019-09-13",6.76
"495","2019-09-16",6.74
"496","2019-09-17",6.55
"497","2019-09-18",6.3
"498","2019-09-19",6.38
"499","2019-09-20",6.41
"500","2019-09-23",6.293
"501","2019-09-24",6.43
"502","2019-09-25",6.48
"503","2019-09-26",6.5
"504","2019-09-27",6.49
"505","2019-09-30",6.41
"506","2019-10-01",6.35
"507","2019-10-02",6.38
"508","2019-10-03",6.38
"509","2019-10-04",6.38
"510","2019-10-07",6.36
"511","2019-10-08",6.49
"512","2019-10-09",6.57
"513","2019-10-10",6.08
"514","2019-10-11",6.3
"515","2019-10-14",6.34
"516","2019-10-15",6.34
"517","2019-10-16",6.25
"518","2019-10-17",6.3
"519","2019-10-18",6.3
"520","2019-10-21",6.2
"521","2019-10-22",6.2
"522","2019-10-23",6.2
"523","2019-10-24",6.1
"524","2019-10-25",6.13
"525","2019-10-28",6.13
"526","2019-10-29",6.02
"527","2019-10-30",6.06
"528","2019-10-31",6.02
"529","2019-11-01",5.86
"530","2019-11-04",6.14
"531","2019-11-05",6.15
"532","2019-11-06",6.06
"533","2019-11-07",6.13
"534","2019-11-08",6.06
"535","2019-11-11",6.08
"536","2019-11-12",6.09
"537","2019-11-13",6.14
"538","2019-11-14",6.15
"539","2019-11-15",6.15
"540","2019-11-18",6.15
"541","2019-11-19",6.11
"542","2019-11-20",6.07
"543","2019-11-21",5.9
"544","2019-11-22",5.91
"545","2019-11-25",5.98
"546","2019-11-26",5.98
"547","2019-11-27",5.99
"548","2019-11-29",5.89
"549","2019-12-02",5.74
"550","2019-12-03",5.54
"551","2019-12-04",5.55
"552","2019-12-05",5.565
"553","2019-12-06",5.64
"554","2019-12-09",5.64
"555","2019-12-10",5.6
"556","2019-12-11",5.561
"557","2019-12-12",5.75
"558","2019-12-13",5.68
"559","2019-12-16",5.71
"560","2019-12-17",5.72
"561","2019-12-18",5.66
"562","2019-12-19",5.52
"563","2019-12-20",5.56
"564","2019-12-23",5.68
"565","2019-12-24",5.64
"566","2019-12-26",5.5
"567","2019-12-27",5.55
"568","2019-12-30",5.54
"569","2019-12-31",5.45
"570","2020-01-02",5.58
"571","2020-01-03",5.65
"572","2020-01-06",5.67
"573","2020-01-07",5.82
"574","2020-01-08",5.83
"575","2020-01-09",5.83
"576","2020-01-10",5.88
"577","2020-01-13",5.8
"578","2020-01-14",5.72
"579","2020-01-15",5.72
"580","2020-01-16",5.77
"581","2020-01-17",5.71
"582","2020-01-21",5.88
"583","2020-01-22",5.91
"584","2020-01-23",5.81
"585","2020-01-24",5.635
"586","2020-01-27",5.45
"587","2020-01-28",5.52
"588","2020-01-29",5.5
"589","2020-01-30",5.49
"590","2020-01-31",5.32
"591","2020-02-03",5.3
"592","2020-02-04",5.42
"593","2020-02-05",5.38
"594","2020-02-06",5.49
"595","2020-02-07",5.33
"596","2020-02-10",5.19
"597","2020-02-11",5.23
"598","2020-02-12",5.27
"599","2020-02-13",5.15
"600","2020-02-14",5.13
"601","2020-02-18",5.15
"602","2020-02-19",5.29
"603","2020-02-20",5.22
"604","2020-02-21",5.21
"605","2020-02-24",5.03
"606","2020-02-25",5.072
"607","2020-02-26",5.04
"608","2020-02-27",4.94
"609","2020-02-28",4.69
"610","2020-03-02",4.5
"611","2020-03-03",4.47
"612","2020-03-04",4.26
"613","2020-03-05",4.16
"614","2020-03-06",3.908
"615","2020-03-09",3.57
"616","2020-03-10",3.64
"617","2020-03-11",3.7
"618","2020-03-12",3.55
"619","2020-03-13",3.43
"620","2020-03-16",3.003
"621","2020-03-17",3.12
"622","2020-03-18",2.92
"623","2020-03-19",3.2
"624","2020-03-20",3.45
"625","2020-03-23",3.12
"626","2020-03-24",3.01
"627","2020-03-25",3.12
"628","2020-03-26",3.4
"629","2020-03-27",3.27
"630","2020-03-30",3.4
"631","2020-03-31",3.21
"632","2020-04-01",3.1
"633","2020-04-02",2.96
"634","2020-04-03",2.93
"635","2020-04-06",2.98
"636","2020-04-07",2.93
"637","2020-04-08",2.88
"638","2020-04-09",2.925
"639","2020-04-13",2.92
"640","2020-04-14",2.9
"641","2020-04-15",2.8
"642","2020-04-16",2.61
"643","2020-04-17",2.71
"644","2020-04-20",2.66
"645","2020-04-21",2.31
"646","2020-04-22",2.39
"647","2020-04-23",2.38
"648","2020-04-24",2.6
"649","2020-04-27",2.57
"650","2020-04-28",2.7
"651","2020-04-29",2.9
"652","2020-04-30",2.82
"653","2020-05-01",2.71
"654","2020-05-04",2.64
"655","2020-05-05",2.52
"656","2020-05-06",2.64
"657","2020-05-07",2.66
"658","2020-05-08",2.75
"659","2020-05-11",2.75
"660","2020-05-12",2.68
"661","2020-05-13",2.6
"662","2020-05-14",2.584
"663","2020-05-15",2.58
"664","2020-05-18",2.63
"665","2020-05-19",2.62
"666","2020-05-20",2.7
"667","2020-05-21",2.6
"668","2020-05-22",2.56
"669","2020-05-26",2.62
"670","2020-05-27",2.72
"671","2020-05-28",2.85
"672","2020-05-29",2.99
"673","2020-06-01",2.9
"674","2020-06-02",3.04
"675","2020-06-03",2.97
"676","2020-06-04",3.18
"677","2020-06-05",3.158
"678","2020-06-08",3.35
"679","2020-06-09",3.38
"680","2020-06-10",3.31
"681","2020-06-11",3.55
"682","2020-06-12",3.553
"683","2020-06-15",3.17
"684","2020-06-16",3.28
"685","2020-06-17",3.16
"686","2020-06-18",3.03
"687","2020-06-19",2.96
"688","2020-06-22",2.89
"689","2020-06-23",2.96
"690","2020-06-24",2.88
"691","2020-06-25",2.84
"692","2020-06-26",2.79
"693","2020-06-29",2.76
"694","2020-06-30",2.83
"695","2020-07-01",2.76
"696","2020-07-02",2.97
"697","2020-07-06",3.05
"698","2020-07-07",3.18
"699","2020-07-08",3.4
"700","2020-07-09",3.37
"701","2020-07-10",3.43
"702","2020-07-13",3.45
"703","2020-07-14",3.4
"704","2020-07-15",3.21
"705","2020-07-16",3.2
"706","2020-07-17",3.15
"707","2020-07-20",3.22
"708","2020-07-21",3.29
"709","2020-07-22",3.22
"710","2020-07-23",3.07
"711","2020-07-24",2.98
"712","2020-07-27",3.05
"713","2020-07-28",2.87
"714","2020-07-29",2.835
"715","2020-07-30",2.817
"716","2020-07-31",2.795
"717","2020-08-03",2.8
"718","2020-08-04",2.84
"719","2020-08-05",2.91
"720","2020-08-06",2.82
"721","2020-08-07",2.85
"722","2020-08-10",2.85
"723","2020-08-11",2.89
"724","2020-08-12",2.83
"725","2020-08-13",2.91
"726","2020-08-14",3.07
"727","2020-08-17",3.15
"728","2020-08-18",3.46
"729","2020-08-19",3.3
"730","2020-08-20",2.95
"731","2020-08-21",3.09
"732","2020-08-24",3.08
"733","2020-08-25",3.1
"734","2020-08-26",3.02
"735","2020-08-27",3.03
"736","2020-08-28",3.05
"737","2020-08-31",3.04
"738","2020-09-01",3.03
"739","2020-09-02",3.08
"740","2020-09-03",3.159
"741","2020-09-04",3.09
"742","2020-09-08",3.06
"743","2020-09-09",3.05
"744","2020-09-10",3.01
"745","2020-09-11",3.08
"746","2020-09-14",3.06
"747","2020-09-15",3
"748","2020-09-16",3.07
"749","2020-09-17",3
"750","2020-09-18",2.92
"751","2020-09-21",2.84
"752","2020-09-22",2.82
"753","2020-09-23",2.92
"754","2020-09-24",3.014
"755","2020-09-25",2.981
"756","2020-09-28",2.94
"757","2020-09-29",3.04
"758","2020-09-30",3.04
"759","2020-10-01",3
"760","2020-10-02",2.92
"761","2020-10-05",3.07
"762","2020-10-06",2.98
"763","2020-10-07",2.93
"764","2020-10-08",2.9
"765","2020-10-09",2.89
"766","2020-10-12",2.915
"767","2020-10-13",2.873
"768","2020-10-14",2.77
"769","2020-10-15",2.71
"770","2020-10-16",2.695
"771","2020-10-19",2.68
"772","2020-10-20",2.73
"773","2020-10-21",2.65
"774","2020-10-22",2.7
"775","2020-10-23",2.69
"776","2020-10-26",2.64
"777","2020-10-27",2.735
"778","2020-10-28",2.702
"779","2020-10-29",2.7
"780","2020-10-30",2.755
"781","2020-11-02",2.74
"782","2020-11-03",2.72
"783","2020-11-04",2.73
"784","2020-11-05",2.78
"785","2020-11-06",2.715
"786","2020-11-09",2.74
"787","2020-11-10",2.69
"788","2020-11-11",2.68
"789","2020-11-12",2.7
"790","2020-11-13",2.68
"791","2020-11-16",2.72
"792","2020-11-17",2.7
"793","2020-11-18",2.7
"794","2020-11-19",2.7
"795","2020-11-20",2.7
"796","2020-11-23",2.73
"797","2020-11-24",2.72
"798","2020-11-25",2.72
"799","2020-11-27",2.7
