"","date","VIE"
"1","2019-10-03",23.41
"2","2019-10-04",23.120001
"3","2019-10-07",21.74
"4","2019-10-08",21.049999
"5","2019-10-09",19.110001
"6","2019-10-10",18.75
"7","2019-10-11",19.200001
"8","2019-10-14",18.75
"9","2019-10-15",19.85
"10","2019-10-16",20.74
"11","2019-10-17",20.57
"12","2019-10-18",20.870001
"13","2019-10-21",20.299999
"14","2019-10-22",19.99
"15","2019-10-23",19.370001
"16","2019-10-24",19.65
"17","2019-10-25",20.52
"18","2019-10-28",21.57
"19","2019-10-29",22.110001
"20","2019-10-30",22.309999
"21","2019-10-31",21.75
"22","2019-11-01",22.540001
"23","2019-11-04",23.629999
"24","2019-11-05",24.129999
"25","2019-11-06",25.08
"26","2019-11-07",26.99
"27","2019-11-08",33
"28","2019-11-11",32.900002
"29","2019-11-12",32.380001
"30","2019-11-13",28.08
"31","2019-11-14",26.639999
"32","2019-11-15",27.530001
"33","2019-11-18",25.85
"34","2019-11-19",25.629999
"35","2019-11-20",26.09
"36","2019-11-21",26
"37","2019-11-22",26.700001
"38","2019-11-25",26.75
"39","2019-11-26",29.73
"40","2019-11-27",32.16
"41","2019-11-29",30.959999
"42","2019-12-02",28.33
"43","2019-12-03",26
"44","2019-12-04",26.15
"45","2019-12-05",26.639999
"46","2019-12-06",27.469999
"47","2019-12-09",25.93
"48","2019-12-10",27.870001
"49","2019-12-11",28.18
"50","2019-12-12",26.860001
"51","2019-12-13",26.700001
"52","2019-12-16",23.9
"53","2019-12-17",28.66
"54","2019-12-18",28.360001
"55","2019-12-19",29
"56","2019-12-20",29.469999
"57","2019-12-23",30.01
"58","2019-12-24",28.35
"59","2019-12-26",27.1
"60","2019-12-27",27.049999
"61","2019-12-30",25.950001
"62","2019-12-31",27.15
"63","2020-01-02",26.18
"64","2020-01-03",25.709999
"65","2020-01-06",27.700001
"66","2020-01-07",27.879999
"67","2020-01-08",29.73
"68","2020-01-09",29.049999
"69","2020-01-10",30.16
"70","2020-01-13",33.16
"71","2020-01-14",37.549999
"72","2020-01-15",42.470001
"73","2020-01-16",47
"74","2020-01-17",40.150002
"75","2020-01-21",38.029999
"76","2020-01-22",35.200001
"77","2020-01-23",35.580002
"78","2020-01-24",37.130001
"79","2020-01-27",42.240002
"80","2020-01-28",44.200001
"81","2020-01-29",43.040001
"82","2020-01-30",40.549999
"83","2020-01-31",39.349998
"84","2020-02-03",43.169998
"85","2020-02-04",39.799999
"86","2020-02-05",38.400002
"87","2020-02-06",37.77
"88","2020-02-07",36.889999
"89","2020-02-10",36.32
"90","2020-02-11",39.290001
"91","2020-02-12",38.48
"92","2020-02-13",37.900002
"93","2020-02-14",37.509998
"94","2020-02-18",44.84
"95","2020-02-19",47.200001
"96","2020-02-20",44.810001
"97","2020-02-21",44.459999
"98","2020-02-24",42.09
"99","2020-02-25",39.470001
"100","2020-02-26",43.060001
"101","2020-02-27",40.84
"102","2020-02-28",43.639999
"103","2020-03-02",41.099998
"104","2020-03-03",44.66
"105","2020-03-04",52.880001
"106","2020-03-05",49.34
"107","2020-03-06",49.830002
"108","2020-03-09",49.27
"109","2020-03-10",50.720001
"110","2020-03-11",53.880001
"111","2020-03-12",40.470001
"112","2020-03-13",39.080002
"113","2020-03-16",26.879999
"114","2020-03-17",31.91
"115","2020-03-18",30.15
"116","2020-03-19",31.85
"117","2020-03-20",44.189999
"118","2020-03-23",31.1
"119","2020-03-24",37.950001
"120","2020-03-25",32.84
"121","2020-03-26",38.810001
"122","2020-03-27",35.610001
"123","2020-03-30",38.009998
"124","2020-03-31",38
"125","2020-04-01",36.52
"126","2020-04-02",31.99
"127","2020-04-03",30.82
"128","2020-04-06",30.52
"129","2020-04-07",29.9
"130","2020-04-08",31.16
"131","2020-04-09",32.619999
"132","2020-04-13",32.610001
"133","2020-04-14",38.779999
"134","2020-04-15",38.900002
"135","2020-04-16",37
"136","2020-04-17",38.009998
"137","2020-04-20",39.169998
"138","2020-04-21",40.459999
"139","2020-04-22",43.16
"140","2020-04-23",41.389999
"141","2020-04-24",41.549999
"142","2020-04-27",43.869999
"143","2020-04-28",42.73
"144","2020-04-29",46.139999
"145","2020-04-30",40.630001
"146","2020-05-01",38.810001
"147","2020-05-04",39.369999
"148","2020-05-05",42.959999
"149","2020-05-06",39.970001
"150","2020-05-07",44
"151","2020-05-08",47.200001
"152","2020-05-11",51.310001
"153","2020-05-12",49.610001
"154","2020-05-13",48.23
"155","2020-05-14",50.700001
"156","2020-05-15",51.549999
"157","2020-05-18",51.52
"158","2020-05-19",54.209999
"159","2020-05-20",60
"160","2020-05-21",59.75
"161","2020-05-22",60.209999
"162","2020-05-26",56.799999
"163","2020-05-27",51.57
"164","2020-05-28",45.619999
"165","2020-05-29",46.900002
"166","2020-06-01",48.169998
"167","2020-06-02",52.150002
"168","2020-06-03",54.939999
"169","2020-06-04",51.349998
"170","2020-06-05",49.73
"171","2020-06-08",50
"172","2020-06-09",50
"173","2020-06-10",51.959999
"174","2020-06-11",51.450001
"175","2020-06-12",46.830002
"176","2020-06-15",48.560001
"177","2020-06-16",48.900002
"178","2020-06-17",49.029999
"179","2020-06-18",48.970001
"180","2020-06-19",48.959999
"181","2020-06-22",46.459999
"182","2020-06-23",46.23
"183","2020-06-24",48.66
"184","2020-06-25",53.349998
"185","2020-06-26",42.540001
"186","2020-06-29",42.830002
"187","2020-06-30",43.32
"188","2020-07-01",41.450001
"189","2020-07-02",42.709999
"190","2020-07-06",44.200001
"191","2020-07-07",42.290001
"192","2020-07-08",43.279999
"193","2020-07-09",42.389999
"194","2020-07-10",38.860001
"195","2020-07-13",38.349998
"196","2020-07-14",40.810001
"197","2020-07-15",42.02
"198","2020-07-16",41.68
"199","2020-07-17",42.91
"200","2020-07-20",42.759998
"201","2020-07-21",39.049999
"202","2020-07-22",39.25
"203","2020-07-23",37.950001
"204","2020-07-24",37.630001
"205","2020-07-27",38.419998
"206","2020-07-28",38.400002
"207","2020-07-29",37.369999
"208","2020-07-30",37.630001
"209","2020-07-31",36.610001
"210","2020-08-03",36.849998
"211","2020-08-04",36.07
"212","2020-08-05",35.43
"213","2020-08-06",35.060001
"214","2020-08-07",37.290001
"215","2020-08-10",37.57
"216","2020-08-11",36.380001
"217","2020-08-12",38.41
"218","2020-08-13",38.630001
"219","2020-08-14",36.119999
"220","2020-08-17",35.23
"221","2020-08-18",35.509998
"222","2020-08-19",34.459999
"223","2020-08-20",35.349998
"224","2020-08-21",35.220001
"225","2020-08-24",33.23
"226","2020-08-25",34.639999
"227","2020-08-26",33.599998
"228","2020-08-27",33.200001
"229","2020-08-28",32.630001
"230","2020-08-31",33.689999
"231","2020-09-01",30.959999
"232","2020-09-02",32.630001
"233","2020-09-03",30.280001
"234","2020-09-04",31.75
"235","2020-09-08",32.790001
"236","2020-09-09",33.200001
"237","2020-09-10",31.860001
"238","2020-09-11",30.940001
"239","2020-09-14",35.16
"240","2020-09-15",34.299999
"241","2020-09-16",33.830002
"242","2020-09-17",32.049999
"243","2020-09-18",29.74
"244","2020-09-21",26.98
"245","2020-09-22",26.959999
"246","2020-09-23",25.780001
"247","2020-09-24",25.48
"248","2020-09-25",26.83
"249","2020-09-28",26.48
"250","2020-09-29",27.610001
"251","2020-09-30",28.08
"252","2020-10-01",28.59
"253","2020-10-02",28.51
"254","2020-10-05",31.709999
"255","2020-10-06",30.15
"256","2020-10-07",31.629999
"257","2020-10-08",30.879999
"258","2020-10-09",31.290001
"259","2020-10-12",31.58
"260","2020-10-13",32.16
"261","2020-10-14",30.51
"262","2020-10-15",30.530001
"263","2020-10-16",33.459999
"264","2020-10-19",30.07
"265","2020-10-20",31.73
"266","2020-10-21",30.280001
"267","2020-10-22",32.07
"268","2020-10-23",32.740002
"269","2020-10-26",32.060001
"270","2020-10-27",33.290001
"271","2020-10-28",32.540001
"272","2020-10-29",32.720001
"273","2020-10-30",31.91
"274","2020-11-02",33.07
"275","2020-11-03",35.02
"276","2020-11-04",37.880001
"277","2020-11-05",38.540001
"278","2020-11-06",36.16
"279","2020-11-09",36.75
"280","2020-11-10",37
"281","2020-11-11",35.27
"282","2020-11-12",33.09
"283","2020-11-13",33.919998
"284","2020-11-16",34.990002
"285","2020-11-17",34.740002
"286","2020-11-18",33.619999
"287","2020-11-19",34.900002
"288","2020-11-20",34.98
"289","2020-11-23",34.759998
"290","2020-11-24",36.41
"291","2020-11-25",37.799999
"292","2020-11-27",39.470001
