"","date","AMPH"
"118","2014-12-10",11.91
"119","2014-12-11",11.71
"120","2014-12-12",11.73
"121","2014-12-15",11.03
"122","2014-12-16",11.28
"123","2014-12-17",11.94
"124","2014-12-18",11.9
"125","2014-12-19",12.04
"126","2014-12-22",12.2
"127","2014-12-23",11.83
"128","2014-12-24",11.74
"129","2014-12-26",11.84
"130","2014-12-29",11.72
"131","2014-12-30",11.51
"132","2014-12-31",11.61
"133","2015-01-02",11.84
"134","2015-01-05",11.83
"135","2015-01-06",11.81
"136","2015-01-07",12.78
"137","2015-01-08",12.25
"138","2015-01-09",11.98
"139","2015-01-12",12
"140","2015-01-13",11.85
"141","2015-01-14",11.99
"142","2015-01-15",11.31
"143","2015-01-16",11.92
"144","2015-01-20",11.9
"145","2015-01-21",11.7
"146","2015-01-22",11.73
"147","2015-01-23",11.77
"148","2015-01-26",12.24
"149","2015-01-27",12.47
"150","2015-01-28",12.21
"151","2015-01-29",12.51
"152","2015-01-30",12.13
"153","2015-02-02",12.49
"154","2015-02-03",12.37
"155","2015-02-04",12.8
"156","2015-02-05",12.9
"157","2015-02-06",12.75
"158","2015-02-09",13.03
"159","2015-02-10",12.98
"160","2015-02-11",12.9
"161","2015-02-12",12.74
"162","2015-02-13",12.76
"163","2015-02-17",12.83
"164","2015-02-18",12.74
"165","2015-02-19",12.86
"166","2015-02-20",12.85
"167","2015-02-23",13.55
"168","2015-02-24",13.6
"169","2015-02-25",13.64
"170","2015-02-26",13.85
"171","2015-02-27",14
"172","2015-03-02",14.04
"173","2015-03-03",14.02
"174","2015-03-04",14.49
"175","2015-03-05",14.5
"176","2015-03-06",14.78
"177","2015-03-09",14.97
"178","2015-03-10",14.99
"179","2015-03-11",14.86
"180","2015-03-12",15.46
"181","2015-03-13",15.51
"182","2015-03-16",15.27
"183","2015-03-17",15.15
"184","2015-03-18",14.82
"185","2015-03-19",14.44
"186","2015-03-20",14.74
"187","2015-03-23",15.36
"188","2015-03-24",15.33
"189","2015-03-25",14.42
"190","2015-03-26",14.95
"191","2015-03-27",15.43
"192","2015-03-30",14.96
"193","2015-03-31",14.96
"194","2015-04-01",15.02
"195","2015-04-02",14.95
"196","2015-04-06",15.05
"197","2015-04-07",14.85
"198","2015-04-08",15.09
"199","2015-04-09",14.99
"200","2015-04-10",15.34
"201","2015-04-13",15.24
"202","2015-04-14",15.22
"203","2015-04-15",15.28
"204","2015-04-16",15.31
"205","2015-04-17",15.11
"206","2015-04-20",15.1
"207","2015-04-21",15.21
"208","2015-04-22",15.08
"209","2015-04-23",15.29
"210","2015-04-24",15.25
"211","2015-04-27",15.03
"212","2015-04-28",14.96
"213","2015-04-29",15.05
"214","2015-04-30",14.46
"215","2015-05-01",14.6
"216","2015-05-04",14.61
"217","2015-05-05",14.12
"218","2015-05-06",13.8
"219","2015-05-07",13.8
"220","2015-05-08",13.9
"221","2015-05-11",14.62
"222","2015-05-12",14.4
"223","2015-05-13",15.21
"224","2015-05-14",15.41
"225","2015-05-15",15.27
"226","2015-05-18",15.14
"227","2015-05-19",14.89
"228","2015-05-20",14.79
"229","2015-05-21",14.67
"230","2015-05-22",14.8
"231","2015-05-26",14.79
"232","2015-05-27",15.11
"233","2015-05-28",15.13
"234","2015-05-29",15.34
"235","2015-06-01",15.53
"236","2015-06-02",15.79
"237","2015-06-03",16.48
"238","2015-06-04",16.469999
"239","2015-06-05",16.450001
"240","2015-06-08",16.559999
"241","2015-06-09",16.24
"242","2015-06-10",16.43
"243","2015-06-11",16.6
"244","2015-06-12",16.139999
"245","2015-06-15",16.190001
"246","2015-06-16",16.370001
"247","2015-06-17",16.4
"248","2015-06-18",17
"249","2015-06-19",17.280001
"250","2015-06-22",17.700001
"251","2015-06-23",17.959999
"252","2015-06-24",18
"253","2015-06-25",18.190001
"254","2015-06-26",17.9
"255","2015-06-29",17.33
"256","2015-06-30",17.58
"257","2015-07-01",17.5
"258","2015-07-02",17.24
"259","2015-07-06",17.34
"260","2015-07-07",17.280001
"261","2015-07-08",17.049999
"262","2015-07-09",17.33
"263","2015-07-10",17.610001
"264","2015-07-13",17.93
"265","2015-07-14",17.58
"266","2015-07-15",17.76
"267","2015-07-16",17.540001
"268","2015-07-17",17.379999
"269","2015-07-20",17.26
"270","2015-07-21",17.129999
"271","2015-07-22",17.18
"272","2015-07-23",17
"273","2015-07-24",16.549999
"274","2015-07-27",16.809999
"275","2015-07-28",16.51
"276","2015-07-29",15.83
"277","2015-07-30",15.75
"278","2015-07-31",16.26
"279","2015-08-03",16.23
"280","2015-08-04",16.09
"281","2015-08-05",16.17
"282","2015-08-06",15.4
"283","2015-08-07",15.07
"284","2015-08-10",15.48
"285","2015-08-11",15.32
"286","2015-08-12",15.22
"287","2015-08-13",14.92
"288","2015-08-14",14.64
"289","2015-08-17",14.81
"290","2015-08-18",14.61
"291","2015-08-19",14.11
"292","2015-08-20",13.88
"293","2015-08-21",13.79
"294","2015-08-24",13.02
"295","2015-08-25",12.64
"296","2015-08-26",13.53
"297","2015-08-27",13.81
"298","2015-08-28",13.39
"299","2015-08-31",12.87
"300","2015-09-01",13.28
"301","2015-09-02",13.59
"302","2015-09-03",13.22
"303","2015-09-04",13.33
"304","2015-09-08",14.36
"305","2015-09-09",13.79
"306","2015-09-10",13.77
"307","2015-09-11",14.53
"308","2015-09-14",14.4
"309","2015-09-15",14.44
"310","2015-09-16",14.11
"311","2015-09-17",14.41
"312","2015-09-18",14.73
"313","2015-09-21",13.86
"314","2015-09-22",13.21
"315","2015-09-23",12.85
"316","2015-09-24",12.42
"317","2015-09-25",11.4
"318","2015-09-28",10.97
"319","2015-09-29",10.78
"320","2015-09-30",11.69
"321","2015-10-01",11.53
"322","2015-10-02",11.69
"323","2015-10-05",11.59
"324","2015-10-06",11.27
"325","2015-10-07",11.52
"326","2015-10-08",11.45
"327","2015-10-09",11.39
"328","2015-10-12",11.46
"329","2015-10-13",11.02
"330","2015-10-14",11.12
"331","2015-10-15",11.61
"332","2015-10-16",11.9
"333","2015-10-19",12.22
"334","2015-10-20",11.6
"335","2015-10-21",11.35
"336","2015-10-22",11.02
"337","2015-10-23",11.61
"338","2015-10-26",11.34
"339","2015-10-27",11.31
"340","2015-10-28",12.14
"341","2015-10-29",11.75
"342","2015-10-30",11.84
"343","2015-11-02",12.53
"344","2015-11-03",12.37
"345","2015-11-04",12.9
"346","2015-11-05",12.56
"347","2015-11-06",12.92
"348","2015-11-09",12.67
"349","2015-11-10",12.85
"350","2015-11-11",12.56
"351","2015-11-12",12.26
"352","2015-11-13",13.9
"353","2015-11-16",13.8
"354","2015-11-17",14.18
"355","2015-11-18",14.75
"356","2015-11-19",14.39
"357","2015-11-20",14.3
"358","2015-11-23",14.29
"359","2015-11-24",14.3
"360","2015-11-25",14.85
"361","2015-11-27",15.47
"362","2015-11-30",15.35
"363","2015-12-01",15.49
"364","2015-12-02",15.36
"365","2015-12-03",15.17
"366","2015-12-04",14.92
"367","2015-12-07",14.53
"368","2015-12-08",14.47
"369","2015-12-09",14.28
"370","2015-12-10",14.31
"371","2015-12-11",14.07
"372","2015-12-14",14.31
"373","2015-12-15",14.3
"374","2015-12-16",14.32
"375","2015-12-17",14.19
"376","2015-12-18",14.2
"377","2015-12-21",14.32
"378","2015-12-22",14.41
"379","2015-12-23",14.46
"380","2015-12-24",14.29
"381","2015-12-28",14.17
"382","2015-12-29",14.3
"383","2015-12-30",14.33
"384","2015-12-31",14.23
"385","2016-01-04",13.7
"386","2016-01-05",13.89
"387","2016-01-06",13.89
"388","2016-01-07",13.2
"389","2016-01-08",12.93
"390","2016-01-11",12.28
"391","2016-01-12",12.43
"392","2016-01-13",12.26
"393","2016-01-14",12.49
"394","2016-01-15",12.29
"395","2016-01-19",12.02
"396","2016-01-20",12.52
"397","2016-01-21",12.27
"398","2016-01-22",12.25
"399","2016-01-25",12.12
"400","2016-01-26",12
"401","2016-01-27",11.77
"402","2016-01-28",11.89
"403","2016-01-29",12.05
"404","2016-02-01",11.95
"405","2016-02-02",11.56
"406","2016-02-03",11.39
"407","2016-02-04",11.02
"408","2016-02-05",11.05
"409","2016-02-08",11.01
"410","2016-02-09",11.03
"411","2016-02-10",11.16
"412","2016-02-11",11
"413","2016-02-12",11.15
"414","2016-02-16",11.11
"415","2016-02-17",11.49
"416","2016-02-18",11.18
"417","2016-02-19",11.36
"418","2016-02-22",11.46
"419","2016-02-23",11.11
"420","2016-02-24",11.2
"421","2016-02-25",11.14
"422","2016-02-26",11.17
"423","2016-02-29",10.53
"424","2016-03-01",11.2
"425","2016-03-02",11.4
"426","2016-03-03",11.1
"427","2016-03-04",11.26
"428","2016-03-07",11.58
"429","2016-03-08",11.15
"430","2016-03-09",11.24
"431","2016-03-10",11.13
"432","2016-03-11",11.37
"433","2016-03-14",11.71
"434","2016-03-15",12.72
"435","2016-03-16",12.14
"436","2016-03-17",11.33
"437","2016-03-18",11.64
"438","2016-03-21",11.94
"439","2016-03-22",12.29
"440","2016-03-23",11.92
"441","2016-03-24",11.96
"442","2016-03-28",11.61
"443","2016-03-29",12.23
"444","2016-03-30",11.93
"445","2016-03-31",12
"446","2016-04-01",12.7
"447","2016-04-04",12.89
"448","2016-04-05",12.52
"449","2016-04-06",13.03
"450","2016-04-07",12.92
"451","2016-04-08",12.76
"452","2016-04-11",12.44
"453","2016-04-12",12.57
"454","2016-04-13",12.75
"455","2016-04-14",12.66
"456","2016-04-15",12.72
"457","2016-04-18",12.95
"458","2016-04-19",12.89
"459","2016-04-20",12.92
"460","2016-04-21",13.05
"461","2016-04-22",13.11
"462","2016-04-25",12.76
"463","2016-04-26",12.77
"464","2016-04-27",12.5
"465","2016-04-28",12.56
"466","2016-04-29",12.3
"467","2016-05-02",12.29
"468","2016-05-03",12.25
"469","2016-05-04",11.93
"470","2016-05-05",11.82
"471","2016-05-06",11.72
"472","2016-05-09",11.85
"473","2016-05-10",12.99
"474","2016-05-11",12.82
"475","2016-05-12",12.55
"476","2016-05-13",12.98
"477","2016-05-16",13.46
"478","2016-05-17",13.66
"479","2016-05-18",14.06
"480","2016-05-19",14.28
"481","2016-05-20",15.43
"482","2016-05-23",15.06
"483","2016-05-24",15.48
"484","2016-05-25",15.49
"485","2016-05-26",15.44
"486","2016-05-27",15.75
"487","2016-05-31",15.73
"488","2016-06-01",15.85
"489","2016-06-02",16
"490","2016-06-03",15.78
"491","2016-06-06",16.07
"492","2016-06-07",16.209999
"493","2016-06-08",16.209999
"494","2016-06-09",16.43
"495","2016-06-10",16.129999
"496","2016-06-13",15.94
"497","2016-06-14",15.73
"498","2016-06-15",15.76
"499","2016-06-16",15.43
"500","2016-06-17",15
"501","2016-06-20",14.81
"502","2016-06-21",15.16
"503","2016-06-22",15.59
"504","2016-06-23",16.15
"505","2016-06-24",15.61
"506","2016-06-27",15.51
"507","2016-06-28",16.629999
"508","2016-06-29",16.08
"509","2016-06-30",16.120001
"510","2016-07-01",16.280001
"511","2016-07-05",16.33
"512","2016-07-06",16.700001
"513","2016-07-07",16.66
"514","2016-07-08",16.799999
"515","2016-07-11",16.940001
"516","2016-07-12",17.34
"517","2016-07-13",17.34
"518","2016-07-14",17.459999
"519","2016-07-15",17.43
"520","2016-07-18",17.450001
"521","2016-07-19",17.059999
"522","2016-07-20",17.469999
"523","2016-07-21",17.5
"524","2016-07-22",17.24
"525","2016-07-25",16.57
"526","2016-07-26",16.57
"527","2016-07-27",16.57
"528","2016-07-28",16.27
"529","2016-07-29",16.18
"530","2016-08-01",16.290001
"531","2016-08-02",16.17
"532","2016-08-03",16.290001
"533","2016-08-04",16.219999
"534","2016-08-05",15.97
"535","2016-08-08",16.02
"536","2016-08-09",17.950001
"537","2016-08-10",18.17
"538","2016-08-11",18.66
"539","2016-08-12",18.1
"540","2016-08-15",18.379999
"541","2016-08-16",18.34
"542","2016-08-17",19
"543","2016-08-18",19.51
"544","2016-08-19",19.469999
"545","2016-08-22",20.01
"546","2016-08-23",20.41
"547","2016-08-24",19.299999
"548","2016-08-25",19.219999
"549","2016-08-26",19.440001
"550","2016-08-29",19.35
"551","2016-08-30",19.450001
"552","2016-08-31",19
"553","2016-09-01",18.99
"554","2016-09-02",18.559999
"555","2016-09-06",18.91
"556","2016-09-07",19.030001
"557","2016-09-08",18.860001
"558","2016-09-09",18.15
"559","2016-09-12",18.4
"560","2016-09-13",17.91
"561","2016-09-14",18.23
"562","2016-09-15",18.67
"563","2016-09-16",19.16
"564","2016-09-19",19
"565","2016-09-20",21.26
"566","2016-09-21",20.9
"567","2016-09-22",19.75
"568","2016-09-23",20.07
"569","2016-09-26",19.58
"570","2016-09-27",19.91
"571","2016-09-28",19.57
"572","2016-09-29",18.84
"573","2016-09-30",18.969999
"574","2016-10-03",19.34
"575","2016-10-04",19.610001
"576","2016-10-05",19.870001
"577","2016-10-06",19.1
"578","2016-10-07",19.49
"579","2016-10-10",19.690001
"580","2016-10-11",19.17
"581","2016-10-12",18.43
"582","2016-10-13",18.34
"583","2016-10-14",18
"584","2016-10-17",18.040001
"585","2016-10-18",18.15
"586","2016-10-19",18.1
"587","2016-10-20",18.450001
"588","2016-10-21",18.59
"589","2016-10-24",18.48
"590","2016-10-25",18.48
"591","2016-10-26",18.18
"592","2016-10-27",18.4
"593","2016-10-28",17.889999
"594","2016-10-31",18.139999
"595","2016-11-01",18.469999
"596","2016-11-02",18.26
"597","2016-11-03",16.99
"598","2016-11-04",17.34
"599","2016-11-07",17.950001
"600","2016-11-08",17.629999
"601","2016-11-09",20.51
"602","2016-11-10",20.41
"603","2016-11-11",20.93
"604","2016-11-14",20.52
"605","2016-11-15",21.01
"606","2016-11-16",21.23
"607","2016-11-17",21.549999
"608","2016-11-18",21.209999
"609","2016-11-21",20.110001
"610","2016-11-22",19.860001
"611","2016-11-23",20.65
"612","2016-11-25",20.639999
"613","2016-11-28",20.35
"614","2016-11-29",20.33
"615","2016-11-30",20.27
"616","2016-12-01",19.67
"617","2016-12-02",20.190001
"618","2016-12-05",20.77
"619","2016-12-06",20.879999
"620","2016-12-07",19.65
"621","2016-12-08",19.959999
"622","2016-12-09",19.73
"623","2016-12-12",19.66
"624","2016-12-13",19.889999
"625","2016-12-14",19.879999
"626","2016-12-15",20.620001
"627","2016-12-16",21
"628","2016-12-19",20.299999
"629","2016-12-20",20.690001
"630","2016-12-21",20.190001
"631","2016-12-22",20.059999
"632","2016-12-23",20.43
"633","2016-12-27",18.57
"634","2016-12-28",18.530001
"635","2016-12-29",18.379999
"636","2016-12-30",18.42
"637","2017-01-03",18.5
"638","2017-01-04",19.389999
"639","2017-01-05",18.700001
"640","2017-01-06",18.299999
"641","2017-01-09",18.610001
"642","2017-01-10",18.16
"643","2017-01-11",17.25
"644","2017-01-12",17.33
"645","2017-01-13",17.15
"646","2017-01-17",16.51
"647","2017-01-18",16.559999
"648","2017-01-19",16.01
"649","2017-01-20",15.84
"650","2017-01-23",15.77
"651","2017-01-24",15.65
"652","2017-01-25",15.92
"653","2017-01-26",15.53
"654","2017-01-27",15.58
"655","2017-01-30",15.21
"656","2017-01-31",15.75
"657","2017-02-01",16.02
"658","2017-02-02",15.84
"659","2017-02-03",16.120001
"660","2017-02-06",16
"661","2017-02-07",15.81
"662","2017-02-08",16.620001
"663","2017-02-09",16.66
"664","2017-02-10",16.719999
"665","2017-02-13",17.200001
"666","2017-02-14",17.51
"667","2017-02-15",18
"668","2017-02-16",18
"669","2017-02-17",18.4
"670","2017-02-21",14.2
"671","2017-02-22",14.12
"672","2017-02-23",14.81
"673","2017-02-24",15.19
"674","2017-02-27",15.72
"675","2017-02-28",15.47
"676","2017-03-01",15.53
"677","2017-03-02",15.14
"678","2017-03-03",15.03
"679","2017-03-06",14.87
"680","2017-03-07",14.97
"681","2017-03-08",14.83
"682","2017-03-09",14.64
"683","2017-03-10",14.62
"684","2017-03-13",14.74
"685","2017-03-14",12.2
"686","2017-03-15",13.43
"687","2017-03-16",13.35
"688","2017-03-17",13.75
"689","2017-03-20",14.27
"690","2017-03-21",13.51
"691","2017-03-22",13.6
"692","2017-03-23",13.71
"693","2017-03-24",13.76
"694","2017-03-27",14.27
"695","2017-03-28",14.63
"696","2017-03-29",14.69
"697","2017-03-30",14.73
"698","2017-03-31",14.5
"699","2017-04-03",14.17
"700","2017-04-04",14.3
"701","2017-04-05",14.2
"702","2017-04-06",14.37
"703","2017-04-07",14.62
"704","2017-04-10",14.56
"705","2017-04-11",14.66
"706","2017-04-12",14.76
"707","2017-04-13",14.8
"708","2017-04-17",14.88
"709","2017-04-18",14.54
"710","2017-04-19",14.51
"711","2017-04-20",14.65
"712","2017-04-21",14.74
"713","2017-04-24",14.87
"714","2017-04-25",15
"715","2017-04-26",15.32
"716","2017-04-27",15.16
"717","2017-04-28",15.1
"718","2017-05-01",15.21
"719","2017-05-02",15.35
"720","2017-05-03",14.92
"721","2017-05-04",15.14
"722","2017-05-05",15
"723","2017-05-08",14.94
"724","2017-05-09",14.73
"725","2017-05-10",15.11
"726","2017-05-11",15.87
"727","2017-05-12",16.219999
"728","2017-05-15",15.8
"729","2017-05-16",15.79
"730","2017-05-17",15.33
"731","2017-05-18",15.55
"732","2017-05-19",15.45
"733","2017-05-22",15.54
"734","2017-05-23",15.56
"735","2017-05-24",15.5
"736","2017-05-25",15.47
"737","2017-05-26",16.969999
"738","2017-05-30",17.07
"739","2017-05-31",17.07
"740","2017-06-01",17.09
"741","2017-06-02",17.139999
"742","2017-06-05",17.059999
"743","2017-06-06",16.92
"744","2017-06-07",16.950001
"745","2017-06-08",17.110001
"746","2017-06-09",16.84
"747","2017-06-12",16.6
"748","2017-06-13",16.49
"749","2017-06-14",16.219999
"750","2017-06-15",16.18
"751","2017-06-16",16.620001
"752","2017-06-19",16.93
"753","2017-06-20",17.139999
"754","2017-06-21",17.48
"755","2017-06-22",17.65
"756","2017-06-23",17.790001
"757","2017-06-26",17.74
"758","2017-06-27",17.26
"759","2017-06-28",17.68
"760","2017-06-29",17.6
"761","2017-06-30",17.860001
"762","2017-07-03",17.93
"763","2017-07-05",17.950001
"764","2017-07-06",17.91
"765","2017-07-07",18.1
"766","2017-07-10",17.620001
"767","2017-07-11",17.860001
"768","2017-07-12",17.85
"769","2017-07-13",17.84
"770","2017-07-14",17.82
"771","2017-07-17",17.950001
"772","2017-07-18",17.870001
"773","2017-07-19",17.74
"774","2017-07-20",17.92
"775","2017-07-21",18.450001
"776","2017-07-24",17.75
"777","2017-07-25",17.709999
"778","2017-07-26",17.620001
"779","2017-07-27",17.290001
"780","2017-07-28",17.559999
"781","2017-07-31",17.280001
"782","2017-08-01",16.67
"783","2017-08-02",16.059999
"784","2017-08-03",15.72
"785","2017-08-04",15.98
"786","2017-08-07",15.94
"787","2017-08-08",15.64
"788","2017-08-09",15.54
"789","2017-08-10",15.27
"790","2017-08-11",14.89
"791","2017-08-14",14.76
"792","2017-08-15",14.8
"793","2017-08-16",14.89
"794","2017-08-17",14.73
"795","2017-08-18",15.22
"796","2017-08-21",15.07
"797","2017-08-22",15.49
"798","2017-08-23",15.44
"799","2017-08-24",15.43
"800","2017-08-25",15.55
"801","2017-08-28",15.68
"802","2017-08-29",15.73
"803","2017-08-30",15.48
"804","2017-08-31",16.01
"805","2017-09-01",15.88
"806","2017-09-05",15.73
"807","2017-09-06",15.65
"808","2017-09-07",15.54
"809","2017-09-08",15.68
"810","2017-09-11",15.79
"811","2017-09-12",15.77
"812","2017-09-13",15.69
"813","2017-09-14",15.78
"814","2017-09-15",15.73
"815","2017-09-18",15.78
"816","2017-09-19",15.66
"817","2017-09-20",15.64
"818","2017-09-21",16.4
"819","2017-09-22",16.1
"820","2017-09-25",16.27
"821","2017-09-26",17.48
"822","2017-09-27",17.99
"823","2017-09-28",17.889999
"824","2017-09-29",17.870001
"825","2017-10-02",18.690001
"826","2017-10-03",18.549999
"827","2017-10-04",18.49
"828","2017-10-05",18.959999
"829","2017-10-06",18.940001
"830","2017-10-09",18.700001
"831","2017-10-10",18.700001
"832","2017-10-11",18.860001
"833","2017-10-12",18.709999
"834","2017-10-13",18.67
"835","2017-10-16",18.74
"836","2017-10-17",18.48
"837","2017-10-18",18.540001
"838","2017-10-19",18.450001
"839","2017-10-20",18.5
"840","2017-10-23",18.26
"841","2017-10-24",18.25
"842","2017-10-25",18.18
"843","2017-10-26",18.41
"844","2017-10-27",18.41
"845","2017-10-30",18.15
"846","2017-10-31",18.07
"847","2017-11-01",18.43
"848","2017-11-02",18.52
"849","2017-11-03",19.120001
"850","2017-11-06",17.969999
"851","2017-11-07",17.889999
"852","2017-11-08",17.809999
"853","2017-11-09",18.809999
"854","2017-11-10",18.549999
"855","2017-11-13",17.860001
"856","2017-11-14",17.76
"857","2017-11-15",17.860001
"858","2017-11-16",18.15
"859","2017-11-17",18.379999
"860","2017-11-20",18.33
"861","2017-11-21",18.879999
"862","2017-11-22",18.9
"863","2017-11-24",18.299999
"864","2017-11-27",18.030001
"865","2017-11-28",18.190001
"866","2017-11-29",19.08
"867","2017-11-30",19.59
"868","2017-12-01",19.18
"869","2017-12-04",18.889999
"870","2017-12-05",18.68
"871","2017-12-06",18.33
"872","2017-12-07",18.32
"873","2017-12-08",18.459999
"874","2017-12-11",18.6
"875","2017-12-12",19.26
"876","2017-12-13",19.209999
"877","2017-12-14",18.73
"878","2017-12-15",19.299999
"879","2017-12-18",19.52
"880","2017-12-19",19.18
"881","2017-12-20",19.309999
"882","2017-12-21",19.5
"883","2017-12-22",19.370001
"884","2017-12-26",19.639999
"885","2017-12-27",19.75
"886","2017-12-28",19.74
"887","2017-12-29",19.24
"888","2018-01-02",19.17
"889","2018-01-03",18.77
"890","2018-01-04",18.280001
"891","2018-01-05",18.059999
"892","2018-01-08",18.030001
"893","2018-01-09",17.92
"894","2018-01-10",17.82
"895","2018-01-11",18.16
"896","2018-01-12",18.559999
"897","2018-01-16",18.780001
"898","2018-01-17",19.450001
"899","2018-01-18",19.459999
"900","2018-01-19",19.370001
"901","2018-01-22",19.370001
"902","2018-01-23",19.389999
"903","2018-01-24",19.32
"904","2018-01-25",19.4
"905","2018-01-26",19.58
"906","2018-01-29",19.59
"907","2018-01-30",18.92
"908","2018-01-31",18.639999
"909","2018-02-01",18.940001
"910","2018-02-02",18.370001
"911","2018-02-05",17.23
"912","2018-02-06",17.540001
"913","2018-02-07",17.940001
"914","2018-02-08",17.85
"915","2018-02-09",18.4
"916","2018-02-12",18.5
"917","2018-02-13",18.41
"918","2018-02-14",18.76
"919","2018-02-15",19.030001
"920","2018-02-16",18.780001
"921","2018-02-20",18.42
"922","2018-02-21",18.73
"923","2018-02-22",18.84
"924","2018-02-23",19.200001
"925","2018-02-26",19.18
"926","2018-02-27",19.040001
"927","2018-02-28",18.360001
"928","2018-03-01",18.059999
"929","2018-03-02",18.34
"930","2018-03-05",18.129999
"931","2018-03-06",17.93
"932","2018-03-07",18.299999
"933","2018-03-08",18.799999
"934","2018-03-09",19.139999
"935","2018-03-12",19.58
"936","2018-03-13",20.35
"937","2018-03-14",20.24
"938","2018-03-15",19.790001
"939","2018-03-16",19.91
"940","2018-03-19",19.57
"941","2018-03-20",19.440001
"942","2018-03-21",19.51
"943","2018-03-22",19.120001
"944","2018-03-23",18.610001
"945","2018-03-26",18.610001
"946","2018-03-27",18.469999
"947","2018-03-28",18.469999
"948","2018-03-29",18.75
"949","2018-04-02",18.24
"950","2018-04-03",18.639999
"951","2018-04-04",19.02
"952","2018-04-05",19.139999
"953","2018-04-06",19.01
"954","2018-04-09",18.879999
"955","2018-04-10",19.25
"956","2018-04-11",19.209999
"957","2018-04-12",19.049999
"958","2018-04-13",18.959999
"959","2018-04-16",19.18
"960","2018-04-17",19.6
"961","2018-04-18",19.559999
"962","2018-04-19",19.48
"963","2018-04-20",19.309999
"964","2018-04-23",19.33
"965","2018-04-24",19.25
"966","2018-04-25",19.280001
"967","2018-04-26",19.209999
"968","2018-04-27",19.25
"969","2018-04-30",19.09
"970","2018-05-01",19.129999
"971","2018-05-02",18.969999
"972","2018-05-03",18.5
"973","2018-05-04",18.77
"974","2018-05-07",18.98
"975","2018-05-08",19.209999
"976","2018-05-09",19.43
"977","2018-05-10",14.63
"978","2018-05-11",14.91
"979","2018-05-14",16.120001
"980","2018-05-15",15.57
"981","2018-05-16",16
"982","2018-05-17",16.219999
"983","2018-05-18",16.629999
"984","2018-05-21",16.57
"985","2018-05-22",16.639999
"986","2018-05-23",16.59
"987","2018-05-24",16.559999
"988","2018-05-25",16
"989","2018-05-29",16.1
