"","date","RUTH"
"1","2007-01-03",18.35
"2","2007-01-04",19.5
"3","2007-01-05",19.620001
"4","2007-01-08",19.75
"5","2007-01-09",20.530001
"6","2007-01-10",20.75
"7","2007-01-11",21.49
"8","2007-01-12",21.959999
"9","2007-01-16",21.99
"10","2007-01-17",21.65
"11","2007-01-18",21.200001
"12","2007-01-19",21.129999
"13","2007-01-22",20.85
"14","2007-01-23",20.969999
"15","2007-01-24",21.34
"16","2007-01-25",21.32
"17","2007-01-26",21.34
"18","2007-01-29",21.42
"19","2007-01-30",21.51
"20","2007-01-31",21.48
"21","2007-02-01",21.52
"22","2007-02-02",21.43
"23","2007-02-05",21.32
"24","2007-02-06",21.24
"25","2007-02-07",21.65
"26","2007-02-08",21.889999
"27","2007-02-09",21.309999
"28","2007-02-12",21.190001
"29","2007-02-13",21.73
"30","2007-02-14",21.6
"31","2007-02-15",21.83
"32","2007-02-16",21.98
"33","2007-02-20",21.799999
"34","2007-02-21",22.57
"35","2007-02-22",22.5
"36","2007-02-23",22.6
"37","2007-02-26",22.67
"38","2007-02-27",22.450001
"39","2007-02-28",21.58
"40","2007-03-01",21.209999
"41","2007-03-02",20.92
"42","2007-03-05",20.34
"43","2007-03-06",21.5
"44","2007-03-07",21.35
"45","2007-03-08",21.120001
"46","2007-03-09",21.190001
"47","2007-03-12",21.129999
"48","2007-03-13",20.610001
"49","2007-03-14",20.969999
"50","2007-03-15",20.57
"51","2007-03-16",20.389999
"52","2007-03-19",20.549999
"53","2007-03-20",20.59
"54","2007-03-21",20.98
"55","2007-03-22",20.98
"56","2007-03-23",21
"57","2007-03-26",20.870001
"58","2007-03-27",20.870001
"59","2007-03-28",20.49
"60","2007-03-29",20.459999
"61","2007-03-30",20.360001
"62","2007-04-02",20.5
"63","2007-04-03",20.549999
"64","2007-04-04",20.18
"65","2007-04-05",20.469999
"66","2007-04-09",20.139999
"67","2007-04-10",20
"68","2007-04-11",19.549999
"69","2007-04-12",19.5
"70","2007-04-13",19.799999
"71","2007-04-16",20.35
"72","2007-04-17",20.32
"73","2007-04-18",20.4
"74","2007-04-19",20.5
"75","2007-04-20",20.48
"76","2007-04-23",20.25
"77","2007-04-24",20.1
"78","2007-04-25",20.440001
"79","2007-04-26",20.459999
"80","2007-04-27",20
"81","2007-04-30",19.85
"82","2007-05-01",19.83
"83","2007-05-02",18.59
"84","2007-05-03",18.66
"85","2007-05-04",18.83
"86","2007-05-07",18.559999
"87","2007-05-08",18.540001
"88","2007-05-09",18.5
"89","2007-05-10",18.01
"90","2007-05-11",18.15
"91","2007-05-14",18.16
"92","2007-05-15",18.030001
"93","2007-05-16",18.51
"94","2007-05-17",18.299999
"95","2007-05-18",18.469999
"96","2007-05-21",18.959999
"97","2007-05-22",19.01
"98","2007-05-23",18.98
"99","2007-05-24",18.809999
"100","2007-05-25",18.85
"101","2007-05-29",18.6
"102","2007-05-30",18.549999
"103","2007-05-31",18.309999
"104","2007-06-01",18.389999
"105","2007-06-04",18.58
"106","2007-06-05",18.43
"107","2007-06-06",18.34
"108","2007-06-07",18.25
"109","2007-06-08",18.24
"110","2007-06-11",18.02
"111","2007-06-12",17.57
"112","2007-06-13",17.809999
"113","2007-06-14",17.83
"114","2007-06-15",17.84
"115","2007-06-18",17.879999
"116","2007-06-19",17.58
"117","2007-06-20",17.42
"118","2007-06-21",17.360001
"119","2007-06-22",17.4
"120","2007-06-25",17.23
"121","2007-06-26",17.049999
"122","2007-06-27",16.950001
"123","2007-06-28",17.1
"124","2007-06-29",16.99
"125","2007-07-02",16.799999
"126","2007-07-03",17.25
"127","2007-07-05",17.27
"128","2007-07-06",17.35
"129","2007-07-09",17.360001
"130","2007-07-10",17.4
"131","2007-07-11",17.93
"132","2007-07-12",17.709999
"133","2007-07-13",18.139999
"134","2007-07-16",18.02
"135","2007-07-17",17.870001
"136","2007-07-18",17.530001
"137","2007-07-19",17.57
"138","2007-07-20",17.440001
"139","2007-07-23",17.469999
"140","2007-07-24",17.200001
"141","2007-07-25",17.200001
"142","2007-07-26",16.690001
"143","2007-07-27",16.76
"144","2007-07-30",16.92
"145","2007-07-31",16.719999
"146","2007-08-01",15.3
"147","2007-08-02",14.94
"148","2007-08-03",15.27
"149","2007-08-06",15.44
"150","2007-08-07",15.64
"151","2007-08-08",17.17
"152","2007-08-09",17.17
"153","2007-08-10",16.540001
"154","2007-08-13",16.09
"155","2007-08-14",16.27
"156","2007-08-15",16.43
"157","2007-08-16",16.68
"158","2007-08-17",16.780001
"159","2007-08-20",16.99
"160","2007-08-21",16.940001
"161","2007-08-22",16.889999
"162","2007-08-23",16.66
"163","2007-08-24",16.870001
"164","2007-08-27",16.76
"165","2007-08-28",16.35
"166","2007-08-29",16.690001
"167","2007-08-30",16.620001
"168","2007-08-31",16.620001
"169","2007-09-04",16.58
"170","2007-09-05",16.620001
"171","2007-09-06",16.469999
"172","2007-09-07",15.94
"173","2007-09-10",15.66
"174","2007-09-11",15.89
"175","2007-09-12",15.4
"176","2007-09-13",15.54
"177","2007-09-14",15.77
"178","2007-09-17",15.49
"179","2007-09-18",16.049999
"180","2007-09-19",16.33
"181","2007-09-20",16.440001
"182","2007-09-21",16.290001
"183","2007-09-24",15.85
"184","2007-09-25",15.04
"185","2007-09-26",15
"186","2007-09-27",14.44
"187","2007-09-28",14.25
"188","2007-10-01",14.15
"189","2007-10-02",14.19
"190","2007-10-03",14.46
"191","2007-10-04",14.35
"192","2007-10-05",14.35
"193","2007-10-08",14.08
"194","2007-10-09",14.18
"195","2007-10-10",14.08
"196","2007-10-11",13.78
"197","2007-10-12",13.39
"198","2007-10-15",13.65
"199","2007-10-16",13.42
"200","2007-10-17",13.61
"201","2007-10-18",13.82
"202","2007-10-19",13.5
"203","2007-10-22",13.6
"204","2007-10-23",13.51
"205","2007-10-24",13.22
"206","2007-10-25",12.96
"207","2007-10-26",12.67
"208","2007-10-29",12.79
"209","2007-10-30",12.76
"210","2007-10-31",12.64
"211","2007-11-01",12.47
"212","2007-11-02",12.13
"213","2007-11-05",12.3
"214","2007-11-06",12.56
"215","2007-11-07",12.19
"216","2007-11-08",12.32
"217","2007-11-09",12.16
"218","2007-11-12",12.32
"219","2007-11-13",12.55
"220","2007-11-14",12.63
"221","2007-11-15",12.48
"222","2007-11-16",12.48
"223","2007-11-19",12.39
"224","2007-11-20",12.07
"225","2007-11-21",12.02
"226","2007-11-23",11.98
"227","2007-11-26",12.16
"228","2007-11-27",11.91
"229","2007-11-28",12.19
"230","2007-11-29",12.01
"231","2007-11-30",12.1
"232","2007-12-03",11.67
"233","2007-12-04",11.25
"234","2007-12-05",10.93
"235","2007-12-06",11.29
"236","2007-12-07",11.15
"237","2007-12-10",11.24
"238","2007-12-11",11.09
"239","2007-12-12",11.04
"240","2007-12-13",10.91
"241","2007-12-14",10.41
"242","2007-12-17",10.53
"243","2007-12-18",10.27
"244","2007-12-19",9.86
"245","2007-12-20",8.97
"246","2007-12-21",9.14
"247","2007-12-24",9.06
"248","2007-12-26",9.12
"249","2007-12-27",9
"250","2007-12-28",8.76
"251","2007-12-31",8.94
"252","2008-01-02",8.6
"253","2008-01-03",8.41
"254","2008-01-04",8.18
"255","2008-01-07",8.22
"256","2008-01-08",7.8
"257","2008-01-09",7.35
"258","2008-01-10",7.21
"259","2008-01-11",6.89
"260","2008-01-14",7
"261","2008-01-15",6.77
"262","2008-01-16",7.07
"263","2008-01-17",6.89
"264","2008-01-18",6.95
"265","2008-01-22",6.78
"266","2008-01-23",7.45
"267","2008-01-24",7.6
"268","2008-01-25",8.01
"269","2008-01-28",7.89
"270","2008-01-29",7.77
"271","2008-01-30",7.94
"272","2008-01-31",8.28
"273","2008-02-01",8.65
"274","2008-02-04",8.58
"275","2008-02-05",8.04
"276","2008-02-06",7.87
