"","date","FSLR"
"1","2007-01-03",28.5
"2","2007-01-04",28.75
"3","2007-01-05",28.15
"4","2007-01-08",28.9
"5","2007-01-09",29.27
"6","2007-01-10",29.16
"7","2007-01-11",29.34
"8","2007-01-12",29.530001
"9","2007-01-16",29.27
"10","2007-01-17",29.02
"11","2007-01-18",28.32
"12","2007-01-19",27.709999
"13","2007-01-22",27.879999
"14","2007-01-23",28.85
"15","2007-01-24",29.15
"16","2007-01-25",29.43
"17","2007-01-26",29.139999
"18","2007-01-29",31.139999
"19","2007-01-30",32.720001
"20","2007-01-31",32.369999
"21","2007-02-01",32.66
"22","2007-02-02",31.200001
"23","2007-02-05",32.779999
"24","2007-02-06",32.810001
"25","2007-02-07",33.439999
"26","2007-02-08",33.790001
"27","2007-02-09",32.860001
"28","2007-02-12",33.099998
"29","2007-02-13",34.279999
"30","2007-02-14",43.720001
"31","2007-02-15",44.98
"32","2007-02-16",45.259998
"33","2007-02-20",49.209999
"34","2007-02-21",51.189999
"35","2007-02-22",49.200001
"36","2007-02-23",49.43
"37","2007-02-26",51.849998
"38","2007-02-27",49.009998
"39","2007-02-28",47.75
"40","2007-03-01",47.880001
"41","2007-03-02",46.27
"42","2007-03-05",44.130001
"43","2007-03-06",46.299999
"44","2007-03-07",47.619999
"45","2007-03-08",51.869999
"46","2007-03-09",52.060001
"47","2007-03-12",57.91
"48","2007-03-13",53.720001
"49","2007-03-14",54.459999
"50","2007-03-15",52.689999
"51","2007-03-16",51.52
"52","2007-03-19",52.5
"53","2007-03-20",52.299999
"54","2007-03-21",54.5
"55","2007-03-22",58.139999
"56","2007-03-23",58.25
"57","2007-03-26",57.009998
"58","2007-03-27",55.439999
"59","2007-03-28",54.5
"60","2007-03-29",53.200001
"61","2007-03-30",52.009998
"62","2007-04-02",55.889999
"63","2007-04-03",55.75
"64","2007-04-04",57.290001
"65","2007-04-05",56.459999
"66","2007-04-09",57.509998
"67","2007-04-10",60.150002
"68","2007-04-11",62.23
"69","2007-04-12",62.91
"70","2007-04-13",61.259998
"71","2007-04-16",64.940002
"72","2007-04-17",62.389999
"73","2007-04-18",61.759998
"74","2007-04-19",60.169998
"75","2007-04-20",60.91
"76","2007-04-23",63.139999
"77","2007-04-24",63.669998
"78","2007-04-25",64.889999
"79","2007-04-26",63.950001
"80","2007-04-27",63.639999
"81","2007-04-30",59.990002
"82","2007-05-01",55.560001
"83","2007-05-02",58.900002
"84","2007-05-03",57.950001
"85","2007-05-04",66.699997
"86","2007-05-07",69.629997
"87","2007-05-08",68.82
"88","2007-05-09",68.580002
"89","2007-05-10",68.699997
"90","2007-05-11",67.870003
"91","2007-05-14",65.260002
"92","2007-05-15",63.369999
"93","2007-05-16",64.129997
"94","2007-05-17",65.169998
"95","2007-05-18",63.419998
"96","2007-05-21",62.029999
"97","2007-05-22",64.900002
"98","2007-05-23",65.870003
"99","2007-05-24",65.029999
"100","2007-05-25",66.720001
"101","2007-05-29",67.129997
"102","2007-05-30",68.300003
"103","2007-05-31",68.040001
"104","2007-06-01",68.169998
"105","2007-06-04",68.779999
"106","2007-06-05",71.830002
"107","2007-06-06",71.360001
"108","2007-06-07",70.540001
"109","2007-06-08",71.220001
"110","2007-06-11",70.940002
"111","2007-06-12",71.040001
"112","2007-06-13",74.360001
"113","2007-06-14",74.959999
"114","2007-06-15",78.099998
"115","2007-06-18",78.279999
"116","2007-06-19",79.239998
"117","2007-06-20",80.82
"118","2007-06-21",80.209999
"119","2007-06-22",84.639999
"120","2007-06-25",86.349998
"121","2007-06-26",88.269997
"122","2007-06-27",88.660004
"123","2007-06-28",90.129997
"124","2007-06-29",89.290001
"125","2007-07-02",93.75
"126","2007-07-03",97.480003
"127","2007-07-05",94.529999
"128","2007-07-06",96.290001
"129","2007-07-09",119.339996
"130","2007-07-10",114.889999
"131","2007-07-11",113.449997
"132","2007-07-12",114.559998
"133","2007-07-13",115.970001
"134","2007-07-16",112.050003
"135","2007-07-17",109.400002
"136","2007-07-18",109.919998
"137","2007-07-19",111.639999
"138","2007-07-20",110.139999
"139","2007-07-23",108.75
"140","2007-07-24",107.160004
"141","2007-07-25",108.080002
"142","2007-07-26",107.389999
"143","2007-07-27",110.690002
"144","2007-07-30",120.279999
"145","2007-07-31",112.57
"146","2007-08-01",107.5
"147","2007-08-02",104.540001
"148","2007-08-03",100.050003
"149","2007-08-06",98.199997
"150","2007-08-07",105.32
"151","2007-08-08",109.900002
"152","2007-08-09",103
"153","2007-08-10",94.419998
"154","2007-08-13",95.540001
"155","2007-08-14",91.550003
"156","2007-08-15",87.540001
"157","2007-08-16",81.870003
"158","2007-08-17",85.209999
"159","2007-08-20",94.010002
"160","2007-08-21",96.489998
"161","2007-08-22",99.07
"162","2007-08-23",94.199997
"163","2007-08-24",97.550003
"164","2007-08-27",95.830002
"165","2007-08-28",90.959999
"166","2007-08-29",95.790001
"167","2007-08-30",102.489998
"168","2007-08-31",103.739998
"169","2007-09-04",106.980003
"170","2007-09-05",106.5
"171","2007-09-06",104.379997
"172","2007-09-07",99.940002
"173","2007-09-10",100.419998
"174","2007-09-11",102.190002
"175","2007-09-12",98.129997
"176","2007-09-13",99.900002
"177","2007-09-14",98.330002
"178","2007-09-17",94.860001
"179","2007-09-18",101.18
"180","2007-09-19",100.93
"181","2007-09-20",103
"182","2007-09-21",112.550003
"183","2007-09-24",112.800003
"184","2007-09-25",113.82
"185","2007-09-26",114.400002
"186","2007-09-27",110.029999
"187","2007-09-28",117.739998
"188","2007-10-01",126.959999
"189","2007-10-02",131.529999
"190","2007-10-03",127.919998
"191","2007-10-04",131.839996
"192","2007-10-05",137.029999
"193","2007-10-08",137.300003
"194","2007-10-09",137.220001
"195","2007-10-10",135.899994
"196","2007-10-11",130
"197","2007-10-12",135.720001
"198","2007-10-15",134.949997
"199","2007-10-16",138.929993
"200","2007-10-17",139.089996
"201","2007-10-18",140.570007
"202","2007-10-19",133.240005
"203","2007-10-22",136.899994
"204","2007-10-23",150.160004
"205","2007-10-24",148.380005
"206","2007-10-25",149.970001
"207","2007-10-26",150.440002
"208","2007-10-29",156.199997
"209","2007-10-30",149.75
"210","2007-10-31",158.809998
"211","2007-11-01",155.350006
"212","2007-11-02",146.559998
"213","2007-11-05",148.100006
"214","2007-11-06",169
"215","2007-11-07",167.119995
"216","2007-11-08",224.429993
"217","2007-11-09",206.850006
"218","2007-11-12",177.699997
"219","2007-11-13",188.070007
"220","2007-11-14",185.389999
"221","2007-11-15",190.949997
"222","2007-11-16",212.630005
"223","2007-11-19",215.759995
"224","2007-11-20",207.330002
"225","2007-11-21",212.5
"226","2007-11-23",210.130005
"227","2007-11-26",212
"228","2007-11-27",207.619995
"229","2007-11-28",215.880005
"230","2007-11-29",238.179993
"231","2007-11-30",237.149994
"232","2007-12-03",229.220001
"233","2007-12-04",214.539993
"234","2007-12-05",225.929993
"235","2007-12-06",218.399994
"236","2007-12-07",235.470001
"237","2007-12-10",250
"238","2007-12-11",236.289993
"239","2007-12-12",241.679993
"240","2007-12-13",248.350006
"241","2007-12-14",251.690002
"242","2007-12-17",231.970001
"243","2007-12-18",247.100006
"244","2007-12-19",247.979996
"245","2007-12-20",245.600006
"246","2007-12-21",266.399994
"247","2007-12-24",272.040009
"248","2007-12-26",280.910004
"249","2007-12-27",275.5
"250","2007-12-28",266.040009
"251","2007-12-31",267.140015
"252","2008-01-02",267.700012
"253","2008-01-03",265.869995
"254","2008-01-04",245.580002
"255","2008-01-07",236.839996
"256","2008-01-08",230.5
"257","2008-01-09",234.25
"258","2008-01-10",225.970001
"259","2008-01-11",221
"260","2008-01-14",224.759995
"261","2008-01-15",204.789993
"262","2008-01-16",181.559998
"263","2008-01-17",167.199997
"264","2008-01-18",175.880005
"265","2008-01-22",182.789993
"266","2008-01-23",165.779999
"267","2008-01-24",171.460007
"268","2008-01-25",171.279999
"269","2008-01-28",177
"270","2008-01-29",191.899994
"271","2008-01-30",184.350006
"272","2008-01-31",181.770004
"273","2008-02-01",185.940002
"274","2008-02-04",192.899994
"275","2008-02-05",178
"276","2008-02-06",171.710007
"277","2008-02-07",165.600006
"278","2008-02-08",173.190002
"279","2008-02-11",189.639999
"280","2008-02-12",175.559998
"281","2008-02-13",228.460007
"282","2008-02-14",224.110001
"283","2008-02-15",219.389999
"284","2008-02-19",211.940002
"285","2008-02-20",217
"286","2008-02-21",211.589996
"287","2008-02-22",211.740005
"288","2008-02-25",218.899994
"289","2008-02-26",220.690002
"290","2008-02-27",217.690002
"291","2008-02-28",205.259995
"292","2008-02-29",205.149994
"293","2008-03-03",207.490005
"294","2008-03-04",202.600006
"295","2008-03-05",213.190002
"296","2008-03-06",208.770004
"297","2008-03-07",196.820007
"298","2008-03-10",176.570007
"299","2008-03-11",198.110001
"300","2008-03-12",205.880005
"301","2008-03-13",207.289993
"302","2008-03-14",200.839996
"303","2008-03-17",193.899994
"304","2008-03-18",204.020004
