"","date","STNG"
"1","2010-03-31",125.599998
"2","2010-04-01",125.5
"3","2010-04-05",125.099998
"4","2010-04-06",122.699997
"5","2010-04-07",124.400002
"6","2010-04-08",122.900002
"7","2010-04-09",123.5
"8","2010-04-12",124.699997
"9","2010-04-13",126
"10","2010-04-14",126.900002
"11","2010-04-15",128.399994
"12","2010-04-16",128.199997
"13","2010-04-19",125.300003
"14","2010-04-20",127.300003
"15","2010-04-21",127.599998
"16","2010-04-22",127.400002
"17","2010-04-23",125.5
"18","2010-04-26",125.800003
"19","2010-04-27",125.099998
"20","2010-04-28",129
"21","2010-04-29",130
"22","2010-04-30",125
"23","2010-05-03",122
"24","2010-05-04",115.300003
"25","2010-05-05",109.199997
"26","2010-05-06",107.800003
"27","2010-05-07",109.400002
"28","2010-05-10",116.699997
"29","2010-05-11",112.699997
"30","2010-05-12",118.800003
"31","2010-05-13",115
"32","2010-05-14",111.099998
"33","2010-05-17",111.400002
"34","2010-05-18",114.199997
"35","2010-05-19",112.5
"36","2010-05-20",112.5
"37","2010-05-21",112.5
"38","2010-05-24",120.5
"39","2010-05-25",116.5
"40","2010-05-26",115.400002
"41","2010-05-27",115.5
"42","2010-05-28",115
"43","2010-06-01",110.199997
"44","2010-06-02",107.800003
"45","2010-06-03",108.400002
"46","2010-06-04",106.699997
"47","2010-06-07",105.099998
"48","2010-06-08",104.400002
"49","2010-06-09",103.599998
"50","2010-06-10",103.800003
"51","2010-06-11",103.800003
"52","2010-06-14",119.599998
"53","2010-06-15",117.900002
"54","2010-06-16",114.199997
"55","2010-06-17",109.900002
"56","2010-06-18",110
"57","2010-06-21",108.300003
"58","2010-06-22",104.400002
"59","2010-06-23",109
"60","2010-06-24",116.300003
"61","2010-06-25",118
"62","2010-06-28",115.5
"63","2010-06-29",111.699997
"64","2010-06-30",114.5
"65","2010-07-01",111.599998
"66","2010-07-02",107.699997
"67","2010-07-06",105.800003
"68","2010-07-07",109.5
"69","2010-07-08",110.800003
"70","2010-07-09",114.699997
"71","2010-07-12",112.900002
"72","2010-07-13",110
"73","2010-07-14",107.900002
"74","2010-07-15",106.900002
"75","2010-07-16",104.199997
"76","2010-07-19",104.599998
"77","2010-07-20",109.599998
"78","2010-07-21",106.5
"79","2010-07-22",114.699997
"80","2010-07-23",115.800003
"81","2010-07-26",115.400002
"82","2010-07-27",115.099998
"83","2010-07-28",110.199997
"84","2010-07-29",109.699997
"85","2010-07-30",109.5
"86","2010-08-02",108.800003
"87","2010-08-03",109.900002
"88","2010-08-04",113.099998
"89","2010-08-05",110.199997
"90","2010-08-06",107.199997
"91","2010-08-09",111.300003
"92","2010-08-10",108.699997
"93","2010-08-11",104.800003
"94","2010-08-12",106.199997
"95","2010-08-13",105
"96","2010-08-16",106.400002
"97","2010-08-17",109.099998
"98","2010-08-18",107.800003
"99","2010-08-19",107
"100","2010-08-20",106.400002
"101","2010-08-23",105.699997
"102","2010-08-24",105.599998
"103","2010-08-25",107.5
"104","2010-08-26",105.5
"105","2010-08-27",107.099998
"106","2010-08-30",104.199997
"107","2010-08-31",108.199997
"108","2010-09-01",109.800003
"109","2010-09-02",106.599998
"110","2010-09-03",107.400002
"111","2010-09-07",105.099998
"112","2010-09-08",106.300003
"113","2010-09-09",106.800003
"114","2010-09-10",107.599998
"115","2010-09-13",106.800003
"116","2010-09-14",106.699997
"117","2010-09-15",110.900002
"118","2010-09-16",110.099998
"119","2010-09-17",109.199997
"120","2010-09-20",112.900002
"121","2010-09-21",112.099998
"122","2010-09-22",112.300003
"123","2010-09-23",112.199997
"124","2010-09-24",114.199997
"125","2010-09-27",111.400002
"126","2010-09-28",111.699997
"127","2010-09-29",114
"128","2010-09-30",112.900002
"129","2010-10-01",112.800003
"130","2010-10-04",111.800003
"131","2010-10-05",114.400002
"132","2010-10-06",113.599998
"133","2010-10-07",112.400002
"134","2010-10-08",113.900002
"135","2010-10-11",115.099998
"136","2010-10-12",115.5
"137","2010-10-13",115.699997
"138","2010-10-14",116.300003
"139","2010-10-15",117.5
"140","2010-10-18",118.099998
"141","2010-10-19",116.300003
"142","2010-10-20",115.800003
"143","2010-10-21",115.699997
"144","2010-10-22",115.599998
"145","2010-10-25",117.400002
"146","2010-10-26",117.699997
"147","2010-10-27",117.199997
"148","2010-10-28",115.900002
"149","2010-10-29",116.800003
"150","2010-11-01",116.599998
"151","2010-11-02",117.699997
"152","2010-11-03",117.800003
"153","2010-11-04",117.699997
"154","2010-11-05",117.400002
"155","2010-11-08",114.900002
"156","2010-11-09",111.599998
"157","2010-11-10",110.199997
"158","2010-11-11",109.699997
"159","2010-11-12",109.300003
"160","2010-11-15",110.300003
"161","2010-11-16",98
"162","2010-11-17",99.800003
"163","2010-11-18",98.800003
"164","2010-11-19",98.900002
"165","2010-11-22",98.5
"166","2010-11-23",98.099998
"167","2010-11-24",98.599998
"168","2010-11-26",98.300003
"169","2010-11-29",99.900002
"170","2010-11-30",99.5
"171","2010-12-01",101.800003
"172","2010-12-02",102.5
"173","2010-12-03",102.800003
"174","2010-12-06",104.099998
"175","2010-12-07",103.400002
"176","2010-12-08",104.400002
"177","2010-12-09",107.099998
"178","2010-12-10",105.400002
"179","2010-12-13",104
"180","2010-12-14",103.900002
"181","2010-12-15",103
"182","2010-12-16",100.400002
"183","2010-12-17",100.099998
"184","2010-12-20",100.199997
"185","2010-12-21",102.800003
"186","2010-12-22",105.099998
"187","2010-12-23",106.099998
"188","2010-12-27",104.199997
"189","2010-12-28",101.800003
"190","2010-12-29",101.5
"191","2010-12-30",101.300003
"192","2010-12-31",101.099998
"193","2011-01-03",103.400002
"194","2011-01-04",104.5
"195","2011-01-05",107
"196","2011-01-06",105.400002
"197","2011-01-07",104.400002
"198","2011-01-10",106.099998
"199","2011-01-11",106.199997
"200","2011-01-12",106.599998
"201","2011-01-13",104.599998
"202","2011-01-14",105.199997
"203","2011-01-18",102.199997
"204","2011-01-19",100.400002
"205","2011-01-20",100.5
"206","2011-01-21",98.699997
"207","2011-01-24",100.900002
"208","2011-01-25",99.699997
"209","2011-01-26",100.800003
"210","2011-01-27",100.699997
"211","2011-01-28",99.400002
"212","2011-01-31",98.099998
"213","2011-02-01",102.5
"214","2011-02-02",101.300003
"215","2011-02-03",101.300003
"216","2011-02-04",103.400002
"217","2011-02-07",103.599998
"218","2011-02-08",105.699997
"219","2011-02-09",104.199997
"220","2011-02-10",101.5
"221","2011-02-11",102.699997
"222","2011-02-14",102.599998
"223","2011-02-15",105
"224","2011-02-16",103
"225","2011-02-17",101.400002
"226","2011-02-18",102.699997
"227","2011-02-22",100.900002
"228","2011-02-23",99.300003
"229","2011-02-24",100
"230","2011-02-25",103.900002
"231","2011-02-28",102.900002
"232","2011-03-01",100.5
"233","2011-03-02",101.400002
"234","2011-03-03",103.199997
"235","2011-03-04",102
"236","2011-03-07",101.300003
"237","2011-03-08",102
"238","2011-03-09",100.800003
"239","2011-03-10",98.199997
"240","2011-03-11",100.199997
"241","2011-03-14",103.800003
"242","2011-03-15",99.699997
"243","2011-03-16",99.199997
"244","2011-03-17",100.900002
"245","2011-03-18",101.199997
"246","2011-03-21",102.300003
"247","2011-03-22",99
"248","2011-03-23",101.099998
"249","2011-03-24",100.900002
"250","2011-03-25",102
"251","2011-03-28",101
"252","2011-03-29",103.199997
"253","2011-03-30",103.099998
"254","2011-03-31",103.199997
"255","2011-04-01",100.5
"256","2011-04-04",100.900002
"257","2011-04-05",103
"258","2011-04-06",105.199997
"259","2011-04-07",101.900002
"260","2011-04-08",102
"261","2011-04-11",101.5
"262","2011-04-12",101.5
"263","2011-04-13",101.599998
"264","2011-04-14",103.5
"265","2011-04-15",105.400002
"266","2011-04-18",105.199997
"267","2011-04-19",105
"268","2011-04-20",107.199997
"269","2011-04-21",105.900002
"270","2011-04-25",105.699997
"271","2011-04-26",107.800003
"272","2011-04-27",113.099998
"273","2011-04-28",113.699997
"274","2011-04-29",117.699997
"275","2011-05-02",115.699997
"276","2011-05-03",111.400002
"277","2011-05-04",110
"278","2011-05-05",110.599998
"279","2011-05-06",110.699997
"280","2011-05-09",110.5
"281","2011-05-10",110.5
"282","2011-05-11",109
"283","2011-05-12",112.5
"284","2011-05-13",107.5
"285","2011-05-16",106.5
"286","2011-05-17",105
"287","2011-05-18",105
"288","2011-05-19",105.900002
"289","2011-05-20",105
"290","2011-05-23",104.5
"291","2011-05-24",101.300003
"292","2011-05-25",100.400002
"293","2011-05-26",100.699997
"294","2011-05-27",102.099998
"295","2011-05-31",100.900002
"296","2011-06-01",100.199997
"297","2011-06-02",100.900002
"298","2011-06-03",100.199997
"299","2011-06-06",100
"300","2011-06-07",99.599998
"301","2011-06-08",97
"302","2011-06-09",97.900002
"303","2011-06-10",93.699997
"304","2011-06-13",95.800003
"305","2011-06-14",95.300003
"306","2011-06-15",93
"307","2011-06-16",97.699997
"308","2011-06-17",94.300003
"309","2011-06-20",96.800003
"310","2011-06-21",99
"311","2011-06-22",96.400002
"312","2011-06-23",95.900002
"313","2011-06-24",98.099998
"314","2011-06-27",98.800003
"315","2011-06-28",99.400002
"316","2011-06-29",97.800003
"317","2011-06-30",99.900002
"318","2011-07-01",99.800003
"319","2011-07-05",100.199997
"320","2011-07-06",98.400002
"321","2011-07-07",97.300003
"322","2011-07-08",97.300003
"323","2011-07-11",94.800003
"324","2011-07-12",91.099998
"325","2011-07-13",89.800003
"326","2011-07-14",87.400002
"327","2011-07-15",87
"328","2011-07-18",83.400002
"329","2011-07-19",85.800003
"330","2011-07-20",83.099998
"331","2011-07-21",83.900002
"332","2011-07-22",82.699997
"333","2011-07-25",80.199997
"334","2011-07-26",79.199997
"335","2011-07-27",76
"336","2011-07-28",74.599998
"337","2011-07-29",73.900002
"338","2011-08-01",75.199997
"339","2011-08-02",71.900002
"340","2011-08-03",73
"341","2011-08-04",74.800003
