"","date","SPH"
"1","2007-01-03",37.490002
"2","2007-01-04",36.580002
"3","2007-01-05",35.93
"4","2007-01-08",36.34
"5","2007-01-09",36.57
"6","2007-01-10",36.970001
"7","2007-01-11",37.400002
"8","2007-01-12",37.439999
"9","2007-01-16",37.650002
"10","2007-01-17",37.650002
"11","2007-01-18",37.5
"12","2007-01-19",37.330002
"13","2007-01-22",37.34
"14","2007-01-23",37.57
"15","2007-01-24",37.5
"16","2007-01-25",37.380001
"17","2007-01-26",37.720001
"18","2007-01-29",38.080002
"19","2007-01-30",38.18
"20","2007-01-31",38.5
"21","2007-02-01",38.709999
"22","2007-02-02",37.970001
"23","2007-02-05",37.91
"24","2007-02-06",38.189999
"25","2007-02-07",37.700001
"26","2007-02-08",39.75
"27","2007-02-09",41.799999
"28","2007-02-12",42.139999
"29","2007-02-13",43.099998
"30","2007-02-14",43.200001
"31","2007-02-15",42.669998
"32","2007-02-16",42.419998
"33","2007-02-20",43.279999
"34","2007-02-21",43.25
"35","2007-02-22",43.540001
"36","2007-02-23",43.200001
"37","2007-02-26",42.889999
"38","2007-02-27",42.110001
"39","2007-02-28",42.599998
"40","2007-03-01",43.119999
"41","2007-03-02",43.02
"42","2007-03-05",42.43
"43","2007-03-06",42.02
"44","2007-03-07",41.419998
"45","2007-03-08",42.200001
"46","2007-03-09",42.09
"47","2007-03-12",42.59
"48","2007-03-13",42.139999
"49","2007-03-14",41.919998
"50","2007-03-15",41.5
"51","2007-03-16",41.400002
"52","2007-03-19",41.59
"53","2007-03-20",41.689999
"54","2007-03-21",42.700001
"55","2007-03-22",42.75
"56","2007-03-23",43.169998
"57","2007-03-26",43.099998
"58","2007-03-27",43.110001
"59","2007-03-28",43.330002
"60","2007-03-29",43.5
"61","2007-03-30",44
"62","2007-04-02",44.610001
"63","2007-04-03",44.540001
"64","2007-04-04",44.810001
"65","2007-04-05",45.549999
"66","2007-04-09",45.360001
"67","2007-04-10",46
"68","2007-04-11",45.990002
"69","2007-04-12",46.450001
"70","2007-04-13",46.380001
"71","2007-04-16",47.200001
"72","2007-04-17",47.73
"73","2007-04-18",46.080002
"74","2007-04-19",45.650002
"75","2007-04-20",46.25
"76","2007-04-23",46.419998
"77","2007-04-24",46.900002
"78","2007-04-25",47.400002
"79","2007-04-26",48.16
"80","2007-04-27",48.5
"81","2007-04-30",49
"82","2007-05-01",47.84
"83","2007-05-02",48.439999
"84","2007-05-03",48.580002
"85","2007-05-04",47.25
"86","2007-05-07",46.790001
"87","2007-05-08",46.740002
"88","2007-05-09",47.700001
"89","2007-05-10",46.810001
"90","2007-05-11",47.380001
"91","2007-05-14",48.77
"92","2007-05-15",47.799999
"93","2007-05-16",46.990002
"94","2007-05-17",46.91
"95","2007-05-18",46.990002
"96","2007-05-21",47.77
"97","2007-05-22",47.869999
"98","2007-05-23",48.310001
"99","2007-05-24",46.740002
"100","2007-05-25",46.759998
"101","2007-05-29",48.049999
"102","2007-05-30",48.619999
"103","2007-05-31",48.5
"104","2007-06-01",48.459999
"105","2007-06-04",48.400002
"106","2007-06-05",48.34
"107","2007-06-06",48.610001
"108","2007-06-07",47.549999
"109","2007-06-08",47.349998
"110","2007-06-11",48.18
"111","2007-06-12",47.330002
"112","2007-06-13",48.32
"113","2007-06-14",48.549999
"114","2007-06-15",48.330002
"115","2007-06-18",47.880001
"116","2007-06-19",47.939999
"117","2007-06-20",47.150002
"118","2007-06-21",47.759998
"119","2007-06-22",47.580002
"120","2007-06-25",47.189999
"121","2007-06-26",47.099998
"122","2007-06-27",47.310001
"123","2007-06-28",47.509998
"124","2007-06-29",47.869999
"125","2007-07-02",48.029999
"126","2007-07-03",47.98
"127","2007-07-05",48.93
"128","2007-07-06",48.66
"129","2007-07-09",48.799999
"130","2007-07-10",48.700001
"131","2007-07-11",48.119999
"132","2007-07-12",48.389999
"133","2007-07-13",48.830002
"134","2007-07-16",48.709999
"135","2007-07-17",48.59
"136","2007-07-18",48.549999
"137","2007-07-19",48.959999
"138","2007-07-20",48.830002
"139","2007-07-23",49.16
"140","2007-07-24",48.459999
"141","2007-07-25",48.650002
"142","2007-07-26",48.200001
"143","2007-07-27",48.16
"144","2007-07-30",48.119999
"145","2007-07-31",48.009998
"146","2007-08-01",47.290001
"147","2007-08-02",46.639999
"148","2007-08-03",43.27
"149","2007-08-06",40.549999
"150","2007-08-07",44.049999
"151","2007-08-08",43.200001
"152","2007-08-09",41.889999
"153","2007-08-10",42.279999
"154","2007-08-13",44.27
"155","2007-08-14",43.799999
"156","2007-08-15",43.84
"157","2007-08-16",42.599998
