"","date","NTR"
"1","2018-01-02",54.75
"2","2018-01-03",55.360001
"3","2018-01-04",55.549999
"4","2018-01-05",55.73
"5","2018-01-08",53.84
"6","2018-01-09",52.68
"7","2018-01-10",51.900002
"8","2018-01-11",53.25
"9","2018-01-12",53.43
"10","2018-01-16",53.049999
"11","2018-01-17",52.810001
"12","2018-01-18",53.189999
"13","2018-01-19",53
"14","2018-01-22",53.07
"15","2018-01-23",53.68
"16","2018-01-24",53.599998
"17","2018-01-25",53.049999
"18","2018-01-26",54
"19","2018-01-29",53.689999
"20","2018-01-30",53.040001
"21","2018-01-31",52.34
"22","2018-02-01",51.540001
"23","2018-02-02",49.98
"24","2018-02-05",48.290001
"25","2018-02-06",46.860001
"26","2018-02-07",46.810001
"27","2018-02-08",45.049999
"28","2018-02-09",44.509998
"29","2018-02-12",45.549999
"30","2018-02-13",44.700001
"31","2018-02-14",44.540001
"32","2018-02-15",44.59
"33","2018-02-16",44.419998
"34","2018-02-20",45.029999
"35","2018-02-21",47.080002
"36","2018-02-22",47.580002
"37","2018-02-23",50.32
"38","2018-02-26",50.130001
"39","2018-02-27",49.630001
"40","2018-02-28",49.25
"41","2018-03-01",49.490002
"42","2018-03-02",49.48
"43","2018-03-05",51.799999
"44","2018-03-06",51.560001
"45","2018-03-07",51.040001
"46","2018-03-08",50.57
"47","2018-03-09",52.150002
"48","2018-03-12",50.68
"49","2018-03-13",50.549999
"50","2018-03-14",50.450001
"51","2018-03-15",50
"52","2018-03-16",49.57
"53","2018-03-19",48.720001
"54","2018-03-20",47.889999
"55","2018-03-21",48.59
"56","2018-03-22",47.330002
"57","2018-03-23",46.990002
"58","2018-03-26",47.169998
"59","2018-03-27",47.209999
"60","2018-03-28",45.810001
"61","2018-03-29",47.259998
"62","2018-04-02",45.830002
"63","2018-04-03",45.77
"64","2018-04-04",45.099998
"65","2018-04-05",46.099998
"66","2018-04-06",44.950001
"67","2018-04-09",46.240002
"68","2018-04-10",46.75
"69","2018-04-11",46.43
"70","2018-04-12",47.02
"71","2018-04-13",46.68
"72","2018-04-16",46.810001
"73","2018-04-17",47.099998
"74","2018-04-18",48.240002
"75","2018-04-19",47.619999
"76","2018-04-20",46.740002
"77","2018-04-23",46
"78","2018-04-24",45.619999
"79","2018-04-25",46.349998
"80","2018-04-26",46.630001
"81","2018-04-27",46.259998
"82","2018-04-30",45.529999
"83","2018-05-01",45.82
"84","2018-05-02",46.02
"85","2018-05-03",46
"86","2018-05-04",46.529999
"87","2018-05-07",46.240002
"88","2018-05-08",47.650002
"89","2018-05-09",48.689999
"90","2018-05-10",49.220001
"91","2018-05-11",48.869999
"92","2018-05-14",50.5
"93","2018-05-15",51.700001
"94","2018-05-16",51.720001
"95","2018-05-17",51.529999
"96","2018-05-18",51.439999
"97","2018-05-21",52.110001
"98","2018-05-22",51.060001
"99","2018-05-23",51.380001
"100","2018-05-24",51.139999
"101","2018-05-25",50.700001
"102","2018-05-29",50.07
"103","2018-05-30",51.099998
"104","2018-05-31",50.650002
"105","2018-06-01",50.759998
"106","2018-06-04",50.400002
"107","2018-06-05",50.59
"108","2018-06-06",52.669998
"109","2018-06-07",52.5
"110","2018-06-08",52.669998
"111","2018-06-11",52.73
"112","2018-06-12",52.689999
"113","2018-06-13",53.549999
"114","2018-06-14",53.73
"115","2018-06-15",53.549999
"116","2018-06-18",53.48
"117","2018-06-19",52.77
"118","2018-06-20",52.310001
"119","2018-06-21",52.75
"120","2018-06-22",53.689999
"121","2018-06-25",53.959999
"122","2018-06-26",54.610001
"123","2018-06-27",53.73
"124","2018-06-28",53.380001
"125","2018-06-29",54.380001
"126","2018-07-02",53.77
"127","2018-07-03",54.32
"128","2018-07-05",53.490002
"129","2018-07-06",54.009998
"130","2018-07-09",53.630001
"131","2018-07-10",54.34
"132","2018-07-11",52.509998
"133","2018-07-12",53.049999
"134","2018-07-13",53.07
"135","2018-07-16",52.740002
"136","2018-07-17",52.700001
"137","2018-07-18",52.299999
"138","2018-07-19",52
"139","2018-07-20",52.450001
"140","2018-07-23",51.91
"141","2018-07-24",52.5
"142","2018-07-25",52.959999
"143","2018-07-26",53.740002
"144","2018-07-27",53.779999
"145","2018-07-30",53.240002
"146","2018-07-31",54.209999
"147","2018-08-01",54.380001
"148","2018-08-02",57.68
"149","2018-08-03",57.75
"150","2018-08-06",57.459999
"151","2018-08-07",56.619999
"152","2018-08-08",56.869999
"153","2018-08-09",58.049999
"154","2018-08-10",57.060001
"155","2018-08-13",56.02
"156","2018-08-14",56.349998
"157","2018-08-15",54.990002
"158","2018-08-16",54.990002
"159","2018-08-17",55.959999
"160","2018-08-20",55.529999
"161","2018-08-21",54.959999
"162","2018-08-22",55.040001
"163","2018-08-23",55.029999
"164","2018-08-24",55.240002
"165","2018-08-27",56.200001
"166","2018-08-28",56.400002
"167","2018-08-29",57.509998
"168","2018-08-30",57.049999
"169","2018-08-31",56.630001
"170","2018-09-04",55.349998
"171","2018-09-05",54.810001
"172","2018-09-06",54.740002
"173","2018-09-07",54.82
"174","2018-09-10",55.299999
"175","2018-09-11",55.970001
"176","2018-09-12",56.27
"177","2018-09-13",56.450001
"178","2018-09-14",55.970001
"179","2018-09-17",57.84
"180","2018-09-18",58.41
"181","2018-09-19",58.619999
"182","2018-09-20",57.82
"183","2018-09-21",57.279999
"184","2018-09-24",56.889999
"185","2018-09-25",57.709999
"186","2018-09-26",57.52
"187","2018-09-27",57.25
"188","2018-09-28",57.700001
"189","2018-10-01",58.389999
"190","2018-10-02",58.279999
"191","2018-10-03",58.040001
"192","2018-10-04",58.009998
"193","2018-10-05",58.02
"194","2018-10-08",58.68
"195","2018-10-09",57.580002
"196","2018-10-10",54.93
"197","2018-10-11",54.060001
"198","2018-10-12",54.07
"199","2018-10-15",53.880001
"200","2018-10-16",55.779999
"201","2018-10-17",55.66
"202","2018-10-18",54.540001
"203","2018-10-19",55.84
"204","2018-10-22",54.580002
"205","2018-10-23",52.790001
"206","2018-10-24",50.700001
"207","2018-10-25",51.369999
"208","2018-10-26",51.700001
"209","2018-10-29",51.009998
"210","2018-10-30",51.779999
"211","2018-10-31",52.93
"212","2018-11-01",55.18
"213","2018-11-02",55.169998
"214","2018-11-05",54.200001
"215","2018-11-06",56.98
"216","2018-11-07",57.450001
"217","2018-11-08",56.540001
"218","2018-11-09",56.150002
"219","2018-11-12",55.07
"220","2018-11-13",54.52
"221","2018-11-14",52.48
"222","2018-11-15",53.529999
"223","2018-11-16",53.75
"224","2018-11-19",52.240002
"225","2018-11-20",50.77
"226","2018-11-21",51.220001
"227","2018-11-23",50.630001
"228","2018-11-26",51.610001
"229","2018-11-27",50.619999
"230","2018-11-28",50.98
"231","2018-11-29",51.349998
"232","2018-11-30",51.560001
"233","2018-12-03",52.279999
"234","2018-12-04",51.209999
"235","2018-12-06",51.73
"236","2018-12-07",49.860001
"237","2018-12-10",48.880001
"238","2018-12-11",47.900002
"239","2018-12-12",47.580002
"240","2018-12-13",47.02
"241","2018-12-14",46.98
"242","2018-12-17",45.59
"243","2018-12-18",45.639999
"244","2018-12-19",45.43
"245","2018-12-20",45.029999
"246","2018-12-21",44.75
"247","2018-12-24",44.150002
"248","2018-12-26",46.41
"249","2018-12-27",47.290001
"250","2018-12-28",46.200001
"251","2018-12-31",47
"252","2019-01-02",46.259998
"253","2019-01-03",45.049999
"254","2019-01-04",47.130001
"255","2019-01-07",47.740002
"256","2019-01-08",49.209999
"257","2019-01-09",49.41
"258","2019-01-10",50.049999
"259","2019-01-11",49.869999
"260","2019-01-14",49.68
"261","2019-01-15",49.669998
"262","2019-01-16",49.57
"263","2019-01-17",51
"264","2019-01-18",51.290001
"265","2019-01-22",50.810001
"266","2019-01-23",50.610001
"267","2019-01-24",50.959999
"268","2019-01-25",51.66
"269","2019-01-28",51.5
"270","2019-01-29",51.610001
"271","2019-01-30",52.049999
"272","2019-01-31",51.82
"273","2019-02-01",52.209999
"274","2019-02-04",52.07
"275","2019-02-05",51.959999
"276","2019-02-06",51.810001
"277","2019-02-07",52.310001
"278","2019-02-08",52.66
