"","date","FRBK"
"127","2007-07-05",9.79
"128","2007-07-06",9.84
"129","2007-07-09",9.75
"130","2007-07-10",9.72
"131","2007-07-11",9.86
"132","2007-07-12",9.79
"133","2007-07-13",9.86
"134","2007-07-16",9.75
"135","2007-07-17",9.75
"136","2007-07-18",9.74
"137","2007-07-19",9.84
"138","2007-07-20",8.97
"139","2007-07-23",8.34
"140","2007-07-24",8.16
"141","2007-07-25",8.18
"142","2007-07-26",8.34
"143","2007-07-27",8.1
"144","2007-07-30",8.19
"145","2007-07-31",8.15
"146","2007-08-01",7.98
"147","2007-08-02",7.92
"148","2007-08-03",7.94
"149","2007-08-06",8
"150","2007-08-07",8.24
"151","2007-08-08",8.5
"152","2007-08-09",8.31
"153","2007-08-10",8.18
"154","2007-08-13",8.1
"155","2007-08-14",8.11
"156","2007-08-15",8
"157","2007-08-16",7.69
"158","2007-08-17",7.98
"159","2007-08-20",8.1
"160","2007-08-21",8
"161","2007-08-22",8.1
"162","2007-08-23",8.16
"163","2007-08-24",8.13
"164","2007-08-27",8.04
"165","2007-08-28",8.15
"166","2007-08-29",8.02
"167","2007-08-30",8.01
"168","2007-08-31",8.05
"169","2007-09-04",8.04
"170","2007-09-05",8.03
"171","2007-09-06",8.02
"172","2007-09-07",8.1
"173","2007-09-10",8
"174","2007-09-11",7.95
"175","2007-09-12",8.01
"176","2007-09-13",7.99
"177","2007-09-14",7.96
"178","2007-09-17",7.95
"179","2007-09-18",8
"180","2007-09-19",7.95
"181","2007-09-20",7.95
"182","2007-09-21",7.8
"183","2007-09-24",8
"184","2007-09-25",8
"185","2007-09-26",8.06
"186","2007-09-27",8.14
"187","2007-09-28",8
"188","2007-10-01",7.99
"189","2007-10-02",8.09
"190","2007-10-03",8
"191","2007-10-04",7.99
"192","2007-10-05",8
"193","2007-10-08",8.15
"194","2007-10-09",8.09
"195","2007-10-10",7.84
"196","2007-10-11",7.97
"197","2007-10-12",7.95
"198","2007-10-15",8
"199","2007-10-16",7.93
"200","2007-10-17",7.97
"201","2007-10-18",7.99
"202","2007-10-19",7.73
"203","2007-10-22",7.85
"204","2007-10-23",7.8
"205","2007-10-24",7.85
"206","2007-10-25",8.3
"207","2007-10-26",8
"208","2007-10-29",8.89
"209","2007-10-30",8.2
"210","2007-10-31",8.84
"211","2007-11-01",8.65
"212","2007-11-02",8.3
"213","2007-11-05",8.35
"214","2007-11-06",8.4
"215","2007-11-07",8.26
"216","2007-11-08",8
"217","2007-11-09",8.19
"218","2007-11-12",8.34
"219","2007-11-13",8.3
"220","2007-11-14",8.39
"221","2007-11-15",8.34
"222","2007-11-16",8.15
"223","2007-11-19",8.08
"224","2007-11-20",7.77
"225","2007-11-21",7.98
"226","2007-11-23",7.98
"227","2007-11-26",7.82
"228","2007-11-27",7.75
"229","2007-11-28",7.75
"230","2007-11-29",7.79
"231","2007-11-30",7.6
"232","2007-12-03",7.52
"233","2007-12-04",7.5
"234","2007-12-05",7.31
"235","2007-12-06",7.26
"236","2007-12-07",7.33
"237","2007-12-10",7.52
"238","2007-12-11",7.6
"239","2007-12-12",7.52
"240","2007-12-13",7.19
"241","2007-12-14",7.2
"242","2007-12-17",7.24
"243","2007-12-18",7.09
"244","2007-12-19",7.08
"245","2007-12-20",7.1
"246","2007-12-21",7.01
"247","2007-12-24",7
"248","2007-12-26",6.96
"249","2007-12-27",6.95
"250","2007-12-28",7
"251","2007-12-31",6.95
"252","2008-01-02",7.29
"253","2008-01-03",7.24
"254","2008-01-04",6.87
"255","2008-01-07",6.68
"256","2008-01-08",6.66
"257","2008-01-09",6.92
"258","2008-01-10",6.69
"259","2008-01-11",7.08
"260","2008-01-14",6.83
"261","2008-01-15",6.68
"262","2008-01-16",6.74
"263","2008-01-17",6.67
"264","2008-01-18",5.9
"265","2008-01-22",5.99
"266","2008-01-23",6.3
"267","2008-01-24",6.77
"268","2008-01-25",6.79
"269","2008-01-28",6.77
"270","2008-01-29",6.79
"271","2008-01-30",6.57
"272","2008-01-31",6.76
"273","2008-02-01",6.76
"274","2008-02-04",6.86
"275","2008-02-05",6.81
"276","2008-02-06",6.71
"277","2008-02-07",6.88
"278","2008-02-08",6.5
"279","2008-02-11",6.55
"280","2008-02-12",6.65
"281","2008-02-13",6.65
"282","2008-02-14",6.65
"283","2008-02-15",6.45
"284","2008-02-19",6
"285","2008-02-20",6.17
"286","2008-02-21",6.18
"287","2008-02-22",6.15
"288","2008-02-25",6.22
"289","2008-02-26",6.18
"290","2008-02-27",6.24
"291","2008-02-28",6.2
"292","2008-02-29",6.2
"293","2008-03-03",6.15
"294","2008-03-04",6.15
"295","2008-03-05",6.15
"296","2008-03-06",6
"297","2008-03-07",6
"298","2008-03-10",5.36
"299","2008-03-11",5.81
"300","2008-03-12",5.75
"301","2008-03-13",5.5
"302","2008-03-14",5.5
"303","2008-03-17",5.37
"304","2008-03-18",5.26
"305","2008-03-19",5.2
"306","2008-03-20",5.2
"307","2008-03-24",5.2
"308","2008-03-25",5
"309","2008-03-26",5.08
"310","2008-03-27",5.19
"311","2008-03-28",5.19
"312","2008-03-31",4.93
"313","2008-04-01",5.12
"314","2008-04-02",5.14
"315","2008-04-03",5.07
"316","2008-04-04",5.2
"317","2008-04-07",5.2
"318","2008-04-08",5.06
"319","2008-04-09",5.1
"320","2008-04-10",5.02
"321","2008-04-11",5.01
"322","2008-04-14",4.85
"323","2008-04-15",4.84
"324","2008-04-16",4.9
"325","2008-04-17",4.98
"326","2008-04-18",5.09
"327","2008-04-21",5.21
"328","2008-04-22",5.04
"329","2008-04-23",5
"330","2008-04-24",5
"331","2008-04-25",4.96
"332","2008-04-28",4.93
"333","2008-04-29",4.9
"334","2008-04-30",4.92
"335","2008-05-01",4.81
"336","2008-05-02",4.75
"337","2008-05-05",4.71
"338","2008-05-06",4.85
"339","2008-05-07",4.92
"340","2008-05-08",4.99
"341","2008-05-09",5.08
"342","2008-05-12",4.92
"343","2008-05-13",4.97
"344","2008-05-14",5.25
"345","2008-05-15",5.09
"346","2008-05-16",5.08
"347","2008-05-19",5.05
"348","2008-05-20",4.85
"349","2008-05-21",5.11
"350","2008-05-22",4.88
"351","2008-05-23",4.88
"352","2008-05-27",4.79
"353","2008-05-28",4.73
"354","2008-05-29",4.65
"355","2008-05-30",4.66
"356","2008-06-02",4.7
"357","2008-06-03",4.7
"358","2008-06-04",4.65
"359","2008-06-05",4.46
"360","2008-06-06",4.61
"361","2008-06-09",4.37
"362","2008-06-10",5.85
"363","2008-06-11",6.78
"364","2008-06-12",6.9
"365","2008-06-13",6.85
"366","2008-06-16",7.09
"367","2008-06-17",7.57
"368","2008-06-18",7.47
"369","2008-06-19",7.07
"370","2008-06-20",7.06
"371","2008-06-23",7.42
"372","2008-06-24",7.21
"373","2008-06-25",7.12
"374","2008-06-26",7.19
"375","2008-06-27",7.5
"376","2008-06-30",7.26
"377","2008-07-01",7.25
"378","2008-07-02",7.05
"379","2008-07-03",7.33
"380","2008-07-07",7.24
"381","2008-07-08",7.15
"382","2008-07-09",6.75
"383","2008-07-10",6.64
"384","2008-07-11",6.72
"385","2008-07-14",6.58
"386","2008-07-15",6.39
"387","2008-07-16",6.53
"388","2008-07-17",6.33
"389","2008-07-18",6.4
"390","2008-07-21",6.75
"391","2008-07-22",6.81
"392","2008-07-23",6.7
"393","2008-07-24",6.95
"394","2008-07-25",6.84
"395","2008-07-28",6.87
"396","2008-07-29",6.9
"397","2008-07-30",6.95
"398","2008-07-31",7.24
"399","2008-08-01",7.27
"400","2008-08-04",7.3
"401","2008-08-05",7.21
"402","2008-08-06",7.55
"403","2008-08-07",7.69
"404","2008-08-08",8
"405","2008-08-11",8.17
"406","2008-08-12",8.15
"407","2008-08-13",7.95
"408","2008-08-14",8.08
"409","2008-08-15",8.05
"410","2008-08-18",8.07
"411","2008-08-19",8.16
"412","2008-08-20",8.08
"413","2008-08-21",8.1
"414","2008-08-22",8.1
"415","2008-08-25",8.19
"416","2008-08-26",8
"417","2008-08-27",8.4
"418","2008-08-28",8.67
"419","2008-08-29",8.99
"420","2008-09-02",9.65
"421","2008-09-03",10.25
"422","2008-09-04",10.11
"423","2008-09-05",10.12
"424","2008-09-08",9.98
"425","2008-09-09",9.88
"426","2008-09-10",9.99
"427","2008-09-11",9.92
"428","2008-09-12",9.87
"429","2008-09-15",9.48
"430","2008-09-16",9.44
"431","2008-09-17",9.14
"432","2008-09-18",9.3
"433","2008-09-19",9.45
"434","2008-09-22",9.46
"435","2008-09-23",9.4
"436","2008-09-24",9.35
"437","2008-09-25",9.12
"438","2008-09-26",8.3
"439","2008-09-29",7.58
"440","2008-09-30",8.61
"441","2008-10-01",8.4
"442","2008-10-02",8.47
"443","2008-10-03",8.64
"444","2008-10-06",7.99
"445","2008-10-07",8.89
"446","2008-10-08",7.99
"447","2008-10-09",8
"448","2008-10-10",7.68
"449","2008-10-13",7.86
"450","2008-10-14",7.77
"451","2008-10-15",7.54
"452","2008-10-16",7.65
"453","2008-10-17",7.76
"454","2008-10-20",8
"455","2008-10-21",8
"456","2008-10-22",7.92
"457","2008-10-23",7.66
"458","2008-10-24",7.82
"459","2008-10-27",8
"460","2008-10-28",7.75
"461","2008-10-29",7.75
"462","2008-10-30",7.99
"463","2008-10-31",8
"464","2008-11-03",8.39
"465","2008-11-04",8.65
"466","2008-11-05",8.88
"467","2008-11-06",8.77
"468","2008-11-07",8.75
"469","2008-11-10",8.8
"470","2008-11-11",8.52
"471","2008-11-12",8.72
"472","2008-11-13",9
"473","2008-11-14",8.9
"474","2008-11-17",8.93
"475","2008-11-18",8.75
"476","2008-11-19",8.9
"477","2008-11-20",8.7
"478","2008-11-21",8.1
"479","2008-11-24",7.95
"480","2008-11-25",7.72
"481","2008-11-26",8.2
"482","2008-11-28",8.31
"483","2008-12-01",8.08
"484","2008-12-02",8.11
"485","2008-12-03",8.26
"486","2008-12-04",8.25
"487","2008-12-05",8.25
"488","2008-12-08",8.7
"489","2008-12-09",8.58
"490","2008-12-10",8.31
"491","2008-12-11",8.23
"492","2008-12-12",8.3
"493","2008-12-15",8.4
"494","2008-12-16",8.6
"495","2008-12-17",8.57
"496","2008-12-18",8.84
"497","2008-12-19",8.42
"498","2008-12-22",8.64
"499","2008-12-23",8.55
"500","2008-12-24",8.5
"501","2008-12-26",8.69
"502","2008-12-29",8.65
"503","2008-12-30",8.8
"504","2008-12-31",8.8
"505","2009-01-02",9
"506","2009-01-05",8.83
"507","2009-01-06",8.77
"508","2009-01-07",8.66
"509","2009-01-08",8.69
"510","2009-01-09",8.66
"511","2009-01-12",8.51
"512","2009-01-13",8.5
"513","2009-01-14",8.57
"514","2009-01-15",8.32
"515","2009-01-16",8.45
"516","2009-01-20",7.85
"517","2009-01-21",7.85
"518","2009-01-22",7.68
"519","2009-01-23",7.42
"520","2009-01-26",7.05
"521","2009-01-27",7.15
"522","2009-01-28",7.85
"523","2009-01-29",7.6
"524","2009-01-30",7.52
"525","2009-02-02",7.6
"526","2009-02-03",7.57
"527","2009-02-04",7.6
"528","2009-02-05",7.45
"529","2009-02-06",7.65
"530","2009-02-09",7.6
"531","2009-02-10",7.37
"532","2009-02-11",7.21
"533","2009-02-12",7.24
"534","2009-02-13",7.36
"535","2009-02-17",6.88
"536","2009-02-18",6.75
"537","2009-02-19",5.7
"538","2009-02-20",6.03
"539","2009-02-23",5.86
"540","2009-02-24",6.04
"541","2009-02-25",5.76
"542","2009-02-26",5.7
"543","2009-02-27",5.74
"544","2009-03-02",4.93
"545","2009-03-03",4.37
"546","2009-03-04",4.45
"547","2009-03-05",4.47
"548","2009-03-06",4.69
"549","2009-03-09",4.98
"550","2009-03-10",5.9
"551","2009-03-11",5.5
"552","2009-03-12",6.74
"553","2009-03-13",6.37
"554","2009-03-16",6.42
"555","2009-03-17",6.49
"556","2009-03-18",6.75
"557","2009-03-19",6.8
"558","2009-03-20",6.79
"559","2009-03-23",7.27
"560","2009-03-24",7.35
"561","2009-03-25",7.36
"562","2009-03-26",7.38
"563","2009-03-27",7.2
"564","2009-03-30",7.19
"565","2009-03-31",7.13
"566","2009-04-01",7.4
"567","2009-04-02",7.39
"568","2009-04-03",7.68
"569","2009-04-06",7.68
"570","2009-04-07",7.4
"571","2009-04-08",7.6
"572","2009-04-09",7.98
"573","2009-04-13",8.28
"574","2009-04-14",8.15
"575","2009-04-15",8.34
"576","2009-04-16",8.37
"577","2009-04-17",8.45
"578","2009-04-20",8.37
"579","2009-04-21",8.01
"580","2009-04-22",8.27
"581","2009-04-23",8.17
"582","2009-04-24",8.29
"583","2009-04-27",7.97
"584","2009-04-28",8.39
"585","2009-04-29",8.22
"586","2009-04-30",8.37
"587","2009-05-01",8.04
"588","2009-05-04",8.18
"589","2009-05-05",7.95
"590","2009-05-06",8.13
"591","2009-05-07",8.08
"592","2009-05-08",8.5
"593","2009-05-11",8.43
"594","2009-05-12",8.13
"595","2009-05-13",8.02
"596","2009-05-14",7.79
"597","2009-05-15",8.12
"598","2009-05-18",8.15
"599","2009-05-19",8.34
"600","2009-05-20",8.21
"601","2009-05-21",8.12
"602","2009-05-22",7.86
"603","2009-05-26",7.92
"604","2009-05-27",7.26
"605","2009-05-28",7.46
"606","2009-05-29",7.78
"607","2009-06-01",7.41
"608","2009-06-02",7.76
"609","2009-06-03",7.5
"610","2009-06-04",7.53
"611","2009-06-05",7.45
"612","2009-06-08",7.59
"613","2009-06-09",7.46
"614","2009-06-10",7.51
"615","2009-06-11",7.84
"616","2009-06-12",7.97
"617","2009-06-15",7.75
"618","2009-06-16",7.62
"619","2009-06-17",7.71
"620","2009-06-18",7.68
"621","2009-06-19",7.54
"622","2009-06-22",7.51
"623","2009-06-23",7.39
"624","2009-06-24",7.36
"625","2009-06-25",7.38
"626","2009-06-26",7.93
"627","2009-06-29",7.64
"628","2009-06-30",7.8
"629","2009-07-01",7.93
"630","2009-07-02",7.9
"631","2009-07-06",7.83
"632","2009-07-07",7.64
"633","2009-07-08",7.22
"634","2009-07-09",7.23
"635","2009-07-10",7.12
"636","2009-07-13",7.23
"637","2009-07-14",7.13
"638","2009-07-15",7.17
"639","2009-07-16",7.24
"640","2009-07-17",6.99
"641","2009-07-20",7.2
"642","2009-07-21",6.94
"643","2009-07-22",7.02
"644","2009-07-23",6.93
"645","2009-07-24",7
"646","2009-07-27",7.08
"647","2009-07-28",7.12
"648","2009-07-29",7.1
"649","2009-07-30",7.1
"650","2009-07-31",7.07
"651","2009-08-03",7.1
"652","2009-08-04",7.17
"653","2009-08-05",7.03
"654","2009-08-06",7.06
"655","2009-08-07",6.93
"656","2009-08-10",6.93
"657","2009-08-11",6.57
"658","2009-08-12",6.9
"659","2009-08-13",6.92
"660","2009-08-14",6.73
"661","2009-08-17",6.61
"662","2009-08-18",6.85
"663","2009-08-19",6.81
"664","2009-08-20",6.93
"665","2009-08-21",6.82
"666","2009-08-24",6.83
"667","2009-08-25",6.67
"668","2009-08-26",6.7
"669","2009-08-27",6.74
"670","2009-08-28",6.56
"671","2009-08-31",6.18
"672","2009-09-01",5.79
"673","2009-09-02",5.71
"674","2009-09-03",5.94
"675","2009-09-04",6.13
"676","2009-09-08",5.89
"677","2009-09-09",5.67
"678","2009-09-10",5.61
"679","2009-09-11",5.53
"680","2009-09-14",5.62
"681","2009-09-15",5.79
"682","2009-09-16",5.91
"683","2009-09-17",5.87
"684","2009-09-18",5.83
"685","2009-09-21",5.54
"686","2009-09-22",5.35
"687","2009-09-23",5.35
"688","2009-09-24",4.96
"689","2009-09-25",4.44
"690","2009-09-28",4.53
"691","2009-09-29",4.7
"692","2009-09-30",4.54
"693","2009-10-01",4.49
"694","2009-10-02",4.52
"695","2009-10-05",4.54
"696","2009-10-06",4.64
"697","2009-10-07",4.72
"698","2009-10-08",4.86
"699","2009-10-09",4.94
"700","2009-10-12",4.83
"701","2009-10-13",4.74
"702","2009-10-14",4.87
"703","2009-10-15",4.93
"704","2009-10-16",4.81
"705","2009-10-19",4.64
"706","2009-10-20",4.49
"707","2009-10-21",4.5
"708","2009-10-22",4.49
"709","2009-10-23",4.5
"710","2009-10-26",4.36
"711","2009-10-27",4.35
"712","2009-10-28",4.33
"713","2009-10-29",4.45
"714","2009-10-30",4.4
"715","2009-11-02",4.29
"716","2009-11-03",4.23
"717","2009-11-04",4.14
"718","2009-11-05",4.16
"719","2009-11-06",4.08
"720","2009-11-09",4.12
"721","2009-11-10",4.12
"722","2009-11-11",4.07
"723","2009-11-12",3.89
"724","2009-11-13",3.93
"725","2009-11-16",4.17
"726","2009-11-17",4.19
"727","2009-11-18",4.16
"728","2009-11-19",4.02
"729","2009-11-20",4
"730","2009-11-23",3.99
"731","2009-11-24",4.01
"732","2009-11-25",4.02
"733","2009-11-27",3.94
"734","2009-11-30",3.88
"735","2009-12-01",3.93
"736","2009-12-02",3.89
"737","2009-12-03",3.84
"738","2009-12-04",3.91
"739","2009-12-07",3.9
"740","2009-12-08",3.91
"741","2009-12-09",3.93
"742","2009-12-10",3.98
"743","2009-12-11",4.05
"744","2009-12-14",4.17
"745","2009-12-15",4.15
"746","2009-12-16",4.11
"747","2009-12-17",4.08
"748","2009-12-18",4.15
"749","2009-12-21",4.16
"750","2009-12-22",4.1
"751","2009-12-23",4.13
"752","2009-12-24",4.32
"753","2009-12-28",4.24
"754","2009-12-29",4.38
"755","2009-12-30",4.37
"756","2009-12-31",4.27
"757","2010-01-04",4.54
"758","2010-01-05",4.76
"759","2010-01-06",4.66
"760","2010-01-07",4.85
"761","2010-01-08",4.94
"762","2010-01-11",4.92
"763","2010-01-12",4.81
"764","2010-01-13",4.92
"765","2010-01-14",4.81
"766","2010-01-15",4.75
"767","2010-01-19",5.12
"768","2010-01-20",5.05
"769","2010-01-21",4.66
"770","2010-01-22",4.55
"771","2010-01-25",4.59
"772","2010-01-26",4.51
"773","2010-01-27",4.5
"774","2010-01-28",4.35
"775","2010-01-29",4.37
"776","2010-02-01",4.61
"777","2010-02-02",4.5
"778","2010-02-03",4.4
"779","2010-02-04",4.16
"780","2010-02-05",4.15
"781","2010-02-08",3.92
"782","2010-02-09",4.05
"783","2010-02-10",3.98
"784","2010-02-11",4.1
"785","2010-02-12",4.11
"786","2010-02-16",4.24
"787","2010-02-17",4.32
"788","2010-02-18",4.38
"789","2010-02-19",4.34
"790","2010-02-22",4.27
"791","2010-02-23",4.24
"792","2010-02-24",4.26
"793","2010-02-25",4.25
"794","2010-02-26",4.16
"795","2010-03-01",4.2
"796","2010-03-02",4.25
"797","2010-03-03",4.24
"798","2010-03-04",4.23
"799","2010-03-05",4.4
"800","2010-03-08",4.34
"801","2010-03-09",4.41
"802","2010-03-10",4.19
"803","2010-03-11",4.2
"804","2010-03-12",4.24
"805","2010-03-15",4.4
"806","2010-03-16",3.22
"807","2010-03-17",3.32
"808","2010-03-18",3.28
"809","2010-03-19",3.32
"810","2010-03-22",3.51
"811","2010-03-23",3.5
"812","2010-03-24",3.44
"813","2010-03-25",3.61
"814","2010-03-26",3.76
"815","2010-03-29",4.03
"816","2010-03-30",4.1
"817","2010-03-31",3.87
"818","2010-04-01",3.83
"819","2010-04-05",4.08
"820","2010-04-06",4.21
"821","2010-04-07",4.25
"822","2010-04-08",4.16
"823","2010-04-09",4.1
"824","2010-04-12",3.91
"825","2010-04-13",3.93
"826","2010-04-14",4
"827","2010-04-15",3.8
"828","2010-04-16",3.72
"829","2010-04-19",3.91
"830","2010-04-20",3.83
"831","2010-04-21",3.96
"832","2010-04-22",3.94
"833","2010-04-23",3.93
"834","2010-04-26",4.1
"835","2010-04-27",4.1
"836","2010-04-28",4.14
"837","2010-04-29",3.95
"838","2010-04-30",3.73
"839","2010-05-03",3.59
"840","2010-05-04",3.42
"841","2010-05-05",3.26
"842","2010-05-06",3.58
"843","2010-05-07",3.29
"844","2010-05-10",3.38
"845","2010-05-11",3.46
"846","2010-05-12",3.66
"847","2010-05-13",3.61
"848","2010-05-14",3.4
"849","2010-05-17",3.28
"850","2010-05-18",3.12
"851","2010-05-19",3.15
"852","2010-05-20",3.03
"853","2010-05-21",3.03
"854","2010-05-24",3
"855","2010-05-25",3.07
"856","2010-05-26",3.24
"857","2010-05-27",3.13
"858","2010-05-28",2.97
"859","2010-06-01",2.83
"860","2010-06-02",2.7
"861","2010-06-03",2.61
"862","2010-06-04",2.56
"863","2010-06-07",2.15
"864","2010-06-08",2.1
"865","2010-06-09",2.22
"866","2010-06-10",2.25
"867","2010-06-11",2.45
"868","2010-06-14",2.4
"869","2010-06-15",2.38
"870","2010-06-16",2.37
"871","2010-06-17",2.41
"872","2010-06-18",2.38
"873","2010-06-21",2.02
"874","2010-06-22",1.8
"875","2010-06-23",1.87
"876","2010-06-24",1.86
"877","2010-06-25",1.82
"878","2010-06-28",1.95
"879","2010-06-29",1.96
"880","2010-06-30",1.95
"881","2010-07-01",1.87
"882","2010-07-02",1.86
"883","2010-07-06",1.93
"884","2010-07-07",1.94
"885","2010-07-08",2.05
"886","2010-07-09",2.21
"887","2010-07-12",2.35
"888","2010-07-13",2.31
"889","2010-07-14",2.19
"890","2010-07-15",2.21
"891","2010-07-16",2.17
"892","2010-07-19",2.14
"893","2010-07-20",2.14
"894","2010-07-21",2.06
"895","2010-07-22",1.99
"896","2010-07-23",2
"897","2010-07-26",2.05
"898","2010-07-27",2.05
"899","2010-07-28",2.08
"900","2010-07-29",2.07
"901","2010-07-30",2.02
"902","2010-08-02",2.05
"903","2010-08-03",1.99
"904","2010-08-04",2.03
"905","2010-08-05",2.05
"906","2010-08-06",2.06
"907","2010-08-09",1.99
"908","2010-08-10",2
"909","2010-08-11",2.05
"910","2010-08-12",1.96
"911","2010-08-13",2
"912","2010-08-16",1.95
"913","2010-08-17",1.94
"914","2010-08-18",1.93
"915","2010-08-19",1.9
"916","2010-08-20",1.85
"917","2010-08-23",1.76
"918","2010-08-24",1.71
"919","2010-08-25",1.83
"920","2010-08-26",1.63
"921","2010-08-27",1.63
"922","2010-08-30",1.69
"923","2010-08-31",1.75
"924","2010-09-01",1.88
"925","2010-09-02",1.8
"926","2010-09-03",1.78
"927","2010-09-07",1.75
"928","2010-09-08",1.66
"929","2010-09-09",1.68
"930","2010-09-10",1.83
"931","2010-09-13",1.86
"932","2010-09-14",1.82
"933","2010-09-15",1.99
"934","2010-09-16",2.18
"935","2010-09-17",2
"936","2010-09-20",2.05
"937","2010-09-21",2.05
"938","2010-09-22",2
"939","2010-09-23",1.95
"940","2010-09-24",1.95
"941","2010-09-27",1.94
"942","2010-09-28",1.9
"943","2010-09-29",1.97
"944","2010-09-30",2.03
"945","2010-10-01",1.98
"946","2010-10-04",1.97
"947","2010-10-05",1.95
"948","2010-10-06",1.93
"949","2010-10-07",1.91
"950","2010-10-08",2.01
"951","2010-10-11",2
"952","2010-10-12",2.06
"953","2010-10-13",2.07
"954","2010-10-14",2.06
"955","2010-10-15",2.16
"956","2010-10-18",2.22
"957","2010-10-19",2.17
"958","2010-10-20",2.29
"959","2010-10-21",2.14
"960","2010-10-22",2.11
"961","2010-10-25",2.1
"962","2010-10-26",2.08
"963","2010-10-27",2.05
"964","2010-10-28",2.05
"965","2010-10-29",2.17
"966","2010-11-01",2.13
"967","2010-11-02",2.17
"968","2010-11-03",2.08
"969","2010-11-04",2.14
"970","2010-11-05",2.2
"971","2010-11-08",2.21
"972","2010-11-09",2.2
"973","2010-11-10",2.16
"974","2010-11-11",2.11
"975","2010-11-12",2.1
"976","2010-11-15",2.12
"977","2010-11-16",2.15
"978","2010-11-17",2.08
"979","2010-11-18",2.2
"980","2010-11-19",2.23
"981","2010-11-22",2.19
"982","2010-11-23",2.14
"983","2010-11-24",2.13
"984","2010-11-26",2.14
"985","2010-11-29",2.05
"986","2010-11-30",2.09
"987","2010-12-01",2.04
"988","2010-12-02",2.02
"989","2010-12-03",2
"990","2010-12-06",2.02
"991","2010-12-07",2.05
"992","2010-12-08",2.05
"993","2010-12-09",2.14
"994","2010-12-10",2.16
"995","2010-12-13",2.19
"996","2010-12-14",2.2
"997","2010-12-15",2.21
"998","2010-12-16",2.21
"999","2010-12-17",2.19
"1000","2010-12-20",2.2
