"","date","WB"
"1","2014-04-17",20.24
"2","2014-04-21",22.610001
"3","2014-04-22",23.15
"4","2014-04-23",21.41
"5","2014-04-24",20.440001
"6","2014-04-25",19.209999
"7","2014-04-28",17.51
"8","2014-04-29",18.299999
"9","2014-04-30",19.559999
"10","2014-05-01",20.219999
"11","2014-05-02",20.030001
"12","2014-05-05",19.75
"13","2014-05-06",18.57
"14","2014-05-07",17.549999
"15","2014-05-08",17.969999
"16","2014-05-09",17.860001
"17","2014-05-12",19.52
"18","2014-05-13",20.059999
"19","2014-05-14",19.549999
"20","2014-05-15",19.719999
"21","2014-05-16",19.75
"22","2014-05-19",19.549999
"23","2014-05-20",19.07
"24","2014-05-21",20.25
"25","2014-05-22",18.049999
"26","2014-05-23",18.07
"27","2014-05-27",17.950001
"28","2014-05-28",18.370001
"29","2014-05-29",19.15
"30","2014-05-30",18.52
"31","2014-06-02",18.35
"32","2014-06-03",18.32
"33","2014-06-04",18.780001
"34","2014-06-05",18.959999
"35","2014-06-06",18.540001
"36","2014-06-09",18.65
"37","2014-06-10",18.91
"38","2014-06-11",19.209999
"39","2014-06-12",18.940001
"40","2014-06-13",19.209999
"41","2014-06-16",19.309999
"42","2014-06-17",20.799999
"43","2014-06-18",21.23
"44","2014-06-19",20.120001
"45","2014-06-20",19.879999
"46","2014-06-23",19.48
"47","2014-06-24",19.870001
"48","2014-06-25",20.34
"49","2014-06-26",20.469999
"50","2014-06-27",20.639999
"51","2014-06-30",20.48
"52","2014-07-01",21.370001
"53","2014-07-02",22
"54","2014-07-03",21.040001
"55","2014-07-07",19.92
"56","2014-07-08",18.940001
"57","2014-07-09",19.549999
"58","2014-07-10",19.280001
"59","2014-07-11",19.299999
"60","2014-07-14",19.25
"61","2014-07-15",19.1
"62","2014-07-16",19.030001
"63","2014-07-17",18.91
"64","2014-07-18",19.040001
"65","2014-07-21",19.16
"66","2014-07-22",19.51
"67","2014-07-23",19.32
"68","2014-07-24",19.639999
"69","2014-07-25",20.16
"70","2014-07-28",19.59
"71","2014-07-29",19.559999
"72","2014-07-30",20.41
"73","2014-07-31",19.559999
"74","2014-08-01",19.040001
"75","2014-08-04",19.629999
"76","2014-08-05",19.48
"77","2014-08-06",19.200001
"78","2014-08-07",19.24
"79","2014-08-08",19.530001
"80","2014-08-11",20
"81","2014-08-12",20.09
"82","2014-08-13",20.32
"83","2014-08-14",21.459999
"84","2014-08-15",19.950001
"85","2014-08-18",20
"86","2014-08-19",19.66
"87","2014-08-20",19.360001
"88","2014-08-21",19.52
"89","2014-08-22",19.42
"90","2014-08-25",19.379999
"91","2014-08-26",19.52
"92","2014-08-27",19.379999
"93","2014-08-28",19.5
"94","2014-08-29",19.92
"95","2014-09-02",20
"96","2014-09-03",19.889999
"97","2014-09-04",20.35
"98","2014-09-05",19.809999
"99","2014-09-08",20.120001
"100","2014-09-09",21.49
"101","2014-09-10",21.49
"102","2014-09-11",24.34
"103","2014-09-12",23.809999
"104","2014-09-15",21.049999
"105","2014-09-16",21.549999
"106","2014-09-17",21.08
"107","2014-09-18",21.440001
"108","2014-09-19",21.01
"109","2014-09-22",19.809999
"110","2014-09-23",19.59
"111","2014-09-24",19.969999
"112","2014-09-25",19.139999
"113","2014-09-26",19.639999
"114","2014-09-29",19.209999
"115","2014-09-30",18.690001
"116","2014-10-01",17.969999
"117","2014-10-02",18.299999
"118","2014-10-03",18.33
"119","2014-10-06",17.719999
"120","2014-10-07",17.379999
"121","2014-10-08",18.129999
"122","2014-10-09",17.52
"123","2014-10-10",17
"124","2014-10-13",17.15
"125","2014-10-14",17.16
"126","2014-10-15",17.879999
"127","2014-10-16",18.25
"128","2014-10-17",18.030001
"129","2014-10-20",18.450001
"130","2014-10-21",18.469999
"131","2014-10-22",18.27
"132","2014-10-23",18.43
"133","2014-10-24",18.27
"134","2014-10-27",17.950001
"135","2014-10-28",18.120001
"136","2014-10-29",17.889999
"137","2014-10-30",18.040001
"138","2014-10-31",18.51
"139","2014-11-03",18.85
"140","2014-11-04",19.66
"141","2014-11-05",18.940001
"142","2014-11-06",18.9
"143","2014-11-07",19.030001
"144","2014-11-10",19.74
"145","2014-11-11",19.299999
"146","2014-11-12",19.469999
"147","2014-11-13",19.620001
"148","2014-11-14",18.93
"149","2014-11-17",18.52
"150","2014-11-18",18.280001
"151","2014-11-19",18.02
"152","2014-11-20",18.120001
"153","2014-11-21",18.34
"154","2014-11-24",18.59
"155","2014-11-25",18.290001
"156","2014-11-26",18.030001
"157","2014-11-28",17.950001
"158","2014-12-01",17.26
"159","2014-12-02",17.1
"160","2014-12-03",17.1
"161","2014-12-04",17.139999
"162","2014-12-05",17.08
"163","2014-12-08",16.58
"164","2014-12-09",16.139999
"165","2014-12-10",16
"166","2014-12-11",15.8
"167","2014-12-12",16.030001
"168","2014-12-15",15.58
"169","2014-12-16",14.57
"170","2014-12-17",14.24
"171","2014-12-18",15.28
"172","2014-12-19",15.78
"173","2014-12-22",15.26
"174","2014-12-23",14.78
"175","2014-12-24",14.75
"176","2014-12-26",14.81
"177","2014-12-29",14.5
"178","2014-12-30",14.34
"179","2014-12-31",14.24
"180","2015-01-02",14.53
"181","2015-01-05",14.46
"182","2015-01-06",14.54
"183","2015-01-07",14.29
"184","2015-01-08",14.31
"185","2015-01-09",14.13
"186","2015-01-12",13.73
"187","2015-01-13",13.22
"188","2015-01-14",13.02
"189","2015-01-15",12.5
"190","2015-01-16",12.74
"191","2015-01-20",12.97
"192","2015-01-21",13.11
"193","2015-01-22",13.13
"194","2015-01-23",13.25
"195","2015-01-26",13.05
"196","2015-01-27",12.89
"197","2015-01-28",12.51
"198","2015-01-29",12.66
"199","2015-01-30",12.44
"200","2015-02-02",12.48
"201","2015-02-03",12.62
"202","2015-02-04",12.84
"203","2015-02-05",12.41
"204","2015-02-06",12.49
"205","2015-02-09",12.43
"206","2015-02-10",12.61
"207","2015-02-11",13.05
"208","2015-02-12",13.47
"209","2015-02-13",13.3
"210","2015-02-17",13.45
"211","2015-02-18",14.19
"212","2015-02-19",13.98
"213","2015-02-20",13.76
"214","2015-02-23",13.11
"215","2015-02-24",13.31
"216","2015-02-25",13.27
"217","2015-02-26",13.26
"218","2015-02-27",13.34
"219","2015-03-02",13.42
"220","2015-03-03",13.66
"221","2015-03-04",13.85
"222","2015-03-05",14.63
"223","2015-03-06",14.62
"224","2015-03-09",14.55
"225","2015-03-10",14.88
"226","2015-03-11",15.02
"227","2015-03-12",14.87
"228","2015-03-13",14.18
"229","2015-03-16",14.16
"230","2015-03-17",13.55
"231","2015-03-18",13.47
"232","2015-03-19",13.52
"233","2015-03-20",13.51
"234","2015-03-23",13.93
"235","2015-03-24",13.79
"236","2015-03-25",13.41
"237","2015-03-26",13.2
"238","2015-03-27",12.93
"239","2015-03-30",12.83
"240","2015-03-31",12.89
"241","2015-04-01",12.98
"242","2015-04-02",13.33
"243","2015-04-06",13.2
"244","2015-04-07",13.52
"245","2015-04-08",15.3
"246","2015-04-09",15.09
"247","2015-04-10",14.88
"248","2015-04-13",14.3
"249","2015-04-14",14.5
"250","2015-04-15",15.05
"251","2015-04-16",14.96
"252","2015-04-17",14.78
"253","2015-04-20",14.53
"254","2015-04-21",14.53
"255","2015-04-22",16.09
"256","2015-04-23",15.89
"257","2015-04-24",17.200001
"258","2015-04-27",17.26
"259","2015-04-28",16.66
"260","2015-04-29",16.9
"261","2015-04-30",16.68
"262","2015-05-01",16.620001
"263","2015-05-04",16.860001
"264","2015-05-05",16.59
"265","2015-05-06",16.57
"266","2015-05-07",16.709999
"267","2015-05-08",16.620001
"268","2015-05-11",17.09
"269","2015-05-12",16.969999
"270","2015-05-13",16.790001
"271","2015-05-14",17.07
"272","2015-05-15",16.6
"273","2015-05-18",15.66
"274","2015-05-19",15.14
"275","2015-05-20",15.32
"276","2015-05-21",15.55
"277","2015-05-22",16.23
"278","2015-05-26",15.67
"279","2015-05-27",15.95
"280","2015-05-28",16.01
"281","2015-05-29",15.85
"282","2015-06-01",16.879999
"283","2015-06-02",17.6
"284","2015-06-03",19.16
"285","2015-06-04",18.51
"286","2015-06-05",19.76
"287","2015-06-08",19.77
"288","2015-06-09",19.290001
"289","2015-06-10",19.440001
"290","2015-06-11",20.08
"291","2015-06-12",20.299999
"292","2015-06-15",19.559999
"293","2015-06-16",18.809999
"294","2015-06-17",20.059999
"295","2015-06-18",19.26
"296","2015-06-19",18.940001
"297","2015-06-22",18.690001
"298","2015-06-23",19.540001
"299","2015-06-24",19.030001
"300","2015-06-25",18.719999
"301","2015-06-26",17.73
"302","2015-06-29",16.950001
"303","2015-06-30",17.139999
"304","2015-07-01",16.780001
"305","2015-07-02",16.76
"306","2015-07-06",14.18
"307","2015-07-07",13.4
"308","2015-07-08",13.45
"309","2015-07-09",15.3
"310","2015-07-10",15.46
"311","2015-07-13",15.09
"312","2015-07-14",14.94
"313","2015-07-15",14.06
"314","2015-07-16",14.3
"315","2015-07-17",14.54
"316","2015-07-20",14.52
"317","2015-07-21",14.79
"318","2015-07-22",14.6
"319","2015-07-23",14.92
"320","2015-07-24",14.48
"321","2015-07-27",13.87
"322","2015-07-28",14.09
"323","2015-07-29",14.19
"324","2015-07-30",13.76
"325","2015-07-31",14.03
"326","2015-08-03",13.69
"327","2015-08-04",14.12
"328","2015-08-05",13.87
"329","2015-08-06",14.13
"330","2015-08-07",13.81
"331","2015-08-10",14.57
"332","2015-08-11",13.8
"333","2015-08-12",13.25
"334","2015-08-13",13.25
"335","2015-08-14",13.6
"336","2015-08-17",13.09
"337","2015-08-18",13.44
"338","2015-08-19",13.39
"339","2015-08-20",12.61
"340","2015-08-21",12.16
"341","2015-08-24",9.67
"342","2015-08-25",10.66
"343","2015-08-26",11
"344","2015-08-27",11.89
"345","2015-08-28",12.31
"346","2015-08-31",12.13
"347","2015-09-01",12.33
"348","2015-09-02",12.51
"349","2015-09-03",12.46
"350","2015-09-04",11.87
"351","2015-09-08",12
"352","2015-09-09",11.81
"353","2015-09-10",11.57
"354","2015-09-11",11.73
"355","2015-09-14",11.3
"356","2015-09-15",11.36
"357","2015-09-16",12.05
"358","2015-09-17",12.05
"359","2015-09-18",12.09
"360","2015-09-21",11.81
"361","2015-09-22",11.74
"362","2015-09-23",11.16
"363","2015-09-24",11.52
"364","2015-09-25",11.44
"365","2015-09-28",11.34
"366","2015-09-29",11.24
"367","2015-09-30",11.69
"368","2015-10-01",11.49
"369","2015-10-02",12.88
"370","2015-10-05",13.02
"371","2015-10-06",13.05
"372","2015-10-07",13.45
"373","2015-10-08",13.39
"374","2015-10-09",13.39
"375","2015-10-12",13.26
"376","2015-10-13",13.52
"377","2015-10-14",13.08
"378","2015-10-15",13.73
"379","2015-10-16",15.57
"380","2015-10-19",15.79
"381","2015-10-20",15.91
"382","2015-10-21",15.71
"383","2015-10-22",16.370001
"384","2015-10-23",16.65
"385","2015-10-26",17.02
"386","2015-10-27",17
"387","2015-10-28",17.25
"388","2015-10-29",16.15
"389","2015-10-30",16.120001
"390","2015-11-02",16.77
"391","2015-11-03",17.24
"392","2015-11-04",17.51
"393","2015-11-05",17.66
"394","2015-11-06",17.809999
"395","2015-11-09",17.82
"396","2015-11-10",17.6
"397","2015-11-11",17.52
"398","2015-11-12",17.959999
"399","2015-11-13",16.540001
"400","2015-11-16",16.98
"401","2015-11-17",17.09
"402","2015-11-18",17.67
"403","2015-11-19",18.02
"404","2015-11-20",17.84
"405","2015-11-23",17.959999
"406","2015-11-24",17.84
"407","2015-11-25",18.51
"408","2015-11-27",17.870001
"409","2015-11-30",18.6
"410","2015-12-01",18.639999
"411","2015-12-02",18.690001
"412","2015-12-03",18.459999
"413","2015-12-04",18.709999
"414","2015-12-07",18.84
"415","2015-12-08",18.780001
"416","2015-12-09",18.700001
"417","2015-12-10",18.450001
"418","2015-12-11",18.25
"419","2015-12-14",18.33
"420","2015-12-15",18.549999
"421","2015-12-16",18.9
"422","2015-12-17",19.82
"423","2015-12-18",19.32
"424","2015-12-21",19.700001
"425","2015-12-22",20.18
"426","2015-12-23",20.41
"427","2015-12-24",19.99
"428","2015-12-28",19.9
"429","2015-12-29",19.889999
"430","2015-12-30",19.48
"431","2015-12-31",19.5
"432","2016-01-04",18.860001
"433","2016-01-05",19.27
"434","2016-01-06",18.940001
"435","2016-01-07",17.049999
"436","2016-01-08",17.42
"437","2016-01-11",16.65
"438","2016-01-12",16.99
"439","2016-01-13",16.459999
"440","2016-01-14",16.790001
"441","2016-01-15",15.88
"442","2016-01-19",16.02
"443","2016-01-20",15.63
"444","2016-01-21",15.84
"445","2016-01-22",16.209999
"446","2016-01-25",16.309999
"447","2016-01-26",15.55
"448","2016-01-27",15.52
"449","2016-01-28",15
"450","2016-01-29",15.22
"451","2016-02-01",15.61
"452","2016-02-02",14.7
"453","2016-02-03",14.41
"454","2016-02-04",14.71
"455","2016-02-05",13.79
"456","2016-02-08",12.94
"457","2016-02-09",12.73
"458","2016-02-10",12.68
"459","2016-02-11",12.3
"460","2016-02-12",12.09
"461","2016-02-16",13.55
"462","2016-02-17",14.33
"463","2016-02-18",14.47
"464","2016-02-19",14.9
"465","2016-02-22",15.48
"466","2016-02-23",15.19
"467","2016-02-24",15.49
"468","2016-02-25",15.01
"469","2016-02-26",15.16
"470","2016-02-29",14.36
"471","2016-03-01",14.74
"472","2016-03-02",14.55
"473","2016-03-03",15.93
"474","2016-03-04",15.77
"475","2016-03-07",16.01
"476","2016-03-08",16.01
"477","2016-03-09",16.780001
"478","2016-03-10",17.719999
"479","2016-03-11",18.08
"480","2016-03-14",17.68
"481","2016-03-15",17.440001
"482","2016-03-16",17.67
"483","2016-03-17",18.1
"484","2016-03-18",18.85
"485","2016-03-21",18.889999
"486","2016-03-22",18.950001
"487","2016-03-23",18.16
"488","2016-03-24",18.01
"489","2016-03-28",18.42
"490","2016-03-29",18.43
"491","2016-03-30",18.34
"492","2016-03-31",17.950001
"493","2016-04-01",17.98
"494","2016-04-04",18.15
"495","2016-04-05",18
"496","2016-04-06",20.32
"497","2016-04-07",20.139999
"498","2016-04-08",20.98
"499","2016-04-11",21.200001
"500","2016-04-12",20.98
"501","2016-04-13",21.879999
"502","2016-04-14",21.969999
"503","2016-04-15",21.33
"504","2016-04-18",21.389999
"505","2016-04-19",21.950001
"506","2016-04-20",23.18
"507","2016-04-21",24.07
"508","2016-04-22",23.709999
