"","date","SMMT"
"242","2016-02-18",7.5
"243","2016-02-19",7.5
"244","2016-02-22",7.29
"245","2016-02-23",7.25
"246","2016-02-24",7.6
"247","2016-02-25",7.6
"248","2016-02-26",7.22
"249","2016-02-29",6.75
"250","2016-03-01",6.6
"251","2016-03-02",6.45
"252","2016-03-03",6.35
"253","2016-03-04",6.6
"254","2016-03-07",6.75
"255","2016-03-08",6.75
"256","2016-03-09",6.75
"257","2016-03-10",6.896
"258","2016-03-11",6.839
"259","2016-03-14",6.839
"260","2016-03-15",6.71
"261","2016-03-16",6.8
"262","2016-03-17",7.6
"263","2016-03-18",7.6
"264","2016-03-21",7.6
"265","2016-03-22",7.2
"266","2016-03-23",6.86
"267","2016-03-24",6.7
"268","2016-03-28",6.91
"269","2016-03-29",6.99
"270","2016-03-30",7.07
"271","2016-03-31",6.82
"272","2016-04-01",6.958
"273","2016-04-04",6.95
"274","2016-04-05",7
"275","2016-04-06",6.99
"276","2016-04-07",6.999
"277","2016-04-08",6.99
"278","2016-04-11",6.898
"279","2016-04-12",7.1
"280","2016-04-13",7
"281","2016-04-14",7
"282","2016-04-15",6.99
"283","2016-04-18",7.12
"284","2016-04-19",7.2
"285","2016-04-20",6.86
"286","2016-04-21",6.97
"287","2016-04-22",7
"288","2016-04-25",7.2
"289","2016-04-26",10.97
"290","2016-04-27",10.52
"291","2016-04-28",10.2
"292","2016-04-29",9.98
"293","2016-05-02",9.835
"294","2016-05-03",9.18
"295","2016-05-04",8.99
"296","2016-05-05",8.398
"297","2016-05-06",8.57
"298","2016-05-09",8.95
"299","2016-05-10",8.53
"300","2016-05-11",8.51
"301","2016-05-12",8.208
"302","2016-05-13",8.3
"303","2016-05-16",8.286
"304","2016-05-17",8.34
"305","2016-05-18",8.43
"306","2016-05-19",8.61
"307","2016-05-20",8.273
"308","2016-05-23",8.3
"309","2016-05-24",8.22
"310","2016-05-25",8.215
"311","2016-05-26",8.22
"312","2016-05-27",8.38
"313","2016-05-31",8.6
"314","2016-06-01",8.51
"315","2016-06-02",8.549
"316","2016-06-03",8.606
"317","2016-06-06",8
"318","2016-06-07",8.2
"319","2016-06-08",8.53
"320","2016-06-09",7.9
"321","2016-06-10",9.4
"322","2016-06-13",8.48
"323","2016-06-14",8.35
"324","2016-06-15",8.16
"325","2016-06-16",8.013
"326","2016-06-17",8.09
"327","2016-06-20",7.77
"328","2016-06-21",7.949
"329","2016-06-22",8
"330","2016-06-23",8.15
"331","2016-06-24",8
"332","2016-06-27",7.71
"333","2016-06-28",7.91
"334","2016-06-29",8.09
"335","2016-06-30",8.09
"336","2016-07-01",7.77
"337","2016-07-05",7.861
"338","2016-07-06",7.6
"339","2016-07-07",7.62
"340","2016-07-08",7.26
"341","2016-07-11",7.21
"342","2016-07-12",7.49
"343","2016-07-13",7.55
"344","2016-07-14",7.21
"345","2016-07-15",7.55
"346","2016-07-18",7.3
"347","2016-07-19",7.2
"348","2016-07-20",7.116
"349","2016-07-21",7.15
"350","2016-07-22",7.15
"351","2016-07-25",7.15
"352","2016-07-26",7.15
"353","2016-07-27",7.15
"354","2016-07-28",7.005
"355","2016-07-29",7
"356","2016-08-01",6.65
"357","2016-08-02",6.998
"358","2016-08-03",6.998
"359","2016-08-04",7.049
"360","2016-08-05",7.049
"361","2016-08-08",6.83
"362","2016-08-09",6.7
"363","2016-08-10",6.67
"364","2016-08-11",7.08
"365","2016-08-12",6.661
"366","2016-08-15",6.75
"367","2016-08-16",6.78
"368","2016-08-17",6.78
"369","2016-08-18",6.973
"370","2016-08-19",6.82
"371","2016-08-22",7.25
"372","2016-08-23",7.15
"373","2016-08-24",6.755
"374","2016-08-25",7.246
"375","2016-08-26",7.246
"376","2016-08-29",7
"377","2016-08-30",6.63
"378","2016-08-31",6.64
"379","2016-09-01",6.649
"380","2016-09-02",6.65
"381","2016-09-06",6.6
"382","2016-09-07",6.67
"383","2016-09-08",6.21
"384","2016-09-09",6.18
"385","2016-09-12",6.199
"386","2016-09-13",6.26
"387","2016-09-14",6.25
"388","2016-09-15",5.5
"389","2016-09-16",5.95
"390","2016-09-19",6.88
"391","2016-09-20",7.15
"392","2016-09-21",7.8
"393","2016-09-22",8.6
"394","2016-09-23",8.73
"395","2016-09-26",10.02
"396","2016-09-27",9.31
"397","2016-09-28",9.4
"398","2016-09-29",9.31
"399","2016-09-30",9.064
"400","2016-10-03",8.65
"401","2016-10-04",14.35
"402","2016-10-05",14.35
"403","2016-10-06",13.37
"404","2016-10-07",11.92
"405","2016-10-10",11.88
"406","2016-10-11",10.94
"407","2016-10-12",10.47
"408","2016-10-13",10.43
"409","2016-10-14",10.71
"410","2016-10-17",10.31
"411","2016-10-18",10.7
"412","2016-10-19",11.2
"413","2016-10-20",11.85
"414","2016-10-21",12.07
"415","2016-10-24",11.95
"416","2016-10-25",11.01
"417","2016-10-26",12.57
"418","2016-10-27",12.17
"419","2016-10-28",12.45
"420","2016-10-31",11.77
"421","2016-11-01",12.08
"422","2016-11-02",11.61
"423","2016-11-03",11.13
"424","2016-11-04",12
"425","2016-11-07",11.8
"426","2016-11-08",11.8
"427","2016-11-09",11.24
"428","2016-11-10",11.3
"429","2016-11-11",11.01
"430","2016-11-14",11.8
"431","2016-11-15",11.605
"432","2016-11-16",11.05
"433","2016-11-17",10.5
"434","2016-11-18",10.502
"435","2016-11-21",9.83
"436","2016-11-22",11.1
"437","2016-11-23",10.59
"438","2016-11-25",10.832
"439","2016-11-28",11.273
"440","2016-11-29",11.16
"441","2016-11-30",10.49
"442","2016-12-01",10.141
"443","2016-12-02",10.15
"444","2016-12-05",10.01
"445","2016-12-06",10.27
"446","2016-12-07",10.19
"447","2016-12-08",9.98
"448","2016-12-09",9.42
"449","2016-12-12",9.46
"450","2016-12-13",9.41
"451","2016-12-14",9.27
"452","2016-12-15",8.5
"453","2016-12-16",8.85
"454","2016-12-19",8.86
"455","2016-12-20",8.689
"456","2016-12-21",8.84
"457","2016-12-22",8.59
"458","2016-12-23",8.44
"459","2016-12-27",8.3
"460","2016-12-28",8.5
"461","2016-12-29",8.12
"462","2016-12-30",8.56
"463","2017-01-03",8.47
"464","2017-01-04",9.03
"465","2017-01-05",9.01
"466","2017-01-06",9.01
"467","2017-01-09",8.94
"468","2017-01-10",10.41
"469","2017-01-11",10.2
"470","2017-01-12",9.69
"471","2017-01-13",9.71
"472","2017-01-17",10.275
"473","2017-01-18",10.451
"474","2017-01-19",10.99
"475","2017-01-20",11.18
"476","2017-01-23",11.75
"477","2017-01-24",11.855
"478","2017-01-25",11.5
"479","2017-01-26",11.5
"480","2017-01-27",11.22
"481","2017-01-30",10.3
"482","2017-01-31",10.47
"483","2017-02-01",11.93
"484","2017-02-02",11.24
"485","2017-02-03",11
"486","2017-02-06",10.76
"487","2017-02-07",11.26
"488","2017-02-08",11
"489","2017-02-09",11.27
"490","2017-02-10",11.06
"491","2017-02-13",11.39
"492","2017-02-14",11.495
"493","2017-02-15",11.45
"494","2017-02-16",11.69
"495","2017-02-17",11.64
"496","2017-02-21",11.9
"497","2017-02-22",11.94
"498","2017-02-23",12.1
"499","2017-02-24",12.17
"500","2017-02-27",12.23
"501","2017-02-28",12.21
"502","2017-03-01",12.73
"503","2017-03-02",12.853
"504","2017-03-03",12.63
"505","2017-03-06",12.72
"506","2017-03-07",12.63
"507","2017-03-08",12.58
"508","2017-03-09",12.26
"509","2017-03-10",12.4
"510","2017-03-13",12.39
"511","2017-03-14",12.4
"512","2017-03-15",12.288
"513","2017-03-16",12.11
"514","2017-03-17",13.21
"515","2017-03-20",12.635
"516","2017-03-21",12.29
"517","2017-03-22",12.95
"518","2017-03-23",12.64
"519","2017-03-24",12.53
"520","2017-03-27",12.62
"521","2017-03-28",13.04
"522","2017-03-29",13.28
"523","2017-03-30",12.75
"524","2017-03-31",13.275
"525","2017-04-03",13.2
"526","2017-04-04",13
"527","2017-04-05",11.93
"528","2017-04-06",11.73
"529","2017-04-07",12
"530","2017-04-10",11.52
"531","2017-04-11",11.2
"532","2017-04-12",11.63
"533","2017-04-13",11.32
"534","2017-04-17",11.23
"535","2017-04-18",11.55
"536","2017-04-19",10.78
"537","2017-04-20",10.36
"538","2017-04-21",10.68
"539","2017-04-24",10.63
"540","2017-04-25",10.7
"541","2017-04-26",10.87
"542","2017-04-27",11.4
"543","2017-04-28",11
"544","2017-05-01",10.87
"545","2017-05-02",11.3
"546","2017-05-03",11.22
"547","2017-05-04",10.88
"548","2017-05-05",10.94
"549","2017-05-08",10.96
"550","2017-05-09",10.99
"551","2017-05-10",10.9
"552","2017-05-11",10.61
"553","2017-05-12",10.85
"554","2017-05-15",11.14
"555","2017-05-16",11.435
"556","2017-05-17",11.6
"557","2017-05-18",11.14
"558","2017-05-19",11.923
"559","2017-05-22",11.6
"560","2017-05-23",11.41
"561","2017-05-24",11.9
"562","2017-05-25",11.8
"563","2017-05-26",11.4
"564","2017-05-30",11.2
"565","2017-05-31",11.12
"566","2017-06-01",10.526
"567","2017-06-02",10.68
"568","2017-06-05",11.39
"569","2017-06-06",11.56
"570","2017-06-07",11.59
"571","2017-06-08",11.22
"572","2017-06-09",11.09
"573","2017-06-12",10.89
"574","2017-06-13",10.63
"575","2017-06-14",10.674
"576","2017-06-15",11.15
"577","2017-06-16",10.997
"578","2017-06-19",10.943
"579","2017-06-20",10.7
"580","2017-06-21",11.084
"581","2017-06-22",11.49
"582","2017-06-23",11.35
"583","2017-06-26",11.64
"584","2017-06-27",11.53
"585","2017-06-28",11.34
"586","2017-06-29",11.58
"587","2017-06-30",11.39
"588","2017-07-03",11.44
"589","2017-07-05",11.51
"590","2017-07-06",11.65
"591","2017-07-07",11.88
"592","2017-07-10",11.73
"593","2017-07-11",11.445
"594","2017-07-12",11.49
"595","2017-07-13",11.92
"596","2017-07-14",12.319
"597","2017-07-17",11.8
"598","2017-07-18",12.33
"599","2017-07-19",12.79
"600","2017-07-20",13.42
"601","2017-07-21",12.69
"602","2017-07-24",12.6
"603","2017-07-25",13
"604","2017-07-26",13.7
"605","2017-07-27",13.5
"606","2017-07-28",13.767
"607","2017-07-31",13.98
"608","2017-08-01",13.92
"609","2017-08-02",14.34
"610","2017-08-03",14.25
"611","2017-08-04",14.25
"612","2017-08-07",14.47
"613","2017-08-08",14.258
"614","2017-08-09",14.08
"615","2017-08-10",12.65
"616","2017-08-11",12.99
"617","2017-08-14",12.04
"618","2017-08-15",12.5
"619","2017-08-16",12.531
"620","2017-08-17",12.7
"621","2017-08-18",12.21
"622","2017-08-21",12.33
"623","2017-08-22",12.7
"624","2017-08-23",12.38
"625","2017-08-24",12.5
"626","2017-08-25",12.62
"627","2017-08-28",12.71
"628","2017-08-29",12.21
"629","2017-08-30",12.87
"630","2017-08-31",12.87
"631","2017-09-01",13.418
"632","2017-09-05",13.26
"633","2017-09-06",13.92
"634","2017-09-07",14.59
"635","2017-09-08",14.39
"636","2017-09-11",16
"637","2017-09-12",15.73
"638","2017-09-13",15.25
"639","2017-09-14",12.05
"640","2017-09-15",12.35
"641","2017-09-18",12.25
"642","2017-09-19",12.24
"643","2017-09-20",12.69
"644","2017-09-21",12.63
"645","2017-09-22",12.675
"646","2017-09-25",12.81
"647","2017-09-26",12.69
"648","2017-09-27",12.72
"649","2017-09-28",12.83
"650","2017-09-29",12.55
"651","2017-10-02",12.5
"652","2017-10-03",12.34
"653","2017-10-04",12.49
"654","2017-10-05",12.79
"655","2017-10-06",12.76
"656","2017-10-09",12.5
"657","2017-10-10",12.71
"658","2017-10-11",12.71
"659","2017-10-12",12.39
"660","2017-10-13",12.39
"661","2017-10-16",12.13
"662","2017-10-17",12.026
"663","2017-10-18",11.91
"664","2017-10-19",11.95
"665","2017-10-20",11.64
"666","2017-10-23",10.9
"667","2017-10-24",9.73
"668","2017-10-25",10.04
"669","2017-10-26",9.81
"670","2017-10-27",10.12
"671","2017-10-30",10.35
"672","2017-10-31",10.28
"673","2017-11-01",9.88
"674","2017-11-02",9.37
"675","2017-11-03",9.05
"676","2017-11-06",9.4
"677","2017-11-07",9.87
"678","2017-11-08",10.23
"679","2017-11-09",10.5
"680","2017-11-10",10.98
"681","2017-11-13",11.24
"682","2017-11-14",10.57
"683","2017-11-15",10.9
"684","2017-11-16",10.71
"685","2017-11-17",10.693
"686","2017-11-20",11.79
"687","2017-11-21",11.3
"688","2017-11-22",11.61
"689","2017-11-24",11.65
"690","2017-11-27",11.71
"691","2017-11-28",11.87
"692","2017-11-29",11.96
"693","2017-11-30",11.77
"694","2017-12-01",11.68
"695","2017-12-04",12.02
"696","2017-12-05",11.81
"697","2017-12-06",11.45
"698","2017-12-07",11.46
"699","2017-12-08",11.75
"700","2017-12-11",11.47
"701","2017-12-12",10.66
"702","2017-12-13",10.45
"703","2017-12-14",10.29
"704","2017-12-15",10.26
"705","2017-12-18",10.36
"706","2017-12-19",10.25
"707","2017-12-20",9.89
"708","2017-12-21",10.58
"709","2017-12-22",10.8
"710","2017-12-26",11
"711","2017-12-27",11.2
"712","2017-12-28",11
"713","2017-12-29",11.08
"714","2018-01-02",11.2
"715","2018-01-03",11.14
"716","2018-01-04",11.26
"717","2018-01-05",11.08
"718","2018-01-08",11.19
"719","2018-01-09",11.7
"720","2018-01-10",12.327
"721","2018-01-11",12.43
"722","2018-01-12",12.68
"723","2018-01-16",12.1
"724","2018-01-17",12
"725","2018-01-18",11.911
"726","2018-01-19",12.17
"727","2018-01-22",12.591
"728","2018-01-23",12.4
"729","2018-01-24",12.21
"730","2018-01-25",13.78
"731","2018-01-26",14.77
"732","2018-01-29",14.07
"733","2018-01-30",14.55
"734","2018-01-31",13.73
"735","2018-02-01",13.64
"736","2018-02-02",12.41
"737","2018-02-05",11.76
"738","2018-02-06",11.96
"739","2018-02-07",11.73
"740","2018-02-08",11.31
"741","2018-02-09",10.6
"742","2018-02-12",10.8
"743","2018-02-13",11.52
"744","2018-02-14",12.05
"745","2018-02-15",12.18
"746","2018-02-16",11.68
"747","2018-02-20",11.42
"748","2018-02-21",11.37
"749","2018-02-22",11.68
"750","2018-02-23",12.2
"751","2018-02-26",12.25
"752","2018-02-27",12.57
"753","2018-02-28",11.71
"754","2018-03-01",11.36
"755","2018-03-02",12.28
"756","2018-03-05",12.72
"757","2018-03-06",12.66
"758","2018-03-07",13.4
"759","2018-03-08",13.33
"760","2018-03-09",13.2
"761","2018-03-12",13.74
"762","2018-03-13",13.9
"763","2018-03-14",13.8
"764","2018-03-15",13.63
"765","2018-03-16",13.43
"766","2018-03-19",13.1
"767","2018-03-20",13.14
"768","2018-03-21",13.47
"769","2018-03-22",13.44
"770","2018-03-23",12.8
"771","2018-03-26",13.53
"772","2018-03-27",13.19
"773","2018-03-28",12.91
"774","2018-03-29",12.9
"775","2018-04-02",12.62
"776","2018-04-03",12.79
"777","2018-04-04",12.53
"778","2018-04-05",12
"779","2018-04-06",12.29
"780","2018-04-09",12.98
"781","2018-04-10",13.38
"782","2018-04-11",13.37
"783","2018-04-12",13.74
"784","2018-04-13",13.63
"785","2018-04-16",13.52
"786","2018-04-17",13.9
"787","2018-04-18",13.84
"788","2018-04-19",13.75
"789","2018-04-20",13.88
"790","2018-04-23",13.23
"791","2018-04-24",13.53
"792","2018-04-25",13.72
"793","2018-04-26",13.96
"794","2018-04-27",13.97
"795","2018-04-30",13.03
"796","2018-05-01",13.42
"797","2018-05-02",13.76
"798","2018-05-03",13.75
"799","2018-05-04",13.74
"800","2018-05-07",13.77
"801","2018-05-08",13.76
"802","2018-05-09",13.84
"803","2018-05-10",13.69
"804","2018-05-11",14
"805","2018-05-14",13.98
"806","2018-05-15",13.7
"807","2018-05-16",13.95
"808","2018-05-17",14.07
"809","2018-05-18",14.09
"810","2018-05-21",13.87
"811","2018-05-22",13.65
"812","2018-05-23",13.49
"813","2018-05-24",13.22
"814","2018-05-25",13.17
"815","2018-05-29",13.42
"816","2018-05-30",13.21
"817","2018-05-31",13.35
"818","2018-06-01",13.44
"819","2018-06-04",13.6
"820","2018-06-05",13.26
"821","2018-06-06",13.41
"822","2018-06-07",12.85
"823","2018-06-08",13
"824","2018-06-11",12.91
"825","2018-06-12",12.83
"826","2018-06-13",12.64
"827","2018-06-14",12.61
"828","2018-06-15",12.56
"829","2018-06-18",12
"830","2018-06-19",11.89
"831","2018-06-20",13.25
"832","2018-06-21",13.35
"833","2018-06-22",12.35
"834","2018-06-25",12.89
"835","2018-06-26",12.65
"836","2018-06-27",2.55
"837","2018-06-28",2.38
"838","2018-06-29",2.45
"839","2018-07-02",2.48
"840","2018-07-03",2.6
"841","2018-07-05",2.47
"842","2018-07-06",2.52
"843","2018-07-09",2.49
"844","2018-07-10",2.71
"845","2018-07-11",2.53
"846","2018-07-12",2.46
"847","2018-07-13",2.41
"848","2018-07-16",2.29
"849","2018-07-17",2.2
"850","2018-07-18",2.17
"851","2018-07-19",2.27
"852","2018-07-20",2.46
"853","2018-07-23",2.59
"854","2018-07-24",2.56
"855","2018-07-25",2.51
"856","2018-07-26",2.48
"857","2018-07-27",2.37
"858","2018-07-30",2.28
"859","2018-07-31",2.3
"860","2018-08-01",2.33
"861","2018-08-02",2.38
"862","2018-08-03",2.44
"863","2018-08-06",2.47
"864","2018-08-07",2.35
"865","2018-08-08",2.36
"866","2018-08-09",2.35
"867","2018-08-10",2.33
"868","2018-08-13",2.35
"869","2018-08-14",2.25
"870","2018-08-15",2.045
"871","2018-08-16",2.156
"872","2018-08-17",2.08
"873","2018-08-20",2.04
"874","2018-08-21",2.05
"875","2018-08-22",2.02
"876","2018-08-23",2.13
"877","2018-08-24",2.05
"878","2018-08-27",2.05
"879","2018-08-28",2.11
"880","2018-08-29",2.22
"881","2018-08-30",2.45
"882","2018-08-31",2.35
"883","2018-09-04",2.33
"884","2018-09-05",2.26
"885","2018-09-06",2.16
"886","2018-09-07",2.2
"887","2018-09-10",2.15
"888","2018-09-11",2.19
"889","2018-09-12",2.2
"890","2018-09-13",2.12
"891","2018-09-14",2.28
"892","2018-09-17",2.31
"893","2018-09-18",2.32
"894","2018-09-19",2.34
"895","2018-09-20",2.32
"896","2018-09-21",2.28
"897","2018-09-24",2.21
"898","2018-09-25",2.24
"899","2018-09-26",2.23
"900","2018-09-27",2.23
"901","2018-09-28",2.22
"902","2018-10-01",2.12
"903","2018-10-02",2.15
"904","2018-10-03",2.15
"905","2018-10-04",2.18
"906","2018-10-05",2.07
"907","2018-10-08",2.04
"908","2018-10-09",2.04
"909","2018-10-10",1.975
"910","2018-10-11",1.85
"911","2018-10-12",1.86
"912","2018-10-15",1.86
"913","2018-10-16",1.86
"914","2018-10-17",1.95
"915","2018-10-18",1.85
"916","2018-10-19",1.88
"917","2018-10-22",2.01
"918","2018-10-23",1.91
"919","2018-10-24",1.87
"920","2018-10-25",1.83
"921","2018-10-26",1.86
"922","2018-10-29",1.72
"923","2018-10-30",1.78
"924","2018-10-31",1.7
"925","2018-11-01",1.68
"926","2018-11-02",1.65
"927","2018-11-05",1.65
"928","2018-11-06",1.62
"929","2018-11-07",1.55
"930","2018-11-08",1.52
"931","2018-11-09",1.5
"932","2018-11-12",1.41
"933","2018-11-13",1.43
"934","2018-11-14",1.39
"935","2018-11-15",1.4
"936","2018-11-16",1.35
"937","2018-11-19",1.27
"938","2018-11-20",1.33
"939","2018-11-21",1.34
"940","2018-11-23",1.34
"941","2018-11-26",1.24
"942","2018-11-27",1.23
"943","2018-11-28",1.27
"944","2018-11-29",1.26
"945","2018-11-30",1.3
"946","2018-12-03",1.32
"947","2018-12-04",1.32
"948","2018-12-06",1.27
"949","2018-12-07",1.22
"950","2018-12-10",1.39
"951","2018-12-11",1.27
"952","2018-12-12",1.25
"953","2018-12-13",1.22
"954","2018-12-14",1.21
"955","2018-12-17",1.26
"956","2018-12-18",1.24
"957","2018-12-19",1.211
"958","2018-12-20",1.17
"959","2018-12-21",1.17
"960","2018-12-24",1.15
"961","2018-12-26",1.22
"962","2018-12-27",1.18
"963","2018-12-28",1.25
"964","2018-12-31",1.15
"965","2019-01-02",1.2
"966","2019-01-03",1.34
"967","2019-01-04",1.41
"968","2019-01-07",1.6
"969","2019-01-08",1.62
"970","2019-01-09",1.54
"971","2019-01-10",1.55
"972","2019-01-11",1.57
"973","2019-01-14",1.53
"974","2019-01-15",1.47
"975","2019-01-16",1.48
"976","2019-01-17",1.5
"977","2019-01-18",1.42
"978","2019-01-22",1.48
"979","2019-01-23",1.46
"980","2019-01-24",1.5
"981","2019-01-25",1.4
"982","2019-01-28",1.43
"983","2019-01-29",1.35
"984","2019-01-30",1.3
"985","2019-01-31",1.33
"986","2019-02-01",1.39
"987","2019-02-04",1.42
"988","2019-02-05",1.385
"989","2019-02-06",1.465
"990","2019-02-07",1.36
"991","2019-02-08",1.36
"992","2019-02-11",1.37
"993","2019-02-12",1.31
"994","2019-02-13",1.3
"995","2019-02-14",1.28
"996","2019-02-15",1.25
"997","2019-02-19",1.3
"998","2019-02-20",1.3
"999","2019-02-21",1.327
"1000","2019-02-22",1.344
"1001","2019-02-25",1.45
"1002","2019-02-26",1.87
"1003","2019-02-27",2.28
