"","date","DD"
"1","2007-01-03",57.315071
"2","2007-01-04",57.058884
"3","2007-01-05",56.518044
"4","2007-01-08",56.204922
"5","2007-01-09",56.062595
"6","2007-01-10",56.147991
"7","2007-01-11",56.973488
"8","2007-01-12",57.55703
"9","2007-01-16",57.756287
"10","2007-01-17",57.998241
"11","2007-01-18",58.268665
"12","2007-01-19",59.89119
"13","2007-01-22",59.378815
"14","2007-01-23",58.852203
"15","2007-01-24",59.862724
"16","2007-01-25",59.691933
"17","2007-01-26",59.350349
"18","2007-01-29",58.894901
"19","2007-01-30",58.695644
"20","2007-01-31",59.122627
"21","2007-02-01",59.250721
"22","2007-02-02",59.05146
"23","2007-02-05",58.709877
"24","2007-02-06",59.435745
"25","2007-02-07",59.549606
"26","2007-02-08",59.236488
"27","2007-02-09",59.805794
"28","2007-02-12",60.204311
"29","2007-02-13",60.773617
"30","2007-02-14",61.157902
"31","2007-02-15",61.969166
"32","2007-02-16",61.826839
"33","2007-02-20",61.74144
"34","2007-02-21",61.214832
"35","2007-02-22",61.2006
"36","2007-02-23",61.841072
"37","2007-02-26",64.032906
"38","2007-02-27",62.139957
"39","2007-02-28",62.310749
"40","2007-03-01",61.414089
"41","2007-03-02",60.289707
"42","2007-03-05",59.435745
"43","2007-03-06",60.375103
"44","2007-03-07",59.905422
"45","2007-03-08",60.773617
"46","2007-03-09",61.2006
"47","2007-03-12",62.467308
"48","2007-03-13",61.115204
"49","2007-03-14",61.74144
"50","2007-03-15",65.185753
"51","2007-03-16",64.402954
"52","2007-03-19",64.388725
"53","2007-03-20",64.9011
"54","2007-03-21",64.958031
"55","2007-03-22",64.602211
"56","2007-03-23",65.043427
"57","2007-03-26",67.007538
"58","2007-03-27",66.480927
"59","2007-03-28",65.968552
"60","2007-03-29",65.527336
"61","2007-03-30",65.271149
"62","2007-04-02",64.9011
"63","2007-04-03",64.84417
"64","2007-04-04",63.790951
"65","2007-04-05",63.292805
"66","2007-04-09",66.367065
"67","2007-04-10",64.773003
"68","2007-04-11",64.175232
"69","2007-04-12",65.470406
"70","2007-04-13",65.299614
"71","2007-04-16",65.38501
"72","2007-04-17",64.787239
"73","2007-04-18",64.474121
"74","2007-04-19",63.990208
"75","2007-04-20",64.346024
"76","2007-04-23",64.217934
"77","2007-04-24",64.630676
"78","2007-04-25",65.570038
"79","2007-04-26",64.9011
"80","2007-04-27",64.644913
"81","2007-04-30",63.492062
"82","2007-05-01",62.666569
"83","2007-05-02",63.022385
"84","2007-05-03",63.620159
"85","2007-05-04",63.933277
"86","2007-05-07",64.587982
"87","2007-05-08",64.673378
"88","2007-05-09",64.915337
"89","2007-05-10",64.616447
"90","2007-05-11",65.171524
"91","2007-05-14",64.787239
"92","2007-05-15",65.484642
"93","2007-05-16",65.883156
"94","2007-05-17",65.555801
"95","2007-05-18",65.456177
"96","2007-05-21",65.356544
"97","2007-05-22",65.143059
"98","2007-05-23",64.587982
"99","2007-05-24",63.847881
"100","2007-05-25",64.331795
"101","2007-05-29",64.089836
"102","2007-05-30",64.687607
"103","2007-05-31",64.587982
"104","2007-06-01",65.370781
