"","date","FRT"
"1","2007-01-03",84.459999
"2","2007-01-04",83.419998
"3","2007-01-05",82.029999
"4","2007-01-08",81.93
"5","2007-01-09",83.800003
"6","2007-01-10",84.730003
"7","2007-01-11",85.650002
"8","2007-01-12",85.779999
"9","2007-01-16",87.480003
"10","2007-01-17",87.239998
"11","2007-01-18",87.230003
"12","2007-01-19",88.68
"13","2007-01-22",88.190002
"14","2007-01-23",88.849998
"15","2007-01-24",89.300003
"16","2007-01-25",91
"17","2007-01-26",91.919998
"18","2007-01-29",90.809998
"19","2007-01-30",93.050003
"20","2007-01-31",93.419998
"21","2007-02-01",94.459999
"22","2007-02-02",94.489998
"23","2007-02-05",93.580002
"24","2007-02-06",96.620003
"25","2007-02-07",97.120003
"26","2007-02-08",95.839996
"27","2007-02-09",94.970001
"28","2007-02-12",92.300003
"29","2007-02-13",93.919998
"30","2007-02-14",92.699997
"31","2007-02-15",94
"32","2007-02-16",93.269997
"33","2007-02-20",94
"34","2007-02-21",93.769997
"35","2007-02-22",93.300003
"36","2007-02-23",91.839996
"37","2007-02-26",91.629997
"38","2007-02-27",89.550003
"39","2007-02-28",90.489998
"40","2007-03-01",90.010002
"41","2007-03-02",89.949997
"42","2007-03-05",86.940002
"43","2007-03-06",89.489998
"44","2007-03-07",88.18
"45","2007-03-08",90.279999
"46","2007-03-09",91.489998
"47","2007-03-12",91.690002
"48","2007-03-13",88.900002
"49","2007-03-14",89.349998
"50","2007-03-15",89.949997
"51","2007-03-16",88.949997
"52","2007-03-19",90.07
"53","2007-03-20",89.839996
"54","2007-03-21",91.150002
"55","2007-03-22",91.160004
"56","2007-03-23",91.239998
"57","2007-03-26",89.43
"58","2007-03-27",88.419998
"59","2007-03-28",88.050003
"60","2007-03-29",87.830002
"61","2007-03-30",90.620003
"62","2007-04-02",92.050003
"63","2007-04-03",92.449997
"64","2007-04-04",91.389999
"65","2007-04-05",91.220001
"66","2007-04-09",91.809998
"67","2007-04-10",92.190002
"68","2007-04-11",90.480003
"69","2007-04-12",89.919998
"70","2007-04-13",90.910004
"71","2007-04-16",90.599998
"72","2007-04-17",91.800003
"73","2007-04-18",91.269997
"74","2007-04-19",90.330002
"75","2007-04-20",91.269997
"76","2007-04-23",92.589996
"77","2007-04-24",91.849998
"78","2007-04-25",91.370003
"79","2007-04-26",91.010002
"80","2007-04-27",91.57
"81","2007-04-30",90.169998
"82","2007-05-01",90.32
"83","2007-05-02",90.529999
"84","2007-05-03",90.870003
"85","2007-05-04",90.139999
"86","2007-05-07",89.910004
"87","2007-05-08",88.760002
"88","2007-05-09",90.349998
"89","2007-05-10",89.220001
"90","2007-05-11",89.620003
"91","2007-05-14",88.93
"92","2007-05-15",87.18
"93","2007-05-16",86.07
"94","2007-05-17",84.849998
"95","2007-05-18",83.599998
"96","2007-05-21",84.540001
"97","2007-05-22",85.75
"98","2007-05-23",84.519997
"99","2007-05-24",82.769997
"100","2007-05-25",83.620003
"101","2007-05-29",86.07
"102","2007-05-30",88.489998
"103","2007-05-31",88.620003
"104","2007-06-01",89.059998
"105","2007-06-04",88.739998
"106","2007-06-05",86.580002
"107","2007-06-06",86.449997
"108","2007-06-07",83.300003
"109","2007-06-08",85.339996
"110","2007-06-11",84.199997
"111","2007-06-12",82.529999
"112","2007-06-13",84.290001
"113","2007-06-14",82.760002
"114","2007-06-15",82.849998
"115","2007-06-18",80.419998
"116","2007-06-19",79.940002
"117","2007-06-20",77.540001
"118","2007-06-21",76.699997
"119","2007-06-22",76.839996
"120","2007-06-25",75.870003
"121","2007-06-26",75.269997
"122","2007-06-27",76.599998
"123","2007-06-28",77.050003
"124","2007-06-29",77.260002
"125","2007-07-02",79.779999
"126","2007-07-03",79.059998
"127","2007-07-05",80.489998
"128","2007-07-06",80.019997
"129","2007-07-09",78.739998
"130","2007-07-10",76.550003
"131","2007-07-11",76.589996
"132","2007-07-12",82.190002
"133","2007-07-13",83.650002
"134","2007-07-16",82.540001
