"","date","VISL"
"89","2012-08-22",36000
"90","2012-08-23",36000
"91","2012-08-24",36000
"92","2012-08-27",36000
"93","2012-08-28",36000
"94","2012-08-29",36000
"95","2012-08-30",36000
"96","2012-08-31",36000
"97","2012-09-04",36000
"98","2012-09-05",36000
"99","2012-09-06",36000
"100","2012-09-07",36000
"101","2012-09-10",17280
"102","2012-09-11",17280
"103","2012-09-12",17280
"104","2012-09-13",17280
"105","2012-09-14",36000
"106","2012-09-17",36000
"107","2012-09-18",36000
"108","2012-09-19",36000
"109","2012-09-20",36000
"110","2012-09-21",36000
"111","2012-09-24",36000
"112","2012-09-25",36000
"113","2012-09-26",36000
"114","2012-09-27",36000
"115","2012-09-28",36000
"116","2012-10-01",36000
"117","2012-10-02",36000
"118","2012-10-03",36000
"119","2012-10-04",36000
"120","2012-10-05",36000
"121","2012-10-08",23040
"122","2012-10-09",39600
"123","2012-10-10",39600
"124","2012-10-11",39600
"125","2012-10-12",39600
"126","2012-10-15",54000
"127","2012-10-16",39600
"128","2012-10-17",39600
"129","2012-10-18",39600
"130","2012-10-19",39600
"131","2012-10-22",39600
"132","2012-10-23",27360
"133","2012-10-24",27360
"134","2012-10-25",28080
"135","2012-10-26",28080
"136","2012-10-31",28080
"137","2012-11-01",28080
"138","2012-11-02",25200
"139","2012-11-05",25200
"140","2012-11-06",25200
"141","2012-11-07",25200
"142","2012-11-08",25200
"143","2012-11-09",22320
"144","2012-11-12",20160
"145","2012-11-13",20160
"146","2012-11-14",20160
"147","2012-11-15",39600
"148","2012-11-16",25200
"149","2012-11-19",25200
"150","2012-11-20",25200
"151","2012-11-21",37440
"152","2012-11-23",37440
"153","2012-11-26",38160
"154","2012-11-27",36720
"155","2012-11-28",36720
"156","2012-11-29",36720
"157","2012-11-30",36720
"158","2012-12-03",36720
"159","2012-12-04",36720
"160","2012-12-05",36720
"161","2012-12-06",36720
"162","2012-12-07",36720
"163","2012-12-10",36000
"164","2012-12-11",36000
"165","2012-12-12",36000
"166","2012-12-13",29520
"167","2012-12-14",29520
"168","2012-12-17",29520
"169","2012-12-18",29520
"170","2012-12-19",18000
"171","2012-12-20",18000
"172","2012-12-21",21600
"173","2012-12-24",21600
"174","2012-12-26",21600
"175","2012-12-27",21600
"176","2012-12-28",21600
"177","2012-12-31",23760
"178","2013-01-02",23760
"179","2013-01-03",23760
"180","2013-01-04",23760
"181","2013-01-07",23760
"182","2013-01-08",23760
"183","2013-01-09",23760
"184","2013-01-10",23760
"185","2013-01-11",22320
"186","2013-01-14",23040
"187","2013-01-15",23760
"188","2013-01-16",21600
"189","2013-01-17",23040
"190","2013-01-18",23760
"191","2013-01-22",25200
"192","2013-01-23",24480
"193","2013-01-24",24480
"194","2013-01-25",24480
"195","2013-01-28",24480
"196","2013-01-29",25200
"197","2013-01-30",24480
"198","2013-01-31",24480
"199","2013-02-01",25200
"200","2013-02-04",21600
"201","2013-02-05",19440
"202","2013-02-06",21600
"203","2013-02-07",21600
"204","2013-02-08",21600
"205","2013-02-11",21600
"206","2013-02-12",21600
"207","2013-02-13",21600
"208","2013-02-14",25200
"209","2013-02-15",28800
"210","2013-02-19",28800
"211","2013-02-20",28800
"212","2013-02-21",29520
"213","2013-02-22",25920
"214","2013-02-25",25920
"215","2013-02-26",25920
"216","2013-02-27",25920
"217","2013-02-28",25920
"218","2013-03-01",25200
"219","2013-03-04",25200
"220","2013-03-05",25200
"221","2013-03-06",25200
"222","2013-03-07",25200
"223","2013-03-08",25200
"224","2013-03-11",20880
"225","2013-03-12",20880
"226","2013-03-13",20880
"227","2013-03-14",20880
"228","2013-03-15",21600
"229","2013-03-18",21600
"230","2013-03-19",21600
"231","2013-03-20",21600
"232","2013-03-21",21600
"233","2013-03-22",21600
"234","2013-03-25",21600
"235","2013-03-26",21600
"236","2013-03-27",21600
"237","2013-03-28",25200
"238","2013-04-01",25200
"239","2013-04-02",25200
"240","2013-04-03",25200
"241","2013-04-04",25200
"242","2013-04-05",25200
"243","2013-04-08",25200
"244","2013-04-09",17280
"245","2013-04-10",17280
"246","2013-04-11",17280
"247","2013-04-12",17280
"248","2013-04-15",17280
"249","2013-04-16",17280
"250","2013-04-17",17280
"251","2013-04-18",17280
"252","2013-04-19",17280
"253","2013-04-22",684000
"254","2013-04-23",684000
"255","2013-04-24",684000
"256","2013-04-25",684000
"257","2013-04-26",680400
"258","2013-04-29",680400
"259","2013-04-30",680400
"260","2013-05-01",680400
"261","2013-05-02",540000
"262","2013-05-03",540000
"263","2013-05-06",540000
"264","2013-05-07",504000
"265","2013-05-08",504000
"266","2013-05-09",504000
"267","2013-05-10",504000
"268","2013-05-13",504000
"269","2013-05-14",504000
"270","2013-05-15",504000
"271","2013-05-16",486000
"272","2013-05-17",486000
"273","2013-05-20",486000
"274","2013-05-21",486000
"275","2013-05-22",486000
"276","2013-05-23",486000
"277","2013-05-24",486000
"278","2013-05-28",486000
"279","2013-05-29",486000
"280","2013-05-30",486000
"281","2013-05-31",486000
"282","2013-06-03",486000
"283","2013-06-04",486000
"284","2013-06-05",486000
"285","2013-06-06",486000
"286","2013-06-07",486000
"287","2013-06-10",486000
"288","2013-06-11",486000
"289","2013-06-12",486000
"290","2013-06-13",486000
"291","2013-06-14",486000
"292","2013-06-17",486000
"293","2013-06-18",486000
"294","2013-06-19",486000
"295","2013-06-20",486000
"296","2013-06-21",486000
"297","2013-06-24",486000
"298","2013-06-25",486000
"299","2013-06-26",486000
"300","2013-06-27",648000
"301","2013-06-28",648000
"302","2013-07-01",648000
"303","2013-07-02",648000
"304","2013-07-03",648000
"305","2013-07-05",648000
"306","2013-07-08",648000
"307","2013-07-09",648000
"308","2013-07-10",648000
"309","2013-07-11",648000
"310","2013-07-12",648000
"311","2013-07-15",648000
"312","2013-07-16",648000
"313","2013-07-17",648000
"314","2013-07-18",648000
"315","2013-07-19",406800
"316","2013-07-22",401040
"317","2013-07-23",385200
"318","2013-07-24",374400
"319","2013-07-25",388800
"320","2013-07-26",390240
"321","2013-07-29",374400
"322","2013-07-30",378000
"323","2013-07-31",371520
"324","2013-08-01",345600
"325","2013-08-02",338400
"326","2013-08-05",388800
"327","2013-08-06",372960
"328","2013-08-07",374400
"329","2013-08-08",367920
"330","2013-08-09",365040
"331","2013-08-12",347760
"332","2013-08-13",353520
"333","2013-08-14",424080
"334","2013-08-15",449280
"335","2013-08-16",446400
"336","2013-08-19",480240
"337","2013-08-20",450720
"338","2013-08-21",421200
"339","2013-08-22",430560
"340","2013-08-23",452160
"341","2013-08-26",453600
"342","2013-08-27",475920
"343","2013-08-28",432000
"344","2013-08-29",378720
"345","2013-08-30",375120
"346","2013-09-03",357840
"347","2013-09-04",356400
"348","2013-09-05",361440
"349","2013-09-06",367920
"350","2013-09-09",399600
"351","2013-09-10",411840
"352","2013-09-11",385200
"353","2013-09-12",373680
"354","2013-09-13",381600
"355","2013-09-16",374400
"356","2013-09-17",370800
"357","2013-09-18",372960
"358","2013-09-19",365760
"359","2013-09-20",347040
"360","2013-09-23",345600
"361","2013-09-24",344880
"362","2013-09-25",362160
"363","2013-09-26",374400
"364","2013-09-27",355680
"365","2013-09-30",352800
"366","2013-10-01",365040
"367","2013-10-02",354960
"368","2013-10-03",337680
"369","2013-10-04",325440
"370","2013-10-07",249120
"371","2013-10-08",210960
"372","2013-10-09",233280
"373","2013-10-10",235440
"374","2013-10-11",228960
"375","2013-10-14",209520
"376","2013-10-15",213840
"377","2013-10-16",249840
"378","2013-10-17",252000
"379","2013-10-18",258480
"380","2013-10-21",244080
"381","2013-10-22",216000
"382","2013-10-23",221040
"383","2013-10-24",177840
"384","2013-10-25",187200
"385","2013-10-28",200160
"386","2013-10-29",203760
"387","2013-10-30",194400
"388","2013-10-31",192960
"389","2013-11-01",182160
"390","2013-11-04",178560
"391","2013-11-05",150480
"392","2013-11-06",152640
"393","2013-11-07",140400
"394","2013-11-08",186480
"395","2013-11-11",191520
"396","2013-11-12",144000
"397","2013-11-13",121680
"398","2013-11-14",124560
"399","2013-11-15",123840
"400","2013-11-18",124560
"401","2013-11-19",117360
"402","2013-11-20",115920
"403","2013-11-21",118080
"404","2013-11-22",118080
"405","2013-11-25",116640
"406","2013-11-26",121680
"407","2013-11-27",122400
"408","2013-11-29",118800
"409","2013-12-02",117360
"410","2013-12-03",118800
"411","2013-12-04",118080
"412","2013-12-05",123120
"413","2013-12-06",118080
"414","2013-12-09",115920
"415","2013-12-10",118800
"416","2013-12-11",122400
"417","2013-12-12",121680
"418","2013-12-13",120960
"419","2013-12-16",130320
"420","2013-12-17",120960
"421","2013-12-18",113760
"422","2013-12-19",113760
"423","2013-12-20",111600
"424","2013-12-23",115200
"425","2013-12-24",118800
"426","2013-12-26",113760
"427","2013-12-27",111600
"428","2013-12-30",113760
"429","2013-12-31",113760
"430","2014-01-02",112320
"431","2014-01-03",121680
"432","2014-01-06",116640
"433","2014-01-07",113760
"434","2014-01-08",111600
"435","2014-01-09",106560
"436","2014-01-10",102240
"437","2014-01-13",110880
"438","2014-01-14",118800
"439","2014-01-15",118800
"440","2014-01-16",115200
"441","2014-01-17",116640
"442","2014-01-21",120960
"443","2014-01-22",120960
"444","2014-01-23",151920
"445","2014-01-24",139680
"446","2014-01-27",129600
"447","2014-01-28",126000
"448","2014-01-29",131040
"449","2014-01-30",153360
"450","2014-01-31",142560
"451","2014-02-03",128880
"452","2014-02-04",131760
"453","2014-02-05",127440
"454","2014-02-06",118800
"455","2014-02-07",110880
"456","2014-02-10",108720
"457","2014-02-11",110160
"458","2014-02-12",100800
"459","2014-02-13",97200
"460","2014-02-14",92880
"461","2014-02-18",95760
"462","2014-02-19",93600
"463","2014-02-20",95040
"464","2014-02-21",94320
"465","2014-02-24",85680
"466","2014-02-25",87840
"467","2014-02-26",90000
"468","2014-02-27",89280
"469","2014-02-28",93600
"470","2014-03-03",140400
"471","2014-03-04",156960
"472","2014-03-05",358560
"473","2014-03-06",262800
"474","2014-03-07",233280
"475","2014-03-10",254160
"476","2014-03-11",224640
"477","2014-03-12",204480
"478","2014-03-13",204480
"479","2014-03-14",187920
"480","2014-03-17",193680
"481","2014-03-18",249120
"482","2014-03-19",226800
"483","2014-03-20",219600
"484","2014-03-21",231120
"485","2014-03-24",219600
"486","2014-03-25",252000
"487","2014-03-26",215280
"488","2014-03-27",215280
"489","2014-03-28",208080
"490","2014-03-31",197280
"491","2014-04-01",182880
"492","2014-04-02",192960
"493","2014-04-03",193680
"494","2014-04-04",182160
"495","2014-04-07",177840
"496","2014-04-08",190080
"497","2014-04-09",187200
"498","2014-04-10",179280
"499","2014-04-11",182160
"500","2014-04-14",175680
"501","2014-04-15",156240
"502","2014-04-16",133920
"503","2014-04-17",131040
"504","2014-04-21",132480
"505","2014-04-22",133200
"506","2014-04-23",134640
"507","2014-04-24",131760
"508","2014-04-25",126000
"509","2014-04-28",126000
"510","2014-04-29",124560
"511","2014-04-30",115920
"512","2014-05-01",114480
"513","2014-05-02",123840
"514","2014-05-05",118080
"515","2014-05-06",113040
"516","2014-05-07",108000
"517","2014-05-08",100800
"518","2014-05-09",93600
"519","2014-05-12",110160
"520","2014-05-13",131760
"521","2014-05-14",121680
"522","2014-05-15",112320
"523","2014-05-16",113760
"524","2014-05-19",108720
"525","2014-05-20",110160
"526","2014-05-21",109440
"527","2014-05-22",111600
"528","2014-05-23",109440
"529","2014-05-27",118080
"530","2014-05-28",122400
"531","2014-05-29",151200
"532","2014-05-30",138960
"533","2014-06-02",136800
"534","2014-06-03",133200
"535","2014-06-04",139680
"536","2014-06-05",134640
"537","2014-06-06",132480
"538","2014-06-09",132480
"539","2014-06-10",127440
"540","2014-06-11",133200
"541","2014-06-12",127440
"542","2014-06-13",128160
"543","2014-06-16",131040
"544","2014-06-17",128160
"545","2014-06-18",138960
"546","2014-06-19",136800
"547","2014-06-20",138240
"548","2014-06-23",133200
"549","2014-06-24",166320
"550","2014-06-25",162720
"551","2014-06-26",156240
"552","2014-06-27",151200
"553","2014-06-30",144720
"554","2014-07-01",144720
"555","2014-07-02",152640
"556","2014-07-03",151200
"557","2014-07-07",143280
"558","2014-07-08",135360
"559","2014-07-09",136800
"560","2014-07-10",145440
"561","2014-07-11",150480
"562","2014-07-14",152640
"563","2014-07-15",150480
"564","2014-07-16",149040
"565","2014-07-17",154080
"566","2014-07-18",162000
"567","2014-07-21",167040
"568","2014-07-22",155520
"569","2014-07-23",159120
"570","2014-07-24",156960
"571","2014-07-25",160560
"572","2014-07-28",159840
"573","2014-07-29",164160
"574","2014-07-30",164880
"575","2014-07-31",160560
"576","2014-08-01",150480
"577","2014-08-04",150480
"578","2014-08-05",155520
"579","2014-08-06",153360
"580","2014-08-07",146880
"581","2014-08-08",147600
"582","2014-08-11",145440
"583","2014-08-12",139680
"584","2014-08-13",149760
"585","2014-08-14",146160
"586","2014-08-15",147600
"587","2014-08-18",143280
"588","2014-08-19",141120
"589","2014-08-20",142560
"590","2014-08-21",142560
"591","2014-08-22",139680
"592","2014-08-25",144720
"593","2014-08-26",146880
"594","2014-08-27",141120
"595","2014-08-28",142560
"596","2014-08-29",142560
"597","2014-09-02",144720
"598","2014-09-03",151200
"599","2014-09-04",156960
"600","2014-09-05",159120
"601","2014-09-08",154080
"602","2014-09-09",151920
"603","2014-09-10",154080
"604","2014-09-11",154800
"605","2014-09-12",151920
"606","2014-09-15",146160
"607","2014-09-16",144000
"608","2014-09-17",145440
"609","2014-09-18",141840
"610","2014-09-19",142560
"611","2014-09-22",138240
"612","2014-09-23",138960
"613","2014-09-24",138240
"614","2014-09-25",143280
"615","2014-09-26",141120
"616","2014-09-29",139680
"617","2014-09-30",141120
"618","2014-10-01",140400
"619","2014-10-02",141120
"620","2014-10-03",143280
"621","2014-10-06",136800
"622","2014-10-07",131040
"623","2014-10-08",128160
"624","2014-10-09",122400
"625","2014-10-10",119520
"626","2014-10-13",109440
"627","2014-10-14",100080
"628","2014-10-15",104400
"629","2014-10-16",115200
"630","2014-10-17",117360
"631","2014-10-20",120240
"632","2014-10-21",121680
"633","2014-10-22",110880
"634","2014-10-23",110160
"635","2014-10-24",111600
"636","2014-10-27",119520
"637","2014-10-28",117360
"638","2014-10-29",116640
"639","2014-10-30",120240
"640","2014-10-31",120240
"641","2014-11-03",118080
"642","2014-11-04",100800
"643","2014-11-05",97920
"644","2014-11-06",98640
"645","2014-11-07",102960
"646","2014-11-10",100800
"647","2014-11-11",104400
"648","2014-11-12",102240
"649","2014-11-13",100800
"650","2014-11-14",100080
"651","2014-11-17",95760
"652","2014-11-18",100080
"653","2014-11-19",101520
"654","2014-11-20",99360
"655","2014-11-21",100080
"656","2014-11-24",102960
"657","2014-11-25",100800
"658","2014-11-26",97200
"659","2014-11-28",99360
"660","2014-12-01",94320
"661","2014-12-02",93600
"662","2014-12-03",93600
"663","2014-12-04",94320
"664","2014-12-05",83520
"665","2014-12-08",69840
"666","2014-12-09",69120
"667","2014-12-10",72000
"668","2014-12-11",76320
"669","2014-12-12",73440
"670","2014-12-15",72720
"671","2014-12-16",72000
"672","2014-12-17",71280
"673","2014-12-18",72000
"674","2014-12-19",73440
"675","2014-12-22",74160
"676","2014-12-23",71280
"677","2014-12-24",68400
"678","2014-12-26",67680
"679","2014-12-29",45360
"680","2014-12-30",36720
"681","2014-12-31",36720
"682","2015-01-02",35280
"683","2015-01-05",32400
"684","2015-01-06",33120
"685","2015-01-07",30240
"686","2015-01-08",28800
"687","2015-01-09",28800
"688","2015-01-12",36000
"689","2015-01-13",43200
"690","2015-01-14",36000
"691","2015-01-15",34560
"692","2015-01-16",34560
"693","2015-01-20",33840
"694","2015-01-21",34560
"695","2015-01-22",33840
"696","2015-01-23",32400
"697","2015-01-26",32400
"698","2015-01-27",32400
"699","2015-01-28",31680
"700","2015-01-29",38160
"701","2015-01-30",33120
"702","2015-02-02",33840
"703","2015-02-03",33840
"704","2015-02-04",30240
"705","2015-02-05",30240
"706","2015-02-06",30240
"707","2015-02-09",30240
"708","2015-02-10",31680
"709","2015-02-11",30240
"710","2015-02-12",30240
"711","2015-02-13",30960
"712","2015-02-17",30960
"713","2015-02-18",30960
"714","2015-02-19",28800
"715","2015-02-20",35280
"716","2015-02-23",34560
"717","2015-02-24",32400
"718","2015-02-25",33120
"719","2015-02-26",30960
"720","2015-02-27",32400
"721","2015-03-02",32400
"722","2015-03-03",31680
"723","2015-03-04",30960
"724","2015-03-05",30960
"725","2015-03-06",30240
"726","2015-03-09",26640
"727","2015-03-10",22320
"728","2015-03-11",21600
"729","2015-03-12",24480
"730","2015-03-13",23040
"731","2015-03-16",19440
"732","2015-03-17",22320
"733","2015-03-18",21600
"734","2015-03-19",20160
"735","2015-03-20",18720
"736","2015-03-23",21600
"737","2015-03-24",21600
"738","2015-03-25",23040
"739","2015-03-26",20160
"740","2015-03-27",20880
"741","2015-03-30",19440
"742","2015-03-31",20160
"743","2015-04-01",20160
"744","2015-04-02",18720
"745","2015-04-06",18720
"746","2015-04-07",19440
"747","2015-04-08",20880
"748","2015-04-09",20160
"749","2015-04-10",18720
"750","2015-04-13",18000
"751","2015-04-14",19440
"752","2015-04-15",18000
"753","2015-04-16",18720
"754","2015-04-17",18000
"755","2015-04-20",16560
"756","2015-04-21",15840
"757","2015-04-22",15840
"758","2015-04-23",15120
"759","2015-04-24",15120
"760","2015-04-27",16560
"761","2015-04-28",23760
"762","2015-04-29",18720
"763","2015-04-30",22320
"764","2015-05-01",25920
"765","2015-05-04",38880
"766","2015-05-05",27360
"767","2015-05-06",25920
"768","2015-05-07",23040
"769","2015-05-08",25200
"770","2015-05-11",25920
"771","2015-05-12",25920
"772","2015-05-13",24480
"773","2015-05-14",24480
"774","2015-05-15",23040
"775","2015-05-18",21600
"776","2015-05-19",20160
"777","2015-05-20",21600
"778","2015-05-21",19440
"779","2015-05-22",19440
"780","2015-05-26",18720
"781","2015-05-27",19440
"782","2015-05-28",18720
"783","2015-05-29",17280
"784","2015-06-01",18000
"785","2015-06-02",19440
"786","2015-06-03",18720
"787","2015-06-04",18000
"788","2015-06-05",19440
"789","2015-06-08",18720
"790","2015-06-09",21600
"791","2015-06-10",20160
"792","2015-06-11",20880
"793","2015-06-12",19440
"794","2015-06-15",19440
"795","2015-06-16",20160
"796","2015-06-17",23760
"797","2015-06-18",21600
"798","2015-06-19",19440
"799","2015-06-22",20160
"800","2015-06-23",19440
"801","2015-06-24",19440
"802","2015-06-25",20160
"803","2015-06-26",20160
"804","2015-06-29",20880
"805","2015-06-30",20160
"806","2015-07-01",20160
"807","2015-07-02",20160
"808","2015-07-06",19440
"809","2015-07-07",18000
"810","2015-07-08",17280
"811","2015-07-09",18000
"812","2015-07-10",18000
"813","2015-07-13",18720
"814","2015-07-14",18720
"815","2015-07-15",18000
"816","2015-07-16",18000
"817","2015-07-17",18000
"818","2015-07-20",11736
"819","2015-07-21",15264
"820","2015-07-22",14400
"821","2015-07-23",13392
"822","2015-07-24",13608
"823","2015-07-27",13392
"824","2015-07-28",11808
"825","2015-07-29",12816
"826","2015-07-30",13104
"827","2015-07-31",12096
"828","2015-08-03",12096
"829","2015-08-04",11952
"830","2015-08-05",11808
"831","2015-08-06",11952
"832","2015-08-07",11304
"833","2015-08-10",11016
"834","2015-08-11",11160
"835","2015-08-12",11448
"836","2015-08-13",15912
"837","2015-08-14",6480
"838","2015-08-17",5544
"839","2015-08-18",4896
"840","2015-08-19",4680
"841","2015-08-20",4392
"842","2015-08-21",4896
"843","2015-08-24",3960
"844","2015-08-25",3600
"845","2015-08-26",3168
"846","2015-08-27",2880
"847","2015-08-28",2808
"848","2015-08-31",2664
"849","2015-09-01",3816
"850","2015-09-02",2880
"851","2015-09-03",2664
"852","2015-09-04",2808
"853","2015-09-08",3024
"854","2015-09-09",2880
"855","2015-09-10",3024
"856","2015-09-11",4248
"857","2015-09-14",3672
"858","2015-09-15",3528
"859","2015-09-16",3816
"860","2015-09-17",3672
"861","2015-09-18",4032
"862","2015-09-21",3744
"863","2015-09-22",3816
"864","2015-09-23",3888
"865","2015-09-24",4104
"866","2015-09-25",4320
"867","2015-09-28",4248
"868","2015-09-29",4320
"869","2015-09-30",4176
"870","2015-10-01",4032
"871","2015-10-02",3888
"872","2015-10-05",3816
"873","2015-10-06",3816
"874","2015-10-07",3960
"875","2015-10-08",3816
"876","2015-10-09",3960
"877","2015-10-12",4248
"878","2015-10-13",4464
"879","2015-10-14",4608
"880","2015-10-15",4464
"881","2015-10-16",4320
"882","2015-10-19",4320
"883","2015-10-20",4392
"884","2015-10-21",4248
"885","2015-10-22",4104
"886","2015-10-23",4104
"887","2015-10-26",5544
"888","2015-10-27",4392
"889","2015-10-28",4392
"890","2015-10-29",4464
"891","2015-10-30",4248
"892","2015-11-02",4536
"893","2015-11-03",4752
"894","2015-11-04",4824
"895","2015-11-05",4608
"896","2015-11-06",4464
"897","2015-11-09",3240
"898","2015-11-10",2592
"899","2015-11-11",2016
"900","2015-11-12",2376
"901","2015-11-13",2160
"902","2015-11-16",2016
"903","2015-11-17",1800
"904","2015-11-18",1800
"905","2015-11-19",1872
"906","2015-11-20",1800
"907","2015-11-23",1872
"908","2015-11-24",1872
"909","2015-11-25",1944
"910","2015-11-27",2016
"911","2015-11-30",1944
"912","2015-12-01",2232
"913","2015-12-02",1944
"914","2015-12-03",2232
"915","2015-12-04",1872
"916","2015-12-07",1872
"917","2015-12-08",1944
"918","2015-12-09",1728
"919","2015-12-10",1944
"920","2015-12-11",1944
"921","2015-12-14",1728
"922","2015-12-15",1800
"923","2015-12-16",1800
"924","2015-12-17",1800
"925","2015-12-18",1656
"926","2015-12-21",1728
"927","2015-12-22",1656
"928","2015-12-23",1728
"929","2015-12-24",1728
"930","2015-12-28",1656
"931","2015-12-29",1656
"932","2015-12-30",1656
"933","2015-12-31",1584
"934","2016-01-04",1512
"935","2016-01-05",1512
"936","2016-01-06",1368
"937","2016-01-07",1368
"938","2016-01-08",1296
"939","2016-01-11",1296
"940","2016-01-12",1296
"941","2016-01-13",1296
"942","2016-01-14",1224
"943","2016-01-15",1080
"944","2016-01-19",1224
"945","2016-01-20",1152
"946","2016-01-21",1296
"947","2016-01-22",1440
"948","2016-01-25",1296
"949","2016-01-26",1296
"950","2016-01-27",1296
"951","2016-01-28",1296
"952","2016-01-29",1368
"953","2016-02-01",1512
"954","2016-02-02",1656
"955","2016-02-03",1512
"956","2016-02-04",1440
"957","2016-02-05",1368
"958","2016-02-08",1368
"959","2016-02-09",1296
"960","2016-02-10",1296
"961","2016-02-11",1296
"962","2016-02-12",1224
"963","2016-02-16",1224
"964","2016-02-17",1152
"965","2016-02-18",1224
"966","2016-02-19",1224
"967","2016-02-22",1224
"968","2016-02-23",1080
"969","2016-02-24",1152
"970","2016-02-25",1152
"971","2016-02-26",1152
"972","2016-02-29",1152
"973","2016-03-01",1152
"974","2016-03-02",1080
"975","2016-03-03",936
"976","2016-03-04",864
"977","2016-03-07",864
"978","2016-03-08",864
"979","2016-03-09",936
"980","2016-03-10",864
"981","2016-03-11",864
"982","2016-03-14",864
"983","2016-03-15",720
"984","2016-03-16",720
"985","2016-03-17",720
"986","2016-03-18",720
"987","2016-03-21",648
"988","2016-03-22",864
"989","2016-03-23",720
"990","2016-03-24",792
"991","2016-03-28",936
"992","2016-03-29",720
"993","2016-03-30",720
"994","2016-03-31",720
"995","2016-04-01",648
"996","2016-04-04",648
"997","2016-04-05",576
"998","2016-04-06",576
"999","2016-04-07",576
"1000","2016-04-08",576
"1001","2016-04-11",648
"1002","2016-04-12",576
"1003","2016-04-13",576
"1004","2016-04-14",576
"1005","2016-04-15",576
"1006","2016-04-18",576
"1007","2016-04-19",720
"1008","2016-04-20",648
"1009","2016-04-21",720
"1010","2016-04-22",648
"1011","2016-04-25",648
"1012","2016-04-26",576
"1013","2016-04-27",576
"1014","2016-04-28",576
"1015","2016-04-29",648
"1016","2016-05-02",720
"1017","2016-05-03",1152
"1018","2016-05-04",792
"1019","2016-05-05",936
"1020","2016-05-06",936
"1021","2016-05-09",864
"1022","2016-05-10",864
"1023","2016-05-11",792
"1024","2016-05-12",720
"1025","2016-05-13",648
"1026","2016-05-16",576
"1027","2016-05-17",576
"1028","2016-05-18",792
"1029","2016-05-19",864
"1030","2016-05-20",792
"1031","2016-05-23",1656
"1032","2016-05-24",1296
"1033","2016-05-25",1080
"1034","2016-05-26",1008
"1035","2016-05-27",1152
"1036","2016-05-31",1080
"1037","2016-06-01",1152
"1038","2016-06-02",1440
"1039","2016-06-03",1368
"1040","2016-06-06",1296
"1041","2016-06-07",1224
"1042","2016-06-08",1152
"1043","2016-06-09",1224
"1044","2016-06-10",1080
"1045","2016-06-13",1008
"1046","2016-06-14",1008
"1047","2016-06-15",1080
"1048","2016-06-16",1080
"1049","2016-06-17",1080
"1050","2016-06-20",1080
"1051","2016-06-21",912
"1052","2016-06-22",870
"1053","2016-06-23",774
"1054","2016-06-24",702
"1055","2016-06-27",666
"1056","2016-06-28",732
"1057","2016-06-29",690
"1058","2016-06-30",660
"1059","2016-07-01",630
"1060","2016-07-05",588
"1061","2016-07-06",522
"1062","2016-07-07",672
"1063","2016-07-08",600
"1064","2016-07-11",582
"1065","2016-07-12",582
"1066","2016-07-13",582
"1067","2016-07-14",588
"1068","2016-07-15",330
"1069","2016-07-18",294
"1070","2016-07-19",312
"1071","2016-07-20",294
"1072","2016-07-21",282
"1073","2016-07-22",288
"1074","2016-07-25",288
"1075","2016-07-26",264
