"","date","ARCH"
"143","2016-07-27",0.44
"144","2016-07-28",0.43
"145","2016-07-29",0.43
"146","2016-08-01",0.44
"147","2016-08-02",0.44
"148","2016-08-03",0.4
"149","2016-08-04",0.41
"150","2016-08-05",0.41
"151","2016-08-08",0.41
"152","2016-08-09",0.37
"153","2016-08-10",0.34
"154","2016-08-11",0.33
"155","2016-08-12",0.31
"156","2016-08-15",0.32
"157","2016-08-16",0.31
"158","2016-08-17",0.31
"159","2016-08-18",0.32
"160","2016-08-19",0.32
"161","2016-08-22",0.31
"162","2016-08-23",0.32
"163","2016-08-24",0.31
"164","2016-08-25",0.3
"165","2016-08-26",0.3
"166","2016-08-29",0.28
"167","2016-08-30",0.29
"168","2016-08-31",0.3
"169","2016-09-01",0.31
"170","2016-09-02",0.32
"171","2016-09-06",0.34
"172","2016-09-07",0.33
"173","2016-09-08",0.31
"174","2016-09-09",0.29
"175","2016-09-12",0.28
"176","2016-09-13",0.24
"177","2016-09-14",0.25
"178","2016-09-15",0.24
"179","2016-09-16",0.26
"180","2016-09-19",0.34
"181","2016-09-20",0.4
"182","2016-09-21",0.61
"183","2016-09-22",0.5
"184","2016-09-23",0.41
"185","2016-09-26",0.44
"186","2016-09-27",0.43
"187","2016-09-28",0.42
"188","2016-09-29",0.47
"189","2016-09-30",0.18
"190","2016-10-03",0.06
"191","2016-10-04",0.05
"192","2016-10-05",63
"193","2016-10-06",61.310001
"194","2016-10-07",61.700001
"195","2016-10-10",65.389999
"196","2016-10-11",66.489998
"197","2016-10-12",67.699997
"198","2016-10-13",66.970001
"199","2016-10-14",67.139999
"200","2016-10-17",69.059998
"201","2016-10-18",69.870003
"202","2016-10-19",71.160004
"203","2016-10-20",71.800003
"204","2016-10-21",76
"205","2016-10-24",75.5
"206","2016-10-25",75.68
"207","2016-10-26",75.25
"208","2016-10-27",73.419998
"209","2016-10-28",73.150002
"210","2016-10-31",73.379997
"211","2016-11-01",73.400002
"212","2016-11-02",72.889999
"213","2016-11-03",71.279999
"214","2016-11-04",68
"215","2016-11-07",68
"216","2016-11-08",71.519997
"217","2016-11-09",78.989998
"218","2016-11-10",85.160004
"219","2016-11-11",84.790001
"220","2016-11-14",84.68
"221","2016-11-15",82.760002
"222","2016-11-16",79.260002
"223","2016-11-17",73.949997
"224","2016-11-18",72.669998
"225","2016-11-21",71.75
"226","2016-11-22",77.32
"227","2016-11-23",78.599998
"228","2016-11-25",75.459999
"229","2016-11-28",76.169998
"230","2016-11-29",75.830002
"231","2016-11-30",78.029999
"232","2016-12-01",77.720001
"233","2016-12-02",79.32
"234","2016-12-05",82.5
"235","2016-12-06",83.529999
"236","2016-12-07",84.599998
"237","2016-12-08",82.790001
"238","2016-12-09",80.050003
"239","2016-12-12",83.690002
"240","2016-12-13",81.790001
"241","2016-12-14",79.230003
"242","2016-12-15",80.269997
"243","2016-12-16",79
"244","2016-12-19",79.830002
"245","2016-12-20",83.050003
"246","2016-12-21",80.900002
"247","2016-12-22",77.449997
"248","2016-12-23",78.389999
"249","2016-12-27",79.169998
"250","2016-12-28",79.099998
"251","2016-12-29",78.129997
"252","2016-12-30",78.050003
"253","2017-01-03",74.989998
"254","2017-01-04",75.139999
"255","2017-01-05",74.769997
"256","2017-01-06",72.260002
"257","2017-01-09",70.690002
"258","2017-01-10",71.989998
"259","2017-01-11",75.25
"260","2017-01-12",76.050003
"261","2017-01-13",74.980003
"262","2017-01-17",73.040001
"263","2017-01-18",73
"264","2017-01-19",72.209999
"265","2017-01-20",73.5
"266","2017-01-23",73.879997
"267","2017-01-24",74.870003
"268","2017-01-25",74.449997
"269","2017-01-26",73.730003
"270","2017-01-27",73.650002
"271","2017-01-30",72.300003
"272","2017-01-31",71.989998
"273","2017-02-01",72.480003
"274","2017-02-02",73.550003
"275","2017-02-03",71.900002
"276","2017-02-06",70.919998
"277","2017-02-07",70.730003
"278","2017-02-08",68.830002
"279","2017-02-09",70.959999
"280","2017-02-10",69.589996
"281","2017-02-13",68.870003
"282","2017-02-14",68.650002
"283","2017-02-15",69.82
"284","2017-02-16",72.110001
"285","2017-02-17",76.089996
"286","2017-02-21",74
"287","2017-02-22",73.790001
"288","2017-02-23",73.110001
"289","2017-02-24",71.989998
"290","2017-02-27",72.5
"291","2017-02-28",71.860001
"292","2017-03-01",74.690002
"293","2017-03-02",71.5
"294","2017-03-03",71.720001
"295","2017-03-06",72.459999
"296","2017-03-07",69.099998
"297","2017-03-08",66.860001
"298","2017-03-09",66.32
"299","2017-03-10",64.650002
"300","2017-03-13",66.889999
"301","2017-03-14",65.639999
"302","2017-03-15",68.239998
"303","2017-03-16",67.910004
"304","2017-03-17",67.050003
"305","2017-03-20",66.040001
"306","2017-03-21",65.449997
"307","2017-03-22",66.910004
"308","2017-03-23",64.900002
"309","2017-03-24",64.769997
"310","2017-03-27",67.75
"311","2017-03-28",69
"312","2017-03-29",69.330002
"313","2017-03-30",68.910004
"314","2017-03-31",68.940002
"315","2017-04-03",71.57
"316","2017-04-04",72.849998
"317","2017-04-05",72.190002
"318","2017-04-06",74.690002
"319","2017-04-07",74.75
"320","2017-04-10",75.860001
"321","2017-04-11",74.010002
"322","2017-04-12",71.389999
"323","2017-04-13",70.760002
"324","2017-04-17",71.620003
"325","2017-04-18",71.040001
"326","2017-04-19",70.260002
"327","2017-04-20",71.239998
"328","2017-04-21",70.580002
"329","2017-04-24",71.68
"330","2017-04-25",70.889999
"331","2017-04-26",71.099998
"332","2017-04-27",69.949997
"333","2017-04-28",70.239998
"334","2017-05-01",70
"335","2017-05-02",74.739998
"336","2017-05-03",72.580002
"337","2017-05-04",70
"338","2017-05-05",70.93
"339","2017-05-08",71.650002
"340","2017-05-09",71.900002
"341","2017-05-10",72.190002
"342","2017-05-11",72.730003
"343","2017-05-12",73.410004
"344","2017-05-15",72.529999
"345","2017-05-16",74.160004
"346","2017-05-17",73.050003
"347","2017-05-18",72.93
"348","2017-05-19",72.879997
"349","2017-05-22",71.860001
"350","2017-05-23",72.989998
"351","2017-05-24",72.949997
"352","2017-05-25",71.82
"353","2017-05-26",72.269997
"354","2017-05-30",70.389999
"355","2017-05-31",70.769997
"356","2017-06-01",71.379997
"357","2017-06-02",69.68
"358","2017-06-05",70.059998
"359","2017-06-06",70.019997
"360","2017-06-07",67.839996
"361","2017-06-08",69.18
"362","2017-06-09",70.040001
"363","2017-06-12",70.559998
"364","2017-06-13",70.370003
"365","2017-06-14",69.150002
"366","2017-06-15",64.970001
"367","2017-06-16",63.700001
"368","2017-06-19",62.799999
"369","2017-06-20",60.919998
"370","2017-06-21",62.299999
"371","2017-06-22",62.5
"372","2017-06-23",64.440002
"373","2017-06-26",65
"374","2017-06-27",64.779999
"375","2017-06-28",66.739998
"376","2017-06-29",67.900002
"377","2017-06-30",68.300003
"378","2017-07-03",68.779999
"379","2017-07-05",69.900002
"380","2017-07-06",68.75
"381","2017-07-07",69.639999
"382","2017-07-10",70.389999
"383","2017-07-11",72.959999
"384","2017-07-12",73.480003
"385","2017-07-13",74.040001
"386","2017-07-14",74.550003
"387","2017-07-17",74.18
"388","2017-07-18",74.68
"389","2017-07-19",75.07
"390","2017-07-20",75.900002
"391","2017-07-21",75.519997
"392","2017-07-24",75.199997
"393","2017-07-25",76.239998
"394","2017-07-26",76.110001
"395","2017-07-27",72.410004
"396","2017-07-28",73.32
"397","2017-07-31",76.07
"398","2017-08-01",77.480003
"399","2017-08-02",77.25
"400","2017-08-03",74.57
"401","2017-08-04",75.610001
"402","2017-08-07",76.510002
"403","2017-08-08",76.980003
"404","2017-08-09",76.540001
"405","2017-08-10",76.050003
"406","2017-08-11",75.209999
"407","2017-08-14",75.230003
"408","2017-08-15",74.580002
"409","2017-08-16",74.279999
"410","2017-08-17",73.800003
"411","2017-08-18",74.690002
"412","2017-08-21",75.720001
"413","2017-08-22",76.639999
"414","2017-08-23",77.660004
"415","2017-08-24",75.459999
"416","2017-08-25",76.57
"417","2017-08-28",76.629997
"418","2017-08-29",77.07
"419","2017-08-30",76.550003
"420","2017-08-31",79.870003
"421","2017-09-01",80.110001
"422","2017-09-05",76.720001
"423","2017-09-06",78.220001
"424","2017-09-07",78.110001
"425","2017-09-08",76.5
"426","2017-09-11",75.449997
"427","2017-09-12",75.050003
"428","2017-09-13",76.040001
"429","2017-09-14",76.970001
"430","2017-09-15",75.300003
"431","2017-09-18",74.239998
"432","2017-09-19",72.529999
"433","2017-09-20",72.889999
"434","2017-09-21",71.550003
"435","2017-09-22",71.150002
"436","2017-09-25",73.18
"437","2017-09-26",73.839996
"438","2017-09-27",73.620003
"439","2017-09-28",72.18
"440","2017-09-29",71.739998
"441","2017-10-02",73.190002
"442","2017-10-03",72.800003
"443","2017-10-04",72.110001
"444","2017-10-05",72.989998
"445","2017-10-06",71.139999
"446","2017-10-09",70.360001
"447","2017-10-10",71.190002
"448","2017-10-11",70.620003
"449","2017-10-12",70.68
"450","2017-10-13",69.389999
"451","2017-10-16",71.239998
"452","2017-10-17",72.870003
"453","2017-10-18",72.910004
"454","2017-10-19",75.010002
"455","2017-10-20",75.43
"456","2017-10-23",74.190002
"457","2017-10-24",74.910004
"458","2017-10-25",73.959999
"459","2017-10-26",72.010002
"460","2017-10-27",72.300003
"461","2017-10-30",71.800003
"462","2017-10-31",76.419998
"463","2017-11-01",78.949997
"464","2017-11-02",78.68
"465","2017-11-03",79.379997
"466","2017-11-06",80.029999
"467","2017-11-07",79.68
"468","2017-11-08",79.779999
"469","2017-11-09",78.669998
"470","2017-11-10",78.739998
"471","2017-11-13",78.849998
"472","2017-11-14",78.449997
"473","2017-11-15",78.050003
"474","2017-11-16",79.209999
"475","2017-11-17",78.790001
"476","2017-11-20",79.540001
"477","2017-11-21",80.489998
"478","2017-11-22",80.669998
"479","2017-11-24",80.989998
"480","2017-11-27",78.839996
"481","2017-11-28",78.989998
"482","2017-11-29",78.489998
"483","2017-11-30",82.559998
"484","2017-12-01",84.260002
"485","2017-12-04",84.32
"486","2017-12-05",84.459999
"487","2017-12-06",83.199997
"488","2017-12-07",85.129997
"489","2017-12-08",84.940002
"490","2017-12-11",86.860001
"491","2017-12-12",85.760002
"492","2017-12-13",85.940002
"493","2017-12-14",85.379997
"494","2017-12-15",86.860001
"495","2017-12-18",87.989998
"496","2017-12-19",88.059998
"497","2017-12-20",88.790001
"498","2017-12-21",90.730003
"499","2017-12-22",91.129997
"500","2017-12-26",92.360001
"501","2017-12-27",91.690002
"502","2017-12-28",93.220001
"503","2017-12-29",93.160004
"504","2018-01-02",95.43
"505","2018-01-03",93.769997
"506","2018-01-04",92.400002
"507","2018-01-05",92.720001
"508","2018-01-08",95.360001
"509","2018-01-09",95.440002
"510","2018-01-10",96.550003
"511","2018-01-11",98.68
"512","2018-01-12",96.830002
"513","2018-01-16",94.480003
"514","2018-01-17",95.199997
"515","2018-01-18",92.989998
"516","2018-01-19",94.089996
"517","2018-01-22",93.970001
"518","2018-01-23",92.18
"519","2018-01-24",92.690002
"520","2018-01-25",90.660004
"521","2018-01-26",93.029999
"522","2018-01-29",93.209999
"523","2018-01-30",89.900002
"524","2018-01-31",90.010002
"525","2018-02-01",92.559998
"526","2018-02-02",87.550003
"527","2018-02-05",86.019997
"528","2018-02-06",88.32
"529","2018-02-07",87.269997
"530","2018-02-08",86
"531","2018-02-09",85.660004
"532","2018-02-12",88.580002
"533","2018-02-13",90.129997
"534","2018-02-14",93.059998
"535","2018-02-15",94.169998
"536","2018-02-16",92.470001
"537","2018-02-20",92.160004
"538","2018-02-21",93.830002
"539","2018-02-22",96.400002
"540","2018-02-23",97.790001
"541","2018-02-26",99.220001
"542","2018-02-27",98.660004
"543","2018-02-28",95.709999
"544","2018-03-01",96.849998
"545","2018-03-02",99.040001
"546","2018-03-05",97.169998
"547","2018-03-06",100.709999
"548","2018-03-07",99.730003
"549","2018-03-08",96.290001
"550","2018-03-09",93.709999
"551","2018-03-12",93.209999
"552","2018-03-13",94.379997
"553","2018-03-14",93.910004
"554","2018-03-15",95.730003
"555","2018-03-16",96.550003
"556","2018-03-19",93.730003
"557","2018-03-20",95.459999
"558","2018-03-21",97.779999
"559","2018-03-22",91.540001
"560","2018-03-23",91.230003
"561","2018-03-26",93.300003
"562","2018-03-27",90.32
"563","2018-03-28",89.879997
"564","2018-03-29",91.879997
"565","2018-04-02",91.57
"566","2018-04-03",94.120003
"567","2018-04-04",93.620003
"568","2018-04-05",94.75
"569","2018-04-06",92.410004
"570","2018-04-09",93.75
"571","2018-04-10",97.839996
"572","2018-04-11",95.75
"573","2018-04-12",97.160004
"574","2018-04-13",97.220001
"575","2018-04-16",95.879997
"576","2018-04-17",96.489998
"577","2018-04-18",97.470001
"578","2018-04-19",100.57
"579","2018-04-20",100.290001
"580","2018-04-23",98.849998
"581","2018-04-24",98.150002
"582","2018-04-25",96.029999
"583","2018-04-26",82.110001
"584","2018-04-27",79.339996
"585","2018-04-30",80.830002
"586","2018-05-01",78.010002
"587","2018-05-02",77.779999
"588","2018-05-03",78.940002
"589","2018-05-04",80.970001
"590","2018-05-07",81.089996
"591","2018-05-08",79.230003
"592","2018-05-09",77.040001
"593","2018-05-10",76.519997
"594","2018-05-11",77.440002
"595","2018-05-14",77.660004
"596","2018-05-15",79.379997
"597","2018-05-16",80.349998
"598","2018-05-17",80.279999
"599","2018-05-18",79.150002
"600","2018-05-21",79.809998
"601","2018-05-22",80.190002
"602","2018-05-23",81.099998
"603","2018-05-24",79.480003
"604","2018-05-25",80.610001
"605","2018-05-29",82.910004
"606","2018-05-30",84.25
"607","2018-05-31",82.160004
"608","2018-06-01",83.809998
"609","2018-06-04",83.860001
"610","2018-06-05",85.470001
"611","2018-06-06",85.620003
"612","2018-06-07",86.660004
"613","2018-06-08",85.169998
"614","2018-06-11",85.099998
"615","2018-06-12",84.739998
"616","2018-06-13",83.330002
"617","2018-06-14",83.110001
"618","2018-06-15",78.93
"619","2018-06-18",79.629997
"620","2018-06-19",79.410004
"621","2018-06-20",80.349998
"622","2018-06-21",80.120003
"623","2018-06-22",82.379997
"624","2018-06-25",78.199997
"625","2018-06-26",79.309998
"626","2018-06-27",80.5
"627","2018-06-28",78.360001
"628","2018-06-29",78.43
"629","2018-07-02",77.160004
"630","2018-07-03",78.599998
"631","2018-07-05",79.589996
"632","2018-07-06",79.739998
"633","2018-07-09",80.650002
"634","2018-07-10",80.900002
"635","2018-07-11",77.239998
"636","2018-07-12",78.080002
"637","2018-07-13",76.989998
"638","2018-07-16",75.849998
"639","2018-07-17",78.910004
"640","2018-07-18",80.389999
"641","2018-07-19",79.110001
"642","2018-07-20",79.57
"643","2018-07-23",80.190002
"644","2018-07-24",81.629997
"645","2018-07-25",83.360001
"646","2018-07-26",85
"647","2018-07-27",81.309998
"648","2018-07-30",80.980003
"649","2018-07-31",84.589996
"650","2018-08-01",87.010002
"651","2018-08-02",88.339996
"652","2018-08-03",89.269997
"653","2018-08-06",89.209999
"654","2018-08-07",88.610001
"655","2018-08-08",89.260002
"656","2018-08-09",89.510002
"657","2018-08-10",88.849998
"658","2018-08-13",88.139999
"659","2018-08-14",88.169998
"660","2018-08-15",87.330002
"661","2018-08-16",89.150002
"662","2018-08-17",89.800003
"663","2018-08-20",90.190002
"664","2018-08-21",90.940002
"665","2018-08-22",90.919998
"666","2018-08-23",88.690002
"667","2018-08-24",87.879997
"668","2018-08-27",89.050003
"669","2018-08-28",88.07
"670","2018-08-29",89.57
"671","2018-08-30",87.910004
"672","2018-08-31",88.669998
"673","2018-09-04",88.610001
"674","2018-09-05",90.730003
"675","2018-09-06",90.32
"676","2018-09-07",90.889999
"677","2018-09-10",90.139999
"678","2018-09-11",90.230003
"679","2018-09-12",91.260002
"680","2018-09-13",89.459999
"681","2018-09-14",88.989998
"682","2018-09-17",89.839996
"683","2018-09-18",90.599998
"684","2018-09-19",90.75
"685","2018-09-20",90.580002
"686","2018-09-21",90.510002
"687","2018-09-24",92.629997
"688","2018-09-25",94.519997
"689","2018-09-26",90.519997
"690","2018-09-27",89.970001
"691","2018-09-28",89.400002
"692","2018-10-01",92.970001
"693","2018-10-02",92.629997
"694","2018-10-03",93.25
"695","2018-10-04",91.690002
"696","2018-10-05",91.389999
"697","2018-10-08",92.510002
"698","2018-10-09",91.459999
"699","2018-10-10",90.120003
"700","2018-10-11",90.779999
"701","2018-10-12",91.650002
"702","2018-10-15",93.860001
"703","2018-10-16",97.059998
"704","2018-10-17",97.360001
"705","2018-10-18",93.040001
"706","2018-10-19",93.220001
"707","2018-10-22",94.849998
"708","2018-10-23",95.519997
"709","2018-10-24",89.93
"710","2018-10-25",89.919998
"711","2018-10-26",92.629997
"712","2018-10-29",93.110001
"713","2018-10-30",93.080002
"714","2018-10-31",95.900002
"715","2018-11-01",94.099998
"716","2018-11-02",94.690002
"717","2018-11-05",95.050003
"718","2018-11-06",93.900002
"719","2018-11-07",95.260002
"720","2018-11-08",93.889999
"721","2018-11-09",94.279999
"722","2018-11-12",94.620003
"723","2018-11-13",94.989998
"724","2018-11-14",93.650002
"725","2018-11-15",94.699997
"726","2018-11-16",96.190002
"727","2018-11-19",92.389999
"728","2018-11-20",85.349998
"729","2018-11-21",83.900002
"730","2018-11-23",82.120003
"731","2018-11-26",78.900002
"732","2018-11-27",79.800003
"733","2018-11-28",82.330002
"734","2018-11-29",82.610001
"735","2018-11-30",81.269997
"736","2018-12-03",84.940002
"737","2018-12-04",84.75
"738","2018-12-06",83.07
"739","2018-12-07",84.690002
"740","2018-12-10",85.870003
"741","2018-12-11",86.019997
"742","2018-12-12",85.690002
"743","2018-12-13",86.110001
"744","2018-12-14",83.739998
"745","2018-12-17",82.870003
"746","2018-12-18",82.93
"747","2018-12-19",80.57
"748","2018-12-20",80.209999
"749","2018-12-21",79.940002
"750","2018-12-24",78.870003
"751","2018-12-26",81.779999
"752","2018-12-27",82.580002
"753","2018-12-28",82.82
"754","2018-12-31",82.989998
"755","2019-01-02",84.919998
"756","2019-01-03",81.629997
"757","2019-01-04",84.230003
"758","2019-01-07",82.599998
"759","2019-01-08",82.870003
"760","2019-01-09",85.489998
"761","2019-01-10",86.059998
"762","2019-01-11",86.019997
"763","2019-01-14",85.559998
"764","2019-01-15",80.690002
"765","2019-01-16",81.290001
"766","2019-01-17",85.940002
"767","2019-01-18",86.43
"768","2019-01-22",86.059998
"769","2019-01-23",86.470001
"770","2019-01-24",85.519997
"771","2019-01-25",86.970001
"772","2019-01-28",86.209999
"773","2019-01-29",85.650002
"774","2019-01-30",86.629997
"775","2019-01-31",88.129997
"776","2019-02-01",88.220001
"777","2019-02-04",88.029999
"778","2019-02-05",88.260002
"779","2019-02-06",87.379997
"780","2019-02-07",85.919998
"781","2019-02-08",81.639999
"782","2019-02-11",80.809998
"783","2019-02-12",82.050003
"784","2019-02-13",83.25
"785","2019-02-14",89.379997
"786","2019-02-15",88.370003
"787","2019-02-19",89.849998
"788","2019-02-20",90.93
"789","2019-02-21",91.709999
"790","2019-02-22",90.860001
"791","2019-02-25",90.959999
"792","2019-02-26",91.93
"793","2019-02-27",93.550003
"794","2019-02-28",93.160004
"795","2019-03-01",93.639999
"796","2019-03-04",90.68
"797","2019-03-05",91.879997
"798","2019-03-06",89.059998
"799","2019-03-07",89.190002
"800","2019-03-08",88.57
"801","2019-03-11",90.760002
"802","2019-03-12",91.559998
"803","2019-03-13",92.489998
"804","2019-03-14",92.480003
"805","2019-03-15",90.82
"806","2019-03-18",91.300003
"807","2019-03-19",91.669998
"808","2019-03-20",89.800003
"809","2019-03-21",91.839996
"810","2019-03-22",90.580002
"811","2019-03-25",89.720001
"812","2019-03-26",90.989998
"813","2019-03-27",89.419998
"814","2019-03-28",92.349998
"815","2019-03-29",91.269997
"816","2019-04-01",91.760002
"817","2019-04-02",91.269997
"818","2019-04-03",90.489998
"819","2019-04-04",90.739998
"820","2019-04-05",91.739998
"821","2019-04-08",90.449997
"822","2019-04-09",88.650002
"823","2019-04-10",88.980003
"824","2019-04-11",87.32
"825","2019-04-12",87.209999
"826","2019-04-15",86.709999
"827","2019-04-16",88.860001
"828","2019-04-17",89.870003
"829","2019-04-18",89.540001
"830","2019-04-22",91.629997
"831","2019-04-23",99.959999
"832","2019-04-24",99.75
"833","2019-04-25",98.529999
"834","2019-04-26",99.739998
"835","2019-04-29",99.669998
"836","2019-04-30",96.980003
"837","2019-05-01",96.910004
"838","2019-05-02",94.980003
"839","2019-05-03",97.730003
"840","2019-05-06",96.949997
"841","2019-05-07",96.519997
"842","2019-05-08",95.620003
"843","2019-05-09",95.720001
"844","2019-05-10",97.32
"845","2019-05-13",91.650002
"846","2019-05-14",92.459999
"847","2019-05-15",92.690002
"848","2019-05-16",92.809998
"849","2019-05-17",90.279999
"850","2019-05-20",89.419998
"851","2019-05-21",90.209999
"852","2019-05-22",89.970001
"853","2019-05-23",88.330002
"854","2019-05-24",88.610001
"855","2019-05-28",87.849998
"856","2019-05-29",87.790001
"857","2019-05-30",87.620003
"858","2019-05-31",88.150002
"859","2019-06-03",87.5
"860","2019-06-04",89.269997
"861","2019-06-05",88.040001
"862","2019-06-06",87.690002
"863","2019-06-07",88.75
"864","2019-06-10",88.839996
"865","2019-06-11",89.529999
"866","2019-06-12",87.970001
"867","2019-06-13",88.129997
"868","2019-06-14",88.650002
"869","2019-06-17",89.269997
"870","2019-06-18",90.400002
"871","2019-06-19",94.410004
"872","2019-06-20",94.349998
"873","2019-06-21",93.910004
"874","2019-06-24",91.980003
"875","2019-06-25",88.779999
"876","2019-06-26",90.059998
"877","2019-06-27",91
"878","2019-06-28",94.209999
"879","2019-07-01",93.809998
"880","2019-07-02",90.400002
"881","2019-07-03",90.510002
"882","2019-07-05",90.989998
"883","2019-07-08",91.059998
"884","2019-07-09",89.860001
"885","2019-07-10",89.470001
"886","2019-07-11",89.169998
"887","2019-07-12",90.220001
"888","2019-07-15",88.650002
"889","2019-07-16",89.540001
"890","2019-07-17",88.110001
"891","2019-07-18",86
"892","2019-07-19",86.690002
"893","2019-07-22",88.5
"894","2019-07-23",90.260002
"895","2019-07-24",91.129997
"896","2019-07-25",89.050003
"897","2019-07-26",91.480003
"898","2019-07-29",90.269997
"899","2019-07-30",91.599998
"900","2019-07-31",89.160004
"901","2019-08-01",78.540001
"902","2019-08-02",78.290001
"903","2019-08-05",77.190002
"904","2019-08-06",76.120003
"905","2019-08-07",75.779999
"906","2019-08-08",78.529999
"907","2019-08-09",76.080002
"908","2019-08-12",75.519997
"909","2019-08-13",77.540001
"910","2019-08-14",75.5
"911","2019-08-15",75.379997
"912","2019-08-16",76.82
"913","2019-08-19",77.949997
"914","2019-08-20",76.809998
"915","2019-08-21",77.870003
"916","2019-08-22",75.080002
"917","2019-08-23",72.529999
"918","2019-08-26",74.779999
"919","2019-08-27",76.379997
"920","2019-08-28",74.059998
"921","2019-08-29",75.339996
"922","2019-08-30",76.559998
"923","2019-09-03",76.699997
"924","2019-09-04",77.699997
"925","2019-09-05",76.160004
"926","2019-09-06",76.639999
"927","2019-09-09",81
"928","2019-09-10",82.099998
"929","2019-09-11",82.5
"930","2019-09-12",80.419998
"931","2019-09-13",80.57
"932","2019-09-16",81.989998
"933","2019-09-17",80.580002
"934","2019-09-18",77.540001
"935","2019-09-19",75.989998
"936","2019-09-20",71.940002
"937","2019-09-23",73.120003
"938","2019-09-24",69.309998
"939","2019-09-25",72.309998
"940","2019-09-26",72.5
"941","2019-09-27",74.410004
"942","2019-09-30",74.199997
"943","2019-10-01",73.580002
"944","2019-10-02",74.639999
"945","2019-10-03",76.160004
"946","2019-10-04",76.730003
"947","2019-10-07",75.57
"948","2019-10-08",74.32
"949","2019-10-09",75.900002
"950","2019-10-10",77.410004
"951","2019-10-11",79.330002
"952","2019-10-14",79.290001
"953","2019-10-15",79.040001
"954","2019-10-16",78.839996
