"","date","CPHC"
"197","2009-06-18",6.53
"198","2009-06-19",6.53
"199","2009-06-22",6.5
"200","2009-06-23",7
"201","2009-06-24",6.58
"202","2009-06-25",7
"203","2009-06-26",7
"204","2009-06-29",7.15
"205","2009-06-30",6.8
"206","2009-07-01",7.07
"207","2009-07-02",7.07
"208","2009-07-06",7.07
"209","2009-07-07",6.5
"210","2009-07-08",6.5
"211","2009-07-09",7.1
"212","2009-07-10",7.1
"213","2009-07-13",7.1
"214","2009-07-14",7.1
"215","2009-07-15",7.1
"216","2009-07-16",6.7
"217","2009-07-17",6.7
"218","2009-07-20",6.96
"219","2009-07-21",7.4
"220","2009-07-22",7.49
"221","2009-07-23",7.4
"222","2009-07-24",7.4
"223","2009-07-27",7.4
"224","2009-07-28",7.4
"225","2009-07-29",6.01
"226","2009-07-30",6.04
"227","2009-07-31",7
"228","2009-08-03",7
"229","2009-08-04",7
"230","2009-08-05",6.95
"231","2009-08-06",6.7
"232","2009-08-07",6.7
"233","2009-08-10",7.1
"234","2009-08-11",6.8
"235","2009-08-12",6.9
"236","2009-08-13",6.9
"237","2009-08-14",7.1
"238","2009-08-17",7.1
"239","2009-08-18",7.1
"240","2009-08-19",7.1
"241","2009-08-20",6.02
"242","2009-08-21",6.5
"243","2009-08-24",6.3
"244","2009-08-25",7
"245","2009-08-26",7
"246","2009-08-27",7.04
"247","2009-08-28",7.06
"248","2009-08-31",7
"249","2009-09-01",7
"250","2009-09-02",7.02
"251","2009-09-03",6.53
"252","2009-09-04",7
"253","2009-09-08",7.49
"254","2009-09-09",7.06
"255","2009-09-10",6.51
"256","2009-09-11",7
"257","2009-09-14",7
"258","2009-09-15",6.75
"259","2009-09-16",6.75
"260","2009-09-17",6.75
"261","2009-09-18",6.75
"262","2009-09-21",6.7
"263","2009-09-22",6.7
"264","2009-09-23",6.7
"265","2009-09-24",6.75
"266","2009-09-25",6.75
"267","2009-09-28",6.75
"268","2009-09-29",6.75
"269","2009-09-30",7.4
"270","2009-10-01",7.25
"271","2009-10-02",7.25
"272","2009-10-05",7.2
"273","2009-10-06",7.3
"274","2009-10-07",7.36
"275","2009-10-08",7.36
"276","2009-10-09",7.01
"277","2009-10-12",7
"278","2009-10-13",7
"279","2009-10-14",6.9
"280","2009-10-15",7
"281","2009-10-16",7.39
"282","2009-10-19",7
"283","2009-10-20",7
"284","2009-10-21",7
"285","2009-10-22",7
"286","2009-10-23",7
"287","2009-10-26",7.4
"288","2009-10-27",7.4
"289","2009-10-28",6.98
"290","2009-10-29",7
"291","2009-10-30",7
"292","2009-11-02",7
"293","2009-11-03",6.97
"294","2009-11-04",6.9
"295","2009-11-05",6.77
"296","2009-11-06",6.87
"297","2009-11-09",6.71
"298","2009-11-10",6.87
"299","2009-11-11",6.52
"300","2009-11-12",6.52
"301","2009-11-13",6.89
"302","2009-11-16",6.83
"303","2009-11-17",6.84
"304","2009-11-18",6.5
"305","2009-11-19",6.5
"306","2009-11-20",6.72
"307","2009-11-23",6.65
"308","2009-11-24",6.5
"309","2009-11-25",6.3
"310","2009-11-27",6.55
"311","2009-11-30",6.33
"312","2009-12-01",6.4
"313","2009-12-02",6.4
"314","2009-12-03",6.4
"315","2009-12-04",6.5
"316","2009-12-07",6.5
"317","2009-12-08",6.71
"318","2009-12-09",7
"319","2009-12-10",7
"320","2009-12-11",6.9
"321","2009-12-14",7.1
"322","2009-12-15",7
"323","2009-12-16",6.83
"324","2009-12-17",6.83
"325","2009-12-18",6.85
"326","2009-12-21",7.5
"327","2009-12-22",7.34
"328","2009-12-23",7
"329","2009-12-24",7.05
"330","2009-12-28",6.9
"331","2009-12-29",6.9
"332","2009-12-30",7.59
"333","2009-12-31",7.23
"334","2010-01-04",7.08
"335","2010-01-05",6.95
"336","2010-01-06",7
"337","2010-01-07",7
"338","2010-01-08",7.02
"339","2010-01-11",7.18
"340","2010-01-12",7.3
"341","2010-01-13",7.3
"342","2010-01-14",7.3
"343","2010-01-15",7.25
"344","2010-01-19",7.3
"345","2010-01-20",7.29
"346","2010-01-21",7.25
"347","2010-01-22",7.1
"348","2010-01-25",7.1
"349","2010-01-26",7.25
"350","2010-01-27",7.25
"351","2010-01-28",7.25
"352","2010-01-29",7.2
"353","2010-02-01",7.05
"354","2010-02-02",7.05
"355","2010-02-03",7.25
"356","2010-02-04",7.2
"357","2010-02-05",7.23
"358","2010-02-08",7.09
"359","2010-02-09",7.05
"360","2010-02-10",7.05
"361","2010-02-11",7.3
"362","2010-02-12",7.05
"363","2010-02-16",7.05
"364","2010-02-17",7.3
"365","2010-02-18",7.05
"366","2010-02-19",7.3
"367","2010-02-22",7.24
"368","2010-02-23",7.5
"369","2010-02-24",8.4
"370","2010-02-25",8.28
"371","2010-02-26",8.2
"372","2010-03-01",8.1
"373","2010-03-02",8.01
"374","2010-03-03",8.01
"375","2010-03-04",8.2
"376","2010-03-05",8.5
"377","2010-03-08",8.5
"378","2010-03-09",8.5
"379","2010-03-10",8.89
"380","2010-03-11",8.41
"381","2010-03-12",7.81
"382","2010-03-15",7.51
"383","2010-03-16",7.29
"384","2010-03-17",7.36
"385","2010-03-18",7.52
"386","2010-03-19",7.6
"387","2010-03-22",7.2
"388","2010-03-23",7.29
"389","2010-03-24",7.25
"390","2010-03-25",7.81
"391","2010-03-26",7.65
"392","2010-03-29",7.76
"393","2010-03-30",7.24
"394","2010-03-31",7.24
"395","2010-04-01",7.31
"396","2010-04-05",7.43
"397","2010-04-06",7.7
"398","2010-04-07",7.7
"399","2010-04-08",7.7
"400","2010-04-09",7.75
"401","2010-04-12",7.73
"402","2010-04-13",7.73
"403","2010-04-14",7.73
"404","2010-04-15",7.95
"405","2010-04-16",7.95
"406","2010-04-19",8
"407","2010-04-20",7.95
"408","2010-04-21",7.73
"409","2010-04-22",8.76
"410","2010-04-23",8.75
"411","2010-04-26",8.85
"412","2010-04-27",8.5
"413","2010-04-28",8.69
"414","2010-04-29",8.29
"415","2010-04-30",8.03
"416","2010-05-03",8.01
"417","2010-05-04",8.15
"418","2010-05-05",8
"419","2010-05-06",8.05
"420","2010-05-07",7.54
"421","2010-05-10",7.9
"422","2010-05-11",8.21
"423","2010-05-12",8.5
"424","2010-05-13",8.99
"425","2010-05-14",8.79
"426","2010-05-17",8.55
"427","2010-05-18",8.53
"428","2010-05-19",8.5
"429","2010-05-20",8.52
"430","2010-05-21",9
"431","2010-05-24",8.44
"432","2010-05-25",8.5
"433","2010-05-26",8.93
"434","2010-05-27",9.09
"435","2010-05-28",9.09
"436","2010-06-01",9
"437","2010-06-02",9
"438","2010-06-03",9
"439","2010-06-04",8.66
"440","2010-06-07",8.54
"441","2010-06-08",8.77
"442","2010-06-09",8.58
"443","2010-06-10",8.41
"444","2010-06-11",8.53
"445","2010-06-14",9.02
"446","2010-06-15",9
"447","2010-06-16",9
"448","2010-06-17",9
"449","2010-06-18",8.48
"450","2010-06-21",8.49
"451","2010-06-22",8.49
"452","2010-06-23",8.43
"453","2010-06-24",8.44
"454","2010-06-25",8.1
"455","2010-06-28",7.75
"456","2010-06-29",7.82
"457","2010-06-30",7.82
"458","2010-07-01",7.82
"459","2010-07-02",7.82
"460","2010-07-06",7.82
"461","2010-07-07",7.62
"462","2010-07-08",7.62
"463","2010-07-09",7.62
"464","2010-07-12",7.65
"465","2010-07-13",7.77
"466","2010-07-14",7.77
"467","2010-07-15",7.77
"468","2010-07-16",7.77
"469","2010-07-19",7.77
"470","2010-07-20",7.77
"471","2010-07-21",7.77
"472","2010-07-22",7.77
"473","2010-07-23",7.77
"474","2010-07-26",7.64
"475","2010-07-27",8.74
"476","2010-07-28",8.2
"477","2010-07-29",7.72
"478","2010-07-30",8.46
"479","2010-08-02",8.46
"480","2010-08-03",8.46
"481","2010-08-04",8.45
"482","2010-08-05",8.5
"483","2010-08-06",8.5
"484","2010-08-09",8.5
"485","2010-08-10",8.5
"486","2010-08-11",8.28
"487","2010-08-12",8.5
"488","2010-08-13",8.19
"489","2010-08-16",8.35
"490","2010-08-17",8.39
"491","2010-08-18",8.39
"492","2010-08-19",7.55
"493","2010-08-20",8.2
"494","2010-08-23",8.2
"495","2010-08-24",8.49
"496","2010-08-25",7.56
"497","2010-08-26",8
"498","2010-08-27",8.19
"499","2010-08-30",7.7
"500","2010-08-31",8.2
"501","2010-09-01",8.45
"502","2010-09-02",7.86
"503","2010-09-03",8
"504","2010-09-07",7.74
"505","2010-09-08",7.74
"506","2010-09-09",7.8
"507","2010-09-10",7.46
"508","2010-09-13",7.75
"509","2010-09-14",7.5
"510","2010-09-15",7.4
"511","2010-09-16",7.5
"512","2010-09-17",7.89
"513","2010-09-20",7.8
"514","2010-09-21",7.83
"515","2010-09-22",7.92
"516","2010-09-23",7.92
"517","2010-09-24",7.92
"518","2010-09-27",7.81
"519","2010-09-28",7.78
"520","2010-09-29",7.75
"521","2010-09-30",7.75
"522","2010-10-01",7.6
"523","2010-10-04",7.6
"524","2010-10-05",7.6
"525","2010-10-06",7.6
"526","2010-10-07",7.75
"527","2010-10-08",7.75
"528","2010-10-11",8.01
"529","2010-10-12",8.92
"530","2010-10-13",8.95
"531","2010-10-14",8.7
"532","2010-10-15",8.7
"533","2010-10-18",8.8
"534","2010-10-19",8.88
"535","2010-10-20",9.28
"536","2010-10-21",8.98
"537","2010-10-22",9.05
"538","2010-10-25",8.82
"539","2010-10-26",8.21
"540","2010-10-27",8.22
"541","2010-10-28",8.37
"542","2010-10-29",8.37
"543","2010-11-01",8.5
"544","2010-11-02",8.6
"545","2010-11-03",8.9
"546","2010-11-04",9.15
"547","2010-11-05",10.1
"548","2010-11-08",10.8
"549","2010-11-09",10.9
"550","2010-11-10",11.35
"551","2010-11-11",11.9
"552","2010-11-12",12.73
"553","2010-11-15",12.35
"554","2010-11-16",12.09
"555","2010-11-17",11.76
"556","2010-11-18",11.81
"557","2010-11-19",11.95
"558","2010-11-22",11.12
"559","2010-11-23",11.22
"560","2010-11-24",11.91
"561","2010-11-26",11.91
"562","2010-11-29",11.12
"563","2010-11-30",11.05
"564","2010-12-01",10.13
"565","2010-12-02",10.12
"566","2010-12-03",10.42
"567","2010-12-06",10.91
"568","2010-12-07",11
"569","2010-12-08",11
"570","2010-12-09",11.38
"571","2010-12-10",11.19
"572","2010-12-13",10.75
"573","2010-12-14",10.7
"574","2010-12-15",10.42
"575","2010-12-16",10.75
"576","2010-12-17",10.92
"577","2010-12-20",11.1
"578","2010-12-21",11.96
"579","2010-12-22",11.7
"580","2010-12-23",11.82
"581","2010-12-27",11.61
"582","2010-12-28",11.61
"583","2010-12-29",11.26
"584","2010-12-30",12.39
"585","2010-12-31",11.62
"586","2011-01-03",12.6
"587","2011-01-04",11.46
"588","2011-01-05",11.55
"589","2011-01-06",11.68
"590","2011-01-07",11.65
"591","2011-01-10",11.65
"592","2011-01-11",11.65
"593","2011-01-12",11.43
"594","2011-01-13",11.43
"595","2011-01-14",11.3
"596","2011-01-18",12.23
"597","2011-01-19",12.57
"598","2011-01-20",12.55
"599","2011-01-21",13.7
"600","2011-01-24",13.73
"601","2011-01-25",13.8
"602","2011-01-26",15
"603","2011-01-27",13.35
"604","2011-01-28",13.25
"605","2011-01-31",13.5
"606","2011-02-01",13.3
"607","2011-02-02",12.82
"608","2011-02-03",13.75
"609","2011-02-04",13
"610","2011-02-07",13
"611","2011-02-08",13.1
"612","2011-02-09",12.81
"613","2011-02-10",12.82
"614","2011-02-11",12.75
"615","2011-02-14",12.85
"616","2011-02-15",12.58
"617","2011-02-16",12.58
"618","2011-02-17",12.58
"619","2011-02-18",12.7
"620","2011-02-22",12.71
"621","2011-02-23",12.85
"622","2011-02-24",12.51
"623","2011-02-25",12.53
"624","2011-02-28",12.71
"625","2011-03-01",12.16
"626","2011-03-02",11.06
"627","2011-03-03",11.33
"628","2011-03-04",11.61
"629","2011-03-07",11.6
"630","2011-03-08",10.78
"631","2011-03-09",11.47
"632","2011-03-10",11.37
"633","2011-03-11",11.18
"634","2011-03-14",10.94
"635","2011-03-15",10.73
"636","2011-03-16",10.93
"637","2011-03-17",10.93
"638","2011-03-18",10.89
"639","2011-03-21",11.67
"640","2011-03-22",11.92
"641","2011-03-23",11.5
"642","2011-03-24",11.84
"643","2011-03-25",13.16
"644","2011-03-28",12.9
"645","2011-03-29",12.95
"646","2011-03-30",11.55
"647","2011-03-31",12.25
"648","2011-04-01",11.3
"649","2011-04-04",11.27
"650","2011-04-05",11.78
"651","2011-04-06",11.9
"652","2011-04-07",11.55
"653","2011-04-08",11.8
"654","2011-04-11",11.93
"655","2011-04-12",12.1
"656","2011-04-13",11.94
"657","2011-04-14",12.14
"658","2011-04-15",11.75
"659","2011-04-18",12.03
"660","2011-04-19",12.41
"661","2011-04-20",12.79
"662","2011-04-21",13.25
"663","2011-04-25",13.2
"664","2011-04-26",13.01
"665","2011-04-27",13
"666","2011-04-28",12.95
"667","2011-04-29",13.09
"668","2011-05-02",13.2
"669","2011-05-03",13.01
"670","2011-05-04",13.04
"671","2011-05-05",13.05
"672","2011-05-06",12.09
"673","2011-05-09",12.1
"674","2011-05-10",12.06
"675","2011-05-11",11.28
"676","2011-05-12",11.05
"677","2011-05-13",11.67
"678","2011-05-16",11.44
"679","2011-05-17",10.94
"680","2011-05-18",11.24
"681","2011-05-19",11
"682","2011-05-20",11.66
"683","2011-05-23",12.07
"684","2011-05-24",12.61
"685","2011-05-25",13.48
"686","2011-05-26",13.69
"687","2011-05-27",13.73
"688","2011-05-31",14.46
"689","2011-06-01",14.73
"690","2011-06-02",14.66
"691","2011-06-03",14.23
"692","2011-06-06",14
"693","2011-06-07",12.9
"694","2011-06-08",12.91
"695","2011-06-09",13
"696","2011-06-10",13.25
"697","2011-06-13",13.09
"698","2011-06-14",13.3
"699","2011-06-15",12.25
"700","2011-06-16",12.15
"701","2011-06-17",12.76
"702","2011-06-20",12.1
"703","2011-06-21",12.41
"704","2011-06-22",12.42
"705","2011-06-23",12.23
"706","2011-06-24",12.49
"707","2011-06-27",14.11
"708","2011-06-28",14.11
"709","2011-06-29",15.06
"710","2011-06-30",14.68
"711","2011-07-01",14.3
"712","2011-07-05",14.1
"713","2011-07-06",13.76
"714","2011-07-07",13.99
"715","2011-07-08",13.94
"716","2011-07-11",13.35
"717","2011-07-12",13.24
"718","2011-07-13",13.31
"719","2011-07-14",13.93
"720","2011-07-15",12.99
"721","2011-07-18",13.35
"722","2011-07-19",13.09
"723","2011-07-20",11.36
"724","2011-07-21",11.8
"725","2011-07-22",12.01
"726","2011-07-25",11.94
"727","2011-07-26",11.88
"728","2011-07-27",11.71
"729","2011-07-28",11.57
"730","2011-07-29",11.4
"731","2011-08-01",11.5
"732","2011-08-02",11.57
"733","2011-08-03",11.58
"734","2011-08-04",11.28
"735","2011-08-05",11.1
"736","2011-08-08",10.22
"737","2011-08-09",9.95
"738","2011-08-10",10
"739","2011-08-11",10.15
"740","2011-08-12",9.75
"741","2011-08-15",9.75
"742","2011-08-16",10
"743","2011-08-17",10.21
"744","2011-08-18",10.14
"745","2011-08-19",10.14
"746","2011-08-22",10.14
"747","2011-08-23",9.9
"748","2011-08-24",9.89
"749","2011-08-25",9.89
"750","2011-08-26",9.89
"751","2011-08-29",9.55
"752","2011-08-30",9.14
"753","2011-08-31",9.29
"754","2011-09-01",9.31
"755","2011-09-02",9.5
"756","2011-09-06",9.4
"757","2011-09-07",9.27
"758","2011-09-08",9.27
"759","2011-09-09",9.21
"760","2011-09-12",9.24
"761","2011-09-13",9.33
"762","2011-09-14",9.35
"763","2011-09-15",9.3
"764","2011-09-16",9.34
"765","2011-09-19",9.34
"766","2011-09-20",9.37
"767","2011-09-21",9.4
"768","2011-09-22",8.92
"769","2011-09-23",8.92
"770","2011-09-26",9.5
"771","2011-09-27",9.28
"772","2011-09-28",9.28
"773","2011-09-29",9.39
"774","2011-09-30",9.44
"775","2011-10-03",9.36
"776","2011-10-04",9.36
"777","2011-10-05",9
"778","2011-10-06",8.88
"779","2011-10-07",8.85
"780","2011-10-10",8.56
"781","2011-10-11",8.56
"782","2011-10-12",7.75
"783","2011-10-13",8
"784","2011-10-14",8.01
"785","2011-10-17",8.42
"786","2011-10-18",8.88
"787","2011-10-19",9.67
"788","2011-10-20",10.25
"789","2011-10-21",11.21
"790","2011-10-24",11.6
"791","2011-10-25",11.32
"792","2011-10-26",11.44
"793","2011-10-27",11.4
"794","2011-10-28",10.85
"795","2011-10-31",10.45
"796","2011-11-01",10.67
"797","2011-11-02",10.68
"798","2011-11-03",10.87
"799","2011-11-04",10.53
"800","2011-11-07",11.67
"801","2011-11-08",11.72
"802","2011-11-09",11.42
"803","2011-11-10",11.59
"804","2011-11-11",11.19
"805","2011-11-14",10.52
"806","2011-11-15",10.7
"807","2011-11-16",11.83
"808","2011-11-17",11
"809","2011-11-18",11.66
"810","2011-11-21",11.35
"811","2011-11-22",11.71
"812","2011-11-23",11.71
"813","2011-11-25",11.71
"814","2011-11-28",13.01
"815","2011-11-29",12.5
"816","2011-11-30",11.96
"817","2011-12-01",12.45
"818","2011-12-02",12.05
"819","2011-12-05",12.74
"820","2011-12-06",12.54
"821","2011-12-07",12.1
"822","2011-12-08",12.2
"823","2011-12-09",12
"824","2011-12-12",12.51
"825","2011-12-13",12.1
"826","2011-12-14",12.4
"827","2011-12-15",11.26
"828","2011-12-16",11.31
"829","2011-12-19",10.8
"830","2011-12-20",10.5
"831","2011-12-21",11.38
"832","2011-12-22",12.5
"833","2011-12-23",11.5
"834","2011-12-27",11.22
"835","2011-12-28",12.65
"836","2011-12-29",13.2
"837","2011-12-30",13.26
"838","2012-01-03",13.21
"839","2012-01-04",13.03
"840","2012-01-05",13.21
"841","2012-01-06",13.27
"842","2012-01-09",14.4
"843","2012-01-10",15.15
"844","2012-01-11",15.01
"845","2012-01-12",15.19
"846","2012-01-13",14.6
"847","2012-01-17",14.04
"848","2012-01-18",13.51
"849","2012-01-19",13.03
"850","2012-01-20",12.75
"851","2012-01-23",13.09
"852","2012-01-24",12.7
"853","2012-01-25",11.78
"854","2012-01-26",12.09
"855","2012-01-27",11.65
"856","2012-01-30",12.32
"857","2012-01-31",12.11
"858","2012-02-01",11.69
"859","2012-02-02",11.19
"860","2012-02-03",12.5
"861","2012-02-06",12.53
"862","2012-02-07",11.43
"863","2012-02-08",11.1
"864","2012-02-09",11.46
"865","2012-02-10",12.09
"866","2012-02-13",11.49
"867","2012-02-14",11.21
"868","2012-02-15",11
"869","2012-02-16",10.7
"870","2012-02-17",11.3
"871","2012-02-21",12.11
"872","2012-02-22",11.15
"873","2012-02-23",10.95
"874","2012-02-24",10.8
"875","2012-02-27",10.8
"876","2012-02-28",11
"877","2012-02-29",11.3
"878","2012-03-01",10.5
"879","2012-03-02",10.98
"880","2012-03-05",10.94
"881","2012-03-06",10.75
"882","2012-03-07",10.9
"883","2012-03-08",10.76
"884","2012-03-09",10.76
"885","2012-03-12",10.45
"886","2012-03-13",10.45
"887","2012-03-14",10
"888","2012-03-15",10.49
"889","2012-03-16",10.41
"890","2012-03-19",10.71
"891","2012-03-20",10.5
"892","2012-03-21",10.5
"893","2012-03-22",10.38
"894","2012-03-23",10.15
"895","2012-03-26",10.46
"896","2012-03-27",10.21
"897","2012-03-28",9.85
"898","2012-03-29",10.15
"899","2012-03-30",10.15
"900","2012-04-02",10.25
"901","2012-04-03",10.23
"902","2012-04-04",10.2
"903","2012-04-05",10.34
"904","2012-04-09",10.2
"905","2012-04-10",10.2
"906","2012-04-11",9.74
"907","2012-04-12",9.86
"908","2012-04-13",10.17
"909","2012-04-16",10.17
"910","2012-04-17",9.85
"911","2012-04-18",9.7
"912","2012-04-19",9.7
"913","2012-04-20",9.84
"914","2012-04-23",9.58
"915","2012-04-24",9.58
"916","2012-04-25",9.58
"917","2012-04-26",10.19
"918","2012-04-27",10.5
"919","2012-04-30",11.4
"920","2012-05-01",13.95
"921","2012-05-02",12.71
"922","2012-05-03",12.72
"923","2012-05-04",13.02
"924","2012-05-07",13.5
"925","2012-05-08",13.86
"926","2012-05-09",13.85
"927","2012-05-10",13.71
"928","2012-05-11",13.18
"929","2012-05-14",13.2
"930","2012-05-15",13.47
"931","2012-05-16",13.31
"932","2012-05-17",13.45
"933","2012-05-18",14
"934","2012-05-21",13.49
"935","2012-05-22",13.61
"936","2012-05-23",13.1
"937","2012-05-24",12.99
"938","2012-05-25",12.98
"939","2012-05-29",13.47
"940","2012-05-30",13.68
"941","2012-05-31",12.9
"942","2012-06-01",13.46
"943","2012-06-04",13.79
"944","2012-06-05",13.65
"945","2012-06-06",12.99
"946","2012-06-07",12.69
"947","2012-06-08",13.75
"948","2012-06-11",12.94
"949","2012-06-12",13.01
"950","2012-06-13",13.28
"951","2012-06-14",12.69
"952","2012-06-15",12.51
"953","2012-06-18",12.67
"954","2012-06-19",12.57
"955","2012-06-20",12.01
"956","2012-06-21",11.43
"957","2012-06-22",11.29
"958","2012-06-25",12.1
"959","2012-06-26",11.98
"960","2012-06-27",12
"961","2012-06-28",11.35
"962","2012-06-29",11.12
"963","2012-07-02",11.12
"964","2012-07-03",11.12
"965","2012-07-05",11.12
"966","2012-07-06",11.23
"967","2012-07-09",11.88
"968","2012-07-10",11.55
"969","2012-07-11",11.82
"970","2012-07-12",11.5
"971","2012-07-13",11.75
"972","2012-07-16",11.3
"973","2012-07-17",11.79
"974","2012-07-18",11.79
"975","2012-07-19",11.13
"976","2012-07-20",11.41
"977","2012-07-23",11.4
"978","2012-07-24",11.24
"979","2012-07-25",11.33
"980","2012-07-26",11.28
"981","2012-07-27",11.05
"982","2012-07-30",10.65
"983","2012-07-31",10.89
"984","2012-08-01",11
"985","2012-08-02",10.84
"986","2012-08-03",11.14
"987","2012-08-06",10.82
"988","2012-08-07",10.84
"989","2012-08-08",10.3
"990","2012-08-09",9.75
"991","2012-08-10",9.99
"992","2012-08-13",10.24
"993","2012-08-14",10
"994","2012-08-15",9.98
"995","2012-08-16",10.19
"996","2012-08-17",9.99
"997","2012-08-20",9.63
"998","2012-08-21",9.99
"999","2012-08-22",9.76
"1000","2012-08-23",9.75
"1001","2012-08-24",9.82
"1002","2012-08-27",9.85
"1003","2012-08-28",9.91
"1004","2012-08-29",10.78
"1005","2012-08-30",10.51
"1006","2012-08-31",10.35
"1007","2012-09-04",10.33
"1008","2012-09-05",10.3
"1009","2012-09-06",10.21
"1010","2012-09-07",11
"1011","2012-09-10",11.05
"1012","2012-09-11",10.98
