"","date","RBA"
"1","2007-01-03",17.93
"2","2007-01-04",17.833334
"3","2007-01-05",17.636667
"4","2007-01-08",17.809999
"5","2007-01-09",18.030001
"6","2007-01-10",18.139999
"7","2007-01-11",18.333334
"8","2007-01-12",18.446667
"9","2007-01-16",18.66
"10","2007-01-17",18.576666
"11","2007-01-18",18.583334
"12","2007-01-19",18.556667
"13","2007-01-22",18.723333
"14","2007-01-23",19.023333
"15","2007-01-24",19.066668
"16","2007-01-25",19.113333
"17","2007-01-26",19.483334
"18","2007-01-29",19.639999
"19","2007-01-30",19.816668
"20","2007-01-31",19.756666
"21","2007-02-01",19.870001
"22","2007-02-02",19.85
"23","2007-02-05",19.593334
"24","2007-02-06",19.526667
"25","2007-02-07",19.5
"26","2007-02-08",19.41
"27","2007-02-09",19.333334
"28","2007-02-12",19.723333
"29","2007-02-13",20.126667
"30","2007-02-14",20.16
"31","2007-02-15",20.126667
"32","2007-02-16",20.666666
"33","2007-02-20",20.469999
"34","2007-02-21",20.436666
"35","2007-02-22",19.246666
"36","2007-02-23",19.863333
"37","2007-02-26",19.456667
"38","2007-02-27",19.083334
"39","2007-02-28",19.17
"40","2007-03-01",18.67
"41","2007-03-02",18.873333
"42","2007-03-05",18.363333
"43","2007-03-06",18.656666
"44","2007-03-07",18.946667
"45","2007-03-08",18.893333
"46","2007-03-09",18.766666
"47","2007-03-12",18.719999
"48","2007-03-13",18.469999
"49","2007-03-14",18.346666
"50","2007-03-15",18.5
"51","2007-03-16",18.456667
"52","2007-03-19",18.376667
"53","2007-03-20",18.620001
"54","2007-03-21",19.223333
"55","2007-03-22",19.34
"56","2007-03-23",19.256666
"57","2007-03-26",19.120001
"58","2007-03-27",19.216667
"59","2007-03-28",19.136667
"60","2007-03-29",19.333334
"61","2007-03-30",19.506666
"62","2007-04-02",19.846666
"63","2007-04-03",19.876667
"64","2007-04-04",20.316668
"65","2007-04-05",20.326666
"66","2007-04-09",20.123333
"67","2007-04-10",19.959999
"68","2007-04-11",19.870001
"69","2007-04-12",20.23
"70","2007-04-13",20.296667
"71","2007-04-16",20.463333
"72","2007-04-17",20.299999
"73","2007-04-18",19.963333
"74","2007-04-19",19.796667
"75","2007-04-20",19.93
"76","2007-04-23",19.923334
"77","2007-04-24",19.65
"78","2007-04-25",20.086666
"79","2007-04-26",20.133333
"80","2007-04-27",20.193333
"81","2007-04-30",19.693333
"82","2007-05-01",20.296667
"83","2007-05-02",19.85
"84","2007-05-03",19.846666
"85","2007-05-04",20.030001
"86","2007-05-07",20.063334
"87","2007-05-08",20.026667
"88","2007-05-09",20
"89","2007-05-10",19.906666
"90","2007-05-11",20.08
"91","2007-05-14",19.996666
"92","2007-05-15",20.003334
"93","2007-05-16",19.803333
"94","2007-05-17",19.733334
"95","2007-05-18",19.9
"96","2007-05-21",19.766666
"97","2007-05-22",19.943333
"98","2007-05-23",19.57
"99","2007-05-24",18.733334
"100","2007-05-25",18.93
"101","2007-05-29",19.083334
"102","2007-05-30",19.290001
"103","2007-05-31",19.663334
"104","2007-06-01",19.563334
"105","2007-06-04",20.026667
"106","2007-06-05",19.933332
"107","2007-06-06",19.643333
"108","2007-06-07",19.663334
"109","2007-06-08",19.836666
"110","2007-06-11",20.016666
"111","2007-06-12",19.9
"112","2007-06-13",19.68
"113","2007-06-14",19.556667
"114","2007-06-15",19.736666
"115","2007-06-18",20.123333
"116","2007-06-19",20.146667
"117","2007-06-20",20.016666
"118","2007-06-21",20.273333
"119","2007-06-22",20.253334
"120","2007-06-25",19.879999
"121","2007-06-26",19.886667
"122","2007-06-27",20.559999
"123","2007-06-28",21.040001
"124","2007-06-29",20.873333
"125","2007-07-02",20.616667
"126","2007-07-03",20.75
"127","2007-07-05",20.756666
"128","2007-07-06",21.516666
"129","2007-07-09",21.343334
"130","2007-07-10",21.306667
"131","2007-07-11",21.333334
"132","2007-07-12",21.546667
"133","2007-07-13",21.873333
"134","2007-07-16",22.116667
"135","2007-07-17",22.200001
"136","2007-07-18",22.176666
"137","2007-07-19",22.333334
"138","2007-07-20",22.129999
"139","2007-07-23",22
"140","2007-07-24",22.02
"141","2007-07-25",21.996666
"142","2007-07-26",21.593334
"143","2007-07-27",21.416666
"144","2007-07-30",20.873333
"145","2007-07-31",21.733334
"146","2007-08-01",21.549999
"147","2007-08-02",21.299999
"148","2007-08-03",20.813334
"149","2007-08-06",21.233334
"150","2007-08-07",21.533333
"151","2007-08-08",21.963333
"152","2007-08-09",21.923334
"153","2007-08-10",20.906666
"154","2007-08-13",20.916666
"155","2007-08-14",20.633333
"156","2007-08-15",19.893333
"157","2007-08-16",19.763334
"158","2007-08-17",19.956667
"159","2007-08-20",20.703333
"160","2007-08-21",20.466667
"161","2007-08-22",20.966667
"162","2007-08-23",20.823334
"163","2007-08-24",20.683332
"164","2007-08-27",20.690001
"165","2007-08-28",20.353333
"166","2007-08-29",20.459999
"167","2007-08-30",20.549999
"168","2007-08-31",21.536667
"169","2007-09-04",21.846666
"170","2007-09-05",21.536667
"171","2007-09-06",21.513334
"172","2007-09-07",21.323334
"173","2007-09-10",21.546667
"174","2007-09-11",21.593334
"175","2007-09-12",21.656666
"176","2007-09-13",21.639999
"177","2007-09-14",21.280001
"178","2007-09-17",21.253334
"179","2007-09-18",21.556667
"180","2007-09-19",21.639999
"181","2007-09-20",21.4
"182","2007-09-21",21.16
"183","2007-09-24",21.503334
"184","2007-09-25",21.280001
"185","2007-09-26",21.459999
"186","2007-09-27",21.456667
"187","2007-09-28",21.700001
"188","2007-10-01",22.24
"189","2007-10-02",22.433332
"190","2007-10-03",23.346666
"191","2007-10-04",23.233334
"192","2007-10-05",23.473333
"193","2007-10-08",23.370001
"194","2007-10-09",23.496666
"195","2007-10-10",23.573334
"196","2007-10-11",23.636667
"197","2007-10-12",23.586666
"198","2007-10-15",23.58
"199","2007-10-16",23.443333
"200","2007-10-17",23.35
"201","2007-10-18",24.33
"202","2007-10-19",23.813334
"203","2007-10-22",23.713333
"204","2007-10-23",23.9
"205","2007-10-24",23.866667
"206","2007-10-25",23.299999
"207","2007-10-26",23.376667
"208","2007-10-29",23.776667
"209","2007-10-30",23.946667
"210","2007-10-31",24.943333
"211","2007-11-01",24.870001
"212","2007-11-02",25.076666
"213","2007-11-05",24.950001
"214","2007-11-06",25.5
"215","2007-11-07",24.896667
"216","2007-11-08",25.393333
"217","2007-11-09",25.203333
"218","2007-11-12",24.006666
"219","2007-11-13",24.860001
