"","date","UPWK"
"131","2019-04-11",19.65
"132","2019-04-12",19.709999
"133","2019-04-15",19.459999
"134","2019-04-16",19.02
"135","2019-04-17",18.43
"136","2019-04-18",18.76
"137","2019-04-22",18.969999
"138","2019-04-23",19.26
"139","2019-04-24",19.049999
"140","2019-04-25",18.9
"141","2019-04-26",19.02
"142","2019-04-29",19.809999
"143","2019-04-30",19.99
"144","2019-05-01",20.299999
"145","2019-05-02",20.35
"146","2019-05-03",20.700001
"147","2019-05-06",20.530001
"148","2019-05-07",20.709999
"149","2019-05-08",20.48
"150","2019-05-09",16.860001
"151","2019-05-10",16.75
"152","2019-05-13",16.51
"153","2019-05-14",16.6
"154","2019-05-15",16.23
"155","2019-05-16",15.85
"156","2019-05-17",15.78
"157","2019-05-20",15.48
"158","2019-05-21",15.84
"159","2019-05-22",15.8
"160","2019-05-23",15.72
"161","2019-05-24",15.65
"162","2019-05-28",14.89
"163","2019-05-29",15.04
"164","2019-05-30",15.04
"165","2019-05-31",14.98
"166","2019-06-03",14.3
"167","2019-06-04",14.43
"168","2019-06-05",14.18
"169","2019-06-06",14.32
"170","2019-06-07",14.39
"171","2019-06-10",15.05
"172","2019-06-11",15.13
"173","2019-06-12",14.56
"174","2019-06-13",15.67
"175","2019-06-14",15.26
"176","2019-06-17",15.44
"177","2019-06-18",15.15
"178","2019-06-19",15.47
"179","2019-06-20",15.97
"180","2019-06-21",15.51
"181","2019-06-24",15.49
"182","2019-06-25",15.08
"183","2019-06-26",15.61
"184","2019-06-27",16.059999
"185","2019-06-28",16.08
"186","2019-07-01",15.61
"187","2019-07-02",15.39
"188","2019-07-03",15.46
"189","2019-07-05",15.81
"190","2019-07-08",15.98
"191","2019-07-09",16.139999
"192","2019-07-10",15.98
"193","2019-07-11",16.120001
"194","2019-07-12",16.620001
"195","2019-07-15",16.629999
"196","2019-07-16",16.629999
"197","2019-07-17",16.84
"198","2019-07-18",16.940001
"199","2019-07-19",17.040001
"200","2019-07-22",16.370001
"201","2019-07-23",16.6
"202","2019-07-24",16.940001
"203","2019-07-25",16.84
"204","2019-07-26",16.99
"205","2019-07-29",16.379999
"206","2019-07-30",16.76
"207","2019-07-31",16.440001
"208","2019-08-01",16.26
"209","2019-08-02",15.88
"210","2019-08-05",15.7
"211","2019-08-06",15.46
"212","2019-08-07",16.24
"213","2019-08-08",17.01
"214","2019-08-09",15.15
"215","2019-08-12",15
"216","2019-08-13",15.47
"217","2019-08-14",14.73
"218","2019-08-15",15
"219","2019-08-16",15
"220","2019-08-19",14.88
"221","2019-08-20",14.71
"222","2019-08-21",14.93
"223","2019-08-22",14.87
"224","2019-08-23",14.4
"225","2019-08-26",14.66
"226","2019-08-27",14.06
"227","2019-08-28",13.94
"228","2019-08-29",14.39
"229","2019-08-30",14.46
"230","2019-09-03",13.92
"231","2019-09-04",14.22
"232","2019-09-05",13.85
"233","2019-09-06",14.07
"234","2019-09-09",14.35
"235","2019-09-10",14.65
"236","2019-09-11",14.99
"237","2019-09-12",15.11
"238","2019-09-13",14.97
"239","2019-09-16",14.96
"240","2019-09-17",14.62
"241","2019-09-18",14.38
"242","2019-09-19",14.17
"243","2019-09-20",13.71
"244","2019-09-23",13.78
"245","2019-09-24",13.56
"246","2019-09-25",13.75
"247","2019-09-26",13.52
"248","2019-09-27",13.26
"249","2019-09-30",13.31
"250","2019-10-01",13.45
"251","2019-10-02",13.47
"252","2019-10-03",13.69
"253","2019-10-04",14.06
"254","2019-10-07",13.99
"255","2019-10-08",13.7
"256","2019-10-09",13.66
"257","2019-10-10",14.01
"258","2019-10-11",14.3
"259","2019-10-14",14.12
"260","2019-10-15",14.22
"261","2019-10-16",14.38
"262","2019-10-17",14.75
"263","2019-10-18",14.42
"264","2019-10-21",14.51
"265","2019-10-22",14.53
"266","2019-10-23",14.81
"267","2019-10-24",14.92
"268","2019-10-25",14.82
"269","2019-10-28",14.72
"270","2019-10-29",14.66
"271","2019-10-30",15.15
"272","2019-10-31",15.04
"273","2019-11-01",15.21
"274","2019-11-04",15.22
"275","2019-11-05",15.3
"276","2019-11-06",15.07
"277","2019-11-07",12.86
"278","2019-11-08",12.77
"279","2019-11-11",12.31
"280","2019-11-12",12.11
"281","2019-11-13",11.75
"282","2019-11-14",11.98
"283","2019-11-15",11.85
"284","2019-11-18",11.97
"285","2019-11-19",11.73
"286","2019-11-20",11.77
"287","2019-11-21",11.55
"288","2019-11-22",11.24
"289","2019-11-25",11.67
"290","2019-11-26",11.49
"291","2019-11-27",11.53
"292","2019-11-29",11.65
"293","2019-12-02",11.17
"294","2019-12-03",11.27
"295","2019-12-04",11.51
"296","2019-12-05",11.45
"297","2019-12-06",11.32
"298","2019-12-09",11.15
"299","2019-12-10",10.66
"300","2019-12-11",10.54
"301","2019-12-12",10.41
"302","2019-12-13",10.42
"303","2019-12-16",10.52
"304","2019-12-17",10.63
"305","2019-12-18",10.74
"306","2019-12-19",10.68
"307","2019-12-20",10.6
"308","2019-12-23",10.44
"309","2019-12-24",10.56
"310","2019-12-26",10.41
"311","2019-12-27",10.42
"312","2019-12-30",10.3
"313","2019-12-31",10.67
"314","2020-01-02",10.52
"315","2020-01-03",10.09
"316","2020-01-06",9.95
"317","2020-01-07",9.79
"318","2020-01-08",10.13
"319","2020-01-09",10.07
"320","2020-01-10",10.03
"321","2020-01-13",9.79
"322","2020-01-14",9.87
"323","2020-01-15",9.9
"324","2020-01-16",10.07
"325","2020-01-17",10.05
"326","2020-01-21",9.98
"327","2020-01-22",9.66
"328","2020-01-23",9.63
"329","2020-01-24",9.22
"330","2020-01-27",9.26
"331","2020-01-28",9.39
"332","2020-01-29",9.17
"333","2020-01-30",9.26
"334","2020-01-31",9.18
"335","2020-02-03",8.96
"336","2020-02-04",9.18
"337","2020-02-05",9.51
"338","2020-02-06",9.34
"339","2020-02-07",9.07
"340","2020-02-10",8.76
"341","2020-02-11",9.01
"342","2020-02-12",9.27
"343","2020-02-13",9.29
"344","2020-02-14",9.22
"345","2020-02-18",9.19
"346","2020-02-19",9.19
"347","2020-02-20",9.43
"348","2020-02-21",9.09
"349","2020-02-24",8.58
"350","2020-02-25",8.32
"351","2020-02-26",8.15
"352","2020-02-27",8.74
"353","2020-02-28",8.66
"354","2020-03-02",8.44
"355","2020-03-03",8.06
"356","2020-03-04",8.36
"357","2020-03-05",7.99
"358","2020-03-06",7.98
"359","2020-03-09",8.01
"360","2020-03-10",8.75
"361","2020-03-11",8.4
"362","2020-03-12",7.26
"363","2020-03-13",7.17
"364","2020-03-16",7.12
"365","2020-03-17",6.61
"366","2020-03-18",5.43
"367","2020-03-19",5.96
"368","2020-03-20",6.19
"369","2020-03-23",6.41
"370","2020-03-24",6.3
"371","2020-03-25",6.38
"372","2020-03-26",6.04
"373","2020-03-27",6.5
"374","2020-03-30",6.35
"375","2020-03-31",6.45
"376","2020-04-01",5.99
"377","2020-04-02",5.78
"378","2020-04-03",5.4
"379","2020-04-06",6.1
"380","2020-04-07",6.38
"381","2020-04-08",7.22
"382","2020-04-09",7.27
"383","2020-04-13",7.24
"384","2020-04-14",7.5
"385","2020-04-15",7.21
"386","2020-04-16",7.39
"387","2020-04-17",7.4
"388","2020-04-20",7.73
"389","2020-04-21",7.52
"390","2020-04-22",7.6
"391","2020-04-23",7.56
"392","2020-04-24",7.89
"393","2020-04-27",8.34
"394","2020-04-28",8.38
"395","2020-04-29",9.03
"396","2020-04-30",8.33
"397","2020-05-01",8.53
"398","2020-05-04",8.33
"399","2020-05-05",8.81
"400","2020-05-06",9.09
"401","2020-05-07",9.19
"402","2020-05-08",9.85
"403","2020-05-11",10.51
"404","2020-05-12",12.29
"405","2020-05-13",13.58
"406","2020-05-14",13.91
"407","2020-05-15",13.72
"408","2020-05-18",12.43
"409","2020-05-19",12.6
"410","2020-05-20",11.64
"411","2020-05-21",12.38
"412","2020-05-22",12.3
"413","2020-05-26",12.56
"414","2020-05-27",12.41
"415","2020-05-28",11.99
"416","2020-05-29",12.44
"417","2020-06-01",12.21
"418","2020-06-02",12.49
"419","2020-06-03",12.21
"420","2020-06-04",12.1
"421","2020-06-05",12.33
"422","2020-06-08",12.23
"423","2020-06-09",12.25
"424","2020-06-10",12.42
"425","2020-06-11",11.38
"426","2020-06-12",11.84
"427","2020-06-15",12.42
"428","2020-06-16",12.12
"429","2020-06-17",11.96
"430","2020-06-18",12.44
"431","2020-06-19",12.24
"432","2020-06-22",13.55
"433","2020-06-23",13.45
"434","2020-06-24",12.92
"435","2020-06-25",14.21
"436","2020-06-26",14.11
"437","2020-06-29",14.24
"438","2020-06-30",14.44
"439","2020-07-01",14.98
"440","2020-07-02",14.37
"441","2020-07-06",14.44
"442","2020-07-07",14.82
"443","2020-07-08",15.13
"444","2020-07-09",16.41
"445","2020-07-10",16.08
"446","2020-07-13",14.56
"447","2020-07-14",13.87
"448","2020-07-15",13.98
"449","2020-07-16",13.79
"450","2020-07-17",13.94
"451","2020-07-20",14.7
"452","2020-07-21",14.16
"453","2020-07-22",14.09
"454","2020-07-23",13.69
"455","2020-07-24",13.4
"456","2020-07-27",14.07
"457","2020-07-28",14.03
"458","2020-07-29",14.42
"459","2020-07-30",14.87
"460","2020-07-31",15.02
"461","2020-08-03",16.82
"462","2020-08-04",17.51
"463","2020-08-05",15.09
"464","2020-08-06",13.92
"465","2020-08-07",14.86
"466","2020-08-10",14.48
"467","2020-08-11",13.95
"468","2020-08-12",14.66
"469","2020-08-13",15.01
"470","2020-08-14",14.79
"471","2020-08-17",14.99
"472","2020-08-18",14.98
"473","2020-08-19",14.85
"474","2020-08-20",15.45
"475","2020-08-21",14.75
"476","2020-08-24",14.18
"477","2020-08-25",14.51
"478","2020-08-26",14.67
"479","2020-08-27",14.73
"480","2020-08-28",15.05
"481","2020-08-31",15.23
"482","2020-09-01",15.29
"483","2020-09-02",15.48
"484","2020-09-03",14.63
"485","2020-09-04",13.95
"486","2020-09-08",14.4
"487","2020-09-09",15.06
"488","2020-09-10",15.01
"489","2020-09-11",15.09
"490","2020-09-14",14.97
"491","2020-09-15",14.92
"492","2020-09-16",15.42
"493","2020-09-17",15.26
"494","2020-09-18",15.35
"495","2020-09-21",15.41
"496","2020-09-22",15.75
"497","2020-09-23",15.82
"498","2020-09-24",15.23
"499","2020-09-25",16.700001
"500","2020-09-28",16.59
"501","2020-09-29",17.129999
"502","2020-09-30",17.440001
"503","2020-10-01",18.68
"504","2020-10-02",18.84
"505","2020-10-05",18.85
"506","2020-10-06",18.84
"507","2020-10-07",19.540001
"508","2020-10-08",19.870001
"509","2020-10-09",20.209999
"510","2020-10-12",20.01
"511","2020-10-13",20.549999
"512","2020-10-14",20.690001
"513","2020-10-15",20.200001
"514","2020-10-16",20.08
"515","2020-10-19",20.68
"516","2020-10-20",20.610001
"517","2020-10-21",19.75
"518","2020-10-22",19.93
"519","2020-10-23",19.719999
"520","2020-10-26",18.99
"521","2020-10-27",19.200001
"522","2020-10-28",19.1
"523","2020-10-29",18.9
"524","2020-10-30",18.450001
"525","2020-11-02",18.84
"526","2020-11-03",19.610001
"527","2020-11-04",20.219999
"528","2020-11-05",29.030001
"529","2020-11-06",29.26
"530","2020-11-09",27.98
"531","2020-11-10",27.139999
"532","2020-11-11",30.99
"533","2020-11-12",30.67
"534","2020-11-13",30.84
"535","2020-11-16",33.080002
"536","2020-11-17",34.549999
"537","2020-11-18",33.84
"538","2020-11-19",34.810001
"539","2020-11-20",35.529999
"540","2020-11-23",35.049999
"541","2020-11-24",34.959999
"542","2020-11-25",34.330002
"543","2020-11-27",34.860001
