"","date","GLPG"
"1","2012-02-27",15.37
"2","2012-02-28",15.37
"3","2012-02-29",17.5
"4","2012-03-01",17.450001
"5","2012-03-02",17.049999
"6","2012-03-05",17.190001
"7","2012-03-06",16.299999
"8","2012-03-07",16.32
"9","2012-03-08",16.32
"10","2012-03-09",16.65
"11","2012-03-12",16.65
"12","2012-03-13",16.540001
"13","2012-03-14",16.450001
"14","2012-03-15",16.450001
"15","2012-03-16",16.49
"16","2012-03-19",16.309999
"17","2012-03-20",16.209999
"18","2012-03-21",16.5
"19","2012-03-22",16.5
"20","2012-03-23",16.5
"21","2012-03-26",16.5
"22","2012-03-27",16.5
"23","2012-03-28",16.200001
"24","2012-03-29",15.5
"25","2012-03-30",15.5
"26","2012-04-02",16.15
"27","2012-04-03",16
"28","2012-04-04",15.9
"29","2012-04-05",15.15
"30","2012-04-09",15.07
"31","2012-04-10",14.85
"32","2012-04-11",14.85
"33","2012-04-12",15.9
"34","2012-04-13",15.69
"35","2012-04-16",15.55
"36","2012-04-17",15.55
"37","2012-04-18",15.89
"38","2012-04-19",15.89
"39","2012-04-20",15.63
"40","2012-04-23",15.63
"41","2012-04-24",15.04
"42","2012-04-25",14.91
"43","2012-04-26",15
"44","2012-04-27",15.1
"45","2012-04-30",15.1
"46","2012-05-01",15.11
"47","2012-05-02",15.02
"48","2012-05-03",15.02
"49","2012-05-04",15.02
"50","2012-05-07",13.92
"51","2012-05-08",13.52
"52","2012-05-09",13.27
"53","2012-05-10",13.7
"54","2012-05-11",14.11
"55","2012-05-14",14.11
"56","2012-05-15",14.11
"57","2012-05-16",13.63
"58","2012-05-17",13.63
"59","2012-05-18",13.63
"60","2012-05-21",13.63
"61","2012-05-22",13.63
"62","2012-05-23",13.86
"63","2012-05-24",14.7
"64","2012-05-25",14.7
"65","2012-05-29",14.7
"66","2012-05-30",14.7
"67","2012-05-31",14.7
"68","2012-06-01",14.07
"69","2012-06-04",14.49
"70","2012-06-05",14.77
"71","2012-06-06",15.07
"72","2012-06-07",15.1
"73","2012-06-08",15.05
"74","2012-06-11",15.05
"75","2012-06-12",15.05
"76","2012-06-13",15.05
"77","2012-06-14",15.05
"78","2012-06-15",15.05
"79","2012-06-18",15.05
"80","2012-06-19",15.21
"81","2012-06-20",15.21
"82","2012-06-21",15.21
"83","2012-06-22",15.65
"84","2012-06-25",15.65
"85","2012-06-26",15.65
"86","2012-06-27",15.62
"87","2012-06-28",15.5
"88","2012-06-29",15.63
"89","2012-07-02",15.63
"90","2012-07-03",15.63
"91","2012-07-05",15.2
"92","2012-07-06",15.9
"93","2012-07-09",15.5
"94","2012-07-10",15.44
"95","2012-07-11",15.9
"96","2012-07-12",15.9
"97","2012-07-13",15.9
"98","2012-07-16",15.87
"99","2012-07-17",15.87
"100","2012-07-18",17.049999
"101","2012-07-19",18.030001
"102","2012-07-20",18.200001
"103","2012-07-23",17.52
"104","2012-07-24",17.85
"105","2012-07-25",17.84
"106","2012-07-26",17.799999
"107","2012-07-27",17.73
"108","2012-07-30",17.799999
"109","2012-07-31",18
"110","2012-08-01",17.889999
"111","2012-08-02",17.48
"112","2012-08-03",17.83
"113","2012-08-06",18
"114","2012-08-07",18.01
"115","2012-08-08",18.049999
"116","2012-08-09",17.780001
"117","2012-08-10",17.9
"118","2012-08-13",17.9
"119","2012-08-14",17.530001
"120","2012-08-15",17.530001
"121","2012-08-16",18.120001
"122","2012-08-17",18.200001
"123","2012-08-20",18.200001
"124","2012-08-21",18.059999
"125","2012-08-22",17.6
"126","2012-08-23",17.959999
"127","2012-08-24",17.700001
"128","2012-08-27",17.299999
"129","2012-08-28",17.27
"130","2012-08-29",17.049999
"131","2012-08-30",16.700001
"132","2012-08-31",16.51
"133","2012-09-04",16.52
"134","2012-09-05",16.9
"135","2012-09-06",17.42
"136","2012-09-07",17.83
"137","2012-09-10",17.85
"138","2012-09-11",18.889999
"139","2012-09-12",19.950001
"140","2012-09-13",19.950001
"141","2012-09-14",19.85
"142","2012-09-17",19.700001
"143","2012-09-18",20.049999
"144","2012-09-19",20.190001
"145","2012-09-20",20.17
"146","2012-09-21",20.25
"147","2012-09-24",20.950001
"148","2012-09-25",20.5
"149","2012-09-26",20.67
"150","2012-09-27",20.870001
"151","2012-09-28",20.799999
"152","2012-10-01",22.02
"153","2012-10-02",22.639999
"154","2012-10-03",22.120001
"155","2012-10-04",22.58
"156","2012-10-05",22.98
"157","2012-10-08",23.190001
"158","2012-10-09",22.459999
"159","2012-10-10",21.709999
"160","2012-10-11",21.610001
"161","2012-10-12",22.1
"162","2012-10-15",22.25
"163","2012-10-16",22.65
"164","2012-10-17",22.450001
"165","2012-10-18",22.450001
"166","2012-10-19",21.950001
"167","2012-10-22",22.190001
"168","2012-10-23",21.200001
"169","2012-10-24",21.780001
"170","2012-10-25",21.780001
"171","2012-10-26",21.6
"172","2012-10-31",21
"173","2012-11-01",20.299999
"174","2012-11-02",19.73
"175","2012-11-05",19.98
"176","2012-11-06",21.15
"177","2012-11-07",20.719999
"178","2012-11-08",21.75
"179","2012-11-09",21.85
"180","2012-11-12",21.610001
"181","2012-11-13",20.280001
"182","2012-11-14",20.41
"183","2012-11-15",19.110001
"184","2012-11-16",18.440001
"185","2012-11-19",20.16
"186","2012-11-20",19.91
"187","2012-11-21",20
"188","2012-11-23",20.35
"189","2012-11-26",21.67
"190","2012-11-27",21.620001
"191","2012-11-28",21.209999
"192","2012-11-29",21.82
"193","2012-11-30",21.370001
"194","2012-12-03",22.18
"195","2012-12-04",22.469999
"196","2012-12-05",22.15
"197","2012-12-06",22.049999
"198","2012-12-07",21.91
"199","2012-12-10",21.49
"200","2012-12-11",21.49
"201","2012-12-12",21.67
"202","2012-12-13",21.6
"203","2012-12-14",21.709999
"204","2012-12-17",21.35
"205","2012-12-18",21.35
"206","2012-12-19",21.799999
"207","2012-12-20",21.799999
"208","2012-12-21",21.799999
"209","2012-12-24",21.1
"210","2012-12-26",21.07
"211","2012-12-27",21.450001
"212","2012-12-28",21.450001
"213","2012-12-31",21.110001
"214","2013-01-02",21.65
"215","2013-01-03",22.35
"216","2013-01-04",22.41
"217","2013-01-07",22.860001
"218","2013-01-08",22.889999
"219","2013-01-09",24.209999
"220","2013-01-10",24.74
"221","2013-01-11",24.98
"222","2013-01-14",25.1
"223","2013-01-15",25.030001
"224","2013-01-16",26.25
"225","2013-01-17",25.6
"226","2013-01-18",25.57
"227","2013-01-22",25.110001
"228","2013-01-23",25.4
"229","2013-01-24",25.290001
"230","2013-01-25",25.459999
"231","2013-01-28",25.4
"232","2013-01-29",25.01
"233","2013-01-30",24.610001
"234","2013-01-31",24.129999
"235","2013-02-01",25.129999
"236","2013-02-04",24.34
"237","2013-02-05",24.629999
"238","2013-02-06",25.84
"239","2013-02-07",25.440001
"240","2013-02-08",25.950001
"241","2013-02-11",26.110001
"242","2013-02-12",26.200001
"243","2013-02-13",26.290001
"244","2013-02-14",26
"245","2013-02-15",26
"246","2013-02-19",25.959999
"247","2013-02-20",26.190001
"248","2013-02-21",25.610001
"249","2013-02-22",25.700001
"250","2013-02-25",24.799999
"251","2013-02-26",25.18
"252","2013-02-27",25.25
"253","2013-02-28",25.190001
"254","2013-03-01",25.1
"255","2013-03-04",25.200001
"256","2013-03-05",25.85
"257","2013-03-06",26.9
"258","2013-03-07",26.700001
"259","2013-03-08",25.09
"260","2013-03-11",24.709999
"261","2013-03-12",24.09
"262","2013-03-13",23.790001
"263","2013-03-14",23.73
"264","2013-03-15",24.959999
"265","2013-03-18",24.700001
"266","2013-03-19",24.450001
"267","2013-03-20",24.02
"268","2013-03-21",24.129999
"269","2013-03-22",23.950001
"270","2013-03-25",24.08
"271","2013-03-26",24.299999
"272","2013-03-27",23.85
"273","2013-03-28",24.15
"274","2013-04-01",24.379999
"275","2013-04-02",24.379999
"276","2013-04-03",24.41
"277","2013-04-04",24.75
"278","2013-04-05",23.84
"279","2013-04-08",23.84
"280","2013-04-09",23.6
"281","2013-04-10",23.73
"282","2013-04-11",24.790001
"283","2013-04-12",24.790001
"284","2013-04-15",25.01
"285","2013-04-16",24.780001
"286","2013-04-17",24.700001
"287","2013-04-18",24.700001
"288","2013-04-19",25.18
"289","2013-04-22",25.65
"290","2013-04-23",26
"291","2013-04-24",26.41
"292","2013-04-25",26.5
"293","2013-04-26",26.43
"294","2013-04-29",26
"295","2013-04-30",26.120001
"296","2013-05-01",26.120001
"297","2013-05-02",26.120001
"298","2013-05-03",25.73
"299","2013-05-06",25.780001
"300","2013-05-07",25.5
"301","2013-05-08",25.5
"302","2013-05-09",25.540001
"303","2013-05-10",25
"304","2013-05-13",24.629999
"305","2013-05-14",23
"306","2013-05-15",22.33
"307","2013-05-16",22.299999
"308","2013-05-17",22.4
