"","date","IIIV"
"1","2018-06-21",18.35
"2","2018-06-22",17.25
"3","2018-06-25",15.82
"4","2018-06-26",15.51
"5","2018-06-27",14.52
"6","2018-06-28",14.75
"7","2018-06-29",15.22
"8","2018-07-02",15.09
"9","2018-07-03",15.04
"10","2018-07-05",15.39
"11","2018-07-06",15.6
"12","2018-07-09",16.139999
"13","2018-07-10",16.1
"14","2018-07-11",16.940001
"15","2018-07-12",16.76
"16","2018-07-13",16.629999
"17","2018-07-16",16.75
"18","2018-07-17",16.75
"19","2018-07-18",16.42
"20","2018-07-19",16.26
"21","2018-07-20",16.68
"22","2018-07-23",16.48
"23","2018-07-24",16.120001
"24","2018-07-25",16.1
"25","2018-07-26",16.32
"26","2018-07-27",15.72
"27","2018-07-30",14.97
"28","2018-07-31",15.31
"29","2018-08-01",15.01
"30","2018-08-02",15.25
"31","2018-08-03",15.07
"32","2018-08-06",15.32
"33","2018-08-07",14.95
"34","2018-08-08",15.2
"35","2018-08-09",14.8
"36","2018-08-10",15.25
"37","2018-08-13",15.5
"38","2018-08-14",15.94
"39","2018-08-15",15.49
"40","2018-08-16",15.97
"41","2018-08-17",15.82
"42","2018-08-20",15.99
"43","2018-08-21",17.049999
"44","2018-08-22",18.16
"45","2018-08-23",18.15
"46","2018-08-24",18.77
"47","2018-08-27",18.15
"48","2018-08-28",18.15
"49","2018-08-29",18.24
"50","2018-08-30",18.440001
"51","2018-08-31",18.620001
"52","2018-09-04",18.92
"53","2018-09-05",19.08
"54","2018-09-06",19.940001
"55","2018-09-07",19.76
"56","2018-09-10",19.469999
"57","2018-09-11",20.889999
"58","2018-09-12",21.01
"59","2018-09-13",21.790001
"60","2018-09-14",22.73
"61","2018-09-17",22.799999
"62","2018-09-18",21.93
"63","2018-09-19",22.190001
"64","2018-09-20",22.469999
"65","2018-09-21",22.360001
"66","2018-09-24",22.209999
"67","2018-09-25",22.76
"68","2018-09-26",22.26
"69","2018-09-27",22.68
"70","2018-09-28",22.98
"71","2018-10-01",23.77
"72","2018-10-02",24.389999
"73","2018-10-03",23.91
"74","2018-10-04",23.34
"75","2018-10-05",21.059999
"76","2018-10-08",21.18
"77","2018-10-09",20.700001
"78","2018-10-10",19.879999
"79","2018-10-11",19.190001
"80","2018-10-12",20.440001
"81","2018-10-15",19.620001
"82","2018-10-16",20.99
"83","2018-10-17",20.860001
"84","2018-10-18",20.52
"85","2018-10-19",20.700001
"86","2018-10-22",21.77
"87","2018-10-23",21.190001
"88","2018-10-24",20.639999
"89","2018-10-25",21.1
"90","2018-10-26",21.049999
"91","2018-10-29",20.91
"92","2018-10-30",21.48
"93","2018-10-31",21.49
"94","2018-11-01",21.459999
"95","2018-11-02",21.24
"96","2018-11-05",21
"97","2018-11-06",19.99
"98","2018-11-07",19.85
"99","2018-11-08",20.15
"100","2018-11-09",20.01
"101","2018-11-12",19.77
"102","2018-11-13",18.700001
"103","2018-11-14",18.559999
"104","2018-11-15",18.59
"105","2018-11-16",19
"106","2018-11-19",18.49
"107","2018-11-20",18.01
"108","2018-11-21",18.030001
"109","2018-11-23",18.129999
"110","2018-11-26",18.110001
"111","2018-11-27",18
"112","2018-11-28",19.379999
"113","2018-11-29",20.07
"114","2018-11-30",22.530001
"115","2018-12-03",22.84
"116","2018-12-04",21.67
"117","2018-12-06",21.18
"118","2018-12-07",20.940001
"119","2018-12-10",21.41
"120","2018-12-11",22
"121","2018-12-12",22.1
"122","2018-12-13",21.66
"123","2018-12-14",21.5
"124","2018-12-17",20.959999
"125","2018-12-18",23.049999
"126","2018-12-19",23
"127","2018-12-20",22.67
"128","2018-12-21",20.959999
"129","2018-12-24",21.059999
"130","2018-12-26",22.209999
"131","2018-12-27",22.49
"132","2018-12-28",22.950001
"133","2018-12-31",24.1
"134","2019-01-02",24.65
"135","2019-01-03",22.6
"136","2019-01-04",23.549999
"137","2019-01-07",26.59
"138","2019-01-08",26.24
"139","2019-01-09",25.24
"140","2019-01-10",25.17
"141","2019-01-11",24.360001
"142","2019-01-14",24.08
"143","2019-01-15",25.02
"144","2019-01-16",24.389999
"145","2019-01-17",23.74
"146","2019-01-18",24
"147","2019-01-22",23.07
"148","2019-01-23",22.639999
"149","2019-01-24",23.85
"150","2019-01-25",24.33
"151","2019-01-28",24.01
"152","2019-01-29",23.41
"153","2019-01-30",24.469999
"154","2019-01-31",24.73
"155","2019-02-01",25.209999
"156","2019-02-04",24.65
"157","2019-02-05",24.790001
"158","2019-02-06",24.139999
"159","2019-02-07",24.709999
"160","2019-02-08",24.76
"161","2019-02-11",24.74
"162","2019-02-12",24.6
"163","2019-02-13",25.25
"164","2019-02-14",23.68
"165","2019-02-15",23.67
"166","2019-02-19",21.65
"167","2019-02-20",21.360001
"168","2019-02-21",21.84
"169","2019-02-22",22.040001
"170","2019-02-25",21.4
"171","2019-02-26",21.23
"172","2019-02-27",21.76
"173","2019-02-28",21.040001
"174","2019-03-01",21.08
"175","2019-03-04",22.09
"176","2019-03-05",21.209999
"177","2019-03-06",21.92
"178","2019-03-07",21.99
"179","2019-03-08",22.370001
"180","2019-03-11",22.27
"181","2019-03-12",21.969999
"182","2019-03-13",21.68
"183","2019-03-14",21.9
"184","2019-03-15",22
"185","2019-03-18",22.309999
"186","2019-03-19",22.120001
"187","2019-03-20",22.620001
"188","2019-03-21",23.17
"189","2019-03-22",22.450001
"190","2019-03-25",22.379999
"191","2019-03-26",21.889999
"192","2019-03-27",22.309999
"193","2019-03-28",22.59
"194","2019-03-29",24.02
"195","2019-04-01",22.49
"196","2019-04-02",22.51
"197","2019-04-03",22.59
"198","2019-04-04",23.129999
"199","2019-04-05",24.040001
"200","2019-04-08",24.43
"201","2019-04-09",24.76
"202","2019-04-10",24.469999
"203","2019-04-11",24.200001
"204","2019-04-12",24.389999
"205","2019-04-15",24
"206","2019-04-16",23.889999
"207","2019-04-17",24.01
"208","2019-04-18",23.690001
"209","2019-04-22",24.66
"210","2019-04-23",24.700001
"211","2019-04-24",24.370001
"212","2019-04-25",23.620001
"213","2019-04-26",24.51
"214","2019-04-29",24.620001
"215","2019-04-30",24.139999
"216","2019-05-01",23.719999
"217","2019-05-02",24.040001
"218","2019-05-03",24.309999
"219","2019-05-06",24.74
"220","2019-05-07",24.52
"221","2019-05-08",24.4
"222","2019-05-09",24.190001
"223","2019-05-10",24.16
"224","2019-05-13",23.26
"225","2019-05-14",23.790001
"226","2019-05-15",23.719999
"227","2019-05-16",23.469999
"228","2019-05-17",24.299999
"229","2019-05-20",25.16
"230","2019-05-21",25.01
"231","2019-05-22",25.450001
"232","2019-05-23",25.709999
"233","2019-05-24",26.01
"234","2019-05-28",26.540001
"235","2019-05-29",26.02
"236","2019-05-30",26
"237","2019-05-31",25.57
"238","2019-06-03",24.66
"239","2019-06-04",23.309999
"240","2019-06-05",23.92
"241","2019-06-06",22.879999
"242","2019-06-07",23.209999
"243","2019-06-10",23.57
"244","2019-06-11",23.530001
"245","2019-06-12",23.379999
"246","2019-06-13",24.440001
"247","2019-06-14",24.77
"248","2019-06-17",25.049999
"249","2019-06-18",25.59
"250","2019-06-19",26.360001
"251","2019-06-20",26.84
"252","2019-06-21",26.959999
"253","2019-06-24",27.440001
"254","2019-06-25",28.5
"255","2019-06-26",28.25
"256","2019-06-27",29.02
"257","2019-06-28",29.450001
"258","2019-07-01",30.030001
"259","2019-07-02",29.75
"260","2019-07-03",29.93
"261","2019-07-05",29.16
"262","2019-07-08",29.389999
"263","2019-07-09",28.950001
"264","2019-07-10",28.91
"265","2019-07-11",28.969999
"266","2019-07-12",28.27
"267","2019-07-15",28.639999
"268","2019-07-16",28.700001
"269","2019-07-17",28.200001
"270","2019-07-18",28.1
"271","2019-07-19",27.719999
"272","2019-07-22",27.290001
"273","2019-07-23",27.690001
"274","2019-07-24",28.15
"275","2019-07-25",27.940001
"276","2019-07-26",28.51
"277","2019-07-29",29.02
"278","2019-07-30",28.82
"279","2019-07-31",28.57
"280","2019-08-01",28.16
"281","2019-08-02",27.99
"282","2019-08-05",26.030001
"283","2019-08-06",26.950001
"284","2019-08-07",27.559999
"285","2019-08-08",28.719999
