"","date","IIIV"
"286","2019-08-09",23.77
"287","2019-08-12",21.530001
"288","2019-08-13",21.43
"289","2019-08-14",22.09
"290","2019-08-15",22.559999
"291","2019-08-16",22.809999
"292","2019-08-19",23.35
"293","2019-08-20",23.85
"294","2019-08-21",23.299999
"295","2019-08-22",23.190001
"296","2019-08-23",22.190001
"297","2019-08-26",22.549999
"298","2019-08-27",22.4
"299","2019-08-28",22.200001
"300","2019-08-29",22.77
"301","2019-08-30",22.620001
"302","2019-09-03",21.66
"303","2019-09-04",21.610001
"304","2019-09-05",23.1
"305","2019-09-06",22.190001
"306","2019-09-09",21.25
"307","2019-09-10",20.02
"308","2019-09-11",19.84
"309","2019-09-12",20.540001
"310","2019-09-13",20.450001
"311","2019-09-16",20.57
"312","2019-09-17",20.77
"313","2019-09-18",20.6
"314","2019-09-19",20.719999
"315","2019-09-20",20.629999
"316","2019-09-23",20.469999
"317","2019-09-24",19.99
"318","2019-09-25",20.200001
"319","2019-09-26",19.74
"320","2019-09-27",19.709999
"321","2019-09-30",20.120001
"322","2019-10-01",19.549999
"323","2019-10-02",19.18
"324","2019-10-03",19.41
"325","2019-10-04",19.82
"326","2019-10-07",19.709999
"327","2019-10-08",19.35
"328","2019-10-09",19.75
"329","2019-10-10",20.01
"330","2019-10-11",20.299999
"331","2019-10-14",20.200001
"332","2019-10-15",20.360001
"333","2019-10-16",19.959999
"334","2019-10-17",19.77
"335","2019-10-18",19.629999
"336","2019-10-21",19.73
"337","2019-10-22",19.67
"338","2019-10-23",20.049999
"339","2019-10-24",20.860001
"340","2019-10-25",19.76
"341","2019-10-28",20.33
"342","2019-10-29",21.040001
"343","2019-10-30",20.799999
"344","2019-10-31",20.450001
"345","2019-11-01",20.639999
"346","2019-11-04",21.09
"347","2019-11-05",20.870001
"348","2019-11-06",20.91
"349","2019-11-07",20.540001
"350","2019-11-08",20.82
"351","2019-11-11",21.08
"352","2019-11-12",21.6
"353","2019-11-13",21.719999
"354","2019-11-14",22.389999
"355","2019-11-15",22.08
"356","2019-11-18",21.75
"357","2019-11-19",22.790001
"358","2019-11-20",22.809999
"359","2019-11-21",22.299999
"360","2019-11-22",26.129999
"361","2019-11-25",27
"362","2019-11-26",26.91
"363","2019-11-27",26.950001
"364","2019-11-29",27.32
"365","2019-12-02",27.209999
"366","2019-12-03",27.51
"367","2019-12-04",28.110001
"368","2019-12-05",28.18
"369","2019-12-06",28.24
"370","2019-12-09",28.09
"371","2019-12-10",27.57
"372","2019-12-11",28
"373","2019-12-12",27.969999
"374","2019-12-13",28.49
"375","2019-12-16",28.48
"376","2019-12-17",28.66
"377","2019-12-18",28.950001
"378","2019-12-19",29.059999
"379","2019-12-20",29.360001
"380","2019-12-23",28.4
"381","2019-12-24",28.030001
"382","2019-12-26",28.43
"383","2019-12-27",28.299999
"384","2019-12-30",27.299999
"385","2019-12-31",28.25
"386","2020-01-02",29.309999
"387","2020-01-03",28.98
"388","2020-01-06",29.24
"389","2020-01-07",29.129999
"390","2020-01-08",29.299999
"391","2020-01-09",30.02
"392","2020-01-10",30.09
"393","2020-01-13",30.690001
"394","2020-01-14",30.799999
"395","2020-01-15",31
"396","2020-01-16",31.4
"397","2020-01-17",31.799999
"398","2020-01-21",32.209999
"399","2020-01-22",33.07
"400","2020-01-23",33.48
"401","2020-01-24",32.169998
"402","2020-01-27",31.48
"403","2020-01-28",32.189999
"404","2020-01-29",32.200001
"405","2020-01-30",32.389999
"406","2020-01-31",32.290001
"407","2020-02-03",33.509998
"408","2020-02-04",34.779999
"409","2020-02-05",34.98
"410","2020-02-06",35.599998
"411","2020-02-07",36.27
"412","2020-02-10",36.150002
"413","2020-02-11",35.209999
"414","2020-02-12",31.440001
"415","2020-02-13",32.25
"416","2020-02-14",31.870001
"417","2020-02-18",31.9
"418","2020-02-19",32.720001
"419","2020-02-20",32.889999
"420","2020-02-21",31.549999
"421","2020-02-24",31.450001
"422","2020-02-25",30.77
"423","2020-02-26",30.5
"424","2020-02-27",28.370001
"425","2020-02-28",28.98
"426","2020-03-02",29.049999
"427","2020-03-03",28.5
"428","2020-03-04",28.610001
"429","2020-03-05",26.83
"430","2020-03-06",26.15
"431","2020-03-09",25.209999
"432","2020-03-10",25.870001
"433","2020-03-11",25.23
"434","2020-03-12",22.360001
"435","2020-03-13",24.9
"436","2020-03-16",20.620001
"437","2020-03-17",20.76
"438","2020-03-18",14.05
"439","2020-03-19",14.78
"440","2020-03-20",14.48
"441","2020-03-23",14
"442","2020-03-24",14.51
"443","2020-03-25",16.51
"444","2020-03-26",18.9
"445","2020-03-27",19.83
"446","2020-03-30",20.549999
"447","2020-03-31",19.09
"448","2020-04-01",17.41
"449","2020-04-02",18.110001
"450","2020-04-03",16.950001
"451","2020-04-06",19.23
"452","2020-04-07",19.99
"453","2020-04-08",20.59
"454","2020-04-09",21.360001
"455","2020-04-13",19.26
"456","2020-04-14",19.440001
"457","2020-04-15",19.059999
"458","2020-04-16",19
"459","2020-04-17",19.85
"460","2020-04-20",19.77
"461","2020-04-21",19
"462","2020-04-22",19.92
"463","2020-04-23",19.98
"464","2020-04-24",20.85
"465","2020-04-27",22.15
"466","2020-04-28",22.93
"467","2020-04-29",24.950001
"468","2020-04-30",23.24
"469","2020-05-01",23.07
"470","2020-05-04",21.719999
"471","2020-05-05",22.940001
"472","2020-05-06",22.58
"473","2020-05-07",23.25
"474","2020-05-08",24.73
"475","2020-05-11",25.719999
"476","2020-05-12",25
"477","2020-05-13",25
"478","2020-05-14",24.77
"479","2020-05-15",25.809999
"480","2020-05-18",27.709999
"481","2020-05-19",28.85
"482","2020-05-20",28.35
"483","2020-05-21",27.360001
"484","2020-05-22",27.620001
"485","2020-05-26",28.4
"486","2020-05-27",29.52
"487","2020-05-28",28.879999
"488","2020-05-29",28.860001
"489","2020-06-01",29.040001
"490","2020-06-02",29.92
"491","2020-06-03",29.25
"492","2020-06-04",29.26
"493","2020-06-05",30.91
"494","2020-06-08",31.67
"495","2020-06-09",31.49
"496","2020-06-10",31.09
"497","2020-06-11",28.030001
"498","2020-06-12",28.09
"499","2020-06-15",28.9
"500","2020-06-16",30.370001
"501","2020-06-17",30.26
"502","2020-06-18",29.629999
"503","2020-06-19",30.07
"504","2020-06-22",29.690001
"505","2020-06-23",30.6
"506","2020-06-24",28.5
"507","2020-06-25",30.4
"508","2020-06-26",29.360001
"509","2020-06-29",29.879999
"510","2020-06-30",30.25
"511","2020-07-01",29.99
"512","2020-07-02",29.59
"513","2020-07-06",29.969999
"514","2020-07-07",28.459999
"515","2020-07-08",28.27
"516","2020-07-09",27.209999
"517","2020-07-10",27.370001
"518","2020-07-13",26.790001
"519","2020-07-14",27.360001
"520","2020-07-15",28.540001
"521","2020-07-16",27.66
"522","2020-07-17",27.51
"523","2020-07-20",28.41
"524","2020-07-21",28.25
"525","2020-07-22",28.219999
"526","2020-07-23",27.440001
"527","2020-07-24",26.709999
"528","2020-07-27",26.709999
"529","2020-07-28",26.639999
"530","2020-07-29",26.35
"531","2020-07-30",25.51
"532","2020-07-31",24.18
"533","2020-08-03",24.469999
"534","2020-08-04",24.91
"535","2020-08-05",25.690001
"536","2020-08-06",25.84
"537","2020-08-07",26.030001
"538","2020-08-10",25.049999
"539","2020-08-11",28.860001
"540","2020-08-12",28.209999
"541","2020-08-13",28.5
"542","2020-08-14",28.75
"543","2020-08-17",28.84
"544","2020-08-18",28.530001
"545","2020-08-19",28.559999
"546","2020-08-20",28.73
"547","2020-08-21",28.51
"548","2020-08-24",28.49
"549","2020-08-25",29.219999
"550","2020-08-26",28.700001
"551","2020-08-27",28.040001
"552","2020-08-28",28.08
"553","2020-08-31",27.889999
"554","2020-09-01",28.280001
"555","2020-09-02",28.209999
"556","2020-09-03",27.280001
"557","2020-09-04",26.35
"558","2020-09-08",26.360001
"559","2020-09-09",26.85
"560","2020-09-10",25.43
"561","2020-09-11",23.9
"562","2020-09-14",24.280001
"563","2020-09-15",24.4
"564","2020-09-16",23.82
"565","2020-09-17",23.209999
"566","2020-09-18",22.809999
"567","2020-09-21",23.559999
"568","2020-09-22",23.01
"569","2020-09-23",25
"570","2020-09-24",24.309999
"571","2020-09-25",24.870001
"572","2020-09-28",25.190001
"573","2020-09-29",25.030001
"574","2020-09-30",25.25
"575","2020-10-01",25.76
"576","2020-10-02",25.43
"577","2020-10-05",25.57
"578","2020-10-06",25.799999
"579","2020-10-07",26.23
"580","2020-10-08",25.879999
"581","2020-10-09",25.809999
"582","2020-10-12",26.17
"583","2020-10-13",26.299999
"584","2020-10-14",25.549999
"585","2020-10-15",24.82
"586","2020-10-16",25.02
"587","2020-10-19",25.1
"588","2020-10-20",24.790001
"589","2020-10-21",24.719999
"590","2020-10-22",24.93
"591","2020-10-23",25.43
"592","2020-10-26",23.530001
"593","2020-10-27",23.07
"594","2020-10-28",21.450001
"595","2020-10-29",21.209999
"596","2020-10-30",20.629999
"597","2020-11-02",21.049999
"598","2020-11-03",21.93
"599","2020-11-04",23.24
"600","2020-11-05",22.860001
"601","2020-11-06",23.040001
"602","2020-11-09",24.6
"603","2020-11-10",25.049999
"604","2020-11-11",24.58
"605","2020-11-12",23.66
"606","2020-11-13",24.9
"607","2020-11-16",24.860001
"608","2020-11-17",25.309999
"609","2020-11-18",24.790001
"610","2020-11-19",24.6
"611","2020-11-20",24.799999
"612","2020-11-23",26.299999
"613","2020-11-24",27.65
"614","2020-11-25",27.5
"615","2020-11-27",27.879999
