"","date","FRGI"
"130","2012-10-31",13.22
"131","2012-11-01",13.42
"132","2012-11-02",13.1
"133","2012-11-05",13.19
"134","2012-11-06",13.5
"135","2012-11-07",13.49
"136","2012-11-08",13.46
"137","2012-11-09",13.46
"138","2012-11-12",13.52
"139","2012-11-13",15.35
"140","2012-11-14",14.39
"141","2012-11-15",14.65
"142","2012-11-16",15.01
"143","2012-11-19",15.2
"144","2012-11-20",14.99
"145","2012-11-21",14.98
"146","2012-11-23",15.26
"147","2012-11-26",15.05
"148","2012-11-27",14.5
"149","2012-11-28",14.84
"150","2012-11-29",15.02
"151","2012-11-30",15.04
"152","2012-12-03",14.58
"153","2012-12-04",14.13
"154","2012-12-05",14.07
"155","2012-12-06",13.72
"156","2012-12-07",13.52
"157","2012-12-10",14.05
"158","2012-12-11",13.94
"159","2012-12-12",13.92
"160","2012-12-13",15.1
"161","2012-12-14",15.71
"162","2012-12-17",16.42
"163","2012-12-18",15.51
"164","2012-12-19",15.18
"165","2012-12-20",15.24
"166","2012-12-21",15.2
"167","2012-12-24",15.25
"168","2012-12-26",15.27
"169","2012-12-27",15.26
"170","2012-12-28",15.12
"171","2012-12-31",15.32
"172","2013-01-02",16.4
"173","2013-01-03",16.4
"174","2013-01-04",16.42
"175","2013-01-07",16.4
"176","2013-01-08",16.34
"177","2013-01-09",16.51
"178","2013-01-10",16.639999
"179","2013-01-11",16.549999
"180","2013-01-14",16.65
"181","2013-01-15",16.889999
"182","2013-01-16",17.049999
"183","2013-01-17",18.209999
"184","2013-01-18",18.690001
"185","2013-01-22",18.559999
"186","2013-01-23",18.219999
"187","2013-01-24",17.559999
"188","2013-01-25",18.07
"189","2013-01-28",18.25
"190","2013-01-29",18.200001
"191","2013-01-30",18.02
"192","2013-01-31",17.809999
"193","2013-02-01",18.309999
"194","2013-02-04",17.91
"195","2013-02-05",18.24
"196","2013-02-06",18.25
"197","2013-02-07",18.01
"198","2013-02-08",18.299999
"199","2013-02-11",18.639999
"200","2013-02-12",19.51
"201","2013-02-13",20.129999
"202","2013-02-14",20.540001
"203","2013-02-15",20.459999
"204","2013-02-19",20.84
"205","2013-02-20",20.440001
"206","2013-02-21",20.459999
"207","2013-02-22",20.129999
"208","2013-02-25",21.27
"209","2013-02-26",22.01
"210","2013-02-27",22.379999
"211","2013-02-28",22.6
"212","2013-03-01",22.43
"213","2013-03-04",22.870001
"214","2013-03-05",24.030001
"215","2013-03-06",23.74
"216","2013-03-07",24
"217","2013-03-08",24.09
"218","2013-03-11",23.92
"219","2013-03-12",23.379999
"220","2013-03-13",24.040001
"221","2013-03-14",24.98
"222","2013-03-15",24.860001
"223","2013-03-18",23.780001
"224","2013-03-19",24.41
"225","2013-03-20",24.610001
"226","2013-03-21",24.58
"227","2013-03-22",25.959999
"228","2013-03-25",26.27
"229","2013-03-26",26.700001
"230","2013-03-27",26.92
"231","2013-03-28",26.57
"232","2013-04-01",26.18
"233","2013-04-02",26.66
"234","2013-04-03",26.1
"235","2013-04-04",26.040001
"236","2013-04-05",25.48
"237","2013-04-08",25.559999
"238","2013-04-09",25.559999
"239","2013-04-10",25.639999
"240","2013-04-11",25.24
"241","2013-04-12",24.73
"242","2013-04-15",23.59
"243","2013-04-16",24.74
"244","2013-04-17",24.01
"245","2013-04-18",24.07
"246","2013-04-19",24.799999
"247","2013-04-22",24.5
"248","2013-04-23",25.049999
"249","2013-04-24",24.82
"250","2013-04-25",26
"251","2013-04-26",25.98
"252","2013-04-29",26.309999
"253","2013-04-30",27.26
"254","2013-05-01",27.389999
"255","2013-05-02",27.940001
"256","2013-05-03",29.389999
"257","2013-05-06",28.77
"258","2013-05-07",31.17
"259","2013-05-08",30
"260","2013-05-09",29.290001
"261","2013-05-10",29.360001
"262","2013-05-13",29.18
"263","2013-05-14",29.98
"264","2013-05-15",31.370001
"265","2013-05-16",31.459999
"266","2013-05-17",31.440001
"267","2013-05-20",31.83
"268","2013-05-21",32.630001
"269","2013-05-22",33.849998
"270","2013-05-23",33.82
"271","2013-05-24",33.990002
"272","2013-05-28",34.860001
"273","2013-05-29",34.860001
"274","2013-05-30",34.939999
"275","2013-05-31",35.57
"276","2013-06-03",36.57
"277","2013-06-04",35.419998
"278","2013-06-05",34.099998
"279","2013-06-06",34.720001
"280","2013-06-07",34.799999
"281","2013-06-10",36.040001
"282","2013-06-11",35.029999
"283","2013-06-12",35.360001
"284","2013-06-13",34.889999
"285","2013-06-14",35.18
"286","2013-06-17",36.650002
"287","2013-06-18",37.689999
"288","2013-06-19",37.419998
"289","2013-06-20",36.119999
"290","2013-06-21",35.669998
"291","2013-06-24",33.619999
"292","2013-06-25",34.09
"293","2013-06-26",34.150002
"294","2013-06-27",34.330002
"295","2013-06-28",34.360001
"296","2013-07-01",34.459999
"297","2013-07-02",34.990002
"298","2013-07-03",34.889999
"299","2013-07-05",35
"300","2013-07-08",35
"301","2013-07-09",34.889999
"302","2013-07-10",34.880001
"303","2013-07-11",34.900002
"304","2013-07-12",35.419998
"305","2013-07-15",34.439999
"306","2013-07-16",34.34
"307","2013-07-17",33.779999
"308","2013-07-18",34.73
"309","2013-07-19",33.669998
"310","2013-07-22",33.330002
"311","2013-07-23",32.639999
"312","2013-07-24",32.939999
"313","2013-07-25",32.099998
"314","2013-07-26",32.459999
"315","2013-07-29",30.870001
"316","2013-07-30",31.450001
"317","2013-07-31",31.549999
"318","2013-08-01",32.259998
"319","2013-08-02",32.830002
"320","2013-08-05",32.290001
"321","2013-08-06",31.85
"322","2013-08-07",31.440001
"323","2013-08-08",31.43
"324","2013-08-09",34.73
"325","2013-08-12",34.470001
"326","2013-08-13",34.009998
"327","2013-08-14",34.279999
"328","2013-08-15",33.27
"329","2013-08-16",33.029999
"330","2013-08-19",31.57
"331","2013-08-20",32.380001
"332","2013-08-21",32.619999
"333","2013-08-22",32.599998
"334","2013-08-23",33.27
"335","2013-08-26",31.83
"336","2013-08-27",31.4
"337","2013-08-28",31.950001
"338","2013-08-29",33
"339","2013-08-30",32.669998
"340","2013-09-03",31.940001
"341","2013-09-04",31.719999
"342","2013-09-05",32.119999
"343","2013-09-06",31.969999
"344","2013-09-09",34.290001
"345","2013-09-10",35.540001
"346","2013-09-11",35.549999
"347","2013-09-12",34.889999
"348","2013-09-13",34.57
"349","2013-09-16",34.889999
"350","2013-09-17",36.540001
"351","2013-09-18",37.200001
"352","2013-09-19",36.48
"353","2013-09-20",36.209999
"354","2013-09-23",35.880001
"355","2013-09-24",36.959999
"356","2013-09-25",37.310001
"357","2013-09-26",37.470001
"358","2013-09-27",37.560001
"359","2013-09-30",37.630001
"360","2013-10-01",37.720001
"361","2013-10-02",38.57
"362","2013-10-03",38.490002
"363","2013-10-04",38.860001
"364","2013-10-07",38.150002
"365","2013-10-08",36.759998
"366","2013-10-09",36.709999
"367","2013-10-10",37
"368","2013-10-11",38.419998
"369","2013-10-14",38.810001
"370","2013-10-15",38.849998
"371","2013-10-16",39.27
"372","2013-10-17",39.84
"373","2013-10-18",40.009998
"374","2013-10-21",39.939999
"375","2013-10-22",40.299999
"376","2013-10-23",40.09
"377","2013-10-24",41.709999
"378","2013-10-25",41.459999
"379","2013-10-28",41.57
"380","2013-10-29",42.419998
"381","2013-10-30",41.029999
"382","2013-10-31",42.389999
"383","2013-11-01",41.560001
"384","2013-11-04",41.490002
"385","2013-11-05",42.279999
"386","2013-11-06",44.470001
"387","2013-11-07",42.23
"388","2013-11-08",42.990002
"389","2013-11-11",42.919998
"390","2013-11-12",43.77
"391","2013-11-13",46.540001
"392","2013-11-14",47.060001
"393","2013-11-15",47.939999
"394","2013-11-18",48.16
"395","2013-11-19",48
"396","2013-11-20",48.189999
"397","2013-11-21",48.130001
"398","2013-11-22",48.52
"399","2013-11-25",48.709999
"400","2013-11-26",49.66
"401","2013-11-27",49.139999
"402","2013-11-29",48.970001
"403","2013-12-02",48.09
"404","2013-12-03",48.099998
"405","2013-12-04",49.150002
"406","2013-12-05",48.66
"407","2013-12-06",48.560001
"408","2013-12-09",47.400002
"409","2013-12-10",46.41
"410","2013-12-11",45.349998
"411","2013-12-12",45.060001
"412","2013-12-13",46.509998
"413","2013-12-16",47.830002
"414","2013-12-17",48.369999
"415","2013-12-18",48.279999
"416","2013-12-19",48.200001
"417","2013-12-20",49.939999
"418","2013-12-23",51.32
"419","2013-12-24",50.830002
"420","2013-12-26",51.619999
"421","2013-12-27",51.240002
"422","2013-12-30",52.459999
"423","2013-12-31",52.240002
"424","2014-01-02",52.619999
"425","2014-01-03",51.689999
"426","2014-01-06",51.299999
"427","2014-01-07",50.799999
"428","2014-01-08",50.549999
"429","2014-01-09",49.790001
"430","2014-01-10",50.450001
"431","2014-01-13",48.330002
"432","2014-01-14",48.75
"433","2014-01-15",48.790001
"434","2014-01-16",49.07
"435","2014-01-17",47.130001
"436","2014-01-21",44.59
"437","2014-01-22",44.759998
"438","2014-01-23",44.099998
"439","2014-01-24",43.709999
"440","2014-01-27",42.799999
"441","2014-01-28",43.25
"442","2014-01-29",42.25
"443","2014-01-30",43.130001
"444","2014-01-31",42.970001
"445","2014-02-03",40.549999
"446","2014-02-04",41.709999
"447","2014-02-05",40.580002
"448","2014-02-06",41.849998
"449","2014-02-07",44.540001
"450","2014-02-10",45.049999
"451","2014-02-11",46.439999
"452","2014-02-12",45.91
"453","2014-02-13",46.110001
"454","2014-02-14",46.200001
"455","2014-02-18",45.880001
"456","2014-02-19",45.040001
"457","2014-02-20",46.060001
"458","2014-02-21",46.299999
"459","2014-02-24",47.880001
"460","2014-02-25",48.119999
"461","2014-02-26",50.560001
"462","2014-02-27",50.48
"463","2014-02-28",50.23
"464","2014-03-03",49.25
"465","2014-03-04",50.310001
"466","2014-03-05",50.299999
"467","2014-03-06",50.290001
"468","2014-03-07",50.5
"469","2014-03-10",50.099998
"470","2014-03-11",49.98
"471","2014-03-12",50.150002
"472","2014-03-13",49.16
"473","2014-03-14",49.150002
"474","2014-03-17",49.360001
"475","2014-03-18",49.419998
"476","2014-03-19",48.990002
"477","2014-03-20",48.959999
"478","2014-03-21",47.630001
"479","2014-03-24",44.900002
"480","2014-03-25",44.009998
"481","2014-03-26",43.709999
"482","2014-03-27",43.560001
"483","2014-03-28",45.279999
"484","2014-03-31",45.59
"485","2014-04-01",44.91
"486","2014-04-02",44.470001
"487","2014-04-03",43.169998
"488","2014-04-04",40.560001
"489","2014-04-07",38.610001
"490","2014-04-08",38.73
"491","2014-04-09",40.740002
"492","2014-04-10",38.57
"493","2014-04-11",39.049999
"494","2014-04-14",39.709999
"495","2014-04-15",39.66
"496","2014-04-16",39.779999
"497","2014-04-17",39.43
"498","2014-04-21",38.790001
"499","2014-04-22",40.349998
"500","2014-04-23",38.220001
"501","2014-04-24",37.310001
"502","2014-04-25",36.810001
"503","2014-04-28",36.919998
"504","2014-04-29",36.66
"505","2014-04-30",36.610001
"506","2014-05-01",37.23
"507","2014-05-02",37.32
"508","2014-05-05",37.98
"509","2014-05-06",37.099998
"510","2014-05-07",38.740002
"511","2014-05-08",37.279999
"512","2014-05-09",36.450001
"513","2014-05-12",37.860001
"514","2014-05-13",37.650002
"515","2014-05-14",36.310001
"516","2014-05-15",36.59
"517","2014-05-16",37.130001
"518","2014-05-19",37.09
"519","2014-05-20",36.580002
"520","2014-05-21",37
"521","2014-05-22",38.369999
"522","2014-05-23",38.720001
"523","2014-05-27",41.189999
"524","2014-05-28",40.810001
"525","2014-05-29",40.619999
"526","2014-05-30",40.27
"527","2014-06-02",41.869999
"528","2014-06-03",40.709999
"529","2014-06-04",41.48
"530","2014-06-05",42.150002
"531","2014-06-06",42.68
"532","2014-06-09",43.099998
"533","2014-06-10",43.380001
"534","2014-06-11",43.470001
"535","2014-06-12",42.220001
"536","2014-06-13",42.049999
"537","2014-06-16",42.549999
"538","2014-06-17",43.389999
"539","2014-06-18",44.060001
"540","2014-06-19",44.32
"541","2014-06-20",44.880001
"542","2014-06-23",45.450001
"543","2014-06-24",45.049999
"544","2014-06-25",45.889999
"545","2014-06-26",46.25
"546","2014-06-27",46.310001
"547","2014-06-30",46.41
"548","2014-07-01",46.580002
"549","2014-07-02",46.41
"550","2014-07-03",46.560001
"551","2014-07-07",45.849998
"552","2014-07-08",44.299999
"553","2014-07-09",45.169998
"554","2014-07-10",44.68
"555","2014-07-11",44.52
"556","2014-07-14",45.32
"557","2014-07-15",44.779999
"558","2014-07-16",44.330002
"559","2014-07-17",45
"560","2014-07-18",44.150002
"561","2014-07-21",42.84
"562","2014-07-22",42.16
"563","2014-07-23",43
"564","2014-07-24",44.439999
"565","2014-07-25",44.470001
"566","2014-07-28",44.68
"567","2014-07-29",46.09
"568","2014-07-30",46.060001
"569","2014-07-31",45.380001
"570","2014-08-01",45.27
"571","2014-08-04",45.580002
"572","2014-08-05",45.259998
"573","2014-08-06",47.110001
"574","2014-08-07",47.060001
"575","2014-08-08",48.560001
"576","2014-08-11",49.580002
"577","2014-08-12",48.73
"578","2014-08-13",49.27
"579","2014-08-14",49
"580","2014-08-15",49.060001
"581","2014-08-18",50.900002
"582","2014-08-19",51.009998
"583","2014-08-20",49.900002
"584","2014-08-21",49.599998
"585","2014-08-22",49.93
"586","2014-08-25",50.23
"587","2014-08-26",50.889999
"588","2014-08-27",49.939999
"589","2014-08-28",49.669998
"590","2014-08-29",49.09
"591","2014-09-02",49.57
"592","2014-09-03",48.740002
"593","2014-09-04",49
"594","2014-09-05",48.82
"595","2014-09-08",48.68
"596","2014-09-09",47.959999
"597","2014-09-10",48.130001
"598","2014-09-11",48.34
"599","2014-09-12",48.310001
"600","2014-09-15",47.580002
"601","2014-09-16",48.209999
"602","2014-09-17",48.080002
"603","2014-09-18",49.549999
"604","2014-09-19",51.490002
"605","2014-09-22",50.400002
"606","2014-09-23",48.799999
"607","2014-09-24",49.869999
"608","2014-09-25",48.68
"609","2014-09-26",50.080002
"610","2014-09-29",50.450001
"611","2014-09-30",49.68
"612","2014-10-01",48.950001
"613","2014-10-02",49.48
"614","2014-10-03",51.599998
"615","2014-10-06",50.130001
"616","2014-10-07",49.529999
"617","2014-10-08",49.57
"618","2014-10-09",49.279999
"619","2014-10-10",50
"620","2014-10-13",50.5
"621","2014-10-14",51.41
"622","2014-10-15",50.5
"623","2014-10-16",49.889999
"624","2014-10-17",50.110001
"625","2014-10-20",50.470001
"626","2014-10-21",51.09
"627","2014-10-22",49.900002
"628","2014-10-23",51.220001
"629","2014-10-24",52.259998
"630","2014-10-27",52.73
"631","2014-10-28",53.369999
"632","2014-10-29",53.110001
"633","2014-10-30",54.360001
"634","2014-10-31",55.150002
"635","2014-11-03",55.220001
"636","2014-11-04",55.419998
"637","2014-11-05",58
"638","2014-11-06",55.48
"639","2014-11-07",55.59
"640","2014-11-10",56.509998
"641","2014-11-11",55.869999
"642","2014-11-12",56.669998
"643","2014-11-13",56.43
"644","2014-11-14",56.98
"645","2014-11-17",55.66
"646","2014-11-18",56.02
"647","2014-11-19",55.259998
"648","2014-11-20",54.98
"649","2014-11-21",54.32
"650","2014-11-24",57.18
"651","2014-11-25",56.07
"652","2014-11-26",55.389999
"653","2014-11-28",56.060001
"654","2014-12-01",55.720001
"655","2014-12-02",58.23
"656","2014-12-03",57.68
"657","2014-12-04",56.970001
"658","2014-12-05",57.459999
"659","2014-12-08",58.459999
"660","2014-12-09",62.029999
"661","2014-12-10",60.040001
"662","2014-12-11",61.25
"663","2014-12-12",62.849998
"664","2014-12-15",60.279999
"665","2014-12-16",55.82
"666","2014-12-17",57.43
"667","2014-12-18",57.93
"668","2014-12-19",56.509998
"669","2014-12-22",56.900002
"670","2014-12-23",56.5
"671","2014-12-24",56.970001
"672","2014-12-26",58.32
"673","2014-12-29",58.240002
"674","2014-12-30",60.779999
"675","2014-12-31",60.799999
"676","2015-01-02",59.060001
"677","2015-01-05",56.32
"678","2015-01-06",55.32
"679","2015-01-07",59.07
"680","2015-01-08",59.560001
"681","2015-01-09",59
"682","2015-01-12",58.209999
"683","2015-01-13",58.040001
"684","2015-01-14",58.400002
"685","2015-01-15",58.080002
"686","2015-01-16",59.25
"687","2015-01-20",58.830002
"688","2015-01-21",57.779999
"689","2015-01-22",58.549999
"690","2015-01-23",59.419998
"691","2015-01-26",59.5
"692","2015-01-27",59.259998
"693","2015-01-28",58.970001
"694","2015-01-29",59.439999
"695","2015-01-30",59.07
"696","2015-02-02",59.48
"697","2015-02-03",61.700001
"698","2015-02-04",62.470001
"699","2015-02-05",63.049999
"700","2015-02-06",63.439999
"701","2015-02-09",62.5
"702","2015-02-10",64.330002
"703","2015-02-11",64.040001
"704","2015-02-12",62.130001
"705","2015-02-13",61.799999
"706","2015-02-17",62.049999
"707","2015-02-18",64.040001
"708","2015-02-19",66.989998
"709","2015-02-20",64.959999
"710","2015-02-23",65.779999
"711","2015-02-24",65.940002
"712","2015-02-25",65.660004
"713","2015-02-26",66.470001
"714","2015-02-27",65.010002
"715","2015-03-02",65.379997
"716","2015-03-03",65.769997
"717","2015-03-04",65.339996
"718","2015-03-05",65.559998
"719","2015-03-06",64.889999
"720","2015-03-09",64.910004
"721","2015-03-10",63.540001
"722","2015-03-11",63.959999
"723","2015-03-12",64.849998
"724","2015-03-13",64.93
"725","2015-03-16",64.650002
"726","2015-03-17",64.410004
"727","2015-03-18",64.559998
"728","2015-03-19",65.300003
"729","2015-03-20",65.559998
"730","2015-03-23",66.050003
"731","2015-03-24",66.580002
"732","2015-03-25",65.230003
"733","2015-03-26",61.689999
"734","2015-03-27",61.970001
"735","2015-03-30",62.029999
"736","2015-03-31",61
"737","2015-04-01",59.990002
"738","2015-04-02",60.77
"739","2015-04-06",61.209999
"740","2015-04-07",60.799999
"741","2015-04-08",62.32
"742","2015-04-09",61.25
"743","2015-04-10",61.240002
"744","2015-04-13",61.599998
"745","2015-04-14",60.689999
"746","2015-04-15",60.799999
"747","2015-04-16",60.950001
"748","2015-04-17",58.099998
"749","2015-04-20",58.630001
"750","2015-04-21",59.610001
"751","2015-04-22",59.389999
"752","2015-04-23",59.09
"753","2015-04-24",54.900002
"754","2015-04-27",53.139999
"755","2015-04-28",54.060001
"756","2015-04-29",52.43
"757","2015-04-30",50.549999
"758","2015-05-01",49.950001
"759","2015-05-04",51.57
"760","2015-05-05",50.299999
"761","2015-05-06",49.849998
"762","2015-05-07",50.669998
"763","2015-05-08",51.650002
"764","2015-05-11",52.279999
"765","2015-05-12",52.029999
"766","2015-05-13",51.610001
"767","2015-05-14",51.360001
"768","2015-05-15",49.720001
"769","2015-05-18",48.5
"770","2015-05-19",49.73
"771","2015-05-20",49.27
"772","2015-05-21",49.02
"773","2015-05-22",48.23
"774","2015-05-26",47.09
"775","2015-05-27",47.369999
"776","2015-05-28",47.720001
"777","2015-05-29",46.529999
"778","2015-06-01",46.529999
"779","2015-06-02",46.509998
"780","2015-06-03",47.189999
"781","2015-06-04",46.450001
"782","2015-06-05",48.049999
"783","2015-06-08",48.040001
"784","2015-06-09",48.669998
"785","2015-06-10",50.470001
"786","2015-06-11",51.060001
"787","2015-06-12",52.299999
"788","2015-06-15",52.080002
"789","2015-06-16",50.950001
"790","2015-06-17",51.5
"791","2015-06-18",52.060001
"792","2015-06-19",53.009998
"793","2015-06-22",53.380001
"794","2015-06-23",51.52
"795","2015-06-24",50.330002
"796","2015-06-25",49.939999
"797","2015-06-26",49.939999
"798","2015-06-29",49.220001
"799","2015-06-30",50
"800","2015-07-01",50
"801","2015-07-02",49.529999
"802","2015-07-06",49.119999
"803","2015-07-07",48.98
"804","2015-07-08",48.209999
"805","2015-07-09",48.34
"806","2015-07-10",49.369999
"807","2015-07-13",50
"808","2015-07-14",49.740002
"809","2015-07-15",49.16
"810","2015-07-16",50.349998
"811","2015-07-17",50.009998
"812","2015-07-20",51.400002
"813","2015-07-21",52.490002
"814","2015-07-22",53.68
"815","2015-07-23",51.330002
"816","2015-07-24",50.630001
"817","2015-07-27",50.599998
"818","2015-07-28",51.360001
"819","2015-07-29",52.630001
"820","2015-07-30",53.73
"821","2015-07-31",58.130001
"822","2015-08-03",58.34
"823","2015-08-04",58.470001
"824","2015-08-05",58.310001
"825","2015-08-06",55.41
"826","2015-08-07",55.639999
"827","2015-08-10",55.32
"828","2015-08-11",55.799999
"829","2015-08-12",54.790001
"830","2015-08-13",54.990002
"831","2015-08-14",54.98
"832","2015-08-17",55.5
"833","2015-08-18",54.48
"834","2015-08-19",54.209999
"835","2015-08-20",53.209999
"836","2015-08-21",51.57
"837","2015-08-24",50.5
"838","2015-08-25",51.009998
"839","2015-08-26",51.259998
"840","2015-08-27",52.259998
"841","2015-08-28",52.209999
"842","2015-08-31",51.639999
"843","2015-09-01",50.580002
"844","2015-09-02",52.119999
"845","2015-09-03",51.580002
"846","2015-09-04",51.259998
"847","2015-09-08",52.380001
"848","2015-09-09",51.080002
"849","2015-09-10",50.66
"850","2015-09-11",50.970001
"851","2015-09-14",50.709999
"852","2015-09-15",50.650002
"853","2015-09-16",51.049999
"854","2015-09-17",50.740002
"855","2015-09-18",49.490002
"856","2015-09-21",49.23
"857","2015-09-22",47.919998
"858","2015-09-23",47.939999
"859","2015-09-24",47.32
"860","2015-09-25",46.349998
"861","2015-09-28",45.650002
"862","2015-09-29",45.709999
"863","2015-09-30",45.369999
"864","2015-10-01",42.720001
"865","2015-10-02",43.049999
"866","2015-10-05",44.18
"867","2015-10-06",43.209999
"868","2015-10-07",43.619999
"869","2015-10-08",43.349998
"870","2015-10-09",43.34
"871","2015-10-12",43.599998
"872","2015-10-13",42.849998
"873","2015-10-14",41.32
"874","2015-10-15",42.049999
"875","2015-10-16",42.009998
"876","2015-10-19",42.189999
"877","2015-10-20",42.220001
"878","2015-10-21",39.689999
"879","2015-10-22",40
"880","2015-10-23",40.080002
"881","2015-10-26",39.700001
"882","2015-10-27",38.310001
"883","2015-10-28",39.59
"884","2015-10-29",38.09
"885","2015-10-30",35.360001
"886","2015-11-02",36.470001
"887","2015-11-03",36.630001
"888","2015-11-04",36
"889","2015-11-05",35.540001
"890","2015-11-06",36.049999
"891","2015-11-09",34.98
"892","2015-11-10",35.419998
"893","2015-11-11",34.98
"894","2015-11-12",34.09
"895","2015-11-13",32.610001
"896","2015-11-16",33.189999
"897","2015-11-17",32.110001
"898","2015-11-18",32.009998
"899","2015-11-19",33.970001
"900","2015-11-20",35.98
"901","2015-11-23",37.299999
"902","2015-11-24",37.990002
"903","2015-11-25",38.18
"904","2015-11-27",38.150002
"905","2015-11-30",38.43
"906","2015-12-01",37.669998
"907","2015-12-02",37.52
"908","2015-12-03",36.77
"909","2015-12-04",36.82
"910","2015-12-07",36.540001
"911","2015-12-08",36.290001
"912","2015-12-09",36.110001
"913","2015-12-10",36.130001
"914","2015-12-11",35.130001
"915","2015-12-14",35.299999
"916","2015-12-15",34.540001
"917","2015-12-16",35.119999
"918","2015-12-17",33.740002
"919","2015-12-18",33.029999
"920","2015-12-21",34.23
"921","2015-12-22",34.459999
"922","2015-12-23",34.52
"923","2015-12-24",34.459999
"924","2015-12-28",34
"925","2015-12-29",34.009998
"926","2015-12-30",33.57
"927","2015-12-31",33.599998
"928","2016-01-04",33.189999
"929","2016-01-05",33.68
"930","2016-01-06",33.57
"931","2016-01-07",33.720001
"932","2016-01-08",33.080002
"933","2016-01-11",33.189999
"934","2016-01-12",33.580002
"935","2016-01-13",35.759998
"936","2016-01-14",37.130001
"937","2016-01-15",37.040001
"938","2016-01-19",37.419998
"939","2016-01-20",36.73
"940","2016-01-21",37.32
"941","2016-01-22",37.34
"942","2016-01-25",35.73
"943","2016-01-26",36.060001
"944","2016-01-27",35.759998
"945","2016-01-28",35.860001
"946","2016-01-29",36.400002
"947","2016-02-01",37.369999
"948","2016-02-02",36.389999
"949","2016-02-03",35.43
"950","2016-02-04",36.419998
"951","2016-02-05",34.509998
"952","2016-02-08",35.310001
"953","2016-02-09",35.779999
"954","2016-02-10",34.84
"955","2016-02-11",34.790001
"956","2016-02-12",34.759998
"957","2016-02-16",35.34
"958","2016-02-17",35.799999
"959","2016-02-18",35.740002
"960","2016-02-19",35.25
"961","2016-02-22",35.009998
"962","2016-02-23",36.91
