"","date","KOPN"
"248","2007-12-26",3.07
"249","2007-12-27",3
"250","2007-12-28",3.03
"251","2007-12-31",3.16
"252","2008-01-02",3.01
"253","2008-01-03",3.01
"254","2008-01-04",2.88
"255","2008-01-07",2.84
"256","2008-01-08",2.92
"257","2008-01-09",3.05
"258","2008-01-10",3.16
"259","2008-01-11",3.06
"260","2008-01-14",3.04
"261","2008-01-15",3.02
"262","2008-01-16",3
"263","2008-01-17",2.96
"264","2008-01-18",2.94
"265","2008-01-22",2.86
"266","2008-01-23",2.78
"267","2008-01-24",2.79
"268","2008-01-25",2.88
"269","2008-01-28",3.01
"270","2008-01-29",2.98
"271","2008-01-30",3.17
"272","2008-01-31",3.37
"273","2008-02-01",3.35
"274","2008-02-04",3.36
"275","2008-02-05",3.19
"276","2008-02-06",2.99
"277","2008-02-07",3
"278","2008-02-08",2.87
"279","2008-02-11",2.92
"280","2008-02-12",2.85
"281","2008-02-13",2.94
"282","2008-02-14",2.88
"283","2008-02-15",2.84
"284","2008-02-19",2.87
"285","2008-02-20",2.9
"286","2008-02-21",2.88
"287","2008-02-22",2.74
"288","2008-02-25",2.83
"289","2008-02-26",2.88
"290","2008-02-27",2.9
"291","2008-02-28",2.82
"292","2008-02-29",2.72
"293","2008-03-03",2.62
"294","2008-03-04",2.64
"295","2008-03-05",2.5
"296","2008-03-06",2.49
"297","2008-03-07",2.33
"298","2008-03-10",2.09
"299","2008-03-11",2.01
"300","2008-03-12",2
"301","2008-03-13",2.05
"302","2008-03-14",2.03
"303","2008-03-17",1.97
"304","2008-03-18",2.32
"305","2008-03-19",2.12
"306","2008-03-20",2.23
"307","2008-03-24",2.25
"308","2008-03-25",2.2
"309","2008-03-26",2.24
"310","2008-03-27",2.2
"311","2008-03-28",2.73
"312","2008-03-31",2.66
"313","2008-04-01",2.67
"314","2008-04-02",2.75
"315","2008-04-03",2.75
"316","2008-04-04",2.73
"317","2008-04-07",2.63
"318","2008-04-08",2.66
"319","2008-04-09",2.57
"320","2008-04-10",2.7
"321","2008-04-11",2.57
"322","2008-04-14",2.61
"323","2008-04-15",2.57
"324","2008-04-16",2.59
"325","2008-04-17",2.66
"326","2008-04-18",2.7
"327","2008-04-21",2.63
"328","2008-04-22",2.62
"329","2008-04-23",2.78
"330","2008-04-24",2.87
"331","2008-04-25",2.94
"332","2008-04-28",2.92
"333","2008-04-29",2.91
"334","2008-04-30",2.98
"335","2008-05-01",3
"336","2008-05-02",3.15
"337","2008-05-05",3.24
"338","2008-05-06",3.09
"339","2008-05-07",3.22
"340","2008-05-08",3.09
"341","2008-05-09",3.09
"342","2008-05-12",3.13
"343","2008-05-13",3.11
"344","2008-05-14",3.05
"345","2008-05-15",2.99
"346","2008-05-16",2.94
"347","2008-05-19",2.9
"348","2008-05-20",2.89
"349","2008-05-21",2.86
"350","2008-05-22",2.91
"351","2008-05-23",2.84
"352","2008-05-27",2.92
"353","2008-05-28",2.93
"354","2008-05-29",3
"355","2008-05-30",3.03
"356","2008-06-02",2.95
"357","2008-06-03",2.99
"358","2008-06-04",3.05
"359","2008-06-05",3.13
"360","2008-06-06",3.1
"361","2008-06-09",2.99
"362","2008-06-10",2.96
"363","2008-06-11",2.93
"364","2008-06-12",3.01
"365","2008-06-13",3.02
"366","2008-06-16",3.15
"367","2008-06-17",3.21
"368","2008-06-18",3.26
"369","2008-06-19",3.2
"370","2008-06-20",3.12
"371","2008-06-23",3.06
"372","2008-06-24",3.06
"373","2008-06-25",3.05
"374","2008-06-26",2.98
"375","2008-06-27",2.87
"376","2008-06-30",2.87
"377","2008-07-01",2.75
"378","2008-07-02",2.7
"379","2008-07-03",2.63
"380","2008-07-07",2.45
"381","2008-07-08",2.68
"382","2008-07-09",2.51
"383","2008-07-10",2.57
"384","2008-07-11",2.81
"385","2008-07-14",2.52
"386","2008-07-15",2.47
"387","2008-07-16",2.71
"388","2008-07-17",2.65
"389","2008-07-18",2.61
"390","2008-07-21",2.64
"391","2008-07-22",2.71
"392","2008-07-23",2.82
"393","2008-07-24",2.82
"394","2008-07-25",2.99
"395","2008-07-28",2.99
"396","2008-07-29",3.1
"397","2008-07-30",3.22
"398","2008-07-31",3.23
"399","2008-08-01",3.03
"400","2008-08-04",3.04
"401","2008-08-05",3.11
"402","2008-08-06",3.09
"403","2008-08-07",2.97
"404","2008-08-08",3.21
"405","2008-08-11",3.44
"406","2008-08-12",3.38
"407","2008-08-13",3.45
"408","2008-08-14",3.45
"409","2008-08-15",3.34
"410","2008-08-18",3.38
"411","2008-08-19",3.29
"412","2008-08-20",3.23
"413","2008-08-21",3.24
"414","2008-08-22",3.32
"415","2008-08-25",3.23
"416","2008-08-26",3.3
"417","2008-08-27",3.3
"418","2008-08-28",3.2
"419","2008-08-29",2.98
"420","2008-09-02",3.06
"421","2008-09-03",3.02
"422","2008-09-04",2.77
"423","2008-09-05",2.74
"424","2008-09-08",2.7
"425","2008-09-09",2.61
"426","2008-09-10",2.81
"427","2008-09-11",2.75
"428","2008-09-12",2.9
"429","2008-09-15",2.69
"430","2008-09-16",2.97
"431","2008-09-17",2.68
"432","2008-09-18",3.13
"433","2008-09-19",3.18
"434","2008-09-22",3.2
"435","2008-09-23",3.22
"436","2008-09-24",2.93
"437","2008-09-25",3.12
"438","2008-09-26",3.14
"439","2008-09-29",2.89
"440","2008-09-30",3.12
"441","2008-10-01",3.2
"442","2008-10-02",2.99
"443","2008-10-03",2.9
"444","2008-10-06",2.53
"445","2008-10-07",2.13
"446","2008-10-08",1.99
"447","2008-10-09",1.77
"448","2008-10-10",1.97
"449","2008-10-13",2.4
"450","2008-10-14",2.18
"451","2008-10-15",2.02
"452","2008-10-16",2.27
"453","2008-10-17",1.96
"454","2008-10-20",2.16
"455","2008-10-21",2.01
"456","2008-10-22",1.92
"457","2008-10-23",1.93
"458","2008-10-24",1.79
"459","2008-10-27",1.69
"460","2008-10-28",1.69
"461","2008-10-29",1.82
"462","2008-10-30",2
"463","2008-10-31",2.32
"464","2008-11-03",2.38
"465","2008-11-04",2.37
"466","2008-11-05",2.15
"467","2008-11-06",2.05
"468","2008-11-07",2.19
"469","2008-11-10",2.09
"470","2008-11-11",1.98
"471","2008-11-12",1.68
"472","2008-11-13",1.98
"473","2008-11-14",1.82
"474","2008-11-17",1.8
"475","2008-11-18",1.81
"476","2008-11-19",1.53
"477","2008-11-20",1.46
"478","2008-11-21",1.65
"479","2008-11-24",1.83
"480","2008-11-25",1.88
"481","2008-11-26",2.06
"482","2008-11-28",2.1
"483","2008-12-01",1.61
"484","2008-12-02",1.78
"485","2008-12-03",1.88
"486","2008-12-04",1.68
"487","2008-12-05",1.96
"488","2008-12-08",2.13
"489","2008-12-09",2.05
"490","2008-12-10",2.19
"491","2008-12-11",1.97
"492","2008-12-12",2.21
"493","2008-12-15",2.09
"494","2008-12-16",2.34
"495","2008-12-17",2.25
"496","2008-12-18",2.19
"497","2008-12-19",2.31
"498","2008-12-22",2.03
"499","2008-12-23",2.08
"500","2008-12-24",2.08
"501","2008-12-26",2.11
"502","2008-12-29",1.98
"503","2008-12-30",1.94
"504","2008-12-31",2.04
"505","2009-01-02",2.11
"506","2009-01-05",2.14
"507","2009-01-06",2.18
"508","2009-01-07",2.01
"509","2009-01-08",2.04
"510","2009-01-09",1.92
"511","2009-01-12",1.85
"512","2009-01-13",1.86
"513","2009-01-14",1.74
"514","2009-01-15",1.8
"515","2009-01-16",1.88
"516","2009-01-20",1.7
"517","2009-01-21",1.87
"518","2009-01-22",1.77
"519","2009-01-23",1.69
"520","2009-01-26",1.7
"521","2009-01-27",1.69
"522","2009-01-28",1.77
"523","2009-01-29",1.61
"524","2009-01-30",1.58
"525","2009-02-02",1.7
"526","2009-02-03",1.66
"527","2009-02-04",1.61
"528","2009-02-05",1.64
"529","2009-02-06",1.67
"530","2009-02-09",1.66
"531","2009-02-10",1.64
"532","2009-02-11",1.63
"533","2009-02-12",1.59
"534","2009-02-13",1.63
"535","2009-02-17",1.51
"536","2009-02-18",1.47
"537","2009-02-19",1.5
"538","2009-02-20",1.52
"539","2009-02-23",1.53
"540","2009-02-24",1.67
"541","2009-02-25",1.54
"542","2009-02-26",1.57
"543","2009-02-27",1.59
"544","2009-03-02",1.52
"545","2009-03-03",1.5
"546","2009-03-04",1.55
"547","2009-03-05",1.48
"548","2009-03-06",1.57
"549","2009-03-09",1.54
"550","2009-03-10",1.72
"551","2009-03-11",1.59
"552","2009-03-12",1.74
"553","2009-03-13",1.71
"554","2009-03-16",1.75
"555","2009-03-17",1.78
"556","2009-03-18",1.9
"557","2009-03-19",1.89
"558","2009-03-20",1.88
"559","2009-03-23",2.15
"560","2009-03-24",2.11
"561","2009-03-25",2.3
"562","2009-03-26",2.33
"563","2009-03-27",2.13
"564","2009-03-30",2.24
"565","2009-03-31",2.32
"566","2009-04-01",2.38
"567","2009-04-02",2.6
"568","2009-04-03",2.82
"569","2009-04-06",2.77
"570","2009-04-07",2.66
"571","2009-04-08",2.91
"572","2009-04-09",3.15
"573","2009-04-13",3
"574","2009-04-14",2.77
"575","2009-04-15",2.9
"576","2009-04-16",2.93
"577","2009-04-17",2.8
"578","2009-04-20",2.6
"579","2009-04-21",2.8
"580","2009-04-22",2.73
"581","2009-04-23",2.67
"582","2009-04-24",2.7
"583","2009-04-27",2.54
"584","2009-04-28",2.58
"585","2009-04-29",2.8
"586","2009-04-30",2.75
"587","2009-05-01",2.71
"588","2009-05-04",2.86
"589","2009-05-05",2.6
"590","2009-05-06",2.68
"591","2009-05-07",2.73
"592","2009-05-08",2.83
"593","2009-05-11",2.89
"594","2009-05-12",2.93
"595","2009-05-13",2.78
"596","2009-05-14",2.93
"597","2009-05-15",2.99
"598","2009-05-18",3.09
"599","2009-05-19",3.16
"600","2009-05-20",3.23
"601","2009-05-21",3.26
"602","2009-05-22",3.38
"603","2009-05-26",3.69
"604","2009-05-27",3.78
"605","2009-05-28",3.6
"606","2009-05-29",3.94
"607","2009-06-01",4.02
"608","2009-06-02",4.29
"609","2009-06-03",4.15
"610","2009-06-04",4.1
"611","2009-06-05",4.21
"612","2009-06-08",4.04
"613","2009-06-09",4.06
"614","2009-06-10",3.86
"615","2009-06-11",3.91
"616","2009-06-12",3.97
"617","2009-06-15",3.86
"618","2009-06-16",3.78
"619","2009-06-17",3.83
"620","2009-06-18",3.9
"621","2009-06-19",3.82
"622","2009-06-22",3.48
"623","2009-06-23",3.36
"624","2009-06-24",3.48
"625","2009-06-25",3.77
"626","2009-06-26",3.88
"627","2009-06-29",3.95
"628","2009-06-30",3.69
"629","2009-07-01",4
"630","2009-07-02",3.79
"631","2009-07-06",3.67
"632","2009-07-07",3.62
"633","2009-07-08",3.56
"634","2009-07-09",3.51
"635","2009-07-10",3.46
"636","2009-07-13",3.79
"637","2009-07-14",3.74
"638","2009-07-15",3.99
"639","2009-07-16",4.02
"640","2009-07-17",4.01
"641","2009-07-20",4.06
"642","2009-07-21",4.01
"643","2009-07-22",4.14
"644","2009-07-23",4.33
"645","2009-07-24",4.34
"646","2009-07-27",4.2
"647","2009-07-28",4.18
"648","2009-07-29",4.26
"649","2009-07-30",4.08
"650","2009-07-31",3.97
"651","2009-08-03",3.92
"652","2009-08-04",3.85
"653","2009-08-05",3.64
"654","2009-08-06",3.33
"655","2009-08-07",3.32
"656","2009-08-10",3.36
"657","2009-08-11",3.26
"658","2009-08-12",3.4
"659","2009-08-13",3.41
"660","2009-08-14",3.21
"661","2009-08-17",3.15
"662","2009-08-18",3.15
"663","2009-08-19",3.49
"664","2009-08-20",3.7
"665","2009-08-21",3.77
"666","2009-08-24",3.76
"667","2009-08-25",3.69
"668","2009-08-26",3.73
"669","2009-08-27",3.75
"670","2009-08-28",3.81
"671","2009-08-31",3.85
"672","2009-09-01",3.85
"673","2009-09-02",3.8
"674","2009-09-03",3.82
"675","2009-09-04",4.06
"676","2009-09-08",4.14
"677","2009-09-09",4.16
"678","2009-09-10",4.14
"679","2009-09-11",4.05
"680","2009-09-14",4.19
"681","2009-09-15",4.17
"682","2009-09-16",4.2
"683","2009-09-17",4.12
"684","2009-09-18",4.33
"685","2009-09-21",4.54
"686","2009-09-22",4.92
"687","2009-09-23",4.68
"688","2009-09-24",4.61
"689","2009-09-25",4.66
"690","2009-09-28",4.93
"691","2009-09-29",4.85
"692","2009-09-30",4.8
"693","2009-10-01",4.63
"694","2009-10-02",4.5
"695","2009-10-05",4.69
"696","2009-10-06",4.94
"697","2009-10-07",4.86
"698","2009-10-08",4.95
"699","2009-10-09",4.97
"700","2009-10-12",4.96
"701","2009-10-13",4.98
"702","2009-10-14",4.95
"703","2009-10-15",4.8
"704","2009-10-16",4.76
"705","2009-10-19",4.97
"706","2009-10-20",4.94
"707","2009-10-21",4.81
"708","2009-10-22",4.87
"709","2009-10-23",4.71
"710","2009-10-26",4.67
"711","2009-10-27",4.58
"712","2009-10-28",4.36
"713","2009-10-29",4.51
"714","2009-10-30",4.44
"715","2009-11-02",4.37
"716","2009-11-03",4.36
"717","2009-11-04",4.25
"718","2009-11-05",4.39
"719","2009-11-06",4.4
"720","2009-11-09",4.34
"721","2009-11-10",4.32
"722","2009-11-11",4.26
"723","2009-11-12",4.04
"724","2009-11-13",4.42
"725","2009-11-16",4.6
"726","2009-11-17",4.53
"727","2009-11-18",4.92
"728","2009-11-19",4.77
"729","2009-11-20",4.66
"730","2009-11-23",4.78
"731","2009-11-24",4.74
"732","2009-11-25",4.59
"733","2009-11-27",4.35
"734","2009-11-30",4.31
"735","2009-12-01",4.35
"736","2009-12-02",4.37
"737","2009-12-03",4.27
"738","2009-12-04",4.4
"739","2009-12-07",4.43
"740","2009-12-08",4.34
"741","2009-12-09",4.35
"742","2009-12-10",4.24
"743","2009-12-11",4.25
"744","2009-12-14",4.28
"745","2009-12-15",4.24
"746","2009-12-16",4.24
"747","2009-12-17",4.23
"748","2009-12-18",4.26
"749","2009-12-21",4.2
"750","2009-12-22",4.25
"751","2009-12-23",4.19
"752","2009-12-24",4.28
"753","2009-12-28",4.28
"754","2009-12-29",4.29
"755","2009-12-30",4.21
"756","2009-12-31",4.18
"757","2010-01-04",4.27
"758","2010-01-05",4.22
"759","2010-01-06",4.19
"760","2010-01-07",4.35
"761","2010-01-08",4.74
"762","2010-01-11",4.69
"763","2010-01-12",4.51
"764","2010-01-13",4.61
"765","2010-01-14",4.67
"766","2010-01-15",4.59
"767","2010-01-19",4.59
"768","2010-01-20",4.5
"769","2010-01-21",4.52
"770","2010-01-22",4.41
"771","2010-01-25",4.52
"772","2010-01-26",4.42
"773","2010-01-27",4.37
"774","2010-01-28",4.16
"775","2010-01-29",4.11
"776","2010-02-01",4.08
"777","2010-02-02",4.01
"778","2010-02-03",4
"779","2010-02-04",3.75
"780","2010-02-05",3.85
"781","2010-02-08",3.78
"782","2010-02-09",3.82
"783","2010-02-10",3.76
"784","2010-02-11",3.79
"785","2010-02-12",3.71
"786","2010-02-16",3.73
"787","2010-02-17",3.63
"788","2010-02-18",3.6
"789","2010-02-19",3.66
"790","2010-02-22",3.81
"791","2010-02-23",3.79
"792","2010-02-24",4.05
"793","2010-02-25",4.03
"794","2010-02-26",3.8
"795","2010-03-01",3.7
"796","2010-03-02",3.73
"797","2010-03-03",3.72
"798","2010-03-04",3.77
"799","2010-03-05",3.88
"800","2010-03-08",3.91
"801","2010-03-09",3.85
"802","2010-03-10",3.85
"803","2010-03-11",3.85
"804","2010-03-12",3.75
"805","2010-03-15",3.77
"806","2010-03-16",3.79
"807","2010-03-17",3.83
"808","2010-03-18",3.76
"809","2010-03-19",3.67
"810","2010-03-22",3.68
"811","2010-03-23",3.81
"812","2010-03-24",3.73
"813","2010-03-25",3.69
"814","2010-03-26",3.71
"815","2010-03-29",3.7
"816","2010-03-30",3.73
"817","2010-03-31",3.7
"818","2010-04-01",3.72
"819","2010-04-05",3.8
"820","2010-04-06",3.81
"821","2010-04-07",3.93
"822","2010-04-08",3.99
"823","2010-04-09",4.15
"824","2010-04-12",4.35
"825","2010-04-13",4.34
"826","2010-04-14",4.46
"827","2010-04-15",4.48
"828","2010-04-16",4.35
"829","2010-04-19",4.37
"830","2010-04-20",4.32
"831","2010-04-21",4.2
"832","2010-04-22",4.14
"833","2010-04-23",4.13
"834","2010-04-26",4.21
"835","2010-04-27",4.32
"836","2010-04-28",4.36
"837","2010-04-29",4.5
"838","2010-04-30",4.21
"839","2010-05-03",4.45
"840","2010-05-04",4.28
"841","2010-05-05",4.45
"842","2010-05-06",4.1
"843","2010-05-07",3.84
"844","2010-05-10",4.03
"845","2010-05-11",4.12
"846","2010-05-12",4.23
"847","2010-05-13",4.19
"848","2010-05-14",4
"849","2010-05-17",3.94
"850","2010-05-18",3.74
"851","2010-05-19",3.73
"852","2010-05-20",3.57
"853","2010-05-21",3.55
"854","2010-05-24",3.47
"855","2010-05-25",3.5
"856","2010-05-26",3.44
"857","2010-05-27",3.62
"858","2010-05-28",3.58
"859","2010-06-01",3.38
"860","2010-06-02",3.54
"861","2010-06-03",3.52
"862","2010-06-04",3.3
"863","2010-06-07",3.21
"864","2010-06-08",3.22
"865","2010-06-09",3.29
"866","2010-06-10",3.43
"867","2010-06-11",3.47
"868","2010-06-14",3.46
"869","2010-06-15",3.64
"870","2010-06-16",3.49
"871","2010-06-17",3.38
"872","2010-06-18",3.44
"873","2010-06-21",3.36
"874","2010-06-22",3.34
"875","2010-06-23",3.54
"876","2010-06-24",3.38
"877","2010-06-25",3.58
"878","2010-06-28",3.49
"879","2010-06-29",3.3
"880","2010-06-30",3.39
"881","2010-07-01",3.41
"882","2010-07-02",3.36
"883","2010-07-06",3.18
"884","2010-07-07",3.35
"885","2010-07-08",3.42
"886","2010-07-09",3.43
"887","2010-07-12",3.45
"888","2010-07-13",3.62
"889","2010-07-14",3.57
"890","2010-07-15",3.51
"891","2010-07-16",3.43
"892","2010-07-19",3.5
"893","2010-07-20",3.55
"894","2010-07-21",3.45
"895","2010-07-22",3.51
"896","2010-07-23",3.64
"897","2010-07-26",3.77
"898","2010-07-27",3.74
"899","2010-07-28",3.58
"900","2010-07-29",3.75
"901","2010-07-30",3.77
"902","2010-08-02",3.85
"903","2010-08-03",3.36
"904","2010-08-04",3.43
"905","2010-08-05",3.3
"906","2010-08-06",3.25
"907","2010-08-09",3.2
"908","2010-08-10",3.07
"909","2010-08-11",3.03
"910","2010-08-12",2.94
"911","2010-08-13",2.88
"912","2010-08-16",2.95
"913","2010-08-17",2.94
"914","2010-08-18",2.94
"915","2010-08-19",2.88
"916","2010-08-20",2.86
"917","2010-08-23",2.81
"918","2010-08-24",2.75
"919","2010-08-25",2.79
"920","2010-08-26",2.82
"921","2010-08-27",2.85
"922","2010-08-30",2.79
"923","2010-08-31",2.82
"924","2010-09-01",2.93
"925","2010-09-02",2.86
"926","2010-09-03",3
"927","2010-09-07",3.17
"928","2010-09-08",3.13
"929","2010-09-09",3.13
"930","2010-09-10",3.09
"931","2010-09-13",3.18
"932","2010-09-14",3.15
"933","2010-09-15",3.21
"934","2010-09-16",3.25
"935","2010-09-17",3.28
"936","2010-09-20",3.39
"937","2010-09-21",3.44
"938","2010-09-22",3.36
"939","2010-09-23",3.33
"940","2010-09-24",3.44
"941","2010-09-27",3.37
"942","2010-09-28",3.45
"943","2010-09-29",3.49
"944","2010-09-30",3.55
"945","2010-10-01",3.53
"946","2010-10-04",3.41
"947","2010-10-05",3.55
"948","2010-10-06",3.56
"949","2010-10-07",3.57
"950","2010-10-08",3.62
"951","2010-10-11",3.51
"952","2010-10-12",3.56
"953","2010-10-13",3.67
"954","2010-10-14",3.71
"955","2010-10-15",3.68
"956","2010-10-18",3.81
"957","2010-10-19",3.65
"958","2010-10-20",3.79
"959","2010-10-21",3.72
"960","2010-10-22",3.71
"961","2010-10-25",3.75
"962","2010-10-26",3.72
"963","2010-10-27",3.79
"964","2010-10-28",3.72
"965","2010-10-29",3.81
"966","2010-11-01",3.73
"967","2010-11-02",3.58
"968","2010-11-03",3.59
"969","2010-11-04",3.69
"970","2010-11-05",3.73
"971","2010-11-08",3.79
"972","2010-11-09",3.75
"973","2010-11-10",3.82
"974","2010-11-11",3.79
"975","2010-11-12",3.77
"976","2010-11-15",3.78
"977","2010-11-16",3.68
"978","2010-11-17",3.71
"979","2010-11-18",3.94
"980","2010-11-19",3.89
"981","2010-11-22",3.91
"982","2010-11-23",4
"983","2010-11-24",4.03
"984","2010-11-26",4
"985","2010-11-29",4.02
"986","2010-11-30",4.02
"987","2010-12-01",4.06
"988","2010-12-02",4.03
"989","2010-12-03",4.01
"990","2010-12-06",4.1
"991","2010-12-07",4.18
"992","2010-12-08",4.08
"993","2010-12-09",4.16
"994","2010-12-10",4.37
"995","2010-12-13",4.32
"996","2010-12-14",4.41
"997","2010-12-15",4.44
"998","2010-12-16",4.45
"999","2010-12-17",4.47
"1000","2010-12-20",4.48
