"","date","CNOB"
"1","2007-01-03",15.12381
"2","2007-01-04",15.12381
"3","2007-01-05",15.095238
"4","2007-01-08",15.047619
"5","2007-01-09",15.009523
"6","2007-01-10",15.171429
"7","2007-01-11",15.2
"8","2007-01-12",15.228572
"9","2007-01-16",15.12381
"10","2007-01-17",15.047619
"11","2007-01-18",14.895238
"12","2007-01-19",15.057143
"13","2007-01-22",14.904762
"14","2007-01-23",14.904762
"15","2007-01-24",14.866667
"16","2007-01-25",14.780952
"17","2007-01-26",14.838096
"18","2007-01-29",14.838096
"19","2007-01-30",14.971429
"20","2007-01-31",14.828571
"21","2007-02-01",15.12381
"22","2007-02-02",15.019048
"23","2007-02-05",15
"24","2007-02-06",15.047619
"25","2007-02-07",14.961905
"26","2007-02-08",15
"27","2007-02-09",14.971429
"28","2007-02-12",14.952381
"29","2007-02-13",15.009523
"30","2007-02-14",14.980952
"31","2007-02-15",14.990477
"32","2007-02-16",14.933333
"33","2007-02-20",15
"34","2007-02-21",14.838096
"35","2007-02-22",14.857142
"36","2007-02-23",14.952381
"37","2007-02-26",14.828571
"38","2007-02-27",14.761905
"39","2007-02-28",15
"40","2007-03-01",15.009523
"41","2007-03-02",14.952381
"42","2007-03-05",14.780952
"43","2007-03-06",14.904762
"44","2007-03-07",14.952381
"45","2007-03-08",14.87619
"46","2007-03-09",14.980952
"47","2007-03-12",15.180952
"48","2007-03-13",14.761905
"49","2007-03-14",14.695238
"50","2007-03-15",14.828571
"51","2007-03-16",14.714286
"52","2007-03-19",14.666667
"53","2007-03-20",14.67619
"54","2007-03-21",14.514286
"55","2007-03-22",14.580953
"56","2007-03-23",14.819048
"57","2007-03-26",14.742857
"58","2007-03-27",14.838096
"59","2007-03-28",14.904762
"60","2007-03-29",14.752381
"61","2007-03-30",14.857142
"62","2007-04-02",14.828571
"63","2007-04-03",14.742857
"64","2007-04-04",14.685715
"65","2007-04-05",14.647619
"66","2007-04-09",14.523809
"67","2007-04-10",14.847619
"68","2007-04-11",14.923809
"69","2007-04-12",15.228572
"70","2007-04-13",15.32381
"71","2007-04-16",15.285714
"72","2007-04-17",15.285714
"73","2007-04-18",15.32381
"74","2007-04-19",15.276191
"75","2007-04-20",15.333333
"76","2007-04-23",15.180952
"77","2007-04-24",15.161904
"78","2007-04-25",15.285714
"79","2007-04-26",15.4
"80","2007-04-27",15.85
"81","2007-04-30",15.48
"82","2007-05-01",15.38
"83","2007-05-02",15.4
"84","2007-05-03",15.35
"85","2007-05-04",15.1
"86","2007-05-07",15.7
"87","2007-05-08",15.78
"88","2007-05-09",15.52
"89","2007-05-10",15.51
"90","2007-05-11",15.43
"91","2007-05-14",15.41
"92","2007-05-15",15.8
"93","2007-05-16",15.67
"94","2007-05-17",15.42
"95","2007-05-18",15.55
"96","2007-05-21",15.49
"97","2007-05-22",15.45
"98","2007-05-23",15.43
"99","2007-05-24",15.27
"100","2007-05-25",15.28
"101","2007-05-29",15.26
"102","2007-05-30",15.35
"103","2007-05-31",15.4
"104","2007-06-01",15.73
"105","2007-06-04",15.58
"106","2007-06-05",15.4
"107","2007-06-06",15.3
"108","2007-06-07",15
"109","2007-06-08",14.75
"110","2007-06-11",14.48
"111","2007-06-12",14.08
"112","2007-06-13",13.86
"113","2007-06-14",14.39
"114","2007-06-15",14.52
"115","2007-06-18",14.5
"116","2007-06-19",14.45
"117","2007-06-20",14.25
"118","2007-06-21",14.31
"119","2007-06-22",14.52
"120","2007-06-25",14.7
"121","2007-06-26",14.9
"122","2007-06-27",14.82
"123","2007-06-28",14.84
"124","2007-06-29",14.76
"125","2007-07-02",14.85
"126","2007-07-03",14.87
"127","2007-07-05",14.92
"128","2007-07-06",14.88
"129","2007-07-09",14.95
"130","2007-07-10",14.8
"131","2007-07-11",15
"132","2007-07-12",15
"133","2007-07-13",14.98
"134","2007-07-16",14.88
"135","2007-07-17",14.25
"136","2007-07-18",14.15
"137","2007-07-19",14.21
"138","2007-07-20",13.95
"139","2007-07-23",14.15
"140","2007-07-24",14.01
"141","2007-07-25",13.81
"142","2007-07-26",13.17
"143","2007-07-27",13.81
"144","2007-07-30",13.99
"145","2007-07-31",13.83
"146","2007-08-01",13.64
"147","2007-08-02",13.88
"148","2007-08-03",13.4
"149","2007-08-06",11.9
"150","2007-08-07",11.29
"151","2007-08-08",10.67
"152","2007-08-09",10.87
"153","2007-08-10",11.34
"154","2007-08-13",12.16
"155","2007-08-14",12.18
"156","2007-08-15",11.8
"157","2007-08-16",11.99
"158","2007-08-17",11.92
"159","2007-08-20",12.22
"160","2007-08-21",12.37
"161","2007-08-22",12.74
"162","2007-08-23",12.7
"163","2007-08-24",13
"164","2007-08-27",12.05
"165","2007-08-28",11.97
"166","2007-08-29",11.99
"167","2007-08-30",11.99
"168","2007-08-31",12
"169","2007-09-04",12.42
"170","2007-09-05",12.35
"171","2007-09-06",12.07
"172","2007-09-07",12.05
"173","2007-09-10",12.08
"174","2007-09-11",12
"175","2007-09-12",12.02
"176","2007-09-13",12.12
"177","2007-09-14",12.38
"178","2007-09-17",12.33
"179","2007-09-18",12.25
"180","2007-09-19",12.21
"181","2007-09-20",12.2
"182","2007-09-21",12.26
"183","2007-09-24",12.11
"184","2007-09-25",12
"185","2007-09-26",12.1
"186","2007-09-27",12.04
"187","2007-09-28",12
"188","2007-10-01",11.92
"189","2007-10-02",12
"190","2007-10-03",11.96
"191","2007-10-04",11.98
"192","2007-10-05",11.91
"193","2007-10-08",11.92
"194","2007-10-09",11.94
"195","2007-10-10",11.82
"196","2007-10-11",11.63
"197","2007-10-12",11.62
"198","2007-10-15",11.55
"199","2007-10-16",11.55
"200","2007-10-17",11.5
"201","2007-10-18",11.48
"202","2007-10-19",11.44
"203","2007-10-22",11.45
"204","2007-10-23",11.38
"205","2007-10-24",11.31
"206","2007-10-25",11.23
"207","2007-10-26",11.31
"208","2007-10-29",11.59
"209","2007-10-30",11.3
"210","2007-10-31",11.45
"211","2007-11-01",11.34
"212","2007-11-02",11.39
"213","2007-11-05",11.2
"214","2007-11-06",11.13
"215","2007-11-07",11.22
"216","2007-11-08",11.23
"217","2007-11-09",11.22
"218","2007-11-12",11.1
"219","2007-11-13",11.24
"220","2007-11-14",11.46
"221","2007-11-15",11.62
"222","2007-11-16",11.67
"223","2007-11-19",11.5
"224","2007-11-20",11.75
"225","2007-11-21",11.78
"226","2007-11-23",12.07
"227","2007-11-26",11.8
"228","2007-11-27",11.98
"229","2007-11-28",11.88
"230","2007-11-29",12.01
"231","2007-11-30",11.98
"232","2007-12-03",11.93
"233","2007-12-04",11.88
"234","2007-12-05",11.97
"235","2007-12-06",12.04
"236","2007-12-07",11.97
"237","2007-12-10",11.95
"238","2007-12-11",11.97
"239","2007-12-12",11.95
"240","2007-12-13",11.75
"241","2007-12-14",11.85
"242","2007-12-17",11.85
"243","2007-12-18",11.83
"244","2007-12-19",11.5
"245","2007-12-20",11.31
"246","2007-12-21",11.24
"247","2007-12-24",11.2
"248","2007-12-26",11.32
"249","2007-12-27",11.1
"250","2007-12-28",11.32
"251","2007-12-31",11.06
"252","2008-01-02",11.03
"253","2008-01-03",11.01
"254","2008-01-04",10.83
"255","2008-01-07",10.91
"256","2008-01-08",10.91
"257","2008-01-09",10.81
"258","2008-01-10",10.71
"259","2008-01-11",10.26
"260","2008-01-14",10.72
"261","2008-01-15",10.5
"262","2008-01-16",10.79
"263","2008-01-17",10.89
"264","2008-01-18",10.3
"265","2008-01-22",9.95
"266","2008-01-23",10.26
"267","2008-01-24",10.53
"268","2008-01-25",10.3
"269","2008-01-28",10.41
"270","2008-01-29",10.3
"271","2008-01-30",10.28
"272","2008-01-31",10.85
"273","2008-02-01",11.19
"274","2008-02-04",11.13
"275","2008-02-05",11.04
"276","2008-02-06",11.01
"277","2008-02-07",11.04
"278","2008-02-08",11.2
"279","2008-02-11",11.27
"280","2008-02-12",11.24
"281","2008-02-13",11.1
"282","2008-02-14",11.03
"283","2008-02-15",11.25
"284","2008-02-19",11.4
