"","date","SATS"
"1","2008-01-02",26.410049
"2","2008-01-03",28.768234
"3","2008-01-04",28.565639
"4","2008-01-07",27.341978
"5","2008-01-08",25.931929
"6","2008-01-09",26.094004
"7","2008-01-10",25.056726
"8","2008-01-11",25.445705
"9","2008-01-14",24.473257
"10","2008-01-15",24.230146
"11","2008-01-16",23.905996
"12","2008-01-17",23.468395
"13","2008-01-18",23.30632
"14","2008-01-22",23.273907
"15","2008-01-23",23.338736
"16","2008-01-24",23.792545
"17","2008-01-25",24.319286
"18","2008-01-28",23.541328
"19","2008-01-29",22.909239
"20","2008-01-30",22.965965
"21","2008-01-31",23.679092
"22","2008-02-01",25.162075
"23","2008-02-04",25.307941
"24","2008-02-05",25.372772
"25","2008-02-06",25.210697
"26","2008-02-07",25.056726
"27","2008-02-08",25.996759
"28","2008-02-11",28.249596
"29","2008-02-12",28.338736
"30","2008-02-13",29.578606
"31","2008-02-14",32.544571
"32","2008-02-15",32.536469
"33","2008-02-19",30.802269
"34","2008-02-20",31.5235
"35","2008-02-21",30.510534
"36","2008-02-22",29.773096
"37","2008-02-25",30.194489
"38","2008-02-26",31.677471
"39","2008-02-27",31.401945
"40","2008-02-28",31.709887
"41","2008-02-29",32.463531
"42","2008-03-03",31.337114
"43","2008-03-04",31.320908
"44","2008-03-05",31.329012
"45","2008-03-06",31.094004
"46","2008-03-07",31.361425
"47","2008-03-10",29.700163
"48","2008-03-11",28.338736
"49","2008-03-12",28.354942
"50","2008-03-13",27.722853
"51","2008-03-14",27.025932
"52","2008-03-17",26.142626
"53","2008-03-18",25.478121
"54","2008-03-19",24.17342
"55","2008-03-20",25.153971
"56","2008-03-24",24.432739
"57","2008-03-25",24.748785
"58","2008-03-26",24.635332
"59","2008-03-27",24.100487
"60","2008-03-28",24.465155
"61","2008-03-31",23.938412
"62","2008-04-01",24.465155
"63","2008-04-02",24.659643
"64","2008-04-03",25.478121
"65","2008-04-04",25.307941
"66","2008-04-07",24.789303
"67","2008-04-08",24.141005
"68","2008-04-09",23.192869
"69","2008-04-10",23.209076
"70","2008-04-11",22.990276
"71","2008-04-14",23.038898
"72","2008-04-15",22.925446
"73","2008-04-16",23.136143
"74","2008-04-17",23.703403
"75","2008-04-18",24.003241
"76","2008-04-21",23.930307
"77","2008-04-22",23.095625
"78","2008-04-23",23.103727
"79","2008-04-24",23.905996
"80","2008-04-25",24.108589
"81","2008-04-28",24.692059
"82","2008-04-29",25.040518
"83","2008-04-30",25.210697
"84","2008-05-01",25.761751
"85","2008-05-02",25.73744
"86","2008-05-05",25.194489
"87","2008-05-06",25.745543
"88","2008-05-07",25.275526
"89","2008-05-08",25.202593
"90","2008-05-09",24.805511
"91","2008-05-12",25.559156
"92","2008-05-13",25.502432
"93","2008-05-14",26.847651
"94","2008-05-15",27.35008
"95","2008-05-16",27.35008
"96","2008-05-19",28.88979
"97","2008-05-20",28.087521
"98","2008-05-21",29.546192
"99","2008-05-22",30.810373
"100","2008-05-23",30.794165
"101","2008-05-27",30.8671
"102","2008-05-28",30.567261
"103","2008-05-29",30.632092
"104","2008-05-30",30.259319
"105","2008-06-02",29.902756
"106","2008-06-03",29.222042
"107","2008-06-04",29.416533
"108","2008-06-05",29.278769
"109","2008-06-06",29.076176
"110","2008-06-09",29.181524
"111","2008-06-10",28.573744
"112","2008-06-11",28.841167
"113","2008-06-12",28.21718
"114","2008-06-13",28.865479
"115","2008-06-16",28.752026
"116","2008-06-17",28.662886
"117","2008-06-18",28.233387
"118","2008-06-19",28.144247
"119","2008-06-20",27.957861
"120","2008-06-23",26.742302
"121","2008-06-24",26.012966
"122","2008-06-25",26.069693
"123","2008-06-26",25.891411
"124","2008-06-27",25.559156
"125","2008-06-30",25.299837
"126","2008-07-01",24.692059
"127","2008-07-02",24.45705
"128","2008-07-03",24.529984
"129","2008-07-07",23.525122
"130","2008-07-08",24.270664
"131","2008-07-09",24.692059
"132","2008-07-10",24.513777
"133","2008-07-11",24.335495
"134","2008-07-14",24.700163
"135","2008-07-15",25.016207
"136","2008-07-16",24.732576
"137","2008-07-17",25.575365
"138","2008-07-18",25.356564
"139","2008-07-21",26.102106
"140","2008-07-22",26.053484
"141","2008-07-23",26.337114
"142","2008-07-24",25.940033
"143","2008-07-25",26.272285
"144","2008-07-28",25.980551
"145","2008-07-29",26.061588
"146","2008-07-30",26.175041
"147","2008-07-31",25.923824
"148","2008-08-01",25.931929
"149","2008-08-04",26.320908
"150","2008-08-05",26.604538
"151","2008-08-06",27.455429
"152","2008-08-07",26.142626
"153","2008-08-08",26.896273
"154","2008-08-11",27.19611
"155","2008-08-12",26.604538
"156","2008-08-13",26.029173
"157","2008-08-14",25.429497
"158","2008-08-15",25.648298
"159","2008-08-18",25.559156
"160","2008-08-19",25.721231
"161","2008-08-20",25.964344
"162","2008-08-21",25.948135
"163","2008-08-22",25.948135
"164","2008-08-25",25.583467
"165","2008-08-26",25.567261
"166","2008-08-27",25.445705
"167","2008-08-28",25.769854
"168","2008-08-29",25.397083
"169","2008-09-02",25.218801
"170","2008-09-03",25.518639
"171","2008-09-04",25.340357
"172","2008-09-05",25.307941
"173","2008-09-08",25.526743
"174","2008-09-09",24.424635
"175","2008-09-10",23.873581
"176","2008-09-11",23.038898
"177","2008-09-12",23.160454
"178","2008-09-15",22.690437
"179","2008-09-16",22.706646
"180","2008-09-17",21.701782
"181","2008-09-18",21.65316
"182","2008-09-19",22.876823
"183","2008-09-22",21.920584
"184","2008-09-23",21.871962
"185","2008-09-24",21.839546
"186","2008-09-25",21.799028
"187","2008-09-26",21.604538
"188","2008-09-29",19.529984
"189","2008-09-30",19.529984
"190","2008-10-01",19.181524
"191","2008-10-02",18.914101
"192","2008-10-03",18.654781
"193","2008-10-06",18.646677
"194","2008-10-07",18.492706
"195","2008-10-08",18.047001
"196","2008-10-09",16.742302
