"","date","MBRX"
"1021","2020-06-22",0.994
"1022","2020-06-23",1
"1023","2020-06-24",0.998
"1024","2020-06-25",0.999
"1025","2020-06-26",0.96
"1026","2020-06-29",0.99
"1027","2020-06-30",0.968
"1028","2020-07-01",0.964
"1029","2020-07-02",0.928
"1030","2020-07-06",0.89
"1031","2020-07-07",0.887
"1032","2020-07-08",0.89
"1033","2020-07-09",0.88
"1034","2020-07-10",0.856
"1035","2020-07-13",0.801
"1036","2020-07-14",0.785
"1037","2020-07-15",1.07
"1038","2020-07-16",1.07
"1039","2020-07-17",1.06
"1040","2020-07-20",1.1
"1041","2020-07-21",1.33
"1042","2020-07-22",1.18
"1043","2020-07-23",1.23
"1044","2020-07-24",1.19
"1045","2020-07-27",1.18
"1046","2020-07-28",1.14
"1047","2020-07-29",1.14
"1048","2020-07-30",1.12
"1049","2020-07-31",1.15
"1050","2020-08-03",1.11
"1051","2020-08-04",1.15
"1052","2020-08-05",1.12
"1053","2020-08-06",1.11
"1054","2020-08-07",1.08
"1055","2020-08-10",1.09
"1056","2020-08-11",1.07
"1057","2020-08-12",0.985
"1058","2020-08-13",0.99
"1059","2020-08-14",0.985
"1060","2020-08-17",1.01
"1061","2020-08-18",0.971
"1062","2020-08-19",0.99
"1063","2020-08-20",0.959
"1064","2020-08-21",0.919
"1065","2020-08-24",0.88
"1066","2020-08-25",0.89
"1067","2020-08-26",0.892
"1068","2020-08-27",0.85
"1069","2020-08-28",0.89
"1070","2020-08-31",0.877
"1071","2020-09-01",0.834
"1072","2020-09-02",0.835
"1073","2020-09-03",0.805
"1074","2020-09-04",0.768
"1075","2020-09-08",0.751
"1076","2020-09-09",0.758
"1077","2020-09-10",0.773
"1078","2020-09-11",0.76
"1079","2020-09-14",0.8
"1080","2020-09-15",0.814
"1081","2020-09-16",0.793
"1082","2020-09-17",0.81
"1083","2020-09-18",0.89
"1084","2020-09-21",0.81
"1085","2020-09-22",0.79
"1086","2020-09-23",0.82
"1087","2020-09-24",0.78
"1088","2020-09-25",0.804
"1089","2020-09-28",0.8
"1090","2020-09-29",0.8
"1091","2020-09-30",0.813
"1092","2020-10-01",0.83
"1093","2020-10-02",0.809
"1094","2020-10-05",0.81
"1095","2020-10-06",0.812
"1096","2020-10-07",0.826
"1097","2020-10-08",0.84
"1098","2020-10-09",0.834
"1099","2020-10-12",0.826
"1100","2020-10-13",0.829
"1101","2020-10-14",0.813
"1102","2020-10-15",0.81
"1103","2020-10-16",0.818
"1104","2020-10-19",0.81
"1105","2020-10-20",0.79
"1106","2020-10-21",0.771
"1107","2020-10-22",0.769
"1108","2020-10-23",0.764
"1109","2020-10-26",0.73
"1110","2020-10-27",0.73
"1111","2020-10-28",0.72
"1112","2020-10-29",0.72
"1113","2020-10-30",0.691
"1114","2020-11-02",0.678
"1115","2020-11-03",0.707
"1116","2020-11-04",0.726
"1117","2020-11-05",0.709
"1118","2020-11-06",0.696
"1119","2020-11-09",0.7
"1120","2020-11-10",0.728
"1121","2020-11-11",0.715
"1122","2020-11-12",0.71
"1123","2020-11-13",0.769
"1124","2020-11-16",0.73
"1125","2020-11-17",0.791
"1126","2020-11-18",0.77
"1127","2020-11-19",0.84
"1128","2020-11-20",0.829
"1129","2020-11-23",0.788
"1130","2020-11-24",0.775
"1131","2020-11-25",0.778
"1132","2020-11-27",0.774
