"","date","MTEM"
"1","2007-01-03",225.059998
"2","2007-01-04",217.800003
"3","2007-01-05",221.759995
"4","2007-01-08",217.800003
"5","2007-01-09",215.160004
"6","2007-01-10",233.639999
"7","2007-01-11",234.960007
"8","2007-01-12",236.279999
"9","2007-01-16",242.220001
"10","2007-01-17",244.860001
"11","2007-01-18",240.240005
"12","2007-01-19",234.960007
"13","2007-01-22",228.360001
"14","2007-01-23",229.679993
"15","2007-01-24",238.259995
"16","2007-01-25",233.639999
"17","2007-01-26",234.300003
"18","2007-01-29",231.660004
"19","2007-01-30",231.660004
"20","2007-01-31",229.020004
"21","2007-02-01",226.380005
"22","2007-02-02",218.460007
"23","2007-02-05",209.220001
"24","2007-02-06",215.820007
"25","2007-02-07",211.199997
"26","2007-02-08",209.880005
"27","2007-02-09",219.119995
"28","2007-02-12",221.759995
"29","2007-02-13",217.800003
"30","2007-02-14",219.119995
"31","2007-02-15",225.059998
"32","2007-02-16",221.100006
"33","2007-02-20",241.559998
"34","2007-02-21",252.779999
"35","2007-02-22",250.139999
"36","2007-02-23",246.179993
"37","2007-02-26",236.279999
"38","2007-02-27",100.32
"39","2007-02-28",99.660004
"40","2007-03-01",96.360001
"41","2007-03-02",98.339996
"42","2007-03-05",98.339996
"43","2007-03-06",102.300003
"44","2007-03-07",104.940002
"45","2007-03-08",106.260002
"46","2007-03-09",102.959999
"47","2007-03-12",102.300003
"48","2007-03-13",104.279999
"49","2007-03-14",101.639999
"50","2007-03-15",101.639999
"51","2007-03-16",99.660004
"52","2007-03-19",100.32
"53","2007-03-20",99
"54","2007-03-21",97.68
"55","2007-03-22",98.339996
"56","2007-03-23",99
"57","2007-03-26",98.339996
"58","2007-03-27",99
"59","2007-03-28",99.660004
"60","2007-03-29",97.019997
"61","2007-03-30",97.019997
"62","2007-04-02",99.660004
"63","2007-04-03",98.339996
"64","2007-04-04",99.660004
"65","2007-04-05",105.599998
"66","2007-04-09",120.120003
"67","2007-04-10",128.699997
"68","2007-04-11",117.480003
"69","2007-04-12",121.440002
"70","2007-04-13",114.18
"71","2007-04-16",119.459999
"72","2007-04-17",116.160004
"73","2007-04-18",118.800003
"74","2007-04-19",117.480003
"75","2007-04-20",118.139999
"76","2007-04-23",122.099998
"77","2007-04-24",124.080002
"78","2007-04-25",120.779999
"79","2007-04-26",116.82
"80","2007-04-27",116.82
"81","2007-04-30",113.519997
"82","2007-05-01",107.580002
"83","2007-05-02",110.220001
"84","2007-05-03",108.900002
"85","2007-05-04",110.879997
"86","2007-05-07",112.199997
"87","2007-05-08",108.900002
"88","2007-05-09",107.580002
"89","2007-05-10",103.620003
"90","2007-05-11",107.580002
"91","2007-05-14",99.660004
"92","2007-05-15",100.32
"93","2007-05-16",101.639999
"94","2007-05-17",100.32
"95","2007-05-18",100.32
"96","2007-05-21",104.940002
"97","2007-05-22",102.300003
"98","2007-05-23",102.959999
"99","2007-05-24",102.959999
"100","2007-05-25",98.339996
"101","2007-05-29",98.339996
"102","2007-05-30",99.660004
"103","2007-05-31",100.32
"104","2007-06-01",100.32
"105","2007-06-04",102.300003
"106","2007-06-05",99
"107","2007-06-06",98.339996
"108","2007-06-07",99.660004
"109","2007-06-08",102.300003
"110","2007-06-11",99.660004
"111","2007-06-12",97.019997
"112","2007-06-13",97.68
"113","2007-06-14",97.68
"114","2007-06-15",99
"115","2007-06-18",97.68
"116","2007-06-19",99.660004
"117","2007-06-20",97.019997
"118","2007-06-21",98.339996
"119","2007-06-22",95.699997
"120","2007-06-25",93.720001
"121","2007-06-26",91.080002
"122","2007-06-27",83.82
"123","2007-06-28",82.5
"124","2007-06-29",81.18
"125","2007-07-02",81.839996
"126","2007-07-03",85.139999
"127","2007-07-05",81.839996
"128","2007-07-06",77.879997
"129","2007-07-09",72.599998
"130","2007-07-10",71.279999
"131","2007-07-11",73.260002
"132","2007-07-12",69.959999
"133","2007-07-13",69.959999
"134","2007-07-16",70.620003
"135","2007-07-17",71.279999
"136","2007-07-18",73.260002
"137","2007-07-19",71.279999
"138","2007-07-20",71.279999
"139","2007-07-23",68.639999
"140","2007-07-24",69.300003
"141","2007-07-25",67.980003
"142","2007-07-26",71.279999
"143","2007-07-27",71.279999
"144","2007-07-30",66
"145","2007-07-31",63.360001
"146","2007-08-01",62.700001
"147","2007-08-02",60.720001
"148","2007-08-03",59.400002
"149","2007-08-06",55.439999
"150","2007-08-07",51.48
"151","2007-08-08",50.16
"152","2007-08-09",50.16
"153","2007-08-10",54.119999
"154","2007-08-13",54.779999
"155","2007-08-14",53.459999
"156","2007-08-15",51.48
"157","2007-08-16",47.52
"158","2007-08-17",48.84
"159","2007-08-20",48.18
"160","2007-08-21",49.5
"161","2007-08-22",49.5
"162","2007-08-23",49.5
"163","2007-08-24",46.860001
"164","2007-08-27",46.860001
"165","2007-08-28",46.860001
"166","2007-08-29",49.5
"167","2007-08-30",52.799999
"168","2007-08-31",56.759998
"169","2007-09-04",63.360001
"170","2007-09-05",60.720001
"171","2007-09-06",67.32
"172","2007-09-07",63.360001
"173","2007-09-10",60.720001
"174","2007-09-11",60.720001
"175","2007-09-12",60.060001
"176","2007-09-13",64.68
"177","2007-09-14",64.68
"178","2007-09-17",62.040001
"179","2007-09-18",60.060001
"180","2007-09-19",60.060001
"181","2007-09-20",59.400002
"182","2007-09-21",60.060001
"183","2007-09-24",58.740002
"184","2007-09-25",59.400002
"185","2007-09-26",64.019997
"186","2007-09-27",61.380001
"187","2007-09-28",58.740002
