"","date","CIVB"
"1","2007-01-03",19.700001
"2","2007-01-04",19.9
"3","2007-01-05",19.700001
"4","2007-01-08",19.59
"5","2007-01-09",19.65
"6","2007-01-10",19.75
"7","2007-01-11",19.83
"8","2007-01-12",19.9
"9","2007-01-16",19.959999
"10","2007-01-17",19.74
"11","2007-01-18",19.709999
"12","2007-01-19",19.879999
"13","2007-01-22",19.74
"14","2007-01-23",19.719999
"15","2007-01-24",19.700001
"16","2007-01-25",19.709999
"17","2007-01-26",19.709999
"18","2007-01-29",20
"19","2007-01-30",20
"20","2007-01-31",20
"21","2007-02-01",20
"22","2007-02-02",20.01
"23","2007-02-05",19.9
"24","2007-02-06",20
"25","2007-02-07",19.84
"26","2007-02-08",19.719999
"27","2007-02-09",19.83
"28","2007-02-12",19.83
"29","2007-02-13",19.84
"30","2007-02-14",19.790001
"31","2007-02-15",19.799999
"32","2007-02-16",19.790001
"33","2007-02-20",19.77
"34","2007-02-21",19.57
"35","2007-02-22",19.57
"36","2007-02-23",19.6
"37","2007-02-26",19.709999
"38","2007-02-27",19.57
"39","2007-02-28",19.9
"40","2007-03-01",19.57
"41","2007-03-02",19.75
"42","2007-03-05",19.6
"43","2007-03-06",19.57
"44","2007-03-07",19.57
"45","2007-03-08",19.57
"46","2007-03-09",19.75
"47","2007-03-12",19.76
"48","2007-03-13",19.610001
"49","2007-03-14",19.6
"50","2007-03-15",19.6
"51","2007-03-16",19.6
"52","2007-03-19",19.6
"53","2007-03-20",19.6
"54","2007-03-21",19.6
"55","2007-03-22",19.6
"56","2007-03-23",19.809999
"57","2007-03-26",19.6
"58","2007-03-27",19.6
"59","2007-03-28",19.6
"60","2007-03-29",19.799999
"61","2007-03-30",19.799999
"62","2007-04-02",19.85
"63","2007-04-03",19.620001
"64","2007-04-04",19.6
"65","2007-04-05",19.610001
"66","2007-04-09",19.6
"67","2007-04-10",19.6
"68","2007-04-11",19.6
"69","2007-04-12",19.700001
"70","2007-04-13",19.639999
"71","2007-04-16",19.610001
"72","2007-04-17",19.83
"73","2007-04-18",19.6
"74","2007-04-19",19.6
"75","2007-04-20",19.6
"76","2007-04-23",19.6
"77","2007-04-24",19.6
"78","2007-04-25",19.68
"79","2007-04-26",19.639999
"80","2007-04-27",19.6
"81","2007-04-30",19.6
"82","2007-05-01",19.629999
"83","2007-05-02",19.610001
"84","2007-05-03",19.6
"85","2007-05-04",19.6
"86","2007-05-07",19.610001
"87","2007-05-08",19.690001
"88","2007-05-09",19.690001
"89","2007-05-10",19.66
"90","2007-05-11",19.6
"91","2007-05-14",19.6
"92","2007-05-15",19.6
"93","2007-05-16",19.6
"94","2007-05-17",19.6
"95","2007-05-18",19.610001
"96","2007-05-21",19.6
"97","2007-05-22",19.6
"98","2007-05-23",19.6
"99","2007-05-24",19.6
"100","2007-05-25",19.6
"101","2007-05-29",19.639999
"102","2007-05-30",19.65
"103","2007-05-31",19.6
"104","2007-06-01",19.639999
"105","2007-06-04",19.6
"106","2007-06-05",19.6
"107","2007-06-06",19.6
"108","2007-06-07",19.6
"109","2007-06-08",19.639999
"110","2007-06-11",19.6
"111","2007-06-12",19.639999
"112","2007-06-13",19.690001
"113","2007-06-14",19.610001
"114","2007-06-15",19.360001
"115","2007-06-18",19.450001
"116","2007-06-19",19.129999
"117","2007-06-20",18.99
"118","2007-06-21",17.25
"119","2007-06-22",17.459999
"120","2007-06-25",17.5
"121","2007-06-26",16.84
"122","2007-06-27",17.17
"123","2007-06-28",17.41
"124","2007-06-29",18.17
"125","2007-07-02",18.1
"126","2007-07-03",18.1
"127","2007-07-05",18.25
"128","2007-07-06",18
"129","2007-07-09",17.959999
"130","2007-07-10",18.219999
"131","2007-07-11",18
"132","2007-07-12",18.1
"133","2007-07-13",18
"134","2007-07-16",18.01
"135","2007-07-17",18.120001
"136","2007-07-18",18.139999
"137","2007-07-19",18.1
"138","2007-07-20",18.27
"139","2007-07-23",18.1
"140","2007-07-24",18.18
"141","2007-07-25",18.25
"142","2007-07-26",18.25
"143","2007-07-27",18.190001
"144","2007-07-30",18
"145","2007-07-31",18
"146","2007-08-01",18
"147","2007-08-02",18.209999
"148","2007-08-03",18.25
"149","2007-08-06",18.25
"150","2007-08-07",18.09
"151","2007-08-08",18
"152","2007-08-09",17.950001
"153","2007-08-10",17.5
"154","2007-08-13",17.5
"155","2007-08-14",17.67
"156","2007-08-15",17.5
"157","2007-08-16",18.110001
"158","2007-08-17",17.65
"159","2007-08-20",18.09
"160","2007-08-21",18.09
"161","2007-08-22",17.799999
"162","2007-08-23",17.75
"163","2007-08-24",17.91
"164","2007-08-27",17.91
"165","2007-08-28",17.84
"166","2007-08-29",17.799999
"167","2007-08-30",17.719999
"168","2007-08-31",17.620001
"169","2007-09-04",17.620001
"170","2007-09-05",17.610001
"171","2007-09-06",17.549999
"172","2007-09-07",17.73
"173","2007-09-10",17.5
"174","2007-09-11",17.549999
"175","2007-09-12",17.799999
"176","2007-09-13",17.780001
"177","2007-09-14",17.57
"178","2007-09-17",17.57
"179","2007-09-18",17.549999
"180","2007-09-19",17.639999
"181","2007-09-20",17.5
"182","2007-09-21",17.41
"183","2007-09-24",17.33
"184","2007-09-25",17.27
"185","2007-09-26",17.27
"186","2007-09-27",17.309999
"187","2007-09-28",17.309999
"188","2007-10-01",17.360001
"189","2007-10-02",17.27
"190","2007-10-03",17.139999
"191","2007-10-04",17.110001
"192","2007-10-05",17.209999
"193","2007-10-08",17.74
"194","2007-10-09",17.299999
"195","2007-10-10",17.32
"196","2007-10-11",17.32
"197","2007-10-12",16.85
"198","2007-10-15",16.84
"199","2007-10-16",16.57
"200","2007-10-17",16.66
"201","2007-10-18",17.389999
"202","2007-10-19",17.379999
"203","2007-10-22",17.200001
"204","2007-10-23",17.16
"205","2007-10-24",17
"206","2007-10-25",17.35
"207","2007-10-26",17.059999
"208","2007-10-29",17
"209","2007-10-30",16.98
"210","2007-10-31",17.139999
"211","2007-11-01",16.780001
"212","2007-11-02",17.09
"213","2007-11-05",17.09
"214","2007-11-06",17.040001
"215","2007-11-07",16.799999
"216","2007-11-08",16.799999
"217","2007-11-09",16.639999
"218","2007-11-12",16.639999
"219","2007-11-13",16.790001
"220","2007-11-14",16.540001
"221","2007-11-15",16.48
"222","2007-11-16",16.27
"223","2007-11-19",16.15
"224","2007-11-20",16.280001
"225","2007-11-21",16.299999
"226","2007-11-23",16.07
"227","2007-11-26",16.07
"228","2007-11-27",16.040001
"229","2007-11-28",16.049999
"230","2007-11-29",16.049999
"231","2007-11-30",16.049999
"232","2007-12-03",16.01
"233","2007-12-04",15.72
"234","2007-12-05",15.72
"235","2007-12-06",15.95
"236","2007-12-07",15.69
"237","2007-12-10",15.55
"238","2007-12-11",15.5
"239","2007-12-12",15.44
"240","2007-12-13",15.54
"241","2007-12-14",15.42
"242","2007-12-17",15.62
"243","2007-12-18",15.42
"244","2007-12-19",15.03
"245","2007-12-20",15.25
"246","2007-12-21",15.38
"247","2007-12-24",15.2
"248","2007-12-26",15.13
"249","2007-12-27",14.5
"250","2007-12-28",14.75
"251","2007-12-31",14.06
"252","2008-01-02",14
"253","2008-01-03",14.2
"254","2008-01-04",13.97
"255","2008-01-07",13.98
"256","2008-01-08",13.52
"257","2008-01-09",13.78
"258","2008-01-10",13.95
"259","2008-01-11",13.98
"260","2008-01-14",13.99
"261","2008-01-15",14.3
"262","2008-01-16",14
"263","2008-01-17",13.4
"264","2008-01-18",13.68
"265","2008-01-22",13.28
"266","2008-01-23",13.46
