"","date","KOS"
"106","2011-10-10",11.72
"107","2011-10-11",11.47
"108","2011-10-12",12
"109","2011-10-13",12.07
"110","2011-10-14",12.65
"111","2011-10-17",13.6
"112","2011-10-18",14.47
"113","2011-10-19",15.2
"114","2011-10-20",15.34
"115","2011-10-21",15.31
"116","2011-10-24",15.86
"117","2011-10-25",15.64
"118","2011-10-26",15.91
"119","2011-10-27",16.190001
"120","2011-10-28",16.129999
"121","2011-10-31",15.5
"122","2011-11-01",14.97
"123","2011-11-02",14.9
"124","2011-11-03",14.65
"125","2011-11-04",14
"126","2011-11-07",13.69
"127","2011-11-08",13.5
"128","2011-11-09",13.64
"129","2011-11-10",13.65
"130","2011-11-11",13.65
"131","2011-11-14",13.36
"132","2011-11-15",13.44
"133","2011-11-16",13.3
"134","2011-11-17",12.52
"135","2011-11-18",12.48
"136","2011-11-21",12.8
"137","2011-11-22",12.97
"138","2011-11-23",12.37
"139","2011-11-25",12.48
"140","2011-11-28",13.19
"141","2011-11-29",13.07
"142","2011-11-30",13.47
"143","2011-12-01",13.51
"144","2011-12-02",13.08
"145","2011-12-05",12.8
"146","2011-12-06",12.81
"147","2011-12-07",12.42
"148","2011-12-08",12.02
"149","2011-12-09",11.91
"150","2011-12-12",11.64
"151","2011-12-13",11.5
"152","2011-12-14",11.34
"153","2011-12-15",11.58
"154","2011-12-16",12.28
"155","2011-12-19",11.91
"156","2011-12-20",12.19
"157","2011-12-21",12.29
"158","2011-12-22",12.62
"159","2011-12-23",12.47
"160","2011-12-27",12.24
"161","2011-12-28",12.22
"162","2011-12-29",12.27
"163","2011-12-30",12.26
"164","2012-01-03",12.71
"165","2012-01-04",13.21
"166","2012-01-05",14
"167","2012-01-06",13.65
"168","2012-01-09",13.73
"169","2012-01-10",14.21
"170","2012-01-11",14.01
"171","2012-01-12",13.93
"172","2012-01-13",13.77
"173","2012-01-17",13.91
"174","2012-01-18",13.42
"175","2012-01-19",13.61
"176","2012-01-20",12.99
"177","2012-01-23",12.84
"178","2012-01-24",12.7
"179","2012-01-25",12.62
"180","2012-01-26",12.68
"181","2012-01-27",12.66
"182","2012-01-30",12.64
"183","2012-01-31",12.56
"184","2012-02-01",12.96
"185","2012-02-02",12.7
"186","2012-02-03",13.64
"187","2012-02-06",13.5
"188","2012-02-07",13.42
"189","2012-02-08",13.68
"190","2012-02-09",14.03
"191","2012-02-10",14.51
"192","2012-02-13",14.73
"193","2012-02-14",14.35
"194","2012-02-15",14.19
"195","2012-02-16",14.4
"196","2012-02-17",14.48
"197","2012-02-21",14.23
"198","2012-02-22",14.2
"199","2012-02-23",13.9
"200","2012-02-24",13.84
"201","2012-02-27",13.8
"202","2012-02-28",13.69
"203","2012-02-29",14.01
"204","2012-03-01",14.05
"205","2012-03-02",13.98
"206","2012-03-05",13.6
"207","2012-03-06",13.52
"208","2012-03-07",13.16
"209","2012-03-08",13.12
"210","2012-03-09",13.11
"211","2012-03-12",13.14
"212","2012-03-13",13.38
"213","2012-03-14",13.04
"214","2012-03-15",13.15
"215","2012-03-16",13.93
"216","2012-03-19",13.81
"217","2012-03-20",13.2
"218","2012-03-21",13.03
"219","2012-03-22",12.89
"220","2012-03-23",13.28
"221","2012-03-26",13.65
"222","2012-03-27",13.29
"223","2012-03-28",12.79
"224","2012-03-29",12.89
"225","2012-03-30",13.24
"226","2012-04-02",13.46
"227","2012-04-03",13.63
"228","2012-04-04",13.36
"229","2012-04-05",12.79
"230","2012-04-09",12.63
"231","2012-04-10",12.11
"232","2012-04-11",12.19
"233","2012-04-12",12.76
"234","2012-04-13",12.36
"235","2012-04-16",12.24
"236","2012-04-17",12.42
"237","2012-04-18",12.23
"238","2012-04-19",12.35
"239","2012-04-20",12
"240","2012-04-23",11.84
"241","2012-04-24",11.79
"242","2012-04-25",12.09
"243","2012-04-26",12.25
"244","2012-04-27",12.33
"245","2012-04-30",12.18
"246","2012-05-01",12.31
"247","2012-05-02",12.25
"248","2012-05-03",12.1
"249","2012-05-04",11.07
"250","2012-05-07",11.25
"251","2012-05-08",11.26
"252","2012-05-09",11.11
"253","2012-05-10",11.17
"254","2012-05-11",11
"255","2012-05-14",10.47
"256","2012-05-15",10.42
"257","2012-05-16",10.52
"258","2012-05-17",10.27
"259","2012-05-18",10.11
"260","2012-05-21",10.74
"261","2012-05-22",10.55
"262","2012-05-23",10.98
"263","2012-05-24",10.77
"264","2012-05-25",10.83
"265","2012-05-29",11
"266","2012-05-30",10.44
"267","2012-05-31",10.42
"268","2012-06-01",10.2
"269","2012-06-04",10.35
"270","2012-06-05",10.43
"271","2012-06-06",10.97
"272","2012-06-07",10.89
"273","2012-06-08",11.04
"274","2012-06-11",10.98
"275","2012-06-12",11.14
"276","2012-06-13",11.33
"277","2012-06-14",11.37
"278","2012-06-15",11.44
"279","2012-06-18",11.53
"280","2012-06-19",11.98
"281","2012-06-20",11.7
"282","2012-06-21",11.19
"283","2012-06-22",10.9
"284","2012-06-25",10.42
"285","2012-06-26",10.27
"286","2012-06-27",10.42
"287","2012-06-28",10.42
"288","2012-06-29",11.05
"289","2012-07-02",10.93
"290","2012-07-03",11
"291","2012-07-05",10.57
"292","2012-07-06",10.24
"293","2012-07-09",10.23
"294","2012-07-10",9.97
"295","2012-07-11",10.36
"296","2012-07-12",10.15
"297","2012-07-13",10.29
"298","2012-07-16",10.28
"299","2012-07-17",10.17
"300","2012-07-18",10.48
"301","2012-07-19",10.5
"302","2012-07-20",10.5
"303","2012-07-23",10.2
"304","2012-07-24",9.91
"305","2012-07-25",9.74
"306","2012-07-26",9.69
"307","2012-07-27",10.08
"308","2012-07-30",9.75
"309","2012-07-31",9.54
"310","2012-08-01",9.68
"311","2012-08-02",9.29
"312","2012-08-03",9.4
"313","2012-08-06",10
"314","2012-08-07",9.7
"315","2012-08-08",9.67
"316","2012-08-09",9.36
"317","2012-08-10",9.49
"318","2012-08-13",9.48
"319","2012-08-14",9.58
"320","2012-08-15",9.95
"321","2012-08-16",10.13
"322","2012-08-17",10.03
"323","2012-08-20",10
"324","2012-08-21",9.83
"325","2012-08-22",9.72
"326","2012-08-23",9.51
"327","2012-08-24",9.34
"328","2012-08-27",9.47
"329","2012-08-28",9.59
"330","2012-08-29",9.65
"331","2012-08-30",9.61
"332","2012-08-31",9.68
"333","2012-09-04",9.55
"334","2012-09-05",9.58
"335","2012-09-06",10.14
"336","2012-09-07",10.84
"337","2012-09-10",10.84
"338","2012-09-11",10.95
"339","2012-09-12",11.25
"340","2012-09-13",11.29
"341","2012-09-14",11.51
"342","2012-09-17",11.25
"343","2012-09-18",11.15
"344","2012-09-19",11.41
"345","2012-09-20",11.3
"346","2012-09-21",11.45
"347","2012-09-24",11.37
"348","2012-09-25",11.38
"349","2012-09-26",11.47
"350","2012-09-27",11.42
"351","2012-09-28",11.39
"352","2012-10-01",11.5
"353","2012-10-02",11.62
"354","2012-10-03",11.4
"355","2012-10-04",11.41
"356","2012-10-05",11.45
"357","2012-10-08",11.32
"358","2012-10-09",11.22
"359","2012-10-10",11.19
"360","2012-10-11",11.25
"361","2012-10-12",11.26
"362","2012-10-15",11.53
"363","2012-10-16",11.78
"364","2012-10-17",11.65
"365","2012-10-18",11.84
"366","2012-10-19",11.73
"367","2012-10-22",11.6
"368","2012-10-23",11.46
"369","2012-10-24",11.37
"370","2012-10-25",11.34
"371","2012-10-26",11.36
"372","2012-10-31",11.38
"373","2012-11-01",11.51
"374","2012-11-02",11.57
"375","2012-11-05",11.58
"376","2012-11-06",11.5
"377","2012-11-07",11.27
"378","2012-11-08",11.23
"379","2012-11-09",11.32
"380","2012-11-12",11.31
"381","2012-11-13",11.3
"382","2012-11-14",11.21
"383","2012-11-15",11.11
"384","2012-11-16",11.37
"385","2012-11-19",11.83
"386","2012-11-20",11.69
"387","2012-11-21",11.74
"388","2012-11-23",11.76
"389","2012-11-26",11.66
"390","2012-11-27",11.4
"391","2012-11-28",11.35
"392","2012-11-29",11.71
"393","2012-11-30",11.86
"394","2012-12-03",11.92
"395","2012-12-04",11.76
"396","2012-12-05",11.87
"397","2012-12-06",12.16
"398","2012-12-07",12.16
"399","2012-12-10",12.19
"400","2012-12-11",12.11
"401","2012-12-12",12.24
"402","2012-12-13",11.94
"403","2012-12-14",12.05
"404","2012-12-17",11.99
"405","2012-12-18",12.17
"406","2012-12-19",12.45
"407","2012-12-20",12.54
"408","2012-12-21",12.56
"409","2012-12-24",12.47
"410","2012-12-26",12.48
"411","2012-12-27",12.54
"412","2012-12-28",12.2
"413","2012-12-31",12.35
"414","2013-01-02",12.64
"415","2013-01-03",12.77
"416","2013-01-04",13
"417","2013-01-07",13
"418","2013-01-08",12.81
"419","2013-01-09",12.65
"420","2013-01-10",12.72
"421","2013-01-11",12.71
"422","2013-01-14",12.6
"423","2013-01-15",12.55
"424","2013-01-16",12.43
"425","2013-01-17",12.36
"426","2013-01-18",12.19
"427","2013-01-22",12.27
"428","2013-01-23",12.37
"429","2013-01-24",12.24
"430","2013-01-25",12.39
"431","2013-01-28",12.4
"432","2013-01-29",12.44
"433","2013-01-30",12.47
"434","2013-01-31",12.38
"435","2013-02-01",12.51
"436","2013-02-04",12.29
"437","2013-02-05",12.32
"438","2013-02-06",12.59
"439","2013-02-07",12.68
"440","2013-02-08",12.81
"441","2013-02-11",12.75
"442","2013-02-12",11.8
"443","2013-02-13",11.37
"444","2013-02-14",11.3
"445","2013-02-15",10.61
"446","2013-02-19",10.72
"447","2013-02-20",10.6
"448","2013-02-21",10.3
"449","2013-02-22",10.27
"450","2013-02-25",10.25
"451","2013-02-26",10.69
"452","2013-02-27",10.82
"453","2013-02-28",10.93
"454","2013-03-01",10.85
"455","2013-03-04",10.66
"456","2013-03-05",10.7
"457","2013-03-06",10.74
"458","2013-03-07",10.69
"459","2013-03-08",10.92
"460","2013-03-11",10.91
"461","2013-03-12",11.22
"462","2013-03-13",11.17
"463","2013-03-14",11.23
"464","2013-03-15",11.08
"465","2013-03-18",11.09
"466","2013-03-19",10.99
"467","2013-03-20",11.18
"468","2013-03-21",11.27
"469","2013-03-22",11.16
"470","2013-03-25",11.17
"471","2013-03-26",11.29
"472","2013-03-27",11.31
"473","2013-03-28",11.3
"474","2013-04-01",11.26
"475","2013-04-02",11.18
"476","2013-04-03",10.86
"477","2013-04-04",10.86
"478","2013-04-05",11
"479","2013-04-08",10.94
"480","2013-04-09",11.35
"481","2013-04-10",11.36
"482","2013-04-11",11.25
"483","2013-04-12",11.15
"484","2013-04-15",10.51
"485","2013-04-16",10.71
"486","2013-04-17",10.52
"487","2013-04-18",10.5
"488","2013-04-19",10.56
"489","2013-04-22",10.52
"490","2013-04-23",10.6
"491","2013-04-24",10.78
"492","2013-04-25",10.92
"493","2013-04-26",10.91
"494","2013-04-29",11
"495","2013-04-30",10.99
"496","2013-05-01",10.9
"497","2013-05-02",10.88
"498","2013-05-03",10.92
"499","2013-05-06",10.96
"500","2013-05-07",11.13
"501","2013-05-08",10.99
"502","2013-05-09",11.35
"503","2013-05-10",11.25
"504","2013-05-13",11.38
"505","2013-05-14",11.46
"506","2013-05-15",11.55
"507","2013-05-16",11.52
"508","2013-05-17",11.79
"509","2013-05-20",11.92
"510","2013-05-21",11.15
"511","2013-05-22",10.75
"512","2013-05-23",10.57
"513","2013-05-24",10.54
"514","2013-05-28",10.53
"515","2013-05-29",10.43
"516","2013-05-30",10.61
"517","2013-05-31",10.32
"518","2013-06-03",10.43
"519","2013-06-04",10.55
"520","2013-06-05",10.59
"521","2013-06-06",10.55
"522","2013-06-07",10.62
"523","2013-06-10",10.61
"524","2013-06-11",10.38
"525","2013-06-12",10.43
"526","2013-06-13",10.5
"527","2013-06-14",10.78
"528","2013-06-17",10.77
"529","2013-06-18",10.74
"530","2013-06-19",10.62
"531","2013-06-20",10.5
"532","2013-06-21",10.43
"533","2013-06-24",10.36
"534","2013-06-25",10.31
"535","2013-06-26",10.38
"536","2013-06-27",10.35
"537","2013-06-28",10.16
"538","2013-07-01",10.4
"539","2013-07-02",10.39
"540","2013-07-03",10.37
"541","2013-07-05",10.4
"542","2013-07-08",10.41
"543","2013-07-09",10.4
"544","2013-07-10",10.41
"545","2013-07-11",10.77
"546","2013-07-12",10.8
"547","2013-07-15",10.84
"548","2013-07-16",11.02
"549","2013-07-17",10.91
"550","2013-07-18",10.91
"551","2013-07-19",10.81
"552","2013-07-22",10.95
"553","2013-07-23",11.1
"554","2013-07-24",10.86
"555","2013-07-25",10.98
"556","2013-07-26",10.94
"557","2013-07-29",10.95
"558","2013-07-30",10.87
"559","2013-07-31",10.56
"560","2013-08-01",10.81
"561","2013-08-02",10.66
"562","2013-08-05",10.52
"563","2013-08-06",10.2
"564","2013-08-07",10.13
"565","2013-08-08",10.18
"566","2013-08-09",10.09
"567","2013-08-12",9.75
"568","2013-08-13",10.51
"569","2013-08-14",10.16
"570","2013-08-15",10.19
"571","2013-08-16",10.05
"572","2013-08-19",9.93
"573","2013-08-20",10.08
"574","2013-08-21",9.81
"575","2013-08-22",9.98
"576","2013-08-23",9.99
"577","2013-08-26",10
"578","2013-08-27",9.95
"579","2013-08-28",10.21
"580","2013-08-29",10.22
"581","2013-08-30",10.17
"582","2013-09-03",10.13
"583","2013-09-04",10.4
"584","2013-09-05",10.39
"585","2013-09-06",10.37
"586","2013-09-09",10.41
"587","2013-09-10",10.42
"588","2013-09-11",10.53
"589","2013-09-12",10.89
"590","2013-09-13",10.48
"591","2013-09-16",10.63
"592","2013-09-17",10.62
"593","2013-09-18",10.87
"594","2013-09-19",10.73
"595","2013-09-20",10.75
"596","2013-09-23",10.56
"597","2013-09-24",10.58
"598","2013-09-25",10.66
"599","2013-09-26",10.66
"600","2013-09-27",10.44
"601","2013-09-30",10.28
"602","2013-10-01",10.42
"603","2013-10-02",10.52
"604","2013-10-03",10.44
"605","2013-10-04",10.49
"606","2013-10-07",10.48
"607","2013-10-08",10.32
"608","2013-10-09",10.13
"609","2013-10-10",10.28
"610","2013-10-11",10.59
"611","2013-10-14",10.74
"612","2013-10-15",10.73
"613","2013-10-16",10.6
"614","2013-10-17",10.7
"615","2013-10-18",10.54
"616","2013-10-21",10.71
"617","2013-10-22",10.47
"618","2013-10-23",10.47
"619","2013-10-24",10.72
"620","2013-10-25",10.82
"621","2013-10-28",10.82
"622","2013-10-29",10.81
"623","2013-10-30",10.76
"624","2013-10-31",10.66
"625","2013-11-01",10.71
"626","2013-11-04",10.55
"627","2013-11-05",10.31
"628","2013-11-06",10.45
"629","2013-11-07",10.28
"630","2013-11-08",10.44
"631","2013-11-11",10.25
"632","2013-11-12",10.2
"633","2013-11-13",10.16
"634","2013-11-14",10.58
"635","2013-11-15",10.68
"636","2013-11-18",10.53
"637","2013-11-19",10.56
"638","2013-11-20",10.55
"639","2013-11-21",10.45
"640","2013-11-22",10.64
"641","2013-11-25",10.57
"642","2013-11-26",10.76
"643","2013-11-27",10.51
"644","2013-11-29",10.41
"645","2013-12-02",11.25
"646","2013-12-03",11.29
"647","2013-12-04",11.13
"648","2013-12-05",11.13
"649","2013-12-06",11.31
"650","2013-12-09",11.15
"651","2013-12-10",11.02
"652","2013-12-11",10.85
"653","2013-12-12",11.06
"654","2013-12-13",11.01
"655","2013-12-16",10.97
"656","2013-12-17",10.73
"657","2013-12-18",10.58
"658","2013-12-19",10.66
"659","2013-12-20",10.92
"660","2013-12-23",11.03
"661","2013-12-24",11.15
"662","2013-12-26",11.01
"663","2013-12-27",11.26
"664","2013-12-30",11.16
"665","2013-12-31",11.18
"666","2014-01-02",11.21
"667","2014-01-03",11.06
"668","2014-01-06",10.99
"669","2014-01-07",11.23
"670","2014-01-08",11.15
"671","2014-01-09",11.21
"672","2014-01-10",11.19
"673","2014-01-13",10.81
"674","2014-01-14",11.11
"675","2014-01-15",10.22
"676","2014-01-16",10.33
"677","2014-01-17",10.24
"678","2014-01-21",10.35
"679","2014-01-22",10.56
"680","2014-01-23",10.54
"681","2014-01-24",10.54
"682","2014-01-27",10.45
"683","2014-01-28",10.61
"684","2014-01-29",10.31
"685","2014-01-30",10.5
"686","2014-01-31",10.34
"687","2014-02-03",10.09
"688","2014-02-04",10.29
"689","2014-02-05",10.21
"690","2014-02-06",10.33
"691","2014-02-07",10.48
"692","2014-02-10",10.35
"693","2014-02-11",10.64
"694","2014-02-12",10.61
"695","2014-02-13",10.62
"696","2014-02-14",10.72
"697","2014-02-18",10.66
"698","2014-02-19",10.63
"699","2014-02-20",10.73
"700","2014-02-21",10.62
"701","2014-02-24",10.81
"702","2014-02-25",10.93
"703","2014-02-26",10.98
"704","2014-02-27",11
"705","2014-02-28",10.98
"706","2014-03-03",10.96
"707","2014-03-04",10.98
"708","2014-03-05",10.91
"709","2014-03-06",10.83
"710","2014-03-07",10.9
"711","2014-03-10",10.88
"712","2014-03-11",10.75
"713","2014-03-12",10.69
"714","2014-03-13",10.58
"715","2014-03-14",10.6
"716","2014-03-17",10.74
"717","2014-03-18",10.77
"718","2014-03-19",10.7
"719","2014-03-20",10.82
"720","2014-03-21",10.96
"721","2014-03-24",10.88
"722","2014-03-25",10.92
"723","2014-03-26",10.84
"724","2014-03-27",11.06
"725","2014-03-28",10.98
"726","2014-03-31",11
"727","2014-04-01",11.08
"728","2014-04-02",10.99
"729","2014-04-03",10.93
"730","2014-04-04",10.75
"731","2014-04-07",10.49
"732","2014-04-08",10.55
"733","2014-04-09",10.5
"734","2014-04-10",10.45
"735","2014-04-11",10.49
"736","2014-04-14",10.51
"737","2014-04-15",10.83
"738","2014-04-16",10.99
"739","2014-04-17",11
"740","2014-04-21",11
"741","2014-04-22",10.97
"742","2014-04-23",11
"743","2014-04-24",11
"744","2014-04-25",10.92
"745","2014-04-28",10.94
"746","2014-04-29",10.97
"747","2014-04-30",10.92
"748","2014-05-01",10.88
"749","2014-05-02",10.99
"750","2014-05-05",10.27
"751","2014-05-06",10.49
"752","2014-05-07",10.65
"753","2014-05-08",10.5
"754","2014-05-09",10.4
"755","2014-05-12",10.4
"756","2014-05-13",10.4
"757","2014-05-14",10.42
"758","2014-05-15",10.43
"759","2014-05-16",10.48
"760","2014-05-19",10.52
"761","2014-05-20",10.47
"762","2014-05-21",10.54
"763","2014-05-22",10.4
"764","2014-05-23",10.37
"765","2014-05-27",10.45
"766","2014-05-28",10.55
"767","2014-05-29",10.58
"768","2014-05-30",10.48
"769","2014-06-02",10.3
"770","2014-06-03",10.26
"771","2014-06-04",10.15
"772","2014-06-05",10.13
"773","2014-06-06",10.05
"774","2014-06-09",10.15
"775","2014-06-10",10.45
"776","2014-06-11",10.41
"777","2014-06-12",10.53
"778","2014-06-13",10.87
"779","2014-06-16",10.93
"780","2014-06-17",11.02
"781","2014-06-18",11.1
"782","2014-06-19",11.2
"783","2014-06-20",11.2
"784","2014-06-23",11.11
"785","2014-06-24",11.03
"786","2014-06-25",11.08
"787","2014-06-26",11.11
"788","2014-06-27",11.21
"789","2014-06-30",11.23
"790","2014-07-01",11.1
"791","2014-07-02",11.04
"792","2014-07-03",11.04
"793","2014-07-07",10.74
"794","2014-07-08",10.72
"795","2014-07-09",10.62
"796","2014-07-10",9.94
"797","2014-07-11",10.05
"798","2014-07-14",10.18
"799","2014-07-15",9.96
"800","2014-07-16",10.07
"801","2014-07-17",9.92
"802","2014-07-18",10.08
"803","2014-07-21",10.22
"804","2014-07-22",10.2
"805","2014-07-23",10.3
"806","2014-07-24",10.26
"807","2014-07-25",10.05
"808","2014-07-28",9.92
"809","2014-07-29",9.88
"810","2014-07-30",9.84
"811","2014-07-31",9.63
"812","2014-08-01",9.35
"813","2014-08-04",9.68
"814","2014-08-05",9.45
"815","2014-08-06",9.48
"816","2014-08-07",9.41
"817","2014-08-08",9.65
"818","2014-08-11",9.72
"819","2014-08-12",9.58
"820","2014-08-13",9.48
"821","2014-08-14",9.49
"822","2014-08-15",9.77
"823","2014-08-18",10.02
"824","2014-08-19",9.97
"825","2014-08-20",10
"826","2014-08-21",10.08
"827","2014-08-22",9.87
"828","2014-08-25",10.1
"829","2014-08-26",10.12
"830","2014-08-27",10.03
"831","2014-08-28",9.97
"832","2014-08-29",10.02
"833","2014-09-02",9.79
"834","2014-09-03",9.84
"835","2014-09-04",9.82
"836","2014-09-05",9.81
"837","2014-09-08",9.81
"838","2014-09-09",9.81
"839","2014-09-10",9.81
"840","2014-09-11",10.09
"841","2014-09-12",9.97
"842","2014-09-15",10.12
"843","2014-09-16",10.45
"844","2014-09-17",10.22
"845","2014-09-18",10.21
"846","2014-09-19",10.25
"847","2014-09-22",9.89
"848","2014-09-23",9.86
"849","2014-09-24",9.97
"850","2014-09-25",9.86
"851","2014-09-26",10.2
"852","2014-09-29",10.35
"853","2014-09-30",9.96
"854","2014-10-01",10.02
"855","2014-10-02",9.96
"856","2014-10-03",9.85
"857","2014-10-06",9.93
"858","2014-10-07",9.41
"859","2014-10-08",9.38
"860","2014-10-09",9.21
"861","2014-10-10",9.13
"862","2014-10-13",8.72
"863","2014-10-14",8.54
"864","2014-10-15",8.86
"865","2014-10-16",9.02
"866","2014-10-17",8.88
"867","2014-10-20",8.94
"868","2014-10-21",9.38
"869","2014-10-22",9.13
"870","2014-10-23",9.29
"871","2014-10-24",9.2
"872","2014-10-27",8.9
"873","2014-10-28",9.25
"874","2014-10-29",9.24
"875","2014-10-30",9.11
"876","2014-10-31",9.33
"877","2014-11-03",9.21
"878","2014-11-04",9.14
"879","2014-11-05",9.38
"880","2014-11-06",9.44
"881","2014-11-07",10.25
"882","2014-11-10",9.91
"883","2014-11-11",9.94
"884","2014-11-12",9.95
"885","2014-11-13",9.59
"886","2014-11-14",9.66
"887","2014-11-17",9.44
"888","2014-11-18",9.39
"889","2014-11-19",9.36
"890","2014-11-20",9.65
"891","2014-11-21",9.88
"892","2014-11-24",9.7
"893","2014-11-25",9.6
"894","2014-11-26",9.22
"895","2014-11-28",8.34
"896","2014-12-01",8.77
"897","2014-12-02",8.58
"898","2014-12-03",8.68
"899","2014-12-04",8.42
"900","2014-12-05",8.31
"901","2014-12-08",7.72
"902","2014-12-09",8.15
"903","2014-12-10",7.3
"904","2014-12-11",7.36
"905","2014-12-12",7.29
"906","2014-12-15",7.09
"907","2014-12-16",7.3
"908","2014-12-17",7.85
"909","2014-12-18",7.93
"910","2014-12-19",8.3
"911","2014-12-22",8.07
"912","2014-12-23",8.37
"913","2014-12-24",8.31
"914","2014-12-26",8.3
"915","2014-12-29",8.25
"916","2014-12-30",8.26
"917","2014-12-31",8.39
"918","2015-01-02",8.48
"919","2015-01-05",8.11
"920","2015-01-06",7.99
"921","2015-01-07",7.77
"922","2015-01-08",8.22
"923","2015-01-09",8.39
"924","2015-01-12",7.99
"925","2015-01-13",8.01
"926","2015-01-14",8.08
"927","2015-01-15",7.69
"928","2015-01-16",8.02
"929","2015-01-20",7.89
"930","2015-01-21",8.24
"931","2015-01-22",8.48
"932","2015-01-23",8.64
"933","2015-01-26",8.74
"934","2015-01-27",8.95
"935","2015-01-28",8.52
"936","2015-01-29",8.59
"937","2015-01-30",8.77
"938","2015-02-02",8.97
"939","2015-02-03",8.8
"940","2015-02-04",8.36
"941","2015-02-05",8.53
"942","2015-02-06",8.68
"943","2015-02-09",8.91
"944","2015-02-10",8.8
"945","2015-02-11",8.79
"946","2015-02-12",8.95
"947","2015-02-13",9.05
"948","2015-02-17",8.9
"949","2015-02-18",8.87
"950","2015-02-19",8.8
"951","2015-02-20",8.73
"952","2015-02-23",8.63
"953","2015-02-24",8.54
"954","2015-02-25",8.84
"955","2015-02-26",8.77
"956","2015-02-27",8.98
"957","2015-03-02",7.97
"958","2015-03-03",8.13
"959","2015-03-04",8.24
"960","2015-03-05",8.27
"961","2015-03-06",8.28
"962","2015-03-09",8.25
"963","2015-03-10",8.2
"964","2015-03-11",8.41
"965","2015-03-12",8.23
"966","2015-03-13",8.14
"967","2015-03-16",8.06
"968","2015-03-17",8.04
"969","2015-03-18",8.37
"970","2015-03-19",8.35
"971","2015-03-20",8.24
"972","2015-03-23",8.01
"973","2015-03-24",7.91
"974","2015-03-25",8.06
"975","2015-03-26",8.18
"976","2015-03-27",8.06
"977","2015-03-30",7.95
"978","2015-03-31",7.91
"979","2015-04-01",8.1
"980","2015-04-02",8.45
"981","2015-04-06",8.71
"982","2015-04-07",8.62
"983","2015-04-08",8.4
"984","2015-04-09",8.56
"985","2015-04-10",8.6
"986","2015-04-13",8.34
"987","2015-04-14",8.47
"988","2015-04-15",8.64
"989","2015-04-16",8.67
"990","2015-04-17",8.62
"991","2015-04-20",8.52
"992","2015-04-21",8.5
"993","2015-04-22",8.48
"994","2015-04-23",8.67
"995","2015-04-24",8.69
"996","2015-04-27",9.53
"997","2015-04-28",9.51
"998","2015-04-29",9.72
"999","2015-04-30",9.78
"1000","2015-05-01",9.68
