"","date","CFR"
"1","2007-01-03",56.82
"2","2007-01-04",56.84
"3","2007-01-05",56.080002
"4","2007-01-08",56.049999
"5","2007-01-09",55.759998
"6","2007-01-10",55.580002
"7","2007-01-11",55.98
"8","2007-01-12",55.91
"9","2007-01-16",55.389999
"10","2007-01-17",55.189999
"11","2007-01-18",54.919998
"12","2007-01-19",54.470001
"13","2007-01-22",54.599998
"14","2007-01-23",54.220001
"15","2007-01-24",53.900002
"16","2007-01-25",53.119999
"17","2007-01-26",53.630001
"18","2007-01-29",53.099998
"19","2007-01-30",53.57
"20","2007-01-31",53.529999
"21","2007-02-01",53.630001
"22","2007-02-02",54.049999
"23","2007-02-05",53.950001
"24","2007-02-06",54.099998
"25","2007-02-07",54.490002
"26","2007-02-08",54.509998
"27","2007-02-09",54.169998
"28","2007-02-12",54.23
"29","2007-02-13",54.41
"30","2007-02-14",54.610001
"31","2007-02-15",54.599998
"32","2007-02-16",55
"33","2007-02-20",55.189999
"34","2007-02-21",55.57
"35","2007-02-22",55.849998
"36","2007-02-23",55.720001
"37","2007-02-26",55.310001
"38","2007-02-27",54.099998
"39","2007-02-28",54.080002
"40","2007-03-01",53.799999
"41","2007-03-02",53.43
"42","2007-03-05",52.189999
"43","2007-03-06",53.040001
"44","2007-03-07",53.02
"45","2007-03-08",53.52
"46","2007-03-09",53.450001
"47","2007-03-12",53
"48","2007-03-13",51.91
"49","2007-03-14",51.610001
"50","2007-03-15",52
"51","2007-03-16",51.790001
"52","2007-03-19",52.369999
"53","2007-03-20",52.580002
"54","2007-03-21",53.560001
"55","2007-03-22",53.549999
"56","2007-03-23",53.849998
"57","2007-03-26",53.66
"58","2007-03-27",53.130001
"59","2007-03-28",52.650002
"60","2007-03-29",52.740002
"61","2007-03-30",52.330002
"62","2007-04-02",52.169998
"63","2007-04-03",52.27
"64","2007-04-04",51.779999
"65","2007-04-05",51.529999
"66","2007-04-09",51.209999
"67","2007-04-10",51.360001
"68","2007-04-11",50.709999
"69","2007-04-12",50.950001
"70","2007-04-13",51.5
"71","2007-04-16",52.310001
"72","2007-04-17",52.77
"73","2007-04-18",52.66
"74","2007-04-19",52.779999
"75","2007-04-20",53.080002
"76","2007-04-23",52.959999
"77","2007-04-24",53.119999
"78","2007-04-25",52.349998
"79","2007-04-26",52.549999
"80","2007-04-27",52.009998
"81","2007-04-30",51.169998
"82","2007-05-01",51.5
"83","2007-05-02",51.669998
"84","2007-05-03",51.599998
"85","2007-05-04",51.5
"86","2007-05-07",51.759998
"87","2007-05-08",52.34
"88","2007-05-09",52.619999
"89","2007-05-10",52.23
"90","2007-05-11",52.279999
"91","2007-05-14",52.25
"92","2007-05-15",51.91
"93","2007-05-16",52.209999
"94","2007-05-17",52.5
"95","2007-05-18",53
"96","2007-05-21",53.57
"97","2007-05-22",53.720001
"98","2007-05-23",53.57
"99","2007-05-24",53.43
"100","2007-05-25",53.689999
"101","2007-05-29",53.68
"102","2007-05-30",53.43
"103","2007-05-31",53.169998
"104","2007-06-01",53.720001
"105","2007-06-04",53.84
"106","2007-06-05",52.900002
"107","2007-06-06",52.599998
"108","2007-06-07",52.029999
"109","2007-06-08",52.959999
"110","2007-06-11",52.900002
"111","2007-06-12",52.290001
"112","2007-06-13",52.82
"113","2007-06-14",53.150002
"114","2007-06-15",53.41
"115","2007-06-18",53.77
"116","2007-06-19",53.869999
"117","2007-06-20",53.419998
"118","2007-06-21",53.279999
"119","2007-06-22",52.23
"120","2007-06-25",52.130001
"121","2007-06-26",52.200001
"122","2007-06-27",52.77
"123","2007-06-28",53.490002
"124","2007-06-29",53.470001
"125","2007-07-02",53.790001
"126","2007-07-03",54.189999
"127","2007-07-05",54.299999
"128","2007-07-06",54.360001
"129","2007-07-09",53.459999
"130","2007-07-10",52.470001
"131","2007-07-11",52.43
"132","2007-07-12",53.759998
"133","2007-07-13",53.889999
"134","2007-07-16",53.98
"135","2007-07-17",54.23
"136","2007-07-18",53.040001
"137","2007-07-19",53.080002
"138","2007-07-20",52.369999
"139","2007-07-23",52.32
"140","2007-07-24",50.869999
"141","2007-07-25",51.84
"142","2007-07-26",51.349998
"143","2007-07-27",50.75
"144","2007-07-30",50.380001
"145","2007-07-31",49.669998
"146","2007-08-01",50
"147","2007-08-02",50.57
"148","2007-08-03",48.34
"149","2007-08-06",51.610001
"150","2007-08-07",52.27
"151","2007-08-08",53
"152","2007-08-09",50.799999
"153","2007-08-10",50.990002
"154","2007-08-13",51.380001
"155","2007-08-14",50.599998
"156","2007-08-15",49.200001
"157","2007-08-16",52.41
"158","2007-08-17",54.060001
"159","2007-08-20",52.639999
"160","2007-08-21",53.720001
"161","2007-08-22",54.07
"162","2007-08-23",52.169998
"163","2007-08-24",52.169998
"164","2007-08-27",51.669998
"165","2007-08-28",50.93
"166","2007-08-29",51.709999
"167","2007-08-30",50.939999
"168","2007-08-31",51.580002
"169","2007-09-04",52.389999
"170","2007-09-05",51.740002
"171","2007-09-06",51.740002
"172","2007-09-07",50.470001
"173","2007-09-10",50.240002
"174","2007-09-11",50.380001
"175","2007-09-12",50.060001
"176","2007-09-13",50.23
"177","2007-09-14",51
"178","2007-09-17",50.990002
"179","2007-09-18",52
"180","2007-09-19",50.07
"181","2007-09-20",50.049999
"182","2007-09-21",49.689999
"183","2007-09-24",49.619999
"184","2007-09-25",49.450001
"185","2007-09-26",49.900002
"186","2007-09-27",50.07
"187","2007-09-28",50.119999
"188","2007-10-01",50.73
"189","2007-10-02",50.919998
"190","2007-10-03",50.84
"191","2007-10-04",51.139999
"192","2007-10-05",52.279999
"193","2007-10-08",51.689999
"194","2007-10-09",51.41
"195","2007-10-10",50.799999
"196","2007-10-11",50.939999
"197","2007-10-12",50.34
"198","2007-10-15",50.240002
"199","2007-10-16",49.450001
"200","2007-10-17",49.169998
"201","2007-10-18",49
"202","2007-10-19",48.099998
"203","2007-10-22",48.849998
"204","2007-10-23",48.860001
"205","2007-10-24",50.5
"206","2007-10-25",51.93
"207","2007-10-26",53.09
"208","2007-10-29",52.619999
"209","2007-10-30",52.380001
"210","2007-10-31",53.18
"211","2007-11-01",51.279999
"212","2007-11-02",49.990002
"213","2007-11-05",49.98
"214","2007-11-06",51.610001
"215","2007-11-07",49.290001
"216","2007-11-08",50.5
"217","2007-11-09",51.07
