"","date","OFS"
"184","2013-08-02",12.09
"185","2013-08-05",12.18
"186","2013-08-06",12.18
"187","2013-08-07",12.31
"188","2013-08-08",12.17
"189","2013-08-09",12.03
"190","2013-08-12",12.06
"191","2013-08-13",12
"192","2013-08-14",12
"193","2013-08-15",12.01
"194","2013-08-16",12
"195","2013-08-19",11.9
"196","2013-08-20",11.97
"197","2013-08-21",11.94
"198","2013-08-22",12.06
"199","2013-08-23",12.15
"200","2013-08-26",12.15
"201","2013-08-27",12
"202","2013-08-28",12.02
"203","2013-08-29",12.11
"204","2013-08-30",12.15
"205","2013-09-03",12.16
"206","2013-09-04",12.1
"207","2013-09-05",12.05
"208","2013-09-06",11.96
"209","2013-09-09",12.15
"210","2013-09-10",12.16
"211","2013-09-11",12.07
"212","2013-09-12",12.07
"213","2013-09-13",12.2
"214","2013-09-16",12.16
"215","2013-09-17",12.12
"216","2013-09-18",12.21
"217","2013-09-19",12.31
"218","2013-09-20",12.32
"219","2013-09-23",12.5
"220","2013-09-24",12.38
"221","2013-09-25",12.36
"222","2013-09-26",12.53
"223","2013-09-27",12.61
"224","2013-09-30",12.66
"225","2013-10-01",12.53
"226","2013-10-02",12.64
"227","2013-10-03",12.57
"228","2013-10-04",12.75
"229","2013-10-07",12.65
"230","2013-10-08",12.53
"231","2013-10-09",12.46
"232","2013-10-10",12.7
"233","2013-10-11",12.54
"234","2013-10-14",12.95
"235","2013-10-15",12.6
"236","2013-10-16",12.6
"237","2013-10-17",12.35
"238","2013-10-18",12.4
"239","2013-10-21",12.27
"240","2013-10-22",12.2
"241","2013-10-23",12.23
"242","2013-10-24",12.23
"243","2013-10-25",12.11
"244","2013-10-28",12.01
"245","2013-10-29",12.02
"246","2013-10-30",11.96
"247","2013-10-31",11.91
"248","2013-11-01",11.92
"249","2013-11-04",11.9
"250","2013-11-05",11.8
"251","2013-11-06",11.96
"252","2013-11-07",11.88
"253","2013-11-08",11.8
"254","2013-11-11",12.05
"255","2013-11-12",11.95
"256","2013-11-13",11.72
"257","2013-11-14",11.83
"258","2013-11-15",12
"259","2013-11-18",11.9
"260","2013-11-19",11.94
"261","2013-11-20",11.89
"262","2013-11-21",11.89
"263","2013-11-22",11.98
"264","2013-11-25",11.95
"265","2013-11-26",11.7
"266","2013-11-27",11.6
"267","2013-11-29",11.59
"268","2013-12-02",11.88
"269","2013-12-03",11.84
"270","2013-12-04",11.6
"271","2013-12-05",12.53
"272","2013-12-06",12.55
"273","2013-12-09",12.41
"274","2013-12-10",12.29
"275","2013-12-11",12.4
"276","2013-12-12",12.25
"277","2013-12-13",12.22
"278","2013-12-16",12.15
"279","2013-12-17",12.15
"280","2013-12-18",12.46
"281","2013-12-19",12.6
"282","2013-12-20",12.59
"283","2013-12-23",12.49
"284","2013-12-24",12.67
"285","2013-12-26",12.74
"286","2013-12-27",12.72
"287","2013-12-30",12.83
"288","2013-12-31",12.83
"289","2014-01-02",12.53
"290","2014-01-03",12.93
"291","2014-01-06",12.82
"292","2014-01-07",13
"293","2014-01-08",13
"294","2014-01-09",13.06
"295","2014-01-10",13.32
"296","2014-01-13",13.32
"297","2014-01-14",13.2
"298","2014-01-15",13.14
"299","2014-01-16",13.24
"300","2014-01-17",13.37
"301","2014-01-21",13.16
"302","2014-01-22",13.29
"303","2014-01-23",13.26
"304","2014-01-24",13.25
"305","2014-01-27",12.98
"306","2014-01-28",13.13
"307","2014-01-29",12.75
"308","2014-01-30",12.76
"309","2014-01-31",12.94
"310","2014-02-03",12.83
"311","2014-02-04",12.98
"312","2014-02-05",12.87
"313","2014-02-06",12.85
"314","2014-02-07",12.93
"315","2014-02-10",12.98
"316","2014-02-11",12.71
"317","2014-02-12",12.85
"318","2014-02-13",12.65
"319","2014-02-14",12.85
"320","2014-02-18",12.8
"321","2014-02-19",12.81
"322","2014-02-20",12.7
"323","2014-02-21",12.75
"324","2014-02-24",12.79
"325","2014-02-25",12.85
"326","2014-02-26",12.73
"327","2014-02-27",12.39
"328","2014-02-28",12.83
"329","2014-03-03",12.41
"330","2014-03-04",12.66
"331","2014-03-05",12.81
"332","2014-03-06",12.45
"333","2014-03-07",12.35
"334","2014-03-10",12.18
"335","2014-03-11",12.1
"336","2014-03-12",12.28
"337","2014-03-13",12.35
"338","2014-03-14",12.24
"339","2014-03-17",12.05
"340","2014-03-18",11.92
"341","2014-03-19",12.08
"342","2014-03-20",11.96
"343","2014-03-21",12.8
"344","2014-03-24",12.7
"345","2014-03-25",12.69
"346","2014-03-26",12.49
"347","2014-03-27",12.6
"348","2014-03-28",12.7
"349","2014-03-31",12.51
"350","2014-04-01",12.54
"351","2014-04-02",12.8
"352","2014-04-03",12.83
"353","2014-04-04",12.72
"354","2014-04-07",12.7
"355","2014-04-08",12.79
"356","2014-04-09",12.76
"357","2014-04-10",12.8
"358","2014-04-11",12.57
"359","2014-04-14",12.77
"360","2014-04-15",12.92
"361","2014-04-16",12.85
"362","2014-04-17",12.94
"363","2014-04-21",12.91
"364","2014-04-22",12.74
"365","2014-04-23",12.89
"366","2014-04-24",12.73
"367","2014-04-25",12.74
"368","2014-04-28",12.6
"369","2014-04-29",12.43
"370","2014-04-30",12.31
"371","2014-05-01",12.5
"372","2014-05-02",12.54
"373","2014-05-05",12.52
"374","2014-05-06",12.37
"375","2014-05-07",12.3
"376","2014-05-08",12.46
"377","2014-05-09",12.36
"378","2014-05-12",12.4
"379","2014-05-13",12.35
"380","2014-05-14",12.48
"381","2014-05-15",12.52
"382","2014-05-16",12.55
"383","2014-05-19",12.34
"384","2014-05-20",12.34
"385","2014-05-21",12.69
"386","2014-05-22",12.48
"387","2014-05-23",12.72
"388","2014-05-27",12.68
"389","2014-05-28",12.76
"390","2014-05-29",12.76
"391","2014-05-30",12.7
"392","2014-06-02",12.7
"393","2014-06-03",12.76
"394","2014-06-04",12.7
"395","2014-06-05",12.66
"396","2014-06-06",12.68
"397","2014-06-09",12.82
"398","2014-06-10",12.7
"399","2014-06-11",12.83
"400","2014-06-12",12.46
"401","2014-06-13",12.39
"402","2014-06-16",12.59
"403","2014-06-17",12.83
"404","2014-06-18",12.69
"405","2014-06-19",12.69
"406","2014-06-20",12.83
"407","2014-06-23",12.89
"408","2014-06-24",12.85
"409","2014-06-25",12.78
"410","2014-06-26",12.95
"411","2014-06-27",12.56
"412","2014-06-30",13
"413","2014-07-01",13.1
"414","2014-07-02",13.1
"415","2014-07-03",13.1
"416","2014-07-07",13.11
"417","2014-07-08",13.07
"418","2014-07-09",13.08
"419","2014-07-10",12.93
"420","2014-07-11",12.76
"421","2014-07-14",12.83
"422","2014-07-15",12.84
"423","2014-07-16",12.78
"424","2014-07-17",12.65
"425","2014-07-18",12.76
"426","2014-07-21",12.69
"427","2014-07-22",12.75
"428","2014-07-23",12.69
"429","2014-07-24",12.69
"430","2014-07-25",12.74
"431","2014-07-28",12.72
"432","2014-07-29",12.74
"433","2014-07-30",12.64
"434","2014-07-31",12.28
"435","2014-08-01",12.38
"436","2014-08-04",12.31
"437","2014-08-05",12.21
"438","2014-08-06",12.69
"439","2014-08-07",12.55
"440","2014-08-08",12.63
"441","2014-08-11",12.53
"442","2014-08-12",12.6
"443","2014-08-13",12.59
"444","2014-08-14",12.56
"445","2014-08-15",12.51
"446","2014-08-18",12.62
"447","2014-08-19",12.58
"448","2014-08-20",12.61
"449","2014-08-21",12.61
"450","2014-08-22",12.59
"451","2014-08-25",12.62
"452","2014-08-26",12.55
"453","2014-08-27",12.56
"454","2014-08-28",12.7
"455","2014-08-29",12.8
"456","2014-09-02",12.65
"457","2014-09-03",12.58
"458","2014-09-04",12.54
"459","2014-09-05",12.71
"460","2014-09-08",12.76
"461","2014-09-09",12.8
"462","2014-09-10",12.81
"463","2014-09-11",12.95
"464","2014-09-12",12.49
"465","2014-09-15",12.54
"466","2014-09-16",12.39
"467","2014-09-17",12.28
"468","2014-09-18",12.45
"469","2014-09-19",12.4
"470","2014-09-22",12.48
"471","2014-09-23",12.26
"472","2014-09-24",12.46
"473","2014-09-25",12.4
"474","2014-09-26",12.47
"475","2014-09-29",12.3
"476","2014-09-30",12.07
"477","2014-10-01",12.13
"478","2014-10-02",12.38
"479","2014-10-03",12.27
"480","2014-10-06",12.42
"481","2014-10-07",12.45
"482","2014-10-08",12.34
"483","2014-10-09",12.18
"484","2014-10-10",12.16
"485","2014-10-13",11.95
"486","2014-10-14",11.71
"487","2014-10-15",11.66
"488","2014-10-16",11.44
"489","2014-10-17",11.74
"490","2014-10-20",11.58
"491","2014-10-21",11.48
"492","2014-10-22",11.47
"493","2014-10-23",11.36
"494","2014-10-24",11.52
"495","2014-10-27",11.26
"496","2014-10-28",11.52
"497","2014-10-29",11.34
"498","2014-10-30",11.52
"499","2014-10-31",11.7
"500","2014-11-03",11.78
"501","2014-11-04",11.36
"502","2014-11-05",11.47
"503","2014-11-06",11.68
"504","2014-11-07",11.71
"505","2014-11-10",11.69
"506","2014-11-11",11.9
"507","2014-11-12",11.89
"508","2014-11-13",11.89
"509","2014-11-14",11.85
"510","2014-11-17",11.75
"511","2014-11-18",11.8
"512","2014-11-19",11.85
"513","2014-11-20",11.99
"514","2014-11-21",11.89
"515","2014-11-24",12.18
"516","2014-11-25",12.1
"517","2014-11-26",12.22
"518","2014-11-28",12.25
"519","2014-12-01",12.2
"520","2014-12-02",12.24
"521","2014-12-03",12.36
"522","2014-12-04",12.38
"523","2014-12-05",12.25
"524","2014-12-08",12.2
"525","2014-12-09",12.19
"526","2014-12-10",12.27
"527","2014-12-11",12.2
"528","2014-12-12",11.88
"529","2014-12-15",11.68
"530","2014-12-16",11.48
"531","2014-12-17",11.91
"532","2014-12-18",12.1
"533","2014-12-19",12.14
"534","2014-12-22",12.13
"535","2014-12-23",11.98
"536","2014-12-24",12.04
"537","2014-12-26",11.92
"538","2014-12-29",11.99
"539","2014-12-30",11.87
"540","2014-12-31",11.78
"541","2015-01-02",11.71
"542","2015-01-05",11.97
"543","2015-01-06",11.87
"544","2015-01-07",11.97
"545","2015-01-08",12.05
"546","2015-01-09",11.97
"547","2015-01-12",12.03
"548","2015-01-13",11.79
"549","2015-01-14",11.69
"550","2015-01-15",11.59
"551","2015-01-16",11.26
"552","2015-01-20",11.76
"553","2015-01-21",11.76
"554","2015-01-22",12.24
"555","2015-01-23",12.07
"556","2015-01-26",12.09
"557","2015-01-27",11.87
"558","2015-01-28",11.88
"559","2015-01-29",11.99
"560","2015-01-30",11.94
"561","2015-02-02",11.96
"562","2015-02-03",11.86
"563","2015-02-04",11.8
"564","2015-02-05",11.85
"565","2015-02-06",11.9
"566","2015-02-09",11.85
"567","2015-02-10",11.9
"568","2015-02-11",11.39
"569","2015-02-12",11.58
"570","2015-02-13",11.66
"571","2015-02-17",11.6
"572","2015-02-18",11.6
"573","2015-02-19",11.7
"574","2015-02-20",11.67
"575","2015-02-23",11.82
"576","2015-02-24",11.86
"577","2015-02-25",11.9
"578","2015-02-26",11.93
"579","2015-02-27",12.13
"580","2015-03-02",12.44
"581","2015-03-03",12.44
"582","2015-03-04",12.01
"583","2015-03-05",12.42
"584","2015-03-06",12.4
"585","2015-03-09",12.35
"586","2015-03-10",12.34
"587","2015-03-11",12.36
"588","2015-03-12",12.31
"589","2015-03-13",12.26
"590","2015-03-16",12.17
"591","2015-03-17",12.27
"592","2015-03-18",12.14
"593","2015-03-19",12.2
"594","2015-03-20",12.22
"595","2015-03-23",12.09
"596","2015-03-24",12.18
"597","2015-03-25",12.11
"598","2015-03-26",12.13
"599","2015-03-27",12.21
"600","2015-03-30",12.31
"601","2015-03-31",12.25
"602","2015-04-01",12.29
"603","2015-04-02",12.18
"604","2015-04-06",12.09
"605","2015-04-07",12.08
"606","2015-04-08",12.08
"607","2015-04-09",12.24
"608","2015-04-10",12.34
"609","2015-04-13",12.14
"610","2015-04-14",12.19
"611","2015-04-15",12.32
"612","2015-04-16",12.33
"613","2015-04-17",12.28
"614","2015-04-20",12.18
"615","2015-04-21",12.3
"616","2015-04-22",12.26
"617","2015-04-23",12.2
"618","2015-04-24",12.2
"619","2015-04-27",12.18
"620","2015-04-28",12.2
"621","2015-04-29",12.3
"622","2015-04-30",12.3
"623","2015-05-01",12.3
"624","2015-05-04",12.44
"625","2015-05-05",12.45
"626","2015-05-06",12.22
"627","2015-05-07",12.17
"628","2015-05-08",12.25
"629","2015-05-11",12.25
"630","2015-05-12",12.22
"631","2015-05-13",12.28
"632","2015-05-14",12.22
"633","2015-05-15",12.25
"634","2015-05-18",12.24
"635","2015-05-19",12.29
"636","2015-05-20",12.34
"637","2015-05-21",12.35
"638","2015-05-22",12.37
"639","2015-05-26",12.42
"640","2015-05-27",12.42
"641","2015-05-28",12.35
"642","2015-05-29",12.25
"643","2015-06-01",12.29
"644","2015-06-02",12.3
"645","2015-06-03",12.21
"646","2015-06-04",12.27
"647","2015-06-05",12.36
"648","2015-06-08",12.33
"649","2015-06-09",12.2
"650","2015-06-10",12.36
"651","2015-06-11",12.4
"652","2015-06-12",12.29
"653","2015-06-15",12.05
"654","2015-06-16",12.11
"655","2015-06-17",12.05
"656","2015-06-18",12.26
"657","2015-06-19",12.21
"658","2015-06-22",12.42
"659","2015-06-23",12.11
"660","2015-06-24",12.39
"661","2015-06-25",12.1
"662","2015-06-26",12.24
"663","2015-06-29",11.99
"664","2015-06-30",12
"665","2015-07-01",11.97
"666","2015-07-02",12.01
"667","2015-07-06",11.94
"668","2015-07-07",11.84
"669","2015-07-08",11.77
"670","2015-07-09",11.91
"671","2015-07-10",11.9
"672","2015-07-13",11.73
"673","2015-07-14",11.68
"674","2015-07-15",11.78
"675","2015-07-16",11.75
"676","2015-07-17",11.53
"677","2015-07-20",11.37
"678","2015-07-21",11.4
"679","2015-07-22",11.78
"680","2015-07-23",11.29
"681","2015-07-24",11.24
"682","2015-07-27",10.86
"683","2015-07-28",10.71
"684","2015-07-29",11.08
"685","2015-07-30",10.91
"686","2015-07-31",10.92
"687","2015-08-03",10.9
"688","2015-08-04",10.73
"689","2015-08-05",10.77
"690","2015-08-06",10.38
"691","2015-08-07",10.99
"692","2015-08-10",11.36
"693","2015-08-11",11.27
"694","2015-08-12",11.16
"695","2015-08-13",11.07
"696","2015-08-14",11.25
"697","2015-08-17",11.37
"698","2015-08-18",11.31
"699","2015-08-19",11.31
"700","2015-08-20",11.39
"701","2015-08-21",10.55
"702","2015-08-24",10.14
"703","2015-08-25",10.44
"704","2015-08-26",10.55
"705","2015-08-27",10.74
"706","2015-08-28",10.75
"707","2015-08-31",11.04
"708","2015-09-01",10.88
"709","2015-09-02",10.39
"710","2015-09-03",10.63
"711","2015-09-04",10.58
"712","2015-09-08",10.66
"713","2015-09-09",10.68
"714","2015-09-10",10.81
"715","2015-09-11",11.16
"716","2015-09-14",10.67
"717","2015-09-15",10.56
"718","2015-09-16",10.65
"719","2015-09-17",10.83
"720","2015-09-18",10.93
"721","2015-09-21",11.04
"722","2015-09-22",11.08
"723","2015-09-23",11.22
"724","2015-09-24",11.03
"725","2015-09-25",11.15
"726","2015-09-28",10.67
"727","2015-09-29",10.17
"728","2015-09-30",10.24
"729","2015-10-01",10.62
"730","2015-10-02",10.5
"731","2015-10-05",10.41
"732","2015-10-06",10.36
"733","2015-10-07",10.42
"734","2015-10-08",10.36
"735","2015-10-09",10.38
"736","2015-10-12",10.46
"737","2015-10-13",10.51
"738","2015-10-14",10.48
"739","2015-10-15",10.53
"740","2015-10-16",10.58
"741","2015-10-19",10.89
"742","2015-10-20",11.1
"743","2015-10-21",11.1
"744","2015-10-22",10.94
"745","2015-10-23",11
"746","2015-10-26",11.04
"747","2015-10-27",10.81
"748","2015-10-28",11.16
"749","2015-10-29",11.09
"750","2015-10-30",10.89
"751","2015-11-02",11.01
"752","2015-11-03",11.02
"753","2015-11-04",11.09
"754","2015-11-05",10.8
"755","2015-11-06",11.01
"756","2015-11-09",11.15
"757","2015-11-10",10.97
"758","2015-11-11",10.86
"759","2015-11-12",10.82
"760","2015-11-13",11
"761","2015-11-16",10.76
"762","2015-11-17",11.01
"763","2015-11-18",10.97
"764","2015-11-19",10.99
"765","2015-11-20",10.96
"766","2015-11-23",10.98
"767","2015-11-24",10.89
"768","2015-11-25",10.94
"769","2015-11-27",10.87
"770","2015-11-30",10.96
"771","2015-12-01",11.06
"772","2015-12-02",11.1
"773","2015-12-03",10.8
"774","2015-12-04",10.85
"775","2015-12-07",10.95
"776","2015-12-08",10.86
"777","2015-12-09",10.78
"778","2015-12-10",10.97
"779","2015-12-11",10.81
"780","2015-12-14",10.87
"781","2015-12-15",10.46
"782","2015-12-16",10.98
"783","2015-12-17",10.91
"784","2015-12-18",10.74
"785","2015-12-21",10.7
"786","2015-12-22",10.94
"787","2015-12-23",10.87
"788","2015-12-24",11.06
"789","2015-12-28",11.13
"790","2015-12-29",11.27
"791","2015-12-30",11.53
"792","2015-12-31",11.48
"793","2016-01-04",11.62
"794","2016-01-05",11.63
"795","2016-01-06",11.74
"796","2016-01-07",11.57
"797","2016-01-08",11.49
"798","2016-01-11",11.51
"799","2016-01-12",11.17
"800","2016-01-13",10.83
"801","2016-01-14",10.98
"802","2016-01-15",10.59
"803","2016-01-19",10.47
"804","2016-01-20",10.21
"805","2016-01-21",10.14
"806","2016-01-22",10.3
"807","2016-01-25",10.12
"808","2016-01-26",10.62
"809","2016-01-27",10.71
"810","2016-01-28",10.91
"811","2016-01-29",11.02
"812","2016-02-01",10.98
"813","2016-02-02",11.01
"814","2016-02-03",10.86
"815","2016-02-04",10.97
"816","2016-02-05",11.01
"817","2016-02-08",10.76
"818","2016-02-09",10.79
"819","2016-02-10",10.8
"820","2016-02-11",10.84
"821","2016-02-12",10.74
"822","2016-02-16",11.01
"823","2016-02-17",10.93
"824","2016-02-18",10.96
"825","2016-02-19",10.96
"826","2016-02-22",10.83
"827","2016-02-23",10.89
"828","2016-02-24",10.97
"829","2016-02-25",10.95
"830","2016-02-26",10.95
"831","2016-02-29",11.02
"832","2016-03-01",11.55
"833","2016-03-02",11.37
"834","2016-03-03",11.47
"835","2016-03-04",11.54
"836","2016-03-07",11.59
"837","2016-03-08",11.66
"838","2016-03-09",11.63
"839","2016-03-10",11.69
"840","2016-03-11",12.11
"841","2016-03-14",12.25
"842","2016-03-15",12.21
"843","2016-03-16",12.08
"844","2016-03-17",12.22
"845","2016-03-18",12.31
"846","2016-03-21",12.39
"847","2016-03-22",12.4
"848","2016-03-23",12.42
"849","2016-03-24",12.61
"850","2016-03-28",12.81
"851","2016-03-29",12.88
"852","2016-03-30",12.93
"853","2016-03-31",12.95
"854","2016-04-01",13
"855","2016-04-04",13.22
"856","2016-04-05",13.07
"857","2016-04-06",13.2
"858","2016-04-07",13.3
"859","2016-04-08",13.3
"860","2016-04-11",13.22
"861","2016-04-12",13
"862","2016-04-13",12.96
"863","2016-04-14",12.86
"864","2016-04-15",12.34
"865","2016-04-18",12.7
"866","2016-04-19",12.92
"867","2016-04-20",12.94
"868","2016-04-21",12.87
"869","2016-04-22",13.01
"870","2016-04-25",13.12
"871","2016-04-26",13.37
"872","2016-04-27",13.35
"873","2016-04-28",13.31
"874","2016-04-29",13.2
"875","2016-05-02",12.99
"876","2016-05-03",12.88
"877","2016-05-04",13.31
"878","2016-05-05",13.48
"879","2016-05-06",13.28
"880","2016-05-09",13.21
"881","2016-05-10",13.3
"882","2016-05-11",13.31
"883","2016-05-12",13.35
"884","2016-05-13",13.2
"885","2016-05-16",13.39
"886","2016-05-17",13.49
"887","2016-05-18",13.4
"888","2016-05-19",13.37
"889","2016-05-20",13.31
"890","2016-05-23",13.29
"891","2016-05-24",13.4
"892","2016-05-25",13.37
"893","2016-05-26",13.6
"894","2016-05-27",13.57
"895","2016-05-31",13.39
"896","2016-06-01",13.58
"897","2016-06-02",13.57
"898","2016-06-03",13.65
"899","2016-06-06",13.15
"900","2016-06-07",13.09
"901","2016-06-08",12.64
"902","2016-06-09",12.69
"903","2016-06-10",12.59
"904","2016-06-13",12.37
"905","2016-06-14",12.32
"906","2016-06-15",12.14
"907","2016-06-16",12.19
"908","2016-06-17",12.31
"909","2016-06-20",12.79
"910","2016-06-21",12.67
"911","2016-06-22",12.76
"912","2016-06-23",13.07
"913","2016-06-24",12.81
"914","2016-06-27",12.62
"915","2016-06-28",12.83
"916","2016-06-29",12.77
"917","2016-06-30",12.85
"918","2016-07-01",12.94
"919","2016-07-05",13.21
"920","2016-07-06",13.09
"921","2016-07-07",13.05
"922","2016-07-08",13.35
"923","2016-07-11",13.49
"924","2016-07-12",13.64
"925","2016-07-13",13.68
"926","2016-07-14",13.11
"927","2016-07-15",13.11
"928","2016-07-18",13.64
"929","2016-07-19",13.75
"930","2016-07-20",13.74
"931","2016-07-21",13.69
"932","2016-07-22",13.52
"933","2016-07-25",13.65
"934","2016-07-26",13.33
"935","2016-07-27",13.66
"936","2016-07-28",13.56
"937","2016-07-29",13.69
"938","2016-08-01",13.71
"939","2016-08-02",13.48
"940","2016-08-03",13.43
"941","2016-08-04",13.54
"942","2016-08-05",13.55
"943","2016-08-08",13.54
"944","2016-08-09",13.61
"945","2016-08-10",13.72
"946","2016-08-11",13.72
"947","2016-08-12",13.8
"948","2016-08-15",13.7
"949","2016-08-16",13.68
"950","2016-08-17",13.91
"951","2016-08-18",13.7
"952","2016-08-19",13.78
"953","2016-08-22",13.73
"954","2016-08-23",13.93
"955","2016-08-24",13.98
"956","2016-08-25",13.88
"957","2016-08-26",14
"958","2016-08-29",13.99
"959","2016-08-30",13.87
"960","2016-08-31",13.88
"961","2016-09-01",13.8
"962","2016-09-02",13.79
"963","2016-09-06",13.84
"964","2016-09-07",14.02
"965","2016-09-08",14.19
"966","2016-09-09",13.92
"967","2016-09-12",13.97
"968","2016-09-13",13.88
"969","2016-09-14",13.35
"970","2016-09-15",13.25
"971","2016-09-16",13.44
"972","2016-09-19",13.43
"973","2016-09-20",13.35
"974","2016-09-21",13.46
"975","2016-09-22",13.41
"976","2016-09-23",13.31
"977","2016-09-26",13.29
"978","2016-09-27",13.17
"979","2016-09-28",13.23
"980","2016-09-29",13.15
"981","2016-09-30",13.03
"982","2016-10-03",13.7
"983","2016-10-04",13.68
"984","2016-10-05",13.85
"985","2016-10-06",13.61
"986","2016-10-07",13.55
"987","2016-10-10",13.56
"988","2016-10-11",13.32
"989","2016-10-12",13.47
"990","2016-10-13",13.86
"991","2016-10-14",13.75
"992","2016-10-17",13.6
"993","2016-10-18",13.87
"994","2016-10-19",14
"995","2016-10-20",13.91
"996","2016-10-21",13.95
"997","2016-10-24",13.96
"998","2016-10-25",14.09
"999","2016-10-26",13.96
"1000","2016-10-27",13.76
"1001","2016-10-28",13.73
