"","date","AGNCN"
"1","2017-08-16",24.85
"2","2017-08-17",24.950001
"3","2017-08-18",24.98
"4","2017-08-21",24.950001
"5","2017-08-22",25.01
"6","2017-08-23",25.07
"7","2017-08-24",25.02
"8","2017-08-25",25.09
"9","2017-08-28",25.09
"10","2017-08-29",25.07
"11","2017-08-30",25.09
"12","2017-08-31",25.09
"13","2017-09-01",25.120001
"14","2017-09-05",25.07
"15","2017-09-06",25.229
"16","2017-09-07",25.34
"17","2017-09-08",25.349001
"18","2017-09-11",25.32
"19","2017-09-12",25.370001
"20","2017-09-13",25.309999
"21","2017-09-14",25.379999
"22","2017-09-15",25.33
"23","2017-09-18",25.450001
"24","2017-09-19",25.389999
"25","2017-09-20",25.4
"26","2017-09-21",25.360001
"27","2017-09-22",25.4
"28","2017-09-25",25.454
"29","2017-09-26",25.5
"30","2017-09-27",25.540001
"31","2017-09-28",25.48
"32","2017-09-29",25.84
"33","2017-10-02",25.75
"34","2017-10-03",25.66
"35","2017-10-04",25.68
"36","2017-10-05",25.77
"37","2017-10-06",25.75
"38","2017-10-09",25.719999
"39","2017-10-10",25.73
"40","2017-10-11",25.799999
"41","2017-10-12",25.91
"42","2017-10-13",26.139999
"43","2017-10-16",26.190001
"44","2017-10-17",26.200001
"45","2017-10-18",26.440001
"46","2017-10-19",26.459999
"47","2017-10-20",26.450001
"48","2017-10-23",26.540001
"49","2017-10-24",26.459999
"50","2017-10-25",26.459999
"51","2017-10-26",26.59
"52","2017-10-27",26.559999
"53","2017-10-30",26.549999
"54","2017-10-31",26.75
"55","2017-11-01",26.49
"56","2017-11-02",26.48
"57","2017-11-03",26.43
"58","2017-11-06",26.35
"59","2017-11-07",26.360001
"60","2017-11-08",26.209999
"61","2017-11-09",26.110001
"62","2017-11-10",26.25
"63","2017-11-13",26.15
"64","2017-11-14",26.26
"65","2017-11-15",26.469999
"66","2017-11-16",25.82
"67","2017-11-17",25.799999
"68","2017-11-20",25.860001
"69","2017-11-21",25.84
"70","2017-11-22",25.98
"71","2017-11-24",26.028
"72","2017-11-27",26.01
"73","2017-11-28",25.99
"74","2017-11-29",25.9
"75","2017-11-30",25.82
"76","2017-12-01",25.889999
"77","2017-12-04",26
"78","2017-12-05",26.07
"79","2017-12-06",25.940001
"80","2017-12-07",26.280001
"81","2017-12-08",26.27
"82","2017-12-11",26.25
"83","2017-12-12",26.24
"84","2017-12-13",26.209999
"85","2017-12-14",26.309999
"86","2017-12-15",26.18
"87","2017-12-18",26.275
"88","2017-12-19",26.25
"89","2017-12-20",26.120001
"90","2017-12-21",26.32
"91","2017-12-22",26.41
"92","2017-12-26",26.42
"93","2017-12-27",26.4
"94","2017-12-28",25.780001
"95","2017-12-29",25.719999
"96","2018-01-02",25.860001
"97","2018-01-03",25.870001
"98","2018-01-04",25.83
"99","2018-01-05",25.84
"100","2018-01-08",26.030001
"101","2018-01-09",25.92
"102","2018-01-10",25.85
"103","2018-01-11",25.950001
"104","2018-01-12",25.950001
"105","2018-01-16",25.889999
"106","2018-01-17",25.870001
"107","2018-01-18",25.75
"108","2018-01-19",26.059999
"109","2018-01-22",25.91
"110","2018-01-23",25.9
"111","2018-01-24",25.790001
"112","2018-01-25",25.66
"113","2018-01-26",25.530001
"114","2018-01-29",25.389999
"115","2018-01-30",25.26
"116","2018-01-31",25.440001
"117","2018-02-01",25.43
"118","2018-02-02",25.43
"119","2018-02-05",25.370001
"120","2018-02-06",25.4
"121","2018-02-07",25.450001
"122","2018-02-08",25.450001
"123","2018-02-09",25.42
"124","2018-02-12",25.469999
"125","2018-02-13",25.299999
"126","2018-02-14",25.200001
"127","2018-02-15",25.51
"128","2018-02-16",25.48
"129","2018-02-20",25.450001
"130","2018-02-21",25.4
"131","2018-02-22",25.18
"132","2018-02-23",25.18
"133","2018-02-26",25.18
"134","2018-02-27",25.200001
"135","2018-02-28",25.190001
"136","2018-03-01",25.15
"137","2018-03-02",25
"138","2018-03-05",25.27
"139","2018-03-06",25.459999
"140","2018-03-07",25.49
"141","2018-03-08",25.57
"142","2018-03-09",25.65
"143","2018-03-12",25.700001
"144","2018-03-13",25.639999
"145","2018-03-14",25.67
"146","2018-03-15",25.690001
"147","2018-03-16",25.790001
"148","2018-03-19",25.709999
"149","2018-03-20",25.610001
"150","2018-03-21",25.6
"151","2018-03-22",25.74
"152","2018-03-23",25.719999
"153","2018-03-26",25.82
"154","2018-03-27",25.940001
"155","2018-03-28",25.58
"156","2018-03-29",25.48
"157","2018-04-02",25.34
"158","2018-04-03",25.35
"159","2018-04-04",25.42
"160","2018-04-05",25.450001
"161","2018-04-06",25.450001
"162","2018-04-09",25.559999
"163","2018-04-10",25.6
"164","2018-04-11",25.610001
"165","2018-04-12",25.58
"166","2018-04-13",25.58
"167","2018-04-16",25.450001
"168","2018-04-17",25.440001
"169","2018-04-18",25.35
"170","2018-04-19",25.290001
"171","2018-04-20",25.370001
"172","2018-04-23",25.35
"173","2018-04-24",25.379999
"174","2018-04-25",25.379999
"175","2018-04-26",25.42
"176","2018-04-27",25.6
"177","2018-04-30",25.48
"178","2018-05-01",25.48
"179","2018-05-02",25.41
"180","2018-05-03",25.35
"181","2018-05-04",25.370001
"182","2018-05-07",25.34
"183","2018-05-08",25.34
"184","2018-05-09",25.290001
"185","2018-05-10",25.35
"186","2018-05-11",25.33
"187","2018-05-14",25.379999
"188","2018-05-15",25.639999
"189","2018-05-16",25.68
"190","2018-05-17",25.6
"191","2018-05-18",25.67
"192","2018-05-21",25.66
"193","2018-05-22",25.65
"194","2018-05-23",25.67
"195","2018-05-24",25.700001
"196","2018-05-25",25.83
"197","2018-05-29",25.610001
"198","2018-05-30",25.620001
"199","2018-05-31",25.790001
"200","2018-06-01",25.719999
"201","2018-06-04",25.85
"202","2018-06-05",25.950001
"203","2018-06-06",26.059999
"204","2018-06-07",25.99
"205","2018-06-08",26.07
"206","2018-06-11",25.77
"207","2018-06-12",25.872
"208","2018-06-13",25.799999
"209","2018-06-14",25.82
"210","2018-06-15",25.860001
"211","2018-06-18",25.92
"212","2018-06-19",25.99
"213","2018-06-20",26.045
"214","2018-06-21",26.01
"215","2018-06-22",25.92
"216","2018-06-25",25.969999
"217","2018-06-26",25.959999
"218","2018-06-27",26
"219","2018-06-28",25.9
"220","2018-06-29",26
"221","2018-07-02",26.030001
"222","2018-07-03",25.799999
"223","2018-07-05",26.1
"224","2018-07-06",26
"225","2018-07-09",26.01
"226","2018-07-10",26.040001
"227","2018-07-11",25.99
"228","2018-07-12",25.98
"229","2018-07-13",25.799999
"230","2018-07-16",25.83
"231","2018-07-17",25.719999
"232","2018-07-18",25.700001
"233","2018-07-19",25.700001
"234","2018-07-20",26.26
"235","2018-07-23",25.950001
"236","2018-07-24",25.969999
"237","2018-07-25",25.709999
"238","2018-07-26",25.93
"239","2018-07-27",26.049999
"240","2018-07-30",25.959999
"241","2018-07-31",25.916
"242","2018-08-01",25.780001
"243","2018-08-02",25.99
"244","2018-08-03",25.799999
"245","2018-08-06",25.83
"246","2018-08-07",25.799999
"247","2018-08-08",25.91
"248","2018-08-09",25.99
"249","2018-08-10",26
"250","2018-08-13",26.09
"251","2018-08-14",26.110001
"252","2018-08-15",26.07
"253","2018-08-16",26.23
"254","2018-08-17",26.200001
"255","2018-08-20",26.299999
"256","2018-08-21",26.4
"257","2018-08-22",26.351
"258","2018-08-23",26.4
"259","2018-08-24",26.4
"260","2018-08-27",26.469999
"261","2018-08-28",26.540001
"262","2018-08-29",26.360001
"263","2018-08-30",26.48
"264","2018-08-31",26.26
"265","2018-09-04",26.299999
"266","2018-09-05",26.360001
"267","2018-09-06",26.26
"268","2018-09-07",26.34
"269","2018-09-10",26.289
"270","2018-09-11",26.200001
"271","2018-09-12",26.290001
"272","2018-09-13",26.35
"273","2018-09-14",26.299999
"274","2018-09-17",26.450001
"275","2018-09-18",26.65
"276","2018-09-19",26.450001
"277","2018-09-20",26.41
"278","2018-09-21",26.52
"279","2018-09-24",26.42
"280","2018-09-25",26.459999
"281","2018-09-26",26.5
"282","2018-09-27",26.43
"283","2018-09-28",25.98
"284","2018-10-01",26.07
"285","2018-10-02",25.950001
"286","2018-10-03",25.799999
"287","2018-10-04",25.799999
"288","2018-10-05",25.57
"289","2018-10-08",25.6
"290","2018-10-09",25.540001
"291","2018-10-10",25.540001
"292","2018-10-11",25.35
"293","2018-10-12",25.48
"294","2018-10-15",25.32
"295","2018-10-16",25.32
"296","2018-10-17",25.33
"297","2018-10-18",25.23
"298","2018-10-19",25.42
"299","2018-10-22",25.319
"300","2018-10-23",25.32
"301","2018-10-24",25.219999
"302","2018-10-25",25.25
"303","2018-10-26",25.219999
"304","2018-10-29",25.25
"305","2018-10-30",25.299999
"306","2018-10-31",25.299999
"307","2018-11-01",25.48
"308","2018-11-02",25.360001
"309","2018-11-05",25.360001
"310","2018-11-06",25.389999
"311","2018-11-07",25.459999
"312","2018-11-08",25.493
"313","2018-11-09",25.469999
"314","2018-11-12",25.5
"315","2018-11-13",25.549999
"316","2018-11-14",25.549999
"317","2018-11-15",25.51
"318","2018-11-16",25.549999
"319","2018-11-19",25.48
"320","2018-11-20",25.450001
"321","2018-11-21",25.549999
"322","2018-11-23",25.5
"323","2018-11-26",25.49
"324","2018-11-27",25.49
"325","2018-11-28",25.52
"326","2018-11-29",25.620001
"327","2018-11-30",25.639999
"328","2018-12-03",25.639999
"329","2018-12-04",25.620001
"330","2018-12-06",25.6
"331","2018-12-07",25.552
"332","2018-12-10",25.530001
"333","2018-12-11",25.459999
"334","2018-12-12",25.290001
"335","2018-12-13",25.280001
"336","2018-12-14",25.389999
"337","2018-12-17",25.379999
"338","2018-12-18",25.290001
"339","2018-12-19",25.35
"340","2018-12-20",25.33
"341","2018-12-21",25.33
"342","2018-12-24",25.278999
"343","2018-12-26",25.450001
"344","2018-12-27",25.5
"345","2018-12-28",25.139999
"346","2018-12-31",25.280001
"347","2019-01-02",25.559999
"348","2019-01-03",25.59
"349","2019-01-04",25.459999
"350","2019-01-07",25.5
"351","2019-01-08",25.594
"352","2019-01-09",25.620001
"353","2019-01-10",25.450001
"354","2019-01-11",25.469999
"355","2019-01-14",25.4
"356","2019-01-15",25.49
"357","2019-01-16",25.4
"358","2019-01-17",25.290001
"359","2019-01-18",25.5
"360","2019-01-22",25.459999
"361","2019-01-23",25.620001
"362","2019-01-24",25.617001
"363","2019-01-25",25.620001
"364","2019-01-28",25.58
"365","2019-01-29",25.57
"366","2019-01-30",25.6
"367","2019-01-31",25.18
"368","2019-02-01",25.34
"369","2019-02-04",25.41
"370","2019-02-05",25.549999
"371","2019-02-06",25.566
"372","2019-02-07",25.33
"373","2019-02-08",25.483999
"374","2019-02-11",25.540001
"375","2019-02-12",25.5
"376","2019-02-13",25.690001
"377","2019-02-14",25.75
"378","2019-02-15",25.889999
"379","2019-02-19",25.870001
"380","2019-02-20",25.780001
"381","2019-02-21",25.799999
"382","2019-02-22",25.969999
"383","2019-02-25",25.799999
"384","2019-02-26",25.83
"385","2019-02-27",25.700001
"386","2019-02-28",25.57
"387","2019-03-01",25.65
"388","2019-03-04",25.700001
"389","2019-03-05",25.98
"390","2019-03-06",25.860001
"391","2019-03-07",25.83
"392","2019-03-08",25.84
"393","2019-03-11",25.860001
"394","2019-03-12",25.83
"395","2019-03-13",25.870001
"396","2019-03-14",25.889999
"397","2019-03-15",26
"398","2019-03-18",26.02
"399","2019-03-19",25.98
"400","2019-03-20",26.07
"401","2019-03-21",26.059
"402","2019-03-22",26.15
"403","2019-03-25",26.084999
"404","2019-03-26",26.105
"405","2019-03-27",25.940001
"406","2019-03-28",25.934999
"407","2019-03-29",25.610001
"408","2019-04-01",25.620001
"409","2019-04-02",25.871
"410","2019-04-03",25.85
"411","2019-04-04",25.809999
"412","2019-04-05",25.82
"413","2019-04-08",25.809999
"414","2019-04-09",25.73
"415","2019-04-10",25.719999
"416","2019-04-11",25.799999
"417","2019-04-12",25.690001
"418","2019-04-15",25.68
"419","2019-04-16",25.719999
"420","2019-04-17",25.805
"421","2019-04-18",25.860001
"422","2019-04-22",25.73
"423","2019-04-23",25.76
"424","2019-04-24",25.82
"425","2019-04-25",25.83
"426","2019-04-26",25.809999
"427","2019-04-29",25.85
"428","2019-04-30",25.9
"429","2019-05-01",25.92
"430","2019-05-02",25.870001
"431","2019-05-03",25.83
"432","2019-05-06",25.790001
"433","2019-05-07",25.780001
"434","2019-05-08",25.879999
"435","2019-05-09",25.82
"436","2019-05-10",25.76
"437","2019-05-13",25.75
"438","2019-05-14",25.889999
"439","2019-05-15",25.93
"440","2019-05-16",25.959999
"441","2019-05-17",26.040001
"442","2019-05-20",26.1
"443","2019-05-21",25.98
"444","2019-05-22",25.99
"445","2019-05-23",25.940001
"446","2019-05-24",25.945
"447","2019-05-28",25.92
"448","2019-05-29",26
"449","2019-05-30",25.959999
"450","2019-05-31",25.77
"451","2019-06-03",25.799999
"452","2019-06-04",25.9
"453","2019-06-05",25.85
"454","2019-06-06",25.898001
