"","date","STKL"
"97","2007-05-22",11.5
"98","2007-05-23",11.44
"99","2007-05-24",11.59
"100","2007-05-25",12.12
"101","2007-05-29",11.75
"102","2007-05-30",11.74
"103","2007-05-31",11.82
"104","2007-06-01",11.92
"105","2007-06-04",11.61
"106","2007-06-05",11.3
"107","2007-06-06",11.1
"108","2007-06-07",10.98
"109","2007-06-08",11.33
"110","2007-06-11",11.21
"111","2007-06-12",11.13
"112","2007-06-13",11.25
"113","2007-06-14",11.14
"114","2007-06-15",11.1
"115","2007-06-18",11
"116","2007-06-19",10.91
"117","2007-06-20",10.81
"118","2007-06-21",11.01
"119","2007-06-22",11.14
"120","2007-06-25",11.08
"121","2007-06-26",11.23
"122","2007-06-27",11.08
"123","2007-06-28",11.08
"124","2007-06-29",11.15
"125","2007-07-02",11.15
"126","2007-07-03",11.33
"127","2007-07-05",11.3
"128","2007-07-06",11.44
"129","2007-07-09",11.83
"130","2007-07-10",11.72
"131","2007-07-11",11.62
"132","2007-07-12",11.91
"133","2007-07-13",11.96
"134","2007-07-16",11.89
"135","2007-07-17",11.97
"136","2007-07-18",11.59
"137","2007-07-19",11.87
"138","2007-07-20",11.96
"139","2007-07-23",12.16
"140","2007-07-24",11.66
"141","2007-07-25",11.51
"142","2007-07-26",11.26
"143","2007-07-27",11.01
"144","2007-07-30",11.26
"145","2007-07-31",11.27
"146","2007-08-01",11.32
"147","2007-08-02",11.36
"148","2007-08-03",11.32
"149","2007-08-06",11.36
"150","2007-08-07",12.31
"151","2007-08-08",13.26
"152","2007-08-09",13.89
"153","2007-08-10",13.01
"154","2007-08-13",12.27
"155","2007-08-14",12.35
"156","2007-08-15",12.43
"157","2007-08-16",12.25
"158","2007-08-17",12.57
"159","2007-08-20",12.87
"160","2007-08-21",12.65
"161","2007-08-22",12.63
"162","2007-08-23",12.61
"163","2007-08-24",12.57
"164","2007-08-27",12.91
"165","2007-08-28",12.73
"166","2007-08-29",13.04
"167","2007-08-30",12.78
"168","2007-08-31",12.97
"169","2007-09-04",13.37
"170","2007-09-05",13.66
"171","2007-09-06",13.61
"172","2007-09-07",13.42
"173","2007-09-10",13.39
"174","2007-09-11",13.91
"175","2007-09-12",13.95
"176","2007-09-13",13.53
"177","2007-09-14",13.72
"178","2007-09-17",13.56
"179","2007-09-18",14.07
"180","2007-09-19",14.66
"181","2007-09-20",13.97
"182","2007-09-21",13.93
"183","2007-09-24",13.99
"184","2007-09-25",13.9
"185","2007-09-26",14.26
"186","2007-09-27",14.46
"187","2007-09-28",14.49
"188","2007-10-01",14.97
"189","2007-10-02",15.06
"190","2007-10-03",14.99
"191","2007-10-04",14.77
"192","2007-10-05",14.85
"193","2007-10-08",14.84
"194","2007-10-09",15.19
"195","2007-10-10",14.56
"196","2007-10-11",14.53
"197","2007-10-12",14.38
"198","2007-10-15",14.43
"199","2007-10-16",13.97
"200","2007-10-17",13.61
"201","2007-10-18",13.48
"202","2007-10-19",13.41
"203","2007-10-22",13.53
"204","2007-10-23",13.96
"205","2007-10-24",14.79
"206","2007-10-25",14.59
"207","2007-10-26",14.28
"208","2007-10-29",14.66
"209","2007-10-30",14.69
"210","2007-10-31",14.98
"211","2007-11-01",14.62
"212","2007-11-02",14.2
"213","2007-11-05",13.75
"214","2007-11-06",13.63
"215","2007-11-07",13.65
"216","2007-11-08",14.05
"217","2007-11-09",14.04
"218","2007-11-12",13.12
"219","2007-11-13",13.65
"220","2007-11-14",13.93
"221","2007-11-15",14.02
"222","2007-11-16",13.74
"223","2007-11-19",13.45
"224","2007-11-20",13.44
"225","2007-11-21",13.19
"226","2007-11-23",13.35
"227","2007-11-26",13.03
"228","2007-11-27",13.42
"229","2007-11-28",13.89
"230","2007-11-29",14.23
"231","2007-11-30",14.31
"232","2007-12-03",14.26
"233","2007-12-04",13.25
"234","2007-12-05",13.58
"235","2007-12-06",13.75
"236","2007-12-07",13.49
"237","2007-12-10",13.6
"238","2007-12-11",12.96
"239","2007-12-12",13.13
"240","2007-12-13",12.9
"241","2007-12-14",13.06
"242","2007-12-17",12.09
"243","2007-12-18",11.78
"244","2007-12-19",11.94
"245","2007-12-20",12.18
"246","2007-12-21",12.59
"247","2007-12-24",13.06
"248","2007-12-26",12.94
"249","2007-12-27",12.91
"250","2007-12-28",13.26
"251","2007-12-31",13.35
"252","2008-01-02",12.79
"253","2008-01-03",12.68
"254","2008-01-04",12.61
"255","2008-01-07",12.66
"256","2008-01-08",12.29
"257","2008-01-09",11.84
"258","2008-01-10",11.92
"259","2008-01-11",11.93
"260","2008-01-14",11.84
"261","2008-01-15",11.24
"262","2008-01-16",10.65
"263","2008-01-17",10.65
"264","2008-01-18",9.86
"265","2008-01-22",9.05
"266","2008-01-23",8.95
"267","2008-01-24",9.56
"268","2008-01-25",6.05
"269","2008-01-28",5.76
"270","2008-01-29",5.46
"271","2008-01-30",5.46
"272","2008-01-31",5.45
"273","2008-02-01",5.6
"274","2008-02-04",6.34
"275","2008-02-05",6.37
"276","2008-02-06",6.21
"277","2008-02-07",6.26
"278","2008-02-08",6.17
"279","2008-02-11",6.27
"280","2008-02-12",6.32
"281","2008-02-13",6.49
"282","2008-02-14",6.26
"283","2008-02-15",6.17
"284","2008-02-19",6.42
"285","2008-02-20",6.29
"286","2008-02-21",6.2
"287","2008-02-22",6.17
"288","2008-02-25",6.28
"289","2008-02-26",6.27
"290","2008-02-27",6.25
"291","2008-02-28",6.15
"292","2008-02-29",6.07
"293","2008-03-03",6.02
"294","2008-03-04",5.59
"295","2008-03-05",5.54
"296","2008-03-06",5.24
"297","2008-03-07",5.02
"298","2008-03-10",4.98
"299","2008-03-11",5.19
"300","2008-03-12",5.1
"301","2008-03-13",4.99
"302","2008-03-14",4.93
"303","2008-03-17",4.67
"304","2008-03-18",4.87
"305","2008-03-19",4.89
"306","2008-03-20",4.8
"307","2008-03-24",4.86
"308","2008-03-25",5.25
"309","2008-03-26",5.7
"310","2008-03-27",5.41
"311","2008-03-28",5.1
"312","2008-03-31",5.1
"313","2008-04-01",5.21
"314","2008-04-02",5.04
"315","2008-04-03",4.99
"316","2008-04-04",5.01
"317","2008-04-07",4.85
"318","2008-04-08",4.94
"319","2008-04-09",5.02
"320","2008-04-10",5.07
"321","2008-04-11",5.06
"322","2008-04-14",5
"323","2008-04-15",4.99
"324","2008-04-16",5.06
"325","2008-04-17",5.07
"326","2008-04-18",5.13
"327","2008-04-21",5.41
"328","2008-04-22",5.19
"329","2008-04-23",5.01
"330","2008-04-24",5.11
"331","2008-04-25",5.35
"332","2008-04-28",5.43
"333","2008-04-29",5.45
"334","2008-04-30",5.53
"335","2008-05-01",5.66
"336","2008-05-02",5.48
"337","2008-05-05",5.68
"338","2008-05-06",5.65
"339","2008-05-07",5.69
"340","2008-05-08",5.7
"341","2008-05-09",5.71
"342","2008-05-12",5.69
"343","2008-05-13",5.82
"344","2008-05-14",6.01
"345","2008-05-15",5.98
"346","2008-05-16",6.04
"347","2008-05-19",6.37
"348","2008-05-20",6.47
"349","2008-05-21",6.2
"350","2008-05-22",6.23
"351","2008-05-23",6.08
"352","2008-05-27",6.27
"353","2008-05-28",6.37
"354","2008-05-29",6.54
"355","2008-05-30",6.62
"356","2008-06-02",6.54
"357","2008-06-03",6.62
"358","2008-06-04",7.65
"359","2008-06-05",7.54
"360","2008-06-06",7.47
"361","2008-06-09",7.09
"362","2008-06-10",7.01
"363","2008-06-11",7.11
"364","2008-06-12",7.01
"365","2008-06-13",7.2
"366","2008-06-16",7.17
"367","2008-06-17",7.07
"368","2008-06-18",6.94
"369","2008-06-19",7.06
"370","2008-06-20",6.99
"371","2008-06-23",7.08
"372","2008-06-24",7
"373","2008-06-25",6.99
"374","2008-06-26",6.48
"375","2008-06-27",5.17
"376","2008-06-30",5.19
"377","2008-07-01",5.25
"378","2008-07-02",5.25
"379","2008-07-03",5.28
"380","2008-07-07",5.25
"381","2008-07-08",5.15
"382","2008-07-09",5.54
"383","2008-07-10",5.4
"384","2008-07-11",5.25
"385","2008-07-14",5.3
"386","2008-07-15",5.3
"387","2008-07-16",5.33
"388","2008-07-17",5.3
"389","2008-07-18",5.35
"390","2008-07-21",5.4
"391","2008-07-22",5.37
"392","2008-07-23",5.45
"393","2008-07-24",5.22
"394","2008-07-25",4.99
"395","2008-07-28",4.97
"396","2008-07-29",5.07
"397","2008-07-30",5.34
"398","2008-07-31",5.31
"399","2008-08-01",5.2
"400","2008-08-04",5.05
"401","2008-08-05",5.1
"402","2008-08-06",5.12
"403","2008-08-07",5
"404","2008-08-08",5.12
"405","2008-08-11",5.93
"406","2008-08-12",5.69
"407","2008-08-13",6.12
"408","2008-08-14",6.39
"409","2008-08-15",6.33
"410","2008-08-18",6.11
"411","2008-08-19",6.34
"412","2008-08-20",6.38
"413","2008-08-21",6.54
"414","2008-08-22",6.51
"415","2008-08-25",6.52
"416","2008-08-26",6.45
"417","2008-08-27",6.48
"418","2008-08-28",6.88
"419","2008-08-29",6.66
"420","2008-09-02",7.04
"421","2008-09-03",7.05
"422","2008-09-04",6.87
"423","2008-09-05",6.63
"424","2008-09-08",6.41
"425","2008-09-09",6.11
"426","2008-09-10",5.68
"427","2008-09-11",5.82
"428","2008-09-12",5.99
"429","2008-09-15",5.92
"430","2008-09-16",5.85
"431","2008-09-17",5.77
"432","2008-09-18",6.23
"433","2008-09-19",6.51
"434","2008-09-22",6.45
"435","2008-09-23",6.32
"436","2008-09-24",6.43
"437","2008-09-25",6.61
"438","2008-09-26",6.63
"439","2008-09-29",6.02
"440","2008-09-30",6.16
"441","2008-10-01",6.5
"442","2008-10-02",6.13
"443","2008-10-03",5.74
"444","2008-10-06",5.58
"445","2008-10-07",5.16
"446","2008-10-08",4.92
"447","2008-10-09",4.51
"448","2008-10-10",4.28
"449","2008-10-13",4.35
"450","2008-10-14",4.65
"451","2008-10-15",4.29
"452","2008-10-16",4.11
"453","2008-10-17",4.16
"454","2008-10-20",4.27
"455","2008-10-21",4.18
"456","2008-10-22",4.11
"457","2008-10-23",3.91
"458","2008-10-24",3.72
"459","2008-10-27",3.44
"460","2008-10-28",3.51
"461","2008-10-29",3.89
"462","2008-10-30",4.08
"463","2008-10-31",4.11
"464","2008-11-03",4.44
"465","2008-11-04",4.06
"466","2008-11-05",3.91
"467","2008-11-06",3.42
"468","2008-11-07",3.48
"469","2008-11-10",2.89
"470","2008-11-11",2.84
"471","2008-11-12",2.58
"472","2008-11-13",2.49
"473","2008-11-14",2.16
"474","2008-11-17",2.02
"475","2008-11-18",1.76
"476","2008-11-19",1.75
"477","2008-11-20",1.53
"478","2008-11-21",1.28
"479","2008-11-24",1.29
"480","2008-11-25",1.38
"481","2008-11-26",1.44
"482","2008-11-28",1.9
"483","2008-12-01",1.5
"484","2008-12-02",1.49
"485","2008-12-03",1.59
"486","2008-12-04",1.49
"487","2008-12-05",1.51
"488","2008-12-08",1.75
"489","2008-12-09",1.82
"490","2008-12-10",1.86
"491","2008-12-11",1.52
"492","2008-12-12",1.63
"493","2008-12-15",1.55
"494","2008-12-16",1.9
"495","2008-12-17",1.89
"496","2008-12-18",1.94
"497","2008-12-19",1.77
"498","2008-12-22",1.6
"499","2008-12-23",1.63
"500","2008-12-24",1.66
"501","2008-12-26",1.72
"502","2008-12-29",1.55
"503","2008-12-30",1.5
"504","2008-12-31",1.57
"505","2009-01-02",1.87
"506","2009-01-05",1.92
"507","2009-01-06",1.94
"508","2009-01-07",1.87
"509","2009-01-08",1.96
"510","2009-01-09",2.45
"511","2009-01-12",2.66
"512","2009-01-13",2.81
"513","2009-01-14",2.49
"514","2009-01-15",2.62
"515","2009-01-16",2.54
"516","2009-01-20",2.25
"517","2009-01-21",2.26
"518","2009-01-22",2.27
"519","2009-01-23",2.52
"520","2009-01-26",2.4
"521","2009-01-27",2.45
"522","2009-01-28",2.47
"523","2009-01-29",2.47
"524","2009-01-30",2.36
"525","2009-02-02",2.33
"526","2009-02-03",2.33
"527","2009-02-04",2.29
"528","2009-02-05",2.22
"529","2009-02-06",2.23
"530","2009-02-09",2.24
"531","2009-02-10",2.01
"532","2009-02-11",2.03
"533","2009-02-12",1.96
"534","2009-02-13",1.92
"535","2009-02-17",1.79
"536","2009-02-18",1.73
"537","2009-02-19",1.62
"538","2009-02-20",1.4
"539","2009-02-23",1.21
"540","2009-02-24",1.18
"541","2009-02-25",1.19
"542","2009-02-26",1.17
"543","2009-02-27",1.12
"544","2009-03-02",1.02
"545","2009-03-03",0.98
"546","2009-03-04",0.95
"547","2009-03-05",0.8
"548","2009-03-06",0.92
"549","2009-03-09",0.93
"550","2009-03-10",0.91
"551","2009-03-11",0.89
"552","2009-03-12",0.93
"553","2009-03-13",0.97
"554","2009-03-16",1.13
"555","2009-03-17",1.22
"556","2009-03-18",1.22
"557","2009-03-19",1.43
"558","2009-03-20",1.35
"559","2009-03-23",1.63
"560","2009-03-24",2.11
"561","2009-03-25",1.86
"562","2009-03-26",1.88
"563","2009-03-27",1.92
"564","2009-03-30",1.79
"565","2009-03-31",1.73
"566","2009-04-01",1.78
"567","2009-04-02",1.77
"568","2009-04-03",1.76
"569","2009-04-06",1.73
"570","2009-04-07",1.71
"571","2009-04-08",1.67
"572","2009-04-09",1.75
"573","2009-04-13",1.75
"574","2009-04-14",1.69
"575","2009-04-15",1.57
"576","2009-04-16",1.47
"577","2009-04-17",1.46
"578","2009-04-20",1.46
"579","2009-04-21",1.58
"580","2009-04-22",1.7
"581","2009-04-23",1.65
"582","2009-04-24",1.65
"583","2009-04-27",1.57
"584","2009-04-28",1.65
"585","2009-04-29",1.68
"586","2009-04-30",1.8
"587","2009-05-01",1.73
"588","2009-05-04",1.88
"589","2009-05-05",1.99
"590","2009-05-06",1.92
"591","2009-05-07",1.94
"592","2009-05-08",1.89
"593","2009-05-11",1.86
"594","2009-05-12",1.76
"595","2009-05-13",1.64
"596","2009-05-14",1.58
"597","2009-05-15",1.49
"598","2009-05-18",1.47
"599","2009-05-19",1.5
"600","2009-05-20",1.48
"601","2009-05-21",1.48
"602","2009-05-22",1.49
"603","2009-05-26",1.65
"604","2009-05-27",1.67
"605","2009-05-28",1.72
"606","2009-05-29",1.77
"607","2009-06-01",1.87
"608","2009-06-02",1.83
"609","2009-06-03",1.86
"610","2009-06-04",2.04
"611","2009-06-05",2.04
"612","2009-06-08",2.17
"613","2009-06-09",2.24
"614","2009-06-10",2.15
"615","2009-06-11",2.1
"616","2009-06-12",2.14
"617","2009-06-15",2.03
"618","2009-06-16",2
"619","2009-06-17",1.98
"620","2009-06-18",2.05
"621","2009-06-19",2.17
"622","2009-06-22",2.3
"623","2009-06-23",2.17
"624","2009-06-24",2.31
"625","2009-06-25",2.36
"626","2009-06-26",2.45
"627","2009-06-29",2.42
"628","2009-06-30",2.39
"629","2009-07-01",2.46
"630","2009-07-02",2.36
"631","2009-07-06",2.25
"632","2009-07-07",2.16
"633","2009-07-08",2.2
"634","2009-07-09",2.08
"635","2009-07-10",2.05
"636","2009-07-13",2.11
"637","2009-07-14",2.17
"638","2009-07-15",2.25
"639","2009-07-16",2.26
"640","2009-07-17",2.25
"641","2009-07-20",2.26
"642","2009-07-21",2.24
"643","2009-07-22",2.24
"644","2009-07-23",2.24
"645","2009-07-24",2.24
"646","2009-07-27",2.24
"647","2009-07-28",2.24
"648","2009-07-29",2.24
"649","2009-07-30",2.22
"650","2009-07-31",2.26
"651","2009-08-03",2.33
"652","2009-08-04",2.72
"653","2009-08-05",2.85
"654","2009-08-06",2.73
"655","2009-08-07",3.07
"656","2009-08-10",3.27
"657","2009-08-11",3.18
"658","2009-08-12",3.24
"659","2009-08-13",3.33
"660","2009-08-14",3.33
"661","2009-08-17",3.35
"662","2009-08-18",3.52
"663","2009-08-19",3.46
"664","2009-08-20",3.49
"665","2009-08-21",3.6
"666","2009-08-24",3.87
"667","2009-08-25",3.71
"668","2009-08-26",3.8
"669","2009-08-27",3.74
"670","2009-08-28",3.5
"671","2009-08-31",3.56
"672","2009-09-01",3.53
"673","2009-09-02",3.49
"674","2009-09-03",3.54
"675","2009-09-04",3.65
"676","2009-09-08",3.68
"677","2009-09-09",3.72
"678","2009-09-10",3.76
"679","2009-09-11",3.74
"680","2009-09-14",3.82
"681","2009-09-15",3.81
"682","2009-09-16",3.87
"683","2009-09-17",3.92
"684","2009-09-18",3.97
"685","2009-09-21",3.83
"686","2009-09-22",3.97
"687","2009-09-23",3.86
"688","2009-09-24",3.8
"689","2009-09-25",3.79
"690","2009-09-28",4.12
"691","2009-09-29",4.02
"692","2009-09-30",4.05
"693","2009-10-01",4.08
"694","2009-10-02",4.11
"695","2009-10-05",4.11
"696","2009-10-06",4.3
"697","2009-10-07",4.26
"698","2009-10-08",4.32
"699","2009-10-09",4.31
"700","2009-10-12",4.2
"701","2009-10-13",4.08
"702","2009-10-14",4.11
"703","2009-10-15",4.09
"704","2009-10-16",4.11
"705","2009-10-19",4.02
"706","2009-10-20",3.99
"707","2009-10-21",3.88
"708","2009-10-22",3.91
"709","2009-10-23",3.82
"710","2009-10-26",3.74
"711","2009-10-27",3.76
"712","2009-10-28",3.59
"713","2009-10-29",3.67
"714","2009-10-30",3.69
"715","2009-11-02",3.68
"716","2009-11-03",3.67
"717","2009-11-04",3.68
"718","2009-11-05",3.71
"719","2009-11-06",3.29
"720","2009-11-09",3.41
"721","2009-11-10",3.19
"722","2009-11-11",3.33
"723","2009-11-12",3.4
"724","2009-11-13",3.51
"725","2009-11-16",3.75
"726","2009-11-17",3.79
"727","2009-11-18",3.68
"728","2009-11-19",3.72
"729","2009-11-20",3.75
"730","2009-11-23",3.8
"731","2009-11-24",3.72
"732","2009-11-25",3.67
"733","2009-11-27",3.67
"734","2009-11-30",3.36
"735","2009-12-01",3.48
"736","2009-12-02",3.45
"737","2009-12-03",3.28
"738","2009-12-04",3.26
"739","2009-12-07",3.12
"740","2009-12-08",3.22
"741","2009-12-09",3.34
"742","2009-12-10",3.39
"743","2009-12-11",3.46
"744","2009-12-14",3.46
"745","2009-12-15",3.4
"746","2009-12-16",3.38
"747","2009-12-17",3.33
"748","2009-12-18",3.34
"749","2009-12-21",3.39
"750","2009-12-22",3.33
"751","2009-12-23",3.36
"752","2009-12-24",3.36
"753","2009-12-28",3.33
"754","2009-12-29",3.35
"755","2009-12-30",3.38
"756","2009-12-31",3.36
"757","2010-01-04",3.36
"758","2010-01-05",3.34
"759","2010-01-06",3.21
"760","2010-01-07",3.16
"761","2010-01-08",3.15
"762","2010-01-11",3.15
"763","2010-01-12",3.07
"764","2010-01-13",3.21
"765","2010-01-14",3.17
"766","2010-01-15",3.19
"767","2010-01-19",3.15
"768","2010-01-20",3.1
"769","2010-01-21",3.15
"770","2010-01-22",3.23
"771","2010-01-25",3.13
"772","2010-01-26",3.06
"773","2010-01-27",3.13
"774","2010-01-28",2.99
"775","2010-01-29",2.91
"776","2010-02-01",2.95
"777","2010-02-02",2.95
"778","2010-02-03",2.9
"779","2010-02-04",2.75
"780","2010-02-05",2.78
"781","2010-02-08",2.77
"782","2010-02-09",2.75
"783","2010-02-10",2.71
"784","2010-02-11",2.9
"785","2010-02-12",2.81
"786","2010-02-16",2.84
"787","2010-02-17",2.88
"788","2010-02-18",3
"789","2010-02-19",2.87
"790","2010-02-22",2.98
"791","2010-02-23",3.04
"792","2010-02-24",3.1
"793","2010-02-25",3.05
"794","2010-02-26",3
"795","2010-03-01",3.05
"796","2010-03-02",3.16
"797","2010-03-03",3.15
"798","2010-03-04",3.26
"799","2010-03-05",3.37
"800","2010-03-08",3.3
"801","2010-03-09",3.33
"802","2010-03-10",3.64
"803","2010-03-11",3.95
"804","2010-03-12",3.91
"805","2010-03-15",3.96
"806","2010-03-16",3.95
"807","2010-03-17",3.95
"808","2010-03-18",3.92
"809","2010-03-19",3.91
"810","2010-03-22",3.93
"811","2010-03-23",3.88
"812","2010-03-24",3.89
"813","2010-03-25",4.03
"814","2010-03-26",4.09
"815","2010-03-29",4.17
"816","2010-03-30",4.21
"817","2010-03-31",4.15
"818","2010-04-01",4.16
"819","2010-04-05",4.09
"820","2010-04-06",4.12
"821","2010-04-07",4.26
"822","2010-04-08",4.21
"823","2010-04-09",4.4
"824","2010-04-12",4.55
"825","2010-04-13",4.57
"826","2010-04-14",4.61
"827","2010-04-15",4.66
"828","2010-04-16",4.61
"829","2010-04-19",4.56
"830","2010-04-20",4.6
"831","2010-04-21",4.6
"832","2010-04-22",4.64
"833","2010-04-23",4.68
"834","2010-04-26",4.65
"835","2010-04-27",4.52
"836","2010-04-28",4.55
"837","2010-04-29",4.58
"838","2010-04-30",4.53
"839","2010-05-03",4.73
"840","2010-05-04",4.49
"841","2010-05-05",4.44
"842","2010-05-06",4.2
"843","2010-05-07",3.95
"844","2010-05-10",4.1
"845","2010-05-11",4.45
"846","2010-05-12",4.56
"847","2010-05-13",4.81
"848","2010-05-14",4.86
"849","2010-05-17",4.93
"850","2010-05-18",4.96
"851","2010-05-19",4.73
"852","2010-05-20",4.8
"853","2010-05-21",4.83
"854","2010-05-24",4.77
"855","2010-05-25",4.6
"856","2010-05-26",4.64
"857","2010-05-27",4.75
"858","2010-05-28",4.72
"859","2010-06-01",4.99
"860","2010-06-02",4.87
"861","2010-06-03",4.92
"862","2010-06-04",4.75
"863","2010-06-07",4.75
"864","2010-06-08",4.75
"865","2010-06-09",4.8
"866","2010-06-10",4.95
"867","2010-06-11",5.05
"868","2010-06-14",5.03
"869","2010-06-15",5.16
"870","2010-06-16",5.13
"871","2010-06-17",5.05
"872","2010-06-18",4.89
"873","2010-06-21",4.63
"874","2010-06-22",4.78
"875","2010-06-23",4.71
"876","2010-06-24",4.82
"877","2010-06-25",4.79
"878","2010-06-28",4.72
"879","2010-06-29",4.32
"880","2010-06-30",4.38
"881","2010-07-01",4.26
"882","2010-07-02",4.17
"883","2010-07-06",4.02
"884","2010-07-07",4.25
"885","2010-07-08",4.44
"886","2010-07-09",4.49
"887","2010-07-12",4.37
"888","2010-07-13",4.69
"889","2010-07-14",4.67
"890","2010-07-15",4.56
"891","2010-07-16",4.51
"892","2010-07-19",4.58
"893","2010-07-20",4.87
"894","2010-07-21",4.8
"895","2010-07-22",4.92
"896","2010-07-23",5.04
"897","2010-07-26",5.1
"898","2010-07-27",5.01
"899","2010-07-28",5.05
"900","2010-07-29",5.07
"901","2010-07-30",5.03
"902","2010-08-02",5.06
"903","2010-08-03",5.4
"904","2010-08-04",5.4
"905","2010-08-05",5.31
"906","2010-08-06",5.5
"907","2010-08-09",5.62
"908","2010-08-10",5.61
"909","2010-08-11",5.3
"910","2010-08-12",5.59
"911","2010-08-13",5.62
"912","2010-08-16",5.68
"913","2010-08-17",5.77
"914","2010-08-18",5.97
"915","2010-08-19",5.88
"916","2010-08-20",5.57
"917","2010-08-23",5.74
"918","2010-08-24",5.61
"919","2010-08-25",5.35
"920","2010-08-26",5.19
"921","2010-08-27",5.38
"922","2010-08-30",5.22
"923","2010-08-31",5.24
"924","2010-09-01",5.72
"925","2010-09-02",5.76
"926","2010-09-03",5.85
"927","2010-09-07",5.85
"928","2010-09-08",5.81
"929","2010-09-09",5.83
"930","2010-09-10",5.75
"931","2010-09-13",5.86
"932","2010-09-14",5.83
"933","2010-09-15",5.9
"934","2010-09-16",5.81
"935","2010-09-17",5.72
"936","2010-09-20",5.83
"937","2010-09-21",5.82
"938","2010-09-22",5.77
"939","2010-09-23",5.74
"940","2010-09-24",5.76
"941","2010-09-27",5.79
"942","2010-09-28",5.81
"943","2010-09-29",5.86
"944","2010-09-30",6.09
"945","2010-10-01",6.26
"946","2010-10-04",6.16
"947","2010-10-05",6.24
"948","2010-10-06",6.28
"949","2010-10-07",6.19
"950","2010-10-08",6.2
"951","2010-10-11",6.29
"952","2010-10-12",5.81
"953","2010-10-13",5.97
"954","2010-10-14",5.92
"955","2010-10-15",5.91
"956","2010-10-18",5.93
"957","2010-10-19",5.99
"958","2010-10-20",6.18
"959","2010-10-21",6.08
"960","2010-10-22",6.21
"961","2010-10-25",6.3
"962","2010-10-26",6.29
"963","2010-10-27",6.27
"964","2010-10-28",6.32
"965","2010-10-29",6.46
"966","2010-11-01",6.5
"967","2010-11-02",6.61
"968","2010-11-03",6.85
"969","2010-11-04",7.09
"970","2010-11-05",7.19
"971","2010-11-08",7.33
"972","2010-11-09",7.39
"973","2010-11-10",7.49
"974","2010-11-11",7.03
"975","2010-11-12",6.66
"976","2010-11-15",6.89
"977","2010-11-16",6.89
"978","2010-11-17",6.68
"979","2010-11-18",6.91
"980","2010-11-19",6.77
"981","2010-11-22",6.7
"982","2010-11-23",6.58
"983","2010-11-24",6.98
"984","2010-11-26",7
"985","2010-11-29",6.82
"986","2010-11-30",6.93
"987","2010-12-01",6.95
"988","2010-12-02",6.97
"989","2010-12-03",7.15
"990","2010-12-06",7.2
"991","2010-12-07",7.17
"992","2010-12-08",7.26
"993","2010-12-09",7.51
"994","2010-12-10",7.52
"995","2010-12-13",7.74
"996","2010-12-14",7.76
"997","2010-12-15",7.97
"998","2010-12-16",8.04
"999","2010-12-17",8.2
"1000","2010-12-20",8.71
