"","date","SGH"
"111","2017-10-30",30.02
"112","2017-10-31",31.370001
"113","2017-11-01",29.959999
"114","2017-11-02",30.65
"115","2017-11-03",30.549999
"116","2017-11-06",30.959999
"117","2017-11-07",30.549999
"118","2017-11-08",30.76
"119","2017-11-09",29.82
"120","2017-11-10",29.549999
"121","2017-11-13",29.51
"122","2017-11-14",28.98
"123","2017-11-15",28.700001
"124","2017-11-16",35.98
"125","2017-11-17",36.41
"126","2017-11-20",33.419998
"127","2017-11-21",36.529999
"128","2017-11-22",40.650002
"129","2017-11-24",36.200001
"130","2017-11-27",36.695
"131","2017-11-28",36.709999
"132","2017-11-29",34.740002
"133","2017-11-30",29.99
"134","2017-12-01",31.120001
"135","2017-12-04",29.809999
"136","2017-12-05",29.209999
"137","2017-12-06",28.1
"138","2017-12-07",29.280001
"139","2017-12-08",29.65
"140","2017-12-11",28.09
"141","2017-12-12",28.5
"142","2017-12-13",29.26
"143","2017-12-14",29.389999
"144","2017-12-15",30
"145","2017-12-18",30.83
"146","2017-12-19",30.25
"147","2017-12-20",31.65
"148","2017-12-21",31.110001
"149","2017-12-22",34.23
"150","2017-12-26",33.580002
"151","2017-12-27",34.73
"152","2017-12-28",34.349998
"153","2017-12-29",33.700001
"154","2018-01-02",35.77
"155","2018-01-03",35.369999
"156","2018-01-04",35.25
"157","2018-01-05",36.330002
"158","2018-01-08",36.470001
"159","2018-01-09",35.529999
"160","2018-01-10",34.279999
"161","2018-01-11",34.549999
"162","2018-01-12",34.630001
"163","2018-01-16",35.75
"164","2018-01-17",36.68
"165","2018-01-18",37.490002
"166","2018-01-19",38.880001
"167","2018-01-22",38.919998
"168","2018-01-23",38.25
"169","2018-01-24",38.119999
"170","2018-01-25",37.25
"171","2018-01-26",38.349998
"172","2018-01-29",38.959999
"173","2018-01-30",35.880001
"174","2018-01-31",36.27
"175","2018-02-01",34.849998
"176","2018-02-02",32.57
"177","2018-02-05",31.23
"178","2018-02-06",33.950001
"179","2018-02-07",34.285
"180","2018-02-08",31.6
"181","2018-02-09",32.18
"182","2018-02-12",33.439999
"183","2018-02-13",33.169998
"184","2018-02-14",34.200001
"185","2018-02-15",32.75
"186","2018-02-16",32.73
"187","2018-02-20",33.110001
"188","2018-02-21",33.040001
"189","2018-02-22",31.85
"190","2018-02-23",33.200001
"191","2018-02-26",34.470001
"192","2018-02-27",35.130001
"193","2018-02-28",34.720001
"194","2018-03-01",33.799999
"195","2018-03-02",35.16
"196","2018-03-05",35.459999
"197","2018-03-06",37.93
"198","2018-03-07",37.490002
"199","2018-03-08",39.705002
"200","2018-03-09",39.610001
"201","2018-03-12",39.900002
"202","2018-03-13",38.82
"203","2018-03-14",39.82
"204","2018-03-15",42.16
"205","2018-03-16",44.220001
"206","2018-03-19",42.290001
"207","2018-03-20",44.919998
"208","2018-03-21",46.880001
"209","2018-03-22",44.07
"210","2018-03-23",48.919998
"211","2018-03-26",54
"212","2018-03-27",54.450001
"213","2018-03-28",49.700001
"214","2018-03-29",49.84
"215","2018-04-02",50.869999
"216","2018-04-03",49.939999
"217","2018-04-04",45.66
"218","2018-04-05",46.220001
"219","2018-04-06",43.580002
"220","2018-04-09",42.759998
"221","2018-04-10",45.169998
"222","2018-04-11",44.950001
"223","2018-04-12",45.18
"224","2018-04-13",44.990002
"225","2018-04-16",42.549999
"226","2018-04-17",44.09
"227","2018-04-18",43.939999
"228","2018-04-19",43.240002
"229","2018-04-20",41.810001
"230","2018-04-23",39
"231","2018-04-24",38.939999
"232","2018-04-25",38.900002
"233","2018-04-26",41.220001
"234","2018-04-27",39
"235","2018-04-30",39.150002
"236","2018-05-01",40.599998
"237","2018-05-02",39.389999
"238","2018-05-03",40.09
"239","2018-05-04",41.029999
"240","2018-05-07",42.900002
"241","2018-05-08",43.970001
"242","2018-05-09",45.09
"243","2018-05-10",45.93
"244","2018-05-11",46.029999
"245","2018-05-14",46.060001
"246","2018-05-15",45.549999
"247","2018-05-16",47.990002
"248","2018-05-17",47.150002
"249","2018-05-18",42.830002
"250","2018-05-21",44.009998
"251","2018-05-22",45.459999
"252","2018-05-23",45.09
"253","2018-05-24",45.34
"254","2018-05-25",45.509998
"255","2018-05-29",46.369999
"256","2018-05-30",45.650002
"257","2018-05-31",44.529999
"258","2018-06-01",45.919998
"259","2018-06-04",46.5
"260","2018-06-05",47.549999
"261","2018-06-06",50.610001
"262","2018-06-07",45.5
"263","2018-06-08",41.380001
"264","2018-06-11",43.310001
"265","2018-06-12",44.689999
"266","2018-06-13",43.040001
"267","2018-06-14",42.799999
"268","2018-06-15",42.049999
"269","2018-06-18",43.18
"270","2018-06-19",41.220001
"271","2018-06-20",40.540001
"272","2018-06-21",39.849998
"273","2018-06-22",35.060001
"274","2018-06-25",33.32
"275","2018-06-26",31.879999
"276","2018-06-27",31.709999
"277","2018-06-28",31.709999
"278","2018-06-29",31.870001
"279","2018-07-02",31.77
"280","2018-07-03",30.719999
"281","2018-07-05",31.52
"282","2018-07-06",31.23
"283","2018-07-09",31.92
"284","2018-07-10",31.77
"285","2018-07-11",30.719999
"286","2018-07-12",31.1
"287","2018-07-13",30.48
"288","2018-07-16",31.43
"289","2018-07-17",32.259998
"290","2018-07-18",32.580002
"291","2018-07-19",33.049999
"292","2018-07-20",31.950001
"293","2018-07-23",32.02
"294","2018-07-24",31.299999
"295","2018-07-25",31.93
"296","2018-07-26",31.75
"297","2018-07-27",32.330002
"298","2018-07-30",30.43
"299","2018-07-31",30.530001
"300","2018-08-01",30.82
"301","2018-08-02",31.35
"302","2018-08-03",31.370001
"303","2018-08-06",32.689999
"304","2018-08-07",32.099998
"305","2018-08-08",31.870001
"306","2018-08-09",32.110001
"307","2018-08-10",31.530001
"308","2018-08-13",30.26
"309","2018-08-14",31.120001
"310","2018-08-15",29.290001
"311","2018-08-16",29.370001
"312","2018-08-17",30.35
"313","2018-08-20",31.049999
"314","2018-08-21",31.51
"315","2018-08-22",32.389999
"316","2018-08-23",32.43
"317","2018-08-24",32.540001
"318","2018-08-27",33.759998
"319","2018-08-28",33.490002
"320","2018-08-29",33.41
"321","2018-08-30",32.349998
"322","2018-08-31",32.990002
"323","2018-09-04",32.220001
"324","2018-09-05",31.360001
"325","2018-09-06",30.040001
"326","2018-09-07",30.540001
"327","2018-09-10",30.57
"328","2018-09-11",30.35
"329","2018-09-12",29.65
"330","2018-09-13",30.32
"331","2018-09-14",30.07
"332","2018-09-17",29.59
"333","2018-09-18",29.940001
"334","2018-09-19",29.77
"335","2018-09-20",30.450001
"336","2018-09-21",29.83
"337","2018-09-24",29.719999
"338","2018-09-25",29.290001
"339","2018-09-26",28.67
"340","2018-09-27",28.92
"341","2018-09-28",28.74
"342","2018-10-01",28.57
"343","2018-10-02",29.290001
"344","2018-10-03",28.93
"345","2018-10-04",27.17
"346","2018-10-05",34.150002
"347","2018-10-08",30.709999
"348","2018-10-09",28.23
"349","2018-10-10",28.59
"350","2018-10-11",30.25
"351","2018-10-12",32.720001
"352","2018-10-15",31.65
"353","2018-10-16",31.809999
"354","2018-10-17",32.040001
"355","2018-10-18",30.969999
"356","2018-10-19",29.530001
"357","2018-10-22",29.120001
"358","2018-10-23",28.65
"359","2018-10-24",26.549999
"360","2018-10-25",27.809999
"361","2018-10-26",26.76
"362","2018-10-29",26.360001
"363","2018-10-30",27.190001
"364","2018-10-31",28.01
"365","2018-11-01",30.02
"366","2018-11-02",31.01
"367","2018-11-05",29.15
"368","2018-11-06",29.42
"369","2018-11-07",30.32
"370","2018-11-08",29.68
"371","2018-11-09",30.030001
"372","2018-11-12",28.75
"373","2018-11-13",28.370001
"374","2018-11-14",29.129999
"375","2018-11-15",29.790001
"376","2018-11-16",31.9
"377","2018-11-19",30.059999
"378","2018-11-20",30.879999
"379","2018-11-21",31.4
"380","2018-11-23",31.549999
"381","2018-11-26",32.450001
"382","2018-11-27",32.509998
"383","2018-11-28",33.16
"384","2018-11-29",33.290001
"385","2018-11-30",34.290001
"386","2018-12-03",34.75
"387","2018-12-04",33.380001
"388","2018-12-06",33.52
"389","2018-12-07",32.310001
"390","2018-12-10",31.469999
"391","2018-12-11",31.190001
"392","2018-12-12",31.23
"393","2018-12-13",31.1
"394","2018-12-14",30.08
"395","2018-12-17",28.09
"396","2018-12-18",31.32
"397","2018-12-19",30.76
"398","2018-12-20",29.83
"399","2018-12-21",28.75
"400","2018-12-24",28.09
"401","2018-12-26",28.879999
"402","2018-12-27",29.25
"403","2018-12-28",29.639999
"404","2018-12-31",29.700001
"405","2019-01-02",31.290001
"406","2019-01-03",29.07
"407","2019-01-04",29.65
"408","2019-01-07",31.67
"409","2019-01-08",31.91
"410","2019-01-09",23.92
"411","2019-01-10",24.209999
"412","2019-01-11",24.6
"413","2019-01-14",23.059999
"414","2019-01-15",22.889999
"415","2019-01-16",22.969999
"416","2019-01-17",22.75
"417","2019-01-18",22.709999
"418","2019-01-22",21.549999
"419","2019-01-23",21.51
"420","2019-01-24",22.83
"421","2019-01-25",23.82
"422","2019-01-28",24.6
"423","2019-01-29",23.809999
"424","2019-01-30",24.42
"425","2019-01-31",24.809999
"426","2019-02-01",25.84
"427","2019-02-04",26.34
"428","2019-02-05",26.85
"429","2019-02-06",28.23
"430","2019-02-07",27.75
"431","2019-02-08",28.040001
"432","2019-02-11",27.969999
"433","2019-02-12",28.450001
"434","2019-02-13",28.59
"435","2019-02-14",28.799999
"436","2019-02-15",28.91
"437","2019-02-19",29.26
"438","2019-02-20",29.610001
"439","2019-02-21",29.73
"440","2019-02-22",30.83
"441","2019-02-25",31.33
"442","2019-02-26",30.860001
"443","2019-02-27",30.309999
"444","2019-02-28",29.309999
"445","2019-03-01",28.379999
"446","2019-03-04",26.98
"447","2019-03-05",25.450001
"448","2019-03-06",23.25
"449","2019-03-07",23.4
"450","2019-03-08",23.440001
"451","2019-03-11",23.73
"452","2019-03-12",23.74
"453","2019-03-13",23.5
"454","2019-03-14",23.09
"455","2019-03-15",24.23
"456","2019-03-18",24.780001
"457","2019-03-19",25.030001
"458","2019-03-20",23.84
"459","2019-03-21",25.01
"460","2019-03-22",23.42
"461","2019-03-25",23.450001
"462","2019-03-26",23.389999
"463","2019-03-27",23.200001
"464","2019-03-28",23.870001
"465","2019-03-29",19.200001
"466","2019-04-01",20.5
"467","2019-04-02",20.200001
"468","2019-04-03",21.719999
"469","2019-04-04",21.58
"470","2019-04-05",21.870001
"471","2019-04-08",22.209999
"472","2019-04-09",21.799999
"473","2019-04-10",22.129999
"474","2019-04-11",21.01
"475","2019-04-12",21.83
"476","2019-04-15",21.25
"477","2019-04-16",21.940001
"478","2019-04-17",21.870001
"479","2019-04-18",22.24
"480","2019-04-22",22.33
"481","2019-04-23",22.629999
"482","2019-04-24",22.82
"483","2019-04-25",22.360001
"484","2019-04-26",21.68
"485","2019-04-29",21.690001
"486","2019-04-30",21.74
"487","2019-05-01",21.950001
"488","2019-05-02",21.879999
"489","2019-05-03",22.440001
"490","2019-05-06",22.26
"491","2019-05-07",21.559999
"492","2019-05-08",21.469999
"493","2019-05-09",20.59
"494","2019-05-10",20.530001
"495","2019-05-13",19.4
"496","2019-05-14",19.76
"497","2019-05-15",20.18
"498","2019-05-16",19.620001
"499","2019-05-17",18.83
"500","2019-05-20",18.25
"501","2019-05-21",18.75
"502","2019-05-22",18.25
"503","2019-05-23",17.58
"504","2019-05-24",17.73
"505","2019-05-28",17.299999
"506","2019-05-29",17.450001
"507","2019-05-30",17.58
"508","2019-05-31",17.030001
"509","2019-06-03",17.4
"510","2019-06-04",18.190001
"511","2019-06-05",18.110001
"512","2019-06-06",18.1
"513","2019-06-07",18.76
"514","2019-06-10",19.51
"515","2019-06-11",19.49
"516","2019-06-12",18.92
"517","2019-06-13",19.120001
"518","2019-06-14",18.65
"519","2019-06-17",18.299999
"520","2019-06-18",19.24
"521","2019-06-19",19.389999
"522","2019-06-20",19.389999
"523","2019-06-21",19.299999
"524","2019-06-24",19.6
"525","2019-06-25",19.129999
"526","2019-06-26",20.91
"527","2019-06-27",21.52
"528","2019-06-28",22.99
"529","2019-07-01",23.84
"530","2019-07-02",24.18
"531","2019-07-03",24.34
"532","2019-07-05",24.34
"533","2019-07-08",23.950001
"534","2019-07-09",23.98
"535","2019-07-10",29.93
"536","2019-07-11",30.389999
"537","2019-07-12",31.469999
"538","2019-07-15",31.59
"539","2019-07-16",31.41
"540","2019-07-17",31.34
"541","2019-07-18",31.25
"542","2019-07-19",31.09
"543","2019-07-22",31.280001
"544","2019-07-23",31.9
"545","2019-07-24",32.82
"546","2019-07-25",32.16
"547","2019-07-26",32.110001
"548","2019-07-29",31.99
"549","2019-07-30",31.959999
"550","2019-07-31",30.440001
"551","2019-08-01",29.4
"552","2019-08-02",29.440001
"553","2019-08-05",28.26
"554","2019-08-06",28.620001
"555","2019-08-07",28.6
"556","2019-08-08",29.190001
"557","2019-08-09",28.08
"558","2019-08-12",27.540001
"559","2019-08-13",28.370001
"560","2019-08-14",27.27
"561","2019-08-15",27.77
"562","2019-08-16",28.34
"563","2019-08-19",28.07
"564","2019-08-20",27.52
"565","2019-08-21",27.85
"566","2019-08-22",27.969999
"567","2019-08-23",26.57
"568","2019-08-26",26.49
"569","2019-08-27",26.26
"570","2019-08-28",26.379999
"571","2019-08-29",27.139999
"572","2019-08-30",28.41
"573","2019-09-03",28.030001
"574","2019-09-04",28.690001
"575","2019-09-05",29.5
"576","2019-09-06",29.200001
"577","2019-09-09",30.76
"578","2019-09-10",31.17
"579","2019-09-11",31.690001
"580","2019-09-12",31.26
"581","2019-09-13",30.969999
"582","2019-09-16",30.91
"583","2019-09-17",31.200001
"584","2019-09-18",31.700001
"585","2019-09-19",32.650002
"586","2019-09-20",32.110001
"587","2019-09-23",31.15
"588","2019-09-24",31.280001
"589","2019-09-25",27.705
"590","2019-09-26",24.98
"591","2019-09-27",24.98
"592","2019-09-30",25.48
"593","2019-10-01",25.18
"594","2019-10-02",24.879999
"595","2019-10-03",25.41
"596","2019-10-04",27.290001
"597","2019-10-07",27.700001
"598","2019-10-08",27.190001
"599","2019-10-09",27.51
"600","2019-10-10",27.58
"601","2019-10-11",27.530001
"602","2019-10-14",28.41
"603","2019-10-15",29.1
"604","2019-10-16",28.639999
"605","2019-10-17",28.58
"606","2019-10-18",28.125
"607","2019-10-21",28.48
"608","2019-10-22",28.469999
"609","2019-10-23",28.209999
"610","2019-10-24",29.58
"611","2019-10-25",30.1
"612","2019-10-28",31.02
"613","2019-10-29",30.139999
"614","2019-10-30",29.709999
"615","2019-10-31",29.700001
"616","2019-11-01",30.370001
"617","2019-11-04",31.719999
"618","2019-11-05",31.91
"619","2019-11-06",31.379999
"620","2019-11-07",31.77
"621","2019-11-08",30.959999
"622","2019-11-11",30.559999
"623","2019-11-12",31.75
"624","2019-11-13",32.169998
"625","2019-11-14",31.450001
"626","2019-11-15",32.330002
"627","2019-11-18",31.799999
"628","2019-11-19",31.74
"629","2019-11-20",31.43
"630","2019-11-21",31.049999
"631","2019-11-22",31.200001
"632","2019-11-25",31.83
"633","2019-11-26",31.110001
"634","2019-11-27",30.75
"635","2019-11-29",30.799999
"636","2019-12-02",29.139999
"637","2019-12-03",29.32
"638","2019-12-04",29.370001
"639","2019-12-05",29.540001
"640","2019-12-06",29.709999
"641","2019-12-09",29.299999
"642","2019-12-10",29.719999
"643","2019-12-11",30.469999
"644","2019-12-12",31.5
"645","2019-12-13",31.92
"646","2019-12-16",34.52
"647","2019-12-17",34.68
"648","2019-12-18",35.169998
"649","2019-12-19",36.540001
"650","2019-12-20",36
"651","2019-12-23",38.220001
"652","2019-12-24",38.029999
"653","2019-12-26",38.490002
"654","2019-12-27",38.110001
"655","2019-12-30",37.93
"656","2019-12-31",37.939999
"657","2020-01-02",38.939999
"658","2020-01-03",37.75
"659","2020-01-06",36.540001
"660","2020-01-07",36.290001
"661","2020-01-08",36.09
"662","2020-01-09",35.369999
"663","2020-01-10",34.119999
"664","2020-01-13",34.5
"665","2020-01-14",34.494999
"666","2020-01-15",33.689999
"667","2020-01-16",34.610001
"668","2020-01-17",34.830002
"669","2020-01-21",34
"670","2020-01-22",33.93
"671","2020-01-23",34.66
"672","2020-01-24",33.75
"673","2020-01-27",33.025002
"674","2020-01-28",33.290001
"675","2020-01-29",32.119999
"676","2020-01-30",31.780001
"677","2020-01-31",30.16
"678","2020-02-03",30.440001
"679","2020-02-04",31.17
"680","2020-02-05",31.950001
"681","2020-02-06",31.85
"682","2020-02-07",28.059999
"683","2020-02-10",29.545
"684","2020-02-11",31.59
"685","2020-02-12",32.32
"686","2020-02-13",33.009998
"687","2020-02-14",33.119999
"688","2020-02-18",31.98
"689","2020-02-19",33.830002
"690","2020-02-20",33.82
"691","2020-02-21",33.009998
"692","2020-02-24",30.200001
"693","2020-02-25",29.389999
"694","2020-02-26",29.459999
"695","2020-02-27",27.09
"696","2020-02-28",26.84
"697","2020-03-02",27.35
"698","2020-03-03",26.629999
"699","2020-03-04",27.66
"700","2020-03-05",25.969999
"701","2020-03-06",24.790001
"702","2020-03-09",21.860001
"703","2020-03-10",24.92
"704","2020-03-11",22.73
"705","2020-03-12",18.389999
"706","2020-03-13",19.51
"707","2020-03-16",17.65
"708","2020-03-17",19.549999
"709","2020-03-18",17.35
"710","2020-03-19",21.77
"711","2020-03-20",22.18
"712","2020-03-23",20.1
"713","2020-03-24",22.620001
"714","2020-03-25",24.08
"715","2020-03-26",25.1
"716","2020-03-27",22.18
"717","2020-03-30",24.02
"718","2020-03-31",24.299999
"719","2020-04-01",23.440001
"720","2020-04-02",23.219999
"721","2020-04-03",20.67
"722","2020-04-06",23.77
"723","2020-04-07",23.059999
"724","2020-04-08",24.360001
"725","2020-04-09",25.74
"726","2020-04-13",26.360001
"727","2020-04-14",25.709999
"728","2020-04-15",24.34
"729","2020-04-16",24.049999
"730","2020-04-17",23.01
"731","2020-04-20",22.26
"732","2020-04-21",21.309999
"733","2020-04-22",21.889999
"734","2020-04-23",22.18
"735","2020-04-24",22.67
"736","2020-04-27",25.15
"737","2020-04-28",25.25
"738","2020-04-29",26.879999
"739","2020-04-30",25.290001
"740","2020-05-01",24.440001
"741","2020-05-04",24.190001
"742","2020-05-05",24.33
"743","2020-05-06",24.209999
"744","2020-05-07",25.1
"745","2020-05-08",26.360001
"746","2020-05-11",26.280001
"747","2020-05-12",25.48
"748","2020-05-13",24.959999
"749","2020-05-14",25.07
"750","2020-05-15",24.91
"751","2020-05-18",26
"752","2020-05-19",26.190001
"753","2020-05-20",27.129999
"754","2020-05-21",26
"755","2020-05-22",25.709999
"756","2020-05-26",26.360001
"757","2020-05-27",27.049999
"758","2020-05-28",26.110001
"759","2020-05-29",26.780001
"760","2020-06-01",26.290001
"761","2020-06-02",26.620001
"762","2020-06-03",27.700001
"763","2020-06-04",28.200001
"764","2020-06-05",30.190001
"765","2020-06-08",28.889999
"766","2020-06-09",30.209999
"767","2020-06-10",29.25
"768","2020-06-11",26.15
"769","2020-06-12",26.07
"770","2020-06-15",26.280001
"771","2020-06-16",27.15
"772","2020-06-17",26.24
"773","2020-06-18",26.059999
"774","2020-06-19",25.969999
"775","2020-06-22",26.08
"776","2020-06-23",26.49
"777","2020-06-24",25.75
"778","2020-06-25",25.67
"779","2020-06-26",24.950001
"780","2020-06-29",25.299999
"781","2020-06-30",27.18
"782","2020-07-01",26.620001
"783","2020-07-02",27.030001
"784","2020-07-06",27.780001
"785","2020-07-07",26.75
"786","2020-07-08",27.700001
"787","2020-07-09",28.559999
"788","2020-07-10",27.969999
"789","2020-07-13",26.91
"790","2020-07-14",26.77
"791","2020-07-15",27.4
"792","2020-07-16",27.860001
"793","2020-07-17",28.51
"794","2020-07-20",28.99
"795","2020-07-21",28.75
"796","2020-07-22",28.690001
"797","2020-07-23",27.92
"798","2020-07-24",27.530001
"799","2020-07-27",27.959999
"800","2020-07-28",27.01
"801","2020-07-29",27.49
"802","2020-07-30",27.709999
"803","2020-07-31",27.889999
"804","2020-08-03",28.26
"805","2020-08-04",27.969999
"806","2020-08-05",28.17
"807","2020-08-06",27.809999
"808","2020-08-07",28.23
"809","2020-08-10",27.969999
"810","2020-08-11",27.68
"811","2020-08-12",28.24
"812","2020-08-13",28.139999
"813","2020-08-14",26.82
"814","2020-08-17",26.24
"815","2020-08-18",25.530001
"816","2020-08-19",25.18
"817","2020-08-20",24.33
"818","2020-08-21",23.92
"819","2020-08-24",24.17
"820","2020-08-25",24.6
"821","2020-08-26",24.4
"822","2020-08-27",24.18
"823","2020-08-28",24.91
"824","2020-08-31",25.200001
"825","2020-09-01",25.790001
"826","2020-09-02",26.9
"827","2020-09-03",26.309999
"828","2020-09-04",25.93
"829","2020-09-08",24.870001
"830","2020-09-09",24.4
"831","2020-09-10",23.82
"832","2020-09-11",24.030001
"833","2020-09-14",25.35
"834","2020-09-15",26.09
"835","2020-09-16",27.299999
"836","2020-09-17",26.889999
"837","2020-09-18",26.93
"838","2020-09-21",25.940001
"839","2020-09-22",26.33
"840","2020-09-23",25.48
"841","2020-09-24",26.09
"842","2020-09-25",25.82
"843","2020-09-28",26.99
"844","2020-09-29",27.51
"845","2020-09-30",27.34
"846","2020-10-01",28.299999
"847","2020-10-02",24.889999
"848","2020-10-05",24.43
"849","2020-10-06",24.389999
"850","2020-10-07",23.889999
"851","2020-10-08",24.780001
"852","2020-10-09",25.16
"853","2020-10-12",25.65
"854","2020-10-13",26.030001
"855","2020-10-14",25.540001
"856","2020-10-15",25.620001
"857","2020-10-16",25.379999
"858","2020-10-19",25.43
"859","2020-10-20",25.139999
"860","2020-10-21",25.34
"861","2020-10-22",25.940001
"862","2020-10-23",25.860001
"863","2020-10-26",24.950001
"864","2020-10-27",24.559999
"865","2020-10-28",25.02
"866","2020-10-29",26.334999
"867","2020-10-30",26.389999
"868","2020-11-02",26.459999
"869","2020-11-03",26.780001
"870","2020-11-04",26.879999
"871","2020-11-05",28.9
"872","2020-11-06",29.9
"873","2020-11-09",30.559999
"874","2020-11-10",29.82
"875","2020-11-11",29.959999
"876","2020-11-12",29.120001
"877","2020-11-13",29.65
"878","2020-11-16",30.49
"879","2020-11-17",30.18
"880","2020-11-18",29.440001
"881","2020-11-19",29.809999
"882","2020-11-20",29.559999
"883","2020-11-23",30.389999
"884","2020-11-24",31.35
"885","2020-11-25",30.93
"886","2020-11-27",30.99
