"","date","ERII"
"194","2009-04-08",6.55
"195","2009-04-09",7.15
"196","2009-04-13",6.99
"197","2009-04-14",6.77
"198","2009-04-15",7.08
"199","2009-04-16",8
"200","2009-04-17",8.55
"201","2009-04-20",7.81
"202","2009-04-21",7.9
"203","2009-04-22",7.93
"204","2009-04-23",7.96
"205","2009-04-24",8.53
"206","2009-04-27",8.07
"207","2009-04-28",7.98
"208","2009-04-29",7.95
"209","2009-04-30",7.88
"210","2009-05-01",8.08
"211","2009-05-04",8.27
"212","2009-05-05",8.08
"213","2009-05-06",8.18
"214","2009-05-07",8.33
"215","2009-05-08",8.2
"216","2009-05-11",8.12
"217","2009-05-12",7.8
"218","2009-05-13",7.59
"219","2009-05-14",7.75
"220","2009-05-15",7.79
"221","2009-05-18",8.02
"222","2009-05-19",7.72
"223","2009-05-20",7.9
"224","2009-05-21",7.6
"225","2009-05-22",7.72
"226","2009-05-26",7.87
"227","2009-05-27",7.94
"228","2009-05-28",7.94
"229","2009-05-29",7.98
"230","2009-06-01",7.62
"231","2009-06-02",6.84
"232","2009-06-03",6.37
"233","2009-06-04",6.73
"234","2009-06-05",7.18
"235","2009-06-08",7.38
"236","2009-06-09",7.18
"237","2009-06-10",6.9
"238","2009-06-11",7.15
"239","2009-06-12",7.16
"240","2009-06-15",7.07
"241","2009-06-16",6.65
"242","2009-06-17",6.91
"243","2009-06-18",6.76
"244","2009-06-19",6.7
"245","2009-06-22",6.56
"246","2009-06-23",6.53
"247","2009-06-24",6.48
"248","2009-06-25",6.7
"249","2009-06-26",7.36
"250","2009-06-29",7.09
"251","2009-06-30",7.08
"252","2009-07-01",7.13
"253","2009-07-02",6.59
"254","2009-07-06",6.73
"255","2009-07-07",6.51
"256","2009-07-08",6.52
"257","2009-07-09",6.65
"258","2009-07-10",6.67
"259","2009-07-13",6.74
"260","2009-07-14",7.02
"261","2009-07-15",7.12
"262","2009-07-16",7.05
"263","2009-07-17",6.9
"264","2009-07-20",6.72
"265","2009-07-21",6.6
"266","2009-07-22",6.72
"267","2009-07-23",6.7
"268","2009-07-24",6.81
"269","2009-07-27",7.05
"270","2009-07-28",6.92
"271","2009-07-29",6.75
"272","2009-07-30",6.98
"273","2009-07-31",6.99
"274","2009-08-03",7.05
"275","2009-08-04",7.23
"276","2009-08-05",7.22
"277","2009-08-06",6.93
"278","2009-08-07",5.73
"279","2009-08-10",5.61
"280","2009-08-11",5.5
"281","2009-08-12",5.52
"282","2009-08-13",5.37
"283","2009-08-14",5.27
"284","2009-08-17",4.98
"285","2009-08-18",5.01
"286","2009-08-19",5.01
"287","2009-08-20",5.25
"288","2009-08-21",5.46
"289","2009-08-24",5.38
"290","2009-08-25",5.31
"291","2009-08-26",5.27
"292","2009-08-27",5.24
"293","2009-08-28",5.21
"294","2009-08-31",5.25
"295","2009-09-01",5.07
"296","2009-09-02",5.03
"297","2009-09-03",5.18
"298","2009-09-04",5.25
"299","2009-09-08",5.18
"300","2009-09-09",5.2
"301","2009-09-10",5.74
"302","2009-09-11",5.65
"303","2009-09-14",5.65
"304","2009-09-15",5.92
"305","2009-09-16",5.9
"306","2009-09-17",5.85
"307","2009-09-18",5.71
"308","2009-09-21",5.48
"309","2009-09-22",5.49
"310","2009-09-23",5.74
"311","2009-09-24",5.71
"312","2009-09-25",5.72
"313","2009-09-28",5.95
"314","2009-09-29",5.97
"315","2009-09-30",5.84
"316","2009-10-01",5.65
"317","2009-10-02",5.5
"318","2009-10-05",5.91
"319","2009-10-06",5.99
"320","2009-10-07",5.9
"321","2009-10-08",5.81
"322","2009-10-09",6.07
"323","2009-10-12",6.07
"324","2009-10-13",6.18
"325","2009-10-14",6.06
"326","2009-10-15",6.03
"327","2009-10-16",6.08
"328","2009-10-19",6.09
"329","2009-10-20",5.99
"330","2009-10-21",5.77
"331","2009-10-22",5.72
"332","2009-10-23",5.57
"333","2009-10-26",5.45
"334","2009-10-27",5.55
"335","2009-10-28",5.52
"336","2009-10-29",5.6
"337","2009-10-30",5.58
"338","2009-11-02",5.76
"339","2009-11-03",5.78
"340","2009-11-04",5.71
"341","2009-11-05",5.97
"342","2009-11-06",5.64
"343","2009-11-09",5.7
"344","2009-11-10",5.52
"345","2009-11-11",5.68
"346","2009-11-12",5.69
"347","2009-11-13",5.7
"348","2009-11-16",5.57
"349","2009-11-17",5.55
"350","2009-11-18",5.51
"351","2009-11-19",5.45
"352","2009-11-20",5.51
"353","2009-11-23",5.76
"354","2009-11-24",5.79
"355","2009-11-25",5.62
"356","2009-11-27",5.81
"357","2009-11-30",5.59
"358","2009-12-01",5.61
"359","2009-12-02",5.7
"360","2009-12-03",6.35
"361","2009-12-04",6.58
"362","2009-12-07",6.41
"363","2009-12-08",6.51
"364","2009-12-09",6.5
"365","2009-12-10",6.66
"366","2009-12-11",6.73
"367","2009-12-14",6.7
"368","2009-12-15",6.87
"369","2009-12-16",7
"370","2009-12-17",6.8
"371","2009-12-18",6.93
"372","2009-12-21",7.1
"373","2009-12-22",7.05
"374","2009-12-23",7.03
"375","2009-12-24",7.04
"376","2009-12-28",7.03
"377","2009-12-29",6.86
"378","2009-12-30",6.73
"379","2009-12-31",6.88
"380","2010-01-04",7.2
"381","2010-01-05",7.15
"382","2010-01-06",7.07
"383","2010-01-07",7.03
"384","2010-01-08",7.11
"385","2010-01-11",7.14
"386","2010-01-12",7.09
"387","2010-01-13",6.99
"388","2010-01-14",6.85
"389","2010-01-15",6.57
"390","2010-01-19",6.51
"391","2010-01-20",6.64
"392","2010-01-21",6.44
"393","2010-01-22",6.36
"394","2010-01-25",6.52
"395","2010-01-26",6.31
"396","2010-01-27",6.27
"397","2010-01-28",6.25
"398","2010-01-29",6.11
"399","2010-02-01",6.08
"400","2010-02-02",6.09
"401","2010-02-03",6.01
"402","2010-02-04",6.05
"403","2010-02-05",6.03
"404","2010-02-08",5.85
"405","2010-02-09",5.86
"406","2010-02-10",5.81
"407","2010-02-11",5.94
"408","2010-02-12",6.09
"409","2010-02-16",6.17
"410","2010-02-17",6.27
"411","2010-02-18",6.35
"412","2010-02-19",6.34
"413","2010-02-22",6.35
"414","2010-02-23",6.38
"415","2010-02-24",6.44
"416","2010-02-25",6.36
"417","2010-02-26",6.41
"418","2010-03-01",6.51
"419","2010-03-02",6.65
"420","2010-03-03",6.65
"421","2010-03-04",6.66
"422","2010-03-05",6.21
"423","2010-03-08",6.05
"424","2010-03-09",6.02
"425","2010-03-10",5.98
"426","2010-03-11",5.98
"427","2010-03-12",6.08
"428","2010-03-15",6.1
"429","2010-03-16",6.16
"430","2010-03-17",6.1
"431","2010-03-18",5.95
"432","2010-03-19",5.91
"433","2010-03-22",6.18
"434","2010-03-23",6.28
"435","2010-03-24",6.3
"436","2010-03-25",6.36
"437","2010-03-26",6.32
"438","2010-03-29",6.37
"439","2010-03-30",6.38
"440","2010-03-31",6.3
"441","2010-04-01",6.16
"442","2010-04-05",6.25
"443","2010-04-06",6.36
"444","2010-04-07",6.21
"445","2010-04-08",6.19
"446","2010-04-09",6.15
"447","2010-04-12",6.16
"448","2010-04-13",6.11
"449","2010-04-14",6.14
"450","2010-04-15",6.09
"451","2010-04-16",6.34
"452","2010-04-19",6.29
"453","2010-04-20",6.19
"454","2010-04-21",6.3
"455","2010-04-22",6.2
"456","2010-04-23",6.25
"457","2010-04-26",6.29
"458","2010-04-27",6.15
"459","2010-04-28",6.13
"460","2010-04-29",6.17
"461","2010-04-30",6.03
"462","2010-05-03",6.25
"463","2010-05-04",5.93
"464","2010-05-05",5.82
"465","2010-05-06",5.39
"466","2010-05-07",4.28
"467","2010-05-10",4.61
"468","2010-05-11",4.64
"469","2010-05-12",4.43
"470","2010-05-13",4.46
"471","2010-05-14",4.34
"472","2010-05-17",4.27
"473","2010-05-18",4.29
"474","2010-05-19",4.29
"475","2010-05-20",3.99
"476","2010-05-21",3.98
"477","2010-05-24",3.93
"478","2010-05-25",3.89
"479","2010-05-26",3.8
"480","2010-05-27",3.71
"481","2010-05-28",3.58
"482","2010-06-01",3.47
"483","2010-06-02",3.47
"484","2010-06-03",3.4
"485","2010-06-04",3.2
"486","2010-06-07",3.15
"487","2010-06-08",3.27
"488","2010-06-09",3.2
"489","2010-06-10",3.27
"490","2010-06-11",3.25
"491","2010-06-14",3.28
"492","2010-06-15",3.96
"493","2010-06-16",3.74
"494","2010-06-17",3.99
"495","2010-06-18",3.91
"496","2010-06-21",3.84
"497","2010-06-22",3.75
"498","2010-06-23",3.83
"499","2010-06-24",3.76
"500","2010-06-25",3.8
"501","2010-06-28",4.48
"502","2010-06-29",4.3
"503","2010-06-30",4
"504","2010-07-01",3.91
"505","2010-07-02",3.9
"506","2010-07-06",3.81
"507","2010-07-07",4.06
"508","2010-07-08",4.14
"509","2010-07-09",4
"510","2010-07-12",3.69
"511","2010-07-13",3.82
"512","2010-07-14",3.82
"513","2010-07-15",3.66
"514","2010-07-16",3.54
"515","2010-07-19",3.69
"516","2010-07-20",3.73
"517","2010-07-21",3.78
"518","2010-07-22",3.88
"519","2010-07-23",4.05
"520","2010-07-26",4.17
"521","2010-07-27",4.2
"522","2010-07-28",4.03
"523","2010-07-29",4.11
"524","2010-07-30",4.1
"525","2010-08-02",4.15
"526","2010-08-03",4.04
"527","2010-08-04",4.02
"528","2010-08-05",4.11
"529","2010-08-06",3.89
"530","2010-08-09",4.14
"531","2010-08-10",4
"532","2010-08-11",4.01
"533","2010-08-12",4
"534","2010-08-13",4
"535","2010-08-16",3.93
"536","2010-08-17",3.97
"537","2010-08-18",3.96
"538","2010-08-19",3.84
"539","2010-08-20",3.96
"540","2010-08-23",3.93
"541","2010-08-24",3.83
"542","2010-08-25",3.8
"543","2010-08-26",3.63
"544","2010-08-27",3.61
"545","2010-08-30",3.35
"546","2010-08-31",3.18
"547","2010-09-01",3.32
"548","2010-09-02",3.43
"549","2010-09-03",3.46
"550","2010-09-07",3.34
"551","2010-09-08",3.3
"552","2010-09-09",3.31
"553","2010-09-10",3.47
"554","2010-09-13",3.55
"555","2010-09-14",3.45
"556","2010-09-15",3.49
"557","2010-09-16",3.45
"558","2010-09-17",3.46
"559","2010-09-20",3.6
"560","2010-09-21",3.34
"561","2010-09-22",3.37
"562","2010-09-23",3.38
"563","2010-09-24",3.61
"564","2010-09-27",3.64
"565","2010-09-28",3.59
"566","2010-09-29",3.61
"567","2010-09-30",3.59
"568","2010-10-01",3.75
"569","2010-10-04",3.63
"570","2010-10-05",3.63
"571","2010-10-06",3.59
"572","2010-10-07",3.62
"573","2010-10-08",3.65
"574","2010-10-11",3.64
"575","2010-10-12",3.9
"576","2010-10-13",3.81
"577","2010-10-14",3.68
"578","2010-10-15",3.79
"579","2010-10-18",3.88
"580","2010-10-19",3.8
"581","2010-10-20",3.83
"582","2010-10-21",3.88
"583","2010-10-22",3.89
"584","2010-10-25",3.78
"585","2010-10-26",3.85
"586","2010-10-27",3.83
"587","2010-10-28",3.61
"588","2010-10-29",3.56
"589","2010-11-01",3.5
"590","2010-11-02",3.64
"591","2010-11-03",3.59
"592","2010-11-04",3.66
"593","2010-11-05",3.57
"594","2010-11-08",3.6
"595","2010-11-09",3.6
"596","2010-11-10",3.78
"597","2010-11-11",3.77
"598","2010-11-12",3.58
"599","2010-11-15",3.58
"600","2010-11-16",3.44
"601","2010-11-17",3.54
"602","2010-11-18",3.62
"603","2010-11-19",3.6
"604","2010-11-22",3.63
"605","2010-11-23",3.35
"606","2010-11-24",3.49
"607","2010-11-26",3.55
"608","2010-11-29",3.43
"609","2010-11-30",3.33
"610","2010-12-01",3.37
"611","2010-12-02",3.65
"612","2010-12-03",3.75
"613","2010-12-06",3.79
"614","2010-12-07",3.82
"615","2010-12-08",3.8
"616","2010-12-09",3.94
"617","2010-12-10",3.94
"618","2010-12-13",3.81
"619","2010-12-14",3.83
"620","2010-12-15",3.79
"621","2010-12-16",3.72
"622","2010-12-17",3.64
"623","2010-12-20",3.75
"624","2010-12-21",3.61
"625","2010-12-22",3.64
"626","2010-12-23",3.65
"627","2010-12-27",3.61
"628","2010-12-28",3.69
"629","2010-12-29",3.7
"630","2010-12-30",3.64
"631","2010-12-31",3.66
"632","2011-01-03",4.15
"633","2011-01-04",3.93
"634","2011-01-05",4.02
"635","2011-01-06",3.92
"636","2011-01-07",3.91
"637","2011-01-10",3.9
"638","2011-01-11",4.23
"639","2011-01-12",4.13
"640","2011-01-13",4.07
"641","2011-01-14",4.1
"642","2011-01-18",3.89
"643","2011-01-19",3.65
"644","2011-01-20",3.65
"645","2011-01-21",3.6
"646","2011-01-24",3.57
"647","2011-01-25",3.49
"648","2011-01-26",3.52
"649","2011-01-27",3.58
"650","2011-01-28",3.38
"651","2011-01-31",3.42
"652","2011-02-01",3.54
"653","2011-02-02",3.54
"654","2011-02-03",3.65
"655","2011-02-04",3.66
"656","2011-02-07",3.66
"657","2011-02-08",3.68
"658","2011-02-09",3.54
"659","2011-02-10",3.44
"660","2011-02-11",3.42
"661","2011-02-14",3.45
"662","2011-02-15",3.42
"663","2011-02-16",3.36
"664","2011-02-17",3.34
"665","2011-02-18",3.41
"666","2011-02-22",3.32
"667","2011-02-23",3.27
"668","2011-02-24",3.3
"669","2011-02-25",3.31
"670","2011-02-28",3.39
"671","2011-03-01",3.4
"672","2011-03-02",3.36
"673","2011-03-03",3.44
"674","2011-03-04",3.3
"675","2011-03-07",3.17
"676","2011-03-08",3.16
"677","2011-03-09",3.13
"678","2011-03-10",3
"679","2011-03-11",3.1
"680","2011-03-14",3
"681","2011-03-15",3.04
"682","2011-03-16",3.09
"683","2011-03-17",3.05
"684","2011-03-18",3.11
"685","2011-03-21",3.18
"686","2011-03-22",3.4
"687","2011-03-23",3.27
"688","2011-03-24",3.28
"689","2011-03-25",3.3
"690","2011-03-28",3.23
"691","2011-03-29",3.4
"692","2011-03-30",3.37
"693","2011-03-31",3.18
"694","2011-04-01",3.18
"695","2011-04-04",3.19
"696","2011-04-05",3.2
"697","2011-04-06",3.2
"698","2011-04-07",3.13
"699","2011-04-08",3.04
"700","2011-04-11",3.11
"701","2011-04-12",3.25
"702","2011-04-13",3.09
"703","2011-04-14",3.13
"704","2011-04-15",3.02
"705","2011-04-18",2.85
"706","2011-04-19",3.05
"707","2011-04-20",3.21
"708","2011-04-21",3.17
"709","2011-04-25",3.12
"710","2011-04-26",3.19
"711","2011-04-27",3.18
"712","2011-04-28",3.19
"713","2011-04-29",3.09
"714","2011-05-02",2.94
"715","2011-05-03",2.92
"716","2011-05-04",2.91
"717","2011-05-05",2.88
"718","2011-05-06",2.71
"719","2011-05-09",2.77
"720","2011-05-10",3
"721","2011-05-11",2.91
"722","2011-05-12",3.05
"723","2011-05-13",2.91
"724","2011-05-16",2.79
"725","2011-05-17",2.88
"726","2011-05-18",2.98
"727","2011-05-19",2.98
"728","2011-05-20",2.99
"729","2011-05-23",2.75
"730","2011-05-24",2.62
"731","2011-05-25",2.66
"732","2011-05-26",2.72
"733","2011-05-27",2.73
"734","2011-05-31",2.76
"735","2011-06-01",2.58
"736","2011-06-02",2.65
"737","2011-06-03",2.49
"738","2011-06-06",2.43
"739","2011-06-07",2.39
"740","2011-06-08",2.46
"741","2011-06-09",2.4
"742","2011-06-10",2.51
"743","2011-06-13",2.59
"744","2011-06-14",2.76
"745","2011-06-15",2.81
"746","2011-06-16",2.87
"747","2011-06-17",2.89
"748","2011-06-20",2.79
"749","2011-06-21",2.86
"750","2011-06-22",2.87
"751","2011-06-23",2.86
"752","2011-06-24",3.06
"753","2011-06-27",3.07
"754","2011-06-28",3.38
"755","2011-06-29",3.3
"756","2011-06-30",3.27
"757","2011-07-01",3.3
"758","2011-07-05",3.25
"759","2011-07-06",3.14
"760","2011-07-07",3.3
"761","2011-07-08",3.18
"762","2011-07-11",2.95
"763","2011-07-12",3
"764","2011-07-13",3.16
"765","2011-07-14",3.06
"766","2011-07-15",3.02
"767","2011-07-18",3.11
"768","2011-07-19",3.12
"769","2011-07-20",3.2
"770","2011-07-21",3.21
"771","2011-07-22",3.09
"772","2011-07-25",3
"773","2011-07-26",3
"774","2011-07-27",2.95
"775","2011-07-28",2.94
"776","2011-07-29",3.07
"777","2011-08-01",2.9
"778","2011-08-02",2.84
"779","2011-08-03",3
"780","2011-08-04",2.98
"781","2011-08-05",2.78
"782","2011-08-08",2.24
"783","2011-08-09",2.5
"784","2011-08-10",2.26
"785","2011-08-11",2.38
"786","2011-08-12",2.25
"787","2011-08-15",2.33
"788","2011-08-16",2.29
"789","2011-08-17",2.25
"790","2011-08-18",2.24
"791","2011-08-19",2.15
"792","2011-08-22",2.43
"793","2011-08-23",2.68
"794","2011-08-24",2.53
"795","2011-08-25",2.52
"796","2011-08-26",2.58
"797","2011-08-29",2.76
"798","2011-08-30",2.85
"799","2011-08-31",2.56
"800","2011-09-01",2.51
"801","2011-09-02",2.48
"802","2011-09-06",2.42
"803","2011-09-07",2.51
"804","2011-09-08",2.5
"805","2011-09-09",2.49
"806","2011-09-12",2.5
"807","2011-09-13",2.59
"808","2011-09-14",2.68
"809","2011-09-15",2.53
"810","2011-09-16",2.61
"811","2011-09-19",2.54
"812","2011-09-20",2.6
"813","2011-09-21",2.65
"814","2011-09-22",2.62
"815","2011-09-23",2.86
"816","2011-09-26",3.09
"817","2011-09-27",2.9
"818","2011-09-28",2.99
"819","2011-09-29",3.1
"820","2011-09-30",3
"821","2011-10-03",2.78
"822","2011-10-04",2.94
"823","2011-10-05",3.02
"824","2011-10-06",2.93
"825","2011-10-07",2.85
"826","2011-10-10",3
"827","2011-10-11",2.91
"828","2011-10-12",2.91
"829","2011-10-13",3.06
"830","2011-10-14",3.08
"831","2011-10-17",2.89
"832","2011-10-18",3.04
"833","2011-10-19",2.93
"834","2011-10-20",2.93
"835","2011-10-21",2.99
"836","2011-10-24",3.16
"837","2011-10-25",3.01
"838","2011-10-26",3.08
"839","2011-10-27",3.44
"840","2011-10-28",3.27
"841","2011-10-31",3.07
"842","2011-11-01",3.01
"843","2011-11-02",3.15
"844","2011-11-03",3.17
"845","2011-11-04",3
"846","2011-11-07",3
"847","2011-11-08",2.97
"848","2011-11-09",2.67
"849","2011-11-10",2.63
"850","2011-11-11",2.62
"851","2011-11-14",2.48
"852","2011-11-15",2.53
"853","2011-11-16",2.5
"854","2011-11-17",2.52
"855","2011-11-18",2.5
"856","2011-11-21",2.5
"857","2011-11-22",2.39
"858","2011-11-23",2.27
"859","2011-11-25",2.27
"860","2011-11-28",2.54
"861","2011-11-29",2.46
"862","2011-11-30",2.88
"863","2011-12-01",2.63
"864","2011-12-02",2.63
"865","2011-12-05",2.79
"866","2011-12-06",2.74
"867","2011-12-07",2.69
"868","2011-12-08",2.52
"869","2011-12-09",2.85
"870","2011-12-12",2.89
"871","2011-12-13",2.71
"872","2011-12-14",2.8
"873","2011-12-15",2.79
"874","2011-12-16",2.63
"875","2011-12-19",2.64
"876","2011-12-20",2.72
"877","2011-12-21",2.47
"878","2011-12-22",2.52
"879","2011-12-23",2.59
"880","2011-12-27",2.57
"881","2011-12-28",2.68
"882","2011-12-29",2.73
"883","2011-12-30",2.58
"884","2012-01-03",2.63
"885","2012-01-04",2.59
"886","2012-01-05",2.58
"887","2012-01-06",2.52
"888","2012-01-09",2.46
"889","2012-01-10",2.57
"890","2012-01-11",2.55
"891","2012-01-12",2.61
"892","2012-01-13",2.61
"893","2012-01-17",2.54
"894","2012-01-18",2.61
"895","2012-01-19",2.59
"896","2012-01-20",2.6
"897","2012-01-23",2.6
"898","2012-01-24",2.61
"899","2012-01-25",2.66
"900","2012-01-26",2.68
"901","2012-01-27",2.68
"902","2012-01-30",2.57
"903","2012-01-31",2.48
"904","2012-02-01",2.41
"905","2012-02-02",2.33
"906","2012-02-03",2.55
"907","2012-02-06",2.52
"908","2012-02-07",2.54
"909","2012-02-08",2.51
"910","2012-02-09",2.49
"911","2012-02-10",2.41
"912","2012-02-13",2.52
"913","2012-02-14",2.41
"914","2012-02-15",2.39
"915","2012-02-16",2.46
"916","2012-02-17",2.47
"917","2012-02-21",2.39
"918","2012-02-22",2.35
"919","2012-02-23",2.42
"920","2012-02-24",2.3
"921","2012-02-27",2.5
"922","2012-02-28",2.34
"923","2012-02-29",2.15
"924","2012-03-01",2.19
"925","2012-03-02",2.2
"926","2012-03-05",2.2
"927","2012-03-06",2.2
"928","2012-03-07",2.28
"929","2012-03-08",2.28
"930","2012-03-09",2.36
"931","2012-03-12",2.42
"932","2012-03-13",2.37
"933","2012-03-14",2.31
"934","2012-03-15",2.19
"935","2012-03-16",2.28
"936","2012-03-19",2.38
"937","2012-03-20",2.23
"938","2012-03-21",2.27
"939","2012-03-22",2.15
"940","2012-03-23",2.26
"941","2012-03-26",2.22
"942","2012-03-27",2.29
"943","2012-03-28",2.31
"944","2012-03-29",2.33
"945","2012-03-30",2.3
"946","2012-04-02",2.23
"947","2012-04-03",2.17
"948","2012-04-04",2.11
"949","2012-04-05",2.15
"950","2012-04-09",2.07
"951","2012-04-10",2
"952","2012-04-11",2.02
"953","2012-04-12",1.97
"954","2012-04-13",1.97
"955","2012-04-16",2.05
"956","2012-04-17",2.03
"957","2012-04-18",2
"958","2012-04-19",2
"959","2012-04-20",2.04
"960","2012-04-23",1.97
"961","2012-04-24",2
"962","2012-04-25",1.97
"963","2012-04-26",2.04
"964","2012-04-27",2.07
"965","2012-04-30",2.1
"966","2012-05-01",2.21
"967","2012-05-02",2.37
"968","2012-05-03",2.22
"969","2012-05-04",2.23
"970","2012-05-07",2.21
"971","2012-05-08",2.15
"972","2012-05-09",2.2
"973","2012-05-10",2.18
"974","2012-05-11",2.21
"975","2012-05-14",2.2
"976","2012-05-15",2.2
"977","2012-05-16",2.2
"978","2012-05-17",2.15
"979","2012-05-18",2.15
"980","2012-05-21",2.19
"981","2012-05-22",2.2
"982","2012-05-23",2.22
"983","2012-05-24",2.2
"984","2012-05-25",2.19
"985","2012-05-29",2.2
"986","2012-05-30",2.2
"987","2012-05-31",2.24
"988","2012-06-01",2.12
"989","2012-06-04",2.07
"990","2012-06-05",2.11
"991","2012-06-06",2.1
"992","2012-06-07",2.11
"993","2012-06-08",2.17
"994","2012-06-11",2.16
"995","2012-06-12",2.32
"996","2012-06-13",2.22
"997","2012-06-14",2.36
"998","2012-06-15",2.58
"999","2012-06-18",2.47
"1000","2012-06-19",2.48
"1001","2012-06-20",2.48
"1002","2012-06-21",2.44
