"","date","SBGI"
"153","2007-08-10",12.31
"154","2007-08-13",12.25
"155","2007-08-14",12.25
"156","2007-08-15",12.21
"157","2007-08-16",11.97
"158","2007-08-17",11.44
"159","2007-08-20",11.55
"160","2007-08-21",11.94
"161","2007-08-22",12.51
"162","2007-08-23",12.55
"163","2007-08-24",12.78
"164","2007-08-27",12.17
"165","2007-08-28",11.71
"166","2007-08-29",12.27
"167","2007-08-30",12.24
"168","2007-08-31",12.46
"169","2007-09-04",12.36
"170","2007-09-05",11.85
"171","2007-09-06",12.06
"172","2007-09-07",12.11
"173","2007-09-10",12.08
"174","2007-09-11",12.28
"175","2007-09-12",12.1
"176","2007-09-13",12.07
"177","2007-09-14",11.86
"178","2007-09-17",11.52
"179","2007-09-18",12.33
"180","2007-09-19",12.66
"181","2007-09-20",13.16
"182","2007-09-21",13.07
"183","2007-09-24",12.5
"184","2007-09-25",12.49
"185","2007-09-26",12.22
"186","2007-09-27",12.27
"187","2007-09-28",12.04
"188","2007-10-01",12.54
"189","2007-10-02",12.55
"190","2007-10-03",12.58
"191","2007-10-04",12.66
"192","2007-10-05",13.05
"193","2007-10-08",13.15
"194","2007-10-09",13.18
"195","2007-10-10",13.12
"196","2007-10-11",12.77
"197","2007-10-12",12.8
"198","2007-10-15",12.7
"199","2007-10-16",12.71
"200","2007-10-17",12.9
"201","2007-10-18",13.07
"202","2007-10-19",12.37
"203","2007-10-22",12.45
"204","2007-10-23",12.25
"205","2007-10-24",11.99
"206","2007-10-25",11.75
"207","2007-10-26",11.96
"208","2007-10-29",11.68
"209","2007-10-30",12.16
"210","2007-10-31",12.04
"211","2007-11-01",11.3
"212","2007-11-02",11.29
"213","2007-11-05",11.24
"214","2007-11-06",11.57
"215","2007-11-07",11.18
"216","2007-11-08",11.42
"217","2007-11-09",11.24
"218","2007-11-12",11.26
"219","2007-11-13",11.26
"220","2007-11-14",11.3
"221","2007-11-15",11.3
"222","2007-11-16",10.79
"223","2007-11-19",10.45
"224","2007-11-20",10.46
"225","2007-11-21",10.16
"226","2007-11-23",10.18
"227","2007-11-26",9.93
"228","2007-11-27",9.78
"229","2007-11-28",10.4
"230","2007-11-29",10.38
"231","2007-11-30",10.35
"232","2007-12-03",9.99
"233","2007-12-04",9.82
"234","2007-12-05",9.58
"235","2007-12-06",9.57
"236","2007-12-07",9.9
"237","2007-12-10",9.89
"238","2007-12-11",9.6
"239","2007-12-12",9.4
"240","2007-12-13",9.51
"241","2007-12-14",9.25
"242","2007-12-17",9.13
"243","2007-12-18",9.06
"244","2007-12-19",8.99
"245","2007-12-20",9.03
"246","2007-12-21",9.03
"247","2007-12-24",8.96
"248","2007-12-26",8.9
"249","2007-12-27",8.47
"250","2007-12-28",8.38
"251","2007-12-31",8.21
"252","2008-01-02",8.2
"253","2008-01-03",8.09
"254","2008-01-04",7.78
"255","2008-01-07",8.1
"256","2008-01-08",8.01
"257","2008-01-09",8.58
"258","2008-01-10",8.48
"259","2008-01-11",8.29
"260","2008-01-14",8.29
"261","2008-01-15",8.37
"262","2008-01-16",8.66
"263","2008-01-17",8.68
"264","2008-01-18",8.27
"265","2008-01-22",8.29
"266","2008-01-23",8.79
"267","2008-01-24",9.12
"268","2008-01-25",8.94
"269","2008-01-28",9.39
"270","2008-01-29",9.61
"271","2008-01-30",8.84
"272","2008-01-31",9
"273","2008-02-01",9.07
"274","2008-02-04",8.92
"275","2008-02-05",8.84
"276","2008-02-06",9.31
"277","2008-02-07",9.96
"278","2008-02-08",10.62
"279","2008-02-11",10.12
"280","2008-02-12",10.36
"281","2008-02-13",10.23
"282","2008-02-14",10.08
"283","2008-02-15",10
"284","2008-02-19",10.13
"285","2008-02-20",9.92
"286","2008-02-21",9.77
"287","2008-02-22",9.53
"288","2008-02-25",9.85
"289","2008-02-26",9.88
"290","2008-02-27",9.58
"291","2008-02-28",9.52
"292","2008-02-29",9.23
"293","2008-03-03",9.1
"294","2008-03-04",9.12
"295","2008-03-05",9.2
"296","2008-03-06",8.88
"297","2008-03-07",9.07
"298","2008-03-10",8.91
"299","2008-03-11",9.27
"300","2008-03-12",9.16
"301","2008-03-13",9.32
"302","2008-03-14",9.05
"303","2008-03-17",8.73
"304","2008-03-18",9.46
"305","2008-03-19",9.51
"306","2008-03-20",9.66
"307","2008-03-24",9.97
"308","2008-03-25",9.66
"309","2008-03-26",9.46
"310","2008-03-27",9.47
"311","2008-03-28",8.96
"312","2008-03-31",8.91
"313","2008-04-01",8.94
"314","2008-04-02",9.03
"315","2008-04-03",9.05
"316","2008-04-04",9.06
"317","2008-04-07",9.15
"318","2008-04-08",9.25
"319","2008-04-09",8.86
"320","2008-04-10",8.77
"321","2008-04-11",8.66
"322","2008-04-14",8.52
"323","2008-04-15",8.57
"324","2008-04-16",8.74
"325","2008-04-17",8.72
"326","2008-04-18",8.9
"327","2008-04-21",8.84
"328","2008-04-22",8.51
"329","2008-04-23",8.68
"330","2008-04-24",9.21
"331","2008-04-25",9.3
"332","2008-04-28",9.2
"333","2008-04-29",8.98
"334","2008-04-30",8.79
"335","2008-05-01",9.07
"336","2008-05-02",9.03
"337","2008-05-05",9.21
"338","2008-05-06",9.38
"339","2008-05-07",9.75
"340","2008-05-08",9.9
"341","2008-05-09",9.45
"342","2008-05-12",9.29
"343","2008-05-13",9.25
"344","2008-05-14",9.24
"345","2008-05-15",9.28
"346","2008-05-16",9.1
"347","2008-05-19",8.94
"348","2008-05-20",8.92
"349","2008-05-21",8.8
"350","2008-05-22",9.37
"351","2008-05-23",9.25
"352","2008-05-27",9.18
"353","2008-05-28",8.99
"354","2008-05-29",9.08
"355","2008-05-30",8.97
"356","2008-06-02",8.97
"357","2008-06-03",8.92
"358","2008-06-04",8.67
"359","2008-06-05",8.54
"360","2008-06-06",8.29
"361","2008-06-09",8
"362","2008-06-10",8.12
"363","2008-06-11",8.06
"364","2008-06-12",8.08
"365","2008-06-13",8.05
"366","2008-06-16",8.07
"367","2008-06-17",8.05
"368","2008-06-18",8.03
"369","2008-06-19",8.04
"370","2008-06-20",7.84
"371","2008-06-23",7.91
"372","2008-06-24",7.9
"373","2008-06-25",7.96
"374","2008-06-26",7.88
"375","2008-06-27",7.65
"376","2008-06-30",7.6
"377","2008-07-01",7.72
"378","2008-07-02",7.76
"379","2008-07-03",7.76
"380","2008-07-07",7.53
"381","2008-07-08",7.8
"382","2008-07-09",7.58
"383","2008-07-10",7.48
"384","2008-07-11",7.38
"385","2008-07-14",7.36
"386","2008-07-15",7.13
"387","2008-07-16",7.39
"388","2008-07-17",7.36
"389","2008-07-18",7.13
"390","2008-07-21",7.29
"391","2008-07-22",7.16
"392","2008-07-23",7.5
"393","2008-07-24",7.4
"394","2008-07-25",7.53
"395","2008-07-28",7.35
"396","2008-07-29",7.52
"397","2008-07-30",7.67
"398","2008-07-31",7.63
"399","2008-08-01",7.71
"400","2008-08-04",7.43
"401","2008-08-05",7.34
"402","2008-08-06",6.39
"403","2008-08-07",5.89
"404","2008-08-08",5.96
"405","2008-08-11",5.94
"406","2008-08-12",6
"407","2008-08-13",6.07
"408","2008-08-14",6.69
"409","2008-08-15",6.68
"410","2008-08-18",6.49
"411","2008-08-19",6.51
"412","2008-08-20",6.59
"413","2008-08-21",6.58
"414","2008-08-22",6.81
"415","2008-08-25",6.82
"416","2008-08-26",6.99
"417","2008-08-27",6.96
"418","2008-08-28",7.08
"419","2008-08-29",7.09
"420","2008-09-02",7.02
"421","2008-09-03",7
"422","2008-09-04",6.98
"423","2008-09-05",6.64
"424","2008-09-08",6.9
"425","2008-09-09",6.59
"426","2008-09-10",6.61
"427","2008-09-11",6.52
"428","2008-09-12",6.46
"429","2008-09-15",6.19
"430","2008-09-16",6.32
"431","2008-09-17",6.27
"432","2008-09-18",6.53
"433","2008-09-19",6.56
"434","2008-09-22",6.45
"435","2008-09-23",6.12
"436","2008-09-24",6.1
"437","2008-09-25",6.27
"438","2008-09-26",5.99
"439","2008-09-29",4.96
"440","2008-09-30",5.04
"441","2008-10-01",5.27
"442","2008-10-02",5.15
"443","2008-10-03",4.69
"444","2008-10-06",4.44
"445","2008-10-07",4.07
"446","2008-10-08",3.74
"447","2008-10-09",2.92
"448","2008-10-10",3.22
"449","2008-10-13",3.23
"450","2008-10-14",3.13
"451","2008-10-15",3.08
"452","2008-10-16",3.25
"453","2008-10-17",3.5
"454","2008-10-20",3.63
"455","2008-10-21",3.43
"456","2008-10-22",3.37
"457","2008-10-23",3.26
"458","2008-10-24",3.26
"459","2008-10-27",3.1
"460","2008-10-28",2.94
"461","2008-10-29",3.24
"462","2008-10-30",3.18
"463","2008-10-31",3.23
"464","2008-11-03",3.43
"465","2008-11-04",3.47
"466","2008-11-05",3.21
"467","2008-11-06",2.98
"468","2008-11-07",2.95
"469","2008-11-10",2.62
"470","2008-11-11",2.5
"471","2008-11-12",2.07
"472","2008-11-13",2.31
"473","2008-11-14",2.16
"474","2008-11-17",2.07
"475","2008-11-18",2.31
"476","2008-11-19",2.03
"477","2008-11-20",1.97
"478","2008-11-21",2.12
"479","2008-11-24",2.47
"480","2008-11-25",2.63
"481","2008-11-26",3.02
"482","2008-11-28",3.16
"483","2008-12-01",2.73
"484","2008-12-02",3.12
"485","2008-12-03",3.27
"486","2008-12-04",3.39
"487","2008-12-05",3.6
"488","2008-12-08",3.75
"489","2008-12-09",3.5
"490","2008-12-10",3.41
"491","2008-12-11",3.05
"492","2008-12-12",3.3
"493","2008-12-15",2.9
"494","2008-12-16",2.98
"495","2008-12-17",3.09
"496","2008-12-18",2.97
"497","2008-12-19",3.13
"498","2008-12-22",2.88
"499","2008-12-23",2.97
"500","2008-12-24",2.97
"501","2008-12-26",3.14
"502","2008-12-29",2.86
"503","2008-12-30",3.03
"504","2008-12-31",3.1
"505","2009-01-02",3.17
"506","2009-01-05",3.32
"507","2009-01-06",3.79
"508","2009-01-07",3.86
"509","2009-01-08",3.83
"510","2009-01-09",3.61
"511","2009-01-12",3.32
"512","2009-01-13",3.36
"513","2009-01-14",3.01
"514","2009-01-15",2.89
"515","2009-01-16",2.73
"516","2009-01-20",2.05
"517","2009-01-21",2.15
"518","2009-01-22",2.04
"519","2009-01-23",2.06
"520","2009-01-26",2.12
"521","2009-01-27",2.22
"522","2009-01-28",2.25
"523","2009-01-29",2.1
"524","2009-01-30",1.85
"525","2009-02-02",1.81
"526","2009-02-03",1.7
"527","2009-02-04",1.6
"528","2009-02-05",1.4
"529","2009-02-06",1.44
"530","2009-02-09",1.46
"531","2009-02-10",1.38
"532","2009-02-11",1.29
"533","2009-02-12",1.27
"534","2009-02-13",1.38
"535","2009-02-17",1.23
"536","2009-02-18",1.12
"537","2009-02-19",0.99
"538","2009-02-20",1
"539","2009-02-23",1
"540","2009-02-24",1.14
"541","2009-02-25",1.12
"542","2009-02-26",1.12
"543","2009-02-27",1.12
"544","2009-03-02",1.13
"545","2009-03-03",1.22
"546","2009-03-04",1.18
"547","2009-03-05",1.13
"548","2009-03-06",1.13
"549","2009-03-09",1.04
"550","2009-03-10",1.08
"551","2009-03-11",1.08
"552","2009-03-12",1.04
"553","2009-03-13",1
"554","2009-03-16",0.91
"555","2009-03-17",0.92
"556","2009-03-18",0.94
"557","2009-03-19",0.9
"558","2009-03-20",0.89
"559","2009-03-23",1
"560","2009-03-24",1.09
"561","2009-03-25",1.05
"562","2009-03-26",1.18
"563","2009-03-27",1.11
"564","2009-03-30",1.08
"565","2009-03-31",1.03
"566","2009-04-01",1.05
"567","2009-04-02",1.15
"568","2009-04-03",1.15
"569","2009-04-06",1.13
"570","2009-04-07",1.17
"571","2009-04-08",1.23
"572","2009-04-09",1.37
"573","2009-04-13",1.35
"574","2009-04-14",1.22
"575","2009-04-15",1.16
"576","2009-04-16",1.08
"577","2009-04-17",1.12
"578","2009-04-20",1.09
"579","2009-04-21",1.08
"580","2009-04-22",1.05
"581","2009-04-23",1.04
"582","2009-04-24",1.05
"583","2009-04-27",1.04
"584","2009-04-28",1.11
"585","2009-04-29",1.22
"586","2009-04-30",1.11
"587","2009-05-01",1.15
"588","2009-05-04",1.21
"589","2009-05-05",1.23
"590","2009-05-06",1.46
"591","2009-05-07",1.63
"592","2009-05-08",1.59
"593","2009-05-11",1.77
"594","2009-05-12",1.94
"595","2009-05-13",1.74
"596","2009-05-14",1.69
"597","2009-05-15",1.59
"598","2009-05-18",1.72
"599","2009-05-19",1.73
"600","2009-05-20",1.7
"601","2009-05-21",1.75
"602","2009-05-22",1.76
"603","2009-05-26",1.99
"604","2009-05-27",1.85
"605","2009-05-28",1.82
"606","2009-05-29",1.76
"607","2009-06-01",1.93
"608","2009-06-02",1.91
"609","2009-06-03",2.1
"610","2009-06-04",2.09
"611","2009-06-05",2.02
"612","2009-06-08",2
"613","2009-06-09",2.12
"614","2009-06-10",2.08
"615","2009-06-11",2.08
"616","2009-06-12",2.08
"617","2009-06-15",1.91
"618","2009-06-16",1.86
"619","2009-06-17",1.91
"620","2009-06-18",1.86
"621","2009-06-19",1.94
"622","2009-06-22",1.76
"623","2009-06-23",1.8
"624","2009-06-24",1.74
"625","2009-06-25",1.8
"626","2009-06-26",1.86
"627","2009-06-29",1.91
"628","2009-06-30",1.94
"629","2009-07-01",2
"630","2009-07-02",1.96
"631","2009-07-06",1.98
"632","2009-07-07",1.95
"633","2009-07-08",1.82
"634","2009-07-09",1.76
"635","2009-07-10",1.84
"636","2009-07-13",1.46
"637","2009-07-14",1.1
"638","2009-07-15",1.07
"639","2009-07-16",1.22
"640","2009-07-17",1.34
"641","2009-07-20",1.62
"642","2009-07-21",1.33
"643","2009-07-22",1.44
"644","2009-07-23",1.55
"645","2009-07-24",1.58
"646","2009-07-27",1.6
"647","2009-07-28",1.66
"648","2009-07-29",1.68
"649","2009-07-30",1.85
"650","2009-07-31",1.87
"651","2009-08-03",2.18
"652","2009-08-04",2.18
"653","2009-08-05",2.22
"654","2009-08-06",2.06
"655","2009-08-07",2.48
"656","2009-08-10",2.74
"657","2009-08-11",2.19
"658","2009-08-12",2.25
"659","2009-08-13",2.26
"660","2009-08-14",2.13
"661","2009-08-17",1.91
"662","2009-08-18",2.06
"663","2009-08-19",2.08
"664","2009-08-20",2.15
"665","2009-08-21",2.85
"666","2009-08-24",3.12
"667","2009-08-25",3.18
"668","2009-08-26",3.08
"669","2009-08-27",3.23
"670","2009-08-28",3.05
"671","2009-08-31",2.83
"672","2009-09-01",2.66
"673","2009-09-02",2.66
"674","2009-09-03",2.57
"675","2009-09-04",2.79
"676","2009-09-08",2.77
"677","2009-09-09",3.01
"678","2009-09-10",3.14
"679","2009-09-11",3.12
"680","2009-09-14",3.15
"681","2009-09-15",3.42
"682","2009-09-16",3.81
"683","2009-09-17",3.48
"684","2009-09-18",3.65
"685","2009-09-21",3.68
"686","2009-09-22",3.68
"687","2009-09-23",3.66
"688","2009-09-24",3.38
"689","2009-09-25",3.38
"690","2009-09-28",3.51
"691","2009-09-29",3.62
"692","2009-09-30",3.58
"693","2009-10-01",3.11
"694","2009-10-02",2.95
"695","2009-10-05",3.28
"696","2009-10-06",3.4
"697","2009-10-07",3.39
"698","2009-10-08",3.61
"699","2009-10-09",3.62
"700","2009-10-12",3.73
"701","2009-10-13",4.23
"702","2009-10-14",4.81
"703","2009-10-15",4.8
"704","2009-10-16",4.86
"705","2009-10-19",5.03
"706","2009-10-20",4.93
"707","2009-10-21",4.9
"708","2009-10-22",4.98
"709","2009-10-23",4.66
"710","2009-10-26",4.45
"711","2009-10-27",4.18
"712","2009-10-28",3.73
"713","2009-10-29",4.07
"714","2009-10-30",3.94
"715","2009-11-02",3.85
"716","2009-11-03",4.04
"717","2009-11-04",3.81
"718","2009-11-05",3.87
"719","2009-11-06",3.96
"720","2009-11-09",4.07
"721","2009-11-10",4
"722","2009-11-11",3.85
"723","2009-11-12",3.78
"724","2009-11-13",3.66
"725","2009-11-16",3.82
"726","2009-11-17",3.9
"727","2009-11-18",3.77
"728","2009-11-19",3.57
"729","2009-11-20",3.66
"730","2009-11-23",3.56
"731","2009-11-24",3.44
"732","2009-11-25",3.25
"733","2009-11-27",3.36
"734","2009-11-30",3.67
"735","2009-12-01",3.53
"736","2009-12-02",3.52
"737","2009-12-03",3.45
"738","2009-12-04",3.65
"739","2009-12-07",3.59
"740","2009-12-08",3.69
"741","2009-12-09",3.69
"742","2009-12-10",3.57
"743","2009-12-11",3.66
"744","2009-12-14",3.69
"745","2009-12-15",3.64
"746","2009-12-16",3.85
"747","2009-12-17",3.83
"748","2009-12-18",3.85
"749","2009-12-21",3.86
"750","2009-12-22",3.93
"751","2009-12-23",4.14
"752","2009-12-24",4.16
"753","2009-12-28",4.17
"754","2009-12-29",4.41
"755","2009-12-30",4.27
"756","2009-12-31",4.03
"757","2010-01-04",4.63
"758","2010-01-05",4.98
"759","2010-01-06",5.05
"760","2010-01-07",4.83
"761","2010-01-08",4.84
"762","2010-01-11",4.88
"763","2010-01-12",4.81
"764","2010-01-13",4.98
"765","2010-01-14",4.97
"766","2010-01-15",4.83
"767","2010-01-19",5.29
"768","2010-01-20",4.92
"769","2010-01-21",4.7
"770","2010-01-22",4.9
"771","2010-01-25",5.21
"772","2010-01-26",5.11
"773","2010-01-27",5.16
"774","2010-01-28",5.16
"775","2010-01-29",5.05
"776","2010-02-01",5.54
"777","2010-02-02",5.62
"778","2010-02-03",5.37
"779","2010-02-04",5.38
"780","2010-02-05",5.19
"781","2010-02-08",5
"782","2010-02-09",5.43
"783","2010-02-10",5.13
"784","2010-02-11",5.32
"785","2010-02-12",5.27
"786","2010-02-16",5.51
"787","2010-02-17",5.77
"788","2010-02-18",5.78
"789","2010-02-19",5.63
"790","2010-02-22",5.39
"791","2010-02-23",5.09
"792","2010-02-24",5.06
"793","2010-02-25",5.1
"794","2010-02-26",5.02
"795","2010-03-01",5.06
"796","2010-03-02",5.19
"797","2010-03-03",5.26
"798","2010-03-04",5.34
"799","2010-03-05",5.52
"800","2010-03-08",5.57
"801","2010-03-09",5.67
"802","2010-03-10",5.51
"803","2010-03-11",5.72
"804","2010-03-12",5.75
"805","2010-03-15",5.5
"806","2010-03-16",5.65
"807","2010-03-17",5.65
"808","2010-03-18",5.43
"809","2010-03-19",5.12
"810","2010-03-22",5.07
"811","2010-03-23",5.11
"812","2010-03-24",4.94
"813","2010-03-25",4.78
"814","2010-03-26",4.81
"815","2010-03-29",4.9
"816","2010-03-30",5.03
"817","2010-03-31",5.08
"818","2010-04-01",5.33
"819","2010-04-05",5.59
"820","2010-04-06",5.57
"821","2010-04-07",5.7
"822","2010-04-08",5.71
"823","2010-04-09",5.85
"824","2010-04-12",6.15
"825","2010-04-13",6.2
"826","2010-04-14",6.68
"827","2010-04-15",6.77
"828","2010-04-16",6.61
"829","2010-04-19",6.81
"830","2010-04-20",7.02
"831","2010-04-21",7.51
"832","2010-04-22",7.61
"833","2010-04-23",7.79
"834","2010-04-26",7.79
"835","2010-04-27",7.32
"836","2010-04-28",7.31
"837","2010-04-29",7
"838","2010-04-30",6.88
"839","2010-05-03",7.29
"840","2010-05-04",6.79
"841","2010-05-05",6.98
"842","2010-05-06",6.78
"843","2010-05-07",6.44
"844","2010-05-10",6.85
"845","2010-05-11",6.85
"846","2010-05-12",7.31
"847","2010-05-13",7.21
"848","2010-05-14",7.14
"849","2010-05-17",7.19
"850","2010-05-18",6.92
"851","2010-05-19",6.77
"852","2010-05-20",6.06
"853","2010-05-21",6.45
"854","2010-05-24",6.18
"855","2010-05-25",6.1
"856","2010-05-26",6.05
"857","2010-05-27",6.68
"858","2010-05-28",6.64
"859","2010-06-01",6.22
"860","2010-06-02",6.53
"861","2010-06-03",6.57
"862","2010-06-04",6
"863","2010-06-07",5.64
"864","2010-06-08",5.5
"865","2010-06-09",5.44
"866","2010-06-10",5.61
"867","2010-06-11",5.59
"868","2010-06-14",5.77
"869","2010-06-15",6.18
"870","2010-06-16",6.31
"871","2010-06-17",6.46
"872","2010-06-18",6.64
"873","2010-06-21",6.84
"874","2010-06-22",6.84
"875","2010-06-23",6.76
"876","2010-06-24",6.51
"877","2010-06-25",6.65
"878","2010-06-28",6.82
"879","2010-06-29",6.14
"880","2010-06-30",5.83
"881","2010-07-01",5.64
"882","2010-07-02",5.47
"883","2010-07-06",5.5
"884","2010-07-07",5.61
"885","2010-07-08",5.74
"886","2010-07-09",5.85
"887","2010-07-12",5.74
"888","2010-07-13",6.17
"889","2010-07-14",6.12
"890","2010-07-15",6.03
"891","2010-07-16",5.39
"892","2010-07-19",5.46
"893","2010-07-20",5.66
"894","2010-07-21",5.4
"895","2010-07-22",5.5
"896","2010-07-23",5.66
"897","2010-07-26",6.2
"898","2010-07-27",6.18
"899","2010-07-28",5.98
"900","2010-07-29",6
"901","2010-07-30",6.04
"902","2010-08-02",6.06
"903","2010-08-03",5.99
"904","2010-08-04",6.48
"905","2010-08-05",6.79
"906","2010-08-06",6.99
"907","2010-08-09",6.94
"908","2010-08-10",6.78
"909","2010-08-11",6.29
"910","2010-08-12",6.13
"911","2010-08-13",6.26
"912","2010-08-16",6.42
"913","2010-08-17",6.53
"914","2010-08-18",6.6
"915","2010-08-19",6.66
"916","2010-08-20",6.56
"917","2010-08-23",6.37
"918","2010-08-24",5.98
"919","2010-08-25",6.03
"920","2010-08-26",5.72
"921","2010-08-27",5.89
"922","2010-08-30",5.92
"923","2010-08-31",5.98
"924","2010-09-01",6.28
"925","2010-09-02",6.7
"926","2010-09-03",6.94
"927","2010-09-07",6.61
"928","2010-09-08",6.6
"929","2010-09-09",6.73
"930","2010-09-10",6.63
"931","2010-09-13",7.01
"932","2010-09-14",7.23
"933","2010-09-15",7.38
"934","2010-09-16",7.25
"935","2010-09-17",7.15
"936","2010-09-20",7.15
"937","2010-09-21",7.09
"938","2010-09-22",6.8
"939","2010-09-23",6.74
"940","2010-09-24",7.1
"941","2010-09-27",7.05
"942","2010-09-28",7.05
"943","2010-09-29",7.1
"944","2010-09-30",7.02
"945","2010-10-01",7.13
"946","2010-10-04",7.12
"947","2010-10-05",7.43
"948","2010-10-06",7.44
"949","2010-10-07",7.54
"950","2010-10-08",7.82
"951","2010-10-11",7.89
"952","2010-10-12",7.86
"953","2010-10-13",8.42
"954","2010-10-14",8.39
"955","2010-10-15",8.25
"956","2010-10-18",8.31
"957","2010-10-19",8.19
"958","2010-10-20",8.2
"959","2010-10-21",8.21
"960","2010-10-22",8.14
"961","2010-10-25",8.17
"962","2010-10-26",7.82
"963","2010-10-27",7.84
"964","2010-10-28",7.91
"965","2010-10-29",7.99
"966","2010-11-01",7.82
"967","2010-11-02",7.85
"968","2010-11-03",8.07
"969","2010-11-04",8.32
"970","2010-11-05",8.32
"971","2010-11-08",8.34
"972","2010-11-09",8.05
"973","2010-11-10",8.25
"974","2010-11-11",8.13
"975","2010-11-12",7.71
"976","2010-11-15",7.68
"977","2010-11-16",7.27
"978","2010-11-17",7.84
"979","2010-11-18",8.28
"980","2010-11-19",8.04
"981","2010-11-22",8.17
"982","2010-11-23",8.13
"983","2010-11-24",8.31
"984","2010-11-26",8.39
"985","2010-11-29",7.98
"986","2010-11-30",7.75
"987","2010-12-01",7.93
"988","2010-12-02",7.92
"989","2010-12-03",8.06
"990","2010-12-06",8.25
"991","2010-12-07",8.18
"992","2010-12-08",8.09
"993","2010-12-09",8.08
"994","2010-12-10",8.29
"995","2010-12-13",8.19
"996","2010-12-14",8.36
"997","2010-12-15",8.36
"998","2010-12-16",8.47
"999","2010-12-17",8.32
"1000","2010-12-20",8.27
"1001","2010-12-21",8.31
