"","date","OSG"
"163","2017-02-02",5.01
"164","2017-02-03",5.29
"165","2017-02-06",5.26
"166","2017-02-07",5.11
"167","2017-02-08",4.98
"168","2017-02-09",4.99
"169","2017-02-10",4.91
"170","2017-02-13",4.92
"171","2017-02-14",5.07
"172","2017-02-15",5.18
"173","2017-02-16",5.08
"174","2017-02-17",5.02
"175","2017-02-21",5.03
"176","2017-02-22",5
"177","2017-02-23",4.93
"178","2017-02-24",5.01
"179","2017-02-27",5.09
"180","2017-02-28",5
"181","2017-03-01",4.86
"182","2017-03-02",4.76
"183","2017-03-03",4.37
"184","2017-03-06",4.27
"185","2017-03-07",4.29
"186","2017-03-08",4.48
"187","2017-03-09",4.4
"188","2017-03-10",4.54
"189","2017-03-13",4.51
"190","2017-03-14",4.32
"191","2017-03-15",4.34
"192","2017-03-16",4.3
"193","2017-03-17",4.35
"194","2017-03-20",4.33
"195","2017-03-21",4.23
"196","2017-03-22",4.04
"197","2017-03-23",4.04
"198","2017-03-24",4.03
"199","2017-03-27",3.9
"200","2017-03-28",3.99
"201","2017-03-29",4
"202","2017-03-30",4.05
"203","2017-03-31",3.86
"204","2017-04-03",3.83
"205","2017-04-04",3.66
"206","2017-04-05",3.43
"207","2017-04-06",3.56
"208","2017-04-07",3.5
"209","2017-04-10",3.6
"210","2017-04-11",3.66
"211","2017-04-12",3.56
"212","2017-04-13",3.55
"213","2017-04-17",3.55
"214","2017-04-18",3.58
"215","2017-04-19",3.6
"216","2017-04-20",3.64
"217","2017-04-21",3.74
"218","2017-04-24",3.79
"219","2017-04-25",3.7
"220","2017-04-26",3.77
"221","2017-04-27",3.66
"222","2017-04-28",3.64
"223","2017-05-01",3.53
"224","2017-05-02",3.35
"225","2017-05-03",3.39
"226","2017-05-04",3.39
"227","2017-05-05",3.29
"228","2017-05-08",3.23
"229","2017-05-09",3.25
"230","2017-05-10",3.43
"231","2017-05-11",3.28
"232","2017-05-12",3.34
"233","2017-05-15",3.29
"234","2017-05-16",3.26
"235","2017-05-17",3.3
"236","2017-05-18",3.29
"237","2017-05-19",3.31
"238","2017-05-22",3.32
"239","2017-05-23",3.31
"240","2017-05-24",3.19
"241","2017-05-25",3.04
"242","2017-05-26",3.11
"243","2017-05-30",2.92
"244","2017-05-31",2.64
"245","2017-06-01",2.78
"246","2017-06-02",2.65
"247","2017-06-05",2.6
"248","2017-06-06",2.68
"249","2017-06-07",2.51
"250","2017-06-08",2.68
"251","2017-06-09",2.72
"252","2017-06-12",2.69
"253","2017-06-13",2.68
"254","2017-06-14",2.59
"255","2017-06-15",2.44
"256","2017-06-16",2.59
"257","2017-06-19",2.6
"258","2017-06-20",2.64
"259","2017-06-21",2.43
"260","2017-06-22",2.37
"261","2017-06-23",2.39
"262","2017-06-26",2.58
"263","2017-06-27",2.55
"264","2017-06-28",2.84
"265","2017-06-29",2.57
"266","2017-06-30",2.66
"267","2017-07-03",2.79
"268","2017-07-05",2.46
"269","2017-07-06",2.53
"270","2017-07-07",2.56
"271","2017-07-10",2.6
"272","2017-07-11",2.63
"273","2017-07-12",2.67
"274","2017-07-13",2.8
"275","2017-07-14",2.83
"276","2017-07-17",2.92
"277","2017-07-18",2.78
"278","2017-07-19",2.91
"279","2017-07-20",2.81
"280","2017-07-21",2.8
"281","2017-07-24",2.7
"282","2017-07-25",2.75
"283","2017-07-26",2.73
"284","2017-07-27",2.82
"285","2017-07-28",2.88
"286","2017-07-31",3.08
"287","2017-08-01",3
"288","2017-08-02",2.98
"289","2017-08-03",2.95
"290","2017-08-04",3.02
"291","2017-08-07",2.96
"292","2017-08-08",2.96
"293","2017-08-09",2.68
"294","2017-08-10",2.22
"295","2017-08-11",2.2
"296","2017-08-14",2.35
"297","2017-08-15",2.16
"298","2017-08-16",2.21
"299","2017-08-17",2.05
"300","2017-08-18",2.05
"301","2017-08-21",2.03
"302","2017-08-22",2.04
"303","2017-08-23",1.99
"304","2017-08-24",2.02
"305","2017-08-25",2.06
"306","2017-08-28",2.24
"307","2017-08-29",2.23
"308","2017-08-30",2.21
"309","2017-08-31",2.26
"310","2017-09-01",2.37
"311","2017-09-05",2.38
"312","2017-09-06",2.47
"313","2017-09-07",2.49
"314","2017-09-08",2.37
"315","2017-09-11",2.47
"316","2017-09-12",2.53
"317","2017-09-13",2.45
"318","2017-09-14",2.43
"319","2017-09-15",2.52
"320","2017-09-18",2.55
"321","2017-09-19",2.55
"322","2017-09-20",2.58
"323","2017-09-21",2.66
"324","2017-09-22",2.44
"325","2017-09-25",2.55
"326","2017-09-26",2.57
"327","2017-09-27",2.68
"328","2017-09-28",2.53
"329","2017-09-29",2.63
"330","2017-10-02",2.66
"331","2017-10-03",2.75
"332","2017-10-04",2.74
"333","2017-10-05",2.85
"334","2017-10-06",2.77
"335","2017-10-09",2.75
"336","2017-10-10",2.63
"337","2017-10-11",2.5
"338","2017-10-12",2.58
"339","2017-10-13",2.61
"340","2017-10-16",2.55
"341","2017-10-17",2.55
"342","2017-10-18",2.58
"343","2017-10-19",2.51
"344","2017-10-20",2.49
"345","2017-10-23",2.55
"346","2017-10-24",2.46
"347","2017-10-25",2.48
"348","2017-10-26",2.36
"349","2017-10-27",2.29
"350","2017-10-30",2.24
"351","2017-10-31",2.37
"352","2017-11-01",2.3
"353","2017-11-02",2.39
"354","2017-11-03",2.38
"355","2017-11-06",2.43
"356","2017-11-07",2.58
"357","2017-11-08",2.51
"358","2017-11-09",2.74
"359","2017-11-10",2.78
"360","2017-11-13",2.98
"361","2017-11-14",2.57
"362","2017-11-15",2.62
"363","2017-11-16",2.56
"364","2017-11-17",2.65
"365","2017-11-20",2.73
"366","2017-11-21",2.66
"367","2017-11-22",2.84
"368","2017-11-24",2.69
"369","2017-11-27",2.68
"370","2017-11-28",2.86
"371","2017-11-29",2.81
"372","2017-11-30",2.92
"373","2017-12-01",2.97
"374","2017-12-04",2.94
"375","2017-12-05",2.86
"376","2017-12-06",2.49
"377","2017-12-07",2.55
"378","2017-12-08",2.54
"379","2017-12-11",2.62
"380","2017-12-12",2.43
"381","2017-12-13",2.5
"382","2017-12-14",2.48
"383","2017-12-15",2.39
"384","2017-12-18",2.28
"385","2017-12-19",2.25
"386","2017-12-20",2.43
"387","2017-12-21",2.52
"388","2017-12-22",2.61
"389","2017-12-26",2.71
"390","2017-12-27",2.71
"391","2017-12-28",2.81
"392","2017-12-29",2.74
"393","2018-01-02",2.77
"394","2018-01-03",2.8
"395","2018-01-04",2.86
"396","2018-01-05",2.81
"397","2018-01-08",2.87
"398","2018-01-09",2.85
"399","2018-01-10",2.93
"400","2018-01-11",2.93
"401","2018-01-12",2.74
"402","2018-01-16",2.61
"403","2018-01-17",2.81
"404","2018-01-18",2.7
"405","2018-01-19",2.71
"406","2018-01-22",2.51
"407","2018-01-23",2.51
"408","2018-01-24",2.5
"409","2018-01-25",2.44
"410","2018-01-26",2.39
"411","2018-01-29",2.26
"412","2018-01-30",2.04
"413","2018-01-31",2.11
"414","2018-02-01",2.1
"415","2018-02-02",2.08
"416","2018-02-05",1.95
"417","2018-02-06",1.89
"418","2018-02-07",1.85
"419","2018-02-08",1.7
"420","2018-02-09",1.85
"421","2018-02-12",1.83
"422","2018-02-13",1.83
"423","2018-02-14",1.94
"424","2018-02-15",1.98
"425","2018-02-16",2.05
"426","2018-02-20",2.01
"427","2018-02-21",1.99
"428","2018-02-22",1.8
"429","2018-02-23",1.86
"430","2018-02-26",1.91
"431","2018-02-27",1.89
"432","2018-02-28",1.77
"433","2018-03-01",1.89
"434","2018-03-02",1.97
"435","2018-03-05",1.97
"436","2018-03-06",1.98
"437","2018-03-07",1.94
"438","2018-03-08",1.99
"439","2018-03-09",2.1
"440","2018-03-12",2.38
"441","2018-03-13",2.39
"442","2018-03-14",2.4
"443","2018-03-15",2.48
"444","2018-03-16",2.75
"445","2018-03-19",2.62
"446","2018-03-20",2.77
"447","2018-03-21",2.82
"448","2018-03-22",2.85
"449","2018-03-23",2.61
"450","2018-03-26",2.71
"451","2018-03-27",2.68
"452","2018-03-28",2.57
"453","2018-03-29",2.84
"454","2018-04-02",2.92
"455","2018-04-03",2.94
"456","2018-04-04",3.1
"457","2018-04-05",2.98
"458","2018-04-06",2.96
"459","2018-04-09",2.92
"460","2018-04-10",3.02
"461","2018-04-11",3.21
"462","2018-04-12",3.34
"463","2018-04-13",3.47
"464","2018-04-16",3.59
"465","2018-04-17",3.75
"466","2018-04-18",3.8
"467","2018-04-19",3.99
"468","2018-04-20",3.98
"469","2018-04-23",4.01
"470","2018-04-24",3.89
"471","2018-04-25",3.96
"472","2018-04-26",3.91
"473","2018-04-27",3.69
"474","2018-04-30",3.73
"475","2018-05-01",3.56
"476","2018-05-02",3.69
"477","2018-05-03",3.6
"478","2018-05-04",3.64
"479","2018-05-07",3.74
"480","2018-05-08",3.6
"481","2018-05-09",3.56
"482","2018-05-10",3.29
"483","2018-05-11",3.28
"484","2018-05-14",3.37
"485","2018-05-15",3.45
"486","2018-05-16",3.5
"487","2018-05-17",3.56
"488","2018-05-18",3.51
"489","2018-05-21",3.5
"490","2018-05-22",3.56
"491","2018-05-23",3.53
"492","2018-05-24",3.56
"493","2018-05-25",3.43
"494","2018-05-29",3.49
"495","2018-05-30",3.57
"496","2018-05-31",3.64
"497","2018-06-01",3.6
"498","2018-06-04",3.67
"499","2018-06-05",3.83
"500","2018-06-06",3.65
"501","2018-06-07",3.75
"502","2018-06-08",3.61
"503","2018-06-11",3.63
"504","2018-06-12",3.84
"505","2018-06-13",3.9
"506","2018-06-14",3.81
"507","2018-06-15",3.79
"508","2018-06-18",3.8
"509","2018-06-19",3.78
"510","2018-06-20",3.8
"511","2018-06-21",3.75
"512","2018-06-22",3.91
"513","2018-06-25",3.82
"514","2018-06-26",3.98
"515","2018-06-27",4
"516","2018-06-28",3.87
"517","2018-06-29",3.88
"518","2018-07-02",3.94
"519","2018-07-03",3.91
"520","2018-07-05",3.99
"521","2018-07-06",3.89
"522","2018-07-09",3.82
"523","2018-07-10",3.8
"524","2018-07-11",3.7
"525","2018-07-12",3.61
"526","2018-07-13",3.62
"527","2018-07-16",3.5
"528","2018-07-17",3.55
"529","2018-07-18",3.57
"530","2018-07-19",3.57
"531","2018-07-20",3.53
"532","2018-07-23",3.58
"533","2018-07-24",3.58
"534","2018-07-25",3.67
"535","2018-07-26",3.84
"536","2018-07-27",3.7
"537","2018-07-30",3.61
"538","2018-07-31",3.6
"539","2018-08-01",3.63
"540","2018-08-02",3.65
"541","2018-08-03",3.7
"542","2018-08-06",3.71
"543","2018-08-07",3.66
"544","2018-08-08",3.63
"545","2018-08-09",3.73
"546","2018-08-10",3.57
"547","2018-08-13",3.38
"548","2018-08-14",3.37
"549","2018-08-15",3.26
"550","2018-08-16",3.29
"551","2018-08-17",3.3
"552","2018-08-20",3.33
"553","2018-08-21",3.37
"554","2018-08-22",3.37
"555","2018-08-23",3.37
"556","2018-08-24",3.39
"557","2018-08-27",3.44
"558","2018-08-28",3.52
"559","2018-08-29",3.46
"560","2018-08-30",3.42
"561","2018-08-31",3.43
"562","2018-09-04",3.33
"563","2018-09-05",3.32
"564","2018-09-06",3.2
"565","2018-09-07",3.26
"566","2018-09-10",3.35
"567","2018-09-11",3.39
"568","2018-09-12",3.36
"569","2018-09-13",3.35
"570","2018-09-14",3.34
"571","2018-09-17",3.31
"572","2018-09-18",3.34
"573","2018-09-19",3.33
"574","2018-09-20",3.31
"575","2018-09-21",3.22
"576","2018-09-24",3.26
"577","2018-09-25",3.25
"578","2018-09-26",3.2
"579","2018-09-27",3.04
"580","2018-09-28",3.15
"581","2018-10-01",3.15
"582","2018-10-02",3.17
"583","2018-10-03",3.18
"584","2018-10-04",3.19
"585","2018-10-05",3.22
"586","2018-10-08",3.36
"587","2018-10-09",3.55
"588","2018-10-10",3.48
"589","2018-10-11",3.32
"590","2018-10-12",3.33
"591","2018-10-15",3.35
"592","2018-10-16",3.43
"593","2018-10-17",3.39
"594","2018-10-18",3.29
"595","2018-10-19",3.29
"596","2018-10-22",3.12
"597","2018-10-23",3
"598","2018-10-24",2.91
"599","2018-10-25",2.98
"600","2018-10-26",3.02
"601","2018-10-29",2.96
"602","2018-10-30",3.06
"603","2018-10-31",3.14
"604","2018-11-01",3.17
"605","2018-11-02",3.18
"606","2018-11-05",3.21
"607","2018-11-06",3.2
"608","2018-11-07",3.18
"609","2018-11-08",3.1
"610","2018-11-09",2.2
"611","2018-11-12",2.09
"612","2018-11-13",1.95
"613","2018-11-14",2.05
"614","2018-11-15",2.17
"615","2018-11-16",2.37
"616","2018-11-19",2.35
"617","2018-11-20",2.16
"618","2018-11-21",2.18
"619","2018-11-23",2.18
"620","2018-11-26",2.19
"621","2018-11-27",2.21
"622","2018-11-28",2.23
"623","2018-11-29",2.29
"624","2018-11-30",2.14
"625","2018-12-03",2.16
"626","2018-12-04",1.95
"627","2018-12-06",1.89
"628","2018-12-07",1.88
"629","2018-12-10",2.06
"630","2018-12-11",1.94
"631","2018-12-12",1.96
"632","2018-12-13",1.87
"633","2018-12-14",1.84
"634","2018-12-17",1.71
"635","2018-12-18",1.75
"636","2018-12-19",1.73
"637","2018-12-20",1.63
"638","2018-12-21",1.59
"639","2018-12-24",1.61
"640","2018-12-26",1.61
"641","2018-12-27",1.58
"642","2018-12-28",1.61
"643","2018-12-31",1.66
"644","2019-01-02",1.68
"645","2019-01-03",1.69
"646","2019-01-04",1.84
"647","2019-01-07",1.97
"648","2019-01-08",2.02
"649","2019-01-09",2.04
"650","2019-01-10",2
"651","2019-01-11",2.03
"652","2019-01-14",2.01
"653","2019-01-15",2.03
"654","2019-01-16",2.05
"655","2019-01-17",2.01
"656","2019-01-18",2
"657","2019-01-22",1.81
"658","2019-01-23",1.8
"659","2019-01-24",1.78
"660","2019-01-25",1.83
"661","2019-01-28",1.81
"662","2019-01-29",1.86
"663","2019-01-30",1.87
"664","2019-01-31",1.81
"665","2019-02-01",1.73
"666","2019-02-04",1.79
"667","2019-02-05",1.8
"668","2019-02-06",1.84
"669","2019-02-07",1.79
"670","2019-02-08",1.82
"671","2019-02-11",1.85
"672","2019-02-12",1.97
"673","2019-02-13",1.95
"674","2019-02-14",1.99
"675","2019-02-15",2
"676","2019-02-19",2.04
"677","2019-02-20",2.05
"678","2019-02-21",2.01
"679","2019-02-22",2.01
"680","2019-02-25",2.06
"681","2019-02-26",2.03
"682","2019-02-27",2
"683","2019-02-28",1.97
"684","2019-03-01",1.94
"685","2019-03-04",1.9
"686","2019-03-05",1.88
"687","2019-03-06",1.85
"688","2019-03-07",1.84
"689","2019-03-08",1.78
"690","2019-03-11",1.76
"691","2019-03-12",1.78
"692","2019-03-13",1.85
"693","2019-03-14",2.14
"694","2019-03-15",2.28
"695","2019-03-18",2.55
"696","2019-03-19",2.59
"697","2019-03-20",2.57
"698","2019-03-21",2.49
"699","2019-03-22",2.32
"700","2019-03-25",2.35
"701","2019-03-26",2.36
"702","2019-03-27",2.28
"703","2019-03-28",2.26
"704","2019-03-29",2.29
"705","2019-04-01",2.4
"706","2019-04-02",2.33
"707","2019-04-03",2.18
"708","2019-04-04",2.13
"709","2019-04-05",2.16
"710","2019-04-08",2.08
"711","2019-04-09",2.06
"712","2019-04-10",2.19
"713","2019-04-11",2.2
"714","2019-04-12",2.17
"715","2019-04-15",2.15
"716","2019-04-16",2.1
"717","2019-04-17",2.1
"718","2019-04-18",2.07
"719","2019-04-22",2.03
"720","2019-04-23",2.03
"721","2019-04-24",2.04
"722","2019-04-25",1.97
"723","2019-04-26",1.91
"724","2019-04-29",1.89
"725","2019-04-30",1.82
"726","2019-05-01",1.89
"727","2019-05-02",1.82
"728","2019-05-03",1.87
"729","2019-05-06",1.9
"730","2019-05-07",1.87
"731","2019-05-08",1.84
"732","2019-05-09",1.78
"733","2019-05-10",1.83
"734","2019-05-13",1.79
"735","2019-05-14",1.83
"736","2019-05-15",1.81
"737","2019-05-16",1.84
"738","2019-05-17",1.84
"739","2019-05-20",1.89
"740","2019-05-21",1.84
"741","2019-05-22",1.85
"742","2019-05-23",1.69
"743","2019-05-24",1.69
"744","2019-05-28",1.6
"745","2019-05-29",1.52
"746","2019-05-30",1.52
"747","2019-05-31",1.5
"748","2019-06-03",1.53
"749","2019-06-04",1.62
"750","2019-06-05",1.63
"751","2019-06-06",1.63
"752","2019-06-07",1.65
"753","2019-06-10",1.66
"754","2019-06-11",1.73
"755","2019-06-12",1.66
"756","2019-06-13",1.69
"757","2019-06-14",1.66
"758","2019-06-17",1.65
"759","2019-06-18",1.65
"760","2019-06-19",1.65
"761","2019-06-20",1.69
"762","2019-06-21",1.67
"763","2019-06-24",1.67
"764","2019-06-25",1.71
"765","2019-06-26",1.76
"766","2019-06-27",1.86
"767","2019-06-28",1.88
"768","2019-07-01",1.89
"769","2019-07-02",1.91
"770","2019-07-03",1.9
"771","2019-07-05",1.99
"772","2019-07-08",2.05
"773","2019-07-09",1.91
"774","2019-07-10",1.91
"775","2019-07-11",1.87
"776","2019-07-12",1.88
"777","2019-07-15",1.9
"778","2019-07-16",1.94
"779","2019-07-17",1.9
"780","2019-07-18",1.91
"781","2019-07-19",1.92
"782","2019-07-22",1.89
"783","2019-07-23",1.91
"784","2019-07-24",1.98
"785","2019-07-25",1.89
"786","2019-07-26",1.93
"787","2019-07-29",1.9
"788","2019-07-30",1.88
"789","2019-07-31",1.95
"790","2019-08-01",1.89
"791","2019-08-02",1.91
"792","2019-08-05",1.75
"793","2019-08-06",1.7
"794","2019-08-07",1.75
"795","2019-08-08",1.71
"796","2019-08-09",1.67
"797","2019-08-12",1.65
"798","2019-08-13",1.68
"799","2019-08-14",1.59
"800","2019-08-15",1.65
"801","2019-08-16",1.7
"802","2019-08-19",1.69
"803","2019-08-20",1.69
"804","2019-08-21",1.73
"805","2019-08-22",1.69
"806","2019-08-23",1.67
"807","2019-08-26",1.66
"808","2019-08-27",1.63
"809","2019-08-28",1.64
"810","2019-08-29",1.63
"811","2019-08-30",1.63
"812","2019-09-03",1.78
"813","2019-09-04",1.7
"814","2019-09-05",1.71
"815","2019-09-06",1.7
"816","2019-09-09",1.74
"817","2019-09-10",1.75
"818","2019-09-11",1.81
"819","2019-09-12",1.77
"820","2019-09-13",1.71
"821","2019-09-16",1.75
"822","2019-09-17",1.79
"823","2019-09-18",1.78
"824","2019-09-19",1.78
"825","2019-09-20",1.81
"826","2019-09-23",1.83
"827","2019-09-24",1.74
"828","2019-09-25",1.76
"829","2019-09-26",1.72
"830","2019-09-27",1.76
"831","2019-09-30",1.75
"832","2019-10-01",1.7
"833","2019-10-02",1.64
"834","2019-10-03",1.6
"835","2019-10-04",1.75
"836","2019-10-07",1.82
"837","2019-10-08",1.73
"838","2019-10-09",1.74
"839","2019-10-10",1.76
"840","2019-10-11",1.81
"841","2019-10-14",1.76
"842","2019-10-15",1.75
"843","2019-10-16",1.7
"844","2019-10-17",1.78
"845","2019-10-18",1.74
"846","2019-10-21",1.76
"847","2019-10-22",1.83
"848","2019-10-23",1.83
"849","2019-10-24",1.68
"850","2019-10-25",1.71
"851","2019-10-28",1.72
"852","2019-10-29",1.69
"853","2019-10-30",1.66
"854","2019-10-31",1.63
"855","2019-11-01",1.73
"856","2019-11-04",1.76
"857","2019-11-05",1.75
"858","2019-11-06",1.73
"859","2019-11-07",1.7
"860","2019-11-08",1.78
"861","2019-11-11",1.87
"862","2019-11-12",1.89
"863","2019-11-13",1.79
"864","2019-11-14",1.84
"865","2019-11-15",1.79
"866","2019-11-18",1.75
"867","2019-11-19",1.78
"868","2019-11-20",1.81
"869","2019-11-21",1.8
"870","2019-11-22",1.8
"871","2019-11-25",1.75
"872","2019-11-26",1.74
"873","2019-11-27",1.76
"874","2019-11-29",1.75
"875","2019-12-02",1.76
"876","2019-12-03",1.79
"877","2019-12-04",1.72
"878","2019-12-05",1.73
"879","2019-12-06",1.79
"880","2019-12-09",1.79
"881","2019-12-10",1.83
"882","2019-12-11",1.79
"883","2019-12-12",1.79
"884","2019-12-13",1.85
"885","2019-12-16",1.99
"886","2019-12-17",2.11
"887","2019-12-18",2.33
"888","2019-12-19",2.39
"889","2019-12-20",2.49
"890","2019-12-23",2.65
"891","2019-12-24",2.43
"892","2019-12-26",2.44
"893","2019-12-27",2.37
"894","2019-12-30",2.38
"895","2019-12-31",2.3
"896","2020-01-02",2.32
"897","2020-01-03",2.22
"898","2020-01-06",2.23
"899","2020-01-07",2.24
"900","2020-01-08",2.24
"901","2020-01-09",2.2
"902","2020-01-10",2.15
"903","2020-01-13",2.15
"904","2020-01-14",2.09
"905","2020-01-15",2
"906","2020-01-16",2.02
"907","2020-01-17",2.02
"908","2020-01-21",2
"909","2020-01-22",2.07
"910","2020-01-23",2
"911","2020-01-24",1.89
"912","2020-01-27",1.83
"913","2020-01-28",1.83
"914","2020-01-29",1.82
"915","2020-01-30",1.86
"916","2020-01-31",1.78
"917","2020-02-03",1.84
"918","2020-02-04",1.79
"919","2020-02-05",1.83
"920","2020-02-06",1.76
"921","2020-02-07",1.75
"922","2020-02-10",1.7
"923","2020-02-11",2.01
"924","2020-02-12",2.2
"925","2020-02-13",2.17
"926","2020-02-14",2.12
"927","2020-02-18",2.06
"928","2020-02-19",2.02
"929","2020-02-20",2.02
"930","2020-02-21",1.99
"931","2020-02-24",1.84
"932","2020-02-25",1.76
"933","2020-02-26",1.74
"934","2020-02-27",1.74
"935","2020-02-28",1.72
"936","2020-03-02",1.83
"937","2020-03-03",1.89
"938","2020-03-04",1.95
"939","2020-03-05",2.51
"940","2020-03-06",2.33
"941","2020-03-09",2.1
"942","2020-03-10",2.25
"943","2020-03-11",2.06
"944","2020-03-12",1.9
"945","2020-03-13",2.42
"946","2020-03-16",1.92
"947","2020-03-17",2.01
"948","2020-03-18",1.89
"949","2020-03-19",1.91
"950","2020-03-20",1.99
"951","2020-03-23",1.87
"952","2020-03-24",2.08
"953","2020-03-25",2.2
"954","2020-03-26",2.31
"955","2020-03-27",2.09
"956","2020-03-30",2.34
"957","2020-03-31",2.27
"958","2020-04-01",2.23
"959","2020-04-02",2.16
"960","2020-04-03",2.08
"961","2020-04-06",2.2
"962","2020-04-07",2.14
"963","2020-04-08",2.19
"964","2020-04-09",2.19
"965","2020-04-13",2.22
"966","2020-04-14",2.36
"967","2020-04-15",2.32
"968","2020-04-16",2.3
"969","2020-04-17",2.39
"970","2020-04-20",2.45
"971","2020-04-21",2.43
"972","2020-04-22",2.59
"973","2020-04-23",2.55
"974","2020-04-24",2.42
"975","2020-04-27",2.47
"976","2020-04-28",2.65
"977","2020-04-29",2.61
"978","2020-04-30",2.5
"979","2020-05-01",2.42
"980","2020-05-04",2.35
"981","2020-05-05",2.28
"982","2020-05-06",2.26
"983","2020-05-07",2.38
"984","2020-05-08",2.47
"985","2020-05-11",2.28
"986","2020-05-12",2.07
"987","2020-05-13",2.02
"988","2020-05-14",1.98
"989","2020-05-15",1.95
"990","2020-05-18",1.98
"991","2020-05-19",1.94
"992","2020-05-20",2.01
"993","2020-05-21",2.02
"994","2020-05-22",2.24
"995","2020-05-26",2.25
"996","2020-05-27",2.26
"997","2020-05-28",2.22
"998","2020-05-29",2.21
"999","2020-06-01",2.14
"1000","2020-06-02",2.09
"1001","2020-06-03",2.14
