"","date","ANSS"
"1","2007-01-03",22.094999
"2","2007-01-04",22.075001
"3","2007-01-05",22
"4","2007-01-08",22.16
"5","2007-01-09",21.764999
"6","2007-01-10",21.594999
"7","2007-01-11",21.605
"8","2007-01-12",22.065001
"9","2007-01-16",21.99
"10","2007-01-17",22.504999
"11","2007-01-18",22.174999
"12","2007-01-19",22.43
"13","2007-01-22",22.299999
"14","2007-01-23",22.665001
"15","2007-01-24",23.5
"16","2007-01-25",23.565001
"17","2007-01-26",23.834999
"18","2007-01-29",24.540001
"19","2007-01-30",24.535
"20","2007-01-31",24.945
"21","2007-02-01",25.035
"22","2007-02-02",24.92
"23","2007-02-05",24.85
"24","2007-02-06",25.23
"25","2007-02-07",25.549999
"26","2007-02-08",25.58
"27","2007-02-09",25.445
"28","2007-02-12",25.495001
"29","2007-02-13",25.639999
"30","2007-02-14",25.799999
"31","2007-02-15",25.83
"32","2007-02-16",25.879999
"33","2007-02-20",28.424999
"34","2007-02-21",27.91
"35","2007-02-22",27.865
"36","2007-02-23",27.785
"37","2007-02-26",27.055
"38","2007-02-27",25.895
"39","2007-02-28",25.51
"40","2007-03-01",25.209999
"41","2007-03-02",24.76
"42","2007-03-05",24.434999
"43","2007-03-06",25.065001
"44","2007-03-07",24.635
"45","2007-03-08",24.865
"46","2007-03-09",24.98
"47","2007-03-12",25.01
"48","2007-03-13",24.344999
"49","2007-03-14",24.665001
"50","2007-03-15",24.49
"51","2007-03-16",24.514999
"52","2007-03-19",24.59
"53","2007-03-20",25.219999
"54","2007-03-21",25.334999
"55","2007-03-22",25.700001
"56","2007-03-23",25.434999
"57","2007-03-26",24.895
"58","2007-03-27",24.825001
"59","2007-03-28",24.934999
"60","2007-03-29",25.530001
"61","2007-03-30",25.385
"62","2007-04-02",25.275
"63","2007-04-03",25.219999
"64","2007-04-04",25.094999
"65","2007-04-05",25.315001
"66","2007-04-09",25.334999
"67","2007-04-10",25.6
"68","2007-04-11",25.334999
"69","2007-04-12",25.440001
"70","2007-04-13",25.370001
"71","2007-04-16",25.440001
"72","2007-04-17",25.370001
"73","2007-04-18",25.455
"74","2007-04-19",25.26
"75","2007-04-20",26.139999
"76","2007-04-23",26.17
"77","2007-04-24",26.035
"78","2007-04-25",25.75
"79","2007-04-26",25.795
"80","2007-04-27",25.915001
"81","2007-04-30",25.6
"82","2007-05-01",25.889999
"83","2007-05-02",26.495001
"84","2007-05-03",26.49
"85","2007-05-04",26.355
"86","2007-05-07",26.834999
"87","2007-05-08",27.35
"88","2007-05-09",28.24
"89","2007-05-10",27.975
"90","2007-05-11",28.15
"91","2007-05-14",27.934999
"92","2007-05-15",27.405001
"93","2007-05-16",27.865
"94","2007-05-17",27.540001
"95","2007-05-18",27.700001
"96","2007-05-21",28.4
"97","2007-05-22",28.66
"98","2007-05-23",28.690001
"99","2007-05-24",28.040001
"100","2007-05-25",27.985001
"101","2007-05-29",28.184999
"102","2007-05-30",28.01
"103","2007-05-31",28.08
"104","2007-06-01",28.32
"105","2007-06-04",28.299999
"106","2007-06-05",27.65
"107","2007-06-06",28.049999
"108","2007-06-07",27.35
"109","2007-06-08",27.969999
"110","2007-06-11",27.57
"111","2007-06-12",27.08
"112","2007-06-13",27.280001
"113","2007-06-14",27.32
"114","2007-06-15",27.52
"115","2007-06-18",27.280001
"116","2007-06-19",27.17
"117","2007-06-20",26.889999
"118","2007-06-21",26.879999
"119","2007-06-22",26.24
"120","2007-06-25",26.059999
"121","2007-06-26",26.16
"122","2007-06-27",26.559999
"123","2007-06-28",26.719999
"124","2007-06-29",26.5
"125","2007-07-02",26.360001
"126","2007-07-03",26.379999
"127","2007-07-05",26.65
"128","2007-07-06",26.540001
"129","2007-07-09",27.16
"130","2007-07-10",26.01
"131","2007-07-11",26.290001
"132","2007-07-12",26.950001
"133","2007-07-13",26.549999
"134","2007-07-16",26.4
"135","2007-07-17",26.299999
"136","2007-07-18",26.23
"137","2007-07-19",26.059999
"138","2007-07-20",25.65
"139","2007-07-23",25.620001
"140","2007-07-24",25.219999
"141","2007-07-25",25.66
"142","2007-07-26",25.68
"143","2007-07-27",25.6
"144","2007-07-30",26.01
"145","2007-07-31",26.040001
"146","2007-08-01",26.559999
"147","2007-08-02",30.040001
"148","2007-08-03",30.23
"149","2007-08-06",30.76
"150","2007-08-07",31.309999
"151","2007-08-08",32.43
"152","2007-08-09",32.41
"153","2007-08-10",30.93
"154","2007-08-13",30.309999
"155","2007-08-14",29.83
"156","2007-08-15",29.969999
"157","2007-08-16",30.99
"158","2007-08-17",32.259998
"159","2007-08-20",32.23
"160","2007-08-21",32.290001
"161","2007-08-22",31.959999
"162","2007-08-23",31.610001
"163","2007-08-24",32.32
"164","2007-08-27",31.66
"165","2007-08-28",30.809999
"166","2007-08-29",32.310001
"167","2007-08-30",32.950001
"168","2007-08-31",33.130001
"169","2007-09-04",33.950001
"170","2007-09-05",35.150002
"171","2007-09-06",34.23
"172","2007-09-07",32.990002
"173","2007-09-10",32.400002
"174","2007-09-11",34.27
"175","2007-09-12",34
"176","2007-09-13",34.509998
"177","2007-09-14",34.18
"178","2007-09-17",33.959999
"179","2007-09-18",34.09
"180","2007-09-19",34.450001
"181","2007-09-20",34.950001
"182","2007-09-21",34.91
"183","2007-09-24",34.200001
"184","2007-09-25",34.98
"185","2007-09-26",34.259998
"186","2007-09-27",34.09
"187","2007-09-28",34.169998
"188","2007-10-01",35.41
"189","2007-10-02",36.439999
"190","2007-10-03",36.119999
"191","2007-10-04",36.32
"192","2007-10-05",36.869999
"193","2007-10-08",37.009998
"194","2007-10-09",38.09
"195","2007-10-10",37.66
"196","2007-10-11",36.490002
"197","2007-10-12",37.540001
"198","2007-10-15",38.220001
"199","2007-10-16",37.52
"200","2007-10-17",40.34
"201","2007-10-18",39.619999
"202","2007-10-19",38.490002
"203","2007-10-22",38.869999
"204","2007-10-23",40.970001
"205","2007-10-24",40.91
"206","2007-10-25",40.580002
"207","2007-10-26",41.200001
"208","2007-10-29",40.130001
"209","2007-10-30",39.009998
"210","2007-10-31",38.810001
"211","2007-11-01",38.220001
"212","2007-11-02",40.41
"213","2007-11-05",41.200001
"214","2007-11-06",40.130001
"215","2007-11-07",38.16
"216","2007-11-08",37.34
"217","2007-11-09",36.529999
"218","2007-11-12",36.900002
"219","2007-11-13",39.259998
"220","2007-11-14",39.130001
"221","2007-11-15",38.75
"222","2007-11-16",38.290001
"223","2007-11-19",38.389999
"224","2007-11-20",37.43
"225","2007-11-21",36.799999
"226","2007-11-23",38.209999
"227","2007-11-26",36.779999
"228","2007-11-27",37.470001
"229","2007-11-28",39.200001
"230","2007-11-29",38.82
"231","2007-11-30",38.860001
"232","2007-12-03",38.700001
"233","2007-12-04",39.029999
"234","2007-12-05",39.380001
"235","2007-12-06",38.900002
