"","date","CGIX"
"1","2013-04-05",337.5
"2","2013-04-08",357
"3","2013-04-09",357
"4","2013-04-10",343.5
"5","2013-04-11",374.700012
"6","2013-04-12",360
"7","2013-04-15",360
"8","2013-04-16",360
"9","2013-04-17",352.5
"10","2013-04-18",360
"11","2013-04-19",348
"12","2013-04-22",348
"13","2013-04-23",348
"14","2013-04-24",348
"15","2013-04-25",345
"16","2013-04-26",345
"17","2013-04-29",346.5
"18","2013-04-30",342
"19","2013-05-01",345
"20","2013-05-02",346.5
"21","2013-05-03",345
"22","2013-05-06",345
"23","2013-05-07",342
"24","2013-05-08",352.5
"25","2013-05-09",345
"26","2013-05-10",352.5
"27","2013-05-13",357
"28","2013-05-14",352.5
"29","2013-05-15",351.600006
"30","2013-05-16",352.200012
"31","2013-05-17",352.5
"32","2013-05-20",348
"33","2013-05-21",349.5
"34","2013-05-22",351
"35","2013-05-23",350.700012
"36","2013-05-24",350.399994
"37","2013-05-28",354
"38","2013-05-29",354
"39","2013-05-30",354
"40","2013-05-31",352.5
"41","2013-06-03",351
"42","2013-06-04",351
"43","2013-06-05",337.5
"44","2013-06-06",315.299988
"45","2013-06-07",307.5
"46","2013-06-10",297
"47","2013-06-11",299.700012
"48","2013-06-12",298.5
"49","2013-06-13",298.5
"50","2013-06-14",285
"51","2013-06-17",292.5
"52","2013-06-18",298.5
"53","2013-06-19",297.299988
"54","2013-06-20",289.5
"55","2013-06-21",295.5
"56","2013-06-24",298.5
"57","2013-06-25",298.5
"58","2013-06-26",298.799988
"59","2013-06-27",298.799988
"60","2013-06-28",298.799988
"61","2013-07-01",303.299988
"62","2013-07-02",311.700012
"63","2013-07-03",345
"64","2013-07-05",349.5
"65","2013-07-08",345
"66","2013-07-09",347.700012
"67","2013-07-10",345
"68","2013-07-11",348
"69","2013-07-12",348
"70","2013-07-15",348
"71","2013-07-16",301.5
"72","2013-07-17",330
"73","2013-07-18",328.799988
"74","2013-07-19",326.100006
"75","2013-07-22",348
"76","2013-07-23",340.5
"77","2013-07-24",330
"78","2013-07-25",330
"79","2013-07-26",319.5
"80","2013-07-29",346.5
"81","2013-07-30",334.799988
"82","2013-07-31",345
"83","2013-08-01",334.200012
"84","2013-08-02",343.5
"85","2013-08-05",333.600006
"86","2013-08-06",348
"87","2013-08-07",343.200012
"88","2013-08-08",345
"89","2013-08-09",351
"90","2013-08-12",351
"91","2013-08-13",333
"92","2013-08-14",273
"93","2013-08-15",289.5
"94","2013-08-16",292.5
"95","2013-08-19",285.299988
"96","2013-08-20",282
"97","2013-08-21",277.5
"98","2013-08-22",277.799988
"99","2013-08-23",299.700012
"100","2013-08-26",296.100006
"101","2013-08-27",294
"102","2013-08-28",293.100006
"103","2013-08-29",288
"104","2013-08-30",290.700012
"105","2013-09-03",291
"106","2013-09-04",295.5
"107","2013-09-05",296.399994
"108","2013-09-06",295.5
"109","2013-09-09",298.200012
"110","2013-09-10",297
"111","2013-09-11",305.399994
"112","2013-09-12",332.700012
"113","2013-09-13",364.200012
"114","2013-09-16",383.100006
"115","2013-09-17",377.100006
"116","2013-09-18",382.200012
"117","2013-09-19",379.5
"118","2013-09-20",362.399994
"119","2013-09-23",374.399994
"120","2013-09-24",384
"121","2013-09-25",415.799988
"122","2013-09-26",487.5
"123","2013-09-27",630
"124","2013-09-30",607.799988
"125","2013-10-01",588
"126","2013-10-02",598.200012
"127","2013-10-03",596.400024
"128","2013-10-04",597.299988
"129","2013-10-07",596.400024
"130","2013-10-08",562.5
"131","2013-10-09",461.700012
"132","2013-10-10",509.399994
"133","2013-10-11",480
"134","2013-10-14",523.200012
"135","2013-10-15",525.900024
"136","2013-10-16",539.400024
"137","2013-10-17",500.700012
"138","2013-10-18",457.5
"139","2013-10-21",435.299988
"140","2013-10-22",429.299988
"141","2013-10-23",423.899994
"142","2013-10-24",423
"143","2013-10-25",449.700012
"144","2013-10-28",438
"145","2013-10-29",435.899994
"146","2013-10-30",426.299988
"147","2013-10-31",413.700012
"148","2013-11-01",385.200012
"149","2013-11-04",369
"150","2013-11-05",380.100006
"151","2013-11-06",378.600006
"152","2013-11-07",333.899994
"153","2013-11-08",339.600006
"154","2013-11-11",370.5
"155","2013-11-12",371.700012
"156","2013-11-13",378
"157","2013-11-14",449.100006
"158","2013-11-15",463.5
"159","2013-11-18",425.399994
"160","2013-11-19",398.399994
"161","2013-11-20",400.5
"162","2013-11-21",411.299988
"163","2013-11-22",414.299988
"164","2013-11-25",426.299988
"165","2013-11-26",421.5
"166","2013-11-27",427.5
"167","2013-11-29",441.899994
"168","2013-12-02",434.700012
"169","2013-12-03",413.399994
"170","2013-12-04",407.399994
"171","2013-12-05",383.100006
"172","2013-12-06",374.700012
"173","2013-12-09",362.399994
"174","2013-12-10",363.299988
"175","2013-12-11",379.200012
"176","2013-12-12",378.299988
"177","2013-12-13",376.5
"178","2013-12-16",375
"179","2013-12-17",368.399994
"180","2013-12-18",368.100006
"181","2013-12-19",375.899994
"182","2013-12-20",405
"183","2013-12-23",398.700012
"184","2013-12-24",415.200012
"185","2013-12-26",419.700012
"186","2013-12-27",417.299988
"187","2013-12-30",418.799988
"188","2013-12-31",413.399994
"189","2014-01-02",417.600006
"190","2014-01-03",405
"191","2014-01-06",419.399994
"192","2014-01-07",434.100006
"193","2014-01-08",464.700012
"194","2014-01-09",474.899994
"195","2014-01-10",491.700012
"196","2014-01-13",488.700012
"197","2014-01-14",454.5
"198","2014-01-15",450
"199","2014-01-16",458.399994
"200","2014-01-17",476.700012
"201","2014-01-21",496.5
"202","2014-01-22",507
"203","2014-01-23",487.799988
"204","2014-01-24",453
"205","2014-01-27",428.700012
"206","2014-01-28",456
"207","2014-01-29",493.799988
"208","2014-01-30",504
"209","2014-01-31",532.200012
"210","2014-02-03",503.399994
"211","2014-02-04",490.799988
"212","2014-02-05",466.799988
"213","2014-02-06",462
"214","2014-02-07",467.700012
"215","2014-02-10",506.399994
"216","2014-02-11",560.700012
"217","2014-02-12",561.299988
"218","2014-02-13",569.099976
"219","2014-02-14",585.599976
"220","2014-02-18",598.200012
"221","2014-02-19",595.200012
"222","2014-02-20",589.799988
"223","2014-02-21",600
"224","2014-02-24",578.099976
"225","2014-02-25",573.599976
"226","2014-02-26",599.700012
"227","2014-02-27",595.799988
"228","2014-02-28",565.799988
"229","2014-03-03",534.900024
"230","2014-03-04",560.400024
"231","2014-03-05",592.5
"232","2014-03-06",559.799988
"233","2014-03-07",570.599976
"234","2014-03-10",537.900024
"235","2014-03-11",532.799988
"236","2014-03-12",542.700012
"237","2014-03-13",542.700012
"238","2014-03-14",528.599976
"239","2014-03-17",521.400024
"240","2014-03-18",538.799988
"241","2014-03-19",531
"242","2014-03-20",529.5
"243","2014-03-21",518.700012
"244","2014-03-24",486.299988
"245","2014-03-25",481.799988
"246","2014-03-26",491.100006
"247","2014-03-27",466.5
"248","2014-03-28",445.799988
"249","2014-03-31",452.700012
"250","2014-04-01",470.700012
"251","2014-04-02",474.600006
"252","2014-04-03",471.899994
"253","2014-04-04",477.600006
"254","2014-04-07",454.200012
"255","2014-04-08",448.5
