"","date","WEI"
"1","2018-11-15",10.25
"2","2018-11-16",10
"3","2018-11-19",10.15
"4","2018-11-20",10.02
"5","2018-11-21",10.03
"6","2018-11-23",10
"7","2018-11-26",9.98
"8","2018-11-27",10
"9","2018-11-28",10
"10","2018-11-29",10
"11","2018-11-30",10
"12","2018-12-03",10.21
"13","2018-12-04",10.12
"14","2018-12-06",10.02
"15","2018-12-07",10.01
"16","2018-12-10",10.01
"17","2018-12-11",10
"18","2018-12-12",10.07
"19","2018-12-13",10
"20","2018-12-14",10.06
"21","2018-12-17",9.9
"22","2018-12-18",9.91
"23","2018-12-19",9.92
"24","2018-12-20",9.9
"25","2018-12-21",9.9
"26","2018-12-24",9.82
"27","2018-12-26",9.82
"28","2018-12-27",9.34
"29","2018-12-28",9.34
"30","2018-12-31",9.26
"31","2019-01-02",9.21
"32","2019-01-03",9.32
"33","2019-01-04",9.77
"34","2019-01-07",9.53
"35","2019-01-08",9.53
"36","2019-01-09",9.6
"37","2019-01-10",9.45
"38","2019-01-11",9.45
"39","2019-01-14",9.61
"40","2019-01-15",9.45
"41","2019-01-16",9.45
"42","2019-01-17",10
"43","2019-01-18",9.87
"44","2019-01-22",9.75
"45","2019-01-23",9.5
"46","2019-01-24",9.5
"47","2019-01-25",9.98
"48","2019-01-28",9.75
"49","2019-01-29",9.75
"50","2019-01-30",9.86
"51","2019-01-31",9.75
"52","2019-02-01",9.79
"53","2019-02-04",9.55
"54","2019-02-05",9.69
"55","2019-02-06",9.93
"56","2019-02-07",9.92
"57","2019-02-08",9.82
"58","2019-02-11",9.82
"59","2019-02-12",10.1
"60","2019-02-13",10.44
"61","2019-02-14",10.51
"62","2019-02-15",13.2
"63","2019-02-19",13
"64","2019-02-20",12.85
"65","2019-02-21",12.6
"66","2019-02-22",12.22
"67","2019-02-25",12.28
"68","2019-02-26",11.98
"69","2019-02-27",11.97
"70","2019-02-28",11.6
"71","2019-03-01",11.9
"72","2019-03-04",11.97
"73","2019-03-05",11.95
"74","2019-03-06",12
"75","2019-03-07",12
"76","2019-03-08",11.85
"77","2019-03-11",12.08
"78","2019-03-12",11.9
"79","2019-03-13",11.84
"80","2019-03-14",11.84
"81","2019-03-15",11.8
"82","2019-03-18",11.81
"83","2019-03-19",11.77
"84","2019-03-20",11.77
"85","2019-03-21",11.51
"86","2019-03-22",11.6
"87","2019-03-25",11.57
"88","2019-03-26",11.51
"89","2019-03-27",11.7
"90","2019-03-28",11.36
"91","2019-03-29",11.56
"92","2019-04-01",11.42
"93","2019-04-02",11.23
"94","2019-04-03",10.7
"95","2019-04-04",10.1
"96","2019-04-05",10
"97","2019-04-08",10.1
"98","2019-04-09",10.3
"99","2019-04-10",10.1
"100","2019-04-11",10
"101","2019-04-12",10
"102","2019-04-15",9.92
"103","2019-04-16",9.9
"104","2019-04-17",9.9
"105","2019-04-18",10.14
"106","2019-04-22",10.03
"107","2019-04-23",10.08
"108","2019-04-24",10
"109","2019-04-25",10
"110","2019-04-26",10.02
"111","2019-04-29",9.9
"112","2019-04-30",10
"113","2019-05-01",10.1
"114","2019-05-02",10.05
"115","2019-05-03",10
"116","2019-05-06",9.9
"117","2019-05-07",9.9
"118","2019-05-08",9.85
"119","2019-05-09",9.81
"120","2019-05-10",9.93
"121","2019-05-13",9.77
"122","2019-05-14",9.85
"123","2019-05-15",9.76
"124","2019-05-16",9.96
"125","2019-05-17",9.82
"126","2019-05-20",9.38
"127","2019-05-21",9.5
"128","2019-05-22",9.36
"129","2019-05-23",9.45
"130","2019-05-24",9.5
"131","2019-05-28",9.32
"132","2019-05-29",9.3
"133","2019-05-30",9.12
"134","2019-05-31",9.55
"135","2019-06-03",9.62
"136","2019-06-04",9.75
"137","2019-06-05",9.57
"138","2019-06-06",9.6
"139","2019-06-07",9.38
"140","2019-06-10",9.55
"141","2019-06-11",9.55
"142","2019-06-12",9.32
"143","2019-06-13",9.33
"144","2019-06-14",9.3
"145","2019-06-17",9.29
"146","2019-06-18",9.29
"147","2019-06-19",9.53
"148","2019-06-20",9.5
"149","2019-06-21",9.14
"150","2019-06-24",9.1
"151","2019-06-25",9.08
"152","2019-06-26",9.09
"153","2019-06-27",9.05
"154","2019-06-28",9
"155","2019-07-01",8.95
"156","2019-07-02",8.98
"157","2019-07-03",9.03
"158","2019-07-05",8.89
"159","2019-07-08",8.8
"160","2019-07-09",8.75
"161","2019-07-10",8.75
"162","2019-07-11",8.75
"163","2019-07-12",8.61
"164","2019-07-15",8.44
"165","2019-07-16",8.55
"166","2019-07-17",8.55
"167","2019-07-18",8.55
"168","2019-07-19",8.43
"169","2019-07-22",8.38
"170","2019-07-23",8.35
"171","2019-07-24",8.26
"172","2019-07-25",8.25
"173","2019-07-26",8.25
"174","2019-07-29",8.25
"175","2019-07-30",8.29
"176","2019-07-31",8.2
"177","2019-08-01",8.1
"178","2019-08-02",8.08
"179","2019-08-05",7.9
"180","2019-08-06",7.63
"181","2019-08-07",7.53
"182","2019-08-08",7.53
"183","2019-08-09",7.45
"184","2019-08-12",7.3
"185","2019-08-13",7.3
"186","2019-08-14",7.2
"187","2019-08-15",7.2
"188","2019-08-16",7.2
"189","2019-08-19",7.2
"190","2019-08-20",7.2
"191","2019-08-21",6.89
"192","2019-08-22",6.9
"193","2019-08-23",6.9
"194","2019-08-26",6.9
"195","2019-08-27",6.8
"196","2019-08-28",6.72
"197","2019-08-29",6.7
"198","2019-08-30",6.7
"199","2019-09-03",6.62
"200","2019-09-04",6.62
"201","2019-09-05",6.54
"202","2019-09-06",6.5
"203","2019-09-09",6.5
"204","2019-09-10",6.07
"205","2019-09-11",6.11
"206","2019-09-12",6.22
"207","2019-09-13",6.17
"208","2019-09-16",6.15
"209","2019-09-17",6.4
"210","2019-09-18",6.4
"211","2019-09-19",6.35
"212","2019-09-20",6.25
"213","2019-09-23",6.31
"214","2019-09-24",6.15
"215","2019-09-25",6.15
"216","2019-09-26",6.15
"217","2019-09-27",6.1
"218","2019-09-30",6.1
"219","2019-10-01",6.12
"220","2019-10-02",6.05
"221","2019-10-03",6.25
"222","2019-10-04",6.25
"223","2019-10-07",6.05
"224","2019-10-08",6.05
"225","2019-10-09",6
"226","2019-10-10",6.03
"227","2019-10-11",6.05
"228","2019-10-14",6.26
"229","2019-10-15",6.26
"230","2019-10-16",6.26
"231","2019-10-17",6.26
"232","2019-10-18",6.26
"233","2019-10-21",6.12
"234","2019-10-22",6.12
"235","2019-10-23",6.12
"236","2019-10-24",6.3
"237","2019-10-25",6.42
"238","2019-10-28",6.46
"239","2019-10-29",6.46
"240","2019-10-30",6.46
"241","2019-10-31",6.36
"242","2019-11-01",6.36
"243","2019-11-04",6.46
"244","2019-11-05",6.3
"245","2019-11-06",6.44
"246","2019-11-07",6.41
"247","2019-11-08",6.4
"248","2019-11-11",6
"249","2019-11-12",6.03
"250","2019-11-13",6.13
"251","2019-11-14",6.06
"252","2019-11-15",6.04
"253","2019-11-18",6.17
"254","2019-11-19",6.04
"255","2019-11-20",6
"256","2019-11-21",6.4
"257","2019-11-22",6.1
"258","2019-11-25",5.5
"259","2019-11-26",5.99
"260","2019-11-27",6.08
"261","2019-11-29",5.95
"262","2019-12-02",5.29
"263","2019-12-03",5.06
"264","2019-12-04",4.97
"265","2019-12-05",4.46
"266","2019-12-06",4.33
"267","2019-12-09",3.84
"268","2019-12-10",3.33
"269","2019-12-11",3.4
"270","2019-12-12",3.25
"271","2019-12-13",3.1
"272","2019-12-16",2.97
"273","2019-12-17",2.85
"274","2019-12-18",2.8
"275","2019-12-19",2.88
"276","2019-12-20",2.88
"277","2019-12-23",2.88
"278","2019-12-24",3.03
"279","2019-12-26",3.44
"280","2019-12-27",2.99
"281","2019-12-30",3.06
"282","2019-12-31",3.11
"283","2020-01-02",2.95
"284","2020-01-03",2.86
"285","2020-01-06",2.67
"286","2020-01-07",2.53
"287","2020-01-08",2.53
"288","2020-01-09",2.82
"289","2020-01-10",2.72
"290","2020-01-13",2.78
"291","2020-01-14",2.68
"292","2020-01-15",2.81
"293","2020-01-16",2.74
"294","2020-01-17",2.77
"295","2020-01-21",2.55
"296","2020-01-22",2.73
"297","2020-01-23",2.66
"298","2020-01-24",2.55
"299","2020-01-27",2.38
"300","2020-01-28",2.42
"301","2020-01-29",2.23
"302","2020-01-30",2.29
"303","2020-01-31",2.44
"304","2020-02-03",2.46
"305","2020-02-04",2.3
"306","2020-02-05",2.26
"307","2020-02-06",2.28
"308","2020-02-07",2.25
"309","2020-02-10",2.24
"310","2020-02-11",2.18
"311","2020-02-12",2.19
"312","2020-02-13",2.29
"313","2020-02-14",2.37
"314","2020-02-18",2.58
"315","2020-02-19",2.58
"316","2020-02-20",2.49
"317","2020-02-21",2.46
"318","2020-02-24",2.28
"319","2020-02-25",2.18
"320","2020-02-26",2.2
"321","2020-02-27",2.08
"322","2020-02-28",2.04
"323","2020-03-02",2.06
"324","2020-03-03",2.05
"325","2020-03-04",2.06
"326","2020-03-05",1.96
"327","2020-03-06",1.67
"328","2020-03-09",1.52
"329","2020-03-10",1.46
"330","2020-03-11",1.46
"331","2020-03-12",1.35
"332","2020-03-13",1.34
"333","2020-03-16",1.29
"334","2020-03-17",1.25
"335","2020-03-18",1.21
"336","2020-03-19",1.17
"337","2020-03-20",1.17
"338","2020-03-23",1.18
"339","2020-03-24",1.33
"340","2020-03-25",1.04
"341","2020-03-26",1.18
"342","2020-03-27",1.33
"343","2020-03-30",1.37
"344","2020-03-31",1.46
"345","2020-04-01",1.3
"346","2020-04-02",1.25
"347","2020-04-03",1.22
"348","2020-04-06",1.3
"349","2020-04-07",1.48
"350","2020-04-08",1.39
"351","2020-04-09",1.38
"352","2020-04-13",1.38
"353","2020-04-14",1.46
"354","2020-04-15",1.37
"355","2020-04-16",1.36
"356","2020-04-17",1.41
"357","2020-04-20",1.32
"358","2020-04-21",1.28
"359","2020-04-22",1.31
"360","2020-04-23",1.28
"361","2020-04-24",1.28
"362","2020-04-27",1.34
"363","2020-04-28",1.35
"364","2020-04-29",1.58
"365","2020-04-30",1.5
"366","2020-05-01",1.48
"367","2020-05-04",1.46
"368","2020-05-05",1.47
"369","2020-05-06",1.45
"370","2020-05-07",1.43
"371","2020-05-08",1.35
"372","2020-05-11",1.42
"373","2020-05-12",1.44
"374","2020-05-13",1.39
"375","2020-05-14",1.41
"376","2020-05-15",1.41
"377","2020-05-18",1.48
"378","2020-05-19",1.45
"379","2020-05-20",1.57
"380","2020-05-21",1.68
"381","2020-05-22",1.6
"382","2020-05-26",1.46
"383","2020-05-27",1.7
"384","2020-05-28",1.67
"385","2020-05-29",1.59
"386","2020-06-01",1.63
"387","2020-06-02",1.65
"388","2020-06-03",1.62
