"","date","HONE"
"1","2016-06-30",7.197772
"2","2016-07-01",7.13649
"3","2016-07-05",7.175488
"4","2016-07-06",7.164345
"5","2016-07-07",7.069638
"6","2016-07-08",7.064067
"7","2016-07-11",7.075209
"8","2016-07-12",7.086351
"9","2016-07-13",7.153203
"10","2016-07-14",7.203342
"11","2016-07-15",7.337048
"12","2016-07-18",7.29805
"13","2016-07-19",7.259053
"14","2016-07-20",7.264624
"15","2016-07-21",7.275766
"16","2016-07-22",7.264624
"17","2016-07-25",7.314763
"18","2016-07-26",7.342618
"19","2016-07-27",7.442897
"20","2016-07-28",7.476323
"21","2016-07-29",7.465181
"22","2016-08-01",7.470752
"23","2016-08-02",7.437326
"24","2016-08-03",7.537604
"25","2016-08-04",7.710307
"26","2016-08-05",7.83844
"27","2016-08-08",7.916435
"28","2016-08-09",7.955432
"29","2016-08-10",7.89415
"30","2016-08-11",7.877437
"31","2016-08-12",7.855153
"32","2016-08-15",7.827298
"33","2016-08-16",7.777159
"34","2016-08-17",7.793872
"35","2016-08-18",7.799443
"36","2016-08-19",7.793872
"37","2016-08-22",7.899722
"38","2016-08-23",7.849582
"39","2016-08-24",7.860724
"40","2016-08-25",7.883008
"41","2016-08-26",7.966574
"42","2016-08-29",8.077994
"43","2016-08-30",8.21727
"44","2016-08-31",8.206128
"45","2016-09-01",8.289694
"46","2016-09-02",8.345404
"47","2016-09-06",8.512535
"48","2016-09-07",8.607243
"49","2016-09-08",8.434541
"50","2016-09-09",8.440111
"51","2016-09-12",8.518106
"52","2016-09-13",8.5961
"53","2016-09-14",8.573816
"54","2016-09-15",8.495822
"55","2016-09-16",8.200557
"56","2016-09-19",8.651811
"57","2016-09-20",8.70752
"58","2016-09-21",8.796658
"59","2016-09-22",8.86351
"60","2016-09-23",8.835654
"61","2016-09-26",8.75766
"62","2016-09-27",8.735376
"63","2016-09-28",8.791086
"64","2016-09-29",8.685237
"65","2016-09-30",8.779944
"66","2016-10-03",8.830084
"67","2016-10-04",8.852367
"68","2016-10-05",8.830084
"69","2016-10-06",8.902507
"70","2016-10-07",8.791086
"71","2016-10-10",8.746518
"72","2016-10-11",8.685237
"73","2016-10-12",8.635098
"74","2016-10-13",8.568245
"75","2016-10-14",8.612813
"76","2016-10-17",8.791086
"77","2016-10-18",8.735376
"78","2016-10-19",8.852367
"79","2016-10-20",8.818941
"80","2016-10-21",9.025069
"81","2016-10-24",9.125348
"82","2016-10-25",9.13649
"83","2016-10-26",9.130919
"84","2016-10-27",9.348189
"85","2016-10-28",9.387187
"86","2016-10-31",9.509749
"87","2016-11-01",9.45961
"88","2016-11-02",9.398329
"89","2016-11-03",9.359331
"90","2016-11-04",9.420613
"91","2016-11-07",9.465181
"92","2016-11-08",9.548746
"93","2016-11-09",9.743732
"94","2016-11-10",9.83287
"95","2016-11-11",10.05571
"96","2016-11-14",10.183844
"97","2016-11-15",10.278551
"98","2016-11-16",10.222841
"99","2016-11-17",10.445683
"100","2016-11-18",10.445683
"101","2016-11-21",10.467967
"102","2016-11-22",10.573816
"103","2016-11-23",10.679666
"104","2016-11-25",10.930362
"105","2016-11-28",10.779944
"106","2016-11-29",10.724234
"107","2016-11-30",10.473537
"108","2016-12-01",10.445683
"109","2016-12-02",10.362117
"110","2016-12-05",10.479109
"111","2016-12-06",10.746518
"112","2016-12-07",10.562675
"113","2016-12-08",10.980501
"114","2016-12-09",11.069638
"115","2016-12-12",10.796658
"116","2016-12-13",10.779944
"117","2016-12-14",10.635098
"118","2016-12-15",10.818941
"119","2016-12-16",10.779944
"120","2016-12-19",10.91922
"121","2016-12-20",11.103065
"122","2016-12-21",11.047354
"123","2016-12-22",11.119777
"124","2016-12-23",11.169916
"125","2016-12-27",11.192201
"126","2016-12-28",11.142061
"127","2016-12-29",11.086351
"128","2016-12-30",10.774373
"129","2017-01-03",10.913649
"130","2017-01-04",10.807799
"131","2017-01-05",10.506964
"132","2017-01-06",10.729805
"133","2017-01-09",10.54039
"134","2017-01-10",10.696379
"135","2017-01-11",10.75209
"136","2017-01-12",10.729805
"137","2017-01-13",10.824512
"138","2017-01-17",10.662952
"139","2017-01-18",10.729805
"140","2017-01-19",10.607243
"141","2017-01-20",10.679666
"142","2017-01-23",10.618384
"143","2017-01-24",10.75209
"144","2017-01-25",11.025069
"145","2017-01-26",10.91922
"146","2017-01-27",10.70752
"147","2017-01-30",10.228413
"148","2017-01-31",10.373259
"149","2017-02-01",10.311977
"150","2017-02-02",10.295264
"151","2017-02-03",10.434541
"152","2017-02-06",10.228413
"153","2017-02-07",10.417828
"154","2017-02-08",10.490251
"155","2017-02-09",10.679666
"156","2017-02-10",10.75209
"157","2017-02-13",10.791086
"158","2017-02-14",10.713092
"159","2017-02-15",10.740947
"160","2017-02-16",10.963788
"161","2017-02-17",10.902507
"162","2017-02-21",11.030641
"163","2017-02-22",11.019499
"164","2017-02-23",11.030641
"165","2017-02-24",11.025069
"166","2017-02-27",11.125348
"167","2017-02-28",10.997214
