"","date","MUFG"
"147","2007-08-02",10.03
"148","2007-08-03",9.8
"149","2007-08-06",9.89
"150","2007-08-07",9.85
"151","2007-08-08",10.2
"152","2007-08-09",10.02
"153","2007-08-10",9.95
"154","2007-08-13",9.74
"155","2007-08-14",9.44
"156","2007-08-15",9.12
"157","2007-08-16",9.7
"158","2007-08-17",9.66
"159","2007-08-20",9.59
"160","2007-08-21",9.6
"161","2007-08-22",9.6
"162","2007-08-23",9.73
"163","2007-08-24",9.87
"164","2007-08-27",9.71
"165","2007-08-28",9.48
"166","2007-08-29",9.65
"167","2007-08-30",9.45
"168","2007-08-31",9.6
"169","2007-09-04",9.47
"170","2007-09-05",9.37
"171","2007-09-06",9.35
"172","2007-09-07",9.14
"173","2007-09-10",9.01
"174","2007-09-11",9.2
"175","2007-09-12",8.97
"176","2007-09-13",8.81
"177","2007-09-14",9.06
"178","2007-09-17",8.98
"179","2007-09-18",8.86
"180","2007-09-19",9.11
"181","2007-09-20",8.92
"182","2007-09-21",8.32
"183","2007-09-24",8.5
"184","2007-09-25",8.86
"185","2007-09-26",9.13
"186","2007-09-27",9.4
"187","2007-09-28",9.08
"188","2007-10-01",9.3
"189","2007-10-02",9.71
"190","2007-10-03",9.78
"191","2007-10-04",10.06
"192","2007-10-05",10.19
"193","2007-10-08",10.18
"194","2007-10-09",10.21
"195","2007-10-10",10.06
"196","2007-10-11",9.9
"197","2007-10-12",9.9
"198","2007-10-15",9.41
"199","2007-10-16",8.91
"200","2007-10-17",8.77
"201","2007-10-18",8.88
"202","2007-10-19",8.61
"203","2007-10-22",9
"204","2007-10-23",9.15
"205","2007-10-24",9.01
"206","2007-10-25",8.9
"207","2007-10-26",9.26
"208","2007-10-29",9.52
"209","2007-10-30",9.67
"210","2007-10-31",9.96
"211","2007-11-01",9.42
"212","2007-11-02",8.96
"213","2007-11-05",8.74
"214","2007-11-06",8.99
"215","2007-11-07",8.59
"216","2007-11-08",8.55
"217","2007-11-09",8.25
"218","2007-11-12",8.21
"219","2007-11-13",8.56
"220","2007-11-14",8.65
"221","2007-11-15",8.52
"222","2007-11-16",8.38
"223","2007-11-19",8.41
"224","2007-11-20",8.39
"225","2007-11-21",8.26
"226","2007-11-23",8.66
"227","2007-11-26",8.85
"228","2007-11-27",9.38
"229","2007-11-28",9.49
"230","2007-11-29",9.71
"231","2007-11-30",9.79
"232","2007-12-03",10.07
"233","2007-12-04",10.12
"234","2007-12-05",10.52
"235","2007-12-06",11.05
"236","2007-12-07",10.71
"237","2007-12-10",10.98
"238","2007-12-11",10.6
"239","2007-12-12",10.82
"240","2007-12-13",10.06
"241","2007-12-14",9.4
"242","2007-12-17",8.93
"243","2007-12-18",9.1
"244","2007-12-19",9.15
"245","2007-12-20",9.35
"246","2007-12-21",9.35
"247","2007-12-24",9.36
"248","2007-12-26",9.6
"249","2007-12-27",9.36
"250","2007-12-28",9.27
"251","2007-12-31",9.33
"252","2008-01-02",9.3
"253","2008-01-03",9.3
"254","2008-01-04",8.97
"255","2008-01-07",9.07
"256","2008-01-08",9.16
"257","2008-01-09",9.6
"258","2008-01-10",9.58
"259","2008-01-11",9.34
"260","2008-01-14",9.45
"261","2008-01-15",9.1
"262","2008-01-16",8.86
"263","2008-01-17",8.77
"264","2008-01-18",8.97
"265","2008-01-22",8.6
"266","2008-01-23",8.76
"267","2008-01-24",9.29
"268","2008-01-25",9.48
"269","2008-01-28",9.54
"270","2008-01-29",9.73
"271","2008-01-30",9.72
"272","2008-01-31",9.87
"273","2008-02-01",9.45
"274","2008-02-04",9.6
"275","2008-02-05",9.18
"276","2008-02-06",9.1
"277","2008-02-07",9.03
"278","2008-02-08",8.67
"279","2008-02-11",8.74
"280","2008-02-12",8.93
"281","2008-02-13",8.86
"282","2008-02-14",8.73
"283","2008-02-15",8.68
"284","2008-02-19",8.87
"285","2008-02-20",8.6
"286","2008-02-21",8.61
"287","2008-02-22",8.79
"288","2008-02-25",9.14
"289","2008-02-26",9.32
"290","2008-02-27",9.27
"291","2008-02-28",9.19
"292","2008-02-29",8.81
"293","2008-03-03",8.83
"294","2008-03-04",8.68
"295","2008-03-05",8.5
"296","2008-03-06",8.41
"297","2008-03-07",8.26
"298","2008-03-10",8.25
"299","2008-03-11",8.74
"300","2008-03-12",8.78
"301","2008-03-13",8.51
"302","2008-03-14",8.19
"303","2008-03-17",8.16
"304","2008-03-18",8.64
"305","2008-03-19",8.43
"306","2008-03-20",8.8
"307","2008-03-24",9.21
"308","2008-03-25",9.2
"309","2008-03-26",8.89
"310","2008-03-27",8.75
"311","2008-03-28",8.76
"312","2008-03-31",8.7
"313","2008-04-01",9.07
"314","2008-04-02",9.38
"315","2008-04-03",9.65
"316","2008-04-04",9.65
"317","2008-04-07",9.62
"318","2008-04-08",9.42
"319","2008-04-09",9.19
"320","2008-04-10",9.35
"321","2008-04-11",9.25
"322","2008-04-14",9.14
"323","2008-04-15",9.32
"324","2008-04-16",9.87
"325","2008-04-17",9.82
"326","2008-04-18",9.93
"327","2008-04-21",9.94
"328","2008-04-22",9.85
"329","2008-04-23",9.73
"330","2008-04-24",9.66
"331","2008-04-25",10.13
"332","2008-04-28",10.91
"333","2008-04-29",10.85
"334","2008-04-30",10.99
"335","2008-05-01",10.82
"336","2008-05-02",10.79
"337","2008-05-05",10.82
"338","2008-05-06",10.87
"339","2008-05-07",10.79
"340","2008-05-08",10.64
"341","2008-05-09",10.6
"342","2008-05-12",10.44
"343","2008-05-13",10.3
"344","2008-05-14",10.15
"345","2008-05-15",10.51
"346","2008-05-16",10.52
"347","2008-05-19",10.39
"348","2008-05-20",9.91
"349","2008-05-21",9.63
"350","2008-05-22",9.85
"351","2008-05-23",9.69
"352","2008-05-27",9.78
"353","2008-05-28",9.53
"354","2008-05-29",9.92
"355","2008-05-30",10.15
"356","2008-06-02",10.52
"357","2008-06-03",10.46
"358","2008-06-04",10.8
"359","2008-06-05",10.71
"360","2008-06-06",10.28
"361","2008-06-09",10.2
"362","2008-06-10",9.9
"363","2008-06-11",9.49
"364","2008-06-12",9.74
"365","2008-06-13",9.9
"366","2008-06-16",10.03
"367","2008-06-17",9.99
"368","2008-06-18",9.83
"369","2008-06-19",9.64
"370","2008-06-20",9.26
"371","2008-06-23",9.18
"372","2008-06-24",9.14
"373","2008-06-25",9.12
"374","2008-06-26",8.77
"375","2008-06-27",8.72
"376","2008-06-30",8.8
"377","2008-07-01",8.81
"378","2008-07-02",8.58
"379","2008-07-03",8.9
"380","2008-07-07",8.85
"381","2008-07-08",9.02
"382","2008-07-09",8.84
"383","2008-07-10",9.2
"384","2008-07-11",9.11
"385","2008-07-14",8.98
"386","2008-07-15",8.7
"387","2008-07-16",9.24
"388","2008-07-17",9.4
"389","2008-07-18",9.19
"390","2008-07-21",9.2
"391","2008-07-22",9.4
"392","2008-07-23",9.53
"393","2008-07-24",9.31
"394","2008-07-25",9.09
"395","2008-07-28",8.85
"396","2008-07-29",9.14
"397","2008-07-30",9.11
"398","2008-07-31",8.78
"399","2008-08-01",8.66
"400","2008-08-04",8.35
"401","2008-08-05",8.55
"402","2008-08-06",8.33
"403","2008-08-07",7.83
"404","2008-08-08",7.85
"405","2008-08-11",8.04
"406","2008-08-12",7.91
"407","2008-08-13",7.63
"408","2008-08-14",7.55
"409","2008-08-15",7.33
"410","2008-08-18",7.48
"411","2008-08-19",7.35
"412","2008-08-20",7.48
"413","2008-08-21",7.5
"414","2008-08-22",7.45
"415","2008-08-25",7.46
"416","2008-08-26",7.51
"417","2008-08-27",7.58
"418","2008-08-28",7.6
"419","2008-08-29",7.64
"420","2008-09-02",7.49
"421","2008-09-03",7.59
"422","2008-09-04",7.12
"423","2008-09-05",7.29
"424","2008-09-08",7.69
"425","2008-09-09",7.45
"426","2008-09-10",7.88
"427","2008-09-11",7.81
"428","2008-09-12",7.8
"429","2008-09-15",7.2
"430","2008-09-16",7.63
"431","2008-09-17",7.03
"432","2008-09-18",7.8
"433","2008-09-19",8.36
"434","2008-09-22",8.25
"435","2008-09-23",8.15
"436","2008-09-24",8.66
"437","2008-09-25",8.95
"438","2008-09-26",9.09
"439","2008-09-29",8.33
"440","2008-09-30",8.74
"441","2008-10-01",8.85
"442","2008-10-02",8.3
"443","2008-10-03",8.45
"444","2008-10-06",7.84
"445","2008-10-07",7.77
"446","2008-10-08",7.79
"447","2008-10-09",7.02
"448","2008-10-10",6.65
"449","2008-10-13",7.68
"450","2008-10-14",7.75
"451","2008-10-15",7.2
"452","2008-10-16",7.51
"453","2008-10-17",7.45
"454","2008-10-20",8.21
"455","2008-10-21",8
"456","2008-10-22",7.44
"457","2008-10-23",7.74
"458","2008-10-24",7.03
"459","2008-10-27",6.07
"460","2008-10-28",6.31
"461","2008-10-29",6.12
"462","2008-10-30",6.33
"463","2008-10-31",6.29
"464","2008-11-03",6.37
"465","2008-11-04",6.62
"466","2008-11-05",6.6
"467","2008-11-06",6.15
"468","2008-11-07",6.46
"469","2008-11-10",6.46
"470","2008-11-11",6.22
"471","2008-11-12",5.97
"472","2008-11-13",6.44
"473","2008-11-14",6
"474","2008-11-17",5.82
"475","2008-11-18",5.4
"476","2008-11-19",4.93
"477","2008-11-20",4.79
"478","2008-11-21",5.07
"479","2008-11-24",5.45
"480","2008-11-25",5.3
"481","2008-11-26",5.43
"482","2008-11-28",5.48
"483","2008-12-01",5.03
"484","2008-12-02",5.17
"485","2008-12-03",5.02
"486","2008-12-04",4.79
"487","2008-12-05",4.65
"488","2008-12-08",4.68
"489","2008-12-09",4.84
"490","2008-12-10",5.02
"491","2008-12-11",5.2
"492","2008-12-12",5.5
"493","2008-12-15",5.56
"494","2008-12-16",5.95
"495","2008-12-17",5.85
"496","2008-12-18",5.9
"497","2008-12-19",6.18
"498","2008-12-22",6.23
"499","2008-12-23",6.14
"500","2008-12-24",5.91
"501","2008-12-26",6.13
"502","2008-12-29",6.14
"503","2008-12-30",6.28
"504","2008-12-31",6.21
"505","2009-01-02",6.3
"506","2009-01-05",6.27
"507","2009-01-06",6.16
"508","2009-01-07",6.1
"509","2009-01-08",6.14
"510","2009-01-09",6.12
"511","2009-01-12",6.04
"512","2009-01-13",5.87
"513","2009-01-14",5.6
"514","2009-01-15",5.77
"515","2009-01-16",5.73
"516","2009-01-20",5.23
"517","2009-01-21",5.6
"518","2009-01-22",5.37
"519","2009-01-23",5.51
"520","2009-01-26",5.24
"521","2009-01-27",5.59
"522","2009-01-28",5.83
"523","2009-01-29",5.64
"524","2009-01-30",5.5
"525","2009-02-02",5.37
"526","2009-02-03",5.43
"527","2009-02-04",5.36
"528","2009-02-05",5.29
"529","2009-02-06",5.45
"530","2009-02-09",5.32
"531","2009-02-10",5.17
"532","2009-02-11",5.23
"533","2009-02-12",5.19
"534","2009-02-13",5.06
"535","2009-02-17",4.65
"536","2009-02-18",4.68
"537","2009-02-19",4.58
"538","2009-02-20",4.56
"539","2009-02-23",4.33
"540","2009-02-24",4.61
"541","2009-02-25",4.56
"542","2009-02-26",4.46
"543","2009-02-27",4.47
"544","2009-03-02",4.1
"545","2009-03-03",4.15
"546","2009-03-04",4.33
"547","2009-03-05",4.11
"548","2009-03-06",4.05
"549","2009-03-09",3.76
"550","2009-03-10",4.23
"551","2009-03-11",4.25
"552","2009-03-12",4.22
"553","2009-03-13",4.28
"554","2009-03-16",4.48
"555","2009-03-17",4.95
"556","2009-03-18",5.1
"557","2009-03-19",5.08
"558","2009-03-20",4.94
"559","2009-03-23",5.56
"560","2009-03-24",5.33
"561","2009-03-25",5.53
"562","2009-03-26",5.52
"563","2009-03-27",5.26
"564","2009-03-30",4.88
"565","2009-03-31",4.92
"566","2009-04-01",5.13
"567","2009-04-02",5.39
"568","2009-04-03",5.39
"569","2009-04-06",5.06
"570","2009-04-07",4.94
"571","2009-04-08",4.94
"572","2009-04-09",5.24
"573","2009-04-13",5.39
"574","2009-04-14",5.32
"575","2009-04-15",5.36
"576","2009-04-16",5.19
"577","2009-04-17",5.22
"578","2009-04-20",4.79
"579","2009-04-21",5.08
"580","2009-04-22",4.85
"581","2009-04-23",4.91
"582","2009-04-24",5.25
"583","2009-04-27",5.27
"584","2009-04-28",5.33
"585","2009-04-29",5.49
"586","2009-04-30",5.42
"587","2009-05-01",5.48
"588","2009-05-04",5.78
"589","2009-05-05",5.82
"590","2009-05-06",5.93
"591","2009-05-07",6.17
"592","2009-05-08",6.84
"593","2009-05-11",6.67
"594","2009-05-12",6.57
"595","2009-05-13",6.25
"596","2009-05-14",6.25
"597","2009-05-15",6.32
"598","2009-05-18",6.46
"599","2009-05-19",6.39
"600","2009-05-20",6.47
"601","2009-05-21",6.33
"602","2009-05-22",6.37
"603","2009-05-26",6.64
"604","2009-05-27",6.46
"605","2009-05-28",6.48
"606","2009-05-29",6.34
"607","2009-06-01",6.5
"608","2009-06-02",6.51
"609","2009-06-03",6.31
"610","2009-06-04",6.54
"611","2009-06-05",6.36
"612","2009-06-08",6.53
"613","2009-06-09",6.49
"614","2009-06-10",6.52
"615","2009-06-11",6.63
"616","2009-06-12",6.69
"617","2009-06-15",6.25
"618","2009-06-16",6.16
"619","2009-06-17",6.17
"620","2009-06-18",6.2
"621","2009-06-19",6.45
"622","2009-06-22",6.13
"623","2009-06-23",6.26
"624","2009-06-24",6.25
"625","2009-06-25",6.43
"626","2009-06-26",6.54
"627","2009-06-29",6.33
"628","2009-06-30",6.14
"629","2009-07-01",6.29
"630","2009-07-02",6.1
"631","2009-07-06",6.24
"632","2009-07-07",6.11
"633","2009-07-08",5.98
"634","2009-07-09",5.93
"635","2009-07-10",5.78
"636","2009-07-13",5.93
"637","2009-07-14",5.99
"638","2009-07-15",5.84
"639","2009-07-16",5.79
"640","2009-07-17",5.74
"641","2009-07-20",5.82
"642","2009-07-21",5.96
"643","2009-07-22",5.99
"644","2009-07-23",5.96
"645","2009-07-24",5.85
"646","2009-07-27",5.83
"647","2009-07-28",5.81
"648","2009-07-29",5.71
"649","2009-07-30",5.84
"650","2009-07-31",6.2
"651","2009-08-03",6.46
"652","2009-08-04",6.33
"653","2009-08-05",6.34
"654","2009-08-06",6.29
"655","2009-08-07",6.29
"656","2009-08-10",6.28
"657","2009-08-11",6.27
"658","2009-08-12",6.35
"659","2009-08-13",6.32
"660","2009-08-14",6.32
"661","2009-08-17",6.1
"662","2009-08-18",6.24
"663","2009-08-19",6.21
"664","2009-08-20",6.32
"665","2009-08-21",6.38
"666","2009-08-24",6.3
"667","2009-08-25",6.3
"668","2009-08-26",6.34
"669","2009-08-27",6.38
"670","2009-08-28",6.32
"671","2009-08-31",6.34
"672","2009-09-01",6.24
"673","2009-09-02",6.23
"674","2009-09-03",6.15
"675","2009-09-04",6.02
"676","2009-09-08",5.84
"677","2009-09-09",5.75
"678","2009-09-10",6.08
"679","2009-09-11",6.04
"680","2009-09-14",5.97
"681","2009-09-15",5.9
"682","2009-09-16",5.88
"683","2009-09-17",5.65
"684","2009-09-18",5.85
"685","2009-09-21",5.8
"686","2009-09-22",5.86
"687","2009-09-23",5.85
"688","2009-09-24",5.62
"689","2009-09-25",5.4
"690","2009-09-28",5.48
"691","2009-09-29",5.33
"692","2009-09-30",5.34
"693","2009-10-01",4.96
"694","2009-10-02",4.97
"695","2009-10-05",5.17
"696","2009-10-06",5.54
"697","2009-10-07",5.63
"698","2009-10-08",5.69
"699","2009-10-09",5.66
"700","2009-10-12",5.72
"701","2009-10-13",5.58
"702","2009-10-14",5.49
"703","2009-10-15",5.41
"704","2009-10-16",5.14
"705","2009-10-19",5.32
"706","2009-10-20",5.33
"707","2009-10-21",5.26
"708","2009-10-22",5.22
"709","2009-10-23",4.99
"710","2009-10-26",5.01
"711","2009-10-27",5.01
"712","2009-10-28",5
"713","2009-10-29",5.47
"714","2009-10-30",5.31
"715","2009-11-02",5.41
"716","2009-11-03",5.39
"717","2009-11-04",5.28
"718","2009-11-05",5.43
"719","2009-11-06",5.4
"720","2009-11-09",5.53
"721","2009-11-10",5.57
"722","2009-11-11",5.72
"723","2009-11-12",5.63
"724","2009-11-13",5.19
"725","2009-11-16",5.38
"726","2009-11-17",5.48
"727","2009-11-18",5.36
"728","2009-11-19",5.13
"729","2009-11-20",5.31
"730","2009-11-23",5.34
"731","2009-11-24",5.16
"732","2009-11-25",5.13
"733","2009-11-27",5.22
"734","2009-11-30",5.49
"735","2009-12-01",5.69
"736","2009-12-02",5.56
"737","2009-12-03",5.53
"738","2009-12-04",5.57
"739","2009-12-07",5.5
"740","2009-12-08",5.59
"741","2009-12-09",5.38
"742","2009-12-10",5.22
"743","2009-12-11",5.13
"744","2009-12-14",4.98
"745","2009-12-15",5.01
"746","2009-12-16",5.37
"747","2009-12-17",5.09
"748","2009-12-18",5.14
"749","2009-12-21",5.24
"750","2009-12-22",5.16
"751","2009-12-23",5.2
"752","2009-12-24",5.1
"753","2009-12-28",5.05
"754","2009-12-29",4.96
"755","2009-12-30",4.96
"756","2009-12-31",4.92
"757","2010-01-04",4.97
"758","2010-01-05",4.99
"759","2010-01-06",5.14
"760","2010-01-07",5.18
"761","2010-01-08",5.2
"762","2010-01-11",5.19
"763","2010-01-12",5.29
"764","2010-01-13",5.3
"765","2010-01-14",5.42
"766","2010-01-15",5.5
"767","2010-01-19",5.41
"768","2010-01-20",5.19
"769","2010-01-21",5.32
"770","2010-01-22",5.38
"771","2010-01-25",5.42
"772","2010-01-26",5.21
"773","2010-01-27",5.33
"774","2010-01-28",5.18
"775","2010-01-29",5.13
"776","2010-02-01",5.27
"777","2010-02-02",5.34
"778","2010-02-03",5.25
"779","2010-02-04",5.01
"780","2010-02-05",5.09
"781","2010-02-08",5.09
"782","2010-02-09",5.11
"783","2010-02-10",5.04
"784","2010-02-11",5.1
"785","2010-02-12",5.01
"786","2010-02-16",5.01
"787","2010-02-17",5
"788","2010-02-18",5.08
"789","2010-02-19",4.97
"790","2010-02-22",4.96
"791","2010-02-23",4.97
"792","2010-02-24",4.99
"793","2010-02-25",5.07
"794","2010-02-26",5.12
"795","2010-03-01",5.16
"796","2010-03-02",5.17
"797","2010-03-03",5.17
"798","2010-03-04",5.15
"799","2010-03-05",5.14
"800","2010-03-08",5.17
"801","2010-03-09",5.15
"802","2010-03-10",5.09
"803","2010-03-11",5.15
"804","2010-03-12",5.21
"805","2010-03-15",5.19
"806","2010-03-16",5.32
"807","2010-03-17",5.32
"808","2010-03-18",5.24
"809","2010-03-19",5.22
"810","2010-03-22",5.28
"811","2010-03-23",5.25
"812","2010-03-24",5.15
"813","2010-03-25",5.1
"814","2010-03-26",5.16
"815","2010-03-29",5.37
"816","2010-03-30",5.37
"817","2010-03-31",5.23
"818","2010-04-01",5.25
"819","2010-04-05",5.21
"820","2010-04-06",5.29
"821","2010-04-07",5.42
"822","2010-04-08",5.47
"823","2010-04-09",5.44
"824","2010-04-12",5.49
"825","2010-04-13",5.47
"826","2010-04-14",5.55
"827","2010-04-15",5.52
"828","2010-04-16",5.47
"829","2010-04-19",5.41
"830","2010-04-20",5.42
"831","2010-04-21",5.52
"832","2010-04-22",5.46
"833","2010-04-23",5.4
"834","2010-04-26",5.42
"835","2010-04-27",5.3
"836","2010-04-28",5.24
"837","2010-04-29",5.35
"838","2010-04-30",5.17
"839","2010-05-03",5.22
"840","2010-05-04",5.1
"841","2010-05-05",5.05
"842","2010-05-06",5
"843","2010-05-07",4.98
"844","2010-05-10",5.12
"845","2010-05-11",5.02
"846","2010-05-12",4.89
"847","2010-05-13",4.95
"848","2010-05-14",4.9
"849","2010-05-17",4.91
"850","2010-05-18",4.85
"851","2010-05-19",4.93
"852","2010-05-20",4.92
"853","2010-05-21",5.01
"854","2010-05-24",4.9
"855","2010-05-25",4.9
"856","2010-05-26",4.84
"857","2010-05-27",5.01
"858","2010-05-28",4.84
"859","2010-06-01",4.84
"860","2010-06-02",4.87
"861","2010-06-03",4.84
"862","2010-06-04",4.7
"863","2010-06-07",4.63
"864","2010-06-08",4.56
"865","2010-06-09",4.5
"866","2010-06-10",4.65
"867","2010-06-11",4.68
"868","2010-06-14",4.71
"869","2010-06-15",4.77
"870","2010-06-16",4.75
"871","2010-06-17",4.65
"872","2010-06-18",4.66
"873","2010-06-21",4.69
"874","2010-06-22",4.72
"875","2010-06-23",4.74
"876","2010-06-24",4.65
"877","2010-06-25",4.72
"878","2010-06-28",4.58
"879","2010-06-29",4.51
"880","2010-06-30",4.56
"881","2010-07-01",4.57
"882","2010-07-02",4.56
"883","2010-07-06",4.75
"884","2010-07-07",4.81
"885","2010-07-08",4.87
"886","2010-07-09",4.83
"887","2010-07-12",4.7
"888","2010-07-13",4.81
"889","2010-07-14",4.76
"890","2010-07-15",4.76
"891","2010-07-16",4.53
"892","2010-07-19",4.65
"893","2010-07-20",4.59
"894","2010-07-21",4.58
"895","2010-07-22",4.66
"896","2010-07-23",4.66
"897","2010-07-26",4.72
"898","2010-07-27",4.83
"899","2010-07-28",4.98
"900","2010-07-29",4.94
"901","2010-07-30",4.98
"902","2010-08-02",5.02
"903","2010-08-03",4.93
"904","2010-08-04",5
"905","2010-08-05",5.02
"906","2010-08-06",5.04
"907","2010-08-09",5.04
"908","2010-08-10",5
"909","2010-08-11",4.87
"910","2010-08-12",4.82
"911","2010-08-13",4.81
"912","2010-08-16",4.84
"913","2010-08-17",4.87
"914","2010-08-18",4.96
"915","2010-08-19",4.95
"916","2010-08-20",4.89
"917","2010-08-23",4.85
"918","2010-08-24",4.84
"919","2010-08-25",4.8
"920","2010-08-26",4.84
"921","2010-08-27",4.84
"922","2010-08-30",4.78
"923","2010-08-31",4.75
"924","2010-09-01",4.84
"925","2010-09-02",4.8
"926","2010-09-03",4.8
"927","2010-09-07",4.84
"928","2010-09-08",4.81
"929","2010-09-09",4.79
"930","2010-09-10",4.77
"931","2010-09-13",4.94
"932","2010-09-14",4.98
"933","2010-09-15",4.91
"934","2010-09-16",4.85
"935","2010-09-17",4.81
"936","2010-09-20",4.92
"937","2010-09-21",4.82
"938","2010-09-22",4.72
"939","2010-09-23",4.74
"940","2010-09-24",4.82
"941","2010-09-27",4.77
"942","2010-09-28",4.8
"943","2010-09-29",4.83
"944","2010-09-30",4.63
"945","2010-10-01",4.73
"946","2010-10-04",4.58
"947","2010-10-05",4.7
"948","2010-10-06",4.89
"949","2010-10-07",4.92
"950","2010-10-08",4.97
"951","2010-10-11",4.98
"952","2010-10-12",4.95
"953","2010-10-13",4.87
"954","2010-10-14",4.82
"955","2010-10-15",4.63
"956","2010-10-18",4.72
"957","2010-10-19",4.71
"958","2010-10-20",4.78
"959","2010-10-21",4.7
"960","2010-10-22",4.71
"961","2010-10-25",4.71
"962","2010-10-26",4.64
"963","2010-10-27",4.56
"964","2010-10-28",4.6
"965","2010-10-29",4.66
"966","2010-11-01",4.53
"967","2010-11-02",4.53
"968","2010-11-03",4.58
"969","2010-11-04",4.68
"970","2010-11-05",4.66
"971","2010-11-08",4.64
"972","2010-11-09",4.6
"973","2010-11-10",4.84
"974","2010-11-11",4.8
"975","2010-11-12",4.7
"976","2010-11-15",4.72
"977","2010-11-16",4.64
"978","2010-11-17",4.76
"979","2010-11-18",4.95
"980","2010-11-19",4.97
"981","2010-11-22",4.9
"982","2010-11-23",4.84
"983","2010-11-24",4.85
"984","2010-11-26",4.74
"985","2010-11-29",4.74
"986","2010-11-30",4.71
"987","2010-12-01",4.77
"988","2010-12-02",4.82
"989","2010-12-03",4.87
"990","2010-12-06",4.86
"991","2010-12-07",4.81
"992","2010-12-08",4.81
"993","2010-12-09",4.99
"994","2010-12-10",5
"995","2010-12-13",5.14
"996","2010-12-14",5.13
"997","2010-12-15",5.06
"998","2010-12-16",5.15
"999","2010-12-17",5.17
"1000","2010-12-20",5.2
