"","date","STOR"
"1","2014-11-18",19.5
"2","2014-11-19",19.780001
"3","2014-11-20",19.860001
"4","2014-11-21",19.85
"5","2014-11-24",19.98
"6","2014-11-25",20
"7","2014-11-26",20.59
"8","2014-11-28",20.860001
"9","2014-12-01",20.35
"10","2014-12-02",20.5
"11","2014-12-03",20.129999
"12","2014-12-04",20.27
"13","2014-12-05",20.299999
"14","2014-12-08",20.120001
"15","2014-12-09",20.51
"16","2014-12-10",20.24
"17","2014-12-11",20.42
"18","2014-12-12",20.4
"19","2014-12-15",20.57
"20","2014-12-16",20.57
"21","2014-12-17",21.190001
"22","2014-12-18",21.389999
"23","2014-12-19",21.059999
"24","2014-12-22",21.48
"25","2014-12-23",21.52
"26","2014-12-24",21.58
"27","2014-12-26",21.799999
"28","2014-12-29",21.780001
"29","2014-12-30",22.040001
"30","2014-12-31",21.610001
"31","2015-01-02",21.43
"32","2015-01-05",21.48
"33","2015-01-06",21.200001
"34","2015-01-07",21.940001
"35","2015-01-08",21.950001
"36","2015-01-09",21.870001
"37","2015-01-12",22.049999
"38","2015-01-13",22.09
"39","2015-01-14",22.76
"40","2015-01-15",22.799999
"41","2015-01-16",23.129999
"42","2015-01-20",22.690001
"43","2015-01-21",22.440001
"44","2015-01-22",22.91
"45","2015-01-23",22.969999
"46","2015-01-26",23.200001
"47","2015-01-27",23.27
"48","2015-01-28",23.209999
"49","2015-01-29",23.540001
"50","2015-01-30",22.959999
"51","2015-02-02",22.48
"52","2015-02-03",23.35
"53","2015-02-04",22.93
"54","2015-02-05",23.07
"55","2015-02-06",22.200001
"56","2015-02-09",22.15
"57","2015-02-10",22.16
"58","2015-02-11",22.299999
"59","2015-02-12",22.67
"60","2015-02-13",22.4
"61","2015-02-17",22.67
"62","2015-02-18",22.84
"63","2015-02-19",22.34
"64","2015-02-20",22.299999
"65","2015-02-23",22.610001
"66","2015-02-24",22.059999
"67","2015-02-25",22.209999
"68","2015-02-26",22.25
"69","2015-02-27",22.639999
"70","2015-03-02",22.6
"71","2015-03-03",22.08
"72","2015-03-04",21.85
"73","2015-03-05",22.040001
"74","2015-03-06",21.290001
"75","2015-03-09",21.440001
"76","2015-03-10",21.280001
"77","2015-03-11",21.49
"78","2015-03-12",21.76
"79","2015-03-13",21.58
"80","2015-03-16",22.01
"81","2015-03-17",21.83
"82","2015-03-18",22.370001
"83","2015-03-19",22.67
"84","2015-03-20",23.549999
"85","2015-03-23",23.540001
"86","2015-03-24",23.16
"87","2015-03-25",22.799999
"88","2015-03-26",22.92
"89","2015-03-27",23.18
"90","2015-03-30",23.42
"91","2015-03-31",23.35
"92","2015-04-01",23.34
"93","2015-04-02",23.5
"94","2015-04-06",23.77
"95","2015-04-07",23.549999
"96","2015-04-08",23.67
"97","2015-04-09",23.23
"98","2015-04-10",23.360001
"99","2015-04-13",23.379999
"100","2015-04-14",23.43
"101","2015-04-15",23.360001
"102","2015-04-16",23.290001
"103","2015-04-17",22.790001
"104","2015-04-20",22.709999
"105","2015-04-21",22.790001
"106","2015-04-22",22.4
"107","2015-04-23",21.879999
"108","2015-04-24",21.959999
"109","2015-04-27",21.790001
"110","2015-04-28",21.690001
"111","2015-04-29",21.33
"112","2015-04-30",21
"113","2015-05-01",21
"114","2015-05-04",21.1
"115","2015-05-05",20.790001
"116","2015-05-06",20.719999
"117","2015-05-07",21.02
"118","2015-05-08",21.57
"119","2015-05-11",21.469999
"120","2015-05-12",21.49
"121","2015-05-13",21.43
"122","2015-05-14",21.75
"123","2015-05-15",22.02
"124","2015-05-18",22.15
"125","2015-05-19",21.83
"126","2015-05-20",21.620001
"127","2015-05-21",21.49
"128","2015-05-22",21.610001
"129","2015-05-26",21.48
"130","2015-05-27",21.530001
"131","2015-05-28",21.26
"132","2015-05-29",20.860001
"133","2015-06-01",21.040001
"134","2015-06-02",20.98
"135","2015-06-03",20.370001
"136","2015-06-04",20.700001
"137","2015-06-05",20.799999
"138","2015-06-08",20.620001
"139","2015-06-09",20.35
"140","2015-06-10",20.469999
"141","2015-06-11",20.75
"142","2015-06-12",20.860001
"143","2015-06-15",20.83
"144","2015-06-16",20.85
"145","2015-06-17",21.01
"146","2015-06-18",21.360001
"147","2015-06-19",21.26
"148","2015-06-22",21.040001
"149","2015-06-23",20.65
"150","2015-06-24",20.559999
"151","2015-06-25",20.469999
"152","2015-06-26",20.5
"153","2015-06-29",20.26
"154","2015-06-30",20.1
"155","2015-07-01",20.379999
"156","2015-07-02",20.16
"157","2015-07-06",20.35
"158","2015-07-07",20.57
"159","2015-07-08",20.58
"160","2015-07-09",20.5
"161","2015-07-10",20.719999
"162","2015-07-13",20.690001
"163","2015-07-14",20.76
"164","2015-07-15",20.860001
"165","2015-07-16",20.969999
"166","2015-07-17",21.120001
"167","2015-07-20",21.030001
"168","2015-07-21",20.950001
"169","2015-07-22",21.1
"170","2015-07-23",20.91
"171","2015-07-24",20.780001
"172","2015-07-27",20.870001
"173","2015-07-28",20.969999
"174","2015-07-29",21.209999
"175","2015-07-30",20.959999
"176","2015-07-31",21
"177","2015-08-03",21.440001
"178","2015-08-04",21.49
"179","2015-08-05",21.1
"180","2015-08-06",21.200001
"181","2015-08-07",21.309999
"182","2015-08-10",20.969999
"183","2015-08-11",21.299999
"184","2015-08-12",21.35
"185","2015-08-13",21.780001
"186","2015-08-14",21.76
"187","2015-08-17",21.84
"188","2015-08-18",21.66
"189","2015-08-19",21.559999
"190","2015-08-20",21.35
"191","2015-08-21",21.059999
"192","2015-08-24",20.26
"193","2015-08-25",20.129999
"194","2015-08-26",20.23
"195","2015-08-27",20.59
"196","2015-08-28",20.629999
"197","2015-08-31",20.16
"198","2015-09-01",19.790001
"199","2015-09-02",19.98
"200","2015-09-03",20.110001
"201","2015-09-04",19.82
"202","2015-09-08",20.309999
"203","2015-09-09",19.860001
"204","2015-09-10",20.139999
"205","2015-09-11",20.4
"206","2015-09-14",20.48
"207","2015-09-15",20.459999
"208","2015-09-16",21.08
"209","2015-09-17",21.4
"210","2015-09-18",21.58
"211","2015-09-21",21.530001
"212","2015-09-22",21.33
"213","2015-09-23",21.52
"214","2015-09-24",21.309999
"215","2015-09-25",21.18
"216","2015-09-28",20.559999
"217","2015-09-29",20.77
"218","2015-09-30",20.66
"219","2015-10-01",20.700001
"220","2015-10-02",20.93
"221","2015-10-05",21.16
"222","2015-10-06",21.309999
"223","2015-10-07",21.540001
"224","2015-10-08",21.57
"225","2015-10-09",21.620001
"226","2015-10-12",21.709999
"227","2015-10-13",21.6
"228","2015-10-14",21.370001
"229","2015-10-15",21.57
"230","2015-10-16",22.08
"231","2015-10-19",22.24
"232","2015-10-20",22.26
"233","2015-10-21",22.139999
"234","2015-10-22",22.629999
"235","2015-10-23",22.51
"236","2015-10-26",22.639999
"237","2015-10-27",22.879999
"238","2015-10-28",23.049999
"239","2015-10-29",22.780001
"240","2015-10-30",22.67
"241","2015-11-02",22.83
"242","2015-11-03",22.82
"243","2015-11-04",22.549999
"244","2015-11-05",22.450001
"245","2015-11-06",21.75
"246","2015-11-09",21.32
"247","2015-11-10",21.5
"248","2015-11-11",21.66
"249","2015-11-12",21.82
"250","2015-11-13",21.65
"251","2015-11-16",21.780001
"252","2015-11-17",21.870001
"253","2015-11-18",21.950001
"254","2015-11-19",21.93
"255","2015-11-20",22.25
"256","2015-11-23",22.530001
"257","2015-11-24",22.540001
"258","2015-11-25",22.73
"259","2015-11-27",22.9
"260","2015-11-30",22.76
"261","2015-12-01",23.049999
"262","2015-12-02",22.75
"263","2015-12-03",22.440001
"264","2015-12-04",22.76
"265","2015-12-07",22.940001
"266","2015-12-08",23
"267","2015-12-09",22.9
"268","2015-12-10",22.719999
"269","2015-12-11",22.67
"270","2015-12-14",22.48
"271","2015-12-15",22.450001
"272","2015-12-16",22.940001
"273","2015-12-17",22.950001
"274","2015-12-18",22.889999
"275","2015-12-21",22.809999
"276","2015-12-22",22.790001
"277","2015-12-23",23.040001
"278","2015-12-24",22.91
"279","2015-12-28",23.040001
"280","2015-12-29",23.290001
"281","2015-12-30",23.32
"282","2015-12-31",23.200001
"283","2016-01-04",22.76
"284","2016-01-05",23.16
"285","2016-01-06",22.99
"286","2016-01-07",22.74
"287","2016-01-08",22.709999
"288","2016-01-11",22.98
"289","2016-01-12",23.030001
"290","2016-01-13",22.450001
"291","2016-01-14",22.450001
"292","2016-01-15",22.379999
"293","2016-01-19",22.82
"294","2016-01-20",22.540001
"295","2016-01-21",22.879999
"296","2016-01-22",23.68
"297","2016-01-25",23.5
"298","2016-01-26",23.75
"299","2016-01-27",23.73
"300","2016-01-28",24.389999
"301","2016-01-29",24.790001
"302","2016-02-01",25.219999
"303","2016-02-02",25.469999
