"","date","NCNA"
"125","2018-03-28",18.700001
"126","2018-03-29",18.92
"127","2018-04-02",20.49
"128","2018-04-03",21.17
"129","2018-04-04",22.93
"130","2018-04-05",22.43
"131","2018-04-06",26.23
"132","2018-04-09",27.4
"133","2018-04-10",29.5
"134","2018-04-11",24.82
"135","2018-04-12",23.83
"136","2018-04-13",25.23
"137","2018-04-16",23.879999
"138","2018-04-17",22.51
"139","2018-04-18",23.469999
"140","2018-04-19",22.83
"141","2018-04-20",23.639999
"142","2018-04-23",22.99
"143","2018-04-24",22.200001
"144","2018-04-25",23.549999
"145","2018-04-26",23.76
"146","2018-04-27",23
"147","2018-04-30",23.65
"148","2018-05-01",24.26
"149","2018-05-02",23.51
"150","2018-05-03",23.15
"151","2018-05-04",22.59
"152","2018-05-07",22.6
"153","2018-05-08",22.4
"154","2018-05-09",22.01
"155","2018-05-10",23.209999
"156","2018-05-11",23.690001
"157","2018-05-14",22.610001
"158","2018-05-15",23.98
"159","2018-05-16",24
"160","2018-05-17",24
"161","2018-05-18",23.620001
"162","2018-05-21",26.440001
"163","2018-05-22",27.299999
"164","2018-05-23",27.190001
"165","2018-05-24",27.67
"166","2018-05-25",27.75
"167","2018-05-29",27.809999
"168","2018-05-30",27.299999
"169","2018-05-31",27.18
"170","2018-06-01",27
"171","2018-06-04",26.98
"172","2018-06-05",27.799999
"173","2018-06-06",29.84
"174","2018-06-07",28.49
"175","2018-06-08",28.24
"176","2018-06-11",27.83
"177","2018-06-12",27.469999
"178","2018-06-13",27.725
"179","2018-06-14",28.450001
"180","2018-06-15",25.200001
"181","2018-06-18",24.5
"182","2018-06-19",24.200001
"183","2018-06-20",23.629999
"184","2018-06-21",23.52
"185","2018-06-22",24.5
"186","2018-06-25",24.48
"187","2018-06-26",23.26
"188","2018-06-27",20.16
"189","2018-06-28",20.41
"190","2018-06-29",19
"191","2018-07-02",20.59
"192","2018-07-03",21.99
"193","2018-07-05",23.799999
"194","2018-07-06",24.379999
"195","2018-07-09",24.4
"196","2018-07-10",24.4
"197","2018-07-11",24.200001
"198","2018-07-12",24
"199","2018-07-13",24.02
"200","2018-07-16",24.75
"201","2018-07-17",23.5
"202","2018-07-18",24.4
"203","2018-07-19",22.889999
"204","2018-07-20",23.1
"205","2018-07-23",22.73
"206","2018-07-24",21.780001
"207","2018-07-25",23.5
"208","2018-07-26",22.450001
"209","2018-07-27",20.120001
"210","2018-07-30",21.02
"211","2018-07-31",21.110001
"212","2018-08-01",22.48
"213","2018-08-02",22.309999
"214","2018-08-03",22.299999
"215","2018-08-06",21.83
"216","2018-08-07",22.83
"217","2018-08-08",22.51
"218","2018-08-09",23.08
"219","2018-08-10",23
"220","2018-08-13",23.07
"221","2018-08-14",23.02
"222","2018-08-15",24.23
"223","2018-08-16",24.129999
"224","2018-08-17",24.940001
"225","2018-08-20",25
"226","2018-08-21",25
"227","2018-08-22",25.83
"228","2018-08-23",26.860001
"229","2018-08-24",26.059999
"230","2018-08-27",26.030001
"231","2018-08-28",25.26
"232","2018-08-29",23.879999
"233","2018-08-30",23.85
"234","2018-08-31",24.860001
"235","2018-09-04",24.99
"236","2018-09-05",24.200001
"237","2018-09-06",22.51
"238","2018-09-07",24.09
"239","2018-09-10",23.450001
"240","2018-09-11",23.305
"241","2018-09-12",23.620001
"242","2018-09-13",22.99
"243","2018-09-14",23.23
"244","2018-09-17",23.92
"245","2018-09-18",23.92
"246","2018-09-19",23.360001
"247","2018-09-20",23.780001
"248","2018-09-21",22.41
"249","2018-09-24",22.65
"250","2018-09-25",23.4
"251","2018-09-26",23.5
"252","2018-09-27",25.700001
"253","2018-09-28",24.92
"254","2018-10-01",22.57
"255","2018-10-02",22.4
"256","2018-10-03",21.23
"257","2018-10-04",19.780001
"258","2018-10-05",19.51
"259","2018-10-08",20.889999
"260","2018-10-09",20.41
"261","2018-10-10",18.299999
"262","2018-10-11",18.33
"263","2018-10-12",17.530001
"264","2018-10-15",18.35
"265","2018-10-16",18.450001
"266","2018-10-17",17.799999
"267","2018-10-18",17.190001
"268","2018-10-19",20.299999
"269","2018-10-22",18.1
"270","2018-10-23",16.870001
"271","2018-10-24",17.58
"272","2018-10-25",16.33
"273","2018-10-26",17.790001
"274","2018-10-29",19.48
"275","2018-10-30",17.120001
"276","2018-10-31",17.719999
"277","2018-11-01",18.25
"278","2018-11-02",17.92
"279","2018-11-05",18.25
"280","2018-11-06",17.309999
"281","2018-11-07",15.88
"282","2018-11-08",17.17
"283","2018-11-09",18.07
"284","2018-11-12",18.049999
"285","2018-11-13",17.610001
"286","2018-11-14",18.16
"287","2018-11-15",17.200001
"288","2018-11-16",19.1
"289","2018-11-19",19.200001
"290","2018-11-20",19.379999
"291","2018-11-21",17.67
"292","2018-11-23",17.68
"293","2018-11-26",17.09
"294","2018-11-27",17.709999
"295","2018-11-28",18.450001
"296","2018-11-29",19.02
"297","2018-11-30",19.49
"298","2018-12-03",18.530001
"299","2018-12-04",17.33
"300","2018-12-06",18.059999
"301","2018-12-07",18.09
"302","2018-12-10",17.620001
"303","2018-12-11",17.219999
"304","2018-12-12",16.809999
"305","2018-12-13",16.5
"306","2018-12-14",16.559999
"307","2018-12-17",16.299999
"308","2018-12-18",16.200001
"309","2018-12-19",15.14
"310","2018-12-20",14.24
"311","2018-12-21",14.4
"312","2018-12-24",13
"313","2018-12-26",13.74
"314","2018-12-27",14.55
"315","2018-12-28",15.72
"316","2018-12-31",14.5
"317","2019-01-02",14.77
"318","2019-01-03",15.4
"319","2019-01-04",16.540001
"320","2019-01-07",16.950001
"321","2019-01-08",15.39
"322","2019-01-09",15.49
"323","2019-01-10",16.219999
"324","2019-01-11",16.25
"325","2019-01-14",15.71
"326","2019-01-15",15.77
"327","2019-01-16",14.66
"328","2019-01-17",16.219999
"329","2019-01-18",16.02
"330","2019-01-22",14.63
"331","2019-01-23",14.17
"332","2019-01-24",11.41
"333","2019-01-25",12.25
"334","2019-01-28",12.21
"335","2019-01-29",12.1
"336","2019-01-30",13.51
"337","2019-01-31",12.96
"338","2019-02-01",12.32
"339","2019-02-04",12.3
"340","2019-02-05",11.84
"341","2019-02-06",12.02
"342","2019-02-07",10.96
"343","2019-02-08",10.92
"344","2019-02-11",11.588
"345","2019-02-12",11.18
"346","2019-02-13",11.49
"347","2019-02-14",11.31
"348","2019-02-15",11.72
"349","2019-02-19",11.55
"350","2019-02-20",11.66
"351","2019-02-21",11.56
"352","2019-02-22",11.71
"353","2019-02-25",11.73
"354","2019-02-26",11.78
"355","2019-02-27",11.87
"356","2019-02-28",11.9
"357","2019-03-01",11.52
"358","2019-03-04",12.9
"359","2019-03-05",13.43
"360","2019-03-06",12.56
"361","2019-03-07",12.24
"362","2019-03-08",13
"363","2019-03-11",13.86
"364","2019-03-12",13.26
"365","2019-03-13",15.08
"366","2019-03-14",15.52
"367","2019-03-15",16.1
"368","2019-03-18",16.5
"369","2019-03-19",15.52
"370","2019-03-20",16
"371","2019-03-21",17.040001
"372","2019-03-22",18.030001
"373","2019-03-25",16.74
"374","2019-03-26",16.16
"375","2019-03-27",15.85
"376","2019-03-28",15.74
"377","2019-03-29",17
"378","2019-04-01",17.450001
"379","2019-04-02",17.25
"380","2019-04-03",17.450001
"381","2019-04-04",17
"382","2019-04-05",17.059999
"383","2019-04-08",15.75
"384","2019-04-09",15.97
"385","2019-04-10",17.16
"386","2019-04-11",16.200001
"387","2019-04-12",15.95
"388","2019-04-15",15.2
"389","2019-04-16",14
"390","2019-04-17",14
"391","2019-04-18",13.55
"392","2019-04-22",13.65
"393","2019-04-23",12.93
"394","2019-04-24",12.72
"395","2019-04-25",12.78
"396","2019-04-26",13.18
"397","2019-04-29",14.98
"398","2019-04-30",15
"399","2019-05-01",15.19
"400","2019-05-02",15.2
"401","2019-05-03",15.75
"402","2019-05-06",15.66
"403","2019-05-07",15.12
"404","2019-05-08",14.33
"405","2019-05-09",14.14
"406","2019-05-10",14.42
"407","2019-05-13",14.24
"408","2019-05-14",14.55
"409","2019-05-15",14.83
"410","2019-05-16",14.53
"411","2019-05-17",14.57
"412","2019-05-20",14.22
"413","2019-05-21",14.39
"414","2019-05-22",14.48
"415","2019-05-23",14.93
"416","2019-05-24",15.185
"417","2019-05-28",13.86
"418","2019-05-29",13.8
"419","2019-05-30",13.8
"420","2019-05-31",12
"421","2019-06-03",11.53
"422","2019-06-04",11.92
"423","2019-06-05",11.51
"424","2019-06-06",12.03
"425","2019-06-07",11.81
"426","2019-06-10",11.47
"427","2019-06-11",11.4
"428","2019-06-12",11.88
"429","2019-06-13",11.65
"430","2019-06-14",11.94
"431","2019-06-17",11.73
"432","2019-06-18",12.2
"433","2019-06-19",11.84
"434","2019-06-20",11.54
"435","2019-06-21",10.81
"436","2019-06-24",10.75
"437","2019-06-25",10.51
"438","2019-06-26",9.74
"439","2019-06-27",9.79
"440","2019-06-28",10.38
"441","2019-07-01",10.56
"442","2019-07-02",10.31
"443","2019-07-03",10.2
"444","2019-07-05",9.79
"445","2019-07-08",9.88
"446","2019-07-09",10.15
"447","2019-07-10",9.86
"448","2019-07-11",9.75
"449","2019-07-12",9.52
"450","2019-07-15",9.58
"451","2019-07-16",9.78
"452","2019-07-17",9.35
"453","2019-07-18",9.35
"454","2019-07-19",9.26
"455","2019-07-22",9.55
"456","2019-07-23",9.1
"457","2019-07-24",8.14
"458","2019-07-25",7.86
"459","2019-07-26",8.11
"460","2019-07-29",9.02
"461","2019-07-30",9
"462","2019-07-31",8.61
"463","2019-08-01",8.78
"464","2019-08-02",8.65
"465","2019-08-05",9
"466","2019-08-06",9.27
"467","2019-08-07",9.2
"468","2019-08-08",9.5
"469","2019-08-09",9.5
"470","2019-08-12",9.1
"471","2019-08-13",9.09
"472","2019-08-14",8.97
"473","2019-08-15",8.6
"474","2019-08-16",6.95
"475","2019-08-19",7.32
"476","2019-08-20",8
"477","2019-08-21",7.75
"478","2019-08-22",7.57
"479","2019-08-23",7.65
"480","2019-08-26",7.83
"481","2019-08-27",7.77
"482","2019-08-28",8
"483","2019-08-29",8.59
"484","2019-08-30",9.08
"485","2019-09-03",9.08
"486","2019-09-04",9.91
"487","2019-09-05",10.71
"488","2019-09-06",10.54
"489","2019-09-09",10
"490","2019-09-10",9.62
"491","2019-09-11",9.47
"492","2019-09-12",8.99
"493","2019-09-13",8.7
"494","2019-09-16",8.385
"495","2019-09-17",7.61
"496","2019-09-18",7.87
"497","2019-09-19",7.7
"498","2019-09-20",8
"499","2019-09-23",7.83
"500","2019-09-24",7.37
"501","2019-09-25",7.01
"502","2019-09-26",7.09
"503","2019-09-27",7.25
"504","2019-09-30",7.24
"505","2019-10-01",6.93
"506","2019-10-02",6.4
"507","2019-10-03",6.36
"508","2019-10-04",6.57
"509","2019-10-07",6.57
"510","2019-10-08",6.44
"511","2019-10-09",6
"512","2019-10-10",5.8
"513","2019-10-11",6.15
"514","2019-10-14",6.04
"515","2019-10-15",6.39
"516","2019-10-16",6.29
"517","2019-10-17",6.65
"518","2019-10-18",6.8
"519","2019-10-21",6.885
"520","2019-10-22",7
"521","2019-10-23",7.25
"522","2019-10-24",7.18
"523","2019-10-25",6.9
"524","2019-10-28",7.5
"525","2019-10-29",7.11
"526","2019-10-30",7.11
"527","2019-10-31",7.02
"528","2019-11-01",7.17
"529","2019-11-04",7.15
"530","2019-11-05",7.12
"531","2019-11-06",6.94
"532","2019-11-07",6.73
"533","2019-11-08",6.73
"534","2019-11-11",6.54
"535","2019-11-12",6.09
"536","2019-11-13",5.83
"537","2019-11-14",5.55
"538","2019-11-15",5.99
"539","2019-11-18",6.49
"540","2019-11-19",6.76
"541","2019-11-20",6.79
"542","2019-11-21",6.69
"543","2019-11-22",7.1
"544","2019-11-25",8.05
"545","2019-11-26",8.05
"546","2019-11-27",8.15
"547","2019-11-29",8.48
"548","2019-12-02",8.005
"549","2019-12-03",7.44
"550","2019-12-04",6.73
"551","2019-12-05",6.86
"552","2019-12-06",7.03
"553","2019-12-09",7.23
"554","2019-12-10",7.18
"555","2019-12-11",7.75
"556","2019-12-12",7.89
"557","2019-12-13",7.25
"558","2019-12-16",6.41
"559","2019-12-17",6.47
"560","2019-12-18",6.38
"561","2019-12-19",6.52
"562","2019-12-20",6.1
"563","2019-12-23",5.98
"564","2019-12-24",6.13
"565","2019-12-26",6.37
"566","2019-12-27",6.2
"567","2019-12-30",5.65
"568","2019-12-31",6.1
"569","2020-01-02",5.9
"570","2020-01-03",5.98
"571","2020-01-06",5.65
"572","2020-01-07",5.7
"573","2020-01-08",5.38
"574","2020-01-09",5.36
"575","2020-01-10",5.04
"576","2020-01-13",5.24
"577","2020-01-14",5.31
"578","2020-01-15",5.2
"579","2020-01-16",5.247
"580","2020-01-17",5.68
"581","2020-01-21",5.155
"582","2020-01-22",5.149
"583","2020-01-23",5.1
"584","2020-01-24",5.11
"585","2020-01-27",5.5
"586","2020-01-28",5.24
"587","2020-01-29",5.15
"588","2020-01-30",5.5
"589","2020-01-31",5.32
"590","2020-02-03",5.34
"591","2020-02-04",5.32
"592","2020-02-05",5.53
"593","2020-02-06",5.55
"594","2020-02-07",5.5
"595","2020-02-10",5.39
"596","2020-02-11",5.45
"597","2020-02-12",5.44
"598","2020-02-13",5.22
"599","2020-02-14",5.47
"600","2020-02-18",5.16
"601","2020-02-19",5
"602","2020-02-20",4.82
"603","2020-02-21",4.84
"604","2020-02-24",4.43
"605","2020-02-25",4.11
"606","2020-02-26",4.02
"607","2020-02-27",4.04
"608","2020-02-28",4.11
"609","2020-03-02",5.99
"610","2020-03-03",7.85
"611","2020-03-04",9.05
"612","2020-03-05",7.99
"613","2020-03-06",7.97
"614","2020-03-09",6.648
"615","2020-03-10",6.76
"616","2020-03-11",6.34
"617","2020-03-12",5.42
"618","2020-03-13",5.75
"619","2020-03-16",5.45
"620","2020-03-17",5.66
"621","2020-03-18",4.31
"622","2020-03-19",4.693
"623","2020-03-20",4.89
"624","2020-03-23",4.89
"625","2020-03-24",5.2
"626","2020-03-25",5.69
"627","2020-03-26",6
"628","2020-03-27",5.6
"629","2020-03-30",5.5
"630","2020-03-31",5.83
"631","2020-04-01",5.39
"632","2020-04-02",4.87
"633","2020-04-03",5.06
"634","2020-04-06",5.3
"635","2020-04-07",5.55
"636","2020-04-08",5.39
"637","2020-04-09",5.74
"638","2020-04-13",5.87
"639","2020-04-14",5.65
"640","2020-04-15",5.79
"641","2020-04-16",5.76
"642","2020-04-17",5.588
"643","2020-04-20",5.69
"644","2020-04-21",5.5
"645","2020-04-22",5.49
"646","2020-04-23",5.35
"647","2020-04-24",5.66
"648","2020-04-27",5.75
"649","2020-04-28",5.76
"650","2020-04-29",6.12
"651","2020-04-30",5.65
"652","2020-05-01",5.41
"653","2020-05-04",5.21
"654","2020-05-05",5.36
"655","2020-05-06",5.53
"656","2020-05-07",5.49
"657","2020-05-08",5.45
"658","2020-05-11",5.53
"659","2020-05-12",5.83
"660","2020-05-13",5.42
"661","2020-05-14",5.45
"662","2020-05-15",5.52
"663","2020-05-18",5.88
"664","2020-05-19",5.81
"665","2020-05-20",7.37
"666","2020-05-21",6.11
"667","2020-05-22",5.87
"668","2020-05-26",5.92
"669","2020-05-27",6.27
"670","2020-05-28",6.33
"671","2020-05-29",6.27
"672","2020-06-01",6.49
"673","2020-06-02",6.47
"674","2020-06-03",6.47
"675","2020-06-04",6.167
"676","2020-06-05",6.34
"677","2020-06-08",6.19
"678","2020-06-09",6.08
"679","2020-06-10",5.96
"680","2020-06-11",5.68
"681","2020-06-12",5.8
"682","2020-06-15",5.92
"683","2020-06-16",5.92
"684","2020-06-17",5.96
"685","2020-06-18",5.97
"686","2020-06-19",5.88
"687","2020-06-22",5.78
"688","2020-06-23",5.8
"689","2020-06-24",5.75
"690","2020-06-25",5.62
"691","2020-06-26",5.56
"692","2020-06-29",5.49
"693","2020-06-30",5.41
"694","2020-07-01",5.37
"695","2020-07-02",5.387
"696","2020-07-06",5.23
"697","2020-07-07",5.31
"698","2020-07-08",5.3
"699","2020-07-09",5.14
"700","2020-07-10",5.31
"701","2020-07-13",5.25
"702","2020-07-14",5.29
"703","2020-07-15",5.27
"704","2020-07-16",5.24
"705","2020-07-17",5.32
"706","2020-07-20",5.32
"707","2020-07-21",5.38
"708","2020-07-22",5.22
"709","2020-07-23",5.15
"710","2020-07-24",5.61
"711","2020-07-27",5.5
"712","2020-07-28",5.34
"713","2020-07-29",5.175
"714","2020-07-30",5.24
"715","2020-07-31",5.55
"716","2020-08-03",6.19
"717","2020-08-04",6.4
"718","2020-08-05",6.48
"719","2020-08-06",6.37
"720","2020-08-07",6.19
"721","2020-08-10",5.94
"722","2020-08-11",5.87
"723","2020-08-12",5.63
"724","2020-08-13",5.26
"725","2020-08-14",5.44
"726","2020-08-17",5.66
"727","2020-08-18",5.4
"728","2020-08-19",5.42
"729","2020-08-20",5.31
"730","2020-08-21",5.5
"731","2020-08-24",5.655
"732","2020-08-25",5.56
"733","2020-08-26",5.33
"734","2020-08-27",5.28
"735","2020-08-28",5.51
"736","2020-08-31",5.54
"737","2020-09-01",5.38
"738","2020-09-02",5.51
"739","2020-09-03",5.45
"740","2020-09-04",5.51
"741","2020-09-08",5.44
"742","2020-09-09",5.57
"743","2020-09-10",5.48
"744","2020-09-11",5.49
"745","2020-09-14",5.51
"746","2020-09-15",5.5
"747","2020-09-16",5.69
"748","2020-09-17",4.58
"749","2020-09-18",4.87
"750","2020-09-21",4.57
"751","2020-09-22",4.61
"752","2020-09-23",4.9
"753","2020-09-24",5
"754","2020-09-25",5.21
"755","2020-09-28",5.28
"756","2020-09-29",5.26
"757","2020-09-30",5.17
"758","2020-10-01",5.15
"759","2020-10-02",5.03
"760","2020-10-05",5.15
"761","2020-10-06",5.15
"762","2020-10-07",5.17
"763","2020-10-08",5.17
"764","2020-10-09",5.09
"765","2020-10-12",5.08
"766","2020-10-13",5.07
"767","2020-10-14",4.89
"768","2020-10-15",4.86
"769","2020-10-16",5.21
"770","2020-10-19",5.35
"771","2020-10-20",5.29
"772","2020-10-21",5.06
"773","2020-10-22",5.56
"774","2020-10-23",5.59
"775","2020-10-26",5.45
"776","2020-10-27",5.35
"777","2020-10-28",4.99
"778","2020-10-29",4.97
"779","2020-10-30",4.73
"780","2020-11-02",4.59
"781","2020-11-03",4.45
"782","2020-11-04",4.44
"783","2020-11-05",4.7
"784","2020-11-06",4.62
"785","2020-11-09",4.59
"786","2020-11-10",4.66
"787","2020-11-11",4.75
"788","2020-11-12",4.73
"789","2020-11-13",4.73
"790","2020-11-16",4.77
"791","2020-11-17",4.85
"792","2020-11-18",4.95
"793","2020-11-19",4.78
"794","2020-11-20",4.68
"795","2020-11-23",4.67
"796","2020-11-24",4.55
"797","2020-11-25",4.46
"798","2020-11-27",4.5
