"","date","SIFY"
"1","2007-01-03",9.41
"2","2007-01-04",9.49
"3","2007-01-05",9.17
"4","2007-01-08",9.1
"5","2007-01-09",9.06
"6","2007-01-10",8.88
"7","2007-01-11",8.95
"8","2007-01-12",8.97
"9","2007-01-16",9.14
"10","2007-01-17",9.26
"11","2007-01-18",8.91
"12","2007-01-19",9.09
"13","2007-01-22",7.82
"14","2007-01-23",7.98
"15","2007-01-24",8.2
"16","2007-01-25",7.95
"17","2007-01-26",7.87
"18","2007-01-29",7.67
"19","2007-01-30",7.63
"20","2007-01-31",7.63
"21","2007-02-01",7.61
"22","2007-02-02",7.8
"23","2007-02-05",8.42
"24","2007-02-06",8.62
"25","2007-02-07",8.9
"26","2007-02-08",9.08
"27","2007-02-09",8.76
"28","2007-02-12",8.7
"29","2007-02-13",8.83
"30","2007-02-14",9.12
"31","2007-02-15",9.02
"32","2007-02-16",9.11
"33","2007-02-20",9.18
"34","2007-02-21",9.41
"35","2007-02-22",9.3
"36","2007-02-23",9.26
"37","2007-02-26",9.2
"38","2007-02-27",8.58
"39","2007-02-28",8.57
"40","2007-03-01",8.39
"41","2007-03-02",8.05
"42","2007-03-05",7.95
"43","2007-03-06",8.25
"44","2007-03-07",8.41
"45","2007-03-08",8.71
"46","2007-03-09",8.75
"47","2007-03-12",8.89
"48","2007-03-13",8.75
"49","2007-03-14",8.53
"50","2007-03-15",8.55
"51","2007-03-16",8.3
"52","2007-03-19",8.45
"53","2007-03-20",8.42
"54","2007-03-21",8.59
"55","2007-03-22",8.84
"56","2007-03-23",8.64
"57","2007-03-26",8.89
"58","2007-03-27",8.75
"59","2007-03-28",8.6
"60","2007-03-29",8.67
"61","2007-03-30",8.63
"62","2007-04-02",8.7
"63","2007-04-03",8.63
"64","2007-04-04",8.94
"65","2007-04-05",8.81
"66","2007-04-09",8.92
"67","2007-04-10",8.88
"68","2007-04-11",8.87
"69","2007-04-12",8.99
"70","2007-04-13",9.03
"71","2007-04-16",9.18
"72","2007-04-17",9.36
"73","2007-04-18",9.5
"74","2007-04-19",9.2
"75","2007-04-20",9.2
"76","2007-04-23",8.74
"77","2007-04-24",8.43
"78","2007-04-25",8.3
"79","2007-04-26",8.34
"80","2007-04-27",8.34
"81","2007-04-30",8.32
"82","2007-05-01",8.17
"83","2007-05-02",8.31
"84","2007-05-03",8.23
"85","2007-05-04",8.37
"86","2007-05-07",8.2
"87","2007-05-08",8.24
"88","2007-05-09",8.21
"89","2007-05-10",8.06
"90","2007-05-11",8.16
"91","2007-05-14",8.21
"92","2007-05-15",8.14
"93","2007-05-16",8.3
"94","2007-05-17",8.31
"95","2007-05-18",8.36
"96","2007-05-21",8.44
"97","2007-05-22",8.63
"98","2007-05-23",8.45
"99","2007-05-24",8.29
"100","2007-05-25",8.35
"101","2007-05-29",8.42
"102","2007-05-30",8.36
"103","2007-05-31",8.55
"104","2007-06-01",8.64
"105","2007-06-04",8.59
"106","2007-06-05",8.58
"107","2007-06-06",8.61
"108","2007-06-07",8.33
"109","2007-06-08",8.42
"110","2007-06-11",8.41
"111","2007-06-12",8.41
"112","2007-06-13",8.39
"113","2007-06-14",8.43
"114","2007-06-15",8.4
"115","2007-06-18",8.95
"116","2007-06-19",8.81
"117","2007-06-20",8.79
"118","2007-06-21",8.87
"119","2007-06-22",8.75
"120","2007-06-25",8.59
"121","2007-06-26",9
"122","2007-06-27",8.86
"123","2007-06-28",8.79
"124","2007-06-29",8.82
"125","2007-07-02",8.79
"126","2007-07-03",8.82
"127","2007-07-05",8.89
"128","2007-07-06",8.84
"129","2007-07-09",8.89
"130","2007-07-10",9
"131","2007-07-11",10.15
"132","2007-07-12",10.25
"133","2007-07-13",10.47
"134","2007-07-16",9.63
"135","2007-07-17",9.46
"136","2007-07-18",9.35
"137","2007-07-19",9.37
"138","2007-07-20",9.25
"139","2007-07-23",8.28
"140","2007-07-24",7.99
"141","2007-07-25",7.76
"142","2007-07-26",7.63
"143","2007-07-27",7.27
"144","2007-07-30",7.4
"145","2007-07-31",7.36
"146","2007-08-01",7.45
"147","2007-08-02",7.42
"148","2007-08-03",7.08
"149","2007-08-06",6.91
"150","2007-08-07",7.57
"151","2007-08-08",8.24
"152","2007-08-09",8.03
"153","2007-08-10",7.96
"154","2007-08-13",7.84
"155","2007-08-14",7.47
"156","2007-08-15",7.21
"157","2007-08-16",6.75
"158","2007-08-17",7.14
"159","2007-08-20",7.48
"160","2007-08-21",7.53
"161","2007-08-22",7.66
"162","2007-08-23",7.51
"163","2007-08-24",7.47
"164","2007-08-27",7.84
"165","2007-08-28",7.51
"166","2007-08-29",7.65
"167","2007-08-30",7.57
"168","2007-08-31",7.71
"169","2007-09-04",7.75
"170","2007-09-05",7.76
"171","2007-09-06",7.62
"172","2007-09-07",7.5
"173","2007-09-10",7.33
"174","2007-09-11",7.3
"175","2007-09-12",7.25
"176","2007-09-13",7.3
"177","2007-09-14",7.27
"178","2007-09-17",7.41
"179","2007-09-18",7.53
"180","2007-09-19",7.88
"181","2007-09-20",7.78
"182","2007-09-21",7.78
"183","2007-09-24",8.06
"184","2007-09-25",8.24
"185","2007-09-26",8.41
"186","2007-09-27",8.65
"187","2007-09-28",8.5
"188","2007-10-01",8.52
"189","2007-10-02",8.72
"190","2007-10-03",8.59
"191","2007-10-04",8.73
"192","2007-10-05",8.73
"193","2007-10-08",8.76
"194","2007-10-09",8.86
"195","2007-10-10",9.21
"196","2007-10-11",8.52
"197","2007-10-12",8.6
"198","2007-10-15",8.82
"199","2007-10-16",8.35
"200","2007-10-17",8.44
"201","2007-10-18",8.32
"202","2007-10-19",7.92
"203","2007-10-22",7.98
"204","2007-10-23",8.68
"205","2007-10-24",7.92
"206","2007-10-25",7.79
"207","2007-10-26",7.76
"208","2007-10-29",7.82
"209","2007-10-30",7.72
"210","2007-10-31",7.72
"211","2007-11-01",7.61
"212","2007-11-02",7.46
"213","2007-11-05",7.36
"214","2007-11-06",7.16
"215","2007-11-07",6.98
"216","2007-11-08",6.61
"217","2007-11-09",6.43
"218","2007-11-12",6.32
"219","2007-11-13",6.55
"220","2007-11-14",6.81
"221","2007-11-15",6.58
"222","2007-11-16",6.54
"223","2007-11-19",6.66
"224","2007-11-20",6.53
"225","2007-11-21",6.33
"226","2007-11-23",6.4
"227","2007-11-26",6.26
"228","2007-11-27",6.18
"229","2007-11-28",6.3
"230","2007-11-29",6.35
"231","2007-11-30",6.36
"232","2007-12-03",6.13
"233","2007-12-04",6.05
"234","2007-12-05",6.26
"235","2007-12-06",6.22
"236","2007-12-07",6.15
"237","2007-12-10",6.07
"238","2007-12-11",5.95
"239","2007-12-12",6
"240","2007-12-13",5.89
"241","2007-12-14",5.61
"242","2007-12-17",5.15
"243","2007-12-18",5.17
"244","2007-12-19",5.3
"245","2007-12-20",5.23
"246","2007-12-21",5.26
"247","2007-12-24",5.38
"248","2007-12-26",5.48
"249","2007-12-27",5.34
"250","2007-12-28",5.32
"251","2007-12-31",5.28
"252","2008-01-02",5.19
"253","2008-01-03",5.2
"254","2008-01-04",5.03
"255","2008-01-07",5.04
"256","2008-01-08",4.96
"257","2008-01-09",4.57
"258","2008-01-10",4.73
"259","2008-01-11",4.7
"260","2008-01-14",4.89
"261","2008-01-15",4.68
"262","2008-01-16",4.5
"263","2008-01-17",4.48
"264","2008-01-18",4.46
"265","2008-01-22",4.75
"266","2008-01-23",4.62
"267","2008-01-24",4.6
"268","2008-01-25",4.66
"269","2008-01-28",4.53
"270","2008-01-29",4.75
"271","2008-01-30",4.73
"272","2008-01-31",4.78
"273","2008-02-01",5.25
"274","2008-02-04",5.2
"275","2008-02-05",4.98
"276","2008-02-06",4.87
"277","2008-02-07",4.87
"278","2008-02-08",4.88
"279","2008-02-11",4.83
"280","2008-02-12",4.79
"281","2008-02-13",4.76
"282","2008-02-14",4.75
"283","2008-02-15",4.74
"284","2008-02-19",4.85
"285","2008-02-20",4.71
"286","2008-02-21",4.78
"287","2008-02-22",4.69
"288","2008-02-25",4.74
"289","2008-02-26",4.78
"290","2008-02-27",4.82
"291","2008-02-28",4.93
"292","2008-02-29",4.7
"293","2008-03-03",4.61
"294","2008-03-04",4.5
"295","2008-03-05",4.49
"296","2008-03-06",4.58
"297","2008-03-07",4.41
"298","2008-03-10",4.22
"299","2008-03-11",4.24
"300","2008-03-12",4.17
"301","2008-03-13",4.2
"302","2008-03-14",4.03
"303","2008-03-17",4.01
"304","2008-03-18",4.04
"305","2008-03-19",4
"306","2008-03-20",4
"307","2008-03-24",4.15
"308","2008-03-25",4.19
"309","2008-03-26",4.3
"310","2008-03-27",4.24
"311","2008-03-28",4.43
"312","2008-03-31",4.46
"313","2008-04-01",4.86
"314","2008-04-02",4.76
"315","2008-04-03",4.52
"316","2008-04-04",4.75
"317","2008-04-07",4.73
"318","2008-04-08",4.71
"319","2008-04-09",4.64
"320","2008-04-10",4.68
"321","2008-04-11",4.87
"322","2008-04-14",4.58
"323","2008-04-15",4.57
"324","2008-04-16",4.64
"325","2008-04-17",4.71
"326","2008-04-18",4.84
"327","2008-04-21",4.9
"328","2008-04-22",4.73
"329","2008-04-23",4.69
"330","2008-04-24",4.83
"331","2008-04-25",4.79
"332","2008-04-28",5.07
"333","2008-04-29",5.06
"334","2008-04-30",5.1
"335","2008-05-01",4.97
"336","2008-05-02",5.08
"337","2008-05-05",5.09
"338","2008-05-06",5.15
"339","2008-05-07",5.02
"340","2008-05-08",4.69
"341","2008-05-09",4.8
"342","2008-05-12",4.93
"343","2008-05-13",4.86
"344","2008-05-14",4.87
"345","2008-05-15",4.88
"346","2008-05-16",4.87
"347","2008-05-19",4.93
"348","2008-05-20",4.81
"349","2008-05-21",4.83
"350","2008-05-22",5.2
"351","2008-05-23",4.96
"352","2008-05-27",4.97
"353","2008-05-28",4.95
"354","2008-05-29",4.92
"355","2008-05-30",4.89
"356","2008-06-02",4.85
"357","2008-06-03",4.77
"358","2008-06-04",4.72
"359","2008-06-05",4.78
"360","2008-06-06",4.65
"361","2008-06-09",4.45
"362","2008-06-10",4.28
"363","2008-06-11",4.16
"364","2008-06-12",4.15
"365","2008-06-13",4.15
"366","2008-06-16",4.17
"367","2008-06-17",4.15
"368","2008-06-18",4.14
"369","2008-06-19",4.1
"370","2008-06-20",3.98
"371","2008-06-23",3.9
"372","2008-06-24",3.77
"373","2008-06-25",3.88
"374","2008-06-26",4.18
"375","2008-06-27",3.79
"376","2008-06-30",3.84
"377","2008-07-01",3.66
"378","2008-07-02",3.54
"379","2008-07-03",3.16
"380","2008-07-07",3.1
"381","2008-07-08",3.25
"382","2008-07-09",3.25
"383","2008-07-10",3.26
"384","2008-07-11",3.17
"385","2008-07-14",3.2
"386","2008-07-15",3.2
"387","2008-07-16",3.26
"388","2008-07-17",3.31
"389","2008-07-18",3.29
"390","2008-07-21",3.29
"391","2008-07-22",3.36
"392","2008-07-23",3.46
"393","2008-07-24",3.48
"394","2008-07-25",3.05
"395","2008-07-28",2.79
"396","2008-07-29",2.75
"397","2008-07-30",2.78
"398","2008-07-31",2.76
"399","2008-08-01",3.18
"400","2008-08-04",2.83
"401","2008-08-05",2.88
"402","2008-08-06",2.93
"403","2008-08-07",2.86
"404","2008-08-08",2.78
"405","2008-08-11",2.74
"406","2008-08-12",2.67
"407","2008-08-13",2.76
"408","2008-08-14",2.83
"409","2008-08-15",2.84
"410","2008-08-18",2.88
"411","2008-08-19",2.8
"412","2008-08-20",2.75
"413","2008-08-21",2.79
"414","2008-08-22",2.79
"415","2008-08-25",2.7
"416","2008-08-26",2.65
"417","2008-08-27",3.13
"418","2008-08-28",3.01
"419","2008-08-29",2.94
"420","2008-09-02",2.83
"421","2008-09-03",2.76
"422","2008-09-04",2.63
"423","2008-09-05",2.58
"424","2008-09-08",2.56
"425","2008-09-09",2.32
"426","2008-09-10",1.9
"427","2008-09-11",2.03
"428","2008-09-12",2
"429","2008-09-15",1.87
"430","2008-09-16",1.84
"431","2008-09-17",1.76
"432","2008-09-18",1.93
"433","2008-09-19",1.94
"434","2008-09-22",1.96
"435","2008-09-23",1.91
"436","2008-09-24",1.86
"437","2008-09-25",1.82
"438","2008-09-26",1.82
"439","2008-09-29",1.68
"440","2008-09-30",1.78
"441","2008-10-01",1.91
"442","2008-10-02",1.82
"443","2008-10-03",1.89
"444","2008-10-06",1.67
"445","2008-10-07",1.64
"446","2008-10-08",1.58
"447","2008-10-09",1.58
"448","2008-10-10",1.48
"449","2008-10-13",1.8
"450","2008-10-14",1.87
"451","2008-10-15",1.81
"452","2008-10-16",1.48
"453","2008-10-17",1.57
"454","2008-10-20",1.63
"455","2008-10-21",1.65
"456","2008-10-22",1.55
"457","2008-10-23",1.19
"458","2008-10-24",1.16
"459","2008-10-27",0.9
"460","2008-10-28",1.19
"461","2008-10-29",1.46
"462","2008-10-30",1.32
"463","2008-10-31",1.29
"464","2008-11-03",1.34
"465","2008-11-04",1.42
"466","2008-11-05",1.43
"467","2008-11-06",1.32
"468","2008-11-07",1.29
"469","2008-11-10",1.26
"470","2008-11-11",1.19
"471","2008-11-12",1.15
"472","2008-11-13",1
"473","2008-11-14",1.05
"474","2008-11-17",1.05
"475","2008-11-18",1.01
"476","2008-11-19",0.73
"477","2008-11-20",0.42
"478","2008-11-21",0.52
"479","2008-11-24",1.75
"480","2008-11-25",1.05
"481","2008-11-26",1.11
"482","2008-11-28",1.16
"483","2008-12-01",1.01
"484","2008-12-02",1.02
"485","2008-12-03",0.97
"486","2008-12-04",1.53
"487","2008-12-05",1.28
"488","2008-12-08",1.7
"489","2008-12-09",1.45
"490","2008-12-10",1.42
"491","2008-12-11",1.43
"492","2008-12-12",1.41
"493","2008-12-15",1.75
"494","2008-12-16",1.6
"495","2008-12-17",2
"496","2008-12-18",2
"497","2008-12-19",1.86
"498","2008-12-22",1.9
"499","2008-12-23",1.74
"500","2008-12-24",1.66
"501","2008-12-26",1.58
"502","2008-12-29",1.6
"503","2008-12-30",1.54
"504","2008-12-31",1.52
"505","2009-01-02",1.52
"506","2009-01-05",1.64
"507","2009-01-06",1.78
"508","2009-01-07",1.46
"509","2009-01-08",1.41
"510","2009-01-09",1
"511","2009-01-12",1.21
"512","2009-01-13",1.19
"513","2009-01-14",1.18
"514","2009-01-15",1.1
"515","2009-01-16",1.21
"516","2009-01-20",1.08
"517","2009-01-21",1.1
"518","2009-01-22",1.14
"519","2009-01-23",1.09
"520","2009-01-26",1.08
"521","2009-01-27",0.91
"522","2009-01-28",0.94
"523","2009-01-29",0.92
"524","2009-01-30",0.9
"525","2009-02-02",0.75
"526","2009-02-03",0.78
"527","2009-02-04",0.84
"528","2009-02-05",0.82
"529","2009-02-06",0.79
"530","2009-02-09",0.8
"531","2009-02-10",0.77
"532","2009-02-11",0.77
"533","2009-02-12",0.75
"534","2009-02-13",0.76
"535","2009-02-17",0.75
"536","2009-02-18",0.61
"537","2009-02-19",0.62
"538","2009-02-20",0.65
"539","2009-02-23",0.56
"540","2009-02-24",0.49
"541","2009-02-25",0.55
"542","2009-02-26",0.59
"543","2009-02-27",0.59
"544","2009-03-02",0.55
"545","2009-03-03",0.56
"546","2009-03-04",0.61
"547","2009-03-05",0.61
"548","2009-03-06",0.6
"549","2009-03-09",0.54
"550","2009-03-10",0.57
"551","2009-03-11",0.55
"552","2009-03-12",0.61
"553","2009-03-13",0.61
"554","2009-03-16",0.6
"555","2009-03-17",0.66
"556","2009-03-18",1.39
"557","2009-03-19",0.98
"558","2009-03-20",0.91
"559","2009-03-23",0.97
"560","2009-03-24",0.9
"561","2009-03-25",0.96
"562","2009-03-26",1.01
"563","2009-03-27",1.04
"564","2009-03-30",1
"565","2009-03-31",1.03
"566","2009-04-01",1.04
"567","2009-04-02",1.1
"568","2009-04-03",1.08
"569","2009-04-06",1.22
"570","2009-04-07",1.21
"571","2009-04-08",1.16
"572","2009-04-09",1.25
"573","2009-04-13",1.37
"574","2009-04-14",1.43
"575","2009-04-15",1.26
"576","2009-04-16",1.38
"577","2009-04-17",1.31
"578","2009-04-20",1.18
"579","2009-04-21",1.14
"580","2009-04-22",1.14
"581","2009-04-23",1.2
"582","2009-04-24",1.18
"583","2009-04-27",1.14
"584","2009-04-28",1.14
"585","2009-04-29",1.08
"586","2009-04-30",1.15
"587","2009-05-01",1.16
"588","2009-05-04",1.21
"589","2009-05-05",1.47
"590","2009-05-06",1.37
"591","2009-05-07",1.34
"592","2009-05-08",1.34
"593","2009-05-11",1.37
"594","2009-05-12",1.39
"595","2009-05-13",1.23
"596","2009-05-14",1.27
"597","2009-05-15",1.29
"598","2009-05-18",1.71
"599","2009-05-19",1.51
"600","2009-05-20",1.54
"601","2009-05-21",1.58
"602","2009-05-22",1.91
"603","2009-05-26",2.05
"604","2009-05-27",2.1
"605","2009-05-28",2.01
"606","2009-05-29",1.87
"607","2009-06-01",1.94
"608","2009-06-02",1.99
"609","2009-06-03",1.92
"610","2009-06-04",1.98
"611","2009-06-05",1.92
"612","2009-06-08",1.87
"613","2009-06-09",2.03
"614","2009-06-10",1.99
"615","2009-06-11",2.02
"616","2009-06-12",1.99
"617","2009-06-15",1.86
"618","2009-06-16",1.7
"619","2009-06-17",1.6
"620","2009-06-18",1.66
"621","2009-06-19",1.7
"622","2009-06-22",1.6
"623","2009-06-23",1.49
"624","2009-06-24",1.54
"625","2009-06-25",1.58
"626","2009-06-26",1.65
"627","2009-06-29",1.65
"628","2009-06-30",1.73
"629","2009-07-01",1.69
"630","2009-07-02",1.59
"631","2009-07-06",1.46
"632","2009-07-07",1.35
"633","2009-07-08",1.32
"634","2009-07-09",1.35
"635","2009-07-10",1.38
"636","2009-07-13",1.47
"637","2009-07-14",1.48
"638","2009-07-15",1.58
"639","2009-07-16",1.59
"640","2009-07-17",1.61
"641","2009-07-20",1.81
"642","2009-07-21",1.85
"643","2009-07-22",1.82
"644","2009-07-23",1.88
"645","2009-07-24",1.82
"646","2009-07-27",2.02
"647","2009-07-28",1.86
"648","2009-07-29",1.8
"649","2009-07-30",1.8
"650","2009-07-31",1.81
"651","2009-08-03",2.23
"652","2009-08-04",2.5
"653","2009-08-05",2.69
"654","2009-08-06",2.38
"655","2009-08-07",2.28
"656","2009-08-10",2.5
"657","2009-08-11",2.29
"658","2009-08-12",2.46
"659","2009-08-13",2.47
"660","2009-08-14",2.48
"661","2009-08-17",2.2
"662","2009-08-18",2.14
"663","2009-08-19",2.22
"664","2009-08-20",2.22
"665","2009-08-21",2.3
"666","2009-08-24",2.34
"667","2009-08-25",2.21
"668","2009-08-26",2.21
"669","2009-08-27",2.17
"670","2009-08-28",2.11
"671","2009-08-31",2.04
"672","2009-09-01",1.95
"673","2009-09-02",1.91
"674","2009-09-03",1.98
"675","2009-09-04",2.07
"676","2009-09-08",2.09
"677","2009-09-09",2.14
"678","2009-09-10",2.24
"679","2009-09-11",2.19
"680","2009-09-14",2.26
"681","2009-09-15",2.31
