"","date","SIFY"
"682","2009-09-16",2.23
"683","2009-09-17",2.24
"684","2009-09-18",2.24
"685","2009-09-21",2.24
"686","2009-09-22",2.32
"687","2009-09-23",2.26
"688","2009-09-24",2.18
"689","2009-09-25",2.26
"690","2009-09-28",2.3
"691","2009-09-29",2.21
"692","2009-09-30",2.2
"693","2009-10-01",2.18
"694","2009-10-02",2.17
"695","2009-10-05",2.22
"696","2009-10-06",2.22
"697","2009-10-07",2.29
"698","2009-10-08",2.4
"699","2009-10-09",2.5
"700","2009-10-12",2.54
"701","2009-10-13",2.41
"702","2009-10-14",2.65
"703","2009-10-15",2.68
"704","2009-10-16",2.58
"705","2009-10-19",2.36
"706","2009-10-20",2.31
"707","2009-10-21",2.33
"708","2009-10-22",2.35
"709","2009-10-23",2.22
"710","2009-10-26",2.12
"711","2009-10-27",2.08
"712","2009-10-28",1.96
"713","2009-10-29",2.04
"714","2009-10-30",1.96
"715","2009-11-02",1.96
"716","2009-11-03",1.91
"717","2009-11-04",1.95
"718","2009-11-05",2.02
"719","2009-11-06",1.95
"720","2009-11-09",2.03
"721","2009-11-10",2.03
"722","2009-11-11",2.09
"723","2009-11-12",2.09
"724","2009-11-13",2.05
"725","2009-11-16",2.07
"726","2009-11-17",1.99
"727","2009-11-18",1.95
"728","2009-11-19",1.92
"729","2009-11-20",1.92
"730","2009-11-23",1.95
"731","2009-11-24",1.92
"732","2009-11-25",1.91
"733","2009-11-27",1.94
"734","2009-11-30",1.93
"735","2009-12-01",1.87
"736","2009-12-02",1.87
"737","2009-12-03",1.86
"738","2009-12-04",1.86
"739","2009-12-07",1.83
"740","2009-12-08",1.79
"741","2009-12-09",1.78
"742","2009-12-10",1.77
"743","2009-12-11",1.8
"744","2009-12-14",1.7
"745","2009-12-15",1.75
"746","2009-12-16",1.64
"747","2009-12-17",1.64
"748","2009-12-18",1.65
"749","2009-12-21",1.6
"750","2009-12-22",1.58
"751","2009-12-23",1.61
"752","2009-12-24",1.62
"753","2009-12-28",1.69
"754","2009-12-29",1.74
"755","2009-12-30",1.74
"756","2009-12-31",1.72
"757","2010-01-04",1.79
"758","2010-01-05",1.77
"759","2010-01-06",1.75
"760","2010-01-07",1.76
"761","2010-01-08",1.74
"762","2010-01-11",1.71
"763","2010-01-12",1.7
"764","2010-01-13",1.78
"765","2010-01-14",1.77
"766","2010-01-15",1.77
"767","2010-01-19",1.78
"768","2010-01-20",1.76
"769","2010-01-21",1.75
"770","2010-01-22",1.72
"771","2010-01-25",1.68
"772","2010-01-26",1.71
"773","2010-01-27",1.95
"774","2010-01-28",1.94
"775","2010-01-29",1.79
"776","2010-02-01",1.84
"777","2010-02-02",1.79
"778","2010-02-03",1.74
"779","2010-02-04",1.68
"780","2010-02-05",1.69
"781","2010-02-08",1.73
"782","2010-02-09",1.76
"783","2010-02-10",1.71
"784","2010-02-11",1.72
"785","2010-02-12",1.74
"786","2010-02-16",1.75
"787","2010-02-17",1.79
"788","2010-02-18",1.76
"789","2010-02-19",1.74
"790","2010-02-22",1.72
"791","2010-02-23",1.71
"792","2010-02-24",1.69
"793","2010-02-25",1.71
"794","2010-02-26",1.68
"795","2010-03-01",1.7
"796","2010-03-02",1.71
"797","2010-03-03",1.67
"798","2010-03-04",1.69
"799","2010-03-05",1.72
"800","2010-03-08",1.79
"801","2010-03-09",1.76
"802","2010-03-10",1.73
"803","2010-03-11",1.77
"804","2010-03-12",1.74
"805","2010-03-15",1.7
"806","2010-03-16",1.71
"807","2010-03-17",1.69
"808","2010-03-18",1.68
"809","2010-03-19",1.62
"810","2010-03-22",1.62
"811","2010-03-23",1.63
"812","2010-03-24",1.61
"813","2010-03-25",1.59
"814","2010-03-26",1.62
"815","2010-03-29",1.6
"816","2010-03-30",1.64
"817","2010-03-31",1.69
"818","2010-04-01",1.7
"819","2010-04-05",1.74
"820","2010-04-06",1.75
"821","2010-04-07",1.7
"822","2010-04-08",1.71
"823","2010-04-09",1.77
"824","2010-04-12",1.71
"825","2010-04-13",1.69
"826","2010-04-14",1.73
"827","2010-04-15",1.73
"828","2010-04-16",1.72
"829","2010-04-19",1.8
"830","2010-04-20",1.85
"831","2010-04-21",1.77
"832","2010-04-22",1.86
"833","2010-04-23",1.71
"834","2010-04-26",1.73
"835","2010-04-27",1.71
"836","2010-04-28",1.67
"837","2010-04-29",1.7
"838","2010-04-30",1.69
"839","2010-05-03",1.65
"840","2010-05-04",1.62
"841","2010-05-05",1.61
"842","2010-05-06",1.61
"843","2010-05-07",1.53
"844","2010-05-10",1.56
"845","2010-05-11",1.53
"846","2010-05-12",1.53
"847","2010-05-13",1.58
"848","2010-05-14",1.64
"849","2010-05-17",1.59
"850","2010-05-18",1.56
"851","2010-05-19",1.48
"852","2010-05-20",1.41
"853","2010-05-21",1.42
"854","2010-05-24",1.42
"855","2010-05-25",1.4
"856","2010-05-26",1.4
"857","2010-05-27",1.41
"858","2010-05-28",1.4
"859","2010-06-01",1.38
"860","2010-06-02",1.47
"861","2010-06-03",1.41
"862","2010-06-04",1.45
"863","2010-06-07",1.39
"864","2010-06-08",1.38
"865","2010-06-09",1.34
"866","2010-06-10",1.35
"867","2010-06-11",1.36
"868","2010-06-14",1.37
"869","2010-06-15",1.42
"870","2010-06-16",1.37
"871","2010-06-17",1.38
"872","2010-06-18",1.4
"873","2010-06-21",1.38
"874","2010-06-22",1.35
"875","2010-06-23",1.4
"876","2010-06-24",1.41
"877","2010-06-25",1.38
"878","2010-06-28",1.33
"879","2010-06-29",1.33
"880","2010-06-30",1.34
"881","2010-07-01",1.27
"882","2010-07-02",1.25
"883","2010-07-06",1.21
"884","2010-07-07",1.2
"885","2010-07-08",1.26
"886","2010-07-09",1.3
"887","2010-07-12",1.46
"888","2010-07-13",1.47
"889","2010-07-14",1.54
"890","2010-07-15",1.4
"891","2010-07-16",1.4
"892","2010-07-19",1.39
"893","2010-07-20",1.39
"894","2010-07-21",1.39
"895","2010-07-22",1.4
"896","2010-07-23",1.37
"897","2010-07-26",1.47
"898","2010-07-27",1.51
"899","2010-07-28",1.46
"900","2010-07-29",1.5
"901","2010-07-30",1.31
"902","2010-08-02",1.35
"903","2010-08-03",1.38
"904","2010-08-04",1.41
"905","2010-08-05",1.39
"906","2010-08-06",1.38
"907","2010-08-09",1.34
"908","2010-08-10",1.31
"909","2010-08-11",1.3
"910","2010-08-12",1.39
"911","2010-08-13",1.36
"912","2010-08-16",1.33
"913","2010-08-17",1.33
"914","2010-08-18",1.5
"915","2010-08-19",1.4
"916","2010-08-20",1.34
"917","2010-08-23",1.33
"918","2010-08-24",1.27
"919","2010-08-25",1.23
"920","2010-08-26",1.28
"921","2010-08-27",1.24
"922","2010-08-30",1.22
"923","2010-08-31",1.23
"924","2010-09-01",1.25
"925","2010-09-02",1.39
"926","2010-09-03",1.57
"927","2010-09-07",1.6
"928","2010-09-08",1.56
"929","2010-09-09",1.57
"930","2010-09-10",1.68
"931","2010-09-13",1.71
"932","2010-09-14",1.56
"933","2010-09-15",1.52
"934","2010-09-16",1.63
"935","2010-09-17",1.9
"936","2010-09-20",2.08
"937","2010-09-21",1.9
"938","2010-09-22",1.84
"939","2010-09-23",2.22
"940","2010-09-24",2.46
"941","2010-09-27",2.44
"942","2010-09-28",2.79
"943","2010-09-29",2.97
"944","2010-09-30",2.96
"945","2010-10-01",2.81
"946","2010-10-04",2.37
"947","2010-10-05",2.31
"948","2010-10-06",2.22
"949","2010-10-07",2.42
"950","2010-10-08",2.29
"951","2010-10-11",2.39
"952","2010-10-12",2.37
"953","2010-10-13",2.25
"954","2010-10-14",2.33
"955","2010-10-15",2.29
"956","2010-10-18",2.21
"957","2010-10-19",2.01
"958","2010-10-20",2
"959","2010-10-21",1.98
"960","2010-10-22",1.95
"961","2010-10-25",2.21
"962","2010-10-26",2.26
"963","2010-10-27",2.18
"964","2010-10-28",2.13
"965","2010-10-29",2.09
"966","2010-11-01",1.84
"967","2010-11-02",2.06
"968","2010-11-03",2.05
"969","2010-11-04",2.05
"970","2010-11-05",2
"971","2010-11-08",1.96
"972","2010-11-09",1.93
"973","2010-11-10",1.94
"974","2010-11-11",1.9
"975","2010-11-12",1.85
"976","2010-11-15",1.83
"977","2010-11-16",1.73
"978","2010-11-17",1.7
"979","2010-11-18",1.84
"980","2010-11-19",1.84
"981","2010-11-22",1.85
"982","2010-11-23",1.77
"983","2010-11-24",1.83
"984","2010-11-26",1.83
"985","2010-11-29",1.81
"986","2010-11-30",1.79
"987","2010-12-01",2.07
"988","2010-12-02",2.08
"989","2010-12-03",2.05
"990","2010-12-06",1.92
"991","2010-12-07",1.94
"992","2010-12-08",1.91
"993","2010-12-09",2.1
"994","2010-12-10",2.15
"995","2010-12-13",2.07
"996","2010-12-14",1.99
"997","2010-12-15",1.98
"998","2010-12-16",2.02
"999","2010-12-17",1.99
"1000","2010-12-20",1.96
