"","date","VTVT"
"269","2016-08-22",5.7
"270","2016-08-23",5.66
"271","2016-08-24",5.65
"272","2016-08-25",5.33
"273","2016-08-26",5.28
"274","2016-08-29",5.5
"275","2016-08-30",5.55
"276","2016-08-31",5.65
"277","2016-09-01",5.68
"278","2016-09-02",5.74
"279","2016-09-06",5.88
"280","2016-09-07",5.88
"281","2016-09-08",6.07
"282","2016-09-09",6.3
"283","2016-09-12",6.53
"284","2016-09-13",6.65
"285","2016-09-14",6.64
"286","2016-09-15",6.76
"287","2016-09-16",6.75
"288","2016-09-19",6.76
"289","2016-09-20",6.96
"290","2016-09-21",6.94
"291","2016-09-22",6.96
"292","2016-09-23",7.17
"293","2016-09-26",7.23
"294","2016-09-27",7.24
"295","2016-09-28",7.23
"296","2016-09-29",7.15
"297","2016-09-30",7.19
"298","2016-10-03",7.06
"299","2016-10-04",6.88
"300","2016-10-05",6.86
"301","2016-10-06",6.66
"302","2016-10-07",6.59
"303","2016-10-10",6.81
"304","2016-10-11",6.87
"305","2016-10-12",6.98
"306","2016-10-13",6.64
"307","2016-10-14",6.99
"308","2016-10-17",6.98
"309","2016-10-18",6.84
"310","2016-10-19",6.79
"311","2016-10-20",6.87
"312","2016-10-21",6.81
"313","2016-10-24",6.86
"314","2016-10-25",6.67
"315","2016-10-26",6.69
"316","2016-10-27",6.39
"317","2016-10-28",5.58
"318","2016-10-31",5.39
"319","2016-11-01",5.52
"320","2016-11-02",5.16
"321","2016-11-03",4.95
"322","2016-11-04",4.82
"323","2016-11-07",4.84
"324","2016-11-08",4.82
"325","2016-11-09",4.99
"326","2016-11-10",5
"327","2016-11-11",4.93
"328","2016-11-14",5.06
"329","2016-11-15",5.56
"330","2016-11-16",5.8
"331","2016-11-17",5.73
"332","2016-11-18",5.84
"333","2016-11-21",5.92
"334","2016-11-22",5.82
"335","2016-11-23",5.67
"336","2016-11-25",5.7
"337","2016-11-28",5.62
"338","2016-11-29",5.32
"339","2016-11-30",5.22
"340","2016-12-01",5.14
"341","2016-12-02",5.19
"342","2016-12-05",5.23
"343","2016-12-06",5.38
"344","2016-12-07",5.14
"345","2016-12-08",5.35
"346","2016-12-09",5.24
"347","2016-12-12",5.17
"348","2016-12-13",5.09
"349","2016-12-14",4.96
"350","2016-12-15",4.99
"351","2016-12-16",5.29
"352","2016-12-19",5.47
"353","2016-12-20",5.5
"354","2016-12-21",5.37
"355","2016-12-22",5.38
"356","2016-12-23",5.47
"357","2016-12-27",5.41
"358","2016-12-28",5.15
"359","2016-12-29",4.73
"360","2016-12-30",4.83
"361","2017-01-03",5.03
"362","2017-01-04",5.33
"363","2017-01-05",5.15
"364","2017-01-06",4.98
"365","2017-01-09",4.99
"366","2017-01-10",5.32
"367","2017-01-11",5.24
"368","2017-01-12",5.25
"369","2017-01-13",5.39
"370","2017-01-17",5.3
"371","2017-01-18",5.34
"372","2017-01-19",5.44
"373","2017-01-20",5.43
"374","2017-01-23",5.37
"375","2017-01-24",5.73
"376","2017-01-25",5.93
"377","2017-01-26",5.85
"378","2017-01-27",5.83
"379","2017-01-30",5.64
"380","2017-01-31",5.74
"381","2017-02-01",5.68
"382","2017-02-02",5.72
"383","2017-02-03",5.73
"384","2017-02-06",5.73
"385","2017-02-07",5.64
"386","2017-02-08",5.45
"387","2017-02-09",5.41
"388","2017-02-10",5.49
"389","2017-02-13",5.5
"390","2017-02-14",5.59
"391","2017-02-15",5.41
"392","2017-02-16",5.19
"393","2017-02-17",5.21
"394","2017-02-21",5.38
"395","2017-02-22",5.58
"396","2017-02-23",5.56
"397","2017-02-24",5.69
"398","2017-02-27",6.14
"399","2017-02-28",6.03
"400","2017-03-01",6.14
"401","2017-03-02",6.05
"402","2017-03-03",5.89
"403","2017-03-06",5.87
"404","2017-03-07",5.84
"405","2017-03-08",5.76
"406","2017-03-09",5.8
"407","2017-03-10",5.81
"408","2017-03-13",6.03
"409","2017-03-14",6.06
"410","2017-03-15",6.09
"411","2017-03-16",6.06
"412","2017-03-17",6.01
"413","2017-03-20",6.05
"414","2017-03-21",5.93
"415","2017-03-22",5.87
"416","2017-03-23",5.92
"417","2017-03-24",5.91
"418","2017-03-27",6.38
"419","2017-03-28",6.18
"420","2017-03-29",6.37
"421","2017-03-30",6.52
"422","2017-03-31",6.55
"423","2017-04-03",6.45
"424","2017-04-04",6.31
"425","2017-04-05",6.21
"426","2017-04-06",6.01
"427","2017-04-07",5.78
"428","2017-04-10",5.69
"429","2017-04-11",5.66
"430","2017-04-12",5.63
"431","2017-04-13",5.61
"432","2017-04-17",5.69
"433","2017-04-18",5.56
"434","2017-04-19",5.63
"435","2017-04-20",5.61
"436","2017-04-21",5.5
"437","2017-04-24",5.56
"438","2017-04-25",5.54
"439","2017-04-26",5.62
"440","2017-04-27",5.58
"441","2017-04-28",5.51
"442","2017-05-01",5.31
"443","2017-05-02",5.29
"444","2017-05-03",5.29
"445","2017-05-04",5.41
"446","2017-05-05",5.36
"447","2017-05-08",5.37
"448","2017-05-09",5.2
"449","2017-05-10",5.17
"450","2017-05-11",5.1
"451","2017-05-12",5.23
"452","2017-05-15",5.16
"453","2017-05-16",5.14
"454","2017-05-17",5.05
"455","2017-05-18",5.07
"456","2017-05-19",4.97
"457","2017-05-22",4.93
"458","2017-05-23",4.84
"459","2017-05-24",4.9
"460","2017-05-25",4.95
"461","2017-05-26",4.98
"462","2017-05-30",5
"463","2017-05-31",4.98
"464","2017-06-01",4.99
"465","2017-06-02",5
"466","2017-06-05",4.95
"467","2017-06-06",4.93
"468","2017-06-07",4.74
"469","2017-06-08",4.75
"470","2017-06-09",4.78
"471","2017-06-12",5.03
"472","2017-06-13",5
"473","2017-06-14",4.99
"474","2017-06-15",4.83
"475","2017-06-16",4.71
"476","2017-06-19",4.69
"477","2017-06-20",4.72
"478","2017-06-21",4.73
"479","2017-06-22",4.8
"480","2017-06-23",4.8
"481","2017-06-26",4.77
"482","2017-06-27",4.76
"483","2017-06-28",4.74
"484","2017-06-29",4.84
"485","2017-06-30",4.97
"486","2017-07-03",5.08
"487","2017-07-05",5.17
"488","2017-07-06",5.09
"489","2017-07-07",5.1
"490","2017-07-10",4.88
"491","2017-07-11",4.7
"492","2017-07-12",4.73
"493","2017-07-13",4.67
"494","2017-07-14",4.83
"495","2017-07-17",4.81
"496","2017-07-18",4.67
"497","2017-07-19",4.59
"498","2017-07-20",4.71
"499","2017-07-21",4.7
"500","2017-07-24",4.42
"501","2017-07-25",4.26
"502","2017-07-26",4.37
"503","2017-07-27",4.2
"504","2017-07-28",4.31
"505","2017-07-31",4.36
"506","2017-08-01",4.49
"507","2017-08-02",4.39
"508","2017-08-03",4.24
"509","2017-08-04",4.17
"510","2017-08-07",4.04
"511","2017-08-08",4.04
"512","2017-08-09",3.83
"513","2017-08-10",4.25
"514","2017-08-11",4.47
"515","2017-08-14",4.72
"516","2017-08-15",4.93
"517","2017-08-16",4.95
"518","2017-08-17",4.78
"519","2017-08-18",4.53
"520","2017-08-21",4.37
"521","2017-08-22",4.65
"522","2017-08-23",4.72
"523","2017-08-24",4.83
"524","2017-08-25",4.84
"525","2017-08-28",5.01
"526","2017-08-29",5.17
"527","2017-08-30",5.35
"528","2017-08-31",5.43
"529","2017-09-01",5.41
"530","2017-09-05",5.16
"531","2017-09-06",5.51
"532","2017-09-07",5.69
"533","2017-09-08",5.65
"534","2017-09-11",5.59
"535","2017-09-12",5.43
"536","2017-09-13",5.42
"537","2017-09-14",5.37
"538","2017-09-15",5.69
"539","2017-09-18",5.96
"540","2017-09-19",6.07
"541","2017-09-20",5.78
"542","2017-09-21",5.8
"543","2017-09-22",5.89
"544","2017-09-25",5.98
"545","2017-09-26",5.87
"546","2017-09-27",6
"547","2017-09-28",5.81
"548","2017-09-29",5.98
"549","2017-10-02",6.19
"550","2017-10-03",6.08
"551","2017-10-04",6.14
"552","2017-10-05",6.4
"553","2017-10-06",6.22
"554","2017-10-09",6.2
"555","2017-10-10",6.6
"556","2017-10-11",7
"557","2017-10-12",7.1
"558","2017-10-13",7.77
"559","2017-10-16",7.24
"560","2017-10-17",7.09
"561","2017-10-18",7.3
"562","2017-10-19",7.53
"563","2017-10-20",7.41
"564","2017-10-23",7.38
"565","2017-10-24",7.37
"566","2017-10-25",7.02
"567","2017-10-26",6.58
"568","2017-10-27",6.61
"569","2017-10-30",6.57
"570","2017-10-31",6.32
"571","2017-11-01",6.09
"572","2017-11-02",6.08
"573","2017-11-03",6.17
"574","2017-11-06",6.19
"575","2017-11-07",6.03
"576","2017-11-08",5.86
"577","2017-11-09",5.89
"578","2017-11-10",5.82
"579","2017-11-13",5.68
"580","2017-11-14",5.56
"581","2017-11-15",5.5
"582","2017-11-16",5.38
"583","2017-11-17",5.4
"584","2017-11-20",5.22
"585","2017-11-21",5.25
"586","2017-11-22",4.92
"587","2017-11-24",4.68
"588","2017-11-27",4.69
"589","2017-11-28",4.38
"590","2017-11-29",4.39
"591","2017-11-30",4.19
"592","2017-12-01",4.2
"593","2017-12-04",4.01
"594","2017-12-05",3.9
"595","2017-12-06",4.78
"596","2017-12-07",4.64
"597","2017-12-08",4.65
"598","2017-12-11",4.45
"599","2017-12-12",4.28
"600","2017-12-13",4.43
"601","2017-12-14",4.26
"602","2017-12-15",4.3
"603","2017-12-18",4.51
"604","2017-12-19",4.5
"605","2017-12-20",4.4
"606","2017-12-21",4.43
"607","2017-12-22",4.15
"608","2017-12-26",4.12
"609","2017-12-27",4.05
"610","2017-12-28",5.56
"611","2017-12-29",6.01
"612","2018-01-02",6.06
"613","2018-01-03",5.92
"614","2018-01-04",5.99
"615","2018-01-05",5.76
"616","2018-01-08",5.59
"617","2018-01-09",5.65
"618","2018-01-10",5.59
"619","2018-01-11",5.61
"620","2018-01-12",5.54
"621","2018-01-16",6.12
"622","2018-01-17",5.81
"623","2018-01-18",5.61
"624","2018-01-19",5.7
"625","2018-01-22",5.91
"626","2018-01-23",7.59
"627","2018-01-24",7.56
"628","2018-01-25",7.72
"629","2018-01-26",7.36
"630","2018-01-29",7.72
"631","2018-01-30",7.74
"632","2018-01-31",7.76
"633","2018-02-01",7.83
"634","2018-02-02",7.42
"635","2018-02-05",7.17
"636","2018-02-06",6.8
"637","2018-02-07",6.76
"638","2018-02-08",6.82
"639","2018-02-09",6.49
"640","2018-02-12",6.17
"641","2018-02-13",6.37
"642","2018-02-14",6.35
"643","2018-02-15",6.37
"644","2018-02-16",6.63
"645","2018-02-20",6.96
"646","2018-02-21",6.62
"647","2018-02-22",6.85
"648","2018-02-23",6.85
"649","2018-02-26",6.44
"650","2018-02-27",6.19
"651","2018-02-28",5.65
"652","2018-03-01",5.65
"653","2018-03-02",5.31
"654","2018-03-05",5.61
"655","2018-03-06",5.84
"656","2018-03-07",6.28
"657","2018-03-08",6.46
"658","2018-03-09",6.42
"659","2018-03-12",6.85
"660","2018-03-13",6.47
"661","2018-03-14",5.82
"662","2018-03-15",5.67
"663","2018-03-16",5.48
"664","2018-03-19",5.01
"665","2018-03-20",5.02
"666","2018-03-21",4.75
"667","2018-03-22",4.81
"668","2018-03-23",4.38
"669","2018-03-26",4.29
"670","2018-03-27",4.15
"671","2018-03-28",3.91
"672","2018-03-29",4.07
"673","2018-04-02",3.89
"674","2018-04-03",4.04
"675","2018-04-04",3.84
"676","2018-04-05",3.69
"677","2018-04-06",3.42
"678","2018-04-09",3.26
"679","2018-04-10",0.714
"680","2018-04-11",0.71
"681","2018-04-12",0.8
"682","2018-04-13",0.76
"683","2018-04-16",0.831
"684","2018-04-17",1.19
"685","2018-04-18",2.2
"686","2018-04-19",2.11
"687","2018-04-20",2.085
"688","2018-04-23",2.07
"689","2018-04-24",1.88
"690","2018-04-25",1.56
"691","2018-04-26",2
"692","2018-04-27",1.95
"693","2018-04-30",1.79
"694","2018-05-01",1.71
"695","2018-05-02",1.7
"696","2018-05-03",1.53
"697","2018-05-04",1.59
"698","2018-05-07",1.67
"699","2018-05-08",1.73
"700","2018-05-09",1.71
"701","2018-05-10",2.03
"702","2018-05-11",1.86
"703","2018-05-14",1.78
"704","2018-05-15",1.62
"705","2018-05-16",1.57
"706","2018-05-17",1.81
"707","2018-05-18",1.71
"708","2018-05-21",1.67
"709","2018-05-22",1.64
"710","2018-05-23",1.64
"711","2018-05-24",1.69
"712","2018-05-25",1.66
"713","2018-05-29",1.63
"714","2018-05-30",1.665
"715","2018-05-31",1.78
"716","2018-06-01",1.88
"717","2018-06-04",1.88
"718","2018-06-05",1.94
"719","2018-06-06",1.91
"720","2018-06-07",1.84
"721","2018-06-08",1.8
"722","2018-06-11",1.81
"723","2018-06-12",1.89
"724","2018-06-13",1.65
"725","2018-06-14",1.69
"726","2018-06-15",1.76
"727","2018-06-18",1.73
"728","2018-06-19",1.68
"729","2018-06-20",1.66
"730","2018-06-21",1.67
"731","2018-06-22",1.57
"732","2018-06-25",1.56
"733","2018-06-26",1.59
"734","2018-06-27",1.51
"735","2018-06-28",1.44
"736","2018-06-29",1.54
"737","2018-07-02",1.44
"738","2018-07-03",1.47
"739","2018-07-05",1.46
"740","2018-07-06",1.56
"741","2018-07-09",1.51
"742","2018-07-10",1.45
"743","2018-07-11",1.47
"744","2018-07-12",1.58
"745","2018-07-13",1.57
"746","2018-07-16",1.505
"747","2018-07-17",1.47
"748","2018-07-18",1.45
"749","2018-07-19",1.46
"750","2018-07-20",1.44
"751","2018-07-23",1.37
"752","2018-07-24",1.43
"753","2018-07-25",1.38
"754","2018-07-26",1.35
"755","2018-07-27",1.3
"756","2018-07-30",1.22
"757","2018-07-31",1.26
"758","2018-08-01",1.32
"759","2018-08-02",1.32
"760","2018-08-03",1.28
"761","2018-08-06",1.29
"762","2018-08-07",1.25
"763","2018-08-08",1.21
"764","2018-08-09",1.24
"765","2018-08-10",1.26
"766","2018-08-13",1.23
"767","2018-08-14",1.15
"768","2018-08-15",1.14
"769","2018-08-16",1.1
"770","2018-08-17",0.998
"771","2018-08-20",1.13
"772","2018-08-21",1.1
"773","2018-08-22",1.19
"774","2018-08-23",1.21
"775","2018-08-24",1.17
"776","2018-08-27",1.17
"777","2018-08-28",1.15
"778","2018-08-29",1.15
"779","2018-08-30",1.12
"780","2018-08-31",1.09
"781","2018-09-04",1.04
"782","2018-09-05",1
"783","2018-09-06",0.99
"784","2018-09-07",0.93
"785","2018-09-10",0.93
"786","2018-09-11",0.99
"787","2018-09-12",0.94
"788","2018-09-13",0.91
"789","2018-09-14",0.814
"790","2018-09-17",0.7
"791","2018-09-18",0.81
"792","2018-09-19",0.83
"793","2018-09-20",0.82
"794","2018-09-21",0.84
"795","2018-09-24",0.829
"796","2018-09-25",0.78
"797","2018-09-26",0.777
"798","2018-09-27",0.77
"799","2018-09-28",0.77
"800","2018-10-01",0.776
"801","2018-10-02",2
"802","2018-10-03",3.4
"803","2018-10-04",2.66
"804","2018-10-05",3.35
"805","2018-10-08",3.02
"806","2018-10-09",3.29
"807","2018-10-10",3.48
"808","2018-10-11",3.39
"809","2018-10-12",3.28
"810","2018-10-15",2.92
"811","2018-10-16",2.85
"812","2018-10-17",3.66
"813","2018-10-18",3.35
"814","2018-10-19",3.74
"815","2018-10-22",3.74
"816","2018-10-23",3.69
"817","2018-10-24",3.47
"818","2018-10-25",3.27
"819","2018-10-26",2.99
"820","2018-10-29",2.9
"821","2018-10-30",2.35
"822","2018-10-31",2.62
"823","2018-11-01",2.65
"824","2018-11-02",2.58
"825","2018-11-05",2.51
"826","2018-11-06",2.62
"827","2018-11-07",2.65
"828","2018-11-08",2.64
"829","2018-11-09",2.63
"830","2018-11-12",2.41
"831","2018-11-13",2.08
"832","2018-11-14",1.99
"833","2018-11-15",1.91
"834","2018-11-16",1.85
"835","2018-11-19",1.83
"836","2018-11-20",1.73
"837","2018-11-21",1.74
"838","2018-11-23",1.69
"839","2018-11-26",1.72
"840","2018-11-27",1.66
"841","2018-11-28",1.59
"842","2018-11-29",1.65
"843","2018-11-30",1.69
"844","2018-12-03",1.99
"845","2018-12-04",2.1
"846","2018-12-06",2.06
"847","2018-12-07",1.93
"848","2018-12-10",1.84
"849","2018-12-11",1.9
"850","2018-12-12",1.82
"851","2018-12-13",1.69
"852","2018-12-14",1.61
"853","2018-12-17",1.5
"854","2018-12-18",1.37
"855","2018-12-19",1.3
"856","2018-12-20",1.33
"857","2018-12-21",1.14
"858","2018-12-24",1.16
"859","2018-12-26",1.06
"860","2018-12-27",1.03
"861","2018-12-28",2.27
"862","2018-12-31",2.65
"863","2019-01-02",2.82
"864","2019-01-03",2.58
"865","2019-01-04",2.59
"866","2019-01-07",2.37
"867","2019-01-08",3.12
"868","2019-01-09",2.83
"869","2019-01-10",2.87
"870","2019-01-11",2.86
"871","2019-01-14",2.61
"872","2019-01-15",2.49
"873","2019-01-16",2.83
"874","2019-01-17",2.71
"875","2019-01-18",2.67
"876","2019-01-22",2.72
"877","2019-01-23",2.74
"878","2019-01-24",3.04
"879","2019-01-25",2.93
"880","2019-01-28",2.81
"881","2019-01-29",2.66
"882","2019-01-30",2.76
"883","2019-01-31",2.87
"884","2019-02-01",2.81
"885","2019-02-04",2.72
"886","2019-02-05",2.74
"887","2019-02-06",2.8
"888","2019-02-07",2.76
"889","2019-02-08",2.63
"890","2019-02-11",2.55
"891","2019-02-12",2.62
"892","2019-02-13",2.53
"893","2019-02-14",2.45
"894","2019-02-15",2.37
"895","2019-02-19",2.39
"896","2019-02-20",2.3
"897","2019-02-21",2.4
"898","2019-02-22",2.39
"899","2019-02-25",2.5
"900","2019-02-26",2.36
"901","2019-02-27",2.38
"902","2019-02-28",2.37
"903","2019-03-01",2.25
"904","2019-03-04",2.25
"905","2019-03-05",2.25
"906","2019-03-06",2.15
"907","2019-03-07",2.18
"908","2019-03-08",2.09
"909","2019-03-11",2.13
"910","2019-03-12",2.18
"911","2019-03-13",2.14
"912","2019-03-14",2.31
"913","2019-03-15",2.3
"914","2019-03-18",2
"915","2019-03-19",1.97
"916","2019-03-20",1.84
"917","2019-03-21",1.72
"918","2019-03-22",1.74
"919","2019-03-25",1.72
"920","2019-03-26",1.7
"921","2019-03-27",1.67
"922","2019-03-28",1.68
"923","2019-03-29",1.71
"924","2019-04-01",1.68
"925","2019-04-02",1.71
"926","2019-04-03",1.68
"927","2019-04-04",1.58
"928","2019-04-05",1.59
"929","2019-04-08",1.55
"930","2019-04-09",1.51
"931","2019-04-10",1.5
"932","2019-04-11",1.46
"933","2019-04-12",1.51
"934","2019-04-15",1.46
"935","2019-04-16",1.34
"936","2019-04-17",1.32
"937","2019-04-18",1.305
"938","2019-04-22",1.33
"939","2019-04-23",1.35
"940","2019-04-24",1.34
"941","2019-04-25",1.325
"942","2019-04-26",1.31
"943","2019-04-29",1.45
"944","2019-04-30",1.5
"945","2019-05-01",1.38
"946","2019-05-02",1.54
"947","2019-05-03",1.54
"948","2019-05-06",1.51
"949","2019-05-07",1.48
"950","2019-05-08",1.46
"951","2019-05-09",1.42
"952","2019-05-10",1.46
"953","2019-05-13",1.36
"954","2019-05-14",1.45
"955","2019-05-15",1.46
"956","2019-05-16",1.65
"957","2019-05-17",1.59
"958","2019-05-20",1.56
"959","2019-05-21",1.61
"960","2019-05-22",1.83
"961","2019-05-23",1.74
"962","2019-05-24",1.72
"963","2019-05-28",1.75
"964","2019-05-29",1.75
"965","2019-05-30",1.82
"966","2019-05-31",1.83
"967","2019-06-03",1.69
"968","2019-06-04",1.7
"969","2019-06-05",1.67
"970","2019-06-06",1.54
"971","2019-06-07",1.4
"972","2019-06-10",1.33
"973","2019-06-11",1.29
"974","2019-06-12",1.47
"975","2019-06-13",1.43
"976","2019-06-14",1.39
"977","2019-06-17",1.44
"978","2019-06-18",1.41
"979","2019-06-19",1.37
"980","2019-06-20",1.35
"981","2019-06-21",1.38
"982","2019-06-24",1.32
"983","2019-06-25",1.35
"984","2019-06-26",1.43
"985","2019-06-27",1.42
"986","2019-06-28",1.43
"987","2019-07-01",1.42
"988","2019-07-02",1.45
"989","2019-07-03",1.42
"990","2019-07-05",1.43
"991","2019-07-08",1.43
"992","2019-07-09",1.38
"993","2019-07-10",1.43
"994","2019-07-11",1.43
"995","2019-07-12",1.37
"996","2019-07-15",1.37
"997","2019-07-16",1.55
"998","2019-07-17",1.49
"999","2019-07-18",1.41
"1000","2019-07-19",1.4
