"","date","DJCO"
"1","2007-01-03",40.599998
"2","2007-01-04",41.580002
"3","2007-01-05",41.580002
"4","2007-01-08",41.580002
"5","2007-01-09",41.580002
"6","2007-01-10",41.580002
"7","2007-01-11",41.580002
"8","2007-01-12",41.580002
"9","2007-01-16",41.580002
"10","2007-01-17",41.580002
"11","2007-01-18",41.580002
"12","2007-01-19",41.580002
"13","2007-01-22",41.580002
"14","2007-01-23",41.580002
"15","2007-01-24",41.5
"16","2007-01-25",41.5
"17","2007-01-26",40.5
"18","2007-01-29",41
"19","2007-01-30",41
"20","2007-01-31",41.25
"21","2007-02-01",41.25
"22","2007-02-02",41.25
"23","2007-02-05",41.25
"24","2007-02-06",41.25
"25","2007-02-07",41.25
"26","2007-02-08",41.25
"27","2007-02-09",41.25
"28","2007-02-12",40.080002
"29","2007-02-13",40.080002
"30","2007-02-14",40.080002
"31","2007-02-15",40.080002
"32","2007-02-16",40.080002
"33","2007-02-20",40.529999
"34","2007-02-21",40.529999
"35","2007-02-22",40.740002
"36","2007-02-23",40.740002
"37","2007-02-26",40.740002
"38","2007-02-27",40.799999
"39","2007-02-28",40.799999
"40","2007-03-01",40.799999
"41","2007-03-02",40.799999
"42","2007-03-05",40.5
"43","2007-03-06",40.5
"44","2007-03-07",40.490002
"45","2007-03-08",40.490002
"46","2007-03-09",40.25
"47","2007-03-12",40.5
"48","2007-03-13",40.5
"49","2007-03-14",40.5
"50","2007-03-15",40.5
"51","2007-03-16",40.5
"52","2007-03-19",40.5
"53","2007-03-20",40.5
"54","2007-03-21",40.759998
"55","2007-03-22",40.900002
"56","2007-03-23",40.900002
"57","2007-03-26",40.900002
"58","2007-03-27",40.900002
"59","2007-03-28",40.060001
"60","2007-03-29",40.060001
"61","2007-03-30",40.060001
"62","2007-04-02",40.060001
"63","2007-04-03",40.360001
"64","2007-04-04",40.360001
"65","2007-04-05",40.369999
"66","2007-04-09",40.369999
"67","2007-04-10",40.369999
"68","2007-04-11",40.369999
"69","2007-04-12",40.049999
"70","2007-04-13",40.049999
"71","2007-04-16",40.049999
"72","2007-04-17",40.049999
"73","2007-04-18",40.049999
"74","2007-04-19",39.040001
"75","2007-04-20",41.84
"76","2007-04-23",41.84
"77","2007-04-24",41.84
"78","2007-04-25",40
"79","2007-04-26",40
"80","2007-04-27",40
"81","2007-04-30",40
"82","2007-05-01",40.759998
"83","2007-05-02",39.75
"84","2007-05-03",39.75
"85","2007-05-04",39.75
"86","2007-05-07",39.75
"87","2007-05-08",39.75
"88","2007-05-09",39.75
"89","2007-05-10",39.75
"90","2007-05-11",39.75
"91","2007-05-14",39.75
"92","2007-05-15",39.75
"93","2007-05-16",39.75
"94","2007-05-17",41.32
"95","2007-05-18",41.32
"96","2007-05-21",40.25
"97","2007-05-22",40.220001
"98","2007-05-23",40.220001
"99","2007-05-24",40.220001
"100","2007-05-25",40.220001
"101","2007-05-29",40.220001
"102","2007-05-30",40.220001
"103","2007-05-31",40.220001
"104","2007-06-01",40.220001
"105","2007-06-04",41.029999
"106","2007-06-05",39.799999
"107","2007-06-06",39.799999
"108","2007-06-07",39.799999
"109","2007-06-08",40.869999
"110","2007-06-11",40.869999
"111","2007-06-12",40.59
"112","2007-06-13",40.59
"113","2007-06-14",40.59
"114","2007-06-15",40.59
"115","2007-06-18",40.59
"116","2007-06-19",40.59
"117","2007-06-20",40.59
"118","2007-06-21",40.59
"119","2007-06-22",40.59
"120","2007-06-25",40.59
"121","2007-06-26",40.59
"122","2007-06-27",40.59
"123","2007-06-28",40.59
"124","2007-06-29",40.59
"125","2007-07-02",40.59
"126","2007-07-03",40.59
"127","2007-07-05",40.59
"128","2007-07-06",40.59
"129","2007-07-09",39.919998
"130","2007-07-10",39.919998
"131","2007-07-11",40.5
"132","2007-07-12",40.540001
"133","2007-07-13",40.540001
"134","2007-07-16",40.540001
"135","2007-07-17",40.240002
"136","2007-07-18",40.240002
"137","2007-07-19",40.240002
"138","2007-07-20",40.240002
"139","2007-07-23",40.240002
"140","2007-07-24",40.240002
"141","2007-07-25",40.240002
"142","2007-07-26",40.240002
"143","2007-07-27",39.59
"144","2007-07-30",39.59
"145","2007-07-31",39.98
"146","2007-08-01",39.98
"147","2007-08-02",39.98
"148","2007-08-03",39.98
"149","2007-08-06",39.98
"150","2007-08-07",39.98
"151","2007-08-08",39.98
"152","2007-08-09",39.98
"153","2007-08-10",39.98
"154","2007-08-13",39.98
"155","2007-08-14",42.75
"156","2007-08-15",42.75
"157","2007-08-16",42.75
"158","2007-08-17",42.759998
"159","2007-08-20",42.810001
"160","2007-08-21",42.810001
"161","2007-08-22",42.810001
"162","2007-08-23",42.810001
"163","2007-08-24",42
"164","2007-08-27",42
"165","2007-08-28",42
"166","2007-08-29",40.220001
"167","2007-08-30",42
"168","2007-08-31",42
"169","2007-09-04",40.139999
"170","2007-09-05",40.139999
"171","2007-09-06",40.139999
"172","2007-09-07",40.139999
"173","2007-09-10",40.139999
"174","2007-09-11",40.139999
"175","2007-09-12",40.139999
"176","2007-09-13",40.139999
"177","2007-09-14",40.139999
"178","2007-09-17",40.139999
"179","2007-09-18",40.139999
"180","2007-09-19",40.139999
"181","2007-09-20",40.139999
"182","2007-09-21",40.139999
"183","2007-09-24",40.139999
"184","2007-09-25",40.139999
"185","2007-09-26",40.139999
"186","2007-09-27",40.139999
"187","2007-09-28",40.139999
"188","2007-10-01",40.139999
"189","2007-10-02",40.139999
"190","2007-10-03",40.139999
"191","2007-10-04",40.139999
"192","2007-10-05",40.139999
"193","2007-10-08",45
"194","2007-10-09",45
"195","2007-10-10",45
"196","2007-10-11",45
"197","2007-10-12",45
"198","2007-10-15",45
"199","2007-10-16",45
"200","2007-10-17",45
"201","2007-10-18",45
"202","2007-10-19",41
"203","2007-10-22",41
"204","2007-10-23",41
"205","2007-10-24",41
"206","2007-10-25",47.98
"207","2007-10-26",47.98
"208","2007-10-29",47.98
"209","2007-10-30",47.98
"210","2007-10-31",47.98
"211","2007-11-01",47.98
"212","2007-11-02",47.98
"213","2007-11-05",47.98
"214","2007-11-06",47.98
"215","2007-11-07",43
"216","2007-11-08",43
"217","2007-11-09",43
"218","2007-11-12",43
"219","2007-11-13",43
"220","2007-11-14",43
"221","2007-11-15",43
"222","2007-11-16",43
"223","2007-11-19",43
"224","2007-11-20",43.02
"225","2007-11-21",43.02
"226","2007-11-23",43.02
"227","2007-11-26",43.02
"228","2007-11-27",43.02
"229","2007-11-28",43.02
"230","2007-11-29",43.02
"231","2007-11-30",43.02
"232","2007-12-03",43.02
"233","2007-12-04",41.59
"234","2007-12-05",41.59
"235","2007-12-06",41.59
"236","2007-12-07",41.59
"237","2007-12-10",41.59
"238","2007-12-11",41.59
"239","2007-12-12",41.59
"240","2007-12-13",41.5
"241","2007-12-14",41.5
"242","2007-12-17",41.5
"243","2007-12-18",41.25
"244","2007-12-19",41.25
