"","date","ODC"
"1","2007-01-03",16.73
"2","2007-01-04",16.25
"3","2007-01-05",16.209999
"4","2007-01-08",16.1
"5","2007-01-09",16.1
"6","2007-01-10",16.34
"7","2007-01-11",16.35
"8","2007-01-12",16.49
"9","2007-01-16",16.49
"10","2007-01-17",16.01
"11","2007-01-18",16.040001
"12","2007-01-19",16.15
"13","2007-01-22",16
"14","2007-01-23",16.1
"15","2007-01-24",16.049999
"16","2007-01-25",16.129999
"17","2007-01-26",16.23
"18","2007-01-29",15.46
"19","2007-01-30",15.9
"20","2007-01-31",16.360001
"21","2007-02-01",16.530001
"22","2007-02-02",16.43
"23","2007-02-05",16.219999
"24","2007-02-06",16.639999
"25","2007-02-07",16.5
"26","2007-02-08",16.49
"27","2007-02-09",16.49
"28","2007-02-12",16.42
"29","2007-02-13",16.27
"30","2007-02-14",16.32
"31","2007-02-15",16.33
"32","2007-02-16",16.35
"33","2007-02-20",16.66
"34","2007-02-21",16.85
"35","2007-02-22",16.92
"36","2007-02-23",16.719999
"37","2007-02-26",18.059999
"38","2007-02-27",17.66
"39","2007-02-28",17.709999
"40","2007-03-01",17.440001
"41","2007-03-02",17.549999
"42","2007-03-05",17.639999
"43","2007-03-06",17.790001
"44","2007-03-07",17.74
"45","2007-03-08",17.9
"46","2007-03-09",17.99
"47","2007-03-12",17.790001
"48","2007-03-13",17.99
"49","2007-03-14",17.98
"50","2007-03-15",18.129999
"51","2007-03-16",17.889999
"52","2007-03-19",17.639999
"53","2007-03-20",17.299999
"54","2007-03-21",16.17
"55","2007-03-22",16.66
"56","2007-03-23",16.59
"57","2007-03-26",16.200001
"58","2007-03-27",16.26
"59","2007-03-28",16.280001
"60","2007-03-29",15.88
"61","2007-03-30",16.700001
"62","2007-04-02",18.110001
"63","2007-04-03",17.870001
"64","2007-04-04",18.23
"65","2007-04-05",18.15
"66","2007-04-09",18.139999
"67","2007-04-10",18.139999
"68","2007-04-11",17.719999
"69","2007-04-12",17.98
"70","2007-04-13",17.700001
"71","2007-04-16",18.08
"72","2007-04-17",18.32
"73","2007-04-18",18.370001
"74","2007-04-19",18.360001
"75","2007-04-20",18
"76","2007-04-23",18.139999
"77","2007-04-24",18.209999
"78","2007-04-25",18.450001
"79","2007-04-26",18.4
"80","2007-04-27",18.549999
"81","2007-04-30",18.26
"82","2007-05-01",18.299999
"83","2007-05-02",18.139999
"84","2007-05-03",18.18
"85","2007-05-04",18.18
"86","2007-05-07",18.190001
"87","2007-05-08",18.190001
"88","2007-05-09",18.209999
"89","2007-05-10",17.99
"90","2007-05-11",17.99
"91","2007-05-14",17.98
"92","2007-05-15",18.08
"93","2007-05-16",18
"94","2007-05-17",17.860001
"95","2007-05-18",17.540001
"96","2007-05-21",16.9
"97","2007-05-22",16.91
"98","2007-05-23",16.51
"99","2007-05-24",16.42
"100","2007-05-25",16.719999
"101","2007-05-29",16.799999
"102","2007-05-30",16.700001
"103","2007-05-31",17.24
"104","2007-06-01",17.030001
"105","2007-06-04",18.200001
"106","2007-06-05",17.9
"107","2007-06-06",17.709999
"108","2007-06-07",17.719999
"109","2007-06-08",17.5
"110","2007-06-11",16.99
"111","2007-06-12",17.440001
"112","2007-06-13",17.15
"113","2007-06-14",17.1
"114","2007-06-15",17
"115","2007-06-18",17.200001
"116","2007-06-19",17.290001
"117","2007-06-20",17.200001
"118","2007-06-21",17.299999
"119","2007-06-22",17.5
"120","2007-06-25",17.200001
"121","2007-06-26",17.540001
"122","2007-06-27",17.52
"123","2007-06-28",17.440001
"124","2007-06-29",17.549999
"125","2007-07-02",17.59
"126","2007-07-03",17.59
"127","2007-07-05",17.4
"128","2007-07-06",17.5
"129","2007-07-09",17.709999
"130","2007-07-10",17.73
"131","2007-07-11",17.639999
"132","2007-07-12",17.75
"133","2007-07-13",17.74
"134","2007-07-16",17.74
"135","2007-07-17",17.68
"136","2007-07-18",17.780001
"137","2007-07-19",17.549999
"138","2007-07-20",17.950001
"139","2007-07-23",17.99
"140","2007-07-24",18.049999
"141","2007-07-25",18.02
"142","2007-07-26",17.879999
"143","2007-07-27",17.610001
"144","2007-07-30",16.84
"145","2007-07-31",16.68
"146","2007-08-01",16.549999
"147","2007-08-02",16.68
"148","2007-08-03",17.25
"149","2007-08-06",17.139999
"150","2007-08-07",16.98
"151","2007-08-08",17.26
"152","2007-08-09",16.76
"153","2007-08-10",16.77
"154","2007-08-13",16.799999
"155","2007-08-14",16.790001
"156","2007-08-15",16.83
"157","2007-08-16",16.629999
"158","2007-08-17",16.66
"159","2007-08-20",16.58
"160","2007-08-21",16.700001
"161","2007-08-22",16.9
"162","2007-08-23",16.9
"163","2007-08-24",16.9
"164","2007-08-27",16.93
"165","2007-08-28",16.98
"166","2007-08-29",17.1
"167","2007-08-30",17
"168","2007-08-31",17.35
"169","2007-09-04",16.870001
"170","2007-09-05",16.4
"171","2007-09-06",15.8
"172","2007-09-07",15.75
"173","2007-09-10",15.88
"174","2007-09-11",15.86
"175","2007-09-12",15.65
"176","2007-09-13",16.24
"177","2007-09-14",16.85
"178","2007-09-17",16.950001
"179","2007-09-18",17.209999
"180","2007-09-19",17.34
"181","2007-09-20",17.049999
"182","2007-09-21",17.190001
"183","2007-09-24",17.4
"184","2007-09-25",17.26
"185","2007-09-26",18.139999
"186","2007-09-27",18.190001
"187","2007-09-28",18.4
"188","2007-10-01",18.299999
"189","2007-10-02",18.290001
"190","2007-10-03",18.74
"191","2007-10-04",18.9
"192","2007-10-05",19.02
"193","2007-10-08",19.18
"194","2007-10-09",19.15
"195","2007-10-10",19.16
"196","2007-10-11",18.879999
"197","2007-10-12",19.209999
"198","2007-10-15",18.98
"199","2007-10-16",19.5
"200","2007-10-17",19.16
"201","2007-10-18",18.969999
"202","2007-10-19",19.59
"203","2007-10-22",20.16
"204","2007-10-23",20.129999
"205","2007-10-24",19.83
"206","2007-10-25",19.790001
"207","2007-10-26",19.52
"208","2007-10-29",19.620001
"209","2007-10-30",19.75
"210","2007-10-31",19.59
"211","2007-11-01",19.950001
"212","2007-11-02",20.040001
"213","2007-11-05",19.690001
"214","2007-11-06",20
"215","2007-11-07",19.93
"216","2007-11-08",20.08
"217","2007-11-09",20
"218","2007-11-12",19.9
"219","2007-11-13",20.26
"220","2007-11-14",20.389999
"221","2007-11-15",20.780001
"222","2007-11-16",21.209999
"223","2007-11-19",22.08
"224","2007-11-20",21
"225","2007-11-21",20.299999
"226","2007-11-23",19.24
"227","2007-11-26",19.51
"228","2007-11-27",20.139999
"229","2007-11-28",20.200001
"230","2007-11-29",21.299999
"231","2007-11-30",21.67
"232","2007-12-03",21.65
"233","2007-12-04",21.6
"234","2007-12-05",21.530001
"235","2007-12-06",21.889999
"236","2007-12-07",22.450001
"237","2007-12-10",22.950001
"238","2007-12-11",22.25
"239","2007-12-12",21.41
"240","2007-12-13",21.6
"241","2007-12-14",21.549999
"242","2007-12-17",21.469999
"243","2007-12-18",21.5
"244","2007-12-19",21.719999
"245","2007-12-20",21.799999
"246","2007-12-21",21.6
"247","2007-12-24",21.6
"248","2007-12-26",21.709999
"249","2007-12-27",21.84
"250","2007-12-28",21.969999
"251","2007-12-31",21.940001
"252","2008-01-02",21.540001
"253","2008-01-03",21.450001
"254","2008-01-04",21.34
"255","2008-01-07",21.25
"256","2008-01-08",21.4
"257","2008-01-09",21.370001
"258","2008-01-10",21.299999
"259","2008-01-11",21.280001
"260","2008-01-14",21.35
"261","2008-01-15",21.440001
"262","2008-01-16",21.450001
"263","2008-01-17",21.379999
"264","2008-01-18",21.1
"265","2008-01-22",20.68
"266","2008-01-23",20.58
"267","2008-01-24",20.83
"268","2008-01-25",20.75
"269","2008-01-28",19.809999
"270","2008-01-29",19.950001
"271","2008-01-30",19.92
"272","2008-01-31",20.049999
"273","2008-02-01",19.200001
"274","2008-02-04",18.43
"275","2008-02-05",17.889999
"276","2008-02-06",18.360001
"277","2008-02-07",17.92
"278","2008-02-08",18.059999
"279","2008-02-11",18.25
"280","2008-02-12",18.959999
"281","2008-02-13",19.18
"282","2008-02-14",20.07
"283","2008-02-15",19.98
"284","2008-02-19",19.74
"285","2008-02-20",19.870001
"286","2008-02-21",19.389999
"287","2008-02-22",19.27
"288","2008-02-25",19.790001
"289","2008-02-26",19.969999
"290","2008-02-27",19.84
"291","2008-02-28",19.620001
"292","2008-02-29",19.35
"293","2008-03-03",19.450001
"294","2008-03-04",19.16
"295","2008-03-05",19.18
"296","2008-03-06",19.200001
"297","2008-03-07",18.540001
"298","2008-03-10",17.809999
"299","2008-03-11",17.91
"300","2008-03-12",17.92
"301","2008-03-13",17.93
"302","2008-03-14",17.639999
"303","2008-03-17",17.549999
"304","2008-03-18",17.6
"305","2008-03-19",17.370001
"306","2008-03-20",17.49
"307","2008-03-24",17.5
"308","2008-03-25",18.030001
"309","2008-03-26",18.030001
"310","2008-03-27",18.01
"311","2008-03-28",18.030001
"312","2008-03-31",17.889999
"313","2008-04-01",17.940001
"314","2008-04-02",17.82
"315","2008-04-03",17.57
"316","2008-04-04",17.25
"317","2008-04-07",17.200001
"318","2008-04-08",17.379999
"319","2008-04-09",17.620001
"320","2008-04-10",17.469999
"321","2008-04-11",17.25
"322","2008-04-14",17.18
"323","2008-04-15",17.280001
"324","2008-04-16",17.299999
"325","2008-04-17",17.25
"326","2008-04-18",17.209999
"327","2008-04-21",17.26
"328","2008-04-22",17.280001
"329","2008-04-23",17.25
"330","2008-04-24",17.299999
"331","2008-04-25",17.32
"332","2008-04-28",17.290001
"333","2008-04-29",17.35
"334","2008-04-30",17.6
"335","2008-05-01",17.559999
"336","2008-05-02",17.190001
"337","2008-05-05",16.93
"338","2008-05-06",16.68
"339","2008-05-07",16.209999
"340","2008-05-08",15.36
"341","2008-05-09",16.139999
"342","2008-05-12",16.16
"343","2008-05-13",16.23
"344","2008-05-14",16.190001
"345","2008-05-15",16.41
"346","2008-05-16",16.35
"347","2008-05-19",16.26
"348","2008-05-20",16.559999
"349","2008-05-21",16.41
"350","2008-05-22",16.530001
"351","2008-05-23",16.42
"352","2008-05-27",16.58
"353","2008-05-28",16.59
"354","2008-05-29",16.48
"355","2008-05-30",17.15
"356","2008-06-02",17.690001
"357","2008-06-03",17.629999
"358","2008-06-04",17.1
"359","2008-06-05",16.68
"360","2008-06-06",17.93
"361","2008-06-09",18.85
"362","2008-06-10",19.110001
"363","2008-06-11",18.709999
"364","2008-06-12",18.68
"365","2008-06-13",19.809999
"366","2008-06-16",20.450001
"367","2008-06-17",19.65
"368","2008-06-18",18.780001
"369","2008-06-19",18.76
"370","2008-06-20",18.049999
"371","2008-06-23",18.34
"372","2008-06-24",17.889999
"373","2008-06-25",17.75
"374","2008-06-26",17.120001
"375","2008-06-27",17.6
"376","2008-06-30",17.950001
"377","2008-07-01",17.77
"378","2008-07-02",17.799999
"379","2008-07-03",17.48
"380","2008-07-07",17.43
"381","2008-07-08",17.32
"382","2008-07-09",17.280001
"383","2008-07-10",17.34
"384","2008-07-11",17.34
"385","2008-07-14",17.639999
"386","2008-07-15",17.17
"387","2008-07-16",16.959999
"388","2008-07-17",16.91
"389","2008-07-18",16.91
"390","2008-07-21",16.950001
"391","2008-07-22",16.549999
"392","2008-07-23",16.700001
"393","2008-07-24",16.299999
"394","2008-07-25",16.440001
"395","2008-07-28",16.74
"396","2008-07-29",16.59
"397","2008-07-30",16.9
"398","2008-07-31",17.219999
"399","2008-08-01",17
"400","2008-08-04",17.15
"401","2008-08-05",17.02
"402","2008-08-06",17.190001
"403","2008-08-07",17.200001
"404","2008-08-08",17.440001
"405","2008-08-11",17.73
"406","2008-08-12",17.57
"407","2008-08-13",17.610001
"408","2008-08-14",17.709999
"409","2008-08-15",17.860001
"410","2008-08-18",17.75
"411","2008-08-19",17.799999
"412","2008-08-20",17.65
"413","2008-08-21",17.799999
"414","2008-08-22",17.709999
"415","2008-08-25",17.77
"416","2008-08-26",17.92
"417","2008-08-27",17.450001
"418","2008-08-28",17.99
"419","2008-08-29",18.4
"420","2008-09-02",17.99
"421","2008-09-03",17.93
"422","2008-09-04",17.4
"423","2008-09-05",17.299999
"424","2008-09-08",17.139999
"425","2008-09-09",16.959999
"426","2008-09-10",16.84
"427","2008-09-11",16.65
"428","2008-09-12",16.5
"429","2008-09-15",16.639999
"430","2008-09-16",16.139999
"431","2008-09-17",16.1
"432","2008-09-18",16.25
"433","2008-09-19",16.02
"434","2008-09-22",16.32
"435","2008-09-23",16.379999
"436","2008-09-24",16.43
"437","2008-09-25",16.42
"438","2008-09-26",16.27
"439","2008-09-29",16.35
"440","2008-09-30",16.92
"441","2008-10-01",16.5
"442","2008-10-02",15.98
"443","2008-10-03",15.93
"444","2008-10-06",14.9
"445","2008-10-07",14.94
"446","2008-10-08",14.9
"447","2008-10-09",12.79
"448","2008-10-10",11.62
"449","2008-10-13",13.01
"450","2008-10-14",12.73
"451","2008-10-15",13.76
"452","2008-10-16",15.25
"453","2008-10-17",15.25
"454","2008-10-20",17
"455","2008-10-21",16.879999
"456","2008-10-22",16.379999
"457","2008-10-23",15.63
"458","2008-10-24",16.25
"459","2008-10-27",15.96
"460","2008-10-28",16.299999
"461","2008-10-29",16.58
"462","2008-10-30",17
"463","2008-10-31",16.549999
"464","2008-11-03",16.280001
"465","2008-11-04",16.129999
"466","2008-11-05",15.67
"467","2008-11-06",16.25
"468","2008-11-07",16
"469","2008-11-10",17.469999
"470","2008-11-11",17.379999
"471","2008-11-12",17
"472","2008-11-13",17.4
"473","2008-11-14",17.66
"474","2008-11-17",17.950001
"475","2008-11-18",17.74
"476","2008-11-19",17.799999
"477","2008-11-20",17.809999
"478","2008-11-21",17.52
"479","2008-11-24",17.32
"480","2008-11-25",17.76
"481","2008-11-26",17.700001
"482","2008-11-28",18.959999
"483","2008-12-01",18.360001
"484","2008-12-02",18.33
"485","2008-12-03",17.67
"486","2008-12-04",16.889999
"487","2008-12-05",16.950001
"488","2008-12-08",17.52
"489","2008-12-09",16.889999
