"","date","PFIN"
"84","2007-05-03",12.63
"85","2007-05-04",12.99
"86","2007-05-07",13.1
"87","2007-05-08",13.33
"88","2007-05-09",13.34
"89","2007-05-10",13.2
"90","2007-05-11",13
"91","2007-05-14",12.55
"92","2007-05-15",12
"93","2007-05-16",10.9
"94","2007-05-17",10.34
"95","2007-05-18",10.22
"96","2007-05-21",10.22
"97","2007-05-22",10.68
"98","2007-05-23",11.56
"99","2007-05-24",11.53
"100","2007-05-25",11.51
"101","2007-05-29",11.22
"102","2007-05-30",10.81
"103","2007-05-31",10.81
"104","2007-06-01",10.71
"105","2007-06-04",10.86
"106","2007-06-05",11.33
"107","2007-06-06",11.43
"108","2007-06-07",11.42
"109","2007-06-08",11.67
"110","2007-06-11",11.47
"111","2007-06-12",11.52
"112","2007-06-13",11.37
"113","2007-06-14",11.2
"114","2007-06-15",11.2
"115","2007-06-18",11.2
"116","2007-06-19",11.45
"117","2007-06-20",11.38
"118","2007-06-21",11.45
"119","2007-06-22",11.16
"120","2007-06-25",10.9
"121","2007-06-26",10.92
"122","2007-06-27",11.68
"123","2007-06-28",11.22
"124","2007-06-29",11.27
"125","2007-07-02",11.25
"126","2007-07-03",11.21
"127","2007-07-05",11.2
"128","2007-07-06",11.22
"129","2007-07-09",10.99
"130","2007-07-10",11
"131","2007-07-11",11.16
"132","2007-07-12",11.15
"133","2007-07-13",11.15
"134","2007-07-16",11.13
"135","2007-07-17",11.35
"136","2007-07-18",11.4
"137","2007-07-19",11.4
"138","2007-07-20",11.6
"139","2007-07-23",11.5
"140","2007-07-24",11.6
"141","2007-07-25",11.62
"142","2007-07-26",11.52
"143","2007-07-27",11.54
"144","2007-07-30",11.51
"145","2007-07-31",11.6
"146","2007-08-01",11.38
"147","2007-08-02",11.5
"148","2007-08-03",11.5
"149","2007-08-06",11
"150","2007-08-07",11.05
"151","2007-08-08",11
"152","2007-08-09",10.46
"153","2007-08-10",10.56
"154","2007-08-13",11.1
"155","2007-08-14",11.1
"156","2007-08-15",10.7
"157","2007-08-16",9.82
"158","2007-08-17",11.24
"159","2007-08-20",11.39
"160","2007-08-21",11.6
"161","2007-08-22",11.4
"162","2007-08-23",11.4
"163","2007-08-24",11.27
"164","2007-08-27",11.37
"165","2007-08-28",11.5
"166","2007-08-29",11.33
"167","2007-08-30",11.35
"168","2007-08-31",11.3
"169","2007-09-04",11.41
"170","2007-09-05",11.35
"171","2007-09-06",11.38
"172","2007-09-07",11.35
"173","2007-09-10",11.34
"174","2007-09-11",11.34
"175","2007-09-12",11.48
"176","2007-09-13",11.5
"177","2007-09-14",11.5
"178","2007-09-17",11.4
"179","2007-09-18",11.5
"180","2007-09-19",11.45
"181","2007-09-20",11.5
"182","2007-09-21",11.55
"183","2007-09-24",11.68
"184","2007-09-25",11.54
"185","2007-09-26",11.61
"186","2007-09-27",11.41
"187","2007-09-28",11.47
"188","2007-10-01",11.6
"189","2007-10-02",11.68
"190","2007-10-03",11.67
"191","2007-10-04",11.56
"192","2007-10-05",11.45
"193","2007-10-08",11.45
"194","2007-10-09",11.66
"195","2007-10-10",11.7
"196","2007-10-11",11.7
"197","2007-10-12",11.7
"198","2007-10-15",11.45
"199","2007-10-16",11.69
"200","2007-10-17",11.69
"201","2007-10-18",11.68
"202","2007-10-19",11.67
"203","2007-10-22",11.68
"204","2007-10-23",11.69
"205","2007-10-24",11.61
"206","2007-10-25",11.63
"207","2007-10-26",11.5
"208","2007-10-29",11.5
"209","2007-10-30",11.65
"210","2007-10-31",11.56
"211","2007-11-01",11.7
"212","2007-11-02",11.38
"213","2007-11-05",11.6
"214","2007-11-06",11.27
"215","2007-11-07",11.12
"216","2007-11-08",9.35
"217","2007-11-09",9.2
"218","2007-11-12",9.2
"219","2007-11-13",9.2
"220","2007-11-14",9.21
"221","2007-11-15",9.02
"222","2007-11-16",8.2
"223","2007-11-19",7.46
"224","2007-11-20",7.07
"225","2007-11-21",6.88
"226","2007-11-23",7.2
"227","2007-11-26",7.69
"228","2007-11-27",7.06
"229","2007-11-28",7.02
"230","2007-11-29",7
"231","2007-11-30",7.15
"232","2007-12-03",6.9
"233","2007-12-04",6.89
"234","2007-12-05",6.5
"235","2007-12-06",6.6
"236","2007-12-07",6.36
"237","2007-12-10",6.3
"238","2007-12-11",6.3
"239","2007-12-12",6.45
"240","2007-12-13",6.2
"241","2007-12-14",6.1
"242","2007-12-17",6.38
"243","2007-12-18",6.2
"244","2007-12-19",6.1
"245","2007-12-20",5.65
"246","2007-12-21",5.27
"247","2007-12-24",5.6
"248","2007-12-26",5.4
"249","2007-12-27",5.39
"250","2007-12-28",5.31
"251","2007-12-31",5.93
"252","2008-01-02",5.43
"253","2008-01-03",6.45
"254","2008-01-04",6
"255","2008-01-07",5.39
"256","2008-01-08",5.5
"257","2008-01-09",5.5
"258","2008-01-10",5.6
"259","2008-01-11",6.34
"260","2008-01-14",6.5
"261","2008-01-15",6.6
"262","2008-01-16",6.3
"263","2008-01-17",6.23
"264","2008-01-18",6.6
"265","2008-01-22",6.68
"266","2008-01-23",7
"267","2008-01-24",7
"268","2008-01-25",6.95
"269","2008-01-28",7.26
"270","2008-01-29",7
"271","2008-01-30",6.9
"272","2008-01-31",6.95
"273","2008-02-01",6.78
"274","2008-02-04",6.5
"275","2008-02-05",6.9
"276","2008-02-06",6.42
"277","2008-02-07",6.96
"278","2008-02-08",6.75
"279","2008-02-11",7.17
"280","2008-02-12",7.14
"281","2008-02-13",7.15
"282","2008-02-14",6.45
"283","2008-02-15",7.09
"284","2008-02-19",7.15
"285","2008-02-20",7.15
"286","2008-02-21",7
"287","2008-02-22",6.85
"288","2008-02-25",6.89
"289","2008-02-26",6.89
"290","2008-02-27",7.03
"291","2008-02-28",7
"292","2008-02-29",6.8
"293","2008-03-03",6.74
"294","2008-03-04",7.09
"295","2008-03-05",7.09
"296","2008-03-06",7.09
"297","2008-03-07",7.09
"298","2008-03-10",6.6
"299","2008-03-11",6.8
"300","2008-03-12",6.86
"301","2008-03-13",6.72
"302","2008-03-14",7
"303","2008-03-17",6.95
"304","2008-03-18",6.98
"305","2008-03-19",6.32
"306","2008-03-20",6.15
"307","2008-03-24",6.15
"308","2008-03-25",6.83
"309","2008-03-26",6.9
"310","2008-03-27",5.76
"311","2008-03-28",6.36
"312","2008-03-31",6.4
"313","2008-04-01",6.05
"314","2008-04-02",6.05
"315","2008-04-03",5.3
"316","2008-04-04",5.45
"317","2008-04-07",5.73
"318","2008-04-08",5.24
"319","2008-04-09",5.23
"320","2008-04-10",5.23
"321","2008-04-11",5.23
"322","2008-04-14",5.18
"323","2008-04-15",5.18
"324","2008-04-16",5.14
"325","2008-04-17",5.1
"326","2008-04-18",5.1
"327","2008-04-21",5.16
"328","2008-04-22",5.2
"329","2008-04-23",3.95
"330","2008-04-24",4.51
"331","2008-04-25",4.63
"332","2008-04-28",4.24
"333","2008-04-29",4.24
"334","2008-04-30",4.25
"335","2008-05-01",4.25
"336","2008-05-02",4.22
"337","2008-05-05",4.32
"338","2008-05-06",4.07
"339","2008-05-07",4.09
"340","2008-05-08",4.5
"341","2008-05-09",4.5
"342","2008-05-12",4.42
"343","2008-05-13",4.25
"344","2008-05-14",4.36
"345","2008-05-15",4.36
"346","2008-05-16",4.4
"347","2008-05-19",4.9
"348","2008-05-20",4.45
"349","2008-05-21",4.45
"350","2008-05-22",4.45
"351","2008-05-23",4.3
"352","2008-05-27",4.1
"353","2008-05-28",4.1
"354","2008-05-29",4.1
"355","2008-05-30",4.49
"356","2008-06-02",4.48
"357","2008-06-03",4.46
"358","2008-06-04",4.46
"359","2008-06-05",4.18
"360","2008-06-06",4.45
"361","2008-06-09",4.18
"362","2008-06-10",4.69
"363","2008-06-11",4.56
"364","2008-06-12",4.65
"365","2008-06-13",4.51
"366","2008-06-16",4.51
"367","2008-06-17",4.5
"368","2008-06-18",4.5
"369","2008-06-19",4.5
"370","2008-06-20",4.5
"371","2008-06-23",4.16
"372","2008-06-24",4.6
"373","2008-06-25",4.1
"374","2008-06-26",4.69
"375","2008-06-27",4.1
"376","2008-06-30",4.1
"377","2008-07-01",4.16
"378","2008-07-02",4.02
"379","2008-07-03",4
"380","2008-07-07",3.77
"381","2008-07-08",3.56
"382","2008-07-09",3.63
"383","2008-07-10",3.63
"384","2008-07-11",3.53
"385","2008-07-14",3.3
"386","2008-07-15",3.13
"387","2008-07-16",3.13
"388","2008-07-17",3.13
"389","2008-07-18",3.13
"390","2008-07-21",3.01
"391","2008-07-22",3.01
"392","2008-07-23",3.15
"393","2008-07-24",3.11
"394","2008-07-25",3.11
"395","2008-07-28",3.11
"396","2008-07-29",3.08
"397","2008-07-30",3.02
"398","2008-07-31",3.02
"399","2008-08-01",3.02
"400","2008-08-04",2.63
"401","2008-08-05",2.41
"402","2008-08-06",2.45
"403","2008-08-07",2.45
"404","2008-08-08",2.07
"405","2008-08-11",2.4
"406","2008-08-12",2.54
"407","2008-08-13",2.77
"408","2008-08-14",2.5
"409","2008-08-15",2.51
"410","2008-08-18",2.55
"411","2008-08-19",2.54
"412","2008-08-20",2.54
"413","2008-08-21",2.58
"414","2008-08-22",2.48
"415","2008-08-25",2.42
"416","2008-08-26",2.5
"417","2008-08-27",2.5
"418","2008-08-28",2.5
"419","2008-08-29",2.44
"420","2008-09-02",2.44
"421","2008-09-03",2.7
"422","2008-09-04",2.7
"423","2008-09-05",2.63
"424","2008-09-08",2.5
"425","2008-09-09",2.52
"426","2008-09-10",2.52
"427","2008-09-11",2.52
"428","2008-09-12",2.6
"429","2008-09-15",2.63
"430","2008-09-16",2.63
"431","2008-09-17",2.4
"432","2008-09-18",2.4
"433","2008-09-19",2.4
"434","2008-09-22",2.65
"435","2008-09-23",2.65
"436","2008-09-24",2.65
"437","2008-09-25",2.65
"438","2008-09-26",2.43
"439","2008-09-29",2.06
"440","2008-09-30",2.25
"441","2008-10-01",2.11
"442","2008-10-02",2.4
"443","2008-10-03",2.25
"444","2008-10-06",2.05
"445","2008-10-07",2.03
"446","2008-10-08",2.03
"447","2008-10-09",2.05
"448","2008-10-10",1.52
"449","2008-10-13",1.88
"450","2008-10-14",2.58
"451","2008-10-15",1.92
"452","2008-10-16",1.92
"453","2008-10-17",1.81
"454","2008-10-20",1.81
"455","2008-10-21",1.81
"456","2008-10-22",1.91
"457","2008-10-23",1.8
"458","2008-10-24",1.8
"459","2008-10-27",1.57
"460","2008-10-28",1.5
"461","2008-10-29",1.5
"462","2008-10-30",1.29
"463","2008-10-31",1.38
"464","2008-11-03",1.38
"465","2008-11-04",1.5
"466","2008-11-05",1.95
"467","2008-11-06",1.98
"468","2008-11-07",1.61
"469","2008-11-10",1.61
"470","2008-11-11",1.61
"471","2008-11-12",1.65
"472","2008-11-13",1.61
"473","2008-11-14",1.55
"474","2008-11-17",1.2
"475","2008-11-18",1.25
"476","2008-11-19",1
"477","2008-11-20",0.85
"478","2008-11-21",0.85
"479","2008-11-24",0.85
"480","2008-11-25",0.85
"481","2008-11-26",0.9
"482","2008-11-28",0.95
"483","2008-12-01",0.9
"484","2008-12-02",0.85
"485","2008-12-03",0.85
"486","2008-12-04",1.94
"487","2008-12-05",1.51
"488","2008-12-08",1.18
"489","2008-12-09",1.2
"490","2008-12-10",1.05
"491","2008-12-11",1.06
"492","2008-12-12",1.02
"493","2008-12-15",1.02
"494","2008-12-16",0.93
"495","2008-12-17",1.2
"496","2008-12-18",1.81
"497","2008-12-19",1.1
"498","2008-12-22",1.11
"499","2008-12-23",1.1
"500","2008-12-24",1.16
"501","2008-12-26",1.16
"502","2008-12-29",1.15
"503","2008-12-30",1.1
"504","2008-12-31",1.2
"505","2009-01-02",1.4
"506","2009-01-05",1.07
"507","2009-01-06",1.3
"508","2009-01-07",1.37
"509","2009-01-08",1.18
"510","2009-01-09",1.18
"511","2009-01-12",1.3
"512","2009-01-13",1.3
"513","2009-01-14",1.3
"514","2009-01-15",1.3
"515","2009-01-16",1.3
"516","2009-01-20",1.32
"517","2009-01-21",1.3
"518","2009-01-22",1.3
"519","2009-01-23",1.22
"520","2009-01-26",1.22
"521","2009-01-27",1.2
"522","2009-01-28",1.2
"523","2009-01-29",1.16
"524","2009-01-30",1.3
"525","2009-02-02",1.15
"526","2009-02-03",1.15
"527","2009-02-04",1.15
"528","2009-02-05",1.25
"529","2009-02-06",1.15
"530","2009-02-09",1.15
"531","2009-02-10",1.15
"532","2009-02-11",1.13
"533","2009-02-12",1.15
"534","2009-02-13",1.05
"535","2009-02-17",1.07
"536","2009-02-18",1.07
"537","2009-02-19",1.07
"538","2009-02-20",1.1
"539","2009-02-23",1.02
"540","2009-02-24",1.03
"541","2009-02-25",1.03
"542","2009-02-26",1
"543","2009-02-27",1.05
"544","2009-03-02",0.91
"545","2009-03-03",0.99
"546","2009-03-04",1
"547","2009-03-05",1
"548","2009-03-06",1
"549","2009-03-09",0.99
"550","2009-03-10",0.8
"551","2009-03-11",0.85
"552","2009-03-12",0.87
"553","2009-03-13",0.92
"554","2009-03-16",0.81
"555","2009-03-17",0.8
"556","2009-03-18",0.8
"557","2009-03-19",0.81
"558","2009-03-20",0.8
"559","2009-03-23",0.9
"560","2009-03-24",0.71
"561","2009-03-25",1.09
"562","2009-03-26",1.02
"563","2009-03-27",1.08
"564","2009-03-30",1.08
"565","2009-03-31",1.04
"566","2009-04-01",1.05
"567","2009-04-02",1.08
"568","2009-04-03",1.08
"569","2009-04-06",0.96
"570","2009-04-07",0.96
"571","2009-04-08",0.96
"572","2009-04-09",0.95
"573","2009-04-13",0.95
"574","2009-04-14",1
"575","2009-04-15",1
"576","2009-04-16",0.95
"577","2009-04-17",0.95
"578","2009-04-20",1.2
"579","2009-04-21",1.25
"580","2009-04-22",1.24
"581","2009-04-23",1.4
"582","2009-04-24",1.25
"583","2009-04-27",1.25
"584","2009-04-28",1.1
"585","2009-04-29",1.06
"586","2009-04-30",1.05
"587","2009-05-01",1.01
"588","2009-05-04",1.23
"589","2009-05-05",1.4
"590","2009-05-06",1.4
"591","2009-05-07",1.4
"592","2009-05-08",1.4
"593","2009-05-11",1.44
"594","2009-05-12",1.4
"595","2009-05-13",1.4
"596","2009-05-14",1.4
"597","2009-05-15",1.4
"598","2009-05-18",1.4
"599","2009-05-19",1.4
"600","2009-05-20",1.4
"601","2009-05-21",1.4
"602","2009-05-22",1.4
"603","2009-05-26",1.4
"604","2009-05-27",1.45
"605","2009-05-28",1.4
"606","2009-05-29",1.29
"607","2009-06-01",1.33
"608","2009-06-02",1.2
"609","2009-06-03",1.19
"610","2009-06-04",1.1
"611","2009-06-05",1.19
"612","2009-06-08",1.15
"613","2009-06-09",1.15
"614","2009-06-10",1.2
"615","2009-06-11",2.21
"616","2009-06-12",1.77
"617","2009-06-15",1.84
"618","2009-06-16",1.62
"619","2009-06-17",1.6
"620","2009-06-18",1.7
"621","2009-06-19",2.14
"622","2009-06-22",1.85
"623","2009-06-23",1.95
"624","2009-06-24",2
"625","2009-06-25",1.88
"626","2009-06-26",1.83
"627","2009-06-29",1.98
"628","2009-06-30",1.9
"629","2009-07-01",1.81
"630","2009-07-02",1.88
"631","2009-07-06",1.86
"632","2009-07-07",1.75
"633","2009-07-08",1.75
"634","2009-07-09",1.75
"635","2009-07-10",1.75
"636","2009-07-13",1.61
"637","2009-07-14",1.7
"638","2009-07-15",1.64
"639","2009-07-16",1.47
"640","2009-07-17",1.44
"641","2009-07-20",1.58
"642","2009-07-21",1.73
"643","2009-07-22",1.68
"644","2009-07-23",1.65
"645","2009-07-24",1.66
"646","2009-07-27",1.61
"647","2009-07-28",1.7
"648","2009-07-29",1.67
"649","2009-07-30",1.66
"650","2009-07-31",1.64
"651","2009-08-03",1.82
"652","2009-08-04",1.8
"653","2009-08-05",1.8
"654","2009-08-06",1.85
"655","2009-08-07",1.84
"656","2009-08-10",1.9
"657","2009-08-11",1.85
"658","2009-08-12",1.83
"659","2009-08-13",1.52
"660","2009-08-14",1.58
"661","2009-08-17",1.48
"662","2009-08-18",1.6
"663","2009-08-19",1.6
"664","2009-08-20",1.72
"665","2009-08-21",1.8
"666","2009-08-24",1.65
"667","2009-08-25",1.7
"668","2009-08-26",1.72
"669","2009-08-27",1.8
"670","2009-08-28",1.75
"671","2009-08-31",1.81
"672","2009-09-01",1.78
"673","2009-09-02",1.74
"674","2009-09-03",1.71
"675","2009-09-04",1.71
"676","2009-09-08",1.7
"677","2009-09-09",1.71
"678","2009-09-10",1.85
"679","2009-09-11",1.85
"680","2009-09-14",1.8
"681","2009-09-15",1.91
"682","2009-09-16",1.99
"683","2009-09-17",1.99
"684","2009-09-18",2
"685","2009-09-21",2.03
"686","2009-09-22",2.25
"687","2009-09-23",2.25
"688","2009-09-24",2.25
"689","2009-09-25",2.07
"690","2009-09-28",2.09
"691","2009-09-29",2.15
"692","2009-09-30",2.15
"693","2009-10-01",2.15
"694","2009-10-02",2.28
"695","2009-10-05",2.35
"696","2009-10-06",2.5
"697","2009-10-07",2.57
"698","2009-10-08",2.51
"699","2009-10-09",2.52
"700","2009-10-12",2.85
"701","2009-10-13",2.9
"702","2009-10-14",2.82
"703","2009-10-15",3.2
"704","2009-10-16",3
"705","2009-10-19",3
"706","2009-10-20",2.9
"707","2009-10-21",2.95
"708","2009-10-22",2.95
"709","2009-10-23",3.18
"710","2009-10-26",2.87
"711","2009-10-27",2.87
"712","2009-10-28",2.92
"713","2009-10-29",2.95
"714","2009-10-30",2.95
"715","2009-11-02",2.95
"716","2009-11-03",3.08
"717","2009-11-04",3.01
"718","2009-11-05",2.96
"719","2009-11-06",2.96
"720","2009-11-09",3.07
"721","2009-11-10",2.99
"722","2009-11-11",3
"723","2009-11-12",3
"724","2009-11-13",2.95
"725","2009-11-16",2.95
"726","2009-11-17",2.95
"727","2009-11-18",2.95
"728","2009-11-19",2.95
"729","2009-11-20",2.94
"730","2009-11-23",2.91
"731","2009-11-24",2.88
"732","2009-11-25",2.85
"733","2009-11-27",2.93
"734","2009-11-30",2.93
"735","2009-12-01",2.9
"736","2009-12-02",2.52
"737","2009-12-03",2.53
"738","2009-12-04",2.52
"739","2009-12-07",2.52
"740","2009-12-08",2.52
"741","2009-12-09",2.35
"742","2009-12-10",2.35
"743","2009-12-11",2.39
"744","2009-12-14",2.36
"745","2009-12-15",2.55
"746","2009-12-16",2.39
"747","2009-12-17",2.39
"748","2009-12-18",2.37
"749","2009-12-21",2.38
"750","2009-12-22",2.38
"751","2009-12-23",2.57
"752","2009-12-24",2.6
"753","2009-12-28",2.56
"754","2009-12-29",2.56
"755","2009-12-30",2.58
"756","2009-12-31",2.6
"757","2010-01-04",2.62
"758","2010-01-05",2.68
"759","2010-01-06",2.51
"760","2010-01-07",2.51
"761","2010-01-08",2.75
"762","2010-01-11",2.79
"763","2010-01-12",2.79
"764","2010-01-13",2.7
"765","2010-01-14",2.7
"766","2010-01-15",2.61
"767","2010-01-19",2.51
"768","2010-01-20",2.51
"769","2010-01-21",2.52
"770","2010-01-22",2.52
"771","2010-01-25",2.52
"772","2010-01-26",2.54
"773","2010-01-27",2.54
"774","2010-01-28",2.65
"775","2010-01-29",2.65
"776","2010-02-01",2.56
"777","2010-02-02",2.56
"778","2010-02-03",2.53
"779","2010-02-04",2.53
"780","2010-02-05",2.53
"781","2010-02-08",2.53
"782","2010-02-09",2.53
"783","2010-02-10",2.53
"784","2010-02-11",2.75
"785","2010-02-12",2.61
"786","2010-02-16",2.6
"787","2010-02-17",2.6
"788","2010-02-18",2.6
"789","2010-02-19",2.6
"790","2010-02-22",2.6
"791","2010-02-23",2.55
"792","2010-02-24",2.53
"793","2010-02-25",2.53
"794","2010-02-26",2.62
"795","2010-03-01",2.62
"796","2010-03-02",2.62
"797","2010-03-03",2.51
"798","2010-03-04",2.51
"799","2010-03-05",2.62
"800","2010-03-08",2.62
"801","2010-03-09",2.62
"802","2010-03-10",2.6
"803","2010-03-11",2.6
"804","2010-03-12",2.65
"805","2010-03-15",2.65
"806","2010-03-16",2.65
"807","2010-03-17",2.55
"808","2010-03-18",2.55
"809","2010-03-19",2.65
"810","2010-03-22",2.65
"811","2010-03-23",2.55
"812","2010-03-24",2.55
"813","2010-03-25",2.56
"814","2010-03-26",2.59
"815","2010-03-29",2.57
"816","2010-03-30",2.65
"817","2010-03-31",2.65
"818","2010-04-01",2.17
"819","2010-04-05",2.35
"820","2010-04-06",2.42
"821","2010-04-07",2.63
"822","2010-04-08",2.46
"823","2010-04-09",2.45
"824","2010-04-12",2.45
"825","2010-04-13",2.45
"826","2010-04-14",2.49
"827","2010-04-15",2.41
"828","2010-04-16",2.6
"829","2010-04-19",2.6
"830","2010-04-20",2.41
"831","2010-04-21",2.4
"832","2010-04-22",2.35
"833","2010-04-23",2.31
"834","2010-04-26",2.32
"835","2010-04-27",2.38
"836","2010-04-28",2.4
"837","2010-04-29",2.35
"838","2010-04-30",2.35
"839","2010-05-03",2.35
"840","2010-05-04",2.35
"841","2010-05-05",2.35
"842","2010-05-06",2.35
"843","2010-05-07",2.35
"844","2010-05-10",2.35
"845","2010-05-11",2.35
"846","2010-05-12",2
"847","2010-05-13",2.08
"848","2010-05-14",2.08
"849","2010-05-17",2.35
"850","2010-05-18",2.46
"851","2010-05-19",2.31
"852","2010-05-20",2.15
"853","2010-05-21",2.15
"854","2010-05-24",2.16
"855","2010-05-25",2.11
"856","2010-05-26",2.04
"857","2010-05-27",2.3
"858","2010-05-28",2.3
"859","2010-06-01",2.3
"860","2010-06-02",2.08
"861","2010-06-03",2.1
"862","2010-06-04",2.11
"863","2010-06-07",2.06
"864","2010-06-08",2.06
"865","2010-06-09",2.06
"866","2010-06-10",2.06
"867","2010-06-11",2.1
"868","2010-06-14",2.15
"869","2010-06-15",2.25
"870","2010-06-16",2.25
"871","2010-06-17",2.25
"872","2010-06-18",2.11
"873","2010-06-21",2.11
"874","2010-06-22",2.07
"875","2010-06-23",2.07
"876","2010-06-24",2.07
"877","2010-06-25",2.19
"878","2010-06-28",2.1
"879","2010-06-29",2.14
"880","2010-06-30",2.19
"881","2010-07-01",2.19
"882","2010-07-02",2.19
"883","2010-07-06",2.19
"884","2010-07-07",2.19
"885","2010-07-08",2.1
"886","2010-07-09",2.1
"887","2010-07-12",2.1
"888","2010-07-13",2.1
"889","2010-07-14",2.19
"890","2010-07-15",2.19
"891","2010-07-16",2.19
"892","2010-07-19",2.14
"893","2010-07-20",2.14
"894","2010-07-21",2.14
"895","2010-07-22",2.14
"896","2010-07-23",2.17
"897","2010-07-26",2.17
"898","2010-07-27",2.17
"899","2010-07-28",2.17
"900","2010-07-29",2.17
"901","2010-07-30",2.17
"902","2010-08-02",2.11
"903","2010-08-03",2.11
"904","2010-08-04",2.11
"905","2010-08-05",2.11
"906","2010-08-06",2.11
"907","2010-08-09",2
"908","2010-08-10",2
"909","2010-08-11",2
"910","2010-08-12",2
"911","2010-08-13",2.06
"912","2010-08-16",1.89
"913","2010-08-17",2.11
"914","2010-08-18",1.91
"915","2010-08-19",1.91
"916","2010-08-20",2.08
"917","2010-08-23",2.01
"918","2010-08-24",1.89
"919","2010-08-25",1.89
"920","2010-08-26",1.89
"921","2010-08-27",2
"922","2010-08-30",2
"923","2010-08-31",1.92
"924","2010-09-01",1.85
"925","2010-09-02",1.81
"926","2010-09-03",1.81
"927","2010-09-07",1.76
"928","2010-09-08",1.68
"929","2010-09-09",1.73
"930","2010-09-10",1.7
"931","2010-09-13",1.7
"932","2010-09-14",1.69
"933","2010-09-15",1.74
"934","2010-09-16",1.75
"935","2010-09-17",1.57
"936","2010-09-20",1.52
"937","2010-09-21",1.55
"938","2010-09-22",1.6
"939","2010-09-23",1.6
"940","2010-09-24",1.6
"941","2010-09-27",1.6
"942","2010-09-28",1.74
"943","2010-09-29",1.74
"944","2010-09-30",1.87
"945","2010-10-01",1.87
"946","2010-10-04",1.85
"947","2010-10-05",1.76
"948","2010-10-06",1.98
"949","2010-10-07",2.07
"950","2010-10-08",2.06
"951","2010-10-11",1.96
"952","2010-10-12",1.96
"953","2010-10-13",1.96
"954","2010-10-14",1.96
"955","2010-10-15",1.96
"956","2010-10-18",1.9
"957","2010-10-19",2
"958","2010-10-20",2
"959","2010-10-21",2.17
"960","2010-10-22",2.06
"961","2010-10-25",2.01
"962","2010-10-26",2.01
"963","2010-10-27",2.01
"964","2010-10-28",2.01
"965","2010-10-29",2.01
"966","2010-11-01",2.01
"967","2010-11-02",2.01
"968","2010-11-03",2.09
"969","2010-11-04",2.01
"970","2010-11-05",2.02
"971","2010-11-08",2.02
"972","2010-11-09",2.01
"973","2010-11-10",2.02
"974","2010-11-11",2.67
"975","2010-11-12",2.93
"976","2010-11-15",2.93
"977","2010-11-16",2.93
"978","2010-11-17",2.93
"979","2010-11-18",2.93
"980","2010-11-19",3.01
"981","2010-11-22",3.32
"982","2010-11-23",3.43
"983","2010-11-24",3.43
"984","2010-11-26",3.43
"985","2010-11-29",3.29
"986","2010-11-30",3.29
"987","2010-12-01",3.24
"988","2010-12-02",3.24
"989","2010-12-03",3.26
"990","2010-12-06",3
"991","2010-12-07",2.85
"992","2010-12-08",2.85
"993","2010-12-09",3.05
"994","2010-12-10",3.05
"995","2010-12-13",3.05
"996","2010-12-14",3.05
"997","2010-12-15",2.74
"998","2010-12-16",2.75
"999","2010-12-17",3.22
"1000","2010-12-20",2.92
"1001","2010-12-21",3.31
"1002","2010-12-22",3.31
"1003","2010-12-23",3.3
