"","date","RGEN"
"234","2007-12-05",5.35
"235","2007-12-06",5.5
"236","2007-12-07",5.5
"237","2007-12-10",5.8
"238","2007-12-11",5.96
"239","2007-12-12",6.06
"240","2007-12-13",6.17
"241","2007-12-14",6.02
"242","2007-12-17",6.2
"243","2007-12-18",6.17
"244","2007-12-19",6.13
"245","2007-12-20",6.1
"246","2007-12-21",6.19
"247","2007-12-24",6.23
"248","2007-12-26",6.27
"249","2007-12-27",6.27
"250","2007-12-28",6.37
"251","2007-12-31",6.55
"252","2008-01-02",6.65
"253","2008-01-03",6.69
"254","2008-01-04",5.86
"255","2008-01-07",6.19
"256","2008-01-08",6.36
"257","2008-01-09",6.46
"258","2008-01-10",6.68
"259","2008-01-11",6.83
"260","2008-01-14",6.86
"261","2008-01-15",6.8
"262","2008-01-16",6.66
"263","2008-01-17",6.67
"264","2008-01-18",6.55
"265","2008-01-22",6.35
"266","2008-01-23",6.37
"267","2008-01-24",6.43
"268","2008-01-25",6.53
"269","2008-01-28",6.6
"270","2008-01-29",6.57
"271","2008-01-30",6.54
"272","2008-01-31",6.46
"273","2008-02-01",6.4
"274","2008-02-04",6.35
"275","2008-02-05",6.36
"276","2008-02-06",6.42
"277","2008-02-07",6.6
"278","2008-02-08",6.57
"279","2008-02-11",6.27
"280","2008-02-12",6.12
"281","2008-02-13",6.23
"282","2008-02-14",6.3
"283","2008-02-15",6.08
"284","2008-02-19",5.96
"285","2008-02-20",5.75
"286","2008-02-21",5.84
"287","2008-02-22",5.55
"288","2008-02-25",4.92
"289","2008-02-26",5.1
"290","2008-02-27",5.22
"291","2008-02-28",5.3
"292","2008-02-29",5.29
"293","2008-03-03",5.5
"294","2008-03-04",5.23
"295","2008-03-05",5.12
"296","2008-03-06",5.12
"297","2008-03-07",4.94
"298","2008-03-10",4.78
"299","2008-03-11",4.71
"300","2008-03-12",4.9
"301","2008-03-13",4.78
"302","2008-03-14",4.59
"303","2008-03-17",4.32
"304","2008-03-18",4.41
"305","2008-03-19",4.4
"306","2008-03-20",4.45
"307","2008-03-24",4.86
"308","2008-03-25",4.87
"309","2008-03-26",4.69
"310","2008-03-27",4.76
"311","2008-03-28",4.87
"312","2008-03-31",4.82
"313","2008-04-01",5.17
"314","2008-04-02",4.92
"315","2008-04-03",4.87
"316","2008-04-04",5.41
"317","2008-04-07",5.46
"318","2008-04-08",6.23
"319","2008-04-09",6.02
"320","2008-04-10",5.97
"321","2008-04-11",5.83
"322","2008-04-14",5.66
"323","2008-04-15",5.57
"324","2008-04-16",5.4
"325","2008-04-17",5.28
"326","2008-04-18",5.4
"327","2008-04-21",5.51
"328","2008-04-22",5.56
"329","2008-04-23",5.62
"330","2008-04-24",5.6
"331","2008-04-25",5.66
"332","2008-04-28",5.66
"333","2008-04-29",5.47
"334","2008-04-30",5.55
"335","2008-05-01",5.67
"336","2008-05-02",5.7
"337","2008-05-05",5.65
"338","2008-05-06",5.73
"339","2008-05-07",5.87
"340","2008-05-08",5.83
"341","2008-05-09",5.9
"342","2008-05-12",5.97
"343","2008-05-13",5.97
"344","2008-05-14",5.86
"345","2008-05-15",5.87
"346","2008-05-16",5.89
"347","2008-05-19",5.99
"348","2008-05-20",6
"349","2008-05-21",5.93
"350","2008-05-22",5.75
"351","2008-05-23",5.81
"352","2008-05-27",5.78
"353","2008-05-28",5.69
"354","2008-05-29",5.72
"355","2008-05-30",5.77
"356","2008-06-02",5.67
"357","2008-06-03",5.68
"358","2008-06-04",5.6
"359","2008-06-05",5.68
"360","2008-06-06",5.87
"361","2008-06-09",5.96
"362","2008-06-10",5.81
"363","2008-06-11",5.9
"364","2008-06-12",5.57
"365","2008-06-13",5.26
"366","2008-06-16",4.94
"367","2008-06-17",4.75
"368","2008-06-18",4.91
"369","2008-06-19",4.85
"370","2008-06-20",4.83
"371","2008-06-23",4.81
"372","2008-06-24",4.76
"373","2008-06-25",4.79
"374","2008-06-26",4.79
"375","2008-06-27",4.78
"376","2008-06-30",4.72
"377","2008-07-01",4.77
"378","2008-07-02",4.65
"379","2008-07-03",4.65
"380","2008-07-07",4.62
"381","2008-07-08",4.78
"382","2008-07-09",4.63
"383","2008-07-10",4.67
"384","2008-07-11",4.77
"385","2008-07-14",4.91
"386","2008-07-15",4.86
"387","2008-07-16",5.05
"388","2008-07-17",5.18
"389","2008-07-18",4.96
"390","2008-07-21",5.09
"391","2008-07-22",5.58
"392","2008-07-23",5.51
"393","2008-07-24",5.36
"394","2008-07-25",5.55
"395","2008-07-28",5.35
"396","2008-07-29",5.39
"397","2008-07-30",5.3
"398","2008-07-31",5.33
"399","2008-08-01",5.35
"400","2008-08-04",5.05
"401","2008-08-05",4.96
"402","2008-08-06",4.96
"403","2008-08-07",5.02
"404","2008-08-08",5.09
"405","2008-08-11",5.42
"406","2008-08-12",5.39
"407","2008-08-13",5.43
"408","2008-08-14",5.4
"409","2008-08-15",5.28
"410","2008-08-18",5.3
"411","2008-08-19",5.45
"412","2008-08-20",5.42
"413","2008-08-21",5.35
"414","2008-08-22",5.41
"415","2008-08-25",5.35
"416","2008-08-26",5.18
"417","2008-08-27",5.29
"418","2008-08-28",5.4
"419","2008-08-29",5.37
"420","2008-09-02",5.15
"421","2008-09-03",5.21
"422","2008-09-04",5.23
"423","2008-09-05",5.23
"424","2008-09-08",5.23
"425","2008-09-09",5.05
"426","2008-09-10",5.18
"427","2008-09-11",5.2
"428","2008-09-12",5.08
"429","2008-09-15",4.97
"430","2008-09-16",5.11
"431","2008-09-17",4.75
"432","2008-09-18",4.99
"433","2008-09-19",5.16
"434","2008-09-22",4.82
"435","2008-09-23",4.86
"436","2008-09-24",4.97
"437","2008-09-25",4.99
"438","2008-09-26",4.92
"439","2008-09-29",4.51
"440","2008-09-30",4.71
"441","2008-10-01",4.78
"442","2008-10-02",4.46
"443","2008-10-03",4.26
"444","2008-10-06",3.96
"445","2008-10-07",3.79
"446","2008-10-08",3.8
"447","2008-10-09",3.61
"448","2008-10-10",4.25
"449","2008-10-13",4.36
"450","2008-10-14",4.12
"451","2008-10-15",3.45
"452","2008-10-16",3.89
"453","2008-10-17",3.8
"454","2008-10-20",4
"455","2008-10-21",3.92
"456","2008-10-22",3.62
"457","2008-10-23",3.55
"458","2008-10-24",3.33
"459","2008-10-27",3.3
"460","2008-10-28",3.54
"461","2008-10-29",3.51
"462","2008-10-30",3.67
"463","2008-10-31",4.01
"464","2008-11-03",4.16
"465","2008-11-04",4.16
"466","2008-11-05",4.02
"467","2008-11-06",3.96
"468","2008-11-07",4.03
"469","2008-11-10",3.85
"470","2008-11-11",3.77
"471","2008-11-12",3.85
"472","2008-11-13",4.16
"473","2008-11-14",3.87
"474","2008-11-17",3.83
"475","2008-11-18",3.68
"476","2008-11-19",3.54
"477","2008-11-20",3.42
"478","2008-11-21",3.7
"479","2008-11-24",3.9
"480","2008-11-25",3.74
"481","2008-11-26",3.74
"482","2008-11-28",3.9
"483","2008-12-01",3.5
"484","2008-12-02",3.76
"485","2008-12-03",3.76
"486","2008-12-04",3.51
"487","2008-12-05",3.71
"488","2008-12-08",4.05
"489","2008-12-09",3.73
"490","2008-12-10",3.84
"491","2008-12-11",3.75
"492","2008-12-12",3.92
"493","2008-12-15",3.75
"494","2008-12-16",3.93
"495","2008-12-17",3.82
"496","2008-12-18",3.75
"497","2008-12-19",3.82
"498","2008-12-22",3.68
"499","2008-12-23",3.67
"500","2008-12-24",3.68
"501","2008-12-26",3.75
"502","2008-12-29",3.6
"503","2008-12-30",3.59
"504","2008-12-31",3.78
"505","2009-01-02",3.92
"506","2009-01-05",4.02
"507","2009-01-06",4.16
"508","2009-01-07",4.14
"509","2009-01-08",4.12
"510","2009-01-09",4.02
"511","2009-01-12",3.86
"512","2009-01-13",3.94
"513","2009-01-14",3.76
"514","2009-01-15",3.83
"515","2009-01-16",3.8
"516","2009-01-20",3.56
"517","2009-01-21",3.88
"518","2009-01-22",3.64
"519","2009-01-23",3.75
"520","2009-01-26",3.72
"521","2009-01-27",3.79
"522","2009-01-28",4.01
"523","2009-01-29",4.04
"524","2009-01-30",4.09
"525","2009-02-02",4.15
"526","2009-02-03",4.31
"527","2009-02-04",4.4
"528","2009-02-05",4.35
"529","2009-02-06",4.34
"530","2009-02-09",4.28
"531","2009-02-10",4.2
"532","2009-02-11",4.25
"533","2009-02-12",4.27
"534","2009-02-13",4.28
"535","2009-02-17",4.07
"536","2009-02-18",4.06
"537","2009-02-19",3.95
"538","2009-02-20",4.02
"539","2009-02-23",3.89
"540","2009-02-24",4.16
"541","2009-02-25",3.89
"542","2009-02-26",3.9
"543","2009-02-27",3.91
"544","2009-03-02",3.64
"545","2009-03-03",3.64
"546","2009-03-04",3.81
"547","2009-03-05",3.74
"548","2009-03-06",3.73
"549","2009-03-09",3.69
"550","2009-03-10",3.85
"551","2009-03-11",4.01
"552","2009-03-12",4.22
"553","2009-03-13",4.2
"554","2009-03-16",4.22
"555","2009-03-17",4.27
"556","2009-03-18",4.39
"557","2009-03-19",4.36
"558","2009-03-20",4.31
"559","2009-03-23",4.57
"560","2009-03-24",4.5
"561","2009-03-25",4.62
"562","2009-03-26",4.75
"563","2009-03-27",4.52
"564","2009-03-30",4.51
"565","2009-03-31",4.79
"566","2009-04-01",4.74
"567","2009-04-02",4.8
"568","2009-04-03",4.85
"569","2009-04-06",4.57
"570","2009-04-07",4.53
"571","2009-04-08",4.77
"572","2009-04-09",4.88
"573","2009-04-13",4.89
"574","2009-04-14",4.8
"575","2009-04-15",4.44
"576","2009-04-16",4.49
"577","2009-04-17",4.5
"578","2009-04-20",4.25
"579","2009-04-21",4.49
"580","2009-04-22",4.54
"581","2009-04-23",4.29
"582","2009-04-24",4.31
"583","2009-04-27",4.23
"584","2009-04-28",4.27
"585","2009-04-29",4.44
"586","2009-04-30",4.25
"587","2009-05-01",4.22
"588","2009-05-04",4.35
"589","2009-05-05",4.23
"590","2009-05-06",4.13
"591","2009-05-07",4.05
"592","2009-05-08",4.12
"593","2009-05-11",4.05
"594","2009-05-12",4.05
"595","2009-05-13",3.97
"596","2009-05-14",3.92
"597","2009-05-15",4.05
"598","2009-05-18",4.25
"599","2009-05-19",4.06
"600","2009-05-20",4.01
"601","2009-05-21",4.09
"602","2009-05-22",4.12
"603","2009-05-26",4.09
"604","2009-05-27",4.01
"605","2009-05-28",4
"606","2009-05-29",4.07
"607","2009-06-01",4.37
"608","2009-06-02",4.55
"609","2009-06-03",4.54
"610","2009-06-04",4.55
"611","2009-06-05",4.61
"612","2009-06-08",4.56
"613","2009-06-09",4.56
"614","2009-06-10",4.6
"615","2009-06-11",4.67
"616","2009-06-12",4.7
"617","2009-06-15",4.53
"618","2009-06-16",4.48
"619","2009-06-17",4.59
"620","2009-06-18",4.72
"621","2009-06-19",4.82
"622","2009-06-22",4.5
"623","2009-06-23",4.69
"624","2009-06-24",4.81
"625","2009-06-25",4.9
"626","2009-06-26",5.15
"627","2009-06-29",5.19
"628","2009-06-30",5.5
"629","2009-07-01",5.52
"630","2009-07-02",5.55
"631","2009-07-06",5.47
"632","2009-07-07",5.47
"633","2009-07-08",5.44
"634","2009-07-09",5.46
"635","2009-07-10",5.48
"636","2009-07-13",5.5
"637","2009-07-14",5.48
"638","2009-07-15",5.5
"639","2009-07-16",5.5
"640","2009-07-17",5.46
"641","2009-07-20",5.41
"642","2009-07-21",5.34
"643","2009-07-22",5.5
"644","2009-07-23",5.5
"645","2009-07-24",5.5
"646","2009-07-27",5.49
"647","2009-07-28",5.42
"648","2009-07-29",5.33
"649","2009-07-30",5.45
"650","2009-07-31",5.37
"651","2009-08-03",5.43
"652","2009-08-04",5.45
"653","2009-08-05",5.42
"654","2009-08-06",5.13
"655","2009-08-07",5.17
"656","2009-08-10",5.16
"657","2009-08-11",5.17
"658","2009-08-12",5.4
"659","2009-08-13",5.42
"660","2009-08-14",5.28
"661","2009-08-17",5.23
"662","2009-08-18",5.18
"663","2009-08-19",5.33
"664","2009-08-20",5.3
"665","2009-08-21",5.23
"666","2009-08-24",5
"667","2009-08-25",5.01
"668","2009-08-26",5.24
"669","2009-08-27",5.22
"670","2009-08-28",5.07
"671","2009-08-31",5.02
"672","2009-09-01",5.05
"673","2009-09-02",5.03
"674","2009-09-03",5.1
"675","2009-09-04",5.13
"676","2009-09-08",4.99
"677","2009-09-09",5
"678","2009-09-10",5.09
"679","2009-09-11",4.96
"680","2009-09-14",5.19
"681","2009-09-15",5.17
"682","2009-09-16",5.09
"683","2009-09-17",5.24
"684","2009-09-18",5.17
"685","2009-09-21",5.13
"686","2009-09-22",5.06
"687","2009-09-23",5.04
"688","2009-09-24",5.03
"689","2009-09-25",5.05
"690","2009-09-28",5.12
"691","2009-09-29",5.12
"692","2009-09-30",5.01
"693","2009-10-01",4.92
"694","2009-10-02",4.81
"695","2009-10-05",4.86
"696","2009-10-06",4.92
"697","2009-10-07",5.04
"698","2009-10-08",4.92
"699","2009-10-09",4.99
"700","2009-10-12",5
"701","2009-10-13",4.95
"702","2009-10-14",5.1
"703","2009-10-15",4.89
"704","2009-10-16",5
"705","2009-10-19",5.13
"706","2009-10-20",4.98
"707","2009-10-21",5.01
"708","2009-10-22",4.99
"709","2009-10-23",5.01
"710","2009-10-26",5.07
"711","2009-10-27",5.03
"712","2009-10-28",4.88
"713","2009-10-29",4.96
"714","2009-10-30",4.88
"715","2009-11-02",4.94
"716","2009-11-03",4.99
"717","2009-11-04",4.77
"718","2009-11-05",4.86
"719","2009-11-06",4.89
"720","2009-11-09",4.92
"721","2009-11-10",4.92
"722","2009-11-11",4.85
"723","2009-11-12",4.72
"724","2009-11-13",4.78
"725","2009-11-16",4.94
"726","2009-11-17",4.9
"727","2009-11-18",4.87
"728","2009-11-19",4.72
"729","2009-11-20",4.76
"730","2009-11-23",4.8
"731","2009-11-24",4.78
"732","2009-11-25",4.72
"733","2009-11-27",4.65
"734","2009-11-30",4.7
"735","2009-12-01",4.74
"736","2009-12-02",4.64
"737","2009-12-03",4.63
"738","2009-12-04",4.7
"739","2009-12-07",4.7
"740","2009-12-08",4.67
"741","2009-12-09",3.91
"742","2009-12-10",3.82
"743","2009-12-11",3.77
"744","2009-12-14",3.74
"745","2009-12-15",3.75
"746","2009-12-16",3.76
"747","2009-12-17",3.76
"748","2009-12-18",3.79
"749","2009-12-21",3.75
"750","2009-12-22",3.76
"751","2009-12-23",3.79
"752","2009-12-24",3.82
"753","2009-12-28",3.87
"754","2009-12-29",3.91
"755","2009-12-30",4.08
"756","2009-12-31",4.11
"757","2010-01-04",4.04
"758","2010-01-05",3.96
"759","2010-01-06",3.83
"760","2010-01-07",3.85
"761","2010-01-08",3.79
"762","2010-01-11",3.83
"763","2010-01-12",3.71
"764","2010-01-13",3.65
"765","2010-01-14",3.65
"766","2010-01-15",3.55
"767","2010-01-19",3.61
"768","2010-01-20",3.54
"769","2010-01-21",3.59
"770","2010-01-22",3.61
"771","2010-01-25",3.62
"772","2010-01-26",3.41
"773","2010-01-27",3.54
"774","2010-01-28",3.58
"775","2010-01-29",3.45
"776","2010-02-01",3.5
"777","2010-02-02",3.43
"778","2010-02-03",3.43
"779","2010-02-04",3.38
"780","2010-02-05",3.5
"781","2010-02-08",3.35
"782","2010-02-09",3.4
"783","2010-02-10",3.39
"784","2010-02-11",3.5
"785","2010-02-12",3.5
"786","2010-02-16",3.65
"787","2010-02-17",3.52
"788","2010-02-18",3.49
"789","2010-02-19",3.4
"790","2010-02-22",3.39
"791","2010-02-23",3.39
"792","2010-02-24",3.37
"793","2010-02-25",3.35
"794","2010-02-26",3.37
"795","2010-03-01",3.58
"796","2010-03-02",3.65
"797","2010-03-03",3.73
"798","2010-03-04",3.72
"799","2010-03-05",3.74
"800","2010-03-08",3.74
"801","2010-03-09",3.77
"802","2010-03-10",3.77
"803","2010-03-11",3.78
"804","2010-03-12",3.72
"805","2010-03-15",3.64
"806","2010-03-16",3.74
"807","2010-03-17",3.71
"808","2010-03-18",3.71
"809","2010-03-19",3.75
"810","2010-03-22",3.74
"811","2010-03-23",3.79
"812","2010-03-24",3.69
"813","2010-03-25",3.62
"814","2010-03-26",3.6
"815","2010-03-29",3.62
"816","2010-03-30",3.57
"817","2010-03-31",4.06
"818","2010-04-01",3.71
"819","2010-04-05",3.68
"820","2010-04-06",3.62
"821","2010-04-07",3.61
"822","2010-04-08",3.52
"823","2010-04-09",3.59
"824","2010-04-12",3.54
"825","2010-04-13",3.61
"826","2010-04-14",3.64
"827","2010-04-15",3.92
"828","2010-04-16",3.66
"829","2010-04-19",3.72
"830","2010-04-20",3.76
"831","2010-04-21",3.75
"832","2010-04-22",3.7
"833","2010-04-23",3.61
"834","2010-04-26",3.6
"835","2010-04-27",3.56
"836","2010-04-28",3.59
"837","2010-04-29",3.6
"838","2010-04-30",3.51
"839","2010-05-03",3.53
"840","2010-05-04",3.5
"841","2010-05-05",3.43
"842","2010-05-06",3.27
"843","2010-05-07",3.15
"844","2010-05-10",3.3
"845","2010-05-11",3.28
"846","2010-05-12",3.38
"847","2010-05-13",3.36
"848","2010-05-14",3.29
"849","2010-05-17",3.43
"850","2010-05-18",3.5
"851","2010-05-19",3.36
"852","2010-05-20",3.2
"853","2010-05-21",3.21
"854","2010-05-24",3.19
"855","2010-05-25",3.22
"856","2010-05-26",3.19
"857","2010-05-27",3.5
"858","2010-05-28",3.55
"859","2010-06-01",3.33
"860","2010-06-02",3.53
"861","2010-06-03",3.45
"862","2010-06-04",3.31
"863","2010-06-07",3.25
"864","2010-06-08",3.22
"865","2010-06-09",3.27
"866","2010-06-10",3.36
"867","2010-06-11",3.36
"868","2010-06-14",3.33
"869","2010-06-15",3.45
"870","2010-06-16",3.36
"871","2010-06-17",3.34
"872","2010-06-18",3.3
"873","2010-06-21",3.28
"874","2010-06-22",3.23
"875","2010-06-23",3.24
"876","2010-06-24",3.15
"877","2010-06-25",3.13
"878","2010-06-28",3.21
"879","2010-06-29",3.14
"880","2010-06-30",3.21
"881","2010-07-01",3.2
"882","2010-07-02",3.22
"883","2010-07-06",3.22
"884","2010-07-07",3.15
"885","2010-07-08",3.17
"886","2010-07-09",3.29
"887","2010-07-12",3.24
"888","2010-07-13",3.47
"889","2010-07-14",3.39
"890","2010-07-15",3.33
"891","2010-07-16",3.25
"892","2010-07-19",3.26
"893","2010-07-20",3.38
"894","2010-07-21",3.24
"895","2010-07-22",3.31
"896","2010-07-23",3.28
"897","2010-07-26",3.3
"898","2010-07-27",3.16
"899","2010-07-28",3.25
"900","2010-07-29",3.24
"901","2010-07-30",3.23
"902","2010-08-02",3.43
"903","2010-08-03",3.46
"904","2010-08-04",3.54
"905","2010-08-05",3.52
"906","2010-08-06",3.48
"907","2010-08-09",3.38
"908","2010-08-10",3.44
"909","2010-08-11",3.35
"910","2010-08-12",3.35
"911","2010-08-13",3.29
"912","2010-08-16",3.41
"913","2010-08-17",3.37
"914","2010-08-18",3.4
"915","2010-08-19",3.36
"916","2010-08-20",3.45
"917","2010-08-23",3.44
"918","2010-08-24",3.29
"919","2010-08-25",3.51
"920","2010-08-26",3.4
"921","2010-08-27",3.39
"922","2010-08-30",3.29
"923","2010-08-31",3.39
"924","2010-09-01",3.38
"925","2010-09-02",3.56
"926","2010-09-03",3.36
"927","2010-09-07",3.31
"928","2010-09-08",3.49
"929","2010-09-09",3.45
"930","2010-09-10",3.46
"931","2010-09-13",3.42
"932","2010-09-14",3.34
"933","2010-09-15",3.29
"934","2010-09-16",3.3
"935","2010-09-17",3.4
"936","2010-09-20",3.41
"937","2010-09-21",3.41
"938","2010-09-22",3.31
"939","2010-09-23",3.32
"940","2010-09-24",3.31
"941","2010-09-27",3.31
"942","2010-09-28",3.31
"943","2010-09-29",3.31
"944","2010-09-30",3.38
"945","2010-10-01",3.34
"946","2010-10-04",3.35
"947","2010-10-05",3.37
"948","2010-10-06",3.35
"949","2010-10-07",3.29
"950","2010-10-08",3.36
"951","2010-10-11",3.33
"952","2010-10-12",3.38
"953","2010-10-13",3.38
"954","2010-10-14",3.35
"955","2010-10-15",3.4
"956","2010-10-18",3.36
"957","2010-10-19",3.42
"958","2010-10-20",3.53
"959","2010-10-21",3.44
"960","2010-10-22",3.56
"961","2010-10-25",3.74
"962","2010-10-26",3.9
"963","2010-10-27",3.9
"964","2010-10-28",3.87
"965","2010-10-29",3.88
"966","2010-11-01",3.87
"967","2010-11-02",3.82
"968","2010-11-03",3.67
"969","2010-11-04",3.58
"970","2010-11-05",3.71
"971","2010-11-08",3.62
"972","2010-11-09",3.52
"973","2010-11-10",3.78
"974","2010-11-11",3.77
"975","2010-11-12",3.84
"976","2010-11-15",3.98
"977","2010-11-16",3.85
"978","2010-11-17",3.71
"979","2010-11-18",3.79
"980","2010-11-19",3.92
"981","2010-11-22",3.94
"982","2010-11-23",3.96
"983","2010-11-24",3.72
"984","2010-11-26",3.8
"985","2010-11-29",3.7
"986","2010-11-30",3.72
"987","2010-12-01",3.8
"988","2010-12-02",3.85
"989","2010-12-03",3.96
"990","2010-12-06",4
"991","2010-12-07",3.9
"992","2010-12-08",3.88
"993","2010-12-09",3.94
"994","2010-12-10",3.93
"995","2010-12-13",3.92
"996","2010-12-14",3.97
"997","2010-12-15",3.96
"998","2010-12-16",3.99
"999","2010-12-17",3.95
