"","date","MTSC"
"1","2007-01-03",39.41
"2","2007-01-04",39.599998
"3","2007-01-05",39.470001
"4","2007-01-08",39.529999
"5","2007-01-09",39.860001
"6","2007-01-10",38.959999
"7","2007-01-11",39.610001
"8","2007-01-12",40.09
"9","2007-01-16",41.169998
"10","2007-01-17",41.029999
"11","2007-01-18",39.549999
"12","2007-01-19",40.02
"13","2007-01-22",38.830002
"14","2007-01-23",39.610001
"15","2007-01-24",40.130001
"16","2007-01-25",41.779999
"17","2007-01-26",41.990002
"18","2007-01-29",41.119999
"19","2007-01-30",42.490002
"20","2007-01-31",42.77
"21","2007-02-01",42.900002
"22","2007-02-02",41.799999
"23","2007-02-05",41.93
"24","2007-02-06",41.84
"25","2007-02-07",41.689999
"26","2007-02-08",41.779999
"27","2007-02-09",41.34
"28","2007-02-12",40.509998
"29","2007-02-13",41.220001
"30","2007-02-14",40
"31","2007-02-15",39.610001
"32","2007-02-16",39.310001
"33","2007-02-20",38.91
"34","2007-02-21",38.880001
"35","2007-02-22",38.98
"36","2007-02-23",38.84
"37","2007-02-26",39.02
"38","2007-02-27",37.279999
"39","2007-02-28",37.779999
"40","2007-03-01",37.68
"41","2007-03-02",36.130001
"42","2007-03-05",35.950001
"43","2007-03-06",36.599998
"44","2007-03-07",36.25
"45","2007-03-08",35.810001
"46","2007-03-09",36.619999
"47","2007-03-12",37.279999
"48","2007-03-13",36.75
"49","2007-03-14",36.59
"50","2007-03-15",37.040001
"51","2007-03-16",36.849998
"52","2007-03-19",37.360001
"53","2007-03-20",37.459999
"54","2007-03-21",38.380001
"55","2007-03-22",39.009998
"56","2007-03-23",39.02
"57","2007-03-26",38.830002
"58","2007-03-27",38.860001
"59","2007-03-28",39.419998
"60","2007-03-29",39.5
"61","2007-03-30",38.84
"62","2007-04-02",38.720001
"63","2007-04-03",38.669998
"64","2007-04-04",38.759998
"65","2007-04-05",38.880001
"66","2007-04-09",37.98
"67","2007-04-10",38.549999
"68","2007-04-11",38.34
"69","2007-04-12",37.759998
"70","2007-04-13",37.860001
"71","2007-04-16",38.98
"72","2007-04-17",39.139999
"73","2007-04-18",38.900002
"74","2007-04-19",38.790001
"75","2007-04-20",40.139999
"76","2007-04-23",39.200001
"77","2007-04-24",38.970001
"78","2007-04-25",39.380001
"79","2007-04-26",38.810001
"80","2007-04-27",42.009998
"81","2007-04-30",42.509998
"82","2007-05-01",41.93
"83","2007-05-02",42.41
"84","2007-05-03",43.029999
"85","2007-05-04",43.490002
"86","2007-05-07",43.029999
"87","2007-05-08",43.540001
"88","2007-05-09",43.490002
"89","2007-05-10",42.23
"90","2007-05-11",42.759998
"91","2007-05-14",42.529999
"92","2007-05-15",43.189999
"93","2007-05-16",43.48
"94","2007-05-17",43.009998
"95","2007-05-18",43.720001
"96","2007-05-21",43.790001
"97","2007-05-22",44.02
"98","2007-05-23",43.610001
"99","2007-05-24",43.029999
"100","2007-05-25",43.32
"101","2007-05-29",44.259998
"102","2007-05-30",44.09
"103","2007-05-31",43.91
"104","2007-06-01",44.459999
"105","2007-06-04",44.259998
"106","2007-06-05",43.23
"107","2007-06-06",43.349998
"108","2007-06-07",42.700001
"109","2007-06-08",43.27
"110","2007-06-11",42.580002
"111","2007-06-12",41.740002
"112","2007-06-13",42.630001
"113","2007-06-14",42.470001
"114","2007-06-15",42.759998
"115","2007-06-18",42.93
"116","2007-06-19",43.689999
"117","2007-06-20",43.419998
"118","2007-06-21",43.189999
"119","2007-06-22",43.32
"120","2007-06-25",42.57
"121","2007-06-26",43.200001
"122","2007-06-27",44.209999
"123","2007-06-28",43.779999
"124","2007-06-29",44.669998
"125","2007-07-02",46.029999
"126","2007-07-03",46.630001
"127","2007-07-05",46.5
"128","2007-07-06",44.73
"129","2007-07-09",44.790001
"130","2007-07-10",44.900002
"131","2007-07-11",45.52
"132","2007-07-12",46.18
"133","2007-07-13",45.830002
"134","2007-07-16",45.09
"135","2007-07-17",46.540001
"136","2007-07-18",45.919998
"137","2007-07-19",47.07
"138","2007-07-20",46.5
"139","2007-07-23",46.439999
"140","2007-07-24",45.169998
"141","2007-07-25",45.639999
"142","2007-07-26",43.25
"143","2007-07-27",39.02
"144","2007-07-30",41.98
"145","2007-07-31",41.75
"146","2007-08-01",42.869999
"147","2007-08-02",42.25
"148","2007-08-03",40.41
"149","2007-08-06",41.02
"150","2007-08-07",40.900002
"151","2007-08-08",41.060001
"152","2007-08-09",40.630001
"153","2007-08-10",42.380001
"154","2007-08-13",41.959999
"155","2007-08-14",40.119999
"156","2007-08-15",40.139999
"157","2007-08-16",42
"158","2007-08-17",44.150002
