"","date","DORM"
"356","2008-06-02",4.6
"357","2008-06-03",4.605
"358","2008-06-04",4.68
"359","2008-06-05",4.605
"360","2008-06-06",4.635
"361","2008-06-09",4.725
"362","2008-06-10",4.81
"363","2008-06-11",4.725
"364","2008-06-12",4.855
"365","2008-06-13",4.67
"366","2008-06-16",4.69
"367","2008-06-17",4.65
"368","2008-06-18",4.555
"369","2008-06-19",4.715
"370","2008-06-20",4.94
"371","2008-06-23",4.595
"372","2008-06-24",4.695
"373","2008-06-25",4.51
"374","2008-06-26",4.52
"375","2008-06-27",4.425
"376","2008-06-30",4.03
"377","2008-07-01",3.925
"378","2008-07-02",3.815
"379","2008-07-03",3.82
"380","2008-07-07",3.745
"381","2008-07-08",3.86
"382","2008-07-09",3.72
"383","2008-07-10",4.095
"384","2008-07-11",4.02
"385","2008-07-14",3.645
"386","2008-07-15",4.02
"387","2008-07-16",4.415
"388","2008-07-17",4.47
"389","2008-07-18",4.59
"390","2008-07-21",4.685
"391","2008-07-22",6
"392","2008-07-23",5.86
"393","2008-07-24",5.935
"394","2008-07-25",5.915
"395","2008-07-28",5.605
"396","2008-07-29",5.975
"397","2008-07-30",6
"398","2008-07-31",5.745
"399","2008-08-01",5.995
"400","2008-08-04",5.94
"401","2008-08-05",6.51
"402","2008-08-06",6.75
"403","2008-08-07",6.015
"404","2008-08-08",6.685
"405","2008-08-11",6.855
"406","2008-08-12",6.96
"407","2008-08-13",7.03
"408","2008-08-14",6.96
"409","2008-08-15",6.93
"410","2008-08-18",6.505
"411","2008-08-19",6.37
"412","2008-08-20",6.39
"413","2008-08-21",6.31
"414","2008-08-22",6.175
"415","2008-08-25",6.05
"416","2008-08-26",6.36
"417","2008-08-27",6.375
"418","2008-08-28",6.54
"419","2008-08-29",6.395
"420","2008-09-02",6.355
"421","2008-09-03",6.245
"422","2008-09-04",5.885
"423","2008-09-05",6.555
"424","2008-09-08",6.505
"425","2008-09-09",6.475
"426","2008-09-10",6.67
"427","2008-09-11",6.695
"428","2008-09-12",6.61
"429","2008-09-15",6.515
"430","2008-09-16",6.69
"431","2008-09-17",6.455
"432","2008-09-18",6.81
"433","2008-09-19",6.85
"434","2008-09-22",6.835
"435","2008-09-23",6.805
"436","2008-09-24",6.79
"437","2008-09-25",6.84
"438","2008-09-26",6.81
"439","2008-09-29",5.465
"440","2008-09-30",6.265
"441","2008-10-01",6.18
"442","2008-10-02",6.525
"443","2008-10-03",5.83
"444","2008-10-06",5.985
"445","2008-10-07",5.685
"446","2008-10-08",5.935
"447","2008-10-09",3.31
"448","2008-10-10",6.025
"449","2008-10-13",6.11
"450","2008-10-14",5.855
"451","2008-10-15",4.95
"452","2008-10-16",5.99
"453","2008-10-17",4.845
"454","2008-10-20",4.695
"455","2008-10-21",4.52
"456","2008-10-22",4.035
"457","2008-10-23",4.085
"458","2008-10-24",4.275
"459","2008-10-27",4.01
"460","2008-10-28",4.7
"461","2008-10-29",4.595
"462","2008-10-30",4.63
"463","2008-10-31",5.625
"464","2008-11-03",6.11
"465","2008-11-04",6.25
"466","2008-11-05",5.42
"467","2008-11-06",5.28
"468","2008-11-07",5.655
"469","2008-11-10",5.195
"470","2008-11-11",5.96
"471","2008-11-12",5.13
"472","2008-11-13",6.135
"473","2008-11-14",5.565
"474","2008-11-17",5.445
"475","2008-11-18",5.205
"476","2008-11-19",3.93
"477","2008-11-20",4.225
"478","2008-11-21",4.685
"479","2008-11-24",5.37
"480","2008-11-25",5.475
"481","2008-11-26",6.025
"482","2008-11-28",5.975
"483","2008-12-01",4.375
"484","2008-12-02",4.735
"485","2008-12-03",4.985
"486","2008-12-04",4.565
"487","2008-12-05",5.48
"488","2008-12-08",6.12
"489","2008-12-09",5.895
"490","2008-12-10",6.005
"491","2008-12-11",5.105
"492","2008-12-12",5.67
"493","2008-12-15",5.395
"494","2008-12-16",6.125
"495","2008-12-17",6.12
"496","2008-12-18",6.15
"497","2008-12-19",6.325
"498","2008-12-22",6.05
"499","2008-12-23",6.285
"500","2008-12-24",6.255
"501","2008-12-26",6.345
"502","2008-12-29",6.295
"503","2008-12-30",6.47
"504","2008-12-31",6.6
"505","2009-01-02",6.6
"506","2009-01-05",6.585
"507","2009-01-06",6.675
"508","2009-01-07",6.58
"509","2009-01-08",6.695
"510","2009-01-09",6.01
"511","2009-01-12",5.345
"512","2009-01-13",5.795
"513","2009-01-14",5.57
"514","2009-01-15",5.385
"515","2009-01-16",5.29
"516","2009-01-20",4.325
"517","2009-01-21",4.745
"518","2009-01-22",4.72
"519","2009-01-23",4.425
"520","2009-01-26",4.435
"521","2009-01-27",5.325
"522","2009-01-28",5.815
"523","2009-01-29",5.785
"524","2009-01-30",4.995
"525","2009-02-02",5.395
"526","2009-02-03",5.43
"527","2009-02-04",5.415
"528","2009-02-05",5.525
"529","2009-02-06",5.975
"530","2009-02-09",5.955
"531","2009-02-10",5.075
"532","2009-02-11",4.9
"533","2009-02-12",4.62
"534","2009-02-13",4.585
"535","2009-02-17",4.515
"536","2009-02-18",4.555
"537","2009-02-19",4.4
"538","2009-02-20",4.335
"539","2009-02-23",4.01
"540","2009-02-24",4.77
"541","2009-02-25",4.325
"542","2009-02-26",4.045
"543","2009-02-27",4.13
"544","2009-03-02",3.88
"545","2009-03-03",3.78
"546","2009-03-04",3.92
"547","2009-03-05",3.63
"548","2009-03-06",3.39
"549","2009-03-09",3.585
"550","2009-03-10",4.16
"551","2009-03-11",3.375
"552","2009-03-12",4.675
"553","2009-03-13",4.96
"554","2009-03-16",5.075
"555","2009-03-17",5.075
"556","2009-03-18",5.075
"557","2009-03-19",4.905
"558","2009-03-20",4.5
"559","2009-03-23",4.81
"560","2009-03-24",4.21
"561","2009-03-25",4.8
"562","2009-03-26",5.245
"563","2009-03-27",4.46
"564","2009-03-30",4.275
"565","2009-03-31",4.665
"566","2009-04-01",5.01
"567","2009-04-02",5.485
"568","2009-04-03",5.98
"569","2009-04-06",5.795
"570","2009-04-07",5.5
"571","2009-04-08",5.825
"572","2009-04-09",6.24
"573","2009-04-13",6.225
"574","2009-04-14",5.87
"575","2009-04-15",6
"576","2009-04-16",6.015
"577","2009-04-17",6
"578","2009-04-20",5.32
"579","2009-04-21",5.85
"580","2009-04-22",5.75
"581","2009-04-23",5.175
"582","2009-04-24",5.48
"583","2009-04-27",5.265
"584","2009-04-28",5.235
"585","2009-04-29",5.6
"586","2009-04-30",5.35
"587","2009-05-01",5.785
"588","2009-05-04",5.91
"589","2009-05-05",5.695
"590","2009-05-06",5.405
"591","2009-05-07",5.205
"592","2009-05-08",5.74
"593","2009-05-11",5.75
"594","2009-05-12",5.765
"595","2009-05-13",5.655
"596","2009-05-14",5.79
"597","2009-05-15",5.71
"598","2009-05-18",5.91
"599","2009-05-19",5.805
"600","2009-05-20",5.99
"601","2009-05-21",6.2
"602","2009-05-22",6.115
"603","2009-05-26",6.675
"604","2009-05-27",6.455
"605","2009-05-28",6.725
"606","2009-05-29",7.1
"607","2009-06-01",6.985
"608","2009-06-02",6.93
"609","2009-06-03",6.925
"610","2009-06-04",7.1
"611","2009-06-05",7.065
"612","2009-06-08",6.97
"613","2009-06-09",6.69
"614","2009-06-10",6.66
"615","2009-06-11",6.615
"616","2009-06-12",7.12
"617","2009-06-15",6.445
"618","2009-06-16",6.345
"619","2009-06-17",6.79
"620","2009-06-18",7.05
"621","2009-06-19",6.84
"622","2009-06-22",6.84
"623","2009-06-23",6.895
"624","2009-06-24",6.915
"625","2009-06-25",6.75
"626","2009-06-26",6.965
"627","2009-06-29",6.825
"628","2009-06-30",6.915
"629","2009-07-01",7.155
"630","2009-07-02",7.135
"631","2009-07-06",7.175
"632","2009-07-07",6.885
"633","2009-07-08",6.955
"634","2009-07-09",7.125
"635","2009-07-10",7.23
"636","2009-07-13",7.57
"637","2009-07-14",7.56
"638","2009-07-15",7.545
"639","2009-07-16",7.78
"640","2009-07-17",7.67
"641","2009-07-20",7.85
"642","2009-07-21",8.375
"643","2009-07-22",8.42
"644","2009-07-23",8.3
"645","2009-07-24",8.19
"646","2009-07-27",7.83
"647","2009-07-28",8.12
"648","2009-07-29",8.17
"649","2009-07-30",8.215
"650","2009-07-31",8.185
"651","2009-08-03",7.965
"652","2009-08-04",7.975
"653","2009-08-05",6.86
"654","2009-08-06",6.88
"655","2009-08-07",6.725
"656","2009-08-10",6.67
"657","2009-08-11",7.075
"658","2009-08-12",7.585
"659","2009-08-13",7.095
"660","2009-08-14",7.245
"661","2009-08-17",7.32
"662","2009-08-18",7.305
"663","2009-08-19",7.33
"664","2009-08-20",7.18
"665","2009-08-21",7.54
"666","2009-08-24",7.43
"667","2009-08-25",7.455
"668","2009-08-26",7.36
"669","2009-08-27",7.165
"670","2009-08-28",7.14
"671","2009-08-31",7.03
"672","2009-09-01",7.005
"673","2009-09-02",7.33
"674","2009-09-03",7.415
"675","2009-09-04",7.52
"676","2009-09-08",7.1
"677","2009-09-09",7.31
"678","2009-09-10",7.5
"679","2009-09-11",7.5
"680","2009-09-14",7.55
"681","2009-09-15",7.52
"682","2009-09-16",7.495
"683","2009-09-17",7.165
"684","2009-09-18",7.335
"685","2009-09-21",7.175
"686","2009-09-22",7.295
"687","2009-09-23",7.24
"688","2009-09-24",7.14
"689","2009-09-25",7.195
"690","2009-09-28",7.42
"691","2009-09-29",7.53
"692","2009-09-30",7.51
"693","2009-10-01",7.305
"694","2009-10-02",7.295
"695","2009-10-05",7.38
"696","2009-10-06",7.385
"697","2009-10-07",7.38
"698","2009-10-08",7.21
"699","2009-10-09",7.275
"700","2009-10-12",7.3
"701","2009-10-13",6.95
"702","2009-10-14",7.14
"703","2009-10-15",6.995
"704","2009-10-16",6.925
"705","2009-10-19",7.01
"706","2009-10-20",6.985
"707","2009-10-21",7.12
"708","2009-10-22",7.105
"709","2009-10-23",6.89
"710","2009-10-26",6.73
"711","2009-10-27",6.645
"712","2009-10-28",6.365
"713","2009-10-29",6.615
"714","2009-10-30",7.31
"715","2009-11-02",7.4
"716","2009-11-03",7.18
"717","2009-11-04",7.255
"718","2009-11-05",7.45
"719","2009-11-06",7.42
"720","2009-11-09",7.45
"721","2009-11-10",7.41
"722","2009-11-11",7.785
"723","2009-11-12",7.615
"724","2009-11-13",7.835
"725","2009-11-16",7.75
"726","2009-11-17",7.75
"727","2009-11-18",7.985
"728","2009-11-19",7.775
"729","2009-11-20",7.995
"730","2009-11-23",8.315
"731","2009-11-24",7.995
"732","2009-11-25",7.67
"733","2009-11-27",7.505
"734","2009-11-30",7.395
"735","2009-12-01",7.93
"736","2009-12-02",7.72
"737","2009-12-03",7.535
"738","2009-12-04",7.91
"739","2009-12-07",7.9
"740","2009-12-08",7.89
"741","2009-12-09",7.95
"742","2009-12-10",7.74
"743","2009-12-11",7.95
"744","2009-12-14",8.06
"745","2009-12-15",7.805
"746","2009-12-16",8.035
"747","2009-12-17",7.93
"748","2009-12-18",7.78
"749","2009-12-21",7.825
"750","2009-12-22",7.745
"751","2009-12-23",7.84
"752","2009-12-24",7.88
"753","2009-12-28",7.875
"754","2009-12-29",7.84
"755","2009-12-30",7.895
"756","2009-12-31",7.835
"757","2010-01-04",7.91
"758","2010-01-05",7.8
"759","2010-01-06",7.735
"760","2010-01-07",7.75
"761","2010-01-08",7.96
"762","2010-01-11",8.01
"763","2010-01-12",7.845
"764","2010-01-13",7.89
"765","2010-01-14",7.94
"766","2010-01-15",7.85
"767","2010-01-19",7.81
"768","2010-01-20",7.59
"769","2010-01-21",7.625
"770","2010-01-22",7.65
"771","2010-01-25",7.635
"772","2010-01-26",7.54
"773","2010-01-27",7.725
"774","2010-01-28",7.625
"775","2010-01-29",7.725
"776","2010-02-01",7.675
"777","2010-02-02",7.62
"778","2010-02-03",7.645
"779","2010-02-04",7.625
"780","2010-02-05",7.675
"781","2010-02-08",7.61
"782","2010-02-09",7.745
"783","2010-02-10",7.625
"784","2010-02-11",7.9
"785","2010-02-12",7.77
"786","2010-02-16",7.9
"787","2010-02-17",7.895
"788","2010-02-18",8.17
"789","2010-02-19",8.465
"790","2010-02-22",8.705
"791","2010-02-23",9.01
"792","2010-02-24",9.125
"793","2010-02-25",9.04
"794","2010-02-26",9.025
"795","2010-03-01",9.16
"796","2010-03-02",9.185
"797","2010-03-03",9.3
"798","2010-03-04",9.39
"799","2010-03-05",9.625
"800","2010-03-08",10.03
"801","2010-03-09",9.675
"802","2010-03-10",9.625
"803","2010-03-11",9.765
"804","2010-03-12",9.78
"805","2010-03-15",9.705
"806","2010-03-16",9.795
"807","2010-03-17",9.745
"808","2010-03-18",9.765
"809","2010-03-19",9.89
"810","2010-03-22",10.02
"811","2010-03-23",10.09
"812","2010-03-24",10.06
"813","2010-03-25",9.7
"814","2010-03-26",9.715
"815","2010-03-29",9.71
"816","2010-03-30",9.81
"817","2010-03-31",9.495
"818","2010-04-01",9.615
"819","2010-04-05",9.98
"820","2010-04-06",9.955
"821","2010-04-07",10.15
"822","2010-04-08",10.055
"823","2010-04-09",10.12
"824","2010-04-12",9.98
"825","2010-04-13",9.905
"826","2010-04-14",10.15
"827","2010-04-15",10.16
"828","2010-04-16",10.125
"829","2010-04-19",10.105
"830","2010-04-20",10.29
"831","2010-04-21",10.225
"832","2010-04-22",10.6
"833","2010-04-23",10.5
"834","2010-04-26",10.625
"835","2010-04-27",11.47
"836","2010-04-28",12.615
"837","2010-04-29",12.75
"838","2010-04-30",12.675
"839","2010-05-03",12.79
"840","2010-05-04",12.39
"841","2010-05-05",12.225
"842","2010-05-06",11.415
"843","2010-05-07",10.895
"844","2010-05-10",11.47
"845","2010-05-11",11.58
"846","2010-05-12",12.44
"847","2010-05-13",12.38
"848","2010-05-14",11.855
"849","2010-05-17",12.01
"850","2010-05-18",11.625
"851","2010-05-19",11.265
"852","2010-05-20",10.73
"853","2010-05-21",11.41
"854","2010-05-24",11.41
"855","2010-05-25",11.125
"856","2010-05-26",11.41
"857","2010-05-27",11.62
"858","2010-05-28",11.32
"859","2010-06-01",11.01
"860","2010-06-02",11.32
"861","2010-06-03",11.465
"862","2010-06-04",10.525
"863","2010-06-07",10.33
"864","2010-06-08",9.88
"865","2010-06-09",9.72
"866","2010-06-10",10.405
"867","2010-06-11",11
"868","2010-06-14",11.08
"869","2010-06-15",11.49
"870","2010-06-16",11.34
"871","2010-06-17",11.47
"872","2010-06-18",11.745
"873","2010-06-21",11.355
"874","2010-06-22",11.145
"875","2010-06-23",10.88
"876","2010-06-24",10.805
"877","2010-06-25",10.575
"878","2010-06-28",10.765
"879","2010-06-29",10.16
"880","2010-06-30",10.165
"881","2010-07-01",10.19
"882","2010-07-02",10.025
"883","2010-07-06",9.02
"884","2010-07-07",9.315
"885","2010-07-08",9.44
"886","2010-07-09",9.95
"887","2010-07-12",9.825
"888","2010-07-13",10.275
"889","2010-07-14",10.24
"890","2010-07-15",10.275
"891","2010-07-16",9.59
"892","2010-07-19",9.77
"893","2010-07-20",10.155
"894","2010-07-21",9.785
"895","2010-07-22",10.27
"896","2010-07-23",10.82
"897","2010-07-26",11.41
"898","2010-07-27",11.23
"899","2010-07-28",11.055
"900","2010-07-29",11.4
"901","2010-07-30",11.67
"902","2010-08-02",11.755
"903","2010-08-03",11.73
"904","2010-08-04",12.01
"905","2010-08-05",11.83
"906","2010-08-06",11.925
"907","2010-08-09",12.455
"908","2010-08-10",12.065
"909","2010-08-11",11.675
"910","2010-08-12",11.345
"911","2010-08-13",11.1
"912","2010-08-16",11.495
"913","2010-08-17",11.995
"914","2010-08-18",12.285
"915","2010-08-19",11.6
"916","2010-08-20",11.44
"917","2010-08-23",11.005
"918","2010-08-24",11.005
"919","2010-08-25",11.445
"920","2010-08-26",11.275
"921","2010-08-27",11.885
"922","2010-08-30",11.28
"923","2010-08-31",11.725
"924","2010-09-01",12.13
"925","2010-09-02",12.295
"926","2010-09-03",12.57
"927","2010-09-07",12.34
"928","2010-09-08",12.495
"929","2010-09-09",12.585
"930","2010-09-10",12.4
"931","2010-09-13",13.055
"932","2010-09-14",13.225
"933","2010-09-15",13.28
"934","2010-09-16",12.97
"935","2010-09-17",12.74
"936","2010-09-20",13.03
"937","2010-09-21",13.27
"938","2010-09-22",13.255
"939","2010-09-23",13.28
"940","2010-09-24",14.27
"941","2010-09-27",14.675
"942","2010-09-28",14.395
"943","2010-09-29",14.95
"944","2010-09-30",15.41
"945","2010-10-01",15.22
"946","2010-10-04",14.34
"947","2010-10-05",15.165
"948","2010-10-06",15.18
"949","2010-10-07",14.88
"950","2010-10-08",15.26
"951","2010-10-11",15.35
"952","2010-10-12",15.685
"953","2010-10-13",15.93
"954","2010-10-14",16.065001
"955","2010-10-15",16.035
"956","2010-10-18",16.09
"957","2010-10-19",15.665
"958","2010-10-20",16.33
"959","2010-10-21",17.33
"960","2010-10-22",16.99
"961","2010-10-25",17.610001
"962","2010-10-26",17.305
"963","2010-10-27",17.415001
"964","2010-10-28",18.254999
"965","2010-10-29",18.245001
"966","2010-11-01",18.605
"967","2010-11-02",19.1
"968","2010-11-03",20.065001
"969","2010-11-04",20.795
"970","2010-11-05",20.805
"971","2010-11-08",21.045
"972","2010-11-09",18.555
"973","2010-11-10",20.145
"974","2010-11-11",20.295
"975","2010-11-12",18.969999
"976","2010-11-15",18.559999
"977","2010-11-16",17.645
"978","2010-11-17",17.125
"979","2010-11-18",17.639999
"980","2010-11-19",17.610001
"981","2010-11-22",18.34
"982","2010-11-23",18.08
"983","2010-11-24",18.51
"984","2010-11-26",18.67
"985","2010-11-29",19.459999
"986","2010-11-30",19.754999
"987","2010-12-01",20.445
"988","2010-12-02",20.995001
"989","2010-12-03",22.125
"990","2010-12-06",23.389999
"991","2010-12-07",23.33
"992","2010-12-08",22.58
"993","2010-12-09",22.985001
"994","2010-12-10",22.23
"995","2010-12-13",19.715
"996","2010-12-14",19.365
"997","2010-12-15",18.559999
"998","2010-12-16",19.809999
"999","2010-12-17",18.879999
"1000","2010-12-20",18.785
