"","date","RPD"
"1","2015-07-17",25.280001
"2","2015-07-20",23.1
"3","2015-07-21",22.940001
"4","2015-07-22",23.950001
"5","2015-07-23",24.1
"6","2015-07-24",24
"7","2015-07-27",23.700001
"8","2015-07-28",25.02
"9","2015-07-29",23.35
"10","2015-07-30",23.85
"11","2015-07-31",22.98
"12","2015-08-03",20.43
"13","2015-08-04",19.799999
"14","2015-08-05",21.190001
"15","2015-08-06",19.9
"16","2015-08-07",20.950001
"17","2015-08-10",22.09
"18","2015-08-11",21.6
"19","2015-08-12",20.92
"20","2015-08-13",21.48
"21","2015-08-14",21.959999
"22","2015-08-17",22.91
"23","2015-08-18",24.379999
"24","2015-08-19",24.719999
"25","2015-08-20",23.76
"26","2015-08-21",21.110001
"27","2015-08-24",20.49
"28","2015-08-25",20.860001
"29","2015-08-26",22.360001
"30","2015-08-27",21.76
"31","2015-08-28",21.629999
"32","2015-08-31",21.09
"33","2015-09-01",20.27
"34","2015-09-02",20.82
"35","2015-09-03",20.379999
"36","2015-09-04",19.959999
"37","2015-09-08",20.43
"38","2015-09-09",20.280001
"39","2015-09-10",21.049999
"40","2015-09-11",20.59
"41","2015-09-14",20.309999
"42","2015-09-15",20.5
"43","2015-09-16",20.67
"44","2015-09-17",21.73
"45","2015-09-18",22.51
"46","2015-09-21",25.01
"47","2015-09-22",24.67
"48","2015-09-23",24.629999
"49","2015-09-24",24.65
"50","2015-09-25",24.33
"51","2015-09-28",23.5
"52","2015-09-29",23.360001
"53","2015-09-30",22.75
"54","2015-10-01",22.26
"55","2015-10-02",22.209999
"56","2015-10-05",21.24
"57","2015-10-06",21.07
"58","2015-10-07",22.26
"59","2015-10-08",23.280001
"60","2015-10-09",23.58
"61","2015-10-12",23.27
"62","2015-10-13",23.01
"63","2015-10-14",20.58
"64","2015-10-15",20.75
"65","2015-10-16",20.99
"66","2015-10-19",20.83
"67","2015-10-20",20.73
"68","2015-10-21",18.26
"69","2015-10-22",18.719999
"70","2015-10-23",18.690001
"71","2015-10-26",18.74
"72","2015-10-27",18.690001
"73","2015-10-28",20.360001
"74","2015-10-29",20.5
"75","2015-10-30",20.559999
"76","2015-11-02",21.15
"77","2015-11-03",21.75
"78","2015-11-04",21.98
"79","2015-11-05",20.870001
"80","2015-11-06",21.48
"81","2015-11-09",21.059999
"82","2015-11-10",21.049999
"83","2015-11-11",21.08
"84","2015-11-12",20.9
"85","2015-11-13",19.969999
"86","2015-11-16",20.209999
"87","2015-11-17",20.700001
"88","2015-11-18",20.309999
"89","2015-11-19",19.200001
"90","2015-11-20",18.51
"91","2015-11-23",18.17
"92","2015-11-24",17.51
"93","2015-11-25",17.27
"94","2015-11-27",17.129999
"95","2015-11-30",17.129999
"96","2015-12-01",16.950001
"97","2015-12-02",17.01
"98","2015-12-03",16.639999
"99","2015-12-04",16.15
"100","2015-12-07",16.17
"101","2015-12-08",15.91
"102","2015-12-09",15.27
"103","2015-12-10",15.59
"104","2015-12-11",15.31
"105","2015-12-14",15.19
"106","2015-12-15",15.98
"107","2015-12-16",16.91
"108","2015-12-17",17.32
"109","2015-12-18",16.27
"110","2015-12-21",15.67
"111","2015-12-22",15.83
"112","2015-12-23",15.49
"113","2015-12-24",15.44
"114","2015-12-28",15.39
"115","2015-12-29",14.99
"116","2015-12-30",14.97
"117","2015-12-31",15.13
"118","2016-01-04",14.53
"119","2016-01-05",14.46
"120","2016-01-06",15.15
"121","2016-01-07",14.88
"122","2016-01-08",14.24
"123","2016-01-11",14.04
"124","2016-01-12",14.64
"125","2016-01-13",14.87
"126","2016-01-14",15.92
"127","2016-01-15",15.79
"128","2016-01-19",14.26
"129","2016-01-20",12.92
"130","2016-01-21",12.68
"131","2016-01-22",13.83
"132","2016-01-25",12.59
"133","2016-01-26",12.23
"134","2016-01-27",12.16
"135","2016-01-28",12.57
"136","2016-01-29",13.1
"137","2016-02-01",13.31
"138","2016-02-02",12.98
"139","2016-02-03",12.68
"140","2016-02-04",12.79
"141","2016-02-05",10.99
"142","2016-02-08",10.15
"143","2016-02-09",9.46
"144","2016-02-10",9.98
"145","2016-02-11",10.76
"146","2016-02-12",11.34
"147","2016-02-16",11.17
"148","2016-02-17",11.8
"149","2016-02-18",12.2
"150","2016-02-19",12.7
"151","2016-02-22",12.36
"152","2016-02-23",12.18
"153","2016-02-24",13.22
"154","2016-02-25",13.38
"155","2016-02-26",13.73
"156","2016-02-29",13.29
"157","2016-03-01",13.37
"158","2016-03-02",13.97
"159","2016-03-03",14.21
"160","2016-03-04",14.78
"161","2016-03-07",15.54
"162","2016-03-08",15.14
"163","2016-03-09",14.37
"164","2016-03-10",13.82
"165","2016-03-11",14.44
"166","2016-03-14",14.49
"167","2016-03-15",12.8
"168","2016-03-16",12.47
"169","2016-03-17",12.82
"170","2016-03-18",12.67
"171","2016-03-21",13.26
"172","2016-03-22",13.13
"173","2016-03-23",12.65
"174","2016-03-24",12.59
"175","2016-03-28",12.97
"176","2016-03-29",12.89
"177","2016-03-30",13.36
"178","2016-03-31",13.07
"179","2016-04-01",13.95
"180","2016-04-04",13.46
"181","2016-04-05",12.76
"182","2016-04-06",12.98
"183","2016-04-07",12.67
"184","2016-04-08",12.71
"185","2016-04-11",12.9
"186","2016-04-12",12.82
"187","2016-04-13",13.35
"188","2016-04-14",13.06
"189","2016-04-15",12.94
"190","2016-04-18",13.21
"191","2016-04-19",12.55
"192","2016-04-20",11.73
"193","2016-04-21",11.71
"194","2016-04-22",12.32
"195","2016-04-25",12.44
"196","2016-04-26",12.53
"197","2016-04-27",12.51
"198","2016-04-28",12.47
"199","2016-04-29",12.52
"200","2016-05-02",12.58
"201","2016-05-03",12.37
"202","2016-05-04",11.8
"203","2016-05-05",11.67
"204","2016-05-06",11.4
"205","2016-05-09",11.9
"206","2016-05-10",11.84
"207","2016-05-11",11.42
"208","2016-05-12",11.31
"209","2016-05-13",11.3
"210","2016-05-16",11.53
"211","2016-05-17",11.14
"212","2016-05-18",11.49
"213","2016-05-19",11.38
"214","2016-05-20",11.58
"215","2016-05-23",11.88
"216","2016-05-24",12.22
"217","2016-05-25",12.11
"218","2016-05-26",12.52
"219","2016-05-27",12.55
"220","2016-05-31",12.85
"221","2016-06-01",13.59
"222","2016-06-02",13.76
"223","2016-06-03",13.14
"224","2016-06-06",13.91
"225","2016-06-07",14.09
"226","2016-06-08",14.39
"227","2016-06-09",14.63
"228","2016-06-10",14.49
"229","2016-06-13",14.51
"230","2016-06-14",14.03
"231","2016-06-15",12.73
"232","2016-06-16",13.48
"233","2016-06-17",12.97
"234","2016-06-20",13.43
"235","2016-06-21",13.47
"236","2016-06-22",13.27
"237","2016-06-23",13.65
"238","2016-06-24",13.01
"239","2016-06-27",12.14
"240","2016-06-28",12.21
"241","2016-06-29",12.34
"242","2016-06-30",12.58
"243","2016-07-01",12.6
"244","2016-07-05",11.76
"245","2016-07-06",11.92
"246","2016-07-07",12.01
"247","2016-07-08",12.46
"248","2016-07-11",12.45
"249","2016-07-12",12.55
"250","2016-07-13",12.75
"251","2016-07-14",12.63
"252","2016-07-15",12.86
"253","2016-07-18",12.82
"254","2016-07-19",12.76
"255","2016-07-20",13.37
"256","2016-07-21",12.94
"257","2016-07-22",13.54
"258","2016-07-25",13.88
"259","2016-07-26",13.98
"260","2016-07-27",14.19
"261","2016-07-28",13.99
"262","2016-07-29",13.98
"263","2016-08-01",14.01
"264","2016-08-02",13.95
"265","2016-08-03",14.22
"266","2016-08-04",14.04
"267","2016-08-05",14.39
"268","2016-08-08",13.96
"269","2016-08-09",15.65
"270","2016-08-10",15.55
"271","2016-08-11",15.64
"272","2016-08-12",15.66
"273","2016-08-15",15.98
"274","2016-08-16",16.379999
"275","2016-08-17",16.27
"276","2016-08-18",17.129999
"277","2016-08-19",18.48
"278","2016-08-22",18.059999
"279","2016-08-23",18.610001
"280","2016-08-24",18.049999
"281","2016-08-25",18.620001
"282","2016-08-26",18.75
"283","2016-08-29",19.02
"284","2016-08-30",19.219999
"285","2016-08-31",17.969999
"286","2016-09-01",17.5
"287","2016-09-02",17.959999
"288","2016-09-06",18.34
"289","2016-09-07",18.33
"290","2016-09-08",18.01
"291","2016-09-09",16.92
"292","2016-09-12",16.700001
"293","2016-09-13",16.32
"294","2016-09-14",16.58
"295","2016-09-15",16.35
"296","2016-09-16",16.530001
"297","2016-09-19",16.549999
"298","2016-09-20",16.59
"299","2016-09-21",17.559999
"300","2016-09-22",17.450001
"301","2016-09-23",17.549999
"302","2016-09-26",16.799999
"303","2016-09-27",17.35
"304","2016-09-28",17.5
"305","2016-09-29",17.200001
"306","2016-09-30",17.65
"307","2016-10-03",17.59
"308","2016-10-04",18.129999
"309","2016-10-05",17.82
"310","2016-10-06",17.059999
"311","2016-10-07",16.620001
"312","2016-10-10",16.67
"313","2016-10-11",16.02
"314","2016-10-12",15.62
"315","2016-10-13",15.42
"316","2016-10-14",16.110001
"317","2016-10-17",15
"318","2016-10-18",15.2
"319","2016-10-19",15.11
"320","2016-10-20",15.06
"321","2016-10-21",15.47
"322","2016-10-24",15.37
"323","2016-10-25",15.06
"324","2016-10-26",14.73
"325","2016-10-27",14.56
"326","2016-10-28",14.26
"327","2016-10-31",14.33
"328","2016-11-01",14.07
"329","2016-11-02",13.59
"330","2016-11-03",13.77
"331","2016-11-04",13.37
"332","2016-11-07",13.83
"333","2016-11-08",14.03
"334","2016-11-09",14.23
"335","2016-11-10",11.7
"336","2016-11-11",11.51
"337","2016-11-14",11.86
"338","2016-11-15",11.87
"339","2016-11-16",11.75
"340","2016-11-17",11.55
"341","2016-11-18",11.56
"342","2016-11-21",11.85
"343","2016-11-22",11.6
"344","2016-11-23",11.92
"345","2016-11-25",12.02
"346","2016-11-28",11.98
"347","2016-11-29",11.76
"348","2016-11-30",11.6
"349","2016-12-01",11.5
"350","2016-12-02",11.77
"351","2016-12-05",12.29
"352","2016-12-06",12.56
"353","2016-12-07",13.23
"354","2016-12-08",13.47
"355","2016-12-09",12.99
"356","2016-12-12",12.47
"357","2016-12-13",12.5
"358","2016-12-14",12.47
"359","2016-12-15",12.44
"360","2016-12-16",12.49
"361","2016-12-19",12.52
"362","2016-12-20",12.51
"363","2016-12-21",12.26
"364","2016-12-22",12.01
"365","2016-12-23",12.14
"366","2016-12-27",12.32
"367","2016-12-28",12.1
"368","2016-12-29",12.29
"369","2016-12-30",12.17
"370","2017-01-03",12.35
"371","2017-01-04",12.51
"372","2017-01-05",12.59
"373","2017-01-06",12.54
"374","2017-01-09",12.56
"375","2017-01-10",12.76
"376","2017-01-11",12.74
"377","2017-01-12",12.75
"378","2017-01-13",13.11
"379","2017-01-17",12.74
"380","2017-01-18",12.66
"381","2017-01-19",12.66
"382","2017-01-20",12.79
"383","2017-01-23",12.85
"384","2017-01-24",12.79
"385","2017-01-25",12.74
"386","2017-01-26",12.69
"387","2017-01-27",12.69
"388","2017-01-30",12.37
"389","2017-01-31",12.47
"390","2017-02-01",12.61
"391","2017-02-02",12.74
"392","2017-02-03",12.84
"393","2017-02-06",12.8
"394","2017-02-07",12.8
"395","2017-02-08",12.77
"396","2017-02-09",12.56
"397","2017-02-10",14.15
"398","2017-02-13",14.52
"399","2017-02-14",15.36
"400","2017-02-15",15.07
"401","2017-02-16",14.76
"402","2017-02-17",15.16
"403","2017-02-21",15.73
"404","2017-02-22",15.77
"405","2017-02-23",15.54
"406","2017-02-24",15.41
"407","2017-02-27",15.7
"408","2017-02-28",15.15
"409","2017-03-01",15.12
"410","2017-03-02",14.76
"411","2017-03-03",14.54
"412","2017-03-06",14.49
"413","2017-03-07",14.97
"414","2017-03-08",15.18
"415","2017-03-09",14.64
"416","2017-03-10",14.95
"417","2017-03-13",15.2
"418","2017-03-14",14.94
"419","2017-03-15",15.05
"420","2017-03-16",15.25
"421","2017-03-17",14.96
"422","2017-03-20",14.98
"423","2017-03-21",14.24
"424","2017-03-22",14.11
"425","2017-03-23",14.42
"426","2017-03-24",14.45
"427","2017-03-27",14.38
"428","2017-03-28",14.5
"429","2017-03-29",14.85
"430","2017-03-30",15.01
"431","2017-03-31",14.98
"432","2017-04-03",14.63
"433","2017-04-04",14.84
"434","2017-04-05",14.54
"435","2017-04-06",14.84
"436","2017-04-07",15
"437","2017-04-10",14.98
"438","2017-04-11",16.43
"439","2017-04-12",16.200001
"440","2017-04-13",16.299999
"441","2017-04-17",16.780001
"442","2017-04-18",16.690001
"443","2017-04-19",17.139999
"444","2017-04-20",17.26
"445","2017-04-21",16.98
"446","2017-04-24",17.190001
"447","2017-04-25",16.959999
"448","2017-04-26",17
"449","2017-04-27",17.02
"450","2017-04-28",16.950001
"451","2017-05-01",16.99
"452","2017-05-02",16.93
"453","2017-05-03",16.85
"454","2017-05-04",16.67
"455","2017-05-05",17.24
"456","2017-05-08",17.889999
"457","2017-05-09",17.99
"458","2017-05-10",18.74
"459","2017-05-11",18.34
"460","2017-05-12",18.190001
"461","2017-05-15",18.59
"462","2017-05-16",18.59
"463","2017-05-17",18.059999
"464","2017-05-18",18.15
"465","2017-05-19",17.84
"466","2017-05-22",18.040001
"467","2017-05-23",18.18
"468","2017-05-24",17.84
"469","2017-05-25",17.879999
"470","2017-05-26",17.82
"471","2017-05-30",18.01
"472","2017-05-31",18.360001
"473","2017-06-01",19.030001
"474","2017-06-02",19.049999
"475","2017-06-05",19
"476","2017-06-06",19.02
"477","2017-06-07",18
"478","2017-06-08",17.860001
"479","2017-06-09",17.08
"480","2017-06-12",17.049999
"481","2017-06-13",17.049999
"482","2017-06-14",16.93
"483","2017-06-15",16.92
"484","2017-06-16",17.030001
"485","2017-06-19",17.41
"486","2017-06-20",17.129999
"487","2017-06-21",17.07
"488","2017-06-22",17.32
"489","2017-06-23",17.57
"490","2017-06-26",17.280001
"491","2017-06-27",16.969999
"492","2017-06-28",17.379999
"493","2017-06-29",16.709999
"494","2017-06-30",16.83
