"","date","GNK"
"84","2014-11-10",158
"85","2014-11-11",158
"86","2014-11-12",158
"87","2014-11-13",157
"88","2014-11-14",157
"89","2014-11-17",157
"90","2014-11-18",157
"91","2014-11-19",156
"92","2014-11-20",156
"93","2014-11-21",156
"94","2014-11-24",154
"95","2014-11-25",154
"96","2014-11-26",153
"97","2014-11-28",153
"98","2014-12-01",153.199997
"99","2014-12-02",150
"100","2014-12-03",149
"101","2014-12-04",147.5
"102","2014-12-05",145.5
"103","2014-12-08",144
"104","2014-12-09",142.5
"105","2014-12-10",142.5
"106","2014-12-11",140
"107","2014-12-12",140
"108","2014-12-15",138.5
"109","2014-12-16",138.5
"110","2014-12-17",132.5
"111","2014-12-18",132.5
"112","2014-12-19",130
"113","2014-12-22",128.5
"114","2014-12-23",128.5
"115","2014-12-24",128.5
"116","2014-12-26",128.5
"117","2014-12-29",128.5
"118","2014-12-30",130
"119","2014-12-31",135
"120","2015-01-02",135
"121","2015-01-05",132
"122","2015-01-06",128
"123","2015-01-07",128
"124","2015-01-08",127.5
"125","2015-01-09",127.5
"126","2015-01-12",127.5
"127","2015-01-13",127.5
"128","2015-01-14",127
"129","2015-01-15",126
"130","2015-01-16",126
"131","2015-01-20",126
"132","2015-01-21",125
"133","2015-01-22",124
"134","2015-01-23",124
"135","2015-01-26",123.199997
"136","2015-01-27",123.199997
"137","2015-01-28",120
"138","2015-01-29",117.5
"139","2015-01-30",116
"140","2015-02-02",116
"141","2015-02-03",116
"142","2015-02-04",116
"143","2015-02-05",113
"144","2015-02-06",112.5
"145","2015-02-09",112.5
"146","2015-02-10",112.5
"147","2015-02-11",110
"148","2015-02-12",110
"149","2015-02-13",106
"150","2015-02-17",105.5
"151","2015-02-18",102.5
"152","2015-02-19",101.5
"153","2015-02-20",101.5
"154","2015-02-23",97.5
"155","2015-02-24",97.5
"156","2015-02-25",96.5
"157","2015-02-26",97.5
"158","2015-02-27",99.5
"159","2015-03-02",98
"160","2015-03-03",97.5
"161","2015-03-04",97
"162","2015-03-05",97.5
"163","2015-03-06",97.5
"164","2015-03-09",97.5
"165","2015-03-10",94.5
"166","2015-03-11",94.5
"167","2015-03-12",94.5
"168","2015-03-13",94.5
"169","2015-03-16",90
"170","2015-03-17",88.5
"171","2015-03-18",88.5
"172","2015-03-19",88
"173","2015-03-20",88
"174","2015-03-23",88
"175","2015-03-24",88.5
"176","2015-03-25",88.5
"177","2015-03-26",88.5
"178","2015-03-27",88.5
"179","2015-03-30",88.5
"180","2015-03-31",87
"181","2015-04-01",87
"182","2015-04-02",80
"183","2015-04-06",74
"184","2015-04-07",74
"185","2015-04-08",70
"186","2015-04-09",67.5
"187","2015-04-10",67
"188","2015-04-13",67.900002
"189","2015-04-14",67.699997
"190","2015-04-15",67
"191","2015-04-16",67
"192","2015-04-17",70
"193","2015-04-20",70.5
"194","2015-04-21",70.5
"195","2015-04-22",71
"196","2015-04-23",71.5
"197","2015-04-24",71
"198","2015-04-27",70.699997
"199","2015-04-28",70.5
"200","2015-04-29",69
"201","2015-04-30",69.5
"202","2015-05-01",69
"203","2015-05-04",69
"204","2015-05-05",68.5
"205","2015-05-06",68.5
"206","2015-05-07",70
"207","2015-05-08",68.5
"208","2015-05-11",69.5
"209","2015-05-12",70
"210","2015-05-13",69.5
"211","2015-05-14",71
"212","2015-05-15",71
"213","2015-05-18",70.5
"214","2015-05-19",69
"215","2015-05-20",69.5
"216","2015-05-21",69
"217","2015-05-22",70.5
"218","2015-05-26",70.900002
"219","2015-05-27",72
"220","2015-05-28",71.5
"221","2015-05-29",71.800003
"222","2015-06-01",71.400002
"223","2015-06-02",71.800003
"224","2015-06-03",72.300003
"225","2015-06-04",71.400002
"226","2015-06-05",71.5
"227","2015-06-08",71.5
"228","2015-06-09",71.5
"229","2015-06-10",71
"230","2015-06-11",71
"231","2015-06-12",71
"232","2015-06-15",71
"233","2015-06-16",71
"234","2015-06-17",72
"235","2015-06-18",72
"236","2015-06-19",71.5
"237","2015-06-22",71.699997
"238","2015-06-23",72
"239","2015-06-24",73.199997
"240","2015-06-25",72.800003
"241","2015-06-26",72.5
"242","2015-06-29",72.5
"243","2015-06-30",72
"244","2015-07-01",72.5
"245","2015-07-02",72.5
"246","2015-07-06",72.5
"247","2015-07-07",70.5
"248","2015-07-08",69.199997
"249","2015-07-09",68.5
"250","2015-07-10",70
"251","2015-07-13",70
"252","2015-07-14",69.699997
"253","2015-07-15",71.5
"254","2015-07-16",72
"255","2015-07-17",73
"256","2015-07-20",74.5
"257","2015-07-21",75.199997
"258","2015-07-22",75.400002
"259","2015-07-23",75.199997
"260","2015-07-24",71.099998
"261","2015-07-27",72.5
"262","2015-07-28",71.099998
"263","2015-07-29",71.5
"264","2015-07-30",71.400002
"265","2015-07-31",72.699997
"266","2015-08-03",71.800003
"267","2015-08-04",71.5
"268","2015-08-05",73.900002
"269","2015-08-06",74.300003
"270","2015-08-07",71.900002
"271","2015-08-10",72.400002
"272","2015-08-11",71.5
"273","2015-08-12",69.900002
"274","2015-08-13",69.5
"275","2015-08-14",69.400002
"276","2015-08-17",66.900002
"277","2015-08-18",63
"278","2015-08-19",59.799999
"279","2015-08-20",61.299999
"280","2015-08-21",59
"281","2015-08-24",56
"282","2015-08-25",53.799999
"283","2015-08-26",54.400002
"284","2015-08-27",54.299999
"285","2015-08-28",55.099998
"286","2015-08-31",56.299999
"287","2015-09-01",55.5
"288","2015-09-02",55.700001
"289","2015-09-03",55
"290","2015-09-04",55
"291","2015-09-08",52
"292","2015-09-09",52.700001
"293","2015-09-10",51.599998
"294","2015-09-11",49.099998
"295","2015-09-14",48.900002
"296","2015-09-15",47.5
"297","2015-09-16",47.799999
"298","2015-09-17",47.599998
"299","2015-09-18",47.5
"300","2015-09-21",47.400002
"301","2015-09-22",47.099998
"302","2015-09-23",44.799999
"303","2015-09-24",45.700001
"304","2015-09-25",43.700001
"305","2015-09-28",39.5
"306","2015-09-29",39.099998
"307","2015-09-30",39.099998
"308","2015-10-01",36.900002
"309","2015-10-02",35.299999
"310","2015-10-05",37
"311","2015-10-06",35.700001
"312","2015-10-07",34.900002
"313","2015-10-08",34.700001
"314","2015-10-09",35
"315","2015-10-12",33.400002
"316","2015-10-13",32.5
"317","2015-10-14",34.5
"318","2015-10-15",34.299999
"319","2015-10-16",33
"320","2015-10-19",32.200001
"321","2015-10-20",31.6
"322","2015-10-21",31.1
"323","2015-10-22",29.799999
"324","2015-10-23",28.9
"325","2015-10-26",26.6
"326","2015-10-27",24.4
"327","2015-10-28",25.5
"328","2015-10-29",24.6
"329","2015-10-30",24
"330","2015-11-02",24.6
"331","2015-11-03",24.1
"332","2015-11-04",21.6
"333","2015-11-05",19.9
"334","2015-11-06",19.5
"335","2015-11-09",17.6
"336","2015-11-10",16.1
"337","2015-11-11",16.6
"338","2015-11-12",17.1
"339","2015-11-13",16.6
"340","2015-11-16",18.299999
"341","2015-11-17",21.299999
"342","2015-11-18",19
"343","2015-11-19",17.299999
"344","2015-11-20",16.6
"345","2015-11-23",16.1
"346","2015-11-24",16.5
"347","2015-11-25",16.700001
"348","2015-11-27",16.9
"349","2015-11-30",15.8
"350","2015-12-01",16.700001
"351","2015-12-02",16.200001
"352","2015-12-03",16.9
"353","2015-12-04",16.299999
"354","2015-12-07",16
"355","2015-12-08",15.7
"356","2015-12-09",16.200001
"357","2015-12-10",16.200001
"358","2015-12-11",15.6
"359","2015-12-14",14.9
"360","2015-12-15",14.4
"361","2015-12-16",13.1
"362","2015-12-17",11.8
"363","2015-12-18",11.5
"364","2015-12-21",11.4
"365","2015-12-22",11.7
"366","2015-12-23",12.1
"367","2015-12-24",15.3
"368","2015-12-28",14.5
"369","2015-12-29",14.1
"370","2015-12-30",14.1
"371","2015-12-31",14.9
"372","2016-01-04",14.9
"373","2016-01-05",15.3
"374","2016-01-06",14
"375","2016-01-07",11.8
"376","2016-01-08",12.6
"377","2016-01-11",11.9
"378","2016-01-12",11.3
"379","2016-01-13",10.6
"380","2016-01-14",11
"381","2016-01-15",10.1
"382","2016-01-19",10.3
"383","2016-01-20",11.5
"384","2016-01-21",12.1
"385","2016-01-22",12
"386","2016-01-25",11.4
"387","2016-01-26",9.94
"388","2016-01-27",10
"389","2016-01-28",10.1
"390","2016-01-29",10.1
"391","2016-02-01",9.9
"392","2016-02-02",9.36
"393","2016-02-03",9.34
"394","2016-02-04",8.86
"395","2016-02-05",8.5
"396","2016-02-08",7.3
"397","2016-02-09",5.9
"398","2016-02-10",4.9
"399","2016-02-11",4.99
"400","2016-02-12",4.71
"401","2016-02-16",4.93
"402","2016-02-17",5.19
"403","2016-02-18",5.05
"404","2016-02-19",5.01
"405","2016-02-22",5.1
"406","2016-02-23",5.1
"407","2016-02-24",5.09
"408","2016-02-25",5
"409","2016-02-26",6
"410","2016-02-29",7.02
"411","2016-03-01",6.31
"412","2016-03-02",6.5
"413","2016-03-03",6.84
"414","2016-03-04",8
"415","2016-03-07",12.2
"416","2016-03-08",11.6
"417","2016-03-09",10
"418","2016-03-10",9.4
"419","2016-03-11",8.39
"420","2016-03-14",8.75
"421","2016-03-15",8.12
"422","2016-03-16",7.88
"423","2016-03-17",7.22
"424","2016-03-18",7
"425","2016-03-21",7
"426","2016-03-22",6.52
"427","2016-03-23",6.28
"428","2016-03-24",6.07
"429","2016-03-28",5.9
"430","2016-03-29",5.7
"431","2016-03-30",6.18
"432","2016-03-31",6.4
"433","2016-04-01",5.82
"434","2016-04-04",5.26
"435","2016-04-05",5.6
"436","2016-04-06",5.34
"437","2016-04-07",5.6
"438","2016-04-08",5.6
"439","2016-04-11",5.99
"440","2016-04-12",5.95
"441","2016-04-13",5.85
"442","2016-04-14",6.1
"443","2016-04-15",6.41
"444","2016-04-18",7.1
"445","2016-04-19",6.85
"446","2016-04-20",7
"447","2016-04-21",6.87
"448","2016-04-22",6.8
"449","2016-04-25",7.3
"450","2016-04-26",7
"451","2016-04-27",7.4
"452","2016-04-28",9
"453","2016-04-29",10.3
"454","2016-05-02",8.5
"455","2016-05-03",7.79
"456","2016-05-04",7.84
"457","2016-05-05",7.8
"458","2016-05-06",7.7
"459","2016-05-09",6.54
"460","2016-05-10",6
"461","2016-05-11",5.9
"462","2016-05-12",5.5
"463","2016-05-13",5
"464","2016-05-16",4.9
"465","2016-05-17",5.25
"466","2016-05-18",5.1
"467","2016-05-19",5.2
"468","2016-05-20",4.91
"469","2016-05-23",5
"470","2016-05-24",4.9
"471","2016-05-25",5.1
"472","2016-05-26",6.19
"473","2016-05-27",5.9
"474","2016-05-31",5.74
"475","2016-06-01",5.4
"476","2016-06-02",5.5
"477","2016-06-03",5.28
"478","2016-06-06",5.3
"479","2016-06-07",5.1
"480","2016-06-08",5.2
"481","2016-06-09",5.4
"482","2016-06-10",5.9
"483","2016-06-13",5.9
"484","2016-06-14",5.7
"485","2016-06-15",5.4
"486","2016-06-16",5.3
"487","2016-06-17",5.5
"488","2016-06-20",5.5
"489","2016-06-21",5.7
"490","2016-06-22",5.7
"491","2016-06-23",6
"492","2016-06-24",5.77
"493","2016-06-27",5.15
"494","2016-06-28",5.51
"495","2016-06-29",5.38
"496","2016-06-30",5.7
"497","2016-07-01",6.82
"498","2016-07-05",5.67
"499","2016-07-06",5.3
"500","2016-07-07",5.3
"501","2016-07-08",5.86
"502","2016-07-11",6.02
"503","2016-07-12",6.7
"504","2016-07-13",6.77
"505","2016-07-14",6.56
"506","2016-07-15",6.05
"507","2016-07-18",6
"508","2016-07-19",6.29
"509","2016-07-20",6.15
"510","2016-07-21",7.05
"511","2016-07-22",6.88
"512","2016-07-25",6.35
"513","2016-07-26",6.17
"514","2016-07-27",6.15
"515","2016-07-28",5.99
"516","2016-07-29",5.87
"517","2016-08-01",5.69
"518","2016-08-02",5.83
"519","2016-08-03",5.755
"520","2016-08-04",5.14
"521","2016-08-05",5.33
"522","2016-08-08",5.12
"523","2016-08-09",5.13
"524","2016-08-10",5.15
"525","2016-08-11",5
"526","2016-08-12",4.94
"527","2016-08-15",4.768
"528","2016-08-16",4.16
"529","2016-08-17",3.92
"530","2016-08-18",4.05
"531","2016-08-19",4.05
"532","2016-08-22",3.77
"533","2016-08-23",3.97
"534","2016-08-24",4
"535","2016-08-25",4.15
"536","2016-08-26",4.91
"537","2016-08-29",4.7
"538","2016-08-30",4.56
"539","2016-08-31",4.57
"540","2016-09-01",4.17
"541","2016-09-02",4.31
"542","2016-09-06",4.29
"543","2016-09-07",4.65
"544","2016-09-08",4.85
"545","2016-09-09",4.76
"546","2016-09-12",4.96
"547","2016-09-13",4.63
"548","2016-09-14",4.53
"549","2016-09-15",4.52
"550","2016-09-16",4.62
"551","2016-09-19",4.96
"552","2016-09-20",4.7
"553","2016-09-21",5
"554","2016-09-22",4.8
"555","2016-09-23",4.9
"556","2016-09-26",4.73
"557","2016-09-27",4.8
"558","2016-09-28",4.6
"559","2016-09-29",4.5
"560","2016-09-30",4.58
"561","2016-10-03",4.48
"562","2016-10-04",4.36
"563","2016-10-05",4.51
"564","2016-10-06",6.48
"565","2016-10-07",6.02
"566","2016-10-10",5.59
"567","2016-10-11",5.54
"568","2016-10-12",5.35
"569","2016-10-13",5.31
"570","2016-10-14",5.36
"571","2016-10-17",5.36
"572","2016-10-18",5.46
"573","2016-10-19",5.47
"574","2016-10-20",5.26
"575","2016-10-21",5.39
"576","2016-10-24",5.65
"577","2016-10-25",5.78
"578","2016-10-26",6.05
"579","2016-10-27",6.47
"580","2016-10-28",6.19
"581","2016-10-31",6.54
"582","2016-11-01",5.89
"583","2016-11-02",5.67
"584","2016-11-03",5.52
"585","2016-11-04",5.55
"586","2016-11-07",5.58
"587","2016-11-08",5.56
"588","2016-11-09",5.81
"589","2016-11-10",6.95
"590","2016-11-11",6.95
"591","2016-11-14",8.25
"592","2016-11-15",10.35
"593","2016-11-16",11.55
"594","2016-11-17",8.69
"595","2016-11-18",9.13
"596","2016-11-21",9.01
"597","2016-11-22",8.36
"598","2016-11-23",8.3
"599","2016-11-25",7.96
"600","2016-11-28",8.18
"601","2016-11-29",8.97
"602","2016-11-30",8.8
"603","2016-12-01",8.8
"604","2016-12-02",8.4
"605","2016-12-05",7.99
"606","2016-12-06",7.68
"607","2016-12-07",7.87
"608","2016-12-08",7.45
"609","2016-12-09",7.17
"610","2016-12-12",7.07
"611","2016-12-13",6.91
"612","2016-12-14",6.76
"613","2016-12-15",9.15
"614","2016-12-16",8.35
"615","2016-12-19",8.08
"616","2016-12-20",7.53
"617","2016-12-21",7.2
"618","2016-12-22",7.07
"619","2016-12-23",6.99
"620","2016-12-27",7.17
"621","2016-12-28",7.3
"622","2016-12-29",7.3
"623","2016-12-30",7.38
"624","2017-01-03",7.65
"625","2017-01-04",8.2
"626","2017-01-05",8.33
"627","2017-01-06",7.68
"628","2017-01-09",7.77
"629","2017-01-10",7.76
"630","2017-01-11",8
"631","2017-01-12",8.08
"632","2017-01-13",8.88
"633","2017-01-17",9.31
"634","2017-01-18",9.71
"635","2017-01-19",10.21
"636","2017-01-20",10.73
"637","2017-01-23",11.82
"638","2017-01-24",10.78
"639","2017-01-25",11.25
"640","2017-01-26",10.64
"641","2017-01-27",9.56
"642","2017-01-30",9.28
"643","2017-01-31",9.45
"644","2017-02-01",9.21
"645","2017-02-02",9.19
"646","2017-02-03",9.39
"647","2017-02-06",9.18
"648","2017-02-07",8.94
"649","2017-02-08",8.88
"650","2017-02-09",9.14
"651","2017-02-10",9.43
"652","2017-02-13",9.89
"653","2017-02-14",9.92
"654","2017-02-15",9.86
"655","2017-02-16",9.72
"656","2017-02-17",9.87
"657","2017-02-21",11.36
"658","2017-02-22",11.88
"659","2017-02-23",11.72
"660","2017-02-24",11.36
"661","2017-02-27",11.65
"662","2017-02-28",11.58
"663","2017-03-01",11.97
"664","2017-03-02",11.63
"665","2017-03-03",11.61
"666","2017-03-06",11.03
"667","2017-03-07",10.55
"668","2017-03-08",10.24
"669","2017-03-09",10.19
"670","2017-03-10",10.67
"671","2017-03-13",11.42
"672","2017-03-14",11.46
"673","2017-03-15",11.84
"674","2017-03-16",11.9
"675","2017-03-17",12.23
"676","2017-03-20",12.49
"677","2017-03-21",10.68
"678","2017-03-22",10.78
"679","2017-03-23",11.13
"680","2017-03-24",11.24
"681","2017-03-27",11.06
"682","2017-03-28",12.08
"683","2017-03-29",12.29
"684","2017-03-30",12.77
"685","2017-03-31",12.5
"686","2017-04-03",11.91
"687","2017-04-04",11.98
"688","2017-04-05",12.03
"689","2017-04-06",12.55
"690","2017-04-07",14.4
"691","2017-04-10",14.28
"692","2017-04-11",14.03
"693","2017-04-12",12.87
"694","2017-04-13",13.09
"695","2017-04-17",12.54
"696","2017-04-18",12.51
"697","2017-04-19",11.86
"698","2017-04-20",11.44
"699","2017-04-21",11.55
"700","2017-04-24",11.63
"701","2017-04-25",12.39
"702","2017-04-26",12.15
"703","2017-04-27",11.87
"704","2017-04-28",11.52
"705","2017-05-01",11.2
"706","2017-05-02",10.89
"707","2017-05-03",10.35
"708","2017-05-04",9.71
"709","2017-05-05",10.34
"710","2017-05-08",10.28
"711","2017-05-09",10.78
"712","2017-05-10",10.72
"713","2017-05-11",10.57
"714","2017-05-12",10.38
"715","2017-05-15",10.22
"716","2017-05-16",10.06
"717","2017-05-17",10.12
"718","2017-05-18",9.84
"719","2017-05-19",10.64
"720","2017-05-22",10.25
"721","2017-05-23",10.23
"722","2017-05-24",10.05
"723","2017-05-25",9.75
"724","2017-05-26",10.32
"725","2017-05-30",9.23
"726","2017-05-31",9.37
"727","2017-06-01",9.59
"728","2017-06-02",9.64
"729","2017-06-05",9.52
"730","2017-06-06",9.79
"731","2017-06-07",9.7
"732","2017-06-08",9.8
"733","2017-06-09",10.06
"734","2017-06-12",10.34
"735","2017-06-13",10.24
"736","2017-06-14",9.85
"737","2017-06-15",9.49
"738","2017-06-16",9.41
"739","2017-06-19",9.21
"740","2017-06-20",9
"741","2017-06-21",8.55
"742","2017-06-22",8.77
"743","2017-06-23",9.28
"744","2017-06-26",9.25
"745","2017-06-27",9.23
"746","2017-06-28",9.12
"747","2017-06-29",9.21
"748","2017-06-30",9.47
"749","2017-07-03",9.64
"750","2017-07-05",9.55
"751","2017-07-06",9.05
"752","2017-07-07",9.06
"753","2017-07-10",9.03
"754","2017-07-11",9.37
"755","2017-07-12",9.86
"756","2017-07-13",10.47
"757","2017-07-14",10.91
"758","2017-07-17",10.82
"759","2017-07-18",10.24
"760","2017-07-19",10.54
"761","2017-07-20",10.39
"762","2017-07-21",10.27
"763","2017-07-24",10.12
"764","2017-07-25",10.45
"765","2017-07-26",10.07
"766","2017-07-27",9.83
"767","2017-07-28",9.85
"768","2017-07-31",10.18
"769","2017-08-01",10.41
"770","2017-08-02",10.13
"771","2017-08-03",9.96
"772","2017-08-04",10.26
"773","2017-08-07",11.4
"774","2017-08-08",10.9
"775","2017-08-09",10.81
"776","2017-08-10",11.09
"777","2017-08-11",11.85
"778","2017-08-14",12.59
"779","2017-08-15",12.28
"780","2017-08-16",12.42
"781","2017-08-17",12.18
"782","2017-08-18",12.39
"783","2017-08-21",12.01
"784","2017-08-22",12.51
"785","2017-08-23",12.74
"786","2017-08-24",12.84
"787","2017-08-25",13.87
"788","2017-08-28",13.7
"789","2017-08-29",14
"790","2017-08-30",13.93
"791","2017-08-31",13.91
"792","2017-09-01",14
"793","2017-09-05",13.55
"794","2017-09-06",13.87
"795","2017-09-07",13.86
"796","2017-09-08",13.69
"797","2017-09-11",13.93
"798","2017-09-12",13.31
"799","2017-09-13",12.85
"800","2017-09-14",12.86
"801","2017-09-15",12.97
"802","2017-09-18",13.21
"803","2017-09-19",13.2
"804","2017-09-20",13.21
"805","2017-09-21",12.67
"806","2017-09-22",12.56
"807","2017-09-25",11.64
"808","2017-09-26",11.73
"809","2017-09-27",12.18
"810","2017-09-28",11.76
"811","2017-09-29",11.59
"812","2017-10-02",11.54
"813","2017-10-03",11.92
"814","2017-10-04",11.86
"815","2017-10-05",12.2
"816","2017-10-06",12.04
"817","2017-10-09",11.47
"818","2017-10-10",12.09
"819","2017-10-11",11.94
"820","2017-10-12",11.79
"821","2017-10-13",12.14
"822","2017-10-16",12.37
"823","2017-10-17",12.4
"824","2017-10-18",12.74
"825","2017-10-19",12.59
"826","2017-10-20",13.01
"827","2017-10-23",12.53
"828","2017-10-24",12.53
"829","2017-10-25",11.98
"830","2017-10-26",12.06
"831","2017-10-27",12.02
"832","2017-10-30",11.96
"833","2017-10-31",12.01
"834","2017-11-01",12.02
"835","2017-11-02",11.57
"836","2017-11-03",11.53
"837","2017-11-06",11.85
"838","2017-11-07",11.38
"839","2017-11-08",11.09
"840","2017-11-09",11.31
"841","2017-11-10",11.2
"842","2017-11-13",11.07
"843","2017-11-14",9.99
"844","2017-11-15",10.48
"845","2017-11-16",10.15
"846","2017-11-17",10.66
"847","2017-11-20",11.56
"848","2017-11-21",11.24
"849","2017-11-22",11.27
"850","2017-11-24",11.39
"851","2017-11-27",11.12
"852","2017-11-28",11.35
"853","2017-11-29",11.7
"854","2017-11-30",11.37
"855","2017-12-01",11.78
"856","2017-12-04",12.08
"857","2017-12-05",11.55
"858","2017-12-06",11.55
"859","2017-12-07",11.38
"860","2017-12-08",11.56
"861","2017-12-11",12.01
"862","2017-12-12",13.51
"863","2017-12-13",12.89
"864","2017-12-14",12.68
"865","2017-12-15",12.88
"866","2017-12-18",13.15
"867","2017-12-19",12.97
"868","2017-12-20",13
"869","2017-12-21",13.63
"870","2017-12-22",13.3
"871","2017-12-26",13.35
"872","2017-12-27",13.54
"873","2017-12-28",13.56
"874","2017-12-29",13.32
"875","2018-01-02",13.27
"876","2018-01-03",13.48
"877","2018-01-04",14.01
"878","2018-01-05",13.87
"879","2018-01-08",13.61
"880","2018-01-09",13.46
"881","2018-01-10",13.29
"882","2018-01-11",13.12
"883","2018-01-12",14.26
"884","2018-01-16",13.97
"885","2018-01-17",14.01
"886","2018-01-18",13.74
"887","2018-01-19",13.85
"888","2018-01-22",14.48
"889","2018-01-23",14.1
"890","2018-01-24",13.96
"891","2018-01-25",14.17
"892","2018-01-26",14.23
"893","2018-01-29",13.7
"894","2018-01-30",12.81
"895","2018-01-31",13.01
"896","2018-02-01",12.98
"897","2018-02-02",12.59
"898","2018-02-05",12.1
"899","2018-02-06",12.56
"900","2018-02-07",12.5
"901","2018-02-08",12.22
"902","2018-02-09",12.44
"903","2018-02-12",12.87
"904","2018-02-13",12.87
"905","2018-02-14",12.96
"906","2018-02-15",13.33
"907","2018-02-16",13.47
"908","2018-02-20",13.83
"909","2018-02-21",13.65
"910","2018-02-22",13.73
"911","2018-02-23",13.48
"912","2018-02-26",13.75
"913","2018-02-27",13.69
"914","2018-02-28",13.76
"915","2018-03-01",13.98
"916","2018-03-02",14.33
"917","2018-03-05",14.85
"918","2018-03-06",14.96
"919","2018-03-07",14.47
"920","2018-03-08",14.76
"921","2018-03-09",14.79
"922","2018-03-12",15.79
"923","2018-03-13",15.47
"924","2018-03-14",15.79
"925","2018-03-15",15.22
"926","2018-03-16",15.35
"927","2018-03-19",15.36
"928","2018-03-20",15.09
"929","2018-03-21",15.51
"930","2018-03-22",15.18
"931","2018-03-23",14.67
"932","2018-03-26",15
"933","2018-03-27",14.88
"934","2018-03-28",13.84
"935","2018-03-29",14.22
"936","2018-04-02",14.57
"937","2018-04-03",14.36
"938","2018-04-04",14.27
"939","2018-04-05",14.75
"940","2018-04-06",14.33
"941","2018-04-09",14.12
"942","2018-04-10",14.69
"943","2018-04-11",14.77
"944","2018-04-12",15.27
"945","2018-04-13",15.5
"946","2018-04-16",15.8
"947","2018-04-17",15.86
"948","2018-04-18",16.76
"949","2018-04-19",16.83
"950","2018-04-20",16.74
"951","2018-04-23",16.74
"952","2018-04-24",16.280001
"953","2018-04-25",16.440001
"954","2018-04-26",16.49
"955","2018-04-27",16.67
"956","2018-04-30",16
"957","2018-05-01",16.08
"958","2018-05-02",16.34
"959","2018-05-03",16.709999
"960","2018-05-04",16.549999
"961","2018-05-07",17.059999
"962","2018-05-08",17.27
"963","2018-05-09",17.82
"964","2018-05-10",17.440001
"965","2018-05-11",18.02
"966","2018-05-14",17.92
"967","2018-05-15",17.870001
"968","2018-05-16",17.6
"969","2018-05-17",17.73
"970","2018-05-18",17.709999
"971","2018-05-21",17.780001
"972","2018-05-22",18.75
"973","2018-05-23",18.469999
"974","2018-05-24",19.120001
"975","2018-05-25",18.24
"976","2018-05-29",17.459999
"977","2018-05-30",18.6
"978","2018-05-31",18.33
"979","2018-06-01",18.77
"980","2018-06-04",19.030001
"981","2018-06-05",18.99
"982","2018-06-06",18.690001
"983","2018-06-07",19.709999
"984","2018-06-08",19.77
"985","2018-06-11",19.57
"986","2018-06-12",18.91
"987","2018-06-13",18.280001
"988","2018-06-14",18.17
"989","2018-06-15",16.610001
"990","2018-06-18",17.23
"991","2018-06-19",17.469999
"992","2018-06-20",17.190001
"993","2018-06-21",16.68
"994","2018-06-22",17.139999
"995","2018-06-25",16.57
"996","2018-06-26",16.700001
"997","2018-06-27",15.99
"998","2018-06-28",15.83
"999","2018-06-29",15.5
"1000","2018-07-02",15.31
"1001","2018-07-03",15.87
"1002","2018-07-05",15.53
"1003","2018-07-06",15.47
"1004","2018-07-09",15.75
"1005","2018-07-10",15.94
"1006","2018-07-11",15.47
"1007","2018-07-12",15.18
"1008","2018-07-13",15.08
"1009","2018-07-16",14.51
"1010","2018-07-17",14.85
"1011","2018-07-18",15.78
"1012","2018-07-19",15.56
"1013","2018-07-20",15.02
"1014","2018-07-23",15.05
"1015","2018-07-24",15.06
"1016","2018-07-25",15.33
