"","date","EYES"
"1","2014-11-19",159.759995
"2","2014-11-20",188.800003
"3","2014-11-21",169.119995
"4","2014-11-24",156.399994
"5","2014-11-25",143.279999
"6","2014-11-26",138.399994
"7","2014-11-28",122.559998
"8","2014-12-01",109.599998
"9","2014-12-02",125.599998
"10","2014-12-03",117.68
"11","2014-12-04",112.480003
"12","2014-12-05",112.800003
"13","2014-12-08",117.919998
"14","2014-12-09",123.68
"15","2014-12-10",119.519997
"16","2014-12-11",116.239998
"17","2014-12-12",121.919998
"18","2014-12-15",112.879997
"19","2014-12-16",110.080002
"20","2014-12-17",105.68
"21","2014-12-18",100.639999
"22","2014-12-19",89.519997
"23","2014-12-22",84.800003
"24","2014-12-23",81.199997
"25","2014-12-24",88.080002
"26","2014-12-26",89.360001
"27","2014-12-29",84.959999
"28","2014-12-30",86.080002
"29","2014-12-31",82.080002
"30","2015-01-02",81.199997
"31","2015-01-05",82.639999
"32","2015-01-06",90.480003
"33","2015-01-07",85.919998
"34","2015-01-08",87.68
"35","2015-01-09",86.720001
"36","2015-01-12",94
"37","2015-01-13",87.120003
"38","2015-01-14",85.519997
"39","2015-01-15",82.400002
"40","2015-01-16",83.440002
"41","2015-01-20",81.68
"42","2015-01-21",76
"43","2015-01-22",73.760002
"44","2015-01-23",68.959999
"45","2015-01-26",71.519997
"46","2015-01-27",76.559998
"47","2015-01-28",76
"48","2015-01-29",74.239998
"49","2015-01-30",70.239998
"50","2015-02-02",67.440002
"51","2015-02-03",72.080002
"52","2015-02-04",72.800003
"53","2015-02-05",78.480003
"54","2015-02-06",78.480003
"55","2015-02-09",76.080002
"56","2015-02-10",74.080002
"57","2015-02-11",73.199997
"58","2015-02-12",73.120003
"59","2015-02-13",71.599998
"60","2015-02-17",70.559998
"61","2015-02-18",69.760002
"62","2015-02-19",71.040001
"63","2015-02-20",70
"64","2015-02-23",67.839996
"65","2015-02-24",89.599998
"66","2015-02-25",111.199997
"67","2015-02-26",94.400002
"68","2015-02-27",129.360001
"69","2015-03-02",120.32
"70","2015-03-03",118
"71","2015-03-04",119.279999
"72","2015-03-05",136.559998
"73","2015-03-06",139.520004
"74","2015-03-09",135.600006
"75","2015-03-10",137.839996
"76","2015-03-11",127.68
"77","2015-03-12",111.760002
"78","2015-03-13",114.239998
"79","2015-03-16",102
"80","2015-03-17",107.919998
"81","2015-03-18",104.080002
"82","2015-03-19",108.480003
"83","2015-03-20",109.360001
"84","2015-03-23",106.559998
"85","2015-03-24",109.199997
"86","2015-03-25",104.720001
"87","2015-03-26",101.199997
"88","2015-03-27",105.760002
"89","2015-03-30",104.639999
"90","2015-03-31",102.559998
"91","2015-04-01",99.919998
"92","2015-04-02",97.120003
"93","2015-04-06",92.959999
"94","2015-04-07",100.959999
"95","2015-04-08",112
"96","2015-04-09",106.959999
"97","2015-04-10",107.760002
"98","2015-04-13",106.160004
"99","2015-04-14",111.279999
"100","2015-04-15",114.800003
"101","2015-04-16",113.68
"102","2015-04-17",107.68
"103","2015-04-20",106.959999
"104","2015-04-21",106.559998
"105","2015-04-22",106.080002
"106","2015-04-23",109.599998
"107","2015-04-24",106.800003
"108","2015-04-27",99.199997
"109","2015-04-28",96.480003
"110","2015-04-29",92.959999
"111","2015-04-30",92.959999
"112","2015-05-01",94.959999
"113","2015-05-04",97.760002
"114","2015-05-05",99.199997
"115","2015-05-06",95.440002
"116","2015-05-07",96.959999
"117","2015-05-08",94.400002
"118","2015-05-11",94.400002
"119","2015-05-12",92.959999
"120","2015-05-13",93.040001
"121","2015-05-14",101.68
"122","2015-05-15",99.68
"123","2015-05-18",95.120003
"124","2015-05-19",94.959999
"125","2015-05-20",92.959999
"126","2015-05-21",92.480003
"127","2015-05-22",101.839996
"128","2015-05-26",103.68
"129","2015-05-27",103.199997
"130","2015-05-28",111.120003
"131","2015-05-29",115.199997
"132","2015-06-01",114
"133","2015-06-02",109.68
"134","2015-06-03",116.639999
