"","date","CEQP"
"1","2007-01-03",175.73616
"2","2007-01-04",174.676086
"3","2007-01-05",173.73381
"4","2007-01-08",172.73262
"5","2007-01-09",172.673737
"6","2007-01-10",171.024734
"7","2007-01-11",171.2603
"8","2007-01-12",172.379272
"9","2007-01-16",172.438156
"10","2007-01-17",173.73381
"11","2007-01-18",173.144882
"12","2007-01-19",173.085983
"13","2007-01-22",173.203766
"14","2007-01-23",175.206131
"15","2007-01-24",175.382797
"16","2007-01-25",174.558304
"17","2007-01-26",176.26619
"18","2007-01-29",178.680801
"19","2007-01-30",179.681976
"20","2007-01-31",182.037689
"21","2007-02-01",182.921082
"22","2007-02-02",185.865723
"23","2007-02-05",182.97998
"24","2007-02-06",181.978806
"25","2007-02-07",181.389877
"26","2007-02-08",183.333328
"27","2007-02-09",182.685516
"28","2007-02-12",181.448761
"29","2007-02-13",183.51001
"30","2007-02-14",184.570084
"31","2007-02-15",184.687866
"32","2007-02-16",183.686691
"33","2007-02-20",184.511185
"34","2007-02-21",186.336868
"35","2007-02-22",184.570084
"36","2007-02-23",183.333328
"37","2007-02-26",184.040054
"38","2007-02-27",182.567734
"39","2007-02-28",182.7444
"40","2007-03-01",184.334518
"41","2007-03-02",181.448761
"42","2007-03-05",180.683151
"43","2007-03-06",181.684341
"44","2007-03-07",181.625443
"45","2007-03-08",182.27327
"46","2007-03-09",182.567734
"47","2007-03-12",184.628983
"48","2007-03-13",183.804474
"49","2007-03-14",182.508835
"50","2007-03-15",185.453476
"51","2007-03-16",184.746765
"52","2007-03-19",184.923447
"53","2007-03-20",186.395767
"54","2007-03-21",188.162537
"55","2007-03-22",187.27916
"56","2007-03-23",190.577148
"57","2007-03-26",190.282684
"58","2007-03-27",190.812714
"59","2007-03-28",190.812714
"60","2007-03-29",192.99176
"61","2007-03-30",192.461716
"62","2007-04-02",194.935211
"63","2007-04-03",193.698471
"64","2007-04-04",194.346283
"65","2007-04-05",197.585388
"66","2007-04-09",196.52533
"67","2007-04-10",197.349823
"68","2007-04-11",197.349823
"69","2007-04-12",198.763245
"70","2007-04-13",199.882217
"71","2007-04-16",200.412247
"72","2007-04-17",201.177856
"73","2007-04-18",201.236755
"74","2007-04-19",200.824493
"75","2007-04-20",202.355713
"76","2007-04-23",200.588928
"77","2007-04-24",199.587753
"78","2007-04-25",200.647827
"79","2007-04-26",202.885742
"80","2007-04-27",202.473495
"81","2007-04-30",203.769135
"82","2007-05-01",201.472321
