"","date","XERS"
"1","2018-06-21",20.219999
"2","2018-06-22",18.799999
"3","2018-06-25",19.1
"4","2018-06-26",19.790001
"5","2018-06-27",19.940001
"6","2018-06-28",19.200001
"7","2018-06-29",18.98
"8","2018-07-02",18.01
"9","2018-07-03",18
"10","2018-07-05",18.879999
"11","2018-07-06",18.67
"12","2018-07-09",18.49
"13","2018-07-10",19.49
"14","2018-07-11",18.799999
"15","2018-07-12",18.4
"16","2018-07-13",18.5
"17","2018-07-16",18.4
"18","2018-07-17",19.290001
"19","2018-07-18",19.57
"20","2018-07-19",19.110001
"21","2018-07-20",20.85
"22","2018-07-23",20.209999
"23","2018-07-24",21.379999
"24","2018-07-25",20.450001
"25","2018-07-26",19.77
"26","2018-07-27",18.6
"27","2018-07-30",18.209999
"28","2018-07-31",18.200001
"29","2018-08-01",18.059999
"30","2018-08-02",17.719999
"31","2018-08-03",18.879999
"32","2018-08-06",18.950001
"33","2018-08-07",19.9
"34","2018-08-08",19.799999
"35","2018-08-09",19.76
"36","2018-08-10",20.51
"37","2018-08-13",21.16
"38","2018-08-14",25.02
"39","2018-08-15",24.25
"40","2018-08-16",23.59
"41","2018-08-17",23.049999
"42","2018-08-20",24.75
"43","2018-08-21",24.83
"44","2018-08-22",25.6
"45","2018-08-23",26.4
"46","2018-08-24",25.780001
"47","2018-08-27",26.24
"48","2018-08-28",26.110001
"49","2018-08-29",26.200001
"50","2018-08-30",25.5
"51","2018-08-31",25.700001
"52","2018-09-04",25.84
"53","2018-09-05",26.209999
"54","2018-09-06",26.110001
"55","2018-09-07",27
"56","2018-09-10",27.23
"57","2018-09-11",26.99
"58","2018-09-12",27.219999
"59","2018-09-13",24.719999
"60","2018-09-14",23.120001
"61","2018-09-17",23.26
"62","2018-09-18",23.780001
"63","2018-09-19",21.49
"64","2018-09-20",20.950001
"65","2018-09-21",20.09
"66","2018-09-24",20.120001
"67","2018-09-25",19.82
"68","2018-09-26",18.57
"69","2018-09-27",18.209999
"70","2018-09-28",17.58
"71","2018-10-01",17.32
"72","2018-10-02",17.870001
"73","2018-10-03",17.99
"74","2018-10-04",18.35
"75","2018-10-05",19
"76","2018-10-08",19.700001
"77","2018-10-09",19.93
"78","2018-10-10",17.91
"79","2018-10-11",18.51
"80","2018-10-12",18.549999
"81","2018-10-15",18.1
"82","2018-10-16",19.709999
"83","2018-10-17",19.41
"84","2018-10-18",20.719999
"85","2018-10-19",19.940001
"86","2018-10-22",20.76
"87","2018-10-23",21.15
"88","2018-10-24",21.1
"89","2018-10-25",21.709999
"90","2018-10-26",20.889999
"91","2018-10-29",21.07
"92","2018-10-30",21.65
"93","2018-10-31",21.92
"94","2018-11-01",22.27
"95","2018-11-02",23.219999
"96","2018-11-05",23.790001
"97","2018-11-06",23.639999
"98","2018-11-07",24.459999
"99","2018-11-08",25
"100","2018-11-09",23.209999
"101","2018-11-12",21.450001
"102","2018-11-13",20.530001
"103","2018-11-14",20.440001
"104","2018-11-15",20.610001
"105","2018-11-16",21.030001
"106","2018-11-19",20.01
"107","2018-11-20",19.76
"108","2018-11-21",20.59
"109","2018-11-23",21.34
"110","2018-11-26",21.129999
"111","2018-11-27",20.92
"112","2018-11-28",20.15
"113","2018-11-29",20.35
"114","2018-11-30",20.809999
"115","2018-12-03",20.43
"116","2018-12-04",19.91
"117","2018-12-06",20.620001
"118","2018-12-07",20.559999
"119","2018-12-10",20.34
"120","2018-12-11",20.190001
"121","2018-12-12",20.219999
"122","2018-12-13",20.190001
"123","2018-12-14",20.110001
"124","2018-12-17",20
"125","2018-12-18",19.77
"126","2018-12-19",17.9
"127","2018-12-20",15.76
"128","2018-12-21",15.76
"129","2018-12-24",15.52
"130","2018-12-26",17.24
"131","2018-12-27",17.33
"132","2018-12-28",16.959999
"133","2018-12-31",17
"134","2019-01-02",17.5
"135","2019-01-03",16.83
"136","2019-01-04",17.5
"137","2019-01-07",17.84
"138","2019-01-08",18.74
"139","2019-01-09",18.51
"140","2019-01-10",18.33
"141","2019-01-11",17.950001
"142","2019-01-14",17.110001
"143","2019-01-15",17.15
"144","2019-01-16",17.17
"145","2019-01-17",17.139999
"146","2019-01-18",17
"147","2019-01-22",16.700001
"148","2019-01-23",15.82
"149","2019-01-24",14.91
"150","2019-01-25",15
"151","2019-01-28",14.88
"152","2019-01-29",14.93
"153","2019-01-30",14.91
"154","2019-01-31",13.88
"155","2019-02-01",13.85
"156","2019-02-04",14.91
"157","2019-02-05",14.89
"158","2019-02-06",14.68
"159","2019-02-07",14.76
"160","2019-02-08",14.9
"161","2019-02-11",14.7
"162","2019-02-12",11.54
"163","2019-02-13",10.54
"164","2019-02-14",9.21
"165","2019-02-15",9.73
"166","2019-02-19",9.98
"167","2019-02-20",9.84
"168","2019-02-21",9.64
"169","2019-02-22",9.85
"170","2019-02-25",10.12
"171","2019-02-26",9.86
"172","2019-02-27",10
"173","2019-02-28",10.01
"174","2019-03-01",10.19
"175","2019-03-04",10.5
"176","2019-03-05",10.34
"177","2019-03-06",10.32
"178","2019-03-07",9.74
"179","2019-03-08",8.74
"180","2019-03-11",9.26
"181","2019-03-12",9.14
"182","2019-03-13",9.73
"183","2019-03-14",9.54
"184","2019-03-15",9.73
"185","2019-03-18",10.33
"186","2019-03-19",10.5
"187","2019-03-20",10.1
"188","2019-03-21",10.12
"189","2019-03-22",10
"190","2019-03-25",9.96
"191","2019-03-26",10.08
"192","2019-03-27",10.49
"193","2019-03-28",10
"194","2019-03-29",10.04
"195","2019-04-01",9.71
"196","2019-04-02",9.86
"197","2019-04-03",9.57
"198","2019-04-04",9.92
"199","2019-04-05",9.7
"200","2019-04-08",10.34
"201","2019-04-09",9.9
"202","2019-04-10",9.79
"203","2019-04-11",9.45
"204","2019-04-12",9.76
"205","2019-04-15",9.35
"206","2019-04-16",9.57
"207","2019-04-17",9.45
"208","2019-04-18",9.6
"209","2019-04-22",9.34
"210","2019-04-23",9.62
"211","2019-04-24",9.25
"212","2019-04-25",9.53
"213","2019-04-26",9.95
"214","2019-04-29",10.72
"215","2019-04-30",10.2
"216","2019-05-01",10.11
"217","2019-05-02",10.28
"218","2019-05-03",10.63
"219","2019-05-06",10.38
"220","2019-05-07",10.55
"221","2019-05-08",11.03
"222","2019-05-09",11.62
"223","2019-05-10",12.5
"224","2019-05-13",12.5
"225","2019-05-14",12.5
"226","2019-05-15",12.5
"227","2019-05-16",12.52
"228","2019-05-17",12.4
"229","2019-05-20",12.4
"230","2019-05-21",12.45
"231","2019-05-22",12.49
"232","2019-05-23",11.72
"233","2019-05-24",11.37
"234","2019-05-28",11.5
"235","2019-05-29",11.54
"236","2019-05-30",11.48
"237","2019-05-31",10.97
"238","2019-06-03",11.53
"239","2019-06-04",11.03
"240","2019-06-05",9.53
"241","2019-06-06",8
"242","2019-06-07",8.51
"243","2019-06-10",8.22
"244","2019-06-11",8.35
"245","2019-06-12",9.49
"246","2019-06-13",9.5
"247","2019-06-14",9.61
"248","2019-06-17",10.42
"249","2019-06-18",10.55
"250","2019-06-19",10.4
"251","2019-06-20",10.68
"252","2019-06-21",11.11
"253","2019-06-24",10.82
"254","2019-06-25",10.82
"255","2019-06-26",10.62
"256","2019-06-27",10.75
"257","2019-06-28",11.44
"258","2019-07-01",11.59
"259","2019-07-02",11.67
"260","2019-07-03",11.73
"261","2019-07-05",12.16
"262","2019-07-08",12.02
"263","2019-07-09",12.57
"264","2019-07-10",12.57
"265","2019-07-11",12.71
"266","2019-07-12",11.93
"267","2019-07-15",11.97
"268","2019-07-16",12.35
"269","2019-07-17",11.9
"270","2019-07-18",11.96
"271","2019-07-19",12.28
"272","2019-07-22",12.8
"273","2019-07-23",12.18
"274","2019-07-24",12.26
"275","2019-07-25",12.22
"276","2019-07-26",11.99
"277","2019-07-29",11.93
"278","2019-07-30",12.19
"279","2019-07-31",11.7
"280","2019-08-01",11.46
"281","2019-08-02",10.75
"282","2019-08-05",10.15
"283","2019-08-06",9.96
"284","2019-08-07",10.01
"285","2019-08-08",11.3
"286","2019-08-09",10.75
"287","2019-08-12",11.52
"288","2019-08-13",11.73
"289","2019-08-14",11.24
"290","2019-08-15",10.81
"291","2019-08-16",11.59
"292","2019-08-19",11.69
"293","2019-08-20",11.62
"294","2019-08-21",12.19
"295","2019-08-22",11.45
"296","2019-08-23",10.81
"297","2019-08-26",11.2
"298","2019-08-27",10.65
"299","2019-08-28",11.08
"300","2019-08-29",11.55
"301","2019-08-30",11.59
"302","2019-09-03",11.79
"303","2019-09-04",11.1
"304","2019-09-05",10.75
"305","2019-09-06",10.81
"306","2019-09-09",10.94
"307","2019-09-10",9.74
"308","2019-09-11",10.22
"309","2019-09-12",10.37
"310","2019-09-13",10.42
"311","2019-09-16",11
"312","2019-09-17",10.74
"313","2019-09-18",10.34
"314","2019-09-19",10.35
"315","2019-09-20",10.23
"316","2019-09-23",10.01
"317","2019-09-24",9.51
"318","2019-09-25",9.89
"319","2019-09-26",9.68
"320","2019-09-27",9.64
"321","2019-09-30",9.83
"322","2019-10-01",9.31
"323","2019-10-02",8.75
"324","2019-10-03",8.67
"325","2019-10-04",8.75
"326","2019-10-07",8.67
"327","2019-10-08",8.27
"328","2019-10-09",7.64
"329","2019-10-10",7.72
"330","2019-10-11",7.85
"331","2019-10-14",7.7
"332","2019-10-15",8.04
"333","2019-10-16",8.49
"334","2019-10-17",9
"335","2019-10-18",9.01
"336","2019-10-21",8.57
"337","2019-10-22",7.92
"338","2019-10-23",7.75
"339","2019-10-24",7.99
"340","2019-10-25",8.01
"341","2019-10-28",7.69
"342","2019-10-29",8
"343","2019-10-30",7.96
"344","2019-10-31",8.18
"345","2019-11-01",8.72
"346","2019-11-04",8.77
"347","2019-11-05",8.77
"348","2019-11-06",8.92
"349","2019-11-07",8.23
"350","2019-11-08",8.02
"351","2019-11-11",8.46
"352","2019-11-12",8.19
"353","2019-11-13",8.1
"354","2019-11-14",7.96
"355","2019-11-15",8.23
"356","2019-11-18",7.85
"357","2019-11-19",8
"358","2019-11-20",7.89
"359","2019-11-21",7.75
"360","2019-11-22",8.11
"361","2019-11-25",8.64
"362","2019-11-26",8.77
"363","2019-11-27",8.56
"364","2019-11-29",8.93
"365","2019-12-02",8.5
"366","2019-12-03",8.8
"367","2019-12-04",8.94
"368","2019-12-05",8.68
"369","2019-12-06",8.75
"370","2019-12-09",8.87
"371","2019-12-10",9
"372","2019-12-11",8.91
"373","2019-12-12",8.82
"374","2019-12-13",8.3
"375","2019-12-16",7.78
"376","2019-12-17",7.83
"377","2019-12-18",7.74
"378","2019-12-19",7.6
"379","2019-12-20",7.56
"380","2019-12-23",7.95
"381","2019-12-24",8.01
"382","2019-12-26",7.81
"383","2019-12-27",7.45
"384","2019-12-30",7.24
"385","2019-12-31",7.05
"386","2020-01-02",6.7
"387","2020-01-03",6.07
"388","2020-01-06",5.79
"389","2020-01-07",6.39
"390","2020-01-08",6.25
"391","2020-01-09",6.16
"392","2020-01-10",5.81
"393","2020-01-13",5.55
"394","2020-01-14",5.93
"395","2020-01-15",6.19
"396","2020-01-16",6.27
"397","2020-01-17",6.19
"398","2020-01-21",6.14
"399","2020-01-22",6.15
"400","2020-01-23",6.04
"401","2020-01-24",5.75
"402","2020-01-27",5.98
"403","2020-01-28",6.11
"404","2020-01-29",6.01
"405","2020-01-30",5.95
"406","2020-01-31",6.37
"407","2020-02-03",6.11
"408","2020-02-04",5.95
"409","2020-02-05",6.11
"410","2020-02-06",6.16
"411","2020-02-07",6.1
