"","date","XERS"
"412","2020-02-10",6.11
"413","2020-02-11",4.33
"414","2020-02-12",4.03
"415","2020-02-13",4.13
"416","2020-02-14",4
"417","2020-02-18",4.33
"418","2020-02-19",4.71
"419","2020-02-20",4.64
"420","2020-02-21",4.38
"421","2020-02-24",4.1
"422","2020-02-25",4.05
"423","2020-02-26",3.85
"424","2020-02-27",3.6
"425","2020-02-28",3.56
"426","2020-03-02",3.64
"427","2020-03-03",3.39
"428","2020-03-04",3.37
"429","2020-03-05",3.12
"430","2020-03-06",2.64
"431","2020-03-09",1.94
"432","2020-03-10",2.01
"433","2020-03-11",2.22
"434","2020-03-12",1.79
"435","2020-03-13",2.3
"436","2020-03-16",1.57
"437","2020-03-17",1.79
"438","2020-03-18",1.49
"439","2020-03-19",1.69
"440","2020-03-20",1.61
"441","2020-03-23",1.67
"442","2020-03-24",2
"443","2020-03-25",1.88
"444","2020-03-26",2.28
"445","2020-03-27",2.05
"446","2020-03-30",2.17
"447","2020-03-31",1.95
"448","2020-04-01",1.76
"449","2020-04-02",1.56
"450","2020-04-03",1.7
"451","2020-04-06",1.99
"452","2020-04-07",1.71
"453","2020-04-08",1.86
"454","2020-04-09",1.96
"455","2020-04-13",1.82
"456","2020-04-14",1.95
"457","2020-04-15",1.76
"458","2020-04-16",1.68
"459","2020-04-17",1.66
"460","2020-04-20",1.69
"461","2020-04-21",1.65
"462","2020-04-22",1.67
"463","2020-04-23",1.83
"464","2020-04-24",1.89
"465","2020-04-27",2.06
"466","2020-04-28",2.27
"467","2020-04-29",2.65
"468","2020-04-30",2.7
"469","2020-05-01",2.44
"470","2020-05-04",2.5
"471","2020-05-05",2.58
"472","2020-05-06",2.42
"473","2020-05-07",2.72
"474","2020-05-08",3.23
"475","2020-05-11",3.54
"476","2020-05-12",3.94
"477","2020-05-13",3.62
"478","2020-05-14",3.65
"479","2020-05-15",3.78
"480","2020-05-18",4.15
"481","2020-05-19",4.14
"482","2020-05-20",4.43
"483","2020-05-21",4.53
"484","2020-05-22",5.8
"485","2020-05-26",5.39
"486","2020-05-27",5.4
"487","2020-05-28",5.35
"488","2020-05-29",5.14
"489","2020-06-01",5.11
"490","2020-06-02",4.77
"491","2020-06-03",4.58
"492","2020-06-04",4.68
"493","2020-06-05",4.84
"494","2020-06-08",5.19
"495","2020-06-09",5.18
"496","2020-06-10",5.03
"497","2020-06-11",4.29
"498","2020-06-12",4.49
"499","2020-06-15",4.51
"500","2020-06-16",5.32
"501","2020-06-17",5.16
"502","2020-06-18",5.49
"503","2020-06-19",5.29
"504","2020-06-22",5.4
"505","2020-06-23",5.54
"506","2020-06-24",5.31
"507","2020-06-25",2.72
"508","2020-06-26",2.51
"509","2020-06-29",2.68
"510","2020-06-30",2.66
"511","2020-07-01",2.73
"512","2020-07-02",2.79
"513","2020-07-06",2.76
"514","2020-07-07",2.61
"515","2020-07-08",2.64
"516","2020-07-09",2.58
"517","2020-07-10",2.64
"518","2020-07-13",2.74
"519","2020-07-14",2.83
"520","2020-07-15",2.89
"521","2020-07-16",2.9
"522","2020-07-17",2.87
"523","2020-07-20",2.95
"524","2020-07-21",2.94
"525","2020-07-22",2.89
"526","2020-07-23",2.84
"527","2020-07-24",2.86
"528","2020-07-27",2.81
"529","2020-07-28",2.74
"530","2020-07-29",2.7
"531","2020-07-30",2.9
"532","2020-07-31",2.86
"533","2020-08-03",3.08
"534","2020-08-04",3.2
"535","2020-08-05",3.38
"536","2020-08-06",3.2
"537","2020-08-07",3.35
"538","2020-08-10",3.52
"539","2020-08-11",3.29
"540","2020-08-12",3.2
"541","2020-08-13",3.67
"542","2020-08-14",4.19
"543","2020-08-17",4.4
"544","2020-08-18",4.29
"545","2020-08-19",4.27
"546","2020-08-20",4.26
"547","2020-08-21",4.16
"548","2020-08-24",3.74
"549","2020-08-25",3.88
"550","2020-08-26",3.94
"551","2020-08-27",3.85
"552","2020-08-28",4.25
"553","2020-08-31",4.71
"554","2020-09-01",4.81
"555","2020-09-02",4.8
"556","2020-09-03",4.99
"557","2020-09-04",4.48
"558","2020-09-08",4.63
"559","2020-09-09",4.81
"560","2020-09-10",4.88
"561","2020-09-11",4.91
"562","2020-09-14",5.12
"563","2020-09-15",5.55
"564","2020-09-16",5.55
"565","2020-09-17",5.73
"566","2020-09-18",6.34
"567","2020-09-21",6.59
"568","2020-09-22",6.56
"569","2020-09-23",5.99
"570","2020-09-24",5.59
"571","2020-09-25",5.75
"572","2020-09-28",5.75
"573","2020-09-29",5.84
"574","2020-09-30",5.93
"575","2020-10-01",6.03
"576","2020-10-02",5.7
"577","2020-10-05",5.85
"578","2020-10-06",5.79
"579","2020-10-07",5.86
"580","2020-10-08",6.18
"581","2020-10-09",5.85
"582","2020-10-12",5.25
"583","2020-10-13",5.27
"584","2020-10-14",5.37
"585","2020-10-15",5.3
"586","2020-10-16",5.08
"587","2020-10-19",5.52
"588","2020-10-20",5.25
"589","2020-10-21",5.27
"590","2020-10-22",5.5
"591","2020-10-23",5.56
"592","2020-10-26",5.3
"593","2020-10-27",5.12
"594","2020-10-28",4.89
"595","2020-10-29",4.92
"596","2020-10-30",4.73
"597","2020-11-02",4.44
"598","2020-11-03",4.53
"599","2020-11-04",4.87
"600","2020-11-05",5.41
"601","2020-11-06",5.45
"602","2020-11-09",5.74
"603","2020-11-10",5.4
"604","2020-11-11",5.37
"605","2020-11-12",5.22
"606","2020-11-13",5.28
"607","2020-11-16",4.98
"608","2020-11-17",4.66
"609","2020-11-18",4.6
"610","2020-11-19",4.63
"611","2020-11-20",4.52
"612","2020-11-23",4.48
"613","2020-11-24",4.32
"614","2020-11-25",4.58
"615","2020-11-27",4.53
