"","date","AJRD"
"163","2007-08-24",11.75
"164","2007-08-27",11.61
"165","2007-08-28",11.06
"166","2007-08-29",11.24
"167","2007-08-30",11.32
"168","2007-08-31",11.44
"169","2007-09-04",11.43
"170","2007-09-05",11.2
"171","2007-09-06",11.11
"172","2007-09-07",11.07
"173","2007-09-10",10.99
"174","2007-09-11",11
"175","2007-09-12",10.91
"176","2007-09-13",10.76
"177","2007-09-14",11
"178","2007-09-17",10.94
"179","2007-09-18",11.41
"180","2007-09-19",11.59
"181","2007-09-20",11.47
"182","2007-09-21",11.54
"183","2007-09-24",11.51
"184","2007-09-25",11.31
"185","2007-09-26",11.99
"186","2007-09-27",12.02
"187","2007-09-28",11.96
"188","2007-10-01",11.94
"189","2007-10-02",12.14
"190","2007-10-03",12.11
"191","2007-10-04",12.3
"192","2007-10-05",12.73
"193","2007-10-08",12.52
"194","2007-10-09",12.67
"195","2007-10-10",12.66
"196","2007-10-11",12.51
"197","2007-10-12",12.72
"198","2007-10-15",12.27
"199","2007-10-16",12.19
"200","2007-10-17",12
"201","2007-10-18",12.09
"202","2007-10-19",11.62
"203","2007-10-22",12.07
"204","2007-10-23",12.12
"205","2007-10-24",12.05
"206","2007-10-25",11.9
"207","2007-10-26",12.15
"208","2007-10-29",11.82
"209","2007-10-30",11.73
"210","2007-10-31",11.78
"211","2007-11-01",11.47
"212","2007-11-02",11.85
"213","2007-11-05",11.9
"214","2007-11-06",12.16
"215","2007-11-07",11.64
"216","2007-11-08",11.86
"217","2007-11-09",11.59
"218","2007-11-12",11.77
"219","2007-11-13",12.43
"220","2007-11-14",12.25
"221","2007-11-15",11.98
"222","2007-11-16",12.16
"223","2007-11-19",11.66
"224","2007-11-20",11.58
"225","2007-11-21",11.87
"226","2007-11-23",12.13
"227","2007-11-26",11.77
"228","2007-11-27",11.72
"229","2007-11-28",12.18
"230","2007-11-29",12.03
"231","2007-11-30",12.1
"232","2007-12-03",11.92
"233","2007-12-04",11.78
"234","2007-12-05",11.64
"235","2007-12-06",12.12
"236","2007-12-07",12.26
"237","2007-12-10",12.15
"238","2007-12-11",11.62
"239","2007-12-12",11.73
"240","2007-12-13",11.61
"241","2007-12-14",11.26
"242","2007-12-17",11.01
"243","2007-12-18",11.3
"244","2007-12-19",11.28
"245","2007-12-20",11.55
"246","2007-12-21",12.02
"247","2007-12-24",12.28
"248","2007-12-26",12.29
"249","2007-12-27",11.9
"250","2007-12-28",11.75
"251","2007-12-31",11.66
"252","2008-01-02",11.35
"253","2008-01-03",11.44
"254","2008-01-04",11.04
"255","2008-01-07",11.2
"256","2008-01-08",10.59
"257","2008-01-09",10.9
"258","2008-01-10",10.8
"259","2008-01-11",10.43
"260","2008-01-14",10.66
"261","2008-01-15",10.04
"262","2008-01-16",10.43
"263","2008-01-17",10.17
"264","2008-01-18",9.92
"265","2008-01-22",10.06
"266","2008-01-23",10.29
"267","2008-01-24",10.9
"268","2008-01-25",10.64
"269","2008-01-28",10.95
"270","2008-01-29",10.87
"271","2008-01-30",10.92
"272","2008-01-31",11.74
"273","2008-02-01",12.13
"274","2008-02-04",11.75
"275","2008-02-05",11.43
"276","2008-02-06",11.29
"277","2008-02-07",11.34
"278","2008-02-08",11.21
"279","2008-02-11",11.26
"280","2008-02-12",11.14
"281","2008-02-13",11.55
"282","2008-02-14",11.11
"283","2008-02-15",11
"284","2008-02-19",11.02
"285","2008-02-20",11.34
"286","2008-02-21",11.02
"287","2008-02-22",10.91
"288","2008-02-25",11.22
"289","2008-02-26",11.3
"290","2008-02-27",11.46
"291","2008-02-28",11.17
"292","2008-02-29",10.4
"293","2008-03-03",10.74
"294","2008-03-04",10.39
"295","2008-03-05",10.59
"296","2008-03-06",10.59
"297","2008-03-07",10.54
"298","2008-03-10",10.29
"299","2008-03-11",10.62
"300","2008-03-12",10.57
"301","2008-03-13",10.89
"302","2008-03-14",10.61
"303","2008-03-17",10.37
"304","2008-03-18",10.96
"305","2008-03-19",10.83
"306","2008-03-20",10.22
"307","2008-03-24",10.64
"308","2008-03-25",11.03
"309","2008-03-26",11.5
"310","2008-03-27",10.89
"311","2008-03-28",11.16
"312","2008-03-31",10.29
"313","2008-04-01",10.32
"314","2008-04-02",10.34
"315","2008-04-03",10.25
"316","2008-04-04",10.15
"317","2008-04-07",10.05
"318","2008-04-08",10
"319","2008-04-09",9.71
"320","2008-04-10",9.74
"321","2008-04-11",9.56
"322","2008-04-14",9.26
"323","2008-04-15",9.18
"324","2008-04-16",9.43
"325","2008-04-17",9.21
"326","2008-04-18",9.55
"327","2008-04-21",9.49
"328","2008-04-22",9.08
"329","2008-04-23",9.04
"330","2008-04-24",9.34
"331","2008-04-25",9.03
"332","2008-04-28",8.67
"333","2008-04-29",8.84
"334","2008-04-30",8.57
"335","2008-05-01",8.92
"336","2008-05-02",8.93
"337","2008-05-05",8.59
"338","2008-05-06",8.64
"339","2008-05-07",8.48
"340","2008-05-08",8.45
"341","2008-05-09",8.29
"342","2008-05-12",8.5
"343","2008-05-13",8.69
"344","2008-05-14",8.7
"345","2008-05-15",8.52
"346","2008-05-16",8.35
"347","2008-05-19",8.23
"348","2008-05-20",8.18
"349","2008-05-21",8.08
"350","2008-05-22",7.93
"351","2008-05-23",7.91
"352","2008-05-27",8.08
"353","2008-05-28",8.42
"354","2008-05-29",8.47
"355","2008-05-30",8.32
"356","2008-06-02",8.2
"357","2008-06-03",8.04
"358","2008-06-04",7.86
"359","2008-06-05",7.88
"360","2008-06-06",7.6
"361","2008-06-09",7.54
"362","2008-06-10",7.49
"363","2008-06-11",7.39
"364","2008-06-12",7.43
"365","2008-06-13",7.49
"366","2008-06-16",7.59
"367","2008-06-17",7.51
"368","2008-06-18",7.42
"369","2008-06-19",7.52
"370","2008-06-20",7.48
"371","2008-06-23",7.32
"372","2008-06-24",7.28
"373","2008-06-25",7.61
"374","2008-06-26",7.35
"375","2008-06-27",7.25
"376","2008-06-30",7.16
"377","2008-07-01",7.22
"378","2008-07-02",7
"379","2008-07-03",6.97
"380","2008-07-07",6.9
"381","2008-07-08",7.42
"382","2008-07-09",7.25
"383","2008-07-10",7.58
"384","2008-07-11",7.49
"385","2008-07-14",7.36
"386","2008-07-15",7.46
"387","2008-07-16",7.78
"388","2008-07-17",7.65
"389","2008-07-18",7.66
"390","2008-07-21",7.72
"391","2008-07-22",8.29
"392","2008-07-23",8.59
"393","2008-07-24",8.4
"394","2008-07-25",8.65
"395","2008-07-28",8.01
"396","2008-07-29",8.42
"397","2008-07-30",8.47
"398","2008-07-31",8.38
"399","2008-08-01",8.64
"400","2008-08-04",8.63
"401","2008-08-05",8.79
"402","2008-08-06",8.62
"403","2008-08-07",8.57
"404","2008-08-08",8.35
"405","2008-08-11",8.48
"406","2008-08-12",8.54
"407","2008-08-13",8.59
"408","2008-08-14",8.67
"409","2008-08-15",8.48
"410","2008-08-18",8.34
"411","2008-08-19",8.07
"412","2008-08-20",8.01
"413","2008-08-21",7.42
"414","2008-08-22",7.67
"415","2008-08-25",7.22
"416","2008-08-26",7.21
"417","2008-08-27",7.47
"418","2008-08-28",7.84
"419","2008-08-29",7.81
"420","2008-09-02",7.94
"421","2008-09-03",8.12
"422","2008-09-04",8.16
"423","2008-09-05",8.36
"424","2008-09-08",8.73
"425","2008-09-09",8.52
"426","2008-09-10",8.42
"427","2008-09-11",8.49
"428","2008-09-12",8.67
"429","2008-09-15",8.46
"430","2008-09-16",8.61
"431","2008-09-17",8.21
"432","2008-09-18",8.85
"433","2008-09-19",8.34
"434","2008-09-22",8.4
"435","2008-09-23",8.09
"436","2008-09-24",7.44
"437","2008-09-25",7.46
"438","2008-09-26",7.09
"439","2008-09-29",6.59
"440","2008-09-30",6.74
"441","2008-10-01",6.45
"442","2008-10-02",6.07
"443","2008-10-03",5.91
"444","2008-10-06",5.56
"445","2008-10-07",5
"446","2008-10-08",4.99
"447","2008-10-09",4.54
"448","2008-10-10",4.88
"449","2008-10-13",5.28
"450","2008-10-14",4.98
"451","2008-10-15",4.44
"452","2008-10-16",5.04
"453","2008-10-17",4.7
"454","2008-10-20",4.82
"455","2008-10-21",4.74
"456","2008-10-22",4.65
"457","2008-10-23",4.69
"458","2008-10-24",4.51
"459","2008-10-27",4.2
"460","2008-10-28",4.25
"461","2008-10-29",4.39
"462","2008-10-30",4.45
"463","2008-10-31",4.9
"464","2008-11-03",4.93
"465","2008-11-04",4.85
"466","2008-11-05",4.33
"467","2008-11-06",4.11
"468","2008-11-07",3.79
"469","2008-11-10",3.42
"470","2008-11-11",3.41
"471","2008-11-12",3.07
"472","2008-11-13",3.16
"473","2008-11-14",2.62
"474","2008-11-17",2.64
"475","2008-11-18",2.45
"476","2008-11-19",1.99
"477","2008-11-20",1.98
"478","2008-11-21",2.18
"479","2008-11-24",2.45
"480","2008-11-25",2.65
"481","2008-11-26",2.76
"482","2008-11-28",2.86
"483","2008-12-01",2.39
"484","2008-12-02",2.76
"485","2008-12-03",2.72
"486","2008-12-04",2.53
"487","2008-12-05",2.76
"488","2008-12-08",2.99
"489","2008-12-09",2.74
"490","2008-12-10",2.94
"491","2008-12-11",2.91
"492","2008-12-12",3.11
"493","2008-12-15",2.88
"494","2008-12-16",3.25
"495","2008-12-17",3.24
"496","2008-12-18",3.31
"497","2008-12-19",3.12
"498","2008-12-22",3.31
"499","2008-12-23",3.29
"500","2008-12-24",3.42
"501","2008-12-26",3.3
"502","2008-12-29",3.33
"503","2008-12-30",3.49
"504","2008-12-31",3.68
"505","2009-01-02",3.74
"506","2009-01-05",3.69
"507","2009-01-06",3.83
"508","2009-01-07",3.66
"509","2009-01-08",3.84
"510","2009-01-09",3.5
"511","2009-01-12",3.11
"512","2009-01-13",3.21
"513","2009-01-14",3
"514","2009-01-15",3.15
"515","2009-01-16",3.09
"516","2009-01-20",2.66
"517","2009-01-21",2.73
"518","2009-01-22",2.57
"519","2009-01-23",2.47
"520","2009-01-26",3.03
"521","2009-01-27",2.91
"522","2009-01-28",3.24
"523","2009-01-29",2.92
"524","2009-01-30",2.9
"525","2009-02-02",2.74
"526","2009-02-03",3.03
"527","2009-02-04",3.13
"528","2009-02-05",3.14
"529","2009-02-06",3.41
"530","2009-02-09",3.21
"531","2009-02-10",2.84
"532","2009-02-11",2.64
"533","2009-02-12",2.49
"534","2009-02-13",3.61
"535","2009-02-17",3.15
"536","2009-02-18",2.95
"537","2009-02-19",2.89
"538","2009-02-20",2.89
"539","2009-02-23",2.83
"540","2009-02-24",2.92
"541","2009-02-25",2.59
"542","2009-02-26",2.55
"543","2009-02-27",2.53
"544","2009-03-02",2.19
"545","2009-03-03",2.17
"546","2009-03-04",2.25
"547","2009-03-05",1.88
"548","2009-03-06",2
"549","2009-03-09",1.91
"550","2009-03-10",2.35
"551","2009-03-11",2.13
"552","2009-03-12",2.47
"553","2009-03-13",2.4
"554","2009-03-16",2.44
"555","2009-03-17",2.58
"556","2009-03-18",2.91
"557","2009-03-19",2.56
"558","2009-03-20",2.67
"559","2009-03-23",2.61
"560","2009-03-24",2.46
"561","2009-03-25",2.39
"562","2009-03-26",2.6
"563","2009-03-27",2.44
"564","2009-03-30",2.06
"565","2009-03-31",2.12
"566","2009-04-01",2.35
"567","2009-04-02",2.43
"568","2009-04-03",2.47
"569","2009-04-06",2.41
"570","2009-04-07",2.26
"571","2009-04-08",2.4
"572","2009-04-09",2.42
"573","2009-04-13",2.44
"574","2009-04-14",2.29
"575","2009-04-15",2.28
"576","2009-04-16",2.37
"577","2009-04-17",2.39
"578","2009-04-20",2.16
"579","2009-04-21",2.39
"580","2009-04-22",2.45
"581","2009-04-23",2.32
"582","2009-04-24",2.27
"583","2009-04-27",2.24
"584","2009-04-28",2.32
"585","2009-04-29",2.47
"586","2009-04-30",2.4
"587","2009-05-01",2.47
"588","2009-05-04",2.75
"589","2009-05-05",2.59
"590","2009-05-06",2.67
"591","2009-05-07",2.7
"592","2009-05-08",2.76
"593","2009-05-11",2.53
"594","2009-05-12",2.43
"595","2009-05-13",2.23
"596","2009-05-14",2.41
"597","2009-05-15",2.28
"598","2009-05-18",2.31
"599","2009-05-19",2.31
"600","2009-05-20",2.25
"601","2009-05-21",2.16
"602","2009-05-22",2.21
"603","2009-05-26",2.25
"604","2009-05-27",2.14
"605","2009-05-28",2.09
"606","2009-05-29",2.01
"607","2009-06-01",2
"608","2009-06-02",1.95
"609","2009-06-03",2.11
"610","2009-06-04",2.2
"611","2009-06-05",2.16
"612","2009-06-08",2.18
"613","2009-06-09",2.24
"614","2009-06-10",2.27
"615","2009-06-11",2.26
"616","2009-06-12",2.29
"617","2009-06-15",2.16
"618","2009-06-16",2.17
"619","2009-06-17",2.03
"620","2009-06-18",2.08
"621","2009-06-19",2.07
"622","2009-06-22",2.01
"623","2009-06-23",1.96
"624","2009-06-24",1.95
"625","2009-06-25",2.04
"626","2009-06-26",2.1
"627","2009-06-29",1.93
"628","2009-06-30",1.91
"629","2009-07-01",1.99
"630","2009-07-02",1.89
"631","2009-07-06",1.84
"632","2009-07-07",2.11
"633","2009-07-08",2.19
"634","2009-07-09",2.28
"635","2009-07-10",2.24
"636","2009-07-13",2.3
"637","2009-07-14",2.31
"638","2009-07-15",2.44
"639","2009-07-16",2.31
"640","2009-07-17",2.12
"641","2009-07-20",2.1
"642","2009-07-21",2.06
"643","2009-07-22",2.2
"644","2009-07-23",2.18
"645","2009-07-24",2.24
"646","2009-07-27",2.3
"647","2009-07-28",2.38
"648","2009-07-29",2.41
"649","2009-07-30",2.55
"650","2009-07-31",2.6
"651","2009-08-03",2.71
"652","2009-08-04",2.98
"653","2009-08-05",2.88
"654","2009-08-06",2.86
"655","2009-08-07",3
"656","2009-08-10",3.37
"657","2009-08-11",3.16
"658","2009-08-12",3.35
"659","2009-08-13",3.76
"660","2009-08-14",4.4
"661","2009-08-17",4.31
"662","2009-08-18",4.42
"663","2009-08-19",4.4
"664","2009-08-20",4.31
"665","2009-08-21",4.69
"666","2009-08-24",4.54
"667","2009-08-25",4.37
"668","2009-08-26",4.28
"669","2009-08-27",4.28
"670","2009-08-28",4.27
"671","2009-08-31",4.41
"672","2009-09-01",4.41
"673","2009-09-02",4.29
"674","2009-09-03",4.45
"675","2009-09-04",4.49
"676","2009-09-08",4.77
"677","2009-09-09",5.04
"678","2009-09-10",5.13
"679","2009-09-11",4.86
"680","2009-09-14",4.99
"681","2009-09-15",5.11
"682","2009-09-16",5.48
"683","2009-09-17",5.6
"684","2009-09-18",5.56
"685","2009-09-21",5.54
"686","2009-09-22",5.45
"687","2009-09-23",5.38
"688","2009-09-24",5.07
"689","2009-09-25",5.09
"690","2009-09-28",5.26
"691","2009-09-29",5.41
"692","2009-09-30",5.36
"693","2009-10-01",5.19
"694","2009-10-02",5.12
"695","2009-10-05",5.42
"696","2009-10-06",5.63
"697","2009-10-07",5.55
"698","2009-10-08",6.03
"699","2009-10-09",6.55
"700","2009-10-12",6.69
"701","2009-10-13",6.64
"702","2009-10-14",7.05
"703","2009-10-15",7.13
"704","2009-10-16",7.13
"705","2009-10-19",7.32
"706","2009-10-20",7.39
"707","2009-10-21",7.48
"708","2009-10-22",7.41
"709","2009-10-23",7.35
"710","2009-10-26",7.45
"711","2009-10-27",7.4
"712","2009-10-28",7
"713","2009-10-29",7.28
"714","2009-10-30",7.44
"715","2009-11-02",7.27
"716","2009-11-03",7.45
"717","2009-11-04",7.5
"718","2009-11-05",8
"719","2009-11-06",7.78
"720","2009-11-09",8
"721","2009-11-10",8.36
"722","2009-11-11",8.33
"723","2009-11-12",8.33
"724","2009-11-13",8.17
"725","2009-11-16",8.25
"726","2009-11-17",8.47
"727","2009-11-18",8.75
"728","2009-11-19",8.71
"729","2009-11-20",8.79
"730","2009-11-23",8.99
"731","2009-11-24",8.56
"732","2009-11-25",8.32
"733","2009-11-27",8.1
"734","2009-11-30",7.81
"735","2009-12-01",8.19
"736","2009-12-02",8.4
"737","2009-12-03",8.09
"738","2009-12-04",8.22
"739","2009-12-07",8.37
"740","2009-12-08",8.45
"741","2009-12-09",8.45
"742","2009-12-10",8.49
"743","2009-12-11",8.45
"744","2009-12-14",8.45
"745","2009-12-15",7.06
"746","2009-12-16",6.66
"747","2009-12-17",6.84
"748","2009-12-18",6.62
"749","2009-12-21",6.62
"750","2009-12-22",6.79
"751","2009-12-23",6.78
"752","2009-12-24",6.92
"753","2009-12-28",6.77
"754","2009-12-29",6.95
"755","2009-12-30",7.04
"756","2009-12-31",7
"757","2010-01-04",7.25
"758","2010-01-05",7.24
"759","2010-01-06",7.14
"760","2010-01-07",7.17
"761","2010-01-08",7.11
"762","2010-01-11",7.01
"763","2010-01-12",6.56
"764","2010-01-13",6.45
"765","2010-01-14",6.52
"766","2010-01-15",6.37
"767","2010-01-19",6.49
"768","2010-01-20",6.39
"769","2010-01-21",6.09
"770","2010-01-22",5.96
"771","2010-01-25",5.79
"772","2010-01-26",5.61
"773","2010-01-27",5.56
"774","2010-01-28",5.64
"775","2010-01-29",5.6
"776","2010-02-01",5.61
"777","2010-02-02",5.71
"778","2010-02-03",5.81
"779","2010-02-04",4.79
"780","2010-02-05",4.51
"781","2010-02-08",4.09
"782","2010-02-09",3.9
"783","2010-02-10",3.78
"784","2010-02-11",3.69
"785","2010-02-12",4.01
"786","2010-02-16",4.11
"787","2010-02-17",4.19
"788","2010-02-18",4.53
"789","2010-02-19",4.53
"790","2010-02-22",4.44
"791","2010-02-23",4.4
"792","2010-02-24",4.28
"793","2010-02-25",4.26
"794","2010-02-26",4.32
"795","2010-03-01",4.43
"796","2010-03-02",4.46
"797","2010-03-03",4.6
"798","2010-03-04",4.51
"799","2010-03-05",4.58
"800","2010-03-08",4.51
"801","2010-03-09",4.65
"802","2010-03-10",4.63
"803","2010-03-11",4.68
"804","2010-03-12",4.65
"805","2010-03-15",4.64
"806","2010-03-16",4.55
"807","2010-03-17",4.68
"808","2010-03-18",4.73
"809","2010-03-19",4.67
"810","2010-03-22",4.72
"811","2010-03-23",4.72
"812","2010-03-24",4.63
"813","2010-03-25",4.81
"814","2010-03-26",5.31
"815","2010-03-29",5.59
"816","2010-03-30",5.6
"817","2010-03-31",5.76
"818","2010-04-01",5.73
"819","2010-04-05",5.78
"820","2010-04-06",5.92
"821","2010-04-07",5.93
"822","2010-04-08",5.89
"823","2010-04-09",5.84
"824","2010-04-12",5.87
"825","2010-04-13",5.65
"826","2010-04-14",5.87
"827","2010-04-15",5.81
"828","2010-04-16",5.51
"829","2010-04-19",5.77
"830","2010-04-20",5.81
"831","2010-04-21",5.84
"832","2010-04-22",5.93
"833","2010-04-23",5.84
"834","2010-04-26",6.09
"835","2010-04-27",6.01
"836","2010-04-28",6.21
"837","2010-04-29",6.51
"838","2010-04-30",6.22
"839","2010-05-03",6.65
"840","2010-05-04",6
"841","2010-05-05",6.21
"842","2010-05-06",5.6
"843","2010-05-07",5.22
"844","2010-05-10",5.5
"845","2010-05-11",5.72
"846","2010-05-12",6.13
"847","2010-05-13",5.92
"848","2010-05-14",5.77
"849","2010-05-17",5.74
"850","2010-05-18",5.65
"851","2010-05-19",5.35
"852","2010-05-20",4.89
"853","2010-05-21",4.92
"854","2010-05-24",5.1
"855","2010-05-25",5.15
"856","2010-05-26",5.06
"857","2010-05-27",5.29
"858","2010-05-28",5.2
"859","2010-06-01",5.16
"860","2010-06-02",5.41
"861","2010-06-03",5.41
"862","2010-06-04",4.95
"863","2010-06-07",4.63
"864","2010-06-08",4.67
"865","2010-06-09",4.62
"866","2010-06-10",4.78
"867","2010-06-11",4.89
"868","2010-06-14",4.95
"869","2010-06-15",5.13
"870","2010-06-16",5
"871","2010-06-17",5
"872","2010-06-18",4.97
"873","2010-06-21",4.72
"874","2010-06-22",4.68
"875","2010-06-23",4.72
"876","2010-06-24",4.56
"877","2010-06-25",4.78
"878","2010-06-28",4.59
"879","2010-06-29",4.55
"880","2010-06-30",4.38
"881","2010-07-01",4.58
"882","2010-07-02",4.41
"883","2010-07-06",4.52
"884","2010-07-07",4.58
"885","2010-07-08",4.85
"886","2010-07-09",5.2
"887","2010-07-12",5.11
"888","2010-07-13",5.34
"889","2010-07-14",5.3
"890","2010-07-15",5.28
"891","2010-07-16",5.04
"892","2010-07-19",5.2
"893","2010-07-20",5.29
"894","2010-07-21",5.24
"895","2010-07-22",5.35
"896","2010-07-23",5.45
"897","2010-07-26",5.44
"898","2010-07-27",5.34
"899","2010-07-28",5.24
"900","2010-07-29",5.27
"901","2010-07-30",5.26
"902","2010-08-02",5.34
"903","2010-08-03",5.16
"904","2010-08-04",5.3
"905","2010-08-05",5.18
"906","2010-08-06",5.61
"907","2010-08-09",5.57
"908","2010-08-10",5.42
"909","2010-08-11",5.09
"910","2010-08-12",4.95
"911","2010-08-13",4.85
"912","2010-08-16",5.02
"913","2010-08-17",5.08
"914","2010-08-18",5.32
"915","2010-08-19",5.05
"916","2010-08-20",5.02
"917","2010-08-23",4.78
"918","2010-08-24",4.68
"919","2010-08-25",4.76
"920","2010-08-26",4.54
"921","2010-08-27",4.76
"922","2010-08-30",4.48
"923","2010-08-31",4.38
"924","2010-09-01",4.5
"925","2010-09-02",4.83
"926","2010-09-03",4.93
"927","2010-09-07",4.75
"928","2010-09-08",4.69
"929","2010-09-09",4.67
"930","2010-09-10",4.76
"931","2010-09-13",4.79
"932","2010-09-14",4.65
"933","2010-09-15",4.65
"934","2010-09-16",4.73
"935","2010-09-17",4.74
"936","2010-09-20",4.84
"937","2010-09-21",4.69
"938","2010-09-22",4.65
"939","2010-09-23",4.6
"940","2010-09-24",4.72
"941","2010-09-27",4.71
"942","2010-09-28",4.74
"943","2010-09-29",4.82
"944","2010-09-30",4.92
"945","2010-10-01",5.4
"946","2010-10-04",4.68
"947","2010-10-05",4.96
"948","2010-10-06",4.91
"949","2010-10-07",5.07
"950","2010-10-08",5.12
"951","2010-10-11",5.09
"952","2010-10-12",4.94
"953","2010-10-13",5.11
"954","2010-10-14",5.14
"955","2010-10-15",5.05
"956","2010-10-18",5.22
"957","2010-10-19",4.97
"958","2010-10-20",5.09
"959","2010-10-21",5.04
"960","2010-10-22",4.95
"961","2010-10-25",4.98
"962","2010-10-26",4.88
"963","2010-10-27",4.9
"964","2010-10-28",4.91
"965","2010-10-29",4.87
"966","2010-11-01",4.72
"967","2010-11-02",4.81
"968","2010-11-03",4.72
"969","2010-11-04",4.9
"970","2010-11-05",4.99
"971","2010-11-08",4.89
"972","2010-11-09",4.87
"973","2010-11-10",4.92
"974","2010-11-11",4.88
"975","2010-11-12",4.86
"976","2010-11-15",4.9
"977","2010-11-16",4.71
"978","2010-11-17",4.8
"979","2010-11-18",4.84
"980","2010-11-19",4.9
"981","2010-11-22",4.88
"982","2010-11-23",4.85
"983","2010-11-24",5.09
"984","2010-11-26",5.11
"985","2010-11-29",5.13
"986","2010-11-30",4.91
"987","2010-12-01",5.09
"988","2010-12-02",5.14
"989","2010-12-03",5.2
"990","2010-12-06",5.18
"991","2010-12-07",5.3
"992","2010-12-08",5.28
"993","2010-12-09",5.25
"994","2010-12-10",5.38
"995","2010-12-13",5.33
"996","2010-12-14",5.19
"997","2010-12-15",5.15
"998","2010-12-16",5.17
"999","2010-12-17",5.22
"1000","2010-12-20",5.21
"1001","2010-12-21",5.26
